------Generation 0------
Rule  1: 2111d2171, Class:  0, CF:0.994637, Len:  9, Fitness_tra: 0
Rule 80: 213512221, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 81: 18321727c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 83: 851252512, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 84: c52114844, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 114351822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 251151c71, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 87: 551157971, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 89: 12b212522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 281514c12, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 91: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 92: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 93: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 94: 440000000, Class:  0, CF:0.813894, Len:  2, Fitness_tra: 0
Rule 95: 500020000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 96: cce832874, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 11221b1b1, Class:  0, CF:0.993273, Len:  9, Fitness_tra: 0
Rule 98: cc65d4841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 11111212b, Class:  0, CF:0.974202, Len:  9, Fitness_tra: 0
Rule100: c2681487b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:8.24742
------Result------
Miss_rate(tra)	:8.24742
Miss_rate(tst)	:5
ARL				:4.85484

------Generation 0------
Rule  1: 2111d2171, Class:  0, CF:0.994637, Len:  9, Fitness_tra: 0
Rule  2: 85151bc77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 1192d2841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 15585b22b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 881c17524, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 153
Rule  7: 111111214, Class:  0, CF:0.854506, Len:  9, Fitness_tra: 0
Rule  8: 12e194c77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: c16591c77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 11: 000090000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 12: 2862118bb, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 13: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 14: c319942cb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 16: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 17: 85759285b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 82321127b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 19: 256c122b1, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 20: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 21: 117112c2b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 22: 1158542b1, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 23: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 25: c5e154822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11139b1c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: c192972b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000c00000, Class:  0, CF:0.866163, Len:  1, Fitness_tra: 3
Rule 29: 853182121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 31: 813852811, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 32: 111157121, Class:  0, CF:0.999687, Len:  9, Fitness_tra: 0
Rule 33: 115812122, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 34: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 35: c89851872, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 28e1d224b, Class:  0, CF:0.519164, Len:  9, Fitness_tra: 0
Rule 37: 811117147, Class:  0, CF:0.961602, Len:  9, Fitness_tra: 0
Rule 38: c81511272, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 39: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 40: 000000400, Class:  0, CF:0.827167, Len:  1, Fitness_tra: 0
Rule 41: 8161221b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 111112d72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 881111214, Class:  0, CF:0.764771, Len:  9, Fitness_tra: 0
Rule 44: 81b5921d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1121141b2, Class:  0, CF:0.932728, Len:  9, Fitness_tra: 0
Rule 46: 21121b127, Class:  0, CF:0.999658, Len:  9, Fitness_tra: 0
Rule 47: 11121b171, Class:  0, CF:0.998756, Len:  9, Fitness_tra: 0
Rule 48: 18e114221, Class:  0, CF:0.762798, Len:  9, Fitness_tra: 0
Rule 49: cce8518b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 454111124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 15bd57c54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 112111117, Class:  0, CF:0.811535, Len:  9, Fitness_tra: 0
Rule 53: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 54: 121117524, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 191d54111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 57: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 58: 5518d2224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0c0000000, Class:  0, CF:0.802018, Len:  1, Fitness_tra: 0
Rule 60: c1491b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: c232d4177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 63: 116217d14, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 64: 511252821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 66: 2895d7211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 68: 15381287c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 70: 5122523b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 12628b8b1, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 72: 1d1251142, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 73: 283851171, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 74: c238d4114, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 75: 21511b227, Class:  0, CF:0.821585, Len:  9, Fitness_tra: 0
Rule 76: 114e321c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 853d1b821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 79: 1161d7c74, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 80: 213512221, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 81: 18321727c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 83: 851252512, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 84: c52114844, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 114351822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 251151c71, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 87: 551157971, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 89: 12b212522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 281514c12, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 91: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 92: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 93: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 94: 440000000, Class:  0, CF:0.813894, Len:  2, Fitness_tra: 0
Rule 95: 500020000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 96: cce832874, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 11221b1b1, Class:  0, CF:0.993273, Len:  9, Fitness_tra: 0
Rule 98: cc65d4841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 11111212b, Class:  0, CF:0.974202, Len:  9, Fitness_tra: 0
Rule100: c2681487b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:8.24742
------Result------
Miss_rate(tra)	:8.24742
Miss_rate(tst)	:5
ARL				:4.85484

------Generation 1------
Rule  1: 2111d2171, Class:  0, CF:0.994637, Len:  9, Fitness_tra: 0
Rule  2: 85151bc77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 1192d2841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 15585b22b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 881c17524, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 153
Rule  7: 111111214, Class:  0, CF:0.854506, Len:  9, Fitness_tra: 0
Rule  8: 12e194c77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: c16591c77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 11: 000090000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 12: 2862118bb, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 13: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 14: c319942cb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 16: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 17: 85759285b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 82321127b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 19: 256c122b1, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 20: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 21: 117112c2b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 22: 1158542b1, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 23: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 25: c5e154822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11139b1c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: c192972b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000c00000, Class:  0, CF:0.866163, Len:  1, Fitness_tra: 3
Rule 29: 853182121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 31: 813852811, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 32: 111157121, Class:  0, CF:0.999687, Len:  9, Fitness_tra: 0
Rule 33: 115812122, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 34: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 35: c89851872, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 28e1d224b, Class:  0, CF:0.519164, Len:  9, Fitness_tra: 0
Rule 37: 811117147, Class:  0, CF:0.961602, Len:  9, Fitness_tra: 0
Rule 38: c81511272, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 39: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 40: 000000400, Class:  0, CF:0.827167, Len:  1, Fitness_tra: 0
Rule 41: 8161221b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 111112d72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 881111214, Class:  0, CF:0.764771, Len:  9, Fitness_tra: 0
Rule 44: 81b5921d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1121141b2, Class:  0, CF:0.932728, Len:  9, Fitness_tra: 0
Rule 46: 21121b127, Class:  0, CF:0.999658, Len:  9, Fitness_tra: 0
Rule 47: 11121b171, Class:  0, CF:0.998756, Len:  9, Fitness_tra: 0
Rule 48: 18e114221, Class:  0, CF:0.762798, Len:  9, Fitness_tra: 0
Rule 49: cce8518b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 454111124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 15bd57c54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 112111117, Class:  0, CF:0.811535, Len:  9, Fitness_tra: 0
Rule 53: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 54: 121117524, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 191d54111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 57: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 58: 5518d2224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0c0000000, Class:  0, CF:0.802018, Len:  1, Fitness_tra: 0
Rule 60: c1491b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: c232d4177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 63: 116217d14, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 64: 511252821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 66: 2895d7211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 68: 15381287c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 70: 5122523b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 12628b8b1, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 72: 1d1251142, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 73: 283851171, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 74: c238d4114, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 75: 21511b227, Class:  0, CF:0.821585, Len:  9, Fitness_tra: 0
Rule 76: 114e321c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 853d1b821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 79: 1161d7c74, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 80: 213512221, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 81: 18321727c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 83: 851252512, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 84: c52114844, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 114351822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 251151c71, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 87: 551157971, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 89: 12b212522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 281514c12, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 91: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 92: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 93: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 94: 440000000, Class:  0, CF:0.813894, Len:  2, Fitness_tra: 0
Rule 95: 500020000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 96: cce832874, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 11221b1b1, Class:  0, CF:0.993273, Len:  9, Fitness_tra: 0
Rule 98: cc65d4841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 11111212b, Class:  0, CF:0.974202, Len:  9, Fitness_tra: 0
Rule100: c2681487b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:8.24742
------Result------
Miss_rate(tra)	:8.24742
Miss_rate(tst)	:5
ARL				:4.85484

------Generation 2------
Rule  1: 2111d2171, Class:  0, CF:0.994637, Len:  9, Fitness_tra: 0
Rule  2: 85151bc77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 1192d2841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 15585b22b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 881c17524, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 153
Rule  7: 111111214, Class:  0, CF:0.854506, Len:  9, Fitness_tra: 0
Rule  8: 12e194c77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: c16591c77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 11: 000090000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 12: 2862118bb, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 13: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 14: c319942cb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 16: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 17: 85759285b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 82321127b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 19: 256c122b1, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 20: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 21: 117112c2b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 22: 1158542b1, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 23: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  0, CF:0.835052, Len:  0, Fitness_tra: 0
Rule 25: c5e154822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11139b1c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: c192972b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000c00000, Class:  0, CF:0.866163, Len:  1, Fitness_tra: 3
Rule 29: 853182121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
