------Generation 0------
Rule  1: 0700000000d50, Class:  1, CF:0.0293414, Len:  3, Fitness_tra: 0
Rule 78: 1c11551118511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000b0c0400, Class:  1, CF:0.48211, Len:  3, Fitness_tra: 10
Rule 80: 1215111181112, Class:  1, CF:0.481508, Len: 13, Fitness_tra: 0
Rule 81: 5195115228111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 2111c11224131, Class:  2, CF:0.938377, Len: 13, Fitness_tra: 0
Rule 83: 3231831155513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 215911c111551, Class:  1, CF:0.926429, Len: 13, Fitness_tra: 0
Rule 85: 141c531255111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 8000000004004, Class:  0, CF:0.173981, Len:  3, Fitness_tra: 0
Rule 87: 311c151258111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 9251211112513, Class:  1, CF:0.279237, Len: 13, Fitness_tra: 0
Rule 89: 11911c7121122, Class:  0, CF:0.469076, Len: 13, Fitness_tra: 0
Rule 90: 1213111984151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1481128881d12, Class:  0, CF:0.317311, Len: 13, Fitness_tra: 0
Rule 92: 1115112312511, Class:  1, CF:0.883878, Len: 13, Fitness_tra: 0
Rule 93: 31111152d2511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: c00d000000052, Class:  0, CF:0.542223, Len:  4, Fitness_tra: 0
Rule 95: 0000200007004, Class:  0, CF:0.290578, Len:  3, Fitness_tra: -1
Rule 96: 5215211122112, Class:  2, CF:0.984455, Len: 13, Fitness_tra: 0
Rule 97: 1111118181511, Class:  1, CF:0.73078, Len: 13, Fitness_tra: 0
Rule 98: 1115111511411, Class:  1, CF:0.295951, Len: 13, Fitness_tra: 0
Rule 99: 000000c004000, Class:  0, CF:0.559883, Len:  2, Fitness_tra: 8
Rule100: 11dc131155135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:39.1608
------Result------
Miss_rate(tra)	:39.1608
Miss_rate(tst)	:37.1429
ARL				:10.2055

------Generation 0------
Rule  1: 000000c000002, Class:  0, CF:0.722281, Len:  2, Fitness_tra: 19
Rule  2: 0000060400000, Class:  2, CF:0.572496, Len:  2, Fitness_tra: 14
Rule  3: 000000b0c0400, Class:  1, CF:0.48211, Len:  3, Fitness_tra: 17
Rule  4: 000000c004000, Class:  0, CF:0.559883, Len:  2, Fitness_tra: -4
Rule  5: 200d000004000, Class:  2, CF:0.555189, Len:  3, Fitness_tra: 8
Rule  6: 00007080d0000, Class:  0, CF:0.740108, Len:  3, Fitness_tra: 3
Rule  7: 000080b040000, Class:  2, CF:0.611183, Len:  3, Fitness_tra: 0
Rule  8: 0700000000d50, Class:  1, CF:0.0293414, Len:  3, Fitness_tra: 0
Rule  9: 1115112111111, Class:  1, CF:0.435156, Len: 13, Fitness_tra: 0
Rule 10: e1111315155d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1458819155111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1293418321111, Class:  0, CF:0.909665, Len: 13, Fitness_tra: 0
Rule 13: 000000c000500, Class:  1, CF:0.258446, Len:  2, Fitness_tra: 1
Rule 14: 1111114121212, Class:  0, CF:0.13533, Len: 13, Fitness_tra: 0
Rule 15: 1155114315111, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 4000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1191595551551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 11dc131155135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 9111111181111, Class:  0, CF:0.919464, Len: 13, Fitness_tra: 0
Rule 20: 0030000008400, Class:  0, CF:0.0835117, Len:  3, Fitness_tra: 0
Rule 21: 511515551c515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1115252882512, Class:  1, CF:0.87557, Len: 13, Fitness_tra: 0
Rule 23: 1535c14183411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 9212131111111, Class:  2, CF:0.985905, Len: 13, Fitness_tra: 0
Rule 25: 2000000000002, Class:  0, CF:0.385939, Len:  2, Fitness_tra: -4
Rule 26: 323c1331d5811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 34d1595c51515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1191111211442, Class:  1, CF:0.0499414, Len: 13, Fitness_tra: 0
Rule 29: 3411513155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 121d111251111, Class:  1, CF:0.940323, Len: 13, Fitness_tra: 0
Rule 31: 2111111181157, Class:  0, CF:0.382595, Len: 13, Fitness_tra: 0
Rule 32: 0700400000d50, Class:  0, CF:0.207992, Len:  4, Fitness_tra: 0
Rule 33: 9231215888511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 1155512181112, Class:  1, CF:0.204656, Len: 13, Fitness_tra: 0
Rule 35: 12d5211184512, Class:  1, CF:0.339673, Len: 13, Fitness_tra: 0
Rule 36: 1115111511411, Class:  1, CF:0.295951, Len: 13, Fitness_tra: 0
Rule 37: 000080b040000, Class:  2, CF:0.611183, Len:  3, Fitness_tra: 0
Rule 38: 5551122311281, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 39: 3111193515d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 3152131255111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 511521152542c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 42: 1211111111119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 43: 2251115157311, Class:  0, CF:0.517705, Len: 13, Fitness_tra: 0
Rule 44: 11151112c1212, Class:  1, CF:0.873028, Len: 13, Fitness_tra: 0
Rule 45: 0c03008004550, Class:  0, CF:0.7853, Len:  6, Fitness_tra: 0
Rule 46: 1551187311171, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 18e5511251511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11118c4121141, Class:  0, CF:0.49702, Len: 13, Fitness_tra: 0
Rule 49: 1311c273c1112, Class:  0, CF:0.00197457, Len: 13, Fitness_tra: 0
Rule 50: 1211819111131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 211d211111191, Class:  1, CF:0.986274, Len: 13, Fitness_tra: 0
Rule 52: 2185128c11531, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 53: 3111839111513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 5151c27121111, Class:  0, CF:0.556965, Len: 13, Fitness_tra: 0
Rule 55: 1181c12c11512, Class:  0, CF:0.549263, Len: 13, Fitness_tra: 0
Rule 56: 1285281121511, Class:  1, CF:0.962355, Len: 13, Fitness_tra: 0
Rule 57: 1191221d81148, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 58: 1111287121218, Class:  0, CF:0.87132, Len: 13, Fitness_tra: 0
Rule 59: 1112c12112512, Class:  0, CF:0.576379, Len: 13, Fitness_tra: 0
Rule 60: 1132111151811, Class:  1, CF:0.901594, Len: 13, Fitness_tra: 0
Rule 61: 1181255181112, Class:  0, CF:0.908742, Len: 13, Fitness_tra: 0
Rule 62: 1151844121212, Class:  0, CF:0.977662, Len: 13, Fitness_tra: 0
Rule 63: 111c51d118115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 5111117111211, Class:  1, CF:0.231444, Len: 13, Fitness_tra: 0
Rule 65: e452535115515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1151121911142, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1155114321228, Class:  1, CF:0.465376, Len: 13, Fitness_tra: 0
Rule 68: 1111111152111, Class:  1, CF:0.145792, Len: 13, Fitness_tra: 0
Rule 69: 211dc15111132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 12151c4111141, Class:  1, CF:0.930621, Len: 13, Fitness_tra: 0
Rule 71: 1111231112111, Class:  2, CF:0.810154, Len: 13, Fitness_tra: 0
Rule 72: 151582b12828c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1112295115131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 61d1111111591, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 123159151d511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1111151182119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 22d1221184511, Class:  0, CF:0.618625, Len: 13, Fitness_tra: 0
Rule 78: 1c11551118511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 5111512221111, Class:  0, CF:0.698341, Len: 13, Fitness_tra: 0
Rule 80: 1215111181112, Class:  1, CF:0.481508, Len: 13, Fitness_tra: 0
Rule 81: 0000060400000, Class:  2, CF:0.572496, Len:  0, Fitness_tra: 0
Rule 82: 1511112319141, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 000000c070500, Class:  1, CF:0.314466, Len:  3, Fitness_tra: 1
Rule 84: 0000807e40000, Class:  1, CF:0.205199, Len:  4, Fitness_tra: 0
Rule 85: 0000200004004, Class:  0, CF:0.106705, Len:  3, Fitness_tra: 0
Rule 86: 0050c00000007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2000000000002, Class:  0, CF:0.385939, Len:  0, Fitness_tra: 0
Rule 88: 1211511111515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 115d122311141, Class:  1, CF:0.595106, Len: 13, Fitness_tra: 0
Rule 90: 0700400000d50, Class:  0, CF:0.207992, Len:  0, Fitness_tra: 0
Rule 91: 18ea511155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 81950110c4119, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 93: 3182c1421571e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00137189d4050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0090160401002, Class:  2, CF:0.603973, Len:  6, Fitness_tra: 0
Rule 96: 051082b040000, Class:  2, CF:0.838646, Len:  6, Fitness_tra: 0
Rule 97: 00008180210d0, Class:  0, CF:0.840625, Len:  6, Fitness_tra: 0
Rule 98: 1c91321181118, Class:  0, CF:0.998377, Len: 13, Fitness_tra: 0
Rule 99: 1453819125101, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule100: 000080b048000, Class:  2, CF:  1, Len:  4, Fitness_tra: 2
------Current------
Miss_rate(tra)	:30.0699
------Result------
Miss_rate(tra)	:30.0699
Miss_rate(tst)	:37.1429
ARL				:10.1408

------Generation 1------
Rule  1: 000000c000002, Class:  0, CF:0.722281, Len:  2, Fitness_tra: 19
Rule  2: 0000060400000, Class:  2, CF:0.572496, Len:  2, Fitness_tra: 14
Rule  3: 000000b0c0400, Class:  1, CF:0.48211, Len:  3, Fitness_tra: 17
Rule  4: 000000c004000, Class:  0, CF:0.559883, Len:  2, Fitness_tra: -4
Rule  5: 200d000004000, Class:  2, CF:0.555189, Len:  3, Fitness_tra: 8
Rule  6: 00007080d0000, Class:  0, CF:0.740108, Len:  3, Fitness_tra: 3
Rule  7: 000080b040000, Class:  2, CF:0.611183, Len:  3, Fitness_tra: 0
Rule  8: 0700000000d50, Class:  1, CF:0.0293414, Len:  3, Fitness_tra: 0
Rule  9: 1115112111111, Class:  1, CF:0.435156, Len: 13, Fitness_tra: 0
Rule 10: e1111315155d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1458819155111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1293418321111, Class:  0, CF:0.909665, Len: 13, Fitness_tra: 0
Rule 13: 000000c000500, Class:  1, CF:0.258446, Len:  2, Fitness_tra: 1
Rule 14: 1111114121212, Class:  0, CF:0.13533, Len: 13, Fitness_tra: 0
Rule 15: 1155114315111, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 4000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1191595551551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 11dc131155135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 9111111181111, Class:  0, CF:0.919464, Len: 13, Fitness_tra: 0
Rule 20: 0030000008400, Class:  0, CF:0.0835117, Len:  3, Fitness_tra: 0
Rule 21: 511515551c515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1115252882512, Class:  1, CF:0.87557, Len: 13, Fitness_tra: 0
Rule 23: 1535c14183411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 9212131111111, Class:  2, CF:0.985905, Len: 13, Fitness_tra: 0
Rule 25: 2000000000002, Class:  0, CF:0.385939, Len:  2, Fitness_tra: -4
Rule 26: 323c1331d5811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 34d1595c51515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1191111211442, Class:  1, CF:0.0499414, Len: 13, Fitness_tra: 0
Rule 29: 3411513155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 121d111251111, Class:  1, CF:0.940323, Len: 13, Fitness_tra: 0
Rule 31: 2111111181157, Class:  0, CF:0.382595, Len: 13, Fitness_tra: 0
Rule 32: 0700400000d50, Class:  0, CF:0.207992, Len:  4, Fitness_tra: 0
Rule 33: 9231215888511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 1155512181112, Class:  1, CF:0.204656, Len: 13, Fitness_tra: 0
Rule 35: 12d5211184512, Class:  1, CF:0.339673, Len: 13, Fitness_tra: 0
Rule 36: 1115111511411, Class:  1, CF:0.295951, Len: 13, Fitness_tra: 0
Rule 37: 000080b040000, Class:  2, CF:0.611183, Len:  3, Fitness_tra: 0
Rule 38: 5551122311281, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 39: 3111193515d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 3152131255111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 511521152542c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 42: 1211111111119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 43: 2251115157311, Class:  0, CF:0.517705, Len: 13, Fitness_tra: 0
Rule 44: 11151112c1212, Class:  1, CF:0.873028, Len: 13, Fitness_tra: 0
Rule 45: 0c03008004550, Class:  0, CF:0.7853, Len:  6, Fitness_tra: 0
Rule 46: 1551187311171, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 18e5511251511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11118c4121141, Class:  0, CF:0.49702, Len: 13, Fitness_tra: 0
Rule 49: 1311c273c1112, Class:  0, CF:0.00197457, Len: 13, Fitness_tra: 0
Rule 50: 1211819111131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 211d211111191, Class:  1, CF:0.986274, Len: 13, Fitness_tra: 0
Rule 52: 2185128c11531, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 53: 3111839111513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 5151c27121111, Class:  0, CF:0.556965, Len: 13, Fitness_tra: 0
Rule 55: 1181c12c11512, Class:  0, CF:0.549263, Len: 13, Fitness_tra: 0
Rule 56: 1285281121511, Class:  1, CF:0.962355, Len: 13, Fitness_tra: 0
Rule 57: 1191221d81148, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 58: 1111287121218, Class:  0, CF:0.87132, Len: 13, Fitness_tra: 0
Rule 59: 1112c12112512, Class:  0, CF:0.576379, Len: 13, Fitness_tra: 0
Rule 60: 1132111151811, Class:  1, CF:0.901594, Len: 13, Fitness_tra: 0
Rule 61: 1181255181112, Class:  0, CF:0.908742, Len: 13, Fitness_tra: 0
Rule 62: 1151844121212, Class:  0, CF:0.977662, Len: 13, Fitness_tra: 0
Rule 63: 111c51d118115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 5111117111211, Class:  1, CF:0.231444, Len: 13, Fitness_tra: 0
Rule 65: e452535115515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1151121911142, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1155114321228, Class:  1, CF:0.465376, Len: 13, Fitness_tra: 0
Rule 68: 1111111152111, Class:  1, CF:0.145792, Len: 13, Fitness_tra: 0
Rule 69: 211dc15111132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 12151c4111141, Class:  1, CF:0.930621, Len: 13, Fitness_tra: 0
Rule 71: 1111231112111, Class:  2, CF:0.810154, Len: 13, Fitness_tra: 0
Rule 72: 151582b12828c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1112295115131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 61d1111111591, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 123159151d511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1111151182119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 22d1221184511, Class:  0, CF:0.618625, Len: 13, Fitness_tra: 0
Rule 78: 1c11551118511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 5111512221111, Class:  0, CF:0.698341, Len: 13, Fitness_tra: 0
Rule 80: 1215111181112, Class:  1, CF:0.481508, Len: 13, Fitness_tra: 0
Rule 81: 0000060400000, Class:  2, CF:0.572496, Len:  0, Fitness_tra: 0
Rule 82: 1511112319141, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 000000c070500, Class:  1, CF:0.314466, Len:  3, Fitness_tra: 1
Rule 84: 0000807e40000, Class:  1, CF:0.205199, Len:  4, Fitness_tra: 0
Rule 85: 0000200004004, Class:  0, CF:0.106705, Len:  3, Fitness_tra: 0
Rule 86: 0050c00000007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2000000000002, Class:  0, CF:0.385939, Len:  0, Fitness_tra: 0
Rule 88: 1211511111515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 115d122311141, Class:  1, CF:0.595106, Len: 13, Fitness_tra: 0
Rule 90: 0700400000d50, Class:  0, CF:0.207992, Len:  0, Fitness_tra: 0
Rule 91: 18ea511155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 81950110c4119, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 93: 3182c1421571e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00137189d4050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0090160401002, Class:  2, CF:0.603973, Len:  6, Fitness_tra: 0
Rule 96: 051082b040000, Class:  2, CF:0.838646, Len:  6, Fitness_tra: 0
Rule 97: 00008180210d0, Class:  0, CF:0.840625, Len:  6, Fitness_tra: 0
Rule 98: 1c91321181118, Class:  0, CF:0.998377, Len: 13, Fitness_tra: 0
Rule 99: 1453819125101, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule100: 000080b048000, Class:  2, CF:  1, Len:  4, Fitness_tra: 2
------Current------
Miss_rate(tra)	:30.0699
------Result------
Miss_rate(tra)	:30.0699
Miss_rate(tst)	:37.1429
ARL				:10.1408

------Generation 2------
Rule  1: 000000c000002, Class:  0, CF:0.722281, Len:  2, Fitness_tra: 21
Rule  2: 000000b0c0400, Class:  1, CF:0.48211, Len:  3, Fitness_tra: 17
Rule  3: 0000060400000, Class:  2, CF:0.572496, Len:  2, Fitness_tra: 16
Rule  4: 200d000004000, Class:  2, CF:0.555189, Len:  3, Fitness_tra: 9
Rule  5: 00007080d0000, Class:  0, CF:0.740108, Len:  3, Fitness_tra: 3
Rule  6: 000080b048000, Class:  2, CF:  1, Len:  4, Fitness_tra: 2
Rule  7: 000000c070500, Class:  1, CF:0.314466, Len:  3, Fitness_tra: 1
Rule  8: 000000c000500, Class:  1, CF:0.258446, Len:  2, Fitness_tra: 1
Rule  9: 000080b040000, Class:  2, CF:0.611183, Len:  3, Fitness_tra: 0
Rule 10: e1111315155d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1458819155111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1293418321111, Class:  0, CF:0.909665, Len: 13, Fitness_tra: 0
Rule 13: 0700000000d50, Class:  1, CF:0.0293414, Len:  3, Fitness_tra: 0
