------Generation 0------
Rule  1: 21114c8314511, Class:  0, CF:0.0683626, Len: 13, Fitness_tra: 0
Rule 24: 000d000000050, Class:  1, CF:0.648496, Len:  2, Fitness_tra: 2
Rule 25: 0000400000d50, Class:  0, CF:0.103456, Len:  3, Fitness_tra: 0
Rule 26: 0c0d00ce04550, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000c000500, Class:  1, CF:0.204758, Len:  2, Fitness_tra: 0
Rule 28: 5185c55181192, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 1111115255111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: 1281c11884111, Class:  2, CF:0.476467, Len: 13, Fitness_tra: 0
Rule 31: 1151111d29128, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1251118117592, Class:  0, CF:0.987798, Len: 13, Fitness_tra: 0
Rule 33: 1c9185d821511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1115155118111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 11515222c1141, Class:  0, CF:0.661155, Len: 13, Fitness_tra: 0
Rule 36: 3111211111141, Class:  1, CF:0.83084, Len: 13, Fitness_tra: -1
Rule 37: 8000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1211231c5116d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 189151d11111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 3c51139155531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1155c1b115111, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 42: 2111211181151, Class:  0, CF:0.20804, Len: 13, Fitness_tra: 0
Rule 43: 34d2111211135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 11d5111128221, Class:  2, CF:0.98485, Len: 13, Fitness_tra: 0
Rule 45: 1211155251811, Class:  1, CF:0.808335, Len: 13, Fitness_tra: 0
Rule 46: 13d1c1b3c122c, Class:  0, CF:0.927933, Len: 13, Fitness_tra: 0
Rule 47: 1591112115112, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 48: 1211115111235, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 12581352d1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 31d55131518e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 2213412121551, Class:  0, CF:0.0289915, Len: 13, Fitness_tra: 0
Rule 52: 3591221523121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000804900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 119181411941c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 8700000000002, Class:  0, CF:0.509305, Len:  3, Fitness_tra: -19
Rule 56: d09000004840c, Class:  2, CF:0.0609908, Len:  6, Fitness_tra: 0
Rule 57: 32dc1392d1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 51d15241c1212, Class:  0, CF:0.999964, Len: 13, Fitness_tra: 0
Rule 59: 11311142c1112, Class:  1, CF:0.715683, Len: 13, Fitness_tra: 0
Rule 60: 3c1151d188131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 5115111921211, Class:  2, CF:0.463699, Len: 13, Fitness_tra: 0
Rule 62: 0030500000000, Class:  1, CF:0.968791, Len:  2, Fitness_tra: 2
Rule 63: 1112112121111, Class:  1, CF:0.62372, Len: 13, Fitness_tra: -1
Rule 64: 000080b040000, Class:  2, CF:0.257959, Len:  3, Fitness_tra: 0
Rule 65: 1111193c15811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 12321e1181511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1255418322851, Class:  1, CF:0.971094, Len: 13, Fitness_tra: 0
Rule 68: 1151112121111, Class:  1, CF:0.264639, Len: 13, Fitness_tra: 0
Rule 69: 11912c411124c, Class:  0, CF:0.981359, Len: 13, Fitness_tra: 0
Rule 70: 8411118211511, Class:  0, CF:0.693941, Len: 13, Fitness_tra: 0
Rule 71: 1512191152811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 115511b511112, Class:  2, CF:0.251709, Len: 13, Fitness_tra: 0
Rule 73: 115521191527c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 74: 31d2811111511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 2115212151212, Class:  0, CF:0.960187, Len: 13, Fitness_tra: 0
Rule 76: 2131221111151, Class:  1, CF:0.0273383, Len: 13, Fitness_tra: 0
Rule 77: 0000000000050, Class:  0, CF:0.293673, Len:  1, Fitness_tra: 1
Rule 78: 3452191111551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000000d50, Class:  1, CF:0.151106, Len:  2, Fitness_tra: 0
Rule 80: 115c111158811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 81: 1115211212111, Class:  2, CF:0.879486, Len: 13, Fitness_tra: 4
Rule 82: 00007080d0000, Class:  0, CF:0.619056, Len:  3, Fitness_tra: 3
Rule 83: 1115412112112, Class:  2, CF:0.872175, Len: 13, Fitness_tra: 0
Rule 84: 281d158154112, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: 131521b321211, Class:  1, CF:0.428472, Len: 13, Fitness_tra: 0
Rule 86: 1111124151411, Class:  1, CF:0.334438, Len: 13, Fitness_tra: 0
Rule 87: 2451211811531, Class:  1, CF:0.995556, Len: 13, Fitness_tra: 0
Rule 88: 1832831111153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 3152111115811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1251111584152, Class:  0, CF:0.990069, Len: 13, Fitness_tra: 0
Rule 91: 300200d008005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 5111151158511, Class:  0, CF:0.992143, Len: 13, Fitness_tra: 0
Rule 93: 1115112111212, Class:  1, CF:0.70004, Len: 13, Fitness_tra: 0
Rule 94: 11111119c1412, Class:  1, CF:0.609626, Len: 13, Fitness_tra: 0
Rule 95: 0020000050500, Class:  0, CF:0.0971462, Len:  3, Fitness_tra: 0
Rule 96: 8181418112111, Class:  0, CF:0.972158, Len: 13, Fitness_tra: 0
Rule 97: 3111211113218, Class:  1, CF:0.973965, Len: 13, Fitness_tra: 0
Rule 98: 5155514118c41, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: 1191811111141, Class:  1, CF:0.627252, Len: 13, Fitness_tra: 0
Rule100: 2000000000800, Class:  0, CF:0.33594, Len:  2, Fitness_tra: -13
------Current------
Miss_rate(tra)	:55.9441
------Result------
Miss_rate(tra)	:55.9441
Miss_rate(tst)	:57.1429
ARL				:10.9722

------Generation 0------
Rule  1: 000080b040000, Class:  2, CF:0.257959, Len:  3, Fitness_tra: 0
Rule  2: 1115211212111, Class:  2, CF:0.879486, Len: 13, Fitness_tra: 5
Rule  3: 00007080d0000, Class:  0, CF:0.619056, Len:  3, Fitness_tra: 4
Rule  4: 000d000000050, Class:  1, CF:0.648496, Len:  2, Fitness_tra: 3
Rule  5: 0030500000000, Class:  1, CF:0.968791, Len:  2, Fitness_tra: 1
Rule  6: 0000000000050, Class:  0, CF:0.293673, Len:  1, Fitness_tra: 0
Rule  7: 000000c000000, Class:  0, CF:0.297001, Len:  1, Fitness_tra: -2
Rule  8: 21114c8314511, Class:  0, CF:0.0683626, Len: 13, Fitness_tra: 0
Rule  9: 1c11155811111, Class:  1, CF:0.999684, Len: 13, Fitness_tra: 0
Rule 10: 1511812121212, Class:  0, CF:0.30801, Len: 13, Fitness_tra: 0
Rule 11: 549181d128111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 2119155122834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1115217311118, Class:  1, CF:0.895837, Len: 13, Fitness_tra: 0
Rule 14: 3151595155115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11151c4121171, Class:  1, CF:0.924486, Len: 13, Fitness_tra: 0
Rule 16: 9152239211115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1111115121835, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 2115158122511, Class:  1, CF:0.999867, Len: 13, Fitness_tra: 0
Rule 19: 1151212111212, Class:  0, CF:0.508964, Len: 13, Fitness_tra: 0
Rule 20: 1112515211535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 3c38511821113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1191515158151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 11328e1211193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 3115121111228, Class:  1, CF:0.988821, Len: 13, Fitness_tra: 0
Rule 25: 0000400000d50, Class:  0, CF:0.103456, Len:  3, Fitness_tra: 0
Rule 26: 0c0d00ce04550, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000c000500, Class:  1, CF:0.204758, Len:  2, Fitness_tra: 0
Rule 28: 5185c55181192, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 1111115255111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: 1281c11884111, Class:  2, CF:0.476467, Len: 13, Fitness_tra: 0
Rule 31: 1151111d29128, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1251118117592, Class:  0, CF:0.987798, Len: 13, Fitness_tra: 0
Rule 33: 1c9185d821511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1115155118111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 11515222c1141, Class:  0, CF:0.661155, Len: 13, Fitness_tra: 0
Rule 36: 1191811111141, Class:  1, CF:0.627252, Len: 13, Fitness_tra: 0
Rule 37: 8000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1211231c5116d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 189151d11111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 3c51139155531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1155c1b115111, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 42: 2111211181151, Class:  0, CF:0.20804, Len: 13, Fitness_tra: 0
Rule 43: 34d2111211135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 11d5111128221, Class:  2, CF:0.98485, Len: 13, Fitness_tra: 0
Rule 45: 1211155251811, Class:  1, CF:0.808335, Len: 13, Fitness_tra: 0
Rule 46: 13d1c1b3c122c, Class:  0, CF:0.927933, Len: 13, Fitness_tra: 0
Rule 47: 1591112115112, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 48: 1211115111235, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 12581352d1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 31d55131518e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 2213412121551, Class:  0, CF:0.0289915, Len: 13, Fitness_tra: 0
Rule 52: 3591221523121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000804900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 119181411941c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: d09000004840c, Class:  2, CF:0.0609908, Len:  6, Fitness_tra: 0
Rule 56: 32dc1392d1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 51d15241c1212, Class:  0, CF:0.999964, Len: 13, Fitness_tra: 0
Rule 58: 11311142c1112, Class:  1, CF:0.715683, Len: 13, Fitness_tra: -1
Rule 59: 3c1151d188131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 5115111921211, Class:  2, CF:0.463699, Len: 13, Fitness_tra: 0
Rule 61: 1cd1418184811, Class:  0, CF:0.998115, Len: 13, Fitness_tra: 0
Rule 62: 000080b040000, Class:  2, CF:0.257959, Len:  3, Fitness_tra: 0
Rule 63: 1111193c15811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 12321e1181511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1255418322851, Class:  1, CF:0.971094, Len: 13, Fitness_tra: 0
Rule 66: 1151112121111, Class:  1, CF:0.264639, Len: 13, Fitness_tra: 0
Rule 67: 11912c411124c, Class:  0, CF:0.981359, Len: 13, Fitness_tra: 0
Rule 68: 8411118211511, Class:  0, CF:0.693941, Len: 13, Fitness_tra: 0
Rule 69: 1512191152811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 115511b511112, Class:  2, CF:0.251709, Len: 13, Fitness_tra: 0
Rule 71: 115521191527c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 31d2811111511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: 2115212151212, Class:  0, CF:0.960187, Len: 13, Fitness_tra: 0
Rule 74: 2131221111151, Class:  1, CF:0.0273383, Len: 13, Fitness_tra: 0
Rule 75: 21211128115e1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 76: 3452191111551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000000d50, Class:  1, CF:0.151106, Len:  2, Fitness_tra: 0
Rule 78: 115c111158811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 911181d111515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: e4521351155e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000000d50, Class:  1, CF:0.151106, Len:  0, Fitness_tra: 0
Rule 82: 2111111514812, Class:  1, CF:0.628928, Len: 13, Fitness_tra: 1
Rule 83: 5181111182191, Class:  0, CF:0.993769, Len: 13, Fitness_tra: 0
Rule 84: 1211111182152, Class:  0, CF:0.778222, Len: 13, Fitness_tra: 0
Rule 85: 1151111211512, Class:  1, CF:0.763689, Len: 13, Fitness_tra: 0
Rule 86: 000080b040000, Class:  2, CF:0.257959, Len:  0, Fitness_tra: 0
Rule 87: 0000060000000, Class:  2, CF:0.537225, Len:  1, Fitness_tra: 19
Rule 88: 0000804040000, Class:  0, CF:0.596402, Len:  3, Fitness_tra: 7
Rule 89: 121d112282511, Class:  1, CF:0.964874, Len: 13, Fitness_tra: 0
Rule 90: 155122bd81121, Class:  2, CF:0.190993, Len: 13, Fitness_tra: 0
Rule 91: 808180be10110, Class:  1, CF:0.392173, Len:  9, Fitness_tra: 1
Rule 92: 1110707010108, Class:  0, CF:0.530429, Len:  8, Fitness_tra: 0
Rule 93: 30501d0d00056, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 94: 00304e0001d10, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: b1d5119111835, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11552c4111171, Class:  1, CF:0.213387, Len: 13, Fitness_tra: 0
Rule 97: 1115112111212, Class:  1, CF:0.70004, Len: 13, Fitness_tra: 0
Rule 98: 111d125111411, Class:  1, CF:0.951832, Len: 13, Fitness_tra: 0
Rule 99: 20007080d0c00, Class:  0, CF:0.938237, Len:  5, Fitness_tra: 0
Rule100: dc3d010870150, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:37.0629
------Result------
Miss_rate(tra)	:37.0629
Miss_rate(tst)	:40
ARL				:10.7143

------Generation 1------
Rule  1: 0000060000000, Class:  2, CF:0.537225, Len:  1, Fitness_tra: 17
Rule  2: 0000804040000, Class:  0, CF:0.596402, Len:  3, Fitness_tra: 14
Rule  3: 1115211212111, Class:  2, CF:0.879486, Len: 13, Fitness_tra: 4
Rule  4: 00007080d0000, Class:  0, CF:0.619056, Len:  3, Fitness_tra: 4
Rule  5: 000d000000050, Class:  1, CF:0.648496, Len:  2, Fitness_tra: 6
Rule  6: 808180be10110, Class:  1, CF:0.392173, Len:  9, Fitness_tra: 1
Rule  7: 0030500000000, Class:  1, CF:0.968791, Len:  2, Fitness_tra: 2
Rule  8: 2111111514812, Class:  1, CF:0.628928, Len: 13, Fitness_tra: 1
Rule  9: 000080b040000, Class:  2, CF:0.257959, Len:  3, Fitness_tra: 0
Rule 10: 1511812121212, Class:  0, CF:0.30801, Len: 13, Fitness_tra: 0
Rule 11: 549181d128111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 2119155122834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1115217311118, Class:  1, CF:0.895837, Len: 13, Fitness_tra: 0
Rule 14: 3151595155115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11151c4121171, Class:  1, CF:0.924486, Len: 13, Fitness_tra: 1
Rule 16: 9152239211115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1111115121835, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 2115158122511, Class:  1, CF:0.999867, Len: 13, Fitness_tra: 0
Rule 19: 1151212111212, Class:  0, CF:0.508964, Len: 13, Fitness_tra: 0
Rule 20: 1112515211535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 3c38511821113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1191515158151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 11328e1211193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 3115121111228, Class:  1, CF:0.988821, Len: 13, Fitness_tra: 0
Rule 25: 0000400000d50, Class:  0, CF:0.103456, Len:  3, Fitness_tra: 0
Rule 26: 0c0d00ce04550, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000c000500, Class:  1, CF:0.204758, Len:  2, Fitness_tra: 3
Rule 28: 5185c55181192, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 1111115255111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: 1281c11884111, Class:  2, CF:0.476467, Len: 13, Fitness_tra: 0
Rule 31: 1151111d29128, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1251118117592, Class:  0, CF:0.987798, Len: 13, Fitness_tra: 0
Rule 33: 1c9185d821511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1115155118111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 11515222c1141, Class:  0, CF:0.661155, Len: 13, Fitness_tra: 0
Rule 36: 1191811111141, Class:  1, CF:0.627252, Len: 13, Fitness_tra: 0
Rule 37: 8000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1211231c5116d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 189151d11111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 3c51139155531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1155c1b115111, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 42: 2111211181151, Class:  0, CF:0.20804, Len: 13, Fitness_tra: 0
Rule 43: 34d2111211135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 11d5111128221, Class:  2, CF:0.98485, Len: 13, Fitness_tra: 0
Rule 45: 1211155251811, Class:  1, CF:0.808335, Len: 13, Fitness_tra: 0
Rule 46: 13d1c1b3c122c, Class:  0, CF:0.927933, Len: 13, Fitness_tra: 0
Rule 47: 1591112115112, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 48: 1211115111235, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 12581352d1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 31d55131518e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 2213412121551, Class:  0, CF:0.0289915, Len: 13, Fitness_tra: 0
Rule 52: 3591221523121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000804900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 119181411941c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: d09000004840c, Class:  2, CF:0.0609908, Len:  6, Fitness_tra: 0
Rule 56: 32dc1392d1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 51d15241c1212, Class:  0, CF:0.999964, Len: 13, Fitness_tra: 0
Rule 58: dc3d010870150, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 3c1151d188131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 5115111921211, Class:  2, CF:0.463699, Len: 13, Fitness_tra: 0
Rule 61: 1cd1418184811, Class:  0, CF:0.998115, Len: 13, Fitness_tra: 0
Rule 62: 000080b040000, Class:  2, CF:0.257959, Len:  3, Fitness_tra: 0
Rule 63: 1111193c15811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 12321e1181511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1255418322851, Class:  1, CF:0.971094, Len: 13, Fitness_tra: 0
Rule 66: 1151112121111, Class:  1, CF:0.264639, Len: 13, Fitness_tra: 0
Rule 67: 11912c411124c, Class:  0, CF:0.981359, Len: 13, Fitness_tra: 0
Rule 68: 8411118211511, Class:  0, CF:0.693941, Len: 13, Fitness_tra: 0
Rule 69: 1512191152811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 115511b511112, Class:  2, CF:0.251709, Len: 13, Fitness_tra: 0
Rule 71: 115521191527c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 31d2811111511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: 2115212151212, Class:  0, CF:0.960187, Len: 13, Fitness_tra: 0
Rule 74: 2131221111151, Class:  1, CF:0.0273383, Len: 13, Fitness_tra: 0
Rule 75: 21211128115e1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 76: 3452191111551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000000d50, Class:  1, CF:0.151106, Len:  2, Fitness_tra: 0
Rule 78: 115c111158811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 911181d111515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: e4521351155e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2111211114111, Class:  2, CF:0.605232, Len: 13, Fitness_tra: 0
Rule 82: 8181218811551, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 0000000000d50, Class:  1, CF:0.151106, Len:  0, Fitness_tra: 0
Rule 84: 0000000000050, Class:  0, CF:0.293673, Len:  1, Fitness_tra: 2
Rule 85: 1111255d11c12, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 86: cc00000057500, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 87: 11391221c9212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 2211121181112, Class:  0, CF:0.816559, Len: 13, Fitness_tra: 0
Rule 89: 5228111282351, Class:  1, CF:0.248164, Len: 13, Fitness_tra: 0
Rule 90: 0000000004000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 8c91801e20511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 3a15121d11228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 31d2804901000, Class:  1, CF:0.948748, Len:  8, Fitness_tra: 0
Rule 94: 21211128115e2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: 10111b0015750, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3150495100110, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 97: 125813521521c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11731eb181172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 8451118291512, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 12507082d1900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:30.7692
------Result------
Miss_rate(tra)	:30.7692
Miss_rate(tst)	:28.5714
ARL				:10.7538

------Generation 2------
Rule  1: 0000060000000, Class:  2, CF:0.537225, Len:  1, Fitness_tra: 17
Rule  2: 0000804040000, Class:  0, CF:0.596402, Len:  3, Fitness_tra: 14
Rule  3: 000d000000050, Class:  1, CF:0.648496, Len:  2, Fitness_tra: 6
Rule  4: 1115211212111, Class:  2, CF:0.879486, Len: 13, Fitness_tra: 5
Rule  5: 00007080d0000, Class:  0, CF:0.619056, Len:  3, Fitness_tra: 4
Rule  6: 000000c000500, Class:  1, CF:0.204758, Len:  2, Fitness_tra: 3
Rule  7: 0000000000050, Class:  0, CF:0.293673, Len:  1, Fitness_tra: 2
Rule  8: 0030500000000, Class:  1, CF:0.968791, Len:  2, Fitness_tra: 2
Rule  9: 808180be10110, Class:  1, CF:0.392173, Len:  9, Fitness_tra: 0
Rule 10: 2111111514812, Class:  1, CF:0.628928, Len: 13, Fitness_tra: 1
Rule 11: 11151c4121171, Class:  1, CF:0.924486, Len: 13, Fitness_tra: 1
Rule 12: 1511812121212, Class:  0, CF:0.30801, Len: 13, Fitness_tra: 0
Rule 13: 1115217311118, Class:  1, CF:0.895837, Len: 13, Fitness_tra: 0
