------Generation 0------
Rule  1: 15511221c3112, Class:  0, CF:0.628631, Len: 13, Fitness_tra: 0
Rule 43: 81112d1114514, Class:  0, CF:0.958173, Len: 13, Fitness_tra: 0
Rule 44: 1151214523121, Class:  1, CF:0.162007, Len: 13, Fitness_tra: 0
Rule 45: 1211151111139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11112118d1111, Class:  1, CF:0.989057, Len: 13, Fitness_tra: 0
Rule 47: 345c115118131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: e25111dcd1d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11d511c112151, Class:  1, CF:0.94797, Len: 13, Fitness_tra: 0
Rule 50: 5111114321211, Class:  0, CF:0.641709, Len: 13, Fitness_tra: 0
Rule 51: 3c35511181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1c11115151111, Class:  1, CF:0.757929, Len: 13, Fitness_tra: 0
Rule 53: 8000000000002, Class:  0, CF:0.395974, Len:  2, Fitness_tra: -27
Rule 54: 2700008000000, Class:  0, CF:0.828411, Len:  3, Fitness_tra: 17
Rule 55: 1811833115191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 5151211115111, Class:  2, CF:0.999927, Len: 13, Fitness_tra: 0
Rule 57: 1211112122511, Class:  1, CF:0.632244, Len: 13, Fitness_tra: 0
Rule 58: 9411591c1153d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 5118151881131, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: 55d5211121242, Class:  2, CF:0.999188, Len: 13, Fitness_tra: 0
Rule 61: 000070c0d0000, Class:  0, CF:0.326559, Len:  3, Fitness_tra: 0
Rule 62: 9000500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 63: 1115122141881, Class:  1, CF:0.956008, Len: 13, Fitness_tra: 0
Rule 64: 2111215512154, Class:  0, CF:0.986143, Len: 13, Fitness_tra: 0
Rule 65: 0000807000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000c0b008c08, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 1195211128111, Class:  2, CF:0.998988, Len: 13, Fitness_tra: 0
Rule 68: 3258151112513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1111211112152, Class:  0, CF:0.638092, Len: 13, Fitness_tra: 0
Rule 70: 000000c000000, Class:  0, CF:0.265946, Len:  1, Fitness_tra: -31
Rule 71: 221111d112511, Class:  0, CF:0.514777, Len: 13, Fitness_tra: 0
Rule 72: 1111817325121, Class:  2, CF:0.999967, Len: 13, Fitness_tra: 0
Rule 73: 0600807000040, Class:  1, CF:0.0227255, Len:  4, Fitness_tra: 0
Rule 74: 1438535251811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 2000000000200, Class:  0, CF:0.164281, Len:  2, Fitness_tra: -8
Rule 76: 51d5122311122, Class:  0, CF:0.00720581, Len: 13, Fitness_tra: 0
Rule 77: 542121c211112, Class:  0, CF:0.988003, Len: 13, Fitness_tra: 0
Rule 78: 11918c452111c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 38121e18d1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 31d1115811515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1315112121211, Class:  1, CF:0.920415, Len: 13, Fitness_tra: 0
Rule 82: 3111811151211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 111511d111595, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 1111881115811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: 51511121c1122, Class:  0, CF:0.985617, Len: 13, Fitness_tra: 0
Rule 86: 000000c000002, Class:  0, CF:0.704984, Len:  2, Fitness_tra: 23
Rule 87: 1131511551d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 11311c2121215, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 311153d1158e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1258811251551, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: 1155251112291, Class:  1, CF:0.928727, Len: 13, Fitness_tra: 0
Rule 92: 1ce2595181511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 3252531211231, Class:  1, CF:0.980461, Len: 13, Fitness_tra: 0
Rule 94: 2050c00000900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1193522111122, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 96: 1151118181112, Class:  0, CF:0.277327, Len: 13, Fitness_tra: 0
Rule 97: 921511125cd19, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 98: 14111351d5511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 111211c111112, Class:  1, CF:0.0176475, Len: 13, Fitness_tra: 0
Rule100: 1c51112184112, Class:  0, CF:0.898487, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:58.7413
------Result------
Miss_rate(tra)	:58.7413
Miss_rate(tst)	:57.1429
ARL				:10.9103

------Generation 0------
Rule  1: 000000c000002, Class:  0, CF:0.704984, Len:  2, Fitness_tra: 6
Rule  2: 2700008000000, Class:  0, CF:0.828411, Len:  3, Fitness_tra: 14
Rule  3: 0000060700000, Class:  2, CF:0.562787, Len:  2, Fitness_tra: 10
Rule  4: 15511221c3112, Class:  0, CF:0.628631, Len: 13, Fitness_tra: 0
Rule  5: 31111111125e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 8000000030002, Class:  2, CF:0.0173014, Len:  3, Fitness_tra: 0
Rule  7: 1151591155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 2115115111191, Class:  1, CF:0.692469, Len: 13, Fitness_tra: 0
Rule  9: 1155111112132, Class:  2, CF:0.985636, Len: 13, Fitness_tra: 0
Rule 10: 1215215151131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 2000000004000, Class:  0, CF:0.0382427, Len:  2, Fitness_tra: -20
Rule 12: 511111711511c, Class:  2, CF:0.983903, Len: 13, Fitness_tra: 0
Rule 13: 1228112181111, Class:  1, CF:0.684779, Len: 13, Fitness_tra: 0
Rule 14: 511582214221c, Class:  1, CF:0.832346, Len: 13, Fitness_tra: 0
Rule 15: 1112115258115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 3212115211111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 2000008084d00, Class:  0, CF:0.665818, Len:  5, Fitness_tra: 0
Rule 18: 5511817315121, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 111251d212115, Class:  0, CF:0.989806, Len: 13, Fitness_tra: 0
Rule 20: 2252215812111, Class:  1, CF:0.403046, Len: 13, Fitness_tra: 0
Rule 21: 5191282123241, Class:  0, CF:0.774792, Len: 13, Fitness_tra: 0
Rule 22: 2181115122111, Class:  0, CF:0.934479, Len: 13, Fitness_tra: 0
Rule 23: 181215d821531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1151112121111, Class:  1, CF:0.343022, Len: 13, Fitness_tra: 0
Rule 25: 1115411981551, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 5511221112221, Class:  0, CF:0.854475, Len: 13, Fitness_tra: 0
Rule 27: 14315311d1211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 119118b519412, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 1111122129271, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: 31152c7189212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1211115181552, Class:  0, CF:0.815875, Len: 13, Fitness_tra: 0
Rule 32: 90005000c0009, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 33: 1111515111115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 1c51112184112, Class:  0, CF:0.898487, Len: 13, Fitness_tra: 0
Rule 35: 111181d111511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 1215218182131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 2111111114151, Class:  0, CF:0.33508, Len: 13, Fitness_tra: 0
Rule 38: 1121c11214111, Class:  2, CF:0.683989, Len: 13, Fitness_tra: 0
Rule 39: 3c52195115511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 11511c2d21121, Class:  1, CF:0.154849, Len: 13, Fitness_tra: 0
Rule 41: 1155511121442, Class:  1, CF:0.487787, Len: 13, Fitness_tra: 0
Rule 42: 81112d1114514, Class:  0, CF:0.958173, Len: 13, Fitness_tra: 0
Rule 43: 1151214523121, Class:  1, CF:0.162007, Len: 13, Fitness_tra: 0
Rule 44: 1211151111139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 11112118d1111, Class:  1, CF:0.989057, Len: 13, Fitness_tra: 0
Rule 46: 345c115118131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e25111dcd1d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11d511c112151, Class:  1, CF:0.94797, Len: 13, Fitness_tra: 0
Rule 49: 5111114321211, Class:  0, CF:0.641709, Len: 13, Fitness_tra: 0
Rule 50: 3c35511181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1c11115151111, Class:  1, CF:0.757929, Len: 13, Fitness_tra: 0
Rule 52: 1111c11151111, Class:  1, CF:0.71777, Len: 13, Fitness_tra: 0
Rule 53: 1811833115191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 5151211115111, Class:  2, CF:0.999927, Len: 13, Fitness_tra: 0
Rule 55: 1211112122511, Class:  1, CF:0.632244, Len: 13, Fitness_tra: 0
Rule 56: 9411591c1153d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 5118151881131, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 58: 55d5211121242, Class:  2, CF:0.999188, Len: 13, Fitness_tra: 0
Rule 59: 000070c0d0000, Class:  0, CF:0.326559, Len:  3, Fitness_tra: -2
Rule 60: 9000500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 61: 1115122141881, Class:  1, CF:0.956008, Len: 13, Fitness_tra: 0
Rule 62: 2111215512154, Class:  0, CF:0.986143, Len: 13, Fitness_tra: 0
Rule 63: 0000807000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000c0b008c08, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 65: 1195211128111, Class:  2, CF:0.998988, Len: 13, Fitness_tra: 0
Rule 66: 3258151112513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1111211112152, Class:  0, CF:0.638092, Len: 13, Fitness_tra: 0
Rule 68: 221111d112511, Class:  0, CF:0.514777, Len: 13, Fitness_tra: 0
Rule 69: 1111817325121, Class:  2, CF:0.999967, Len: 13, Fitness_tra: 0
Rule 70: 0600807000040, Class:  1, CF:0.0227255, Len:  4, Fitness_tra: 0
Rule 71: 1438535251811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 51d5122311122, Class:  0, CF:0.00720581, Len: 13, Fitness_tra: 0
Rule 73: 542121c211112, Class:  0, CF:0.988003, Len: 13, Fitness_tra: 0
Rule 74: 11918c452111c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 38121e18d1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 31d1115811515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1315112121211, Class:  1, CF:0.920415, Len: 13, Fitness_tra: 0
Rule 78: 3111811151211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 111511d111595, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: 1111881115811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 81: 0000008084550, Class:  0, CF:0.539102, Len:  5, Fitness_tra: 0
Rule 82: 5451118281511, Class:  0, CF:0.65188, Len: 13, Fitness_tra: 0
Rule 83: 1211211151114, Class:  1, CF:0.781449, Len: 13, Fitness_tra: 0
Rule 84: 111111132121c, Class:  0, CF:0.198192, Len: 13, Fitness_tra: 0
Rule 85: 11191181c1552, Class:  1, CF:0.999376, Len: 13, Fitness_tra: 0
Rule 86: 2111211112112, Class:  2, CF:0.427558, Len: 13, Fitness_tra: 0
Rule 87: 1155224121221, Class:  1, CF:0.58623, Len: 13, Fitness_tra: 0
Rule 88: 2050c00000300, Class:  2, CF:0.565384, Len:  4, Fitness_tra: 3
Rule 89: 2700002000000, Class:  0, CF:0.501022, Len:  3, Fitness_tra: -20
Rule 90: 51111c2121128, Class:  0, CF:0.999999, Len: 13, Fitness_tra: 0
Rule 91: 11511e8181112, Class:  0, CF:0.998697, Len: 13, Fitness_tra: 0
Rule 92: 1e91865311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1151158821111, Class:  0, CF:0.785242, Len: 13, Fitness_tra: 0
Rule 94: 1121881015815, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 95: 3111c31151811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 96: 0448505209011, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 51d5812315121, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 98: 9411591c11537, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 13a11a2111214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 11501c2dc1029, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
------Current------
Miss_rate(tra)	:53.1469
------Result------
Miss_rate(tra)	:53.1469
Miss_rate(tst)	:54.2857
ARL				:11.2532

------Generation 1------
Rule  1: 2700008000000, Class:  0, CF:0.828411, Len:  3, Fitness_tra: 16
Rule  2: 0000060700000, Class:  2, CF:0.562787, Len:  2, Fitness_tra: 11
Rule  3: 000000c000002, Class:  0, CF:0.704984, Len:  2, Fitness_tra: 15
Rule  4: 2050c00000300, Class:  2, CF:0.565384, Len:  4, Fitness_tra: 5
Rule  5: 15511221c3112, Class:  0, CF:0.628631, Len: 13, Fitness_tra: 0
Rule  6: 8000000030002, Class:  2, CF:0.0173014, Len:  3, Fitness_tra: 0
Rule  7: 1151591155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 2115115111191, Class:  1, CF:0.692469, Len: 13, Fitness_tra: 0
Rule  9: 1155111112132, Class:  2, CF:0.985636, Len: 13, Fitness_tra: 0
Rule 10: 1215215151131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 11501c2dc1029, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 12: 511111711511c, Class:  2, CF:0.983903, Len: 13, Fitness_tra: 0
Rule 13: 1228112181111, Class:  1, CF:0.684779, Len: 13, Fitness_tra: 0
Rule 14: 511582214221c, Class:  1, CF:0.832346, Len: 13, Fitness_tra: 0
Rule 15: 1112115258115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 3212115211111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 2000008084d00, Class:  0, CF:0.665818, Len:  5, Fitness_tra: 0
Rule 18: 5511817315121, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 111251d212115, Class:  0, CF:0.989806, Len: 13, Fitness_tra: 0
Rule 20: 2252215812111, Class:  1, CF:0.403046, Len: 13, Fitness_tra: 0
Rule 21: 5191282123241, Class:  0, CF:0.774792, Len: 13, Fitness_tra: 0
Rule 22: 2181115122111, Class:  0, CF:0.934479, Len: 13, Fitness_tra: 0
Rule 23: 181215d821531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1151112121111, Class:  1, CF:0.343022, Len: 13, Fitness_tra: 0
Rule 25: 1115411981551, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 5511221112221, Class:  0, CF:0.854475, Len: 13, Fitness_tra: 0
Rule 27: 14315311d1211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 119118b519412, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 1111122129271, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: 31152c7189212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1211115181552, Class:  0, CF:0.815875, Len: 13, Fitness_tra: 0
Rule 32: 90005000c0009, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 33: 1111515111115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 1c51112184112, Class:  0, CF:0.898487, Len: 13, Fitness_tra: 0
Rule 35: 111181d111511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 1215218182131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 2111111114151, Class:  0, CF:0.33508, Len: 13, Fitness_tra: 0
Rule 38: 1121c11214111, Class:  2, CF:0.683989, Len: 13, Fitness_tra: 0
Rule 39: 3c52195115511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 11511c2d21121, Class:  1, CF:0.154849, Len: 13, Fitness_tra: 0
Rule 41: 1155511121442, Class:  1, CF:0.487787, Len: 13, Fitness_tra: 0
Rule 42: 81112d1114514, Class:  0, CF:0.958173, Len: 13, Fitness_tra: 0
Rule 43: 1151214523121, Class:  1, CF:0.162007, Len: 13, Fitness_tra: 0
Rule 44: 1211151111139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 11112118d1111, Class:  1, CF:0.989057, Len: 13, Fitness_tra: 0
Rule 46: 345c115118131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e25111dcd1d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11d511c112151, Class:  1, CF:0.94797, Len: 13, Fitness_tra: 0
Rule 49: 5111114321211, Class:  0, CF:0.641709, Len: 13, Fitness_tra: 0
Rule 50: 3c35511181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1c11115151111, Class:  1, CF:0.757929, Len: 13, Fitness_tra: 0
Rule 52: 1111c11151111, Class:  1, CF:0.71777, Len: 13, Fitness_tra: 0
Rule 53: 1811833115191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 5151211115111, Class:  2, CF:0.999927, Len: 13, Fitness_tra: 0
Rule 55: 1211112122511, Class:  1, CF:0.632244, Len: 13, Fitness_tra: 0
Rule 56: 9411591c1153d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 5118151881131, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 58: 55d5211121242, Class:  2, CF:0.999188, Len: 13, Fitness_tra: 0
Rule 59: 13a11a2111214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 9000500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 61: 1115122141881, Class:  1, CF:0.956008, Len: 13, Fitness_tra: 0
Rule 62: 2111215512154, Class:  0, CF:0.986143, Len: 13, Fitness_tra: 0
Rule 63: 0000807000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000c0b008c08, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 65: 1195211128111, Class:  2, CF:0.998988, Len: 13, Fitness_tra: 0
Rule 66: 3258151112513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1111211112152, Class:  0, CF:0.638092, Len: 13, Fitness_tra: 0
Rule 68: 221111d112511, Class:  0, CF:0.514777, Len: 13, Fitness_tra: 0
Rule 69: 1111817325121, Class:  2, CF:0.999967, Len: 13, Fitness_tra: 0
Rule 70: 0600807000040, Class:  1, CF:0.0227255, Len:  4, Fitness_tra: 0
Rule 71: 1438535251811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 51d5122311122, Class:  0, CF:0.00720581, Len: 13, Fitness_tra: 0
Rule 73: 542121c211112, Class:  0, CF:0.988003, Len: 13, Fitness_tra: 0
Rule 74: 11918c452111c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 38121e18d1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 31d1115811515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1315112121211, Class:  1, CF:0.920415, Len: 13, Fitness_tra: 0
Rule 78: 3111811151211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 111511d111595, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: 1111881115811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 81: 2111111111512, Class:  1, CF:0.00780114, Len: 13, Fitness_tra: 0
Rule 82: 0600804000040, Class:  0, CF:0.568914, Len:  4, Fitness_tra: -3
Rule 83: 2211215251d91, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 1118218182111, Class:  1, CF:0.0524269, Len: 13, Fitness_tra: 0
Rule 85: 0000000000500, Class:  1, CF:0.392357, Len:  1, Fitness_tra: 10
Rule 86: 2251131151132, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 2191218314112, Class:  0, CF:0.9942, Len: 13, Fitness_tra: 0
Rule 88: 00007080d0000, Class:  0, CF:0.587037, Len:  3, Fitness_tra: -1
Rule 89: 1299218124552, Class:  0, CF:0.947058, Len: 13, Fitness_tra: 0
Rule 90: 8700002000000, Class:  0, CF:0.670008, Len:  3, Fitness_tra: -7
Rule 91: 655181d3d5d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 14005010d1011, Class:  1, CF:0.982115, Len:  8, Fitness_tra: 0
Rule 93: 5551872921111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1221211181111, Class:  1, CF:0.301226, Len: 13, Fitness_tra: 0
Rule 95: 3228105211111, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 96: 5411158289514, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 110100a004002, Class:  2, CF:0.855922, Len:  6, Fitness_tra: 8
Rule 98: 7c31521181611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0100112000046, Class:  1, CF:0.93815, Len:  6, Fitness_tra: 15
Rule100: 9111599cc1552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:25.8741
------Result------
Miss_rate(tra)	:25.8741
Miss_rate(tst)	:22.8571
ARL				:10.9615

------Generation 2------
Rule  1: 2700008000000, Class:  0, CF:0.828411, Len:  3, Fitness_tra: 16
Rule  2: 0000060700000, Class:  2, CF:0.562787, Len:  2, Fitness_tra: 11
Rule  3: 000000c000002, Class:  0, CF:0.704984, Len:  2, Fitness_tra: 15
Rule  4: 2050c00000300, Class:  2, CF:0.565384, Len:  4, Fitness_tra: 5
Rule  5: 15511221c3112, Class:  0, CF:0.628631, Len: 13, Fitness_tra: 0
Rule  6: 8000000030002, Class:  2, CF:0.0173014, Len:  3, Fitness_tra: 0
Rule  7: 1151591155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 2115115111191, Class:  1, CF:0.692469, Len: 13, Fitness_tra: 0
Rule  9: 1155111112132, Class:  2, CF:0.985636, Len: 13, Fitness_tra: 0
Rule 10: 1215215151131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 11501c2dc1029, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 12: 511111711511c, Class:  2, CF:0.983903, Len: 13, Fitness_tra: 0
Rule 13: 1228112181111, Class:  1, CF:0.684779, Len: 13, Fitness_tra: 0
Rule 14: 511582214221c, Class:  1, CF:0.832346, Len: 13, Fitness_tra: 0
