------Generation 0------
Rule  1: 125511125c115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  5: 5281111811112, Class:  2, CF:0.959699, Len: 13, Fitness_tra: 4
Rule  6: 2000090004000, Class:  0, CF:0.834501, Len:  3, Fitness_tra: 3
Rule  7: 1111121511412, Class:  1, CF:0.33438, Len: 13, Fitness_tra: 2
Rule  8: 1111111111111, Class:  1, CF:0.311532, Len: 13, Fitness_tra: 4
Rule  9: 0700000000052, Class:  0, CF:0.77366, Len:  3, Fitness_tra: -6
Rule 10: 0000400000052, Class:  0, CF:0.837091, Len:  3, Fitness_tra: 2
Rule 11: 35111111c9121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1151513155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 125511125c115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: 1111151152111, Class:  1, CF:0.14827, Len: 13, Fitness_tra: 0
