------Generation 0------
Rule  1: 000fe60000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 000fe60000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 31111191d1135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 321111d211111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 5111115c11111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: e211111151193, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: 9c1521d158d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 3111111111121, Class:  1, CF:0.910548, Len: 13, Fitness_tra: 0
Rule 16: 1215218154111, Class:  0, CF:0.755658, Len: 13, Fitness_tra: 0
Rule 17: 8111111214152, Class:  0, CF:0.935491, Len: 13, Fitness_tra: 0
Rule 18: 8211152212151, Class:  0, CF:0.902061, Len: 13, Fitness_tra: 0
Rule 19: 11518c7519112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 121515d11151d, Class:  0, CF:0.876436, Len: 13, Fitness_tra: 0
Rule 21: 9211819151513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 0000807e40000, Class:  1, CF:0.199163, Len:  4, Fitness_tra: 0
Rule 23: 0020000050500, Class:  0, CF:0.0942374, Len:  3, Fitness_tra: 0
Rule 24: 91318111581d5, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 1c51819115591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 2121115251532, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 51d111411341c, Class:  0, CF:0.998177, Len: 13, Fitness_tra: 0
Rule 28: 1151124141211, Class:  1, CF:0.096458, Len: 13, Fitness_tra: 0
Rule 29: 5551887121121, Class:  0, CF:0.997862, Len: 13, Fitness_tra: 0
Rule 30: 1421c11111111, Class:  2, CF:0.614377, Len: 13, Fitness_tra: 1
Rule 31: c111212151111, Class:  1, CF:0.622072, Len: 13, Fitness_tra: 0
Rule 32: 14d5199155111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3c1511d118d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1111839115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2255111111591, Class:  1, CF:0.90201, Len: 13, Fitness_tra: 0
Rule 36: 2cd5118314112, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 1235122111151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 1121118811d14, Class:  0, CF:0.108098, Len: 13, Fitness_tra: 0
Rule 39: 115111d1111e5, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: 11151c1129121, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 11111c7123125, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 42: 1111814111121, Class:  1, CF:0.0260517, Len: 13, Fitness_tra: 0
Rule 43: 2cd1122124111, Class:  0, CF:0.68381, Len: 13, Fitness_tra: 0
Rule 44: 5135111528115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000008c084550, Class:  0, CF:0.195895, Len:  6, Fitness_tra: 0
Rule 46: 1211221122112, Class:  2, CF:0.00382555, Len: 13, Fitness_tra: 0
Rule 47: 11531111c1241, Class:  1, CF:0.0488278, Len: 13, Fitness_tra: 0
Rule 48: 1139111981511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1215115812111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 315815d558531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1112293211115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5115111321111, Class:  1, CF:0.152992, Len: 13, Fitness_tra: 0
Rule 53: e1dc5e1111835, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000d000000092, Class:  0, CF:0.119619, Len:  3, Fitness_tra: 0
Rule 55: 31122111d1d11, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 56: 11d1882111442, Class:  0, CF:0.999765, Len: 13, Fitness_tra: 0
Rule 57: 2211251111831, Class:  0, CF:0.682554, Len: 13, Fitness_tra: 0
Rule 58: 51d1111115471, Class:  2, CF:0.999318, Len: 13, Fitness_tra: 0
Rule 59: 1111255111112, Class:  0, CF:0.948393, Len: 13, Fitness_tra: 0
Rule 60: 1112511112211, Class:  1, CF:0.410534, Len: 13, Fitness_tra: 0
Rule 61: c800000007500, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 62: 3111111158535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1111115151111, Class:  0, CF:0.246314, Len: 13, Fitness_tra: 0
Rule 64: 1111211211591, Class:  1, CF:0.853362, Len: 13, Fitness_tra: 0
Rule 65: 51151cb121422, Class:  1, CF:0.944637, Len: 13, Fitness_tra: 0
Rule 66: 1111811311128, Class:  0, CF:0.731992, Len: 13, Fitness_tra: 0
Rule 67: 300200d005005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1211815154531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 551d1121c3121, Class:  1, CF:0.999536, Len: 13, Fitness_tra: 0
Rule 70: 5215211512812, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 71: 1c11115155115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 315c255228533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1125158254592, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1111121511218, Class:  2, CF:0.0409108, Len: 13, Fitness_tra: 0
Rule 75: 1151111584191, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 76: 2225111122111, Class:  2, CF:0.946007, Len: 13, Fitness_tra: 3
Rule 77: 0c00008004554, Class:  0, CF:0.198071, Len:  6, Fitness_tra: 0
Rule 78: 1258115251511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 8255115851111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 34d1191251511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000400000050, Class:  0, CF:0.52557, Len:  2, Fitness_tra: -7
Rule 82: 1515111111122, Class:  1, CF:0.041221, Len: 13, Fitness_tra: 0
Rule 83: 121112b121222, Class:  1, CF:0.446099, Len: 13, Fitness_tra: -1
Rule 84: 0000807040000, Class:  0, CF:0.0513524, Len:  3, Fitness_tra: -2
Rule 85: 1551814121112, Class:  0, CF:0.0711161, Len: 13, Fitness_tra: 0
Rule 86: 5115124141228, Class:  0, CF:0.500268, Len: 13, Fitness_tra: 0
Rule 87: 2cd9152124892, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 88: 2c5521c184112, Class:  0, CF:0.903056, Len: 13, Fitness_tra: 0
Rule 89: 11dd1821c1111, Class:  1, CF:0.26434, Len: 13, Fitness_tra: 0
Rule 90: 1215115111894, Class:  1, CF:0.900007, Len: 13, Fitness_tra: 0
Rule 91: 000d80b000000, Class:  2, CF:0.714678, Len:  0, Fitness_tra: 0
Rule 92: 0020000000151, Class:  0, CF:0.108386, Len:  4, Fitness_tra: 0
Rule 93: 2bd125111123c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 1c55271512511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: 1111155151112, Class:  0, CF:0.855428, Len: 13, Fitness_tra: 0
Rule 96: 311115d11111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1055001054510, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 98: 1010507112241, Class:  1, CF:0.925945, Len: 10, Fitness_tra: 0
Rule 99: 5c1521d158d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 3111111112812, Class:  1, CF:0.993547, Len: 13, Fitness_tra: 1
------Current------
Miss_rate(tra)	:28.6713
------Result------
Miss_rate(tra)	:28.6713
Miss_rate(tst)	:37.1429
ARL				:11.0548

------Generation 2------
Rule  1: 0000008004000, Class:  0, CF:0.78616, Len:  2, Fitness_tra: 31
Rule  2: 000000b0c0400, Class:  1, CF:0.669201, Len:  3, Fitness_tra: 17
Rule  3: 000d80b000000, Class:  2, CF:0.714678, Len:  3, Fitness_tra: 7
Rule  4: 11dc133111111, Class:  2, CF:0.441836, Len: 13, Fitness_tra: 4
Rule  5: 000000c000500, Class:  1, CF:0.368884, Len:  2, Fitness_tra: 5
Rule  6: 1185111111131, Class:  2, CF:0.886927, Len: 13, Fitness_tra: 3
Rule  7: 2225111122111, Class:  2, CF:0.946007, Len: 13, Fitness_tra: 1
Rule  8: 2155211514117, Class:  2, CF:0.923684, Len: 13, Fitness_tra: 1
Rule  9: 3111111112812, Class:  1, CF:0.993547, Len: 13, Fitness_tra: 1
Rule 10: 1421c11111111, Class:  2, CF:0.614377, Len: 13, Fitness_tra: 2
Rule 11: 0020000000052, Class:  0, CF:0.744416, Len:  3, Fitness_tra: -1
Rule 12: 000fe60000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: e211111151193, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
