------Generation 0------
Rule  1: 255125b524, Class:  1, CF:  1, Len: 10, Fitness_tra: 37
Rule 66: 7b12ff1b24, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 67: 7bb71fb1b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: b72255bbb7, Class:  1, CF:0.775582, Len: 10, Fitness_tra: 0
Rule 69: 4411d6bbb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b744212727, Class:  1, CF:0.987867, Len: 10, Fitness_tra: 0
Rule 71: 21718f2414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 4447d14177, Class:  1, CF:0.993654, Len: 10, Fitness_tra: 0
Rule 73: 282b52221b, Class:  1, CF:0.689458, Len: 10, Fitness_tra: 0
Rule 74: 441155b421, Class:  1, CF:0.996907, Len: 10, Fitness_tra: 327
Rule 75: 7477191147, Class:  1, CF:0.898956, Len: 10, Fitness_tra: 55
Rule 76: b241232742, Class:  1, CF:0.88283, Len: 10, Fitness_tra: 1
Rule 77: 2c728d7741, Class:  1, CF:0.968192, Len: 10, Fitness_tra: 0
Rule 78: 212b517b22, Class:  1, CF:0.987675, Len: 10, Fitness_tra: 0
Rule 79: 242181b77b, Class:  1, CF:0.994755, Len: 10, Fitness_tra: 21
Rule 80: 1711537274, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 2444832812, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 7272782727, Class:  1, CF:0.978669, Len: 10, Fitness_tra: 2
Rule 83: 4d14aa7427, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 1c4211bed1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: b1775e4421, Class:  1, CF:0.994173, Len: 10, Fitness_tra: -1
Rule 86: 74719171bc, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 4122d3b214, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 4412967771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 71121e2724, Class:  1, CF:0.982988, Len: 10, Fitness_tra: 0
Rule 90: 7424461bb2, Class:  0, CF:0.996297, Len: 10, Fitness_tra: 3
Rule 91: b12413b127, Class:  1, CF:0.790578, Len: 10, Fitness_tra: 0
Rule 92: 111b8d2151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: b7112ab214, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 4512154391, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 78722147b1, Class:  1, CF:0.41112, Len: 10, Fitness_tra: 0
Rule 96: 2f51814332, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 22b2831727, Class:  1, CF:0.994374, Len: 10, Fitness_tra: 0
Rule 98: c222e6b154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: c4225eb721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 44178311b7, Class:  1, CF:0.928958, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:42.2143
------Result------
Miss_rate(tra)	:42.2143
Miss_rate(tst)	:20.841
ARL				:10

------Generation 0------
Rule  1: 255125b524, Class:  1, CF:  1, Len: 10, Fitness_tra: 37
Rule  2: 2174212722, Class:  1, CF:0.989618, Len: 10, Fitness_tra: 0
Rule  3: 2422112177, Class:  1, CF:0.884412, Len: 10, Fitness_tra: 0
Rule  4: 7721562711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 7722152214, Class:  1, CF:0.996436, Len: 10, Fitness_tra: 0
Rule  6: 47b7a17147, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  7: 4bb4197714, Class:  1, CF:0.996798, Len: 10, Fitness_tra: 0
Rule  8: b41b297122, Class:  1, CF:0.937294, Len: 10, Fitness_tra: 0
Rule  9: 4741864124, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 10: 117256171c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 2391812311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 4412114721, Class:  1, CF:0.846054, Len: 10, Fitness_tra: -2
Rule 13: c11b597b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 41b4114722, Class:  1, CF:0.971156, Len: 10, Fitness_tra: 0
Rule 15: 4e8219411d, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 16: 242b31b12b, Class:  1, CF:0.874795, Len: 10, Fitness_tra: 1
Rule 17: 12b4512427, Class:  1, CF:0.949964, Len: 10, Fitness_tra: 0
Rule 18: b112632141, Class:  0, CF:0.370241, Len: 10, Fitness_tra: 7
Rule 19: 77b2d51b71, Class:  1, CF:0.926591, Len: 10, Fitness_tra: 6
Rule 20: b2b2114bb4, Class:  1, CF:0.4628, Len: 10, Fitness_tra: 0
Rule 21: 8c143179dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 241bd17422, Class:  1, CF:0.997813, Len: 10, Fitness_tra: 0
Rule 23: 7e72252248, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 24: 49141d2112, Class:  0, CF:0.148697, Len: 10, Fitness_tra: 16
Rule 25: 12b2532722, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 47b753b411, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: 1217131811, Class:  1, CF:  1, Len: 10, Fitness_tra: 249
Rule 28: 1214297224, Class:  1, CF:0.821976, Len: 10, Fitness_tra: -19
Rule 29: 71771e7447, Class:  1, CF:0.997133, Len: 10, Fitness_tra: 0
Rule 30: b12129b114, Class:  1, CF:0.996619, Len: 10, Fitness_tra: -153
Rule 31: 21c7317552, Class:  1, CF:  1, Len: 10, Fitness_tra: 17
Rule 32: 4247217b74, Class:  1, CF:0.833183, Len: 10, Fitness_tra: 0
Rule 33: cc14134115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 744b8e27b1, Class:  1, CF:0.807513, Len: 10, Fitness_tra: 0
Rule 35: b4b729bb14, Class:  1, CF:0.665769, Len: 10, Fitness_tra: 0
Rule 36: 444b1174b1, Class:  1, CF:0.682723, Len: 10, Fitness_tra: -1
Rule 37: b777c97222, Class:  1, CF:0.999115, Len: 10, Fitness_tra: 0
Rule 38: 2c27211214, Class:  1, CF:0.987168, Len: 10, Fitness_tra: 69
Rule 39: 2511154e58, Class:  1, CF:  1, Len: 10, Fitness_tra: 34
Rule 40: 111b231724, Class:  1, CF:0.841082, Len: 10, Fitness_tra: 6
Rule 41: b1b28e2424, Class:  1, CF:0.99897, Len: 10, Fitness_tra: 0
Rule 42: 1c41134d82, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule 43: b41425b212, Class:  1, CF:0.953182, Len: 10, Fitness_tra: 0
Rule 44: 171159b744, Class:  1, CF:0.979903, Len: 10, Fitness_tra: 190
Rule 45: c8129f2511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11811d4511, Class:  1, CF:  1, Len: 10, Fitness_tra: 62
Rule 47: 2211337821, Class:  1, CF:  1, Len: 10, Fitness_tra: 11
Rule 48: 784b95b115, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: 4b2129bb44, Class:  1, CF:0.99946, Len: 10, Fitness_tra: 29
Rule 50: 45171db932, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: 2224512511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 2114b11114, Class:  0, CF:0.321519, Len: 10, Fitness_tra: 2036
Rule 53: 11cb211595, Class:  1, CF:  1, Len: 10, Fitness_tra: 51
Rule 54: 271251272c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 1b471627bb, Class:  0, CF:0.562726, Len: 10, Fitness_tra: 0
Rule 56: 774111b711, Class:  1, CF:0.833078, Len: 10, Fitness_tra: 1236
Rule 57: b127194b42, Class:  1, CF:0.986528, Len: 10, Fitness_tra: 0
Rule 58: 724486bb22, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 4b77c341b2, Class:  1, CF:0.972178, Len: 10, Fitness_tra: 0
Rule 60: 211281122b, Class:  1, CF:0.995946, Len: 10, Fitness_tra: 49
Rule 61: 471281422b, Class:  1, CF:0.9976, Len: 10, Fitness_tra: 0
Rule 62: 81841d7511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 72b2d3b442, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: 111b152351, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 1114134512, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 7b12ff1b24, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 67: 7bb71fb1b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: b72255bbb7, Class:  1, CF:0.775582, Len: 10, Fitness_tra: 0
Rule 69: 4411d6bbb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b744212727, Class:  1, CF:0.987867, Len: 10, Fitness_tra: 0
Rule 71: 21718f2414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 4447d14177, Class:  1, CF:0.993654, Len: 10, Fitness_tra: 0
Rule 73: 282b52221b, Class:  1, CF:0.689458, Len: 10, Fitness_tra: 0
Rule 74: 441155b421, Class:  1, CF:0.996907, Len: 10, Fitness_tra: 327
Rule 75: 7477191147, Class:  1, CF:0.898956, Len: 10, Fitness_tra: 55
Rule 76: b241232742, Class:  1, CF:0.88283, Len: 10, Fitness_tra: 1
Rule 77: 2c728d7741, Class:  1, CF:0.968192, Len: 10, Fitness_tra: 0
Rule 78: 212b517b22, Class:  1, CF:0.987675, Len: 10, Fitness_tra: 0
Rule 79: 242181b77b, Class:  1, CF:0.994755, Len: 10, Fitness_tra: 21
Rule 80: 1711537274, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 2444832812, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 7272782727, Class:  1, CF:0.978669, Len: 10, Fitness_tra: 2
Rule 83: 4d14aa7427, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 1c4211bed1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: b1775e4421, Class:  1, CF:0.994173, Len: 10, Fitness_tra: -1
Rule 86: 74719171bc, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 4122d3b214, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 4412967771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 71121e2724, Class:  1, CF:0.982988, Len: 10, Fitness_tra: 0
Rule 90: 7424461bb2, Class:  0, CF:0.996297, Len: 10, Fitness_tra: 3
Rule 91: b12413b127, Class:  1, CF:0.790578, Len: 10, Fitness_tra: 0
Rule 92: 111b8d2151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: b7112ab214, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 4512154391, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 78722147b1, Class:  1, CF:0.41112, Len: 10, Fitness_tra: 0
Rule 96: 2f51814332, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 22b2831727, Class:  1, CF:0.994374, Len: 10, Fitness_tra: 0
Rule 98: c222e6b154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: c4225eb721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 44178311b7, Class:  1, CF:0.928958, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:42.2143
------Result------
Miss_rate(tra)	:42.2143
Miss_rate(tst)	:20.841
ARL				:10

------Generation 1------
Rule  1: 2114b11114, Class:  0, CF:0.321519, Len: 10, Fitness_tra: 2026
Rule  2: 774111b711, Class:  1, CF:0.833078, Len: 10, Fitness_tra: 1299
Rule  3: 441155b421, Class:  1, CF:0.996907, Len: 10, Fitness_tra: 311
Rule  4: 1217131811, Class:  1, CF:  1, Len: 10, Fitness_tra: 240
Rule  5: 171159b744, Class:  1, CF:0.979903, Len: 10, Fitness_tra: 258
Rule  6: 2c27211214, Class:  1, CF:0.987168, Len: 10, Fitness_tra: 43
Rule  7: 11811d4511, Class:  1, CF:  1, Len: 10, Fitness_tra: 29
Rule  8: 7477191147, Class:  1, CF:0.898956, Len: 10, Fitness_tra: -51
Rule  9: 11cb211595, Class:  1, CF:  1, Len: 10, Fitness_tra: 51
Rule 10: 211281122b, Class:  1, CF:0.995946, Len: 10, Fitness_tra: 29
Rule 11: 255125b524, Class:  1, CF:  1, Len: 10, Fitness_tra: 18
Rule 12: 2511154e58, Class:  1, CF:  1, Len: 10, Fitness_tra: 24
Rule 13: 4b2129bb44, Class:  1, CF:0.99946, Len: 10, Fitness_tra: 72
Rule 14: 242181b77b, Class:  1, CF:0.994755, Len: 10, Fitness_tra: 6
Rule 15: 21c7317552, Class:  1, CF:  1, Len: 10, Fitness_tra: 13
Rule 16: 49141d2112, Class:  0, CF:0.148697, Len: 10, Fitness_tra: 7
Rule 17: 2211337821, Class:  1, CF:  1, Len: 10, Fitness_tra: 10
Rule 18: b112632141, Class:  0, CF:0.370241, Len: 10, Fitness_tra: 7
Rule 19: 111b231724, Class:  1, CF:0.841082, Len: 10, Fitness_tra: 6
Rule 20: 77b2d51b71, Class:  1, CF:0.926591, Len: 10, Fitness_tra: 13
Rule 21: 7424461bb2, Class:  0, CF:0.996297, Len: 10, Fitness_tra: 2
Rule 22: 1c41134d82, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 23: 7272782727, Class:  1, CF:0.978669, Len: 10, Fitness_tra: 0
Rule 24: b241232742, Class:  1, CF:0.88283, Len: 10, Fitness_tra: 1
Rule 25: 242b31b12b, Class:  1, CF:0.874795, Len: 10, Fitness_tra: 0
Rule 26: 44178311b7, Class:  1, CF:0.928958, Len: 10, Fitness_tra: 0
Rule 27: 2174212722, Class:  1, CF:0.989618, Len: 10, Fitness_tra: 0
Rule 28: 71771e7447, Class:  1, CF:0.997133, Len: 10, Fitness_tra: 0
Rule 29: 12b4512427, Class:  1, CF:0.949964, Len: 10, Fitness_tra: 0
Rule 30: 4247217b74, Class:  1, CF:0.833183, Len: 10, Fitness_tra: 0
Rule 31: cc14134115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 744b8e27b1, Class:  1, CF:0.807513, Len: 10, Fitness_tra: 0
Rule 33: b4b729bb14, Class:  1, CF:0.665769, Len: 10, Fitness_tra: 0
Rule 34: c4225eb721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: b777c97222, Class:  1, CF:0.999115, Len: 10, Fitness_tra: 0
Rule 36: 2422112177, Class:  1, CF:0.884412, Len: 10, Fitness_tra: 0
Rule 37: 41b4114722, Class:  1, CF:0.971156, Len: 10, Fitness_tra: 0
Rule 38: 4e8219411d, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 39: b1b28e2424, Class:  1, CF:0.99897, Len: 10, Fitness_tra: 0
Rule 40: b2b2114bb4, Class:  1, CF:0.4628, Len: 10, Fitness_tra: 0
Rule 41: b41425b212, Class:  1, CF:0.953182, Len: 10, Fitness_tra: 0
Rule 42: 7721562711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: c8129f2511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7722152214, Class:  1, CF:0.996436, Len: 10, Fitness_tra: 0
Rule 45: 8c143179dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 784b95b115, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 241bd17422, Class:  1, CF:0.997813, Len: 10, Fitness_tra: 0
Rule 48: 45171db932, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: 2224512511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 47b7a17147, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: 4bb4197714, Class:  1, CF:0.996798, Len: 10, Fitness_tra: 0
Rule 52: 271251272c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 1b471627bb, Class:  0, CF:0.562726, Len: 10, Fitness_tra: 0
Rule 54: b41b297122, Class:  1, CF:0.937294, Len: 10, Fitness_tra: 0
Rule 55: b127194b42, Class:  1, CF:0.986528, Len: 10, Fitness_tra: 0
Rule 56: 724486bb22, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 4b77c341b2, Class:  1, CF:0.972178, Len: 10, Fitness_tra: 0
Rule 58: 4741864124, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 471281422b, Class:  1, CF:0.9976, Len: 10, Fitness_tra: 0
Rule 60: 81841d7511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 72b2d3b442, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 111b152351, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: 1114134512, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: 7b12ff1b24, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 7bb71fb1b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: b72255bbb7, Class:  1, CF:0.775582, Len: 10, Fitness_tra: 0
Rule 67: 4411d6bbb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b744212727, Class:  1, CF:0.987867, Len: 10, Fitness_tra: 0
Rule 69: 21718f2414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 4447d14177, Class:  1, CF:0.993654, Len: 10, Fitness_tra: 0
Rule 71: 282b52221b, Class:  1, CF:0.689458, Len: 10, Fitness_tra: 0
Rule 72: 117256171c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 2391812311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 7e72252248, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 2c728d7741, Class:  1, CF:0.968192, Len: 10, Fitness_tra: 0
Rule 76: 212b517b22, Class:  1, CF:0.987675, Len: 10, Fitness_tra: 0
Rule 77: c11b597b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1711537274, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: 2444832812, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 12b2532722, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 2117511615, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 1182214135, Class:  1, CF:0.992165, Len: 10, Fitness_tra: 0
Rule 83: b127932424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 21451fb177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 121b56b51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 41c7661112, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 87: b22b55b221, Class:  1, CF:0.980119, Len: 10, Fitness_tra: -1
Rule 88: 25113f7712, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 72b4117227, Class:  1, CF:0.993402, Len: 10, Fitness_tra: 8
Rule 90: 4114111114, Class:  0, CF:0.0183186, Len: 10, Fitness_tra: 251
Rule 91: 2211387721, Class:  1, CF:0.960249, Len: 10, Fitness_tra: 55
Rule 92: 8414317932, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 2b5725b520, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 94: 2c27117577, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 7241812511, Class:  1, CF:  1, Len: 10, Fitness_tra: 70
Rule 96: 4241d14e72, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 4d81cd4427, Class:  1, CF:  1, Len: 10, Fitness_tra: 68
Rule 98: 78771e44b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 2d44832822, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 4d15a55454, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:39.9388
------Result------
Miss_rate(tra)	:39.9388
Miss_rate(tst)	:15.9049
ARL				:9.9881

------Generation 2------
Rule  1: 2114b11114, Class:  0, CF:0.321519, Len: 10, Fitness_tra: 2083
Rule  2: 774111b711, Class:  1, CF:0.833078, Len: 10, Fitness_tra: 1308
Rule  3: 441155b421, Class:  1, CF:0.996907, Len: 10, Fitness_tra: 312
Rule  4: 171159b744, Class:  1, CF:0.979903, Len: 10, Fitness_tra: 238
Rule  5: 4114111114, Class:  0, CF:0.0183186, Len: 10, Fitness_tra: 0
Rule  6: 1217131811, Class:  1, CF:  1, Len: 10, Fitness_tra: 240
Rule  7: 4b2129bb44, Class:  1, CF:0.99946, Len: 10, Fitness_tra: 120
Rule  8: 7241812511, Class:  1, CF:  1, Len: 10, Fitness_tra: 65
Rule  9: 4d81cd4427, Class:  1, CF:  1, Len: 10, Fitness_tra: 46
Rule 10: 2211387721, Class:  1, CF:0.960249, Len: 10, Fitness_tra: 57
Rule 11: 11cb211595, Class:  1, CF:  1, Len: 10, Fitness_tra: 38
Rule 12: 2c27211214, Class:  1, CF:0.987168, Len: 10, Fitness_tra: 46
Rule 13: 11811d4511, Class:  1, CF:  1, Len: 10, Fitness_tra: 31
Rule 14: 211281122b, Class:  1, CF:0.995946, Len: 10, Fitness_tra: 26
Rule 15: 2511154e58, Class:  1, CF:  1, Len: 10, Fitness_tra: 5
Rule 16: 255125b524, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 17: 21c7317552, Class:  1, CF:  1, Len: 10, Fitness_tra: 12
Rule 18: 77b2d51b71, Class:  1, CF:0.926591, Len: 10, Fitness_tra: 11
