------Generation 0------
Rule  1: b7bb81b447, Class:  1, CF:0.997801, Len: 10, Fitness_tra: 0
Rule 50: 2c21162d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 12b2d57b22, Class:  1, CF:0.435025, Len: 10, Fitness_tra: 0
Rule 52: 414455127b, Class:  1, CF:0.989551, Len: 10, Fitness_tra: 0
Rule 53: 17bb892472, Class:  1, CF:0.992246, Len: 10, Fitness_tra: 0
Rule 54: 41b1c11b47, Class:  1, CF:0.994871, Len: 10, Fitness_tra: 1940
Rule 55: 1112117452, Class:  1, CF:  1, Len: 10, Fitness_tra: 15
Rule 56: b1122172bb, Class:  1, CF:0.971091, Len: 10, Fitness_tra: 0
Rule 57: 2417114711, Class:  1, CF:0.728938, Len: 10, Fitness_tra: -286
Rule 58: 2e148d7ff5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1717d1b14b, Class:  1, CF:0.950375, Len: 10, Fitness_tra: 0
Rule 60: 1414c34171, Class:  1, CF:0.533383, Len: 10, Fitness_tra: -20
Rule 61: b14bd6b442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2311857521, Class:  1, CF:  1, Len: 10, Fitness_tra: 7
Rule 63: 212b2a7241, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: 2141291bb7, Class:  1, CF:0.98879, Len: 10, Fitness_tra: -542
Rule 65: 7c221577b1, Class:  1, CF:0.706285, Len: 10, Fitness_tra: 0
Rule 66: 7447c141b2, Class:  1, CF:0.960226, Len: 10, Fitness_tra: 0
Rule 67: 127253b24b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 2c71312211, Class:  1, CF:0.303022, Len: 10, Fitness_tra: 1
Rule 69: 44175ebb17, Class:  0, CF:0.216218, Len: 10, Fitness_tra: 0
Rule 70: 1117511213, Class:  1, CF:0.670401, Len: 10, Fitness_tra: -271
Rule 71: 177115b421, Class:  1, CF:0.998512, Len: 10, Fitness_tra: 375
Rule 72: 4e54c5431d, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 21b11f7124, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 432b1db221, Class:  1, CF:0.999788, Len: 10, Fitness_tra: 0
Rule 75: b2715e1512, Class:  1, CF:  1, Len: 10, Fitness_tra: 225
Rule 76: 27225e477b, Class:  1, CF:0.978989, Len: 10, Fitness_tra: 0
Rule 77: b1111d77b7, Class:  1, CF:0.995898, Len: 10, Fitness_tra: -585
Rule 78: 4474157112, Class:  1, CF:0.949629, Len: 10, Fitness_tra: 0
Rule 79: 211241b211, Class:  1, CF:0.96212, Len: 10, Fitness_tra: -239
Rule 80: 777453b222, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 444411412b, Class:  1, CF:0.934136, Len: 10, Fitness_tra: 0
Rule 82: b2b2232117, Class:  1, CF:0.604653, Len: 10, Fitness_tra: 0
Rule 83: 2c44817421, Class:  1, CF:0.987527, Len: 10, Fitness_tra: 0
Rule 84: 1742814272, Class:  1, CF:0.993334, Len: 10, Fitness_tra: 0
Rule 85: 251219b247, Class:  1, CF:0.919345, Len: 10, Fitness_tra: 0
Rule 86: 124b1f124b, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 87: b274c62b4b, Class:  1, CF:0.995507, Len: 10, Fitness_tra: 0
Rule 88: 42713eb142, Class:  1, CF:0.994692, Len: 10, Fitness_tra: 5
Rule 89: 441483b712, Class:  1, CF:0.976728, Len: 10, Fitness_tra: 0
Rule 90: 2cc496211d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 4447c6222b, Class:  1, CF:0.995642, Len: 10, Fitness_tra: 0
Rule 92: 865b2826a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1d211113e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 42478174b7, Class:  1, CF:0.965786, Len: 10, Fitness_tra: 0
Rule 95: 24b41142bb, Class:  1, CF:0.838547, Len: 10, Fitness_tra: 0
Rule 96: 114b114153, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 4611814615, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 1274117211, Class:  1, CF:0.666081, Len: 10, Fitness_tra: 64
Rule 99: 482253b831, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 7421217b71, Class:  1, CF:0.887421, Len: 10, Fitness_tra: 104
------Current------
Miss_rate(tra)	:97.2551
------Result------
Miss_rate(tra)	:97.2551
Miss_rate(tst)	:95.7952
ARL				:10

------Generation 0------
Rule  1: 41b1c11b47, Class:  1, CF:0.994871, Len: 10, Fitness_tra: 1814
Rule  2: 177115b421, Class:  1, CF:0.998512, Len: 10, Fitness_tra: 346
Rule  3: 712111b118, Class:  1, CF:0.970462, Len: 10, Fitness_tra: -1
Rule  4: b2715e1512, Class:  1, CF:  1, Len: 10, Fitness_tra: 227
Rule  5: 141755b121, Class:  0, CF:0.656503, Len: 10, Fitness_tra: 148
Rule  6: 1141717744, Class:  1, CF:0.987241, Len: 10, Fitness_tra: 81
Rule  7: 7421217b71, Class:  1, CF:0.887421, Len: 10, Fitness_tra: 2
Rule  8: 1274117211, Class:  1, CF:0.666081, Len: 10, Fitness_tra: -121
Rule  9: 422133b417, Class:  1, CF:0.327211, Len: 10, Fitness_tra: 0
Rule 10: 27411a141b, Class:  0, CF:  1, Len: 10, Fitness_tra: 12
Rule 11: 124b137184, Class:  1, CF:0.999851, Len: 10, Fitness_tra: 0
Rule 12: 1112117452, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 13: 1141897212, Class:  1, CF:0.998489, Len: 10, Fitness_tra: 30
Rule 14: 2311857521, Class:  1, CF:  1, Len: 10, Fitness_tra: 6
Rule 15: 41c1e11111, Class:  1, CF:  1, Len: 10, Fitness_tra: 4
Rule 16: 42713eb142, Class:  1, CF:0.994692, Len: 10, Fitness_tra: 3
Rule 17: 121b592112, Class:  0, CF:0.56619, Len: 10, Fitness_tra: 1
Rule 18: 124b1f124b, Class:  0, CF:  1, Len: 10, Fitness_tra: 3
Rule 19: 2211237174, Class:  1, CF:0.920403, Len: 10, Fitness_tra: 0
Rule 20: b5bb192b21, Class:  0, CF:0.936662, Len: 10, Fitness_tra: 1
Rule 21: 2c71312211, Class:  1, CF:0.303022, Len: 10, Fitness_tra: 0
Rule 22: 7121832277, Class:  1, CF:0.99608, Len: 10, Fitness_tra: 0
Rule 23: b7bb81b447, Class:  1, CF:0.997801, Len: 10, Fitness_tra: 0
Rule 24: 42b28d7141, Class:  1, CF:0.967758, Len: 10, Fitness_tra: 0
Rule 25: 4184514144, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 42778a1741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 747b2e222b, Class:  1, CF:0.994842, Len: 10, Fitness_tra: 0
Rule 28: b472561772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 4471d3442b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 30: 1dc4537195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1222d12772, Class:  1, CF:0.82423, Len: 10, Fitness_tra: 0
Rule 32: 135458b311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 4127c64b12, Class:  1, CF:0.992157, Len: 10, Fitness_tra: 0
Rule 34: 7bb2511b12, Class:  1, CF:0.995407, Len: 10, Fitness_tra: 0
Rule 35: 7777294772, Class:  1, CF:0.994333, Len: 10, Fitness_tra: 0
Rule 36: 4744117217, Class:  1, CF:0.972737, Len: 10, Fitness_tra: 0
Rule 37: 111bc1bb24, Class:  1, CF:0.969394, Len: 10, Fitness_tra: 0
Rule 38: 1272164241, Class:  0, CF:0.978607, Len: 10, Fitness_tra: 0
Rule 39: 7241de7117, Class:  1, CF:0.994185, Len: 10, Fitness_tra: 12
Rule 40: 1124137d15, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: bb2bd54411, Class:  1, CF:0.997069, Len: 10, Fitness_tra: 0
Rule 42: 1222d37215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 482253b831, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 44: 81473148d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b1b4112717, Class:  1, CF:0.942064, Len: 10, Fitness_tra: 0
Rule 46: 14121e1571, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 221211491c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 21742e12b2, Class:  1, CF:0.96709, Len: 10, Fitness_tra: 0
Rule 49: 2c21162d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 12b2d57b22, Class:  1, CF:0.435025, Len: 10, Fitness_tra: 0
Rule 51: 414455127b, Class:  1, CF:0.989551, Len: 10, Fitness_tra: 5
Rule 52: 17bb892472, Class:  1, CF:0.992246, Len: 10, Fitness_tra: 0
Rule 53: 8c446149d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4141e14581, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: b1122172bb, Class:  1, CF:0.971091, Len: 10, Fitness_tra: 0
Rule 56: 2e148d7ff5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1717d1b14b, Class:  1, CF:0.950375, Len: 10, Fitness_tra: 0
Rule 58: b14bd6b442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 4442117b4b, Class:  1, CF:0.741876, Len: 10, Fitness_tra: 0
Rule 60: 212b2a7241, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 7c221577b1, Class:  1, CF:0.706285, Len: 10, Fitness_tra: 0
Rule 62: 7447c141b2, Class:  1, CF:0.960226, Len: 10, Fitness_tra: 0
Rule 63: 127253b24b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: 72472e7421, Class:  1, CF:0.97102, Len: 10, Fitness_tra: 0
Rule 65: 44175ebb17, Class:  0, CF:0.216218, Len: 10, Fitness_tra: 0
Rule 66: 7277512b17, Class:  1, CF:0.715249, Len: 10, Fitness_tra: 0
Rule 67: 4e54c5431d, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 21b11f7124, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 432b1db221, Class:  1, CF:0.999788, Len: 10, Fitness_tra: 0
Rule 70: 27225e477b, Class:  1, CF:0.978989, Len: 10, Fitness_tra: 0
Rule 71: 4474157112, Class:  1, CF:0.949629, Len: 10, Fitness_tra: 0
Rule 72: 777453b222, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 444411412b, Class:  1, CF:0.934136, Len: 10, Fitness_tra: 0
Rule 74: b2b2232117, Class:  1, CF:0.604653, Len: 10, Fitness_tra: 0
Rule 75: 2c44817421, Class:  1, CF:0.987527, Len: 10, Fitness_tra: 0
Rule 76: 1742814272, Class:  1, CF:0.993334, Len: 10, Fitness_tra: 0
Rule 77: 251219b247, Class:  1, CF:0.919345, Len: 10, Fitness_tra: 0
Rule 78: 211be94122, Class:  1, CF:0.933175, Len: 10, Fitness_tra: 0
Rule 79: b274c62b4b, Class:  1, CF:0.995507, Len: 10, Fitness_tra: 0
Rule 80: 441483b712, Class:  1, CF:0.976728, Len: 10, Fitness_tra: 0
Rule 81: bb77594171, Class:  1, CF:0.985288, Len: 10, Fitness_tra: 0
Rule 82: 1124162222, Class:  0, CF:0.971799, Len: 10, Fitness_tra: 1
Rule 83: 74475e2721, Class:  1, CF:0.926179, Len: 10, Fitness_tra: 0
Rule 84: 4122314121, Class:  1, CF:0.819119, Len: 10, Fitness_tra: 0
Rule 85: 2141334122, Class:  1, CF:0.704774, Len: 10, Fitness_tra: 0
Rule 86: c154514118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 15cb111e91, Class:  1, CF:  1, Len: 10, Fitness_tra: 193
Rule 88: 1212132c84, Class:  1, CF:0.999959, Len: 10, Fitness_tra: 0
Rule 89: 121b837b74, Class:  1, CF:0.969766, Len: 10, Fitness_tra: 0
Rule 90: 227b55bb71, Class:  1, CF:0.112139, Len: 10, Fitness_tra: 0
Rule 91: 115453bd11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 4241e17521, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 1cb2862673, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: b221331517, Class:  1, CF:  1, Len: 10, Fitness_tra: 198
Rule 95: a77753d11b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 17ab89b41a, Class:  0, CF:0.16284, Len: 10, Fitness_tra: 524
Rule 97: 2111717140, Class:  1, CF:0.979426, Len:  9, Fitness_tra: -2093
Rule 98: 4441e61251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 427180b142, Class:  1, CF:0.998633, Len:  9, Fitness_tra: 72
Rule100: 7446c141b2, Class:  1, CF:0.990329, Len: 10, Fitness_tra: 5
------Current------
Miss_rate(tra)	:92.7041
------Result------
Miss_rate(tra)	:92.7041
Miss_rate(tst)	:85.3748
ARL				:9.97674

------Generation 1------
Rule  1: 41b1c11b47, Class:  1, CF:0.994871, Len: 10, Fitness_tra: 1814
Rule  2: 177115b421, Class:  1, CF:0.998512, Len: 10, Fitness_tra: 346
Rule  3: 712111b118, Class:  1, CF:0.970462, Len: 10, Fitness_tra: -1
Rule  4: b2715e1512, Class:  1, CF:  1, Len: 10, Fitness_tra: 227
Rule  5: 141755b121, Class:  0, CF:0.656503, Len: 10, Fitness_tra: 148
Rule  6: 1141717744, Class:  1, CF:0.987241, Len: 10, Fitness_tra: 81
Rule  7: 7421217b71, Class:  1, CF:0.887421, Len: 10, Fitness_tra: 2
Rule  8: 1274117211, Class:  1, CF:0.666081, Len: 10, Fitness_tra: -121
Rule  9: 422133b417, Class:  1, CF:0.327211, Len: 10, Fitness_tra: 0
Rule 10: 27411a141b, Class:  0, CF:  1, Len: 10, Fitness_tra: 12
Rule 11: 124b137184, Class:  1, CF:0.999851, Len: 10, Fitness_tra: 0
Rule 12: 1112117452, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 13: 1141897212, Class:  1, CF:0.998489, Len: 10, Fitness_tra: 30
Rule 14: 2311857521, Class:  1, CF:  1, Len: 10, Fitness_tra: 6
Rule 15: 41c1e11111, Class:  1, CF:  1, Len: 10, Fitness_tra: 4
Rule 16: 42713eb142, Class:  1, CF:0.994692, Len: 10, Fitness_tra: 3
Rule 17: 121b592112, Class:  0, CF:0.56619, Len: 10, Fitness_tra: 1
Rule 18: 124b1f124b, Class:  0, CF:  1, Len: 10, Fitness_tra: 3
Rule 19: 2211237174, Class:  1, CF:0.920403, Len: 10, Fitness_tra: 0
Rule 20: b5bb192b21, Class:  0, CF:0.936662, Len: 10, Fitness_tra: 1
Rule 21: 2c71312211, Class:  1, CF:0.303022, Len: 10, Fitness_tra: 0
Rule 22: 7121832277, Class:  1, CF:0.99608, Len: 10, Fitness_tra: 0
Rule 23: b7bb81b447, Class:  1, CF:0.997801, Len: 10, Fitness_tra: 0
Rule 24: 42b28d7141, Class:  1, CF:0.967758, Len: 10, Fitness_tra: 0
Rule 25: 4184514144, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 42778a1741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 747b2e222b, Class:  1, CF:0.994842, Len: 10, Fitness_tra: 0
Rule 28: b472561772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 4471d3442b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 30: 1dc4537195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1222d12772, Class:  1, CF:0.82423, Len: 10, Fitness_tra: 0
Rule 32: 135458b311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 4127c64b12, Class:  1, CF:0.992157, Len: 10, Fitness_tra: 0
Rule 34: 7bb2511b12, Class:  1, CF:0.995407, Len: 10, Fitness_tra: 0
Rule 35: 7777294772, Class:  1, CF:0.994333, Len: 10, Fitness_tra: 0
Rule 36: 4744117217, Class:  1, CF:0.972737, Len: 10, Fitness_tra: 0
Rule 37: 111bc1bb24, Class:  1, CF:0.969394, Len: 10, Fitness_tra: 0
Rule 38: 1272164241, Class:  0, CF:0.978607, Len: 10, Fitness_tra: 0
Rule 39: 7241de7117, Class:  1, CF:0.994185, Len: 10, Fitness_tra: 12
Rule 40: 1124137d15, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: bb2bd54411, Class:  1, CF:0.997069, Len: 10, Fitness_tra: 0
Rule 42: 1222d37215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 482253b831, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 44: 81473148d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b1b4112717, Class:  1, CF:0.942064, Len: 10, Fitness_tra: 0
Rule 46: 14121e1571, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 221211491c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 21742e12b2, Class:  1, CF:0.96709, Len: 10, Fitness_tra: 0
Rule 49: 2c21162d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 12b2d57b22, Class:  1, CF:0.435025, Len: 10, Fitness_tra: 0
Rule 51: 414455127b, Class:  1, CF:0.989551, Len: 10, Fitness_tra: 5
Rule 52: 17bb892472, Class:  1, CF:0.992246, Len: 10, Fitness_tra: 0
Rule 53: 8c446149d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4141e14581, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: b1122172bb, Class:  1, CF:0.971091, Len: 10, Fitness_tra: 0
Rule 56: 2e148d7ff5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1717d1b14b, Class:  1, CF:0.950375, Len: 10, Fitness_tra: 0
Rule 58: b14bd6b442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 4442117b4b, Class:  1, CF:0.741876, Len: 10, Fitness_tra: 0
Rule 60: 212b2a7241, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 7c221577b1, Class:  1, CF:0.706285, Len: 10, Fitness_tra: 0
Rule 62: 7447c141b2, Class:  1, CF:0.960226, Len: 10, Fitness_tra: 0
Rule 63: 127253b24b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: 72472e7421, Class:  1, CF:0.97102, Len: 10, Fitness_tra: 0
Rule 65: 44175ebb17, Class:  0, CF:0.216218, Len: 10, Fitness_tra: 0
Rule 66: 7277512b17, Class:  1, CF:0.715249, Len: 10, Fitness_tra: 0
Rule 67: 4e54c5431d, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 21b11f7124, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 432b1db221, Class:  1, CF:0.999788, Len: 10, Fitness_tra: 0
Rule 70: 27225e477b, Class:  1, CF:0.978989, Len: 10, Fitness_tra: 0
Rule 71: 4474157112, Class:  1, CF:0.949629, Len: 10, Fitness_tra: 0
Rule 72: 777453b222, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 444411412b, Class:  1, CF:0.934136, Len: 10, Fitness_tra: 0
Rule 74: b2b2232117, Class:  1, CF:0.604653, Len: 10, Fitness_tra: 0
Rule 75: 2c44817421, Class:  1, CF:0.987527, Len: 10, Fitness_tra: 0
Rule 76: 1742814272, Class:  1, CF:0.993334, Len: 10, Fitness_tra: 0
Rule 77: 251219b247, Class:  1, CF:0.919345, Len: 10, Fitness_tra: 0
Rule 78: 211be94122, Class:  1, CF:0.933175, Len: 10, Fitness_tra: 0
Rule 79: b274c62b4b, Class:  1, CF:0.995507, Len: 10, Fitness_tra: 0
Rule 80: 441483b712, Class:  1, CF:0.976728, Len: 10, Fitness_tra: 0
Rule 81: bb77594171, Class:  1, CF:0.985288, Len: 10, Fitness_tra: 0
Rule 82: 1124162222, Class:  0, CF:0.971799, Len: 10, Fitness_tra: 1
Rule 83: 74475e2721, Class:  1, CF:0.926179, Len: 10, Fitness_tra: 0
Rule 84: 4122314121, Class:  1, CF:0.819119, Len: 10, Fitness_tra: 0
Rule 85: 2141334122, Class:  1, CF:0.704774, Len: 10, Fitness_tra: 0
Rule 86: c154514118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 15cb111e91, Class:  1, CF:  1, Len: 10, Fitness_tra: 193
Rule 88: 1212132c84, Class:  1, CF:0.999959, Len: 10, Fitness_tra: 0
Rule 89: 121b837b74, Class:  1, CF:0.969766, Len: 10, Fitness_tra: 0
Rule 90: 227b55bb71, Class:  1, CF:0.112139, Len: 10, Fitness_tra: 0
Rule 91: 115453bd11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 4241e17521, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 1cb2862673, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: b221331517, Class:  1, CF:  1, Len: 10, Fitness_tra: 198
Rule 95: a77753d11b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 17ab89b41a, Class:  0, CF:0.16284, Len: 10, Fitness_tra: 524
Rule 97: 2111717140, Class:  1, CF:0.979426, Len:  9, Fitness_tra: -2093
Rule 98: 4441e61251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 427180b142, Class:  1, CF:0.998633, Len:  9, Fitness_tra: 72
Rule100: 7446c141b2, Class:  1, CF:0.990329, Len: 10, Fitness_tra: 5
------Current------
Miss_rate(tra)	:92.7041
------Result------
Miss_rate(tra)	:92.7041
Miss_rate(tst)	:85.3748
ARL				:9.97674

------Generation 2------
Rule  1: 41b1c11b47, Class:  1, CF:0.994871, Len: 10, Fitness_tra: 2843
Rule  2: 17ab89b41a, Class:  0, CF:0.16284, Len: 10, Fitness_tra: 1107
Rule  3: 177115b421, Class:  1, CF:0.998512, Len: 10, Fitness_tra: 314
Rule  4: b2715e1512, Class:  1, CF:  1, Len: 10, Fitness_tra: 225
Rule  5: b221331517, Class:  1, CF:  1, Len: 10, Fitness_tra: 179
Rule  6: 15cb111e91, Class:  1, CF:  1, Len: 10, Fitness_tra: 183
Rule  7: 141755b121, Class:  0, CF:0.656503, Len: 10, Fitness_tra: 174
Rule  8: 1141717744, Class:  1, CF:0.987241, Len: 10, Fitness_tra: 23
Rule  9: 427180b142, Class:  1, CF:0.998633, Len:  9, Fitness_tra: 45
Rule 10: 1141897212, Class:  1, CF:0.998489, Len: 10, Fitness_tra: 9
Rule 11: 27411a141b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 12: 7241de7117, Class:  1, CF:0.994185, Len: 10, Fitness_tra: 7
Rule 13: 2311857521, Class:  1, CF:  1, Len: 10, Fitness_tra: 8
Rule 14: 7446c141b2, Class:  1, CF:0.990329, Len: 10, Fitness_tra: 5
Rule 15: 414455127b, Class:  1, CF:0.989551, Len: 10, Fitness_tra: 1
Rule 16: 41c1e11111, Class:  1, CF:  1, Len: 10, Fitness_tra: 4
