------Generation 0------
Rule  1: 13b12f7121, Class:  0, CF:  1, Len: 10, Fitness_tra: 16
Rule 84: 272b117221, Class:  1, CF:0.970459, Len: 10, Fitness_tra: 0
Rule 85: 72b4232717, Class:  1, CF:0.698075, Len: 10, Fitness_tra: 0
Rule 86: b77421bb1b, Class:  1, CF:0.949879, Len: 10, Fitness_tra: 0
Rule 87: 8fd75d4331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: b111492212, Class:  1, CF:0.998375, Len: 10, Fitness_tra: 43
Rule 89: 7424c92227, Class:  1, CF:0.996479, Len: 10, Fitness_tra: 0
Rule 90: 741bd31482, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 7e4bc51b2c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 11271624bb, Class:  0, CF:0.943327, Len: 10, Fitness_tra: 0
Rule 93: ce54127ae5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 24142912b2, Class:  1, CF:0.680762, Len: 10, Fitness_tra: 0
Rule 95: 2bb24a4b41, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 1a51cd1e1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1221112b22, Class:  1, CF:0.719019, Len: 10, Fitness_tra: 0
Rule 98: b11416b142, Class:  0, CF:0.633638, Len: 10, Fitness_tra: 1
Rule 99: 4172814144, Class:  1, CF:0.995014, Len: 10, Fitness_tra: 0
Rule100: 1211eeb417, Class:  1, CF:0.769368, Len: 10, Fitness_tra: -46
------Current------
Miss_rate(tra)	:97.9694
------Result------
Miss_rate(tra)	:97.9694
Miss_rate(tst)	:96.5265
ARL				:10

------Generation 0------
Rule  1: 13b12f7121, Class:  0, CF:  1, Len: 10, Fitness_tra: 16
Rule  2: 2c4253b272, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule  3: b2221a7bbb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  4: 722252b221, Class:  1, CF:0.987078, Len: 10, Fitness_tra: 0
Rule  5: 7177151172, Class:  1, CF:0.906003, Len: 10, Fitness_tra: -171
Rule  6: 2174191114, Class:  1, CF:0.783065, Len: 10, Fitness_tra: -2277
Rule  7: 444711b127, Class:  1, CF:0.96702, Len: 10, Fitness_tra: 0
Rule  8: c2121a79dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: bb11812212, Class:  1, CF:0.999188, Len: 10, Fitness_tra: 169
Rule 10: 4122131124, Class:  1, CF:0.606033, Len: 10, Fitness_tra: -15
Rule 11: 77b4d31b7b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 12: 7b141f1222, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 13: 2cc1967112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 287111121b, Class:  1, CF:0.949403, Len: 10, Fitness_tra: 108
Rule 15: 77b751422b, Class:  1, CF:0.999544, Len: 10, Fitness_tra: 0
Rule 16: 11411d7717, Class:  1, CF:0.983808, Len: 10, Fitness_tra: 960
Rule 17: 787b5571b2, Class:  0, CF:0.792585, Len: 10, Fitness_tra: 0
Rule 18: 7244254b42, Class:  1, CF:0.824662, Len: 10, Fitness_tra: 0
Rule 19: 2124361447, Class:  0, CF:0.99898, Len: 10, Fitness_tra: 1
Rule 20: 77b71e1777, Class:  1, CF:0.965712, Len: 10, Fitness_tra: 7
Rule 21: 2214152817, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 22: 84113ab117, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 23: c217d94857, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 72b4512477, Class:  1, CF:0.98307, Len: 10, Fitness_tra: 0
Rule 25: 7bbb452441, Class:  1, CF:0.998515, Len: 10, Fitness_tra: 0
Rule 26: 24b7152214, Class:  1, CF:0.976504, Len: 10, Fitness_tra: 0
Rule 27: 72241d74b2, Class:  1, CF:0.925361, Len: 10, Fitness_tra: 0
Rule 28: 42774e4b71, Class:  1, CF:0.349346, Len: 10, Fitness_tra: 0
Rule 29: b1b441b411, Class:  1, CF:0.963087, Len: 10, Fitness_tra: 315
Rule 30: 41bbd34218, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 31: 742b257212, Class:  1, CF:0.986487, Len: 10, Fitness_tra: 0
Rule 32: b47136b174, Class:  0, CF:0.985636, Len: 10, Fitness_tra: 3
Rule 33: 427b8e12bb, Class:  1, CF:0.519665, Len: 10, Fitness_tra: -3
Rule 34: 1b111d4221, Class:  1, CF:0.996704, Len: 10, Fitness_tra: 1342
Rule 35: 112bd94744, Class:  1, CF:0.964588, Len: 10, Fitness_tra: -2
Rule 36: 24b755b74b, Class:  1, CF:0.954536, Len: 10, Fitness_tra: 0
Rule 37: b222294447, Class:  1, CF:0.981566, Len: 10, Fitness_tra: 0
Rule 38: 81522d131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 42278a212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2b14c82271, Class:  1, CF:0.989709, Len: 10, Fitness_tra: 0
Rule 41: 4217517712, Class:  1, CF:0.863702, Len: 10, Fitness_tra: 0
Rule 42: b82b81b714, Class:  1, CF:0.934568, Len: 10, Fitness_tra: 0
Rule 43: 417b8911b1, Class:  1, CF:0.888773, Len: 10, Fitness_tra: -480
Rule 44: 424441b442, Class:  1, CF:0.996501, Len: 10, Fitness_tra: 2
Rule 45: 1e1211b111, Class:  0, CF:0.998386, Len: 10, Fitness_tra: 121
Rule 46: 1712817b74, Class:  1, CF:0.945719, Len: 10, Fitness_tra: 0
Rule 47: 4cb11112b2, Class:  1, CF:0.904203, Len: 10, Fitness_tra: 152
Rule 48: b11481bbb7, Class:  1, CF:0.971453, Len: 10, Fitness_tra: 0
Rule 49: b472411142, Class:  1, CF:0.948637, Len: 10, Fitness_tra: -45
Rule 50: 74b2df71bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b2b2314214, Class:  1, CF:0.943736, Len: 10, Fitness_tra: 0
Rule 52: 4772134147, Class:  1, CF:0.695048, Len: 10, Fitness_tra: 0
Rule 53: b42714bb47, Class:  1, CF:0.908138, Len: 10, Fitness_tra: 0
Rule 54: 24bb56414d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 7cb7111472, Class:  1, CF:0.899978, Len: 10, Fitness_tra: 11
Rule 56: cc4b16b31c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 121195bc78, Class:  1, CF:  1, Len: 10, Fitness_tra: 12
Rule 58: 2227132771, Class:  0, CF:0.288206, Len: 10, Fitness_tra: 0
Rule 59: c442137c12, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 60: b741261241, Class:  0, CF:0.970729, Len: 10, Fitness_tra: -1
Rule 61: 27171647b1, Class:  0, CF:0.785414, Len: 10, Fitness_tra: 0
Rule 62: b7123ab2b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: 431755baa9, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: 17b4252215, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 4171117128, Class:  1, CF:0.998176, Len: 10, Fitness_tra: 2
Rule 66: 412185b241, Class:  1, CF:0.999672, Len: 10, Fitness_tra: 133
Rule 67: 7b721a1244, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: b27b554227, Class:  1, CF:0.991914, Len: 10, Fitness_tra: 0
Rule 69: 4174831b74, Class:  1, CF:0.982035, Len: 10, Fitness_tra: 0
Rule 70: 1b2233447b, Class:  1, CF:0.770328, Len: 10, Fitness_tra: 0
Rule 71: 2f1b211395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 2114334482, Class:  1, CF:0.999345, Len: 10, Fitness_tra: 0
Rule 73: 27b419b411, Class:  1, CF:0.984843, Len: 10, Fitness_tra: 0
Rule 74: 4b229312bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 21271671d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 7247512414, Class:  1, CF:0.990284, Len: 10, Fitness_tra: 0
Rule 77: 4177491124, Class:  1, CF:0.974069, Len: 10, Fitness_tra: 19
Rule 78: 414b552177, Class:  1, CF:0.978074, Len: 10, Fitness_tra: 0
Rule 79: 2141d9b887, Class:  1, CF:  1, Len: 10, Fitness_tra: 41
Rule 80: 1121532772, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 211b1524b2, Class:  1, CF:0.959045, Len: 10, Fitness_tra: 0
Rule 82: 2211564141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 2127111422, Class:  1, CF:0.889573, Len: 10, Fitness_tra: 106
Rule 84: 272b117221, Class:  1, CF:0.970459, Len: 10, Fitness_tra: 0
Rule 85: 72b4232717, Class:  1, CF:0.698075, Len: 10, Fitness_tra: 0
Rule 86: b77421bb1b, Class:  1, CF:0.949879, Len: 10, Fitness_tra: 0
Rule 87: 8fd75d4331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: b111492212, Class:  1, CF:0.998375, Len: 10, Fitness_tra: 43
Rule 89: 7424c92227, Class:  1, CF:0.996479, Len: 10, Fitness_tra: 0
Rule 90: 741bd31482, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 7e4bc51b2c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 11271624bb, Class:  0, CF:0.943327, Len: 10, Fitness_tra: 0
Rule 93: ce54127ae5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 24142912b2, Class:  1, CF:0.680762, Len: 10, Fitness_tra: 0
Rule 95: 2bb24a4b41, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 1a51cd1e1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1221112b22, Class:  1, CF:0.719019, Len: 10, Fitness_tra: 0
Rule 98: b11416b142, Class:  0, CF:0.633638, Len: 10, Fitness_tra: 1
Rule 99: 4172814144, Class:  1, CF:0.995014, Len: 10, Fitness_tra: 0
Rule100: 1211eeb417, Class:  1, CF:0.769368, Len: 10, Fitness_tra: -46
------Current------
Miss_rate(tra)	:97.9694
------Result------
Miss_rate(tra)	:97.9694
Miss_rate(tst)	:96.5265
ARL				:10

------Generation 1------
Rule  1: 13b12f7121, Class:  0, CF:  1, Len: 10, Fitness_tra: 16
Rule  2: 2c4253b272, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule  3: b2221a7bbb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  4: 722252b221, Class:  1, CF:0.987078, Len: 10, Fitness_tra: 0
Rule  5: 7177151172, Class:  1, CF:0.906003, Len: 10, Fitness_tra: -171
Rule  6: 2174191114, Class:  1, CF:0.783065, Len: 10, Fitness_tra: -2277
Rule  7: 444711b127, Class:  1, CF:0.96702, Len: 10, Fitness_tra: 0
Rule  8: c2121a79dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: bb11812212, Class:  1, CF:0.999188, Len: 10, Fitness_tra: 169
Rule 10: 4122131124, Class:  1, CF:0.606033, Len: 10, Fitness_tra: -15
Rule 11: 77b4d31b7b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 12: 7b141f1222, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 13: 2cc1967112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 287111121b, Class:  1, CF:0.949403, Len: 10, Fitness_tra: 108
Rule 15: 77b751422b, Class:  1, CF:0.999544, Len: 10, Fitness_tra: 0
Rule 16: 11411d7717, Class:  1, CF:0.983808, Len: 10, Fitness_tra: 960
Rule 17: 787b5571b2, Class:  0, CF:0.792585, Len: 10, Fitness_tra: 0
Rule 18: 7244254b42, Class:  1, CF:0.824662, Len: 10, Fitness_tra: 0
Rule 19: 2124361447, Class:  0, CF:0.99898, Len: 10, Fitness_tra: 1
Rule 20: 77b71e1777, Class:  1, CF:0.965712, Len: 10, Fitness_tra: 7
Rule 21: 2214152817, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 22: 84113ab117, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 23: c217d94857, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 72b4512477, Class:  1, CF:0.98307, Len: 10, Fitness_tra: 0
Rule 25: 7bbb452441, Class:  1, CF:0.998515, Len: 10, Fitness_tra: 0
Rule 26: 24b7152214, Class:  1, CF:0.976504, Len: 10, Fitness_tra: 0
Rule 27: 72241d74b2, Class:  1, CF:0.925361, Len: 10, Fitness_tra: 0
Rule 28: 42774e4b71, Class:  1, CF:0.349346, Len: 10, Fitness_tra: 0
Rule 29: b1b441b411, Class:  1, CF:0.963087, Len: 10, Fitness_tra: 315
Rule 30: 41bbd34218, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 31: 742b257212, Class:  1, CF:0.986487, Len: 10, Fitness_tra: 0
Rule 32: b47136b174, Class:  0, CF:0.985636, Len: 10, Fitness_tra: 3
Rule 33: 427b8e12bb, Class:  1, CF:0.519665, Len: 10, Fitness_tra: -3
Rule 34: 1b111d4221, Class:  1, CF:0.996704, Len: 10, Fitness_tra: 1342
Rule 35: 112bd94744, Class:  1, CF:0.964588, Len: 10, Fitness_tra: -2
Rule 36: 24b755b74b, Class:  1, CF:0.954536, Len: 10, Fitness_tra: 0
Rule 37: b222294447, Class:  1, CF:0.981566, Len: 10, Fitness_tra: 0
Rule 38: 81522d131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 42278a212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2b14c82271, Class:  1, CF:0.989709, Len: 10, Fitness_tra: 0
Rule 41: 4217517712, Class:  1, CF:0.863702, Len: 10, Fitness_tra: 0
Rule 42: b82b81b714, Class:  1, CF:0.934568, Len: 10, Fitness_tra: 0
Rule 43: 417b8911b1, Class:  1, CF:0.888773, Len: 10, Fitness_tra: -480
Rule 44: 424441b442, Class:  1, CF:0.996501, Len: 10, Fitness_tra: 2
Rule 45: 1e1211b111, Class:  0, CF:0.998386, Len: 10, Fitness_tra: 121
Rule 46: 1712817b74, Class:  1, CF:0.945719, Len: 10, Fitness_tra: 0
Rule 47: 4cb11112b2, Class:  1, CF:0.904203, Len: 10, Fitness_tra: 152
Rule 48: b11481bbb7, Class:  1, CF:0.971453, Len: 10, Fitness_tra: 0
Rule 49: b472411142, Class:  1, CF:0.948637, Len: 10, Fitness_tra: -45
Rule 50: 74b2df71bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b2b2314214, Class:  1, CF:0.943736, Len: 10, Fitness_tra: 0
Rule 52: 4772134147, Class:  1, CF:0.695048, Len: 10, Fitness_tra: 0
Rule 53: b42714bb47, Class:  1, CF:0.908138, Len: 10, Fitness_tra: 0
Rule 54: 24bb56414d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 7cb7111472, Class:  1, CF:0.899978, Len: 10, Fitness_tra: 11
Rule 56: cc4b16b31c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 121195bc78, Class:  1, CF:  1, Len: 10, Fitness_tra: 12
Rule 58: 2227132771, Class:  0, CF:0.288206, Len: 10, Fitness_tra: 0
Rule 59: c442137c12, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 60: b741261241, Class:  0, CF:0.970729, Len: 10, Fitness_tra: -1
Rule 61: 27171647b1, Class:  0, CF:0.785414, Len: 10, Fitness_tra: 0
Rule 62: b7123ab2b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: 431755baa9, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: 17b4252215, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 4171117128, Class:  1, CF:0.998176, Len: 10, Fitness_tra: 2
Rule 66: 412185b241, Class:  1, CF:0.999672, Len: 10, Fitness_tra: 133
Rule 67: 7b721a1244, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: b27b554227, Class:  1, CF:0.991914, Len: 10, Fitness_tra: 0
Rule 69: 4174831b74, Class:  1, CF:0.982035, Len: 10, Fitness_tra: 0
Rule 70: 1b2233447b, Class:  1, CF:0.770328, Len: 10, Fitness_tra: 0
Rule 71: 2f1b211395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 2114334482, Class:  1, CF:0.999345, Len: 10, Fitness_tra: 0
Rule 73: 27b419b411, Class:  1, CF:0.984843, Len: 10, Fitness_tra: 0
Rule 74: 4b229312bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 21271671d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 7247512414, Class:  1, CF:0.990284, Len: 10, Fitness_tra: 0
Rule 77: 4177491124, Class:  1, CF:0.974069, Len: 10, Fitness_tra: 19
Rule 78: 414b552177, Class:  1, CF:0.978074, Len: 10, Fitness_tra: 0
Rule 79: 2141d9b887, Class:  1, CF:  1, Len: 10, Fitness_tra: 41
Rule 80: 1121532772, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 211b1524b2, Class:  1, CF:0.959045, Len: 10, Fitness_tra: 0
Rule 82: 2211564141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 2127111422, Class:  1, CF:0.889573, Len: 10, Fitness_tra: 106
Rule 84: 272b117221, Class:  1, CF:0.970459, Len: 10, Fitness_tra: 0
Rule 85: 72b4232717, Class:  1, CF:0.698075, Len: 10, Fitness_tra: 0
Rule 86: b77421bb1b, Class:  1, CF:0.949879, Len: 10, Fitness_tra: 0
Rule 87: 8fd75d4331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: b111492212, Class:  1, CF:0.998375, Len: 10, Fitness_tra: 43
Rule 89: 7424c92227, Class:  1, CF:0.996479, Len: 10, Fitness_tra: 0
Rule 90: 741bd31482, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 7e4bc51b2c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 11271624bb, Class:  0, CF:0.943327, Len: 10, Fitness_tra: 0
Rule 93: ce54127ae5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 24142912b2, Class:  1, CF:0.680762, Len: 10, Fitness_tra: 0
Rule 95: 2bb24a4b41, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 1a51cd1e1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1221112b22, Class:  1, CF:0.719019, Len: 10, Fitness_tra: 0
Rule 98: b11416b142, Class:  0, CF:0.633638, Len: 10, Fitness_tra: 1
Rule 99: 4172814144, Class:  1, CF:0.995014, Len: 10, Fitness_tra: 0
Rule100: 1211eeb417, Class:  1, CF:0.769368, Len: 10, Fitness_tra: -46
------Current------
Miss_rate(tra)	:97.9694
------Result------
Miss_rate(tra)	:97.9694
Miss_rate(tst)	:96.5265
ARL				:10

------Generation 2------
Rule  1: 1b111d4221, Class:  1, CF:0.996704, Len: 10, Fitness_tra: -563
Rule  2: 11411d7717, Class:  1, CF:0.983808, Len: 10, Fitness_tra: 1003
Rule  3: b1b441b411, Class:  1, CF:0.963087, Len: 10, Fitness_tra: 316
Rule  4: bb11812212, Class:  1, CF:0.999188, Len: 10, Fitness_tra: 122
Rule  5: 4cb11112b2, Class:  1, CF:0.904203, Len: 10, Fitness_tra: 138
Rule  6: 412185b241, Class:  1, CF:0.999672, Len: 10, Fitness_tra: 172
Rule  7: 1e1211b111, Class:  0, CF:0.998386, Len: 10, Fitness_tra: 121
Rule  8: 287111121b, Class:  1, CF:0.949403, Len: 10, Fitness_tra: -10
Rule  9: 2127111422, Class:  1, CF:0.889573, Len: 10, Fitness_tra: 103
Rule 10: b111492212, Class:  1, CF:0.998375, Len: 10, Fitness_tra: -595
Rule 11: 2141d9b887, Class:  1, CF:  1, Len: 10, Fitness_tra: 58
Rule 12: 4177491124, Class:  1, CF:0.974069, Len: 10, Fitness_tra: -124
Rule 13: 13b12f7121, Class:  0, CF:  1, Len: 10, Fitness_tra: 9
Rule 14: 121195bc78, Class:  1, CF:  1, Len: 10, Fitness_tra: 12
Rule 15: 7cb7111472, Class:  1, CF:0.899978, Len: 10, Fitness_tra: 10
