------Generation 0------
Rule  1: 7217132c51, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 74443f71b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 71b1d34471, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 712719b247, Class:  1, CF:0.997491, Len: 10, Fitness_tra: 0
Rule 49: 24b1d17742, Class:  1, CF:0.999378, Len: 10, Fitness_tra: 0
Rule 50: 2224812b77, Class:  1, CF:0.904977, Len: 10, Fitness_tra: 0
Rule 51: 1511191272, Class:  0, CF:0.275686, Len: 10, Fitness_tra: 47
Rule 52: 1c4b16b588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 444b81141b, Class:  1, CF:0.984345, Len: 10, Fitness_tra: 95
Rule 54: 74121a1b12, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 55: 1447c12422, Class:  1, CF:0.995798, Len: 10, Fitness_tra: 0
Rule 56: 7712561bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 2442c9b221, Class:  1, CF:0.993565, Len: 10, Fitness_tra: 0
Rule 58: 25b7837b11, Class:  1, CF:0.882399, Len: 10, Fitness_tra: 0
Rule 59: 14b72a147b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 60: 15c1912d84, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: b47b131774, Class:  0, CF:0.259961, Len: 10, Fitness_tra: 1
Rule 62: 2424d3747b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: 21bb5322b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: 7142c11b21, Class:  1, CF:0.958707, Len: 10, Fitness_tra: 36
Rule 65: 214b664111, Class:  0, CF:0.986828, Len: 10, Fitness_tra: 0
Rule 66: 417b2e7241, Class:  1, CF:0.996842, Len: 10, Fitness_tra: -1
Rule 67: 2212962211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 241b5347b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 112b412b77, Class:  1, CF:0.819697, Len: 10, Fitness_tra: 0
Rule 70: 12722fb744, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: b217281bb4, Class:  1, CF:0.325501, Len: 10, Fitness_tra: 0
Rule 72: 1b74d12bb1, Class:  1, CF:0.937622, Len: 10, Fitness_tra: 0
Rule 73: 4cb225117b, Class:  1, CF:0.077962, Len: 10, Fitness_tra: 0
Rule 74: 1c24817111, Class:  0, CF:0.00266138, Len: 10, Fitness_tra: 0
Rule 75: 41b2832427, Class:  1, CF:0.995241, Len: 10, Fitness_tra: 0
Rule 76: 72bb15272b, Class:  1, CF:0.856717, Len: 10, Fitness_tra: 0
Rule 77: 1227c1714b, Class:  1, CF:0.924394, Len: 10, Fitness_tra: 0
Rule 78: 7b2b137712, Class:  1, CF:0.642736, Len: 10, Fitness_tra: 0
Rule 79: 4b2112477b, Class:  1, CF:0.991915, Len: 10, Fitness_tra: 15
Rule 80: 42b18f14bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4127e321b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1c11d67829, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 471b8e1214, Class:  1, CF:0.97154, Len: 10, Fitness_tra: -162
Rule 84: 2147332252, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 4b42167127, Class:  0, CF:0.799957, Len: 10, Fitness_tra: 0
Rule 86: 1c2b512211, Class:  1, CF:0.677277, Len: 10, Fitness_tra: 0
Rule 87: 254181227b, Class:  1, CF:0.999283, Len: 10, Fitness_tra: 4
Rule 88: 11225a2c55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 14b7c11142, Class:  1, CF:0.768914, Len: 10, Fitness_tra: 69
Rule 90: b42b59b77b, Class:  1, CF:0.880662, Len: 10, Fitness_tra: 0
Rule 91: 7117117224, Class:  1, CF:0.994917, Len: 10, Fitness_tra: 124
Rule 92: b141517124, Class:  1, CF:0.999735, Len: 10, Fitness_tra: 17
Rule 93: 1c27512153, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 1411137127, Class:  1, CF:0.71915, Len: 10, Fitness_tra: 117
Rule 95: 7177814141, Class:  1, CF:0.976011, Len: 10, Fitness_tra: 0
Rule 96: 82cb16b522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 127481bb7b, Class:  1, CF:0.579501, Len: 10, Fitness_tra: 0
Rule 98: 2677b87b71, Class:  1, CF:0.996593, Len: 10, Fitness_tra: 0
Rule 99: 1122832777, Class:  1, CF:0.933991, Len: 10, Fitness_tra: 0
Rule100: 8157d1b154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:54.6837
------Result------
Miss_rate(tra)	:54.6837
Miss_rate(tst)	:19.3784
ARL				:9.88372

------Generation 0------
Rule  1: 1217112311, Class:  0, CF:0.910097, Len: 10, Fitness_tra: 3269
Rule  2: 14111d7142, Class:  1, CF:0.926464, Len: 10, Fitness_tra: 2463
Rule  3: b14125b277, Class:  1, CF:0.999464, Len: 10, Fitness_tra: 570
Rule  4: 721123b222, Class:  1, CF:0.997983, Len: 10, Fitness_tra: 229
Rule  5: 7117117224, Class:  1, CF:0.994917, Len: 10, Fitness_tra: 89
Rule  6: 1411137127, Class:  1, CF:0.71915, Len: 10, Fitness_tra: 117
Rule  7: 444b81141b, Class:  1, CF:0.984345, Len: 10, Fitness_tra: 95
Rule  8: b441831222, Class:  1, CF:0.999719, Len: 10, Fitness_tra: 75
Rule  9: 14b7c11142, Class:  1, CF:0.768914, Len: 10, Fitness_tra: 65
Rule 10: 21b1f31211, Class:  0, CF:  1, Len: 10, Fitness_tra: 48
Rule 11: 1511191272, Class:  0, CF:0.275686, Len: 10, Fitness_tra: 43
Rule 12: 7711ce7742, Class:  1, CF:0.998279, Len: 10, Fitness_tra: -64
Rule 13: 7142c11b21, Class:  1, CF:0.958707, Len: 10, Fitness_tra: 35
Rule 14: b141517124, Class:  1, CF:0.999735, Len: 10, Fitness_tra: 15
Rule 15: 4b2112477b, Class:  1, CF:0.991915, Len: 10, Fitness_tra: 15
Rule 16: b711517b2b, Class:  1, CF:0.995757, Len: 10, Fitness_tra: 13
Rule 17: b744551271, Class:  1, CF:0.990726, Len: 10, Fitness_tra: -15
Rule 18: 254181227b, Class:  1, CF:0.999283, Len: 10, Fitness_tra: 3
Rule 19: 74121a1b12, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 20: b427231b72, Class:  0, CF:0.112629, Len: 10, Fitness_tra: 1
Rule 21: 7442551414, Class:  1, CF:0.967528, Len: 10, Fitness_tra: 3
Rule 22: b47b131774, Class:  0, CF:0.259961, Len: 10, Fitness_tra: 1
Rule 23: 4771134bb7, Class:  0, CF:0.409601, Len: 10, Fitness_tra: 1
Rule 24: b2111f4147, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 25: 7217132c51, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 1b2b514212, Class:  1, CF:0.997595, Len: 10, Fitness_tra: 0
Rule 27: 7172cfb2b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 422b13b724, Class:  1, CF:0.159228, Len: 10, Fitness_tra: 0
Rule 29: 7447532b27, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 30: 2c2b1e4411, Class:  1, CF:0.660912, Len: 10, Fitness_tra: 0
Rule 31: 2172817414, Class:  1, CF:0.994817, Len: 10, Fitness_tra: 0
Rule 32: 422b53b524, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: b227532b4b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 2177554b4b, Class:  1, CF:0.844628, Len: 10, Fitness_tra: 0
Rule 35: 1bb11a2147, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: 2c2116422b, Class:  0, CF:0.999986, Len: 10, Fitness_tra: 0
Rule 37: 411711b744, Class:  1, CF:0.937748, Len: 10, Fitness_tra: 0
Rule 38: b4b4167b12, Class:  0, CF:0.97352, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: b77251bbb7, Class:  1, CF:0.980953, Len: 10, Fitness_tra: 0
Rule 41: 2222517122, Class:  1, CF:0.99349, Len: 10, Fitness_tra: 0
Rule 42: 8157d1b154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 71b7831b27, Class:  1, CF:0.976018, Len: 10, Fitness_tra: 0
Rule 44: b1741f444b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 74443f71b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 71b1d34471, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 712719b247, Class:  1, CF:0.997491, Len: 10, Fitness_tra: 0
Rule 48: 24b1d17742, Class:  1, CF:0.999378, Len: 10, Fitness_tra: 0
Rule 49: 2224812b77, Class:  1, CF:0.904977, Len: 10, Fitness_tra: 0
Rule 50: 1c4b16b588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1447ce2722, Class:  1, CF:0.808791, Len: 10, Fitness_tra: 0
Rule 52: 4b24d52422, Class:  1, CF:0.9999, Len: 10, Fitness_tra: 0
Rule 53: 1447c12422, Class:  1, CF:0.995798, Len: 10, Fitness_tra: 0
Rule 54: 7712561bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2442c9b221, Class:  1, CF:0.993565, Len: 10, Fitness_tra: 0
Rule 56: 25b7837b11, Class:  1, CF:0.882399, Len: 10, Fitness_tra: 0
Rule 57: 14b72a147b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 15c1912d84, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 42811f7931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2424d3747b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 21bb5322b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 4b74162722, Class:  0, CF:0.923763, Len: 10, Fitness_tra: 0
Rule 63: 214b664111, Class:  0, CF:0.986828, Len: 10, Fitness_tra: 0
Rule 64: 2212962211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 241b5347b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 112b412b77, Class:  1, CF:0.819697, Len: 10, Fitness_tra: 0
Rule 67: 12722fb744, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: b217281bb4, Class:  1, CF:0.325501, Len: 10, Fitness_tra: 8
Rule 69: 1b74d12bb1, Class:  1, CF:0.937622, Len: 10, Fitness_tra: 0
Rule 70: 4cb225117b, Class:  1, CF:0.077962, Len: 10, Fitness_tra: 0
Rule 71: 1c24817111, Class:  0, CF:0.00266138, Len: 10, Fitness_tra: 0
Rule 72: 41b2832427, Class:  1, CF:0.995241, Len: 10, Fitness_tra: 0
Rule 73: 72bb15272b, Class:  1, CF:0.856717, Len: 10, Fitness_tra: 0
Rule 74: 1227c1714b, Class:  1, CF:0.924394, Len: 10, Fitness_tra: 0
Rule 75: 7b2b137712, Class:  1, CF:0.642736, Len: 10, Fitness_tra: 0
Rule 76: 4122231bb7, Class:  1, CF:0.251738, Len: 10, Fitness_tra: 0
Rule 77: 42b18f14bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4127e321b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1c11d67829, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2147332252, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: b112254722, Class:  1, CF:0.973317, Len: 10, Fitness_tra: 0
Rule 82: bb7b25227b, Class:  1, CF:0.999459, Len: 10, Fitness_tra: 0
Rule 83: 7227554744, Class:  1, CF:0.914747, Len: 10, Fitness_tra: 0
Rule 84: 74b1197b22, Class:  1, CF:0.992336, Len: 10, Fitness_tra: 0
Rule 85: 211235b842, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 86: 1214594172, Class:  0, CF:0.232573, Len: 10, Fitness_tra: 100
Rule 87: 211751b151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 2442d1b171, Class:  1, CF:0.971493, Len: 10, Fitness_tra: 0
Rule 89: 118481b112, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: b472552247, Class:  1, CF:0.996754, Len: 10, Fitness_tra: 0
Rule 91: 121711b241, Class:  1, CF:0.829035, Len: 10, Fitness_tra: 47
Rule 92: b1611f412b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 12228f24b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 74443b71b2, Class:  0, CF:0.429905, Len: 10, Fitness_tra: 0
Rule 95: 1c275b2153, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 21778314d1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 11729f4711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: bb4125b212, Class:  1, CF:0.999852, Len: 10, Fitness_tra: 35
Rule 99: 45b29d118b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 1027514b2b, Class:  1, CF:0.73462, Len:  9, Fitness_tra: 0
------Current------
Miss_rate(tra)	:52.7857
------Result------
Miss_rate(tra)	:52.7857
Miss_rate(tst)	:17.0018
ARL				:9.8764

------Generation 1------
Rule  1: 1217112311, Class:  0, CF:0.910097, Len: 10, Fitness_tra: 3269
Rule  2: 14111d7142, Class:  1, CF:0.926464, Len: 10, Fitness_tra: 2463
Rule  3: b14125b277, Class:  1, CF:0.999464, Len: 10, Fitness_tra: 570
Rule  4: 721123b222, Class:  1, CF:0.997983, Len: 10, Fitness_tra: 229
Rule  5: 7117117224, Class:  1, CF:0.994917, Len: 10, Fitness_tra: 89
Rule  6: 1411137127, Class:  1, CF:0.71915, Len: 10, Fitness_tra: 117
Rule  7: 444b81141b, Class:  1, CF:0.984345, Len: 10, Fitness_tra: 95
Rule  8: b441831222, Class:  1, CF:0.999719, Len: 10, Fitness_tra: 75
Rule  9: 14b7c11142, Class:  1, CF:0.768914, Len: 10, Fitness_tra: 65
Rule 10: 21b1f31211, Class:  0, CF:  1, Len: 10, Fitness_tra: 48
Rule 11: 1511191272, Class:  0, CF:0.275686, Len: 10, Fitness_tra: 43
Rule 12: 7711ce7742, Class:  1, CF:0.998279, Len: 10, Fitness_tra: -64
Rule 13: 7142c11b21, Class:  1, CF:0.958707, Len: 10, Fitness_tra: 35
Rule 14: b141517124, Class:  1, CF:0.999735, Len: 10, Fitness_tra: 15
Rule 15: 4b2112477b, Class:  1, CF:0.991915, Len: 10, Fitness_tra: 15
Rule 16: b711517b2b, Class:  1, CF:0.995757, Len: 10, Fitness_tra: 13
Rule 17: b744551271, Class:  1, CF:0.990726, Len: 10, Fitness_tra: -15
Rule 18: 254181227b, Class:  1, CF:0.999283, Len: 10, Fitness_tra: 3
Rule 19: 74121a1b12, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 20: b427231b72, Class:  0, CF:0.112629, Len: 10, Fitness_tra: 1
Rule 21: 7442551414, Class:  1, CF:0.967528, Len: 10, Fitness_tra: 3
Rule 22: b47b131774, Class:  0, CF:0.259961, Len: 10, Fitness_tra: 1
Rule 23: 4771134bb7, Class:  0, CF:0.409601, Len: 10, Fitness_tra: 1
Rule 24: b2111f4147, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 25: 7217132c51, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 1b2b514212, Class:  1, CF:0.997595, Len: 10, Fitness_tra: 0
Rule 27: 7172cfb2b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 422b13b724, Class:  1, CF:0.159228, Len: 10, Fitness_tra: 0
Rule 29: 7447532b27, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 30: 2c2b1e4411, Class:  1, CF:0.660912, Len: 10, Fitness_tra: 0
Rule 31: 2172817414, Class:  1, CF:0.994817, Len: 10, Fitness_tra: 0
Rule 32: 422b53b524, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: b227532b4b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 2177554b4b, Class:  1, CF:0.844628, Len: 10, Fitness_tra: 0
Rule 35: 1bb11a2147, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: 2c2116422b, Class:  0, CF:0.999986, Len: 10, Fitness_tra: 0
Rule 37: 411711b744, Class:  1, CF:0.937748, Len: 10, Fitness_tra: 0
Rule 38: b4b4167b12, Class:  0, CF:0.97352, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: b77251bbb7, Class:  1, CF:0.980953, Len: 10, Fitness_tra: 0
Rule 41: 2222517122, Class:  1, CF:0.99349, Len: 10, Fitness_tra: 0
Rule 42: 8157d1b154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 71b7831b27, Class:  1, CF:0.976018, Len: 10, Fitness_tra: 0
Rule 44: b1741f444b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 74443f71b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 71b1d34471, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 712719b247, Class:  1, CF:0.997491, Len: 10, Fitness_tra: 0
Rule 48: 24b1d17742, Class:  1, CF:0.999378, Len: 10, Fitness_tra: 0
Rule 49: 2224812b77, Class:  1, CF:0.904977, Len: 10, Fitness_tra: 0
Rule 50: 1c4b16b588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1447ce2722, Class:  1, CF:0.808791, Len: 10, Fitness_tra: 0
Rule 52: 4b24d52422, Class:  1, CF:0.9999, Len: 10, Fitness_tra: 0
Rule 53: 1447c12422, Class:  1, CF:0.995798, Len: 10, Fitness_tra: 0
Rule 54: 7712561bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2442c9b221, Class:  1, CF:0.993565, Len: 10, Fitness_tra: 0
Rule 56: 25b7837b11, Class:  1, CF:0.882399, Len: 10, Fitness_tra: 0
Rule 57: 14b72a147b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 15c1912d84, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 42811f7931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2424d3747b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 21bb5322b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 4b74162722, Class:  0, CF:0.923763, Len: 10, Fitness_tra: 0
Rule 63: 214b664111, Class:  0, CF:0.986828, Len: 10, Fitness_tra: 0
Rule 64: 2212962211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 241b5347b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 112b412b77, Class:  1, CF:0.819697, Len: 10, Fitness_tra: 0
Rule 67: 12722fb744, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: b217281bb4, Class:  1, CF:0.325501, Len: 10, Fitness_tra: 8
Rule 69: 1b74d12bb1, Class:  1, CF:0.937622, Len: 10, Fitness_tra: 0
Rule 70: 4cb225117b, Class:  1, CF:0.077962, Len: 10, Fitness_tra: 0
Rule 71: 1c24817111, Class:  0, CF:0.00266138, Len: 10, Fitness_tra: 0
Rule 72: 41b2832427, Class:  1, CF:0.995241, Len: 10, Fitness_tra: 0
Rule 73: 72bb15272b, Class:  1, CF:0.856717, Len: 10, Fitness_tra: 0
Rule 74: 1227c1714b, Class:  1, CF:0.924394, Len: 10, Fitness_tra: 0
Rule 75: 7b2b137712, Class:  1, CF:0.642736, Len: 10, Fitness_tra: 0
Rule 76: 4122231bb7, Class:  1, CF:0.251738, Len: 10, Fitness_tra: 0
Rule 77: 42b18f14bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4127e321b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1c11d67829, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2147332252, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: b112254722, Class:  1, CF:0.973317, Len: 10, Fitness_tra: 0
Rule 82: bb7b25227b, Class:  1, CF:0.999459, Len: 10, Fitness_tra: 0
Rule 83: 7227554744, Class:  1, CF:0.914747, Len: 10, Fitness_tra: 0
Rule 84: 74b1197b22, Class:  1, CF:0.992336, Len: 10, Fitness_tra: 0
Rule 85: 211235b842, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 86: 1214594172, Class:  0, CF:0.232573, Len: 10, Fitness_tra: 100
Rule 87: 211751b151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 2442d1b171, Class:  1, CF:0.971493, Len: 10, Fitness_tra: 0
Rule 89: 118481b112, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: b472552247, Class:  1, CF:0.996754, Len: 10, Fitness_tra: 0
Rule 91: 121711b241, Class:  1, CF:0.829035, Len: 10, Fitness_tra: 47
Rule 92: b1611f412b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 12228f24b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 74443b71b2, Class:  0, CF:0.429905, Len: 10, Fitness_tra: 0
Rule 95: 1c275b2153, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 21778314d1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 11729f4711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: bb4125b212, Class:  1, CF:0.999852, Len: 10, Fitness_tra: 35
Rule 99: 45b29d118b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 1027514b2b, Class:  1, CF:0.73462, Len:  9, Fitness_tra: 0
------Current------
Miss_rate(tra)	:52.7857
------Result------
Miss_rate(tra)	:52.7857
Miss_rate(tst)	:17.0018
ARL				:9.8764

------Generation 2------
Rule  1: 1217112311, Class:  0, CF:0.910097, Len: 10, Fitness_tra: 3269
Rule  2: 14111d7142, Class:  1, CF:0.926464, Len: 10, Fitness_tra: 2493
Rule  3: b14125b277, Class:  1, CF:0.999464, Len: 10, Fitness_tra: 589
Rule  4: 721123b222, Class:  1, CF:0.997983, Len: 10, Fitness_tra: 229
Rule  5: 1411137127, Class:  1, CF:0.71915, Len: 10, Fitness_tra: 117
Rule  6: 1214594172, Class:  0, CF:0.232573, Len: 10, Fitness_tra: 106
Rule  7: 444b81141b, Class:  1, CF:0.984345, Len: 10, Fitness_tra: 95
Rule  8: 7117117224, Class:  1, CF:0.994917, Len: 10, Fitness_tra: 89
Rule  9: b441831222, Class:  1, CF:0.999719, Len: 10, Fitness_tra: 75
Rule 10: 14b7c11142, Class:  1, CF:0.768914, Len: 10, Fitness_tra: 65
Rule 11: 21b1f31211, Class:  0, CF:  1, Len: 10, Fitness_tra: 48
Rule 12: 121711b241, Class:  1, CF:0.829035, Len: 10, Fitness_tra: 47
Rule 13: 1511191272, Class:  0, CF:0.275686, Len: 10, Fitness_tra: 43
Rule 14: bb4125b212, Class:  1, CF:0.999852, Len: 10, Fitness_tra: -37
