------Generation 0------
Rule  1: b14221bb12, Class:  1, CF:0.946657, Len: 10, Fitness_tra: 0
Rule 39: 24b25e4471, Class:  1, CF:0.961175, Len: 10, Fitness_tra: 0
Rule 40: 2512214982, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: 1b44854111, Class:  1, CF:0.652285, Len: 10, Fitness_tra: -350
Rule 42: 12b4552b27, Class:  0, CF:0.435717, Len: 10, Fitness_tra: 0
Rule 43: 21c731b511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 44: 44478e471b, Class:  1, CF:0.899181, Len: 10, Fitness_tra: 0
Rule 45: 7744514147, Class:  1, CF:0.998744, Len: 10, Fitness_tra: 0
Rule 46: 22712a7111, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 47: 1c2b23bb12, Class:  0, CF:0.00483287, Len: 10, Fitness_tra: 0
Rule 48: 1741892227, Class:  1, CF:0.999647, Len: 10, Fitness_tra: 21
Rule 49: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 754b1177b7, Class:  1, CF:0.329878, Len: 10, Fitness_tra: 0
Rule 51: 4414557122, Class:  1, CF:0.94168, Len: 10, Fitness_tra: 0
Rule 52: 2144d1b188, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 17725921b7, Class:  1, CF:0.487092, Len: 10, Fitness_tra: 0
Rule 54: 7b2b132b24, Class:  1, CF:0.622324, Len: 10, Fitness_tra: 0
Rule 55: 2427191214, Class:  1, CF:0.976874, Len: 10, Fitness_tra: 4
Rule 56: 21418e2b7b, Class:  1, CF:0.994508, Len: 10, Fitness_tra: 0
Rule 57: 2542217111, Class:  1, CF:0.721121, Len: 10, Fitness_tra: 0
Rule 58: 122111777b, Class:  1, CF:0.859834, Len: 10, Fitness_tra: 0
Rule 59: 277b83b712, Class:  1, CF:0.955274, Len: 10, Fitness_tra: 0
Rule 60: 4b7b59b744, Class:  1, CF:0.998738, Len: 10, Fitness_tra: 0
Rule 61: b7741a4472, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 7b211f7124, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: b24b264bb4, Class:  0, CF:0.991165, Len: 10, Fitness_tra: 0
Rule 64: 1b72412427, Class:  1, CF:0.997559, Len: 10, Fitness_tra: 0
Rule 65: c3142d4311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 741789b777, Class:  1, CF:0.921573, Len: 10, Fitness_tra: -2
Rule 67: c3d215be31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 14128a1217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 414b314181, Class:  1, CF:0.997115, Len: 10, Fitness_tra: 0
Rule 70: b1b1c9b722, Class:  1, CF:0.999502, Len: 10, Fitness_tra: 0
Rule 71: 1c42537222, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 2111937447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b2b2cdb12b, Class:  1, CF:0.965023, Len: 10, Fitness_tra: 0
Rule 74: 1a17c3bff1, Class:  1, CF:0.425225, Len: 10, Fitness_tra: -40
Rule 75: 27721e1772, Class:  1, CF:0.995073, Len: 10, Fitness_tra: 0
Rule 76: 7124c61bb1, Class:  1, CF:0.919255, Len: 10, Fitness_tra: 0
Rule 77: 14112fb712, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: c21b5a7d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 2b7b8e71b1, Class:  1, CF:0.96669, Len: 10, Fitness_tra: 0
Rule 80: 4511154422, Class:  1, CF:0.990338, Len: 10, Fitness_tra: 5
Rule 81: 4d24852121, Class:  1, CF:0.882267, Len: 10, Fitness_tra: 0
Rule 82: 27721e7214, Class:  1, CF:0.996529, Len: 10, Fitness_tra: 0
Rule 83: 2572bc1224, Class:  1, CF:0.999458, Len: 10, Fitness_tra: 394
Rule 84: 7474831222, Class:  1, CF:0.999459, Len: 10, Fitness_tra: 0
Rule 85: 147219b117, Class:  1, CF:0.191629, Len: 10, Fitness_tra: -131
Rule 86: 00004c0c00, Class:  1, CF:0.998535, Len:  3, Fitness_tra: 742
Rule 87: 712b53b771, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 274b234b47, Class:  1, CF:0.50799, Len: 10, Fitness_tra: 0
Rule 89: 421745b217, Class:  1, CF:0.918095, Len: 10, Fitness_tra: 0
Rule 90: 7111111712, Class:  1, CF:0.961436, Len: 10, Fitness_tra: -621
Rule 91: 112215247b, Class:  1, CF:0.949232, Len: 10, Fitness_tra: 0
Rule 92: b47783427b, Class:  1, CF:0.986583, Len: 10, Fitness_tra: 0
Rule 93: 7b4723bb2b, Class:  1, CF:0.750896, Len: 10, Fitness_tra: 0
Rule 94: 4411911227, Class:  1, CF:0.999373, Len: 10, Fitness_tra: 238
Rule 95: 124b211777, Class:  1, CF:0.618125, Len: 10, Fitness_tra: -33
Rule 96: 4247df442b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1112114171, Class:  1, CF:0.532303, Len: 10, Fitness_tra: -103
Rule 98: 4c1b1127b7, Class:  1, CF:0.516256, Len: 10, Fitness_tra: 0
Rule 99: 114291b727, Class:  1, CF:0.959478, Len: 10, Fitness_tra: 0
Rule100: 2212514911, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:99.7346
------Result------
Miss_rate(tra)	:99.7346
Miss_rate(tst)	:99.4526
ARL				:9.8046

------Generation 0------
Rule  1: 00004c0c00, Class:  1, CF:0.998535, Len:  3, Fitness_tra: 749
Rule  2: 2572bc1224, Class:  1, CF:0.999458, Len: 10, Fitness_tra: 387
Rule  3: 4411911227, Class:  1, CF:0.999373, Len: 10, Fitness_tra: 314
Rule  4: 722181b22b, Class:  1, CF:0.99967, Len: 10, Fitness_tra: 54
Rule  5: 1741892227, Class:  1, CF:0.999647, Len: 10, Fitness_tra: 40
Rule  6: 4871214477, Class:  1, CF:0.984782, Len: 10, Fitness_tra: 6
Rule  7: 4511154422, Class:  1, CF:0.990338, Len: 10, Fitness_tra: 7
Rule  8: 2427191214, Class:  1, CF:0.976874, Len: 10, Fitness_tra: -412
Rule  9: 22712a7111, Class:  0, CF:  1, Len: 10, Fitness_tra: 3
Rule 10: b441517144, Class:  1, CF:0.999663, Len: 10, Fitness_tra: 2
Rule 11: 4717131447, Class:  1, CF:0.782051, Len: 10, Fitness_tra: -57
Rule 12: 1514157511, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 13: b14221bb12, Class:  1, CF:0.946657, Len: 10, Fitness_tra: 0
Rule 14: 2212514911, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 15: 7c222eb122, Class:  1, CF:0.946652, Len: 10, Fitness_tra: 0
Rule 16: 74b45311b4, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 17: b2178a1222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 8e12c521e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 724429bbb1, Class:  0, CF:0.141158, Len: 10, Fitness_tra: 0
Rule 20: 231211b118, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 21: 211436741b, Class:  0, CF:0.746722, Len: 10, Fitness_tra: 0
Rule 22: 27226f2bb7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 23: 7147d5247b, Class:  1, CF:0.996917, Len: 10, Fitness_tra: 0
Rule 24: 2477c14442, Class:  1, CF:0.997916, Len: 10, Fitness_tra: 0
Rule 25: 4127c12318, Class:  1, CF:0.99993, Len: 10, Fitness_tra: 0
Rule 26: 4244192b2b, Class:  1, CF:0.500989, Len: 10, Fitness_tra: 0
Rule 27: b2b4861b44, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 1441d34b41, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 29: b417832241, Class:  1, CF:0.952958, Len: 10, Fitness_tra: 0
Rule 30: 224723b14b, Class:  1, CF:0.893037, Len: 10, Fitness_tra: 0
Rule 31: 1ccb1a1559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b42b257241, Class:  1, CF:0.99331, Len: 10, Fitness_tra: 0
Rule 33: 88821f2952, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 77772317b1, Class:  1, CF:0.19841, Len: 10, Fitness_tra: 0
Rule 35: b211664427, Class:  0, CF:0.997129, Len: 10, Fitness_tra: 0
Rule 36: bb7246bb22, Class:  0, CF:0.795942, Len: 10, Fitness_tra: 0
Rule 37: 7124d64411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 114291b727, Class:  1, CF:0.959478, Len: 10, Fitness_tra: 0
Rule 39: 24b25e4471, Class:  1, CF:0.961175, Len: 10, Fitness_tra: 0
Rule 40: 2512214982, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: 12b4552b27, Class:  0, CF:0.435717, Len: 10, Fitness_tra: 2
Rule 42: 21c731b511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 44478e471b, Class:  1, CF:0.899181, Len: 10, Fitness_tra: 0
Rule 44: 7744514147, Class:  1, CF:0.998744, Len: 10, Fitness_tra: 0
Rule 45: 11b48f1bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1c2b23bb12, Class:  0, CF:0.00483287, Len: 10, Fitness_tra: 0
Rule 47: 14b7137227, Class:  1, CF:0.899815, Len: 10, Fitness_tra: 0
Rule 48: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 754b1177b7, Class:  1, CF:0.329878, Len: 10, Fitness_tra: 0
Rule 50: 4414557122, Class:  1, CF:0.94168, Len: 10, Fitness_tra: 0
Rule 51: 2144d1b188, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 17725921b7, Class:  1, CF:0.487092, Len: 10, Fitness_tra: -53
Rule 53: 7b2b132b24, Class:  1, CF:0.622324, Len: 10, Fitness_tra: 0
Rule 54: 4724531b22, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 21418e2b7b, Class:  1, CF:0.994508, Len: 10, Fitness_tra: 0
Rule 56: 2542217111, Class:  1, CF:0.721121, Len: 10, Fitness_tra: -35
Rule 57: 122111777b, Class:  1, CF:0.859834, Len: 10, Fitness_tra: -308
Rule 58: 277b83b712, Class:  1, CF:0.955274, Len: 10, Fitness_tra: 0
Rule 59: 4b7b59b744, Class:  1, CF:0.998738, Len: 10, Fitness_tra: 0
Rule 60: b7741a4472, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 7b211f7124, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: b24b264bb4, Class:  0, CF:0.991165, Len: 10, Fitness_tra: 0
Rule 63: 1b72412427, Class:  1, CF:0.997559, Len: 10, Fitness_tra: 0
Rule 64: c3142d4311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: c3d215be31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 14128a1217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 414b314181, Class:  1, CF:0.997115, Len: 10, Fitness_tra: 1
Rule 68: b1b1c9b722, Class:  1, CF:0.999502, Len: 10, Fitness_tra: 325
Rule 69: 1c42537222, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 70: 2111937447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b2b2cdb12b, Class:  1, CF:0.965023, Len: 10, Fitness_tra: 0
Rule 72: 27721e1772, Class:  1, CF:0.995073, Len: 10, Fitness_tra: 0
Rule 73: 7124c61bb1, Class:  1, CF:0.919255, Len: 10, Fitness_tra: -1
Rule 74: 14112fb712, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: c21b5a7d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 2b7b8e71b1, Class:  1, CF:0.96669, Len: 10, Fitness_tra: -11
Rule 77: 1111237b14, Class:  1, CF:0.933129, Len: 10, Fitness_tra: 220
Rule 78: 4d24852121, Class:  1, CF:0.882267, Len: 10, Fitness_tra: -1
Rule 79: 27721e7214, Class:  1, CF:0.996529, Len: 10, Fitness_tra: 0
Rule 80: 2147aa19dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 42b21e2b72, Class:  1, CF:0.79304, Len: 10, Fitness_tra: 0
Rule 82: 22478311b1, Class:  1, CF:0.931145, Len: 10, Fitness_tra: -11
Rule 83: c1c425b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: c124137c85, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 85: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 4427332b71, Class:  0, CF:0.799116, Len: 10, Fitness_tra: 2
Rule 87: 7174962222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 2241c5227b, Class:  1, CF:0.996541, Len: 10, Fitness_tra: 3
Rule 89: 471125bb7b, Class:  1, CF:0.982329, Len: 10, Fitness_tra: 583
Rule 90: 122b897172, Class:  1, CF:0.563466, Len: 10, Fitness_tra: -18
Rule 91: 1415b34122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: c474231b11, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 247b19b214, Class:  1, CF:0.98759, Len: 10, Fitness_tra: 0
Rule 94: 471b13144c, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 95: 211b86571b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 27b2cda14b, Class:  1, CF:0.972852, Len: 10, Fitness_tra: -1096
Rule 97: 1142c12821, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 27712a7111, Class:  0, CF:  1, Len: 10, Fitness_tra: 18
Rule 99: 4247cf472b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 114291b727, Class:  1, CF:0.959478, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:99.4795
------Result------
Miss_rate(tra)	:99.4795
Miss_rate(tst)	:99.0876
ARL				:9.79012

------Generation 1------
Rule  1: 00004c0c00, Class:  1, CF:0.998535, Len:  3, Fitness_tra: 749
Rule  2: 471125bb7b, Class:  1, CF:0.982329, Len: 10, Fitness_tra: 1575
Rule  3: 2572bc1224, Class:  1, CF:0.999458, Len: 10, Fitness_tra: 296
Rule  4: b1b1c9b722, Class:  1, CF:0.999502, Len: 10, Fitness_tra: 305
Rule  5: 4411911227, Class:  1, CF:0.999373, Len: 10, Fitness_tra: 316
Rule  6: 1111237b14, Class:  1, CF:0.933129, Len: 10, Fitness_tra: 139
Rule  7: 722181b22b, Class:  1, CF:0.99967, Len: 10, Fitness_tra: 21
Rule  8: 1741892227, Class:  1, CF:0.999647, Len: 10, Fitness_tra: 38
Rule  9: 27712a7111, Class:  0, CF:  1, Len: 10, Fitness_tra: 18
Rule 10: 4511154422, Class:  1, CF:0.990338, Len: 10, Fitness_tra: 6
Rule 11: 4871214477, Class:  1, CF:0.984782, Len: 10, Fitness_tra: 1
Rule 12: 22712a7111, Class:  0, CF:  1, Len: 10, Fitness_tra: 3
Rule 13: 2241c5227b, Class:  1, CF:0.996541, Len: 10, Fitness_tra: 1
Rule 14: b441517144, Class:  1, CF:0.999663, Len: 10, Fitness_tra: 0
Rule 15: 12b4552b27, Class:  0, CF:0.435717, Len: 10, Fitness_tra: 21
Rule 16: 4427332b71, Class:  0, CF:0.799116, Len: 10, Fitness_tra: 2
Rule 17: c124137c85, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 18: 414b314181, Class:  1, CF:0.997115, Len: 10, Fitness_tra: 0
Rule 19: 1514157511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 471b13144c, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 21: 114291b727, Class:  1, CF:0.959478, Len:  0, Fitness_tra: 0
Rule 22: 27226f2bb7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 23: 7147d5247b, Class:  1, CF:0.996917, Len: 10, Fitness_tra: 0
Rule 24: 2477c14442, Class:  1, CF:0.997916, Len: 10, Fitness_tra: 0
Rule 25: 4127c12318, Class:  1, CF:0.99993, Len: 10, Fitness_tra: 0
Rule 26: 4244192b2b, Class:  1, CF:0.500989, Len: 10, Fitness_tra: 0
Rule 27: b2b4861b44, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 1441d34b41, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 29: b417832241, Class:  1, CF:0.952958, Len: 10, Fitness_tra: -3
Rule 30: 224723b14b, Class:  1, CF:0.893037, Len: 10, Fitness_tra: 0
Rule 31: 1ccb1a1559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b42b257241, Class:  1, CF:0.99331, Len: 10, Fitness_tra: 0
Rule 33: 88821f2952, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 77772317b1, Class:  1, CF:0.19841, Len: 10, Fitness_tra: 0
Rule 35: b211664427, Class:  0, CF:0.997129, Len: 10, Fitness_tra: 2
Rule 36: bb7246bb22, Class:  0, CF:0.795942, Len: 10, Fitness_tra: 0
Rule 37: 7124d64411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 114291b727, Class:  1, CF:0.959478, Len: 10, Fitness_tra: 0
Rule 39: 24b25e4471, Class:  1, CF:0.961175, Len: 10, Fitness_tra: 0
Rule 40: 2512214982, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: 4247cf472b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 21c731b511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 44478e471b, Class:  1, CF:0.899181, Len: 10, Fitness_tra: 0
Rule 44: 7744514147, Class:  1, CF:0.998744, Len: 10, Fitness_tra: 0
Rule 45: 11b48f1bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1c2b23bb12, Class:  0, CF:0.00483287, Len: 10, Fitness_tra: 0
Rule 47: 14b7137227, Class:  1, CF:0.899815, Len: 10, Fitness_tra: 0
Rule 48: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 754b1177b7, Class:  1, CF:0.329878, Len: 10, Fitness_tra: 0
Rule 50: 4414557122, Class:  1, CF:0.94168, Len: 10, Fitness_tra: 0
Rule 51: 2144d1b188, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 211436741b, Class:  0, CF:0.746722, Len: 10, Fitness_tra: 1
Rule 53: 7b2b132b24, Class:  1, CF:0.622324, Len: 10, Fitness_tra: 0
Rule 54: 4724531b22, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 21418e2b7b, Class:  1, CF:0.994508, Len: 10, Fitness_tra: 0
Rule 56: 1142c12821, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 277b83b712, Class:  1, CF:0.955274, Len: 10, Fitness_tra: 0
Rule 58: 4b7b59b744, Class:  1, CF:0.998738, Len: 10, Fitness_tra: 0
Rule 59: b7741a4472, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 60: 7b211f7124, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 61: b24b264bb4, Class:  0, CF:0.991165, Len: 10, Fitness_tra: 0
Rule 62: 1b72412427, Class:  1, CF:0.997559, Len: 10, Fitness_tra: 0
Rule 63: c3142d4311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: c3d215be31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 14128a1217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: b14221bb12, Class:  1, CF:0.946657, Len: 10, Fitness_tra: -2
Rule 67: 2212514911, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 1c42537222, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 2111937447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b2b2cdb12b, Class:  1, CF:0.965023, Len: 10, Fitness_tra: 0
Rule 71: 27721e1772, Class:  1, CF:0.995073, Len: 10, Fitness_tra: 0
Rule 72: 211b86571b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 14112fb712, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: c21b5a7d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 7c222eb122, Class:  1, CF:0.946652, Len: 10, Fitness_tra: 0
Rule 76: 27721e7214, Class:  1, CF:0.996529, Len: 10, Fitness_tra: 0
Rule 77: 2147aa19dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 42b21e2b72, Class:  1, CF:0.79304, Len: 10, Fitness_tra: 0
Rule 79: c1c425b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 74b45311b4, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 1e121dbe15, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 141b817442, Class:  1, CF:0.982945, Len: 10, Fitness_tra: -19
Rule 83: 4247517222, Class:  1, CF:0.998846, Len: 10, Fitness_tra: 0
Rule 84: 2cbbd92421, Class:  1, CF:0.945145, Len: 10, Fitness_tra: 0
Rule 85: 44142e1127, Class:  1, CF:0.826222, Len: 10, Fitness_tra: -2438
Rule 86: 1c241d144b, Class:  1, CF:0.741442, Len: 10, Fitness_tra: -494
Rule 87: b177857b71, Class:  1, CF:0.967392, Len: 10, Fitness_tra: -5
Rule 88: 1127831515, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 7b428111b7, Class:  1, CF:0.996756, Len: 10, Fitness_tra: 37
Rule 90: 2c22917d85, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 14128a1e14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 4b7b59b744, Class:  1, CF:0.998738, Len:  0, Fitness_tra: 0
Rule 93: 1244c02bbb, Class:  1, CF:0.246268, Len:  9, Fitness_tra: -27
Rule 94: b871214241, Class:  1, CF:0.991524, Len: 10, Fitness_tra: 59
Rule 95: 473b13434c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 47b2ce2b72, Class:  1, CF:0.993655, Len: 10, Fitness_tra: 0
Rule 97: 2147aa14dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2447a34926, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 47cd2c4210, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 29118d2b7d, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:99.2447
------Result------
Miss_rate(tra)	:99.2447
Miss_rate(tst)	:98.3577
ARL				:9.77778

------Generation 2------
Rule  1: 00004c0c00, Class:  1, CF:0.998535, Len:  3, Fitness_tra: 749
Rule  2: 471125bb7b, Class:  1, CF:0.982329, Len: 10, Fitness_tra: 1575
Rule  3: 2572bc1224, Class:  1, CF:0.999458, Len: 10, Fitness_tra: 296
Rule  4: b1b1c9b722, Class:  1, CF:0.999502, Len: 10, Fitness_tra: 305
Rule  5: 4411911227, Class:  1, CF:0.999373, Len: 10, Fitness_tra: 316
Rule  6: 1111237b14, Class:  1, CF:0.933129, Len: 10, Fitness_tra: 139
Rule  7: 722181b22b, Class:  1, CF:0.99967, Len: 10, Fitness_tra: 21
Rule  8: 1741892227, Class:  1, CF:0.999647, Len: 10, Fitness_tra: 38
Rule  9: 27712a7111, Class:  0, CF:  1, Len: 10, Fitness_tra: 18
Rule 10: 4511154422, Class:  1, CF:0.990338, Len: 10, Fitness_tra: 6
Rule 11: 4871214477, Class:  1, CF:0.984782, Len: 10, Fitness_tra: 1
Rule 12: 22712a7111, Class:  0, CF:  1, Len: 10, Fitness_tra: 3
Rule 13: 2241c5227b, Class:  1, CF:0.996541, Len: 10, Fitness_tra: 1
Rule 14: b441517144, Class:  1, CF:0.999663, Len: 10, Fitness_tra: 0
