------Generation 0------
Rule  1: 18615b8bb, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 46: 00d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000d000b0, Class:  6, CF:0.952428, Len:  2, Fitness_tra: 6
Rule 50: 005040000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 009500005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00a000000, Class:  6, CF:0.0621304, Len:  1, Fitness_tra: 0
Rule 55: d00000d00, Class:  1, CF:0.900105, Len:  2, Fitness_tra: 0
Rule 56: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: d00000d00, Class:  1, CF:0.900105, Len:  2, Fitness_tra: 0
Rule 60: 440000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 151151cbb, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 62: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: c5b951211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 00d000d00, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 67: 0c00e000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0d0700000, Class:  6, CF:0.274012, Len:  2, Fitness_tra: -8
Rule 69: 292194112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 300000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000020000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 117d92257, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c21114121, Class:  6, CF:0.959078, Len:  9, Fitness_tra: 0
Rule 77: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 81e294147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 500000000, Class:  1, CF:0.652843, Len:  1, Fitness_tra: -1
Rule 80: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 090000000, Class:  5, CF:0.559203, Len:  1, Fitness_tra: 1
Rule 84: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00a000000, Class:  6, CF:0.0621304, Len:  1, Fitness_tra: 0
Rule 87: 009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000bd0, Class:  6, CF:0.543512, Len:  2, Fitness_tra: 0
Rule 90: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 18e892c72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 090000000, Class:  5, CF:0.559203, Len:  1, Fitness_tra: 0
Rule 93: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 216cd7141, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 95: 00a000000, Class:  6, CF:0.0621304, Len:  1, Fitness_tra: 0
Rule 96: 4195d7c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 5de214871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00a000000, Class:  6, CF:0.0621304, Len:  1, Fitness_tra: 0
Rule 99: 8232112b2, Class:  4, CF:0.826101, Len:  9, Fitness_tra: 0
Rule100: 81111257b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:82.4561
------Result------
Miss_rate(tra)	:82.4561
Miss_rate(tst)	:81.3953
ARL				:3.76667

------Generation 0------
Rule  1: 18615b8bb, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule  2: 0c0000070, Class:  6, CF:0.764731, Len:  2, Fitness_tra: 10
Rule  3: 851314c11, Class:  6, CF:0.197943, Len:  9, Fitness_tra: -1
Rule  4: 85311b241, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule  5: 226c5717b, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule  6: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 00d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 005040000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 45e254c17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 00d000d00, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 15: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00a000000, Class:  6, CF:0.0621304, Len:  1, Fitness_tra: -8
Rule 18: 000000005, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: c1151b214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000c000, Class:  6, CF:0.827993, Len:  1, Fitness_tra: 1
Rule 23: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 121897c74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 020000305, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0000000d0, Class:  4, CF:0.0162602, Len:  1, Fitness_tra: 0
Rule 30: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000cf5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 89211b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1db312812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2c9117c7b, Class:  2, CF:0.251724, Len:  9, Fitness_tra: 0
Rule 36: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 500000500, Class:  1, CF:0.975232, Len:  2, Fitness_tra: 1
Rule 38: 0c00000b0, Class:  6, CF:0.608358, Len:  2, Fitness_tra: -6
Rule 39: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000b00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: dd0000d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d00000d00, Class:  1, CF:0.900105, Len:  2, Fitness_tra: 2
Rule 43: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: cc623b172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000d000b0, Class:  6, CF:0.952428, Len:  2, Fitness_tra: 6
Rule 50: 005040000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 009500005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00a000000, Class:  6, CF:0.0621304, Len:  1, Fitness_tra: 0
Rule 55: d00000d00, Class:  1, CF:0.900105, Len:  2, Fitness_tra: 0
Rule 56: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: d00000d00, Class:  1, CF:0.900105, Len:  2, Fitness_tra: 0
Rule 60: 440000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 151151cbb, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 62: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: c5b951211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 00d000d00, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 67: 0c00e000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0d0700000, Class:  6, CF:0.274012, Len:  2, Fitness_tra: -8
Rule 69: 292194112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 300000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000020000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 117d92257, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c21114121, Class:  6, CF:0.959078, Len:  9, Fitness_tra: 0
Rule 77: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 81e294147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 500000000, Class:  1, CF:0.652843, Len:  1, Fitness_tra: -1
Rule 80: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 090000000, Class:  5, CF:0.559203, Len:  1, Fitness_tra: 1
Rule 84: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00a000000, Class:  6, CF:0.0621304, Len:  1, Fitness_tra: 0
Rule 87: 009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000bd0, Class:  6, CF:0.543512, Len:  2, Fitness_tra: 0
Rule 90: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 18e892c72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 090000000, Class:  5, CF:0.559203, Len:  1, Fitness_tra: 0
Rule 93: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 216cd7141, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 95: 00a000000, Class:  6, CF:0.0621304, Len:  1, Fitness_tra: 0
Rule 96: 4195d7c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 5de214871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00a000000, Class:  6, CF:0.0621304, Len:  1, Fitness_tra: 0
Rule 99: 8232112b2, Class:  4, CF:0.826101, Len:  9, Fitness_tra: 0
Rule100: 81111257b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:82.4561
------Result------
Miss_rate(tra)	:82.4561
Miss_rate(tst)	:81.3953
ARL				:3.76667

------Generation 1------
Rule  1: 18615b8bb, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule  2: 0c0000070, Class:  6, CF:0.764731, Len:  2, Fitness_tra: 10
Rule  3: 851314c11, Class:  6, CF:0.197943, Len:  9, Fitness_tra: -1
Rule  4: 85311b241, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule  5: 226c5717b, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule  6: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 00d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 005040000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 45e254c17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 00d000d00, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 15: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00a000000, Class:  6, CF:0.0621304, Len:  1, Fitness_tra: -8
Rule 18: 000000005, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: c1151b214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000c000, Class:  6, CF:0.827993, Len:  1, Fitness_tra: 1
Rule 23: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 121897c74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 020000305, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0000000d0, Class:  4, CF:0.0162602, Len:  1, Fitness_tra: 0
Rule 30: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000cf5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 89211b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1db312812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2c9117c7b, Class:  2, CF:0.251724, Len:  9, Fitness_tra: 0
Rule 36: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 500000500, Class:  1, CF:0.975232, Len:  2, Fitness_tra: 1
Rule 38: 0c00000b0, Class:  6, CF:0.608358, Len:  2, Fitness_tra: -6
Rule 39: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000b00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: dd0000d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d00000d00, Class:  1, CF:0.900105, Len:  2, Fitness_tra: 2
Rule 43: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: cc623b172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000d000b0, Class:  6, CF:0.952428, Len:  2, Fitness_tra: 6
Rule 50: 005040000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 009500005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00a000000, Class:  6, CF:0.0621304, Len:  1, Fitness_tra: 0
Rule 55: d00000d00, Class:  1, CF:0.900105, Len:  2, Fitness_tra: 0
Rule 56: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: d00000d00, Class:  1, CF:0.900105, Len:  2, Fitness_tra: 0
Rule 60: 440000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 151151cbb, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 62: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: c5b951211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 00d000d00, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 67: 0c00e000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0d0700000, Class:  6, CF:0.274012, Len:  2, Fitness_tra: -8
Rule 69: 292194112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 300000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000020000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 117d92257, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c21114121, Class:  6, CF:0.959078, Len:  9, Fitness_tra: 0
Rule 77: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 81e294147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 500000000, Class:  1, CF:0.652843, Len:  1, Fitness_tra: -1
Rule 80: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 090000000, Class:  5, CF:0.559203, Len:  1, Fitness_tra: 1
Rule 84: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00a000000, Class:  6, CF:0.0621304, Len:  1, Fitness_tra: 0
Rule 87: 009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000bd0, Class:  6, CF:0.543512, Len:  2, Fitness_tra: 0
Rule 90: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 18e892c72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 090000000, Class:  5, CF:0.559203, Len:  1, Fitness_tra: 0
Rule 93: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 216cd7141, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 95: 00a000000, Class:  6, CF:0.0621304, Len:  1, Fitness_tra: 0
Rule 96: 4195d7c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 5de214871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00a000000, Class:  6, CF:0.0621304, Len:  1, Fitness_tra: 0
Rule 99: 8232112b2, Class:  4, CF:0.826101, Len:  9, Fitness_tra: 0
Rule100: 81111257b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:82.4561
------Result------
Miss_rate(tra)	:82.4561
Miss_rate(tst)	:81.3953
ARL				:3.76667

------Generation 2------
Rule  1: 0c0000070, Class:  6, CF:0.764731, Len:  2, Fitness_tra: 4
Rule  2: 000d000b0, Class:  6, CF:0.952428, Len:  2, Fitness_tra: 7
Rule  3: d00000d00, Class:  1, CF:0.900105, Len:  2, Fitness_tra: 2
Rule  4: 090000000, Class:  5, CF:0.559203, Len:  1, Fitness_tra: 0
Rule  5: 00000c000, Class:  6, CF:0.827993, Len:  1, Fitness_tra: 0
Rule  6: 500000500, Class:  1, CF:0.975232, Len:  2, Fitness_tra: 1
Rule  7: 18615b8bb, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule  8: 00d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 005040000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 45e254c17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 00d000d00, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 15: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 81111257b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000005, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: c1151b214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 8232112b2, Class:  4, CF:0.826101, Len:  9, Fitness_tra: 0
Rule 23: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 121897c74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 020000305, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0000000d0, Class:  4, CF:0.0162602, Len:  1, Fitness_tra: 0
Rule 30: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000cf5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 89211b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
