------Generation 0------
Rule  1: 11aa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 48: 31af585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 55a6112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 50: 14ff585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 316a163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 9daa916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 196a311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: e636114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e936641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 813fd1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 51fa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 58: eefa32c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 11f3933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 116f555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 156f53e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11f1f17, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 63: 316f614, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 161a3b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1d6fd21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11a3911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 411f112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 68: d11112d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 336a312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1566322, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 71: 613a15c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 2dff215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1136511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 553151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: c833121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 31a6612, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 31f11d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 51f3111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 79: 136a6d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1136531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 11633b1, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 82: 1511311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 83: 11af151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1331134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: d1ff515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 551a128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 931f1d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 13ff371, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 39fa15c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 2dfa22c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 3511616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 7716532, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 116e624, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 21aa161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11aa131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 97: 953b312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 21aa622, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 99: 31fd18c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 11f3f17, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:74.2958
------Result------
Miss_rate(tra)	:74.2958
Miss_rate(tst)	:55.8824
ARL				:5.73684

------Generation 1------
Rule  1: 0000e00, Class:  1, CF:0.964479, Len:  1, Fitness_tra: 236
Rule  2: 00000d0, Class:  0, CF:0.499781, Len:  1, Fitness_tra: 100
Rule  3: 00005e0, Class:  0, CF:  1, Len:  2, Fitness_tra: 12
Rule  4: 11aa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  5: 31fae11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 1136125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 953311c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 1a3fe88, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 1933311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 9df6163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1161128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: c5a1d85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 313a3d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 5511511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 193a612, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 116393e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 51a11e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 9a6fad8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1136121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 21: 3df6332, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11619e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 9111318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1336ad5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3163118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 153f919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1161151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1631114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 21aa128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 53163d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 93611d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 12aa113, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 33: 31ff12c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 85ff155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1ef6314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 131191c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1e3f17c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 11a6a91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1a3a621, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e511152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2136111, Class:  0, CF:  1, Len:  7, Fitness_tra: 1
Rule 42: 1336111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: e1a1e88, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 156152d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 9e31fd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3511311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 9331561, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 31af585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 55a6112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 50: 14ff585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 316a163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 9daa916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 196a311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: e636114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e936641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 813fd1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 51fa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 58: eefa32c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 11f3933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 116f555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 156f53e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11f1f17, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 63: 316f614, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 161a3b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1d6fd21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11a3911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 411f112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 68: d11112d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 336a312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1566322, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 71: 613a15c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 2dff215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1136511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 553151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: c833121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 31a6612, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 31f11d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 51f3111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 79: 136a6d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1136531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 11633b1, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 82: 1511311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 83: 11af151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1331134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: d1ff515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 551a128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 931f1d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 13ff371, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 39fa15c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 2dfa22c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 3511616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 7716532, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 116e624, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 21aa161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11aa131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 97: 953b312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 21aa622, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 99: 31fd18c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 11f3f17, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:74.2958
------Result------
Miss_rate(tra)	:74.2958
Miss_rate(tst)	:55.8824
ARL				:5.73684

------Generation 2------
Rule  1: 0000e00, Class:  1, CF:0.964479, Len:  1, Fitness_tra: 236
Rule  2: 00000d0, Class:  0, CF:0.499781, Len:  1, Fitness_tra: 100
Rule  3: 00005e0, Class:  0, CF:  1, Len:  2, Fitness_tra: 12
Rule  4: 11aa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  5: 31fae11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 1136125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 953311c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 1a3fe88, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 1933311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 9df6163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1161128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: c5a1d85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 313a3d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 5511511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 193a612, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 116393e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 51a11e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 9a6fad8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1136121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 21: 3df6332, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11619e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 9111318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1336ad5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3163118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 153f919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1161151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1631114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 21aa128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 53163d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 93611d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 12aa113, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 33: 31ff12c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 85ff155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1ef6314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
