------Generation 0------
Rule  1: 116a125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 913a118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5d61191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 13a661c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 521ae11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: e6fa322, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 3d36363, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 5000000, Class:  1, CF:0.407988, Len:  1, Fitness_tra: 161
Rule 84: 14f39c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 156f912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: eaa1318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 111f112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 89: e3631d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: e336612, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: e33fed8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 31a338c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 21f1281, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 94: 0b00000, Class:  0, CF:0.644813, Len:  1, Fitness_tra: 6
Rule 95: 3e61118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3313352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 13a161c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1113328, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 81aad15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:52.1127
------Result------
Miss_rate(tra)	:52.1127
Miss_rate(tst)	:23.5294
ARL				:3.77273

------Generation 0------
Rule  1: 116a125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: e116332, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  3: 3161311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 66f6311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 61a1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 1911651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 8213518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 3166325, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 156f421, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 10: b1af118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 6f6639c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 11aa531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 316611b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11a6119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 151a922, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000c, Class:  0, CF:0.305565, Len:  1, Fitness_tra: 23
Rule 18: 1113671, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 19: 1531dc1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 661a152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1561911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9663988, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 11a3d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 31ff1d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 13af621, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 911a933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00b0500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 33a3312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: e6a1611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 33ff112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 51af588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 3113511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 11a6982, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 9131151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11f3581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 66ff611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 25fa511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: f1a6163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 31131e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 52a3921, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 251fd88, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 13aafdc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3af1e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 6ef6352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8bff588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1c631dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 31a1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 25ff511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: e1fa185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1461125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: ddf3128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000ed0, Class:  1, CF:0.892972, Len:  2, Fitness_tra: 18
Rule 55: 13a1151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 116f588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 5d36936, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 111a411, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 59: 9161dd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: e133161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 39611dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11a1258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1133133, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 64: 1133322, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 65: 19f1515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 8111222, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 67: 0700000, Class:  0, CF:0.753917, Len:  1, Fitness_tra: 147
Rule 68: e31a18c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1513113, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 70: 91f6118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1531151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 28a6115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13faf15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11aa351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 123a712, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 77: 913a118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5d61191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 13a661c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 521ae11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: e6fa322, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 3d36363, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 5000000, Class:  1, CF:0.407988, Len:  1, Fitness_tra: 161
Rule 84: 14f39c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 156f912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: eaa1318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 111f112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 89: e3631d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: e336612, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: e33fed8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 31a338c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 21f1281, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 94: 0b00000, Class:  0, CF:0.644813, Len:  1, Fitness_tra: 6
Rule 95: 3e61118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3313352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 13a161c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1113328, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 81aad15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:52.1127
------Result------
Miss_rate(tra)	:52.1127
Miss_rate(tst)	:23.5294
ARL				:3.77273

------Generation 1------
Rule  1: 5000000, Class:  1, CF:0.407988, Len:  1, Fitness_tra: -2
Rule  2: 0700000, Class:  0, CF:0.753917, Len:  1, Fitness_tra: 104
Rule  3: 000000c, Class:  0, CF:0.305565, Len:  1, Fitness_tra: 40
Rule  4: 0000ed0, Class:  1, CF:0.892972, Len:  2, Fitness_tra: 0
Rule  5: 0b00000, Class:  0, CF:0.644813, Len:  1, Fitness_tra: 1
Rule  6: 116a125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 8213518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 3166325, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 156f421, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 10: b1af118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 6f6639c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 11aa531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 316611b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11a6119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 151a922, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: e116332, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 18: 1113671, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 19: 1531dc1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 661a152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1561911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9663988, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 11a3d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 31ff1d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 13af621, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 911a933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00b0500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 33a3312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: e6a1611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 33ff112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 51af588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 3113511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 11a6982, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 9131151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11f3581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 66ff611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 25fa511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: f1a6163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 31131e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 52a3921, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 251fd88, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 13aafdc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3af1e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 6ef6352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8bff588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1c631dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 31a1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 25ff511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: e1fa185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1461125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: ddf3128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3161311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 13a1151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 116f588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 5d36936, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 111a411, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 59: 9161dd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: e133161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 39611dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11a1258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1133133, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 64: 1133322, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 65: 19f1515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 8111222, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 67: 66f6311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: e31a18c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1513113, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 70: 91f6118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1531151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 28a6115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13faf15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11aa351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 123a712, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 77: 913a118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5d61191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 13a661c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 521ae11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000d, Class:  0, CF:  1, Len:  1, Fitness_tra: 81
Rule 82: 51a6112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 83: 63fff5b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 66a6f12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 6a1af52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 31a1312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: e3a3a12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 593195c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 63f1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 16af315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1633000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00c000c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 11a3671, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 94: 3350353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 3161118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 07d0100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0000900, Class:  1, CF:0.895329, Len:  1, Fitness_tra: 229
Rule 98: 0000010, Class:  1, CF:0.0829013, Len:  1, Fitness_tra: -1
Rule 99: 11a1d38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1003125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:51.4085
------Result------
Miss_rate(tra)	:51.4085
Miss_rate(tst)	:11.7647
ARL				:3.73913

------Generation 2------
Rule  1: 0000900, Class:  1, CF:0.895329, Len:  1, Fitness_tra: 241
Rule  2: 0700000, Class:  0, CF:0.753917, Len:  1, Fitness_tra: 109
Rule  3: 000000d, Class:  0, CF:  1, Len:  1, Fitness_tra: 81
Rule  4: 000000c, Class:  0, CF:0.305565, Len:  1, Fitness_tra: 41
Rule  5: 0b00000, Class:  0, CF:0.644813, Len:  1, Fitness_tra: 1
Rule  6: 1003125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 8213518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 3166325, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 156f421, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 10: b1af118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 6f6639c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 11aa531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 316611b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11a6119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 151a922, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: e116332, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 18: 1113671, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 19: 1531dc1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 661a152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1561911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9663988, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 11a3d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 31ff1d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 13af621, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 911a933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00b0500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 33a3312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: e6a1611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 33ff112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 51af588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 3113511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 11a6982, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 9131151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11f3581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 66ff611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
