------Generation 0------
Rule  1: 66a1a71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e2a1318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1133133, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 41: 2df652d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 3563d69, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000b30, Class:  0, CF:0.710445, Len:  2, Fitness_tra: 8
Rule 44: 183a922, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 36ffa1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 661a132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1566218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 61131e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1e61348, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 113f581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 6161184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 116a312, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 56: 131f15d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 526a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 58: 1516181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 59: 0000d00, Class:  1, CF:0.290215, Len:  1, Fitness_tra: -25
Rule 60: 36aa151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 5266111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 62: 613f611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 15f6913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 85f6512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 336137c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1f36395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 21f3911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1eaa611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2166581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 25f3555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 566f112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1163381, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 73: 05b0500, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 74: e633111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000c, Class:  0, CF:0.246448, Len:  1, Fitness_tra: 0
Rule 76: b56f515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3511166, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1af1a94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e1faedc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000e00, Class:  1, CF:0.972234, Len:  1, Fitness_tra: 164
Rule 81: 5161913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 15aa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 83: 9af6115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 55fa113, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 85: 111a211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 86: 25fa515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 11ff111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 88: 1631691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 961a658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1113511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: e3ff328, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 3eff152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0000e00, Class:  1, CF:0.972234, Len:  1, Fitness_tra: 0
Rule 95: 06000d0, Class:  0, CF:0.799101, Len:  2, Fitness_tra: 5
Rule 96: 31a33b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1116e9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 3af3352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 8836255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1111352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:71.6549
------Result------
Miss_rate(tra)	:71.6549
Miss_rate(tst)	:41.1765
ARL				:3.55882

------Generation 0------
Rule  1: 0000e00, Class:  1, CF:0.972234, Len:  1, Fitness_tra: 162
Rule  2: 6000000, Class:  0, CF:0.858481, Len:  1, Fitness_tra: 54
Rule  3: 000000c, Class:  0, CF:0.246448, Len:  1, Fitness_tra: 69
Rule  4: 00000e0, Class:  0, CF:  1, Len:  1, Fitness_tra: 43
Rule  5: d000000, Class:  1, CF:0.419212, Len:  1, Fitness_tra: 20
Rule  6: 0000b30, Class:  0, CF:0.710445, Len:  2, Fitness_tra: 9
Rule  7: 06000d0, Class:  0, CF:0.799101, Len:  2, Fitness_tra: 5
Rule  8: 66a1a71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 1a13655, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 3733511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1d1a1d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 0570590, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 111f128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 61ff312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 6666152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 61f111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 8daf18d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 25fa511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 113f6b2, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 21: 916f1c2, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 22: 8d36121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 23: 111f311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 24: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 111fd82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 931a158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: ea1f618, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 16f3a52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1111352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: ea16a5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 11af911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 21ffd48, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 31aa111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 22af125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1311151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 21fa551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1361115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e2a1318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1133133, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 41: 2df652d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 3563d69, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: e61362c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 183a922, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 36ffa1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 661a132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1566218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 61131e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1e61348, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 113f581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 6161184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 116a312, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 56: 131f15d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 526a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 58: 1516181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 59: 36aa151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 5266111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 61: 613f611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 15f6913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 85f6512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 336137c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1f36395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 21f3911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1eaa611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2166581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 25f3555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 566f112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1163381, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 72: 05b0500, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 73: e633111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000c, Class:  0, CF:0.246448, Len:  1, Fitness_tra: 0
Rule 75: b56f515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3511166, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1af1a94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e1faedc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 61a311c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 5161913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 166f918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11a1131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 83: 11ff611, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 84: 6000000, Class:  0, CF:0.858481, Len:  0, Fitness_tra: 0
Rule 85: 1116d52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2d6f559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 13a1128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: d531151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 11ff528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1aaa331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 916f1c2, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 93: 66000e1, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 94: 8266111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 95: 3a8aed2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3af332c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2166581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 28fad48, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: e636a96, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00f1e01, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:65.1408
------Result------
Miss_rate(tra)	:65.1408
Miss_rate(tst)	:26.4706
ARL				:3.72414

------Generation 1------
Rule  1: 0000e00, Class:  1, CF:0.972234, Len:  1, Fitness_tra: 162
Rule  2: 6000000, Class:  0, CF:0.858481, Len:  1, Fitness_tra: 54
Rule  3: 000000c, Class:  0, CF:0.246448, Len:  1, Fitness_tra: 69
Rule  4: 00000e0, Class:  0, CF:  1, Len:  1, Fitness_tra: 43
Rule  5: d000000, Class:  1, CF:0.419212, Len:  1, Fitness_tra: 20
Rule  6: 0000b30, Class:  0, CF:0.710445, Len:  2, Fitness_tra: 9
Rule  7: 06000d0, Class:  0, CF:0.799101, Len:  2, Fitness_tra: 5
Rule  8: 66a1a71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 1a13655, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 3733511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1d1a1d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 0570590, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 111f128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 61ff312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 6666152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 61f111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 8daf18d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 25fa511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 113f6b2, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 21: 916f1c2, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 22: 8d36121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 23: 111f311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 24: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 111fd82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 931a158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: ea1f618, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 16f3a52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1111352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: ea16a5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 11af911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 21ffd48, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 31aa111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 22af125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1311151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 21fa551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1361115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e2a1318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1133133, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 41: 2df652d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 3563d69, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: e61362c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 183a922, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 36ffa1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 661a132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1566218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 61131e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1e61348, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 113f581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 6161184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 116a312, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 56: 131f15d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 526a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 58: 1516181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 59: 36aa151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 5266111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 61: 613f611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 15f6913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 85f6512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 336137c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1f36395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 21f3911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1eaa611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2166581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 25f3555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 566f112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1163381, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 72: 05b0500, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 73: e633111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000c, Class:  0, CF:0.246448, Len:  1, Fitness_tra: 0
Rule 75: b56f515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3511166, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1af1a94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e1faedc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 61a311c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 5161913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 166f918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11a1131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 83: 11ff611, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 84: 6000000, Class:  0, CF:0.858481, Len:  0, Fitness_tra: 0
Rule 85: 1116d52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2d6f559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 13a1128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: d531151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 11ff528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1aaa331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 916f1c2, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 93: 66000e1, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 94: 8266111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 95: 3a8aed2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3af332c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2166581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 28fad48, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: e636a96, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00f1e01, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:65.1408
------Result------
Miss_rate(tra)	:65.1408
Miss_rate(tst)	:26.4706
ARL				:3.72414

------Generation 2------
Rule  1: 0000e00, Class:  1, CF:0.972234, Len:  1, Fitness_tra: 162
Rule  2: 6000000, Class:  0, CF:0.858481, Len:  1, Fitness_tra: 54
Rule  3: 000000c, Class:  0, CF:0.246448, Len:  1, Fitness_tra: 69
Rule  4: 00000e0, Class:  0, CF:  1, Len:  1, Fitness_tra: 43
Rule  5: d000000, Class:  1, CF:0.419212, Len:  1, Fitness_tra: 20
Rule  6: 0000b30, Class:  0, CF:0.710445, Len:  2, Fitness_tra: 9
Rule  7: 06000d0, Class:  0, CF:0.799101, Len:  2, Fitness_tra: 5
Rule  8: 66a1a71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 1a13655, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 3733511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1d1a1d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 0570590, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 111f128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 61ff312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 6666152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 61f111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 8daf18d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 25fa511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 113f6b2, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 21: 916f1c2, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 22: 8d36121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 23: 111f311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 24: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 111fd82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 931a158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: ea1f618, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 16f3a52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1111352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: ea16a5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 11af911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 21ffd48, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 31aa111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 22af125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
