------Generation 0------
Rule  1: 8da6582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 9ef31dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 91fa121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 62: 5d6ade3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8dfa188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 33faa92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 111f131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 66: 11f3672, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 67: 39aae11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 6166ad1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11aa612, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 70: 06000d0, Class:  0, CF:0.838532, Len:  2, Fitness_tra: 7
Rule 71: 12f3381, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 72: 3163131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 196612c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13161dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: e161644, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 76: 18115c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3e66311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 561a318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1e31a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 516a128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3aa3ad2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 8261d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1261212, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 84: 3ef1142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1613155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 6366312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 35f3131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 111f341, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 89: 21af1c2, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 90: 12ff119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1536828, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1161d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 516f311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 94: 6d6f363, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 9a331d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 153f155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: e31115c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 553ad18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 116191b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:44.3662
------Result------
Miss_rate(tra)	:44.3662
Miss_rate(tst)	:11.7647
ARL				:5.33333

------Generation 0------
Rule  1: 0500000, Class:  1, CF:0.536144, Len:  1, Fitness_tra: 210
Rule  2: 0000400, Class:  0, CF:0.437096, Len:  1, Fitness_tra: 177
Rule  3: 06000d0, Class:  0, CF:0.838532, Len:  2, Fitness_tra: 0
Rule  4: 0000bd0, Class:  0, CF:  1, Len:  2, Fitness_tra: 7
Rule  5: 8da6582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 13a6391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 2123111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1163411, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  9: 231f151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 12f6111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 11: 11fa121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 12: 9136952, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 153a581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 5d11118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 9333651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 3d33115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: e66ffdb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: e3133d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 5161112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 20: 2516d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 61f3f54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: e33a651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 41a651d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 31fa552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 81a15b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1916182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: e1f6121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 29: 1daa358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1366a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 31af154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 9936128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1531511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 123113e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1df6121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 37: 114a615, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 53516d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 13163d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1116515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 811a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 42: 513a151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 91ff395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 15af331, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 45: 11a615c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 15315e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1513112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 48: 1b6651e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e16f551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 911335c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: e53a6d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 31b11d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3163131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 116f181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 56: 11ff612, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 57: 5a1a658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 31f312c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 8111322, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 60: 9ef31dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 91fa121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 62: 5d6ade3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8dfa188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 33faa92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 111f131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 66: 11f3672, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 67: 39aae11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 6166ad1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11aa612, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 70: 363a5d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 12f3381, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 72: 3163131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 196612c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13161dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: e161644, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 76: 18115c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3e66311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 561a318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1e31a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 516a128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0a00000, Class:  0, CF:0.852407, Len:  1, Fitness_tra: 26
Rule 82: 31af1d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 396a118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 33a1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 9166118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 931a618, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 116a312, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 88: 1313381, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1356191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 5313351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 9110300, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 92: 186118b, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 93: 1366a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0c01bd5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 31fa121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 8a11358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 10009d0, Class:  1, CF:0.559184, Len:  3, Fitness_tra: 1
Rule 98: 5d6a4e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0630e51, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule100: 1e68d2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:44.1901
------Result------
Miss_rate(tra)	:44.1901
Miss_rate(tst)	:11.7647
ARL				:5.12903

------Generation 1------
Rule  1: 0500000, Class:  1, CF:0.536144, Len:  1, Fitness_tra: 210
Rule  2: 0000400, Class:  0, CF:0.437096, Len:  1, Fitness_tra: 177
Rule  3: 06000d0, Class:  0, CF:0.838532, Len:  2, Fitness_tra: 0
Rule  4: 0000bd0, Class:  0, CF:  1, Len:  2, Fitness_tra: 7
Rule  5: 8da6582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 13a6391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 2123111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1163411, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  9: 231f151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 12f6111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 11: 11fa121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 12: 9136952, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 153a581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 5d11118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 9333651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 3d33115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: e66ffdb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: e3133d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 5161112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 20: 2516d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 61f3f54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: e33a651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 41a651d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 31fa552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 81a15b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1916182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: e1f6121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 29: 1daa358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1366a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 31af154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 9936128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1531511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 123113e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1df6121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 37: 114a615, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 53516d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 13163d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1116515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 811a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 42: 513a151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 91ff395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 15af331, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 45: 11a615c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 15315e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1513112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 48: 1b6651e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e16f551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 911335c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: e53a6d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 31b11d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3163131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 116f181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 56: 11ff612, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 57: 5a1a658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 31f312c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 8111322, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 60: 9ef31dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 91fa121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 62: 5d6ade3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8dfa188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 33faa92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 111f131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 66: 11f3672, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 67: 39aae11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 6166ad1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11aa612, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 70: 363a5d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 12f3381, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 72: 3163131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 196612c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13161dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: e161644, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 76: 18115c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3e66311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 561a318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1e31a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 516a128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0a00000, Class:  0, CF:0.852407, Len:  1, Fitness_tra: 26
Rule 82: 31af1d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 396a118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 33a1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 9166118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 931a618, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 116a312, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 88: 1313381, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1356191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 5313351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 9110300, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 92: 186118b, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 93: 1366a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0c01bd5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 31fa121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 8a11358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 10009d0, Class:  1, CF:0.559184, Len:  3, Fitness_tra: 1
Rule 98: 5d6a4e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0630e51, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule100: 1e68d2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:44.1901
------Result------
Miss_rate(tra)	:44.1901
Miss_rate(tst)	:11.7647
ARL				:5.12903

------Generation 2------
Rule  1: 0500000, Class:  1, CF:0.536144, Len:  1, Fitness_tra: 210
Rule  2: 0000400, Class:  0, CF:0.437096, Len:  1, Fitness_tra: 163
Rule  3: 0a00000, Class:  0, CF:0.852407, Len:  1, Fitness_tra: 26
Rule  4: 0000bd0, Class:  0, CF:  1, Len:  2, Fitness_tra: 7
Rule  5: 10009d0, Class:  1, CF:0.559184, Len:  3, Fitness_tra: 1
Rule  6: 9110300, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule  7: 06000d0, Class:  0, CF:0.838532, Len:  2, Fitness_tra: 0
Rule  8: 1163411, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  9: 231f151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 12f6111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 11: 11fa121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 12: 9136952, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 153a581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 5d11118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 9333651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 3d33115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: e66ffdb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: e3133d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 5161112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 20: 2516d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 61f3f54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: e33a651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 41a651d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 31fa552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 81a15b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1916182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: e1f6121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 29: 1daa358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1366a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 31af154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 9936128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1531511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 123113e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
