------Generation 0------
Rule  1: 219c21c1c1c15c1215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 5152b15d8521dc71c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000000b60000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 93: 536d2111d9d5341115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: dd5824118225522111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 95: 115822852851141911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 080000c50000800008, Class:  1, CF:0.994493, Len:  5, Fitness_tra: 0
Rule 97: 913dcce29319921351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000000000d00000000, Class:  0, CF:0.368948, Len:  1, Fitness_tra: 116
Rule 99: d1154251d15dd4121d, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule100: 18382728c118241111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:47.0434
------Result------
Miss_rate(tra)	:47.0434
Miss_rate(tst)	:40
ARL				:7.95349

------Generation 0------
Rule  1: 000000000d00000000, Class:  0, CF:0.368948, Len:  1, Fitness_tra: 18
Rule  2: 50000000c000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 51
Rule  3: 002000000000000008, Class:  0, CF:0.182819, Len:  2, Fitness_tra: 46
Rule  4: 000000000000000380, Class:  1, CF:0.0530952, Len:  2, Fitness_tra: 0
Rule  5: 000000000050000000, Class:  0, CF:0.472055, Len:  1, Fitness_tra: 1
Rule  6: 000000000000004000, Class:  1, CF:0.0304567, Len:  1, Fitness_tra: -3
Rule  7: 219c21c1c1c15c1215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 5211241e1114242212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 8121421d8522182242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 8151211d15c1521581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 111824434122171113, Class:  0, CF:0.984872, Len: 18, Fitness_tra: 0
Rule 12: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 13: d11524dc1118541159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 936112511311347553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 33151b313136381122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 523122d81c22245151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 311111613936121214, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 18: 3611c8325e15524121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 18271281118c21512c, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 20: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 21: 9d32143155dd1212d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 5111c12c228cc12111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 23: 11d1cb22212c2225ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 212274112111185412, Class:  0, CF:0.408223, Len: 18, Fitness_tra: 0
Rule 25: 2c581215182c1c1215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 5211178321c4288c74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 28: 9912449259d9112151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 31152151d111111211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 30: 133124919359941511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15522225111418c211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 8112241581c4141228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 363122323513181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 18382728c118241111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 5258222dc811211b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: d1921c25292c221511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 38: e3184257311994111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000c0000000000005, Class:  0, CF:0.492957, Len:  2, Fitness_tra: 0
Rule 40: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 41: 13a1c4171651141155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 111474151141122144, Class:  1, CF:0.712856, Len: 18, Fitness_tra: 0
Rule 43: 11522b7171242c2121, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 44: 111122e21351525555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 46: 11652411dd5d214311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 113114121959911115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 51d821154c82111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 53114451111112118d, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 50: 1518421c5d515113d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d1154251d15dd4121d, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 52: 00000b000000000000, Class:  1, CF:0.0207057, Len:  1, Fitness_tra: -1
Rule 53: c1d8121515222c1183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00e08c0040440c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000c50000000000, Class:  1, CF:0.535586, Len:  2, Fitness_tra: 0
Rule 56: 5338419131519441c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 8251c1258c14811451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1217b123212c281841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 13ad12349e51111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 291c148d898224111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 155172c5c881121421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 3111219131d9145155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 111c17c122c2241111, Class:  0, CF:0.99999, Len: 18, Fitness_tra: 0
Rule 64: 111812811d82111155, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 65: 11182215121c122151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1111211c5113129211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: e13811e23959521151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 121224114224141251, Class:  0, CF:0.945353, Len: 18, Fitness_tra: 0
Rule 69: 1d11c185152cd11281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 12d882114112144de1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 72: 00044000b007000000, Class:  0, CF:0.155604, Len:  4, Fitness_tra: 1
Rule 73: d12712491841122151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: c82722251114252221, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 12521bc52114111181, Class:  1, CF:0.963489, Len: 18, Fitness_tra: 0
Rule 76: 116121145353315121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 55524711c5cc28c241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 9ea112949955124555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 3a351c171315e422cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1d15215c9155511919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000b0000080000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 153
Rule 82: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 83: 000000000b00000000, Class:  1, CF:0.0764512, Len:  1, Fitness_tra: -129
Rule 84: 111112258c221122d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1121c752112c441259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 222c121512cc111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2114241541c11c1181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: d915c4181d15181235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000004000, Class:  1, CF:0.0304567, Len:  0, Fitness_tra: 0
Rule 90: 52821b2e4242111211, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 91: 1d51c715cc2cd81281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00180a000210100050, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 93: 1112244249d9112151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 12d882114112144de1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1d5824418127522113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 96: 001121104003740050, Class:  0, CF:0.181066, Len: 10, Fitness_tra: 0
Rule 97: 110121c55353310020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1d1d21549155111919, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 99: 811e211a4422141515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 8000005d042c000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.9987
------Result------
Miss_rate(tra)	:40.9987
Miss_rate(tst)	:31.7647
ARL				:9.28205

------Generation 1------
Rule  1: 000000000d00000000, Class:  0, CF:0.368948, Len:  1, Fitness_tra: 18
Rule  2: 50000000c000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 51
Rule  3: 002000000000000008, Class:  0, CF:0.182819, Len:  2, Fitness_tra: 46
Rule  4: 000000000000000380, Class:  1, CF:0.0530952, Len:  2, Fitness_tra: 0
Rule  5: 000000000050000000, Class:  0, CF:0.472055, Len:  1, Fitness_tra: 1
Rule  6: 000000000000004000, Class:  1, CF:0.0304567, Len:  1, Fitness_tra: -3
Rule  7: 219c21c1c1c15c1215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 5211241e1114242212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 8121421d8522182242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 8151211d15c1521581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 111824434122171113, Class:  0, CF:0.984872, Len: 18, Fitness_tra: 0
Rule 12: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 13: d11524dc1118541159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 936112511311347553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 33151b313136381122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 523122d81c22245151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 311111613936121214, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 18: 3611c8325e15524121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 18271281118c21512c, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 20: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 21: 9d32143155dd1212d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 5111c12c228cc12111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 23: 11d1cb22212c2225ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 212274112111185412, Class:  0, CF:0.408223, Len: 18, Fitness_tra: 0
Rule 25: 2c581215182c1c1215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 5211178321c4288c74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 28: 9912449259d9112151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 31152151d111111211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 30: 133124919359941511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15522225111418c211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 8112241581c4141228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 363122323513181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 18382728c118241111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 5258222dc811211b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: d1921c25292c221511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 38: e3184257311994111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000c0000000000005, Class:  0, CF:0.492957, Len:  2, Fitness_tra: 0
Rule 40: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 41: 13a1c4171651141155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 111474151141122144, Class:  1, CF:0.712856, Len: 18, Fitness_tra: 0
Rule 43: 11522b7171242c2121, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 44: 111122e21351525555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 46: 11652411dd5d214311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 113114121959911115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 51d821154c82111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 53114451111112118d, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 50: 1518421c5d515113d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d1154251d15dd4121d, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 52: 00000b000000000000, Class:  1, CF:0.0207057, Len:  1, Fitness_tra: -1
Rule 53: c1d8121515222c1183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00e08c0040440c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000c50000000000, Class:  1, CF:0.535586, Len:  2, Fitness_tra: 0
Rule 56: 5338419131519441c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 8251c1258c14811451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1217b123212c281841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 13ad12349e51111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 291c148d898224111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 155172c5c881121421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 3111219131d9145155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 111c17c122c2241111, Class:  0, CF:0.99999, Len: 18, Fitness_tra: 0
Rule 64: 111812811d82111155, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 65: 11182215121c122151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1111211c5113129211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: e13811e23959521151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 121224114224141251, Class:  0, CF:0.945353, Len: 18, Fitness_tra: 0
Rule 69: 1d11c185152cd11281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 12d882114112144de1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 72: 00044000b007000000, Class:  0, CF:0.155604, Len:  4, Fitness_tra: 1
Rule 73: d12712491841122151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: c82722251114252221, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 12521bc52114111181, Class:  1, CF:0.963489, Len: 18, Fitness_tra: 0
Rule 76: 116121145353315121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 55524711c5cc28c241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 9ea112949955124555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 3a351c171315e422cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1d15215c9155511919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000b0000080000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 153
Rule 82: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 83: 000000000b00000000, Class:  1, CF:0.0764512, Len:  1, Fitness_tra: -129
Rule 84: 111112258c221122d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1121c752112c441259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 222c121512cc111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2114241541c11c1181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: d915c4181d15181235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000004000, Class:  1, CF:0.0304567, Len:  0, Fitness_tra: 0
Rule 90: 52821b2e4242111211, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 91: 1d51c715cc2cd81281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00180a000210100050, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 93: 1112244249d9112151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 12d882114112144de1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1d5824418127522113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 96: 001121104003740050, Class:  0, CF:0.181066, Len: 10, Fitness_tra: 0
Rule 97: 110121c55353310020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1d1d21549155111919, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 99: 811e211a4422141515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 8000005d042c000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.9987
------Result------
Miss_rate(tra)	:40.9987
Miss_rate(tst)	:31.7647
ARL				:9.28205

------Generation 2------
