------Generation 0------
Rule  1: b331895518c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 113192cd55c81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: f149189215115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: f1a1351131823, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 34: 3eb1981559112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000d0050a000d, Class:  0, CF:  1, Len:  4, Fitness_tra: 9
Rule 36: f6f15d155d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 74795912c111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 181581e911c19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 7b45112111251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: bcb311d5a5313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4121995859131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: fe1c398c25695, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: fd2123115112a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3341153115521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 6e72955815115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 18f4111319d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 727d161222931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 7c18915351111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1535819122159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 186112852e552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: bd11912311175, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: b2f5c1e921211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 6e41d58511de8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 31a1e125191c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 3941195551118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 11381191d11c1, Class:  1, CF:0.50129, Len: 13, Fitness_tra: -14
Rule 57: 7df11133b1c13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b1f35382813c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7223552d1dd55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b835211511141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1341d9158d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b8f8c99653723, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 7531c331d1423, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b2111d211e515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 16f1335511c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0505c0000900c, Class:  0, CF:  1, Len:  5, Fitness_tra: 11
Rule 67: a6ad1115c1153, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 68: 1979258115551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: ffa55511d521e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 7863911119c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1138513111cc1, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule 72: 1912953151931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 2835112241311, Class:  0, CF:  1, Len: 13, Fitness_tra: 40
Rule 74: 6145261c22d16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: a6351e1591d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 6e21121333518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 35212c9551181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 19b525395d181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 654599c831111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0c0074d000600, Class:  1, CF:0.75285, Len:  5, Fitness_tra: -13
Rule 81: b441129c95995, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000609000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 83: b5a1155329925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1132511111341, Class:  0, CF:  1, Len: 13, Fitness_tra: 30
Rule 85: f1451111151d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 422185d29d911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 63b3d111852d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: f945855551991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: bbb3129891111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 13b511181d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3311111515511, Class:  1, CF:0.725141, Len: 13, Fitness_tra: -8
Rule 92: 71f21111511b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 48a51313e2159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2171111231991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: b5f4511321918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 45f5912155325, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: f975111111515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: f325e5221119d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: bbb151111319d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 6518931811155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:80.5836
------Result------
Miss_rate(tra)	:80.5836
Miss_rate(tst)	:68.6869
ARL				:10

------Generation 0------
Rule  1: 2835112241311, Class:  0, CF:  1, Len: 13, Fitness_tra: 40
Rule  2: 1132511111341, Class:  0, CF:  1, Len: 13, Fitness_tra: 30
Rule  3: 000000609000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 15
Rule  4: a6a111e11181e, Class:  0, CF:  1, Len: 13, Fitness_tra: 11
Rule  5: 0505c0000900c, Class:  0, CF:  1, Len:  5, Fitness_tra: 11
Rule  6: 000d0050a000d, Class:  0, CF:  1, Len:  4, Fitness_tra: 9
Rule  7: 1138513111cc1, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule  8: 2811351211195, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule  9: f1a1351131823, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 10: a6ad1115c1153, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 11: b331895518c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: a661318519d21, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 13: 657532189511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 217111818d551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 3e211de51d581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 31a5511525151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b5f5519148253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 75343f1212211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 41737295f9912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: fd43812511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b171115cdd139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 33a592831154e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 77451458ec9c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: b118e11211115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 6f13118d55219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: b411112511118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2b4591d413195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 3e7521e51d5c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: a973115111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 72f19515131b9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 113192cd55c81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: f149189215115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b565151153513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 3eb1981559112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 7b1c111d18311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: f6f15d155d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 74795912c111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 181581e911c19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 7b45112111251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: bcb311d5a5313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4121995859131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: fe1c398c25695, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: fd2123115112a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3341153115521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 6e72955815115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 18f4111319d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 727d161222931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 7c18915351111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1535819122159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 186112852e552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: bd11912311175, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: b2f5c1e921211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 6e41d58511de8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 31a1e125191c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 3941195551118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 6518931811155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 7df11133b1c13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b1f35382813c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7223552d1dd55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b835211511141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1341d9158d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b8f8c99653723, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 7531c331d1423, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b2111d211e515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 16f1335511c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: b27688315d319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4861952183d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1979258115551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: ffa55511d521e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 7863911119c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1333d15d128d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1912953151931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 42ad561c1d328, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 6145261c22d16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: a6351e1591d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 6e21121333518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 35212c9551181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 19b525395d181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 654599c831111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: bbb151111319d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 7165151156115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: f11913d281111, Class:  1, CF:0.42321, Len: 13, Fitness_tra: -12
Rule 83: f664358111982, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 84: a3f1159528c1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 4c1959e8829d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 25a1a12121511, Class:  1, CF:0.989937, Len: 13, Fitness_tra: 8
Rule 87: 1661151153d11, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule 88: 2c251111cd99d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 6615d191158d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 312181555d551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 2b75511413115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 3eb1981559112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 73f185251111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: f97511111e57d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: f5282c9551181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1131925359c85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 7c7359d5c111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: b565151153513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 71411151511b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b574111322918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:79.5735
------Result------
Miss_rate(tra)	:79.5735
Miss_rate(tst)	:67.6768
ARL				:11.2

------Generation 1------
Rule  1: 2835112241311, Class:  0, CF:  1, Len: 13, Fitness_tra: 40
Rule  2: 1132511111341, Class:  0, CF:  1, Len: 13, Fitness_tra: 26
Rule  3: 000000609000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 14
Rule  4: a6a111e11181e, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule  5: 0505c0000900c, Class:  0, CF:  1, Len:  5, Fitness_tra: 11
Rule  6: 000d0050a000d, Class:  0, CF:  1, Len:  4, Fitness_tra: 9
Rule  7: 1138513111cc1, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule  8: 1661151153d11, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule  9: 2811351211195, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 10: 25a1a12121511, Class:  1, CF:0.989937, Len: 13, Fitness_tra: 8
Rule 11: f1a1351131823, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: a6ad1115c1153, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: f664358111982, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 14: a661318519d21, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 657532189511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 31a5511525151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b5f5519148253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 75343f1212211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 41737295f9912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: fd43812511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b171115cdd139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 33a592831154e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 77451458ec9c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: b118e11211115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 6f13118d55219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: b411112511118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2b4591d413195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 3e7521e51d5c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: a973115111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 72f19515131b9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 113192cd55c81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: f149189215115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b565151153513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 3eb1981559112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 7b1c111d18311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: f6f15d155d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 74795912c111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 181581e911c19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 7b45112111251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: bcb311d5a5313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4121995859131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: fe1c398c25695, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: fd2123115112a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3341153115521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 6e72955815115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 18f4111319d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 727d161222931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 7c18915351111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1535819122159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 186112852e552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: bd11912311175, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: b2f5c1e921211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 6e41d58511de8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 31a1e125191c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 3941195551118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 6518931811155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 7df11133b1c13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b1f35382813c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7223552d1dd55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b835211511141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1341d9158d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b8f8c99653723, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 7531c331d1423, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b2111d211e515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 16f1335511c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: b27688315d319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4861952183d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1979258115551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: ffa55511d521e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 7863911119c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1333d15d128d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1912953151931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 42ad561c1d328, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 6145261c22d16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: a6351e1591d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 6e21121333518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 35212c9551181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 19b525395d181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 654599c831111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: bbb151111319d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: feb18d6131125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 7d112dd6d558e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11f8111c11112, Class:  0, CF:0.753684, Len: 13, Fitness_tra: 108
Rule 84: 117e112981111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 45151d5525119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1c73c19595e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 4441131151528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: a135d933c2853, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 397515158515c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 11a13d3d1d221, Class:  1, CF:0.996874, Len: 13, Fitness_tra: 1
Rule 91: f611199c55615, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: fc7355819118d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1915913151c39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 6513119152159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: a6451d5551e28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 41792281f5952, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: f13992cd55114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 4e7372e56d6b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: a6e111e51115e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0505c001090a9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:69.697
------Result------
Miss_rate(tra)	:69.697
Miss_rate(tst)	:58.5859
ARL				:11.4118

------Generation 2------
Rule  1: 11f8111c11112, Class:  0, CF:0.753684, Len: 13, Fitness_tra: 63
Rule  2: 2835112241311, Class:  0, CF:  1, Len: 13, Fitness_tra: 40
Rule  3: 1132511111341, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule  4: 000000609000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 14
Rule  5: 0505c0000900c, Class:  0, CF:  1, Len:  5, Fitness_tra: 11
Rule  6: 000d0050a000d, Class:  0, CF:  1, Len:  4, Fitness_tra: 9
Rule  7: a6a111e11181e, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule  8: 1138513111cc1, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule  9: 2811351211195, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 10: 25a1a12121511, Class:  1, CF:0.989937, Len: 13, Fitness_tra: 8
Rule 11: 1661151153d11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: f664358111982, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 13: 11a13d3d1d221, Class:  1, CF:0.996874, Len: 13, Fitness_tra: 0
Rule 14: f1a1351131823, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 657532189511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 31a5511525151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
