------Generation 0------
Rule  1: b5fce13111935, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1243d19c35118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: faf5315d1d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 21a181e11218a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b141531151393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 02070a6200539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 47b3135121115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: f923812d11131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 6362111151811, Class:  1, CF:0.699583, Len: 13, Fitness_tra: -12
Rule 58: 13b115d519118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: b1b1129da1588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4c62538315182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 66a1112191151, Class:  0, CF:0.851868, Len: 13, Fitness_tra: 0
Rule 62: 0f00060004400, Class:  1, CF:0.226287, Len:  4, Fitness_tra: -25
Rule 63: b23d91c8161d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 334545ed31942, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 7241d235189d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 617519d255535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: bc351555dd558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b7b3153852e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 42f1111111585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1a32555182121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 71: 216111131152e, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 72: 11a921912525e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 28ad81151e5c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1e28e1821d33d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 41f1112d8d145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3ff51285d1181, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: b1f2511921119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 3ff2159d51223, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: b111188299335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 13f86c2111211, Class:  1, CF:0.529464, Len: 13, Fitness_tra: -1
Rule 81: 63b11258d5915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 216113812165c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 16311c1235c19, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 84: 21f5351c191dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: f1315d6ec2281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1525152555311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 132591115111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 2812111111155, Class:  0, CF:  1, Len: 13, Fitness_tra: 23
Rule 89: 272152d1e1315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 14b1211111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 637e518559252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: a9b2e851d3115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: bb78d534191ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00004c00a0040, Class:  0, CF:  1, Len:  4, Fitness_tra: 62
Rule 95: 3afdd21d82251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 71b31e221d591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3121155595911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000c030050820, Class:  1, CF:0.256869, Len:  5, Fitness_tra: -115
Rule 99: f111111121151, Class:  0, CF:0.898892, Len: 13, Fitness_tra: 105
Rule100: 45a591c15332d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:72.5028
------Result------
Miss_rate(tra)	:72.5028
Miss_rate(tst)	:69.697
ARL				:11.7619

------Generation 0------
Rule  1: f111111121151, Class:  0, CF:0.898892, Len: 13, Fitness_tra: 104
Rule  2: 00004c00a0040, Class:  0, CF:  1, Len:  4, Fitness_tra: 62
Rule  3: 2812111111155, Class:  0, CF:  1, Len: 13, Fitness_tra: 24
Rule  4: 222259551121e, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule  5: 251381125d152, Class:  0, CF:  1, Len: 13, Fitness_tra: 11
Rule  6: 6f3dd15181111, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule  7: 216111131152e, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule  8: 16311c1235c19, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule  9: 22f5113611145, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 10: b5fce13111935, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 6e41155181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 18f1813122881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 313531899d185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1b26c8115531d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 6145129319158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 363c19618cccd, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 42fed1d525111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: faf1816521816, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: b771811515151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: af65151982219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1e19155c55511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b4b1419111971, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: bc3e8181235c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: b1f2522155523, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 45f1c111d521e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 15a1511551c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 45f293c923315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 747dc1911d155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 63f1115531811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b113c255e1551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 14761512d13d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 612115d5c55e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 72a11ee921153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1e11d25385511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: fe111c8153111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 117ed21d511d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 112eddec81313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b4b1331211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 7245111815d92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1e7139121519c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 31449d51515e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1538118511511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 6a15553515433, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7121582519918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 2126175da9145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 020b9f6200099, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 7832131351118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1db83111189e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 13f1533111816, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 1243d19c35118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: faf5315d1d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 21a181e11218a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b141531151393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 02070a6200539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 47b3135121115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: f923812d11131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 45a591c15332d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 13b115d519118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: b1b1129da1588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4c62538315182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 66a1112191151, Class:  0, CF:0.851868, Len: 13, Fitness_tra: 3
Rule 62: b23d91c8161d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 334545ed31942, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7241d235189d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 617519d255535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: bc351555dd558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b7b3153852e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 42f1111111585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1a32555182121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 1d4e112155118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 11a921912525e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 28ad81151e5c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1e28e1821d33d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 41f1112d8d145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 3ff51285d1181, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 76: b1f2511921119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3ff2159d51223, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 78: b111188299335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 3121155595911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 63b11258d5915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 7413c41861153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 4b19115515155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1f6d511511c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1a151d5915229, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 4d619111213b5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 33a115185ed11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 72b22ce511312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 142528d29c185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: a12831d195512, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 90: 3e15151159188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b4b1439111970, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 41311cd235539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 41f111ed8d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2721153851e15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: fa50315d161dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: f111111121155, Class:  0, CF:  1, Len: 13, Fitness_tra: 34
Rule 97: 61be1258551d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 23a111553e811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b1b1182da1188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 3622e855d5b1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:70.7071
------Result------
Miss_rate(tra)	:70.7071
Miss_rate(tst)	:66.6667
ARL				:12.5

------Generation 1------
Rule  1: f111111121151, Class:  0, CF:0.898892, Len: 13, Fitness_tra: 95
Rule  2: 00004c00a0040, Class:  0, CF:  1, Len:  4, Fitness_tra: 62
Rule  3: f111111121155, Class:  0, CF:  1, Len: 13, Fitness_tra: 34
Rule  4: 2812111111155, Class:  0, CF:  1, Len: 13, Fitness_tra: 24
Rule  5: 251381125d152, Class:  0, CF:  1, Len: 13, Fitness_tra: 11
Rule  6: 6f3dd15181111, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule  7: 222259551121e, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule  8: 22f5113611145, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule  9: 66a1112191151, Class:  0, CF:0.851868, Len: 13, Fitness_tra: 3
Rule 10: 216111131152e, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 11: 16311c1235c19, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 12: a12831d195512, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 13: 3ff51285d1181, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 14: 3ff2159d51223, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 6e41155181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 363c19618cccd, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 42fed1d525111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: faf1816521816, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: b771811515151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: af65151982219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1e19155c55511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b4b1419111971, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: bc3e8181235c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: b1f2522155523, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 45f1c111d521e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 15a1511551c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 45f293c923315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 747dc1911d155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 63f1115531811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b113c255e1551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 14761512d13d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 612115d5c55e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 72a11ee921153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1e11d25385511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: fe111c8153111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 117ed21d511d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 112eddec81313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b4b1331211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 7245111815d92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1e7139121519c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 31449d51515e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1538118511511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 6a15553515433, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7121582519918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 2126175da9145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 020b9f6200099, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 7832131351118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1db83111189e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 13f1533111816, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 1243d19c35118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: faf5315d1d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 21a181e11218a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b141531151393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 02070a6200539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 47b3135121115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: f923812d11131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 45a591c15332d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 13b115d519118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: b1b1129da1588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4c62538315182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 18f1813122881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b23d91c8161d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 334545ed31942, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7241d235189d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 617519d255535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: bc351555dd558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b7b3153852e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 42f1111111585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1a32555182121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 1d4e112155118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 11a921912525e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 28ad81151e5c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1e28e1821d33d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 41f1112d8d145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 313531899d185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b1f2511921119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1b26c8115531d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b111188299335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 3121155595911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 63b11258d5915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1261cd3958829, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: b1211888e51cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 36a56111d1585, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 84: b235d51125425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1c2681923d311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: a1b1d52515558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1912124519111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 020b9a6800039, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 89: 72f515311181e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: a162351912c11, Class:  1, CF:  1, Len: 13, Fitness_tra: 5
Rule 91: 112edd7551313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 113d125181113, Class:  0, CF:0.844419, Len: 13, Fitness_tra: 7
Rule 93: 47815111213b6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 47b113d121118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 2721153827e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 45f293c923315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4121155d95945, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 04070a12d15d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 7245111111585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b1f8591521249, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:69.1358
------Result------
Miss_rate(tra)	:69.1358
Miss_rate(tst)	:61.6162
ARL				:12.3636

------Generation 2------
Rule  1: f111111121151, Class:  0, CF:0.898892, Len: 13, Fitness_tra: 85
Rule  2: 00004c00a0040, Class:  0, CF:  1, Len:  4, Fitness_tra: 62
Rule  3: f111111121155, Class:  0, CF:  1, Len: 13, Fitness_tra: 33
Rule  4: 2812111111155, Class:  0, CF:  1, Len: 13, Fitness_tra: 24
Rule  5: 251381125d152, Class:  0, CF:  1, Len: 13, Fitness_tra: 11
Rule  6: 113d125181113, Class:  0, CF:0.844419, Len: 13, Fitness_tra: 7
Rule  7: 36a56111d1585, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule  8: a162351912c11, Class:  1, CF:  1, Len: 13, Fitness_tra: 3
Rule  9: 6f3dd15181111, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 10: 22f5113611145, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 11: 222259551121e, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 12: 66a1112191151, Class:  0, CF:0.851868, Len: 13, Fitness_tra: 0
Rule 13: 216111131152e, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 14: 16311c1235c19, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 3ff51285d1181, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
