------Generation 0------
Rule  1: 22a211114c213, Class:  0, CF:0.991578, Len: 13, Fitness_tra: 138
Rule 80: 4728dc1591112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 13a591c111d11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 25ac115551122, Class:  0, CF:0.9497, Len: 13, Fitness_tra: 0
Rule 83: 1db1815d9599d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1aa2113158c11, Class:  0, CF:0.998706, Len: 13, Fitness_tra: 4
Rule 85: f1b2325153111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 4711c11e11121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 4441851585191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 3fad119585113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b2fd95821e51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: b721c712a1921, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: a9b5251131518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: ae75d9d555252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 414121ec9d913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: f173885583185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1aa211112131c, Class:  0, CF:0.98826, Len: 13, Fitness_tra: 13
Rule 96: a6a595551d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 282d561c8b13a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 28f115151354d, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 99: 2118d89191311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b11582956d15d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.9652
------Result------
Miss_rate(tra)	:40.9652
Miss_rate(tst)	:51.5152
ARL				:11.5909

------Generation 0------
Rule  1: 22a211114c213, Class:  0, CF:0.991578, Len: 13, Fitness_tra: 131
Rule  2: 00000d00c000d, Class:  0, CF:0.806905, Len:  3, Fitness_tra: 134
Rule  3: 0007000090000, Class:  0, CF:0.607276, Len:  2, Fitness_tra: 68
Rule  4: 6361111111823, Class:  0, CF:0.836675, Len: 13, Fitness_tra: 49
Rule  5: 36a511311c811, Class:  0, CF:  1, Len: 13, Fitness_tra: 36
Rule  6: 1aa211112131c, Class:  0, CF:0.98826, Len: 13, Fitness_tra: 13
Rule  7: f369112111825, Class:  0, CF:  1, Len: 13, Fitness_tra: 13
Rule  8: 1364911118182, Class:  0, CF:0.992387, Len: 13, Fitness_tra: 8
Rule  9: 66f81c511181d, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 10: 13a1392d8d213, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 11: 1232453311111, Class:  0, CF:0.998327, Len: 13, Fitness_tra: 4
Rule 12: 1aa2113158c11, Class:  0, CF:0.998706, Len: 13, Fitness_tra: 4
Rule 13: 222313dc1d331, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 14: 28f115151354d, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 15: 48f8591553d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: a118311153155, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 12a43125c5925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 13b159d811911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: bc62e51c21531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: bd631d1111515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 2c3e158115589, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 31b1381191111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: f945185511181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 111d151d89191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 166d98219e355, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11421d3219533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 15f8952551113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6331d5d111116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 7215585113dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 47418118e5e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: f63118cd911c1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1b2c332129559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 174c33c1191d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: f611411918189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: b11d5cd511151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: f13521e512c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 126d352521215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 714128193e658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 15218115e1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: fef1112121e22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1331511918181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1111558585111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 42a1115d55358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 41a211541391d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3e781d2215531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3348182d51511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: f9b31521111d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 317d951d25211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 7133515511d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1d7351d115192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b161314151125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 4cb1d53215353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 63b8151151138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 030bf000ce0ce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 61411211615c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 723111225e1dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 7275516138511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: f3b512dc3d15d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: f91291d555115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 63a55223d1c59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 11b1885959911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: f1351d311821e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3979151dc58d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 3aad911515129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: b2f5c1e5115b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 42a5231911221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 15b1163251511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: f3f1113321113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 191152cd5513d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 66f13d5811511, Class:  1, CF:0.965416, Len: 13, Fitness_tra: 0
Rule 71: 42b5563c12111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: a341561c2c591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 42bc353551163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 117e18d551918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 24151d3868511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 244128981555d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 18311116511ce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b74e112113112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 2c23211131325, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 4728dc1591112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 45a3d21859151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1b425c3331112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 33355d191d54e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 2cf12118c1413, Class:  0, CF:0.971571, Len: 13, Fitness_tra: 9
Rule 85: 1362111513112, Class:  1, CF:0.434269, Len: 13, Fitness_tra: 0
Rule 86: bd6c311513155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1df7118329341, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 2c71911153511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 75a2115559513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1c71111595313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 311155e591111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1aa2111158c1a, Class:  0, CF:0.877369, Len: 13, Fitness_tra: 0
Rule 93: b1b1324151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: fef1912d25211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 11bd98119e115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 317d951d25c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: a5fe162252513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: f865211511821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 6a58151151638, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: bc4e118115119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.7407
------Result------
Miss_rate(tra)	:40.7407
Miss_rate(tst)	:50.5051
ARL				:12

------Generation 1------
Rule  1: 00000d00c000d, Class:  0, CF:0.806905, Len:  3, Fitness_tra: 134
Rule  2: 22a211114c213, Class:  0, CF:0.991578, Len: 13, Fitness_tra: 130
Rule  3: 0007000090000, Class:  0, CF:0.607276, Len:  2, Fitness_tra: 68
Rule  4: 6361111111823, Class:  0, CF:0.836675, Len: 13, Fitness_tra: 42
Rule  5: 36a511311c811, Class:  0, CF:  1, Len: 13, Fitness_tra: 36
Rule  6: 1aa211112131c, Class:  0, CF:0.98826, Len: 13, Fitness_tra: 13
Rule  7: f369112111825, Class:  0, CF:  1, Len: 13, Fitness_tra: 13
Rule  8: 2cf12118c1413, Class:  0, CF:0.971571, Len: 13, Fitness_tra: 9
Rule  9: 1364911118182, Class:  0, CF:0.992387, Len: 13, Fitness_tra: 8
Rule 10: 66f81c511181d, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 11: 13a1392d8d213, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 12: 1aa2113158c11, Class:  0, CF:0.998706, Len: 13, Fitness_tra: 4
Rule 13: 1232453311111, Class:  0, CF:0.998327, Len: 13, Fitness_tra: 4
Rule 14: 222313dc1d331, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 15: 28f115151354d, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 16: 48f8591553d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 12a43125c5925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 13b159d811911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: bc62e51c21531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: bd631d1111515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 2c3e158115589, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 31b1381191111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: f945185511181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 111d151d89191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 166d98219e355, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11421d3219533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 15f8952551113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6331d5d111116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 7215585113dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 47418118e5e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: f63118cd911c1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1b2c332129559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 174c33c1191d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: f611411918189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: b11d5cd511151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: f13521e512c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 126d352521215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 714128193e658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 15218115e1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: fef1112121e22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1331511918181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1111558585111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 42a1115d55358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 41a211541391d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3e781d2215531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3348182d51511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: f9b31521111d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 317d951d25211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 7133515511d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1d7351d115192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b161314151125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 4cb1d53215353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 63b8151151138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 030bf000ce0ce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 61411211615c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 723111225e1dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 7275516138511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: f3b512dc3d15d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: f91291d555115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 63a55223d1c59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 11b1885959911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: f1351d311821e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3979151dc58d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 3aad911515129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: b2f5c1e5115b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 42a5231911221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 15b1163251511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: f3f1113321113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 191152cd5513d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 66f13d5811511, Class:  1, CF:0.965416, Len: 13, Fitness_tra: 0
Rule 71: 42b5563c12111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: a341561c2c591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 42bc353551163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 117e18d551918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 24151d3868511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 244128981555d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 18311116511ce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b74e112113112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 2c23211131325, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 4728dc1591112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b234a14955d25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: b931161521153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 72f191c181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 6161115119511, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 85: 1365191121856, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: a3a2531942816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: fa19d2358d511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: aff1181181853, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 89: 3d421912221e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0004000d00c8f, Class:  1, CF:0.759841, Len:  5, Fitness_tra: 6
Rule 91: 72755ad138511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: f1b51d5251511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b1b2324315111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: e9191515c51d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: 24000d00cea0d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 037bf0d15e0ce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 63a13c2d8d81d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 53c511212d12c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b921314551131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: f3fc173551163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.0673
------Result------
Miss_rate(tra)	:40.0673
Miss_rate(tst)	:50.5051
ARL				:11.6818

------Generation 2------
Rule  1: 00000d00c000d, Class:  0, CF:0.806905, Len:  3, Fitness_tra: 134
Rule  2: 22a211114c213, Class:  0, CF:0.991578, Len: 13, Fitness_tra: 130
Rule  3: 0007000090000, Class:  0, CF:0.607276, Len:  2, Fitness_tra: 68
Rule  4: 6361111111823, Class:  0, CF:0.836675, Len: 13, Fitness_tra: 42
Rule  5: 36a511311c811, Class:  0, CF:  1, Len: 13, Fitness_tra: 32
Rule  6: 1aa211112131c, Class:  0, CF:0.98826, Len: 13, Fitness_tra: 13
Rule  7: f369112111825, Class:  0, CF:  1, Len: 13, Fitness_tra: 10
Rule  8: 2cf12118c1413, Class:  0, CF:0.971571, Len: 13, Fitness_tra: 9
Rule  9: 1364911118182, Class:  0, CF:0.992387, Len: 13, Fitness_tra: 8
Rule 10: 66f81c511181d, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 11: 0004000d00c8f, Class:  1, CF:0.759841, Len:  5, Fitness_tra: 5
Rule 12: aff1181181853, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 13: 13a1392d8d213, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 14: 1232453311111, Class:  0, CF:0.998327, Len: 13, Fitness_tra: 1
