------Generation 0------
Rule  1: 6fa12a69c8113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 21a115112e111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 74411191d51d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b561811918186, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: bd32651155515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: a1f8959315c89, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 6323211151511, Class:  0, CF:0.953426, Len: 13, Fitness_tra: -1
Rule 97: 000c000c20000, Class:  0, CF:0.953704, Len:  3, Fitness_tra: 139
Rule 98: 633585e111811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: b1411815151dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 6aa15d5551d2e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:16.1616
------Result------
Miss_rate(tra)	:16.1616
Miss_rate(tst)	:15.1515
ARL				:10.95

------Generation 0------
Rule  1: 0008000000000, Class:  0, CF:0.997126, Len:  1, Fitness_tra: 471
Rule  2: 000c000c20000, Class:  0, CF:0.953704, Len:  3, Fitness_tra: 0
Rule  3: f127359813115, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule  4: 2114d11112119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  5: a1115d1312113, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule  6: 6112e12113911, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  7: 6331813181211, Class:  0, CF:0.982485, Len: 13, Fitness_tra: 2
Rule  8: 6fa12a69c8113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: aa151d3281811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: 2176851155151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 0008000c80000, Class:  0, CF:0.989262, Len:  3, Fitness_tra: 0
Rule 12: 4115c11e2c115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 424e581d11d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: b16d211311881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1161111125829, Class:  0, CF:0.402145, Len: 13, Fitness_tra: -1
Rule 16: 61b91d1911158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: f679152185de2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 41fc151119991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 4423288d151d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 31713c1211512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 69b851d511121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 7171d11111215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: a33cd15518823, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: aa11118d11511, Class:  1, CF:0.730624, Len: 13, Fitness_tra: 0
Rule 25: f921955525355, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 18f95d8151151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 16a55c9d15c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 78a129e151229, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11a5819d25859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 6aa15d5551d2e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 3911145c3d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b421d13c181dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3a351c51138ce, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 2d6131251111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1145d9328811e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: f3a111151182d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 314511252e212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b5fc5d1152811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 25f855551518e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7532332313511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 221311155d958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: f3115555c1251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3e291d191515c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: f975111881191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 181385dc51999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: a1a5e21511859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b4215955c5115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4211151111525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11a1522881551, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: f66115181e5d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 4231181113911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2141258159d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: fe15355dd518d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1d1dd1155d549, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 4511859dd5952, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 423181631114d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 24158538e151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: a3a1d31111855, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 59: 1165a22155581, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: 19b5191551138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 634141e933111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 31b515d111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: a1f59d1511119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 3a65e45531c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: f3a2de3528881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 6d7d55d155111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: ffa1d1952d551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1aa918151dc21, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 21b3511225115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: a97d181131918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 247513881991e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1361151381116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: f92321cd1159d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3178311115391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 7b713117d11e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1c1553212d331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1929912295815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4cf53589d5158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1972116935121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 42a3158529559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2141111931525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: b14119178111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 4241131193812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 6127151255531, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: faa115515de11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1161d51355513, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 1914112111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 6f328a1322511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 694b813512186, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 06000060a005d, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 91: a912116535521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 41f1151117891, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: a31a1d3281411, Class:  0, CF:0.0271336, Len: 13, Fitness_tra: 0
Rule 94: f16115d81e512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: f3a11e151182d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3945112521222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: f167211e13111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000c000020000, Class:  0, CF:0.967635, Len:  2, Fitness_tra: 257
Rule 99: f115121dd518d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 4d32615559a15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:14.5903
------Result------
Miss_rate(tra)	:14.5903
Miss_rate(tst)	:14.1414
ARL				:10.6818

------Generation 1------
Rule  1: 0008000000000, Class:  0, CF:0.997126, Len:  1, Fitness_tra: 471
Rule  2: 000c000020000, Class:  0, CF:0.967635, Len:  2, Fitness_tra: 249
Rule  3: f127359813115, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule  4: a1115d1312113, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule  5: 6331813181211, Class:  0, CF:0.982485, Len: 13, Fitness_tra: 0
Rule  6: 000c000c20000, Class:  0, CF:0.953704, Len:  3, Fitness_tra: 0
Rule  7: 2114d11112119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  8: 6fa12a69c8113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: aa151d3281811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: 2176851155151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 0008000c80000, Class:  0, CF:0.989262, Len:  3, Fitness_tra: 0
Rule 12: 4115c11e2c115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 424e581d11d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: b16d211311881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 4d32615559a15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 61b91d1911158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: f679152185de2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 41fc151119991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 4423288d151d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 31713c1211512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 69b851d511121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 7171d11111215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: a33cd15518823, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: aa11118d11511, Class:  1, CF:0.730624, Len: 13, Fitness_tra: 0
Rule 25: f921955525355, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 18f95d8151151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 16a55c9d15c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 78a129e151229, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11a5819d25859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 6aa15d5551d2e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 3911145c3d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b421d13c181dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3a351c51138ce, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 2d6131251111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1145d9328811e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: f3a111151182d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 314511252e212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b5fc5d1152811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 25f855551518e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7532332313511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 221311155d958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: f3115555c1251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3e291d191515c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: f975111881191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 181385dc51999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: a1a5e21511859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b4215955c5115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4211151111525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11a1522881551, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: f66115181e5d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 4231181113911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2141258159d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: fe15355dd518d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1d1dd1155d549, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 4511859dd5952, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 423181631114d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 24158538e151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: a3a1d31111855, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 59: 1165a22155581, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: 19b5191551138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 634141e933111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 31b515d111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: a1f59d1511119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 3a65e45531c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: f3a2de3528881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 6d7d55d155111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: ffa1d1952d551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1aa918151dc21, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 21b3511225115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: a97d181131918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 247513881991e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1361151381116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: f92321cd1159d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3178311115391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 7b713117d11e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1c1553212d331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1929912295815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4cf53589d5158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1972116935121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 42a3158529559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1361e11d1d352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1272c15333521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 6e4c925111518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 48721111e59e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 352b133d11223, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 3127833551826, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: b16c111915119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0004060e0d000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 21b8dc6998912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 020b0000c0050, Class:  0, CF:0.344185, Len:  4, Fitness_tra: -7
Rule 91: 6a72115931121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: fa63a5215d5a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1942596551411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 247513889991e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 033ca05510800, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 96: b4215556c5115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: a97d161152928, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 6127151385134, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: 4141551d17d91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b6f355d155111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:14.0292
------Result------
Miss_rate(tra)	:14.0292
Miss_rate(tst)	:13.1313
ARL				:9.83333

------Generation 2------
Rule  1: 0008000000000, Class:  0, CF:0.997126, Len:  1, Fitness_tra: 451
Rule  2: 000c000020000, Class:  0, CF:0.967635, Len:  2, Fitness_tra: 183
Rule  3: f127359813115, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule  4: a1115d1312113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  5: 6331813181211, Class:  0, CF:0.982485, Len: 13, Fitness_tra: -1
Rule  6: 000c000c20000, Class:  0, CF:0.953704, Len:  3, Fitness_tra: 0
Rule  7: 2114d11112119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  8: 6fa12a69c8113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: aa151d3281811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: 2176851155151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 0008000c80000, Class:  0, CF:0.989262, Len:  3, Fitness_tra: 0
Rule 12: 4115c11e2c115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 424e581d11d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: b16d211311881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 4d32615559a15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
