------Generation 0------
Rule  1: fafd9185551ce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 4568e51111149, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: a5b135d82511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13bd52251d515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 75611311c1118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f1f8351191155, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: 6921511325152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 162e252113d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 33113d2111151, Class:  0, CF:0.858398, Len: 13, Fitness_tra: 5
Rule 33: a326d5dc191d2, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 34: 1171852d111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000700053d00e, Class:  0, CF:0.649146, Len:  5, Fitness_tra: -1
Rule 36: 7171511151151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3311111d1dd11, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 38: 2246d1921d55d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 13f23d1112181, Class:  0, CF:0.964209, Len: 13, Fitness_tra: 9
Rule 40: 41391d2581121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 6545118c1d695, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7249221d1911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 771112119d55d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1132151985d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 226c111e15588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: fa31e18819118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 1512e55151515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: faa89521531d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a9b1111d15512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 121311818e88d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 00000da000005, Class:  0, CF:0.919419, Len:  3, Fitness_tra: 8
Rule 52: a9b915533d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000c000c20000, Class:  0, CF:0.9593, Len:  3, Fitness_tra: 507
Rule 54: 6522151355951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 213211121939d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: f171119511311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 16a11595112d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4d62312119119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7122511b15512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1b4e128181218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 316d588ce1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b778c86d31981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1331114193118, Class:  0, CF:0.965939, Len: 13, Fitness_tra: 0
Rule 64: 77423e1213113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1161189591111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11a1d85513821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1861813331121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 33a915211351d, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 69: 114ce38885195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b448119b15535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 16f1531312856, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 72: 6111855315511, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 73: 3fa1381519951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: a311113d21153, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 75: 71a49329c3115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 6ff119e151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6611513515113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 6119311582151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 000be200c08d7, Class:  0, CF:0.996263, Len:  7, Fitness_tra: 6
Rule 80: 1318dd1519118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: f973921511125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 352122952d381, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 7115112815131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 41411e2121915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 451511e14c811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 18b113121219d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 4131981289551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 7561d58151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 42f1c59e155c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: a61531191528e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 444922255d51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0008000c00d30, Class:  0, CF:0.999959, Len:  4, Fitness_tra: 57
Rule 93: a319352839813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2b11125255815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: ff653821d585e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2dac11255187d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 6173123933115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 78f8151213315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 3311115551388, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1e41c11d31321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:26.936
------Result------
Miss_rate(tra)	:26.936
Miss_rate(tst)	:24.2424
ARL				:10.9524

------Generation 0------
Rule  1: 000c000c20000, Class:  0, CF:0.9593, Len:  3, Fitness_tra: 506
Rule  2: 0008000c00d30, Class:  0, CF:0.999959, Len:  4, Fitness_tra: 57
Rule  3: a6a131411111c, Class:  0, CF:0.96055, Len: 13, Fitness_tra: 21
Rule  4: 13f23d1112181, Class:  0, CF:0.964209, Len: 13, Fitness_tra: 9
Rule  5: 00000da000005, Class:  0, CF:0.919419, Len:  3, Fitness_tra: 0
Rule  6: 000be200c08d7, Class:  0, CF:0.996263, Len:  7, Fitness_tra: 5
Rule  7: 6111855315511, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule  8: 33113d2111151, Class:  0, CF:0.858398, Len: 13, Fitness_tra: 5
Rule  9: 3311111d1dd11, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 10: 33a915211351d, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 11: a121191285312, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 12: a326d5dc191d2, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 13: a311113d21153, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 14: 16f1531312856, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 15: fafd9185551ce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: a12155112553d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 117e589111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 3915552135191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 6575255815535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 12a555115151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 727929112d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b138158889111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 652b8111d1226, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 73315585191c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 4568e51111149, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: a5b135d82511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13bd52251d515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 75611311c1118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f1f8351191155, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: 6921511325152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 162e252113d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: fef1899321183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b271318c21559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1171852d111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1e41c11d31321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 7171511151151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: a1a51d5515519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2246d1921d55d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 72412112f3148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 41391d2581121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 6545118c1d695, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7249221d1911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 771112119d55d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1132151985d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 226c111e15588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: fa31e18819118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 1512e55151515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: faa89521531d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a9b1111d15512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 121311818e88d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 4419d911c1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: a9b915533d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 127e112121112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 6522151355951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 213211121939d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: f171119511311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 16a11595112d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4d62312119119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7122511b15512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1b4e128181218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 316d588ce1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b778c86d31981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1331114193118, Class:  0, CF:0.965939, Len: 13, Fitness_tra: 0
Rule 64: 77423e1213113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1161189591111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11a1d85513821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1861813331121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b1a8155313d82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 114ce38885195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b448119b15535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: aaa56125d9511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 1c15591353111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3fa1381519951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 786d113122855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 71a49329c3115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 6ff119e151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6611513515113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 6119311582151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 4535231391151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1318dd1519118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000da00000d, Class:  0, CF:0.911968, Len:  3, Fitness_tra: 8
Rule 82: 39479118135e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: f341863115153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 472295d111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0004e200c08db, Class:  0, CF:0.998912, Len:  7, Fitness_tra: 0
Rule 86: 000be200c02db, Class:  0, CF:0.984905, Len:  7, Fitness_tra: 2
Rule 87: 1141e19111531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1f619111111c1, Class:  0, CF:0.872112, Len: 13, Fitness_tra: 3
Rule 89: b1a1a21951121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 18f1213158223, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 33f5185351388, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 92: a7a13e1211113, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 93: c921511325152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 13a915271351d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: a168151ba5119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: a3bd523511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: a121131215397, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: f173906d11175, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: f3f11923a1583, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 33113d1119151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:25.5892
------Result------
Miss_rate(tra)	:25.5892
Miss_rate(tst)	:24.2424
ARL				:10.8889

------Generation 1------
Rule  1: 000c000c20000, Class:  0, CF:0.9593, Len:  3, Fitness_tra: 505
Rule  2: 0008000c00d30, Class:  0, CF:0.999959, Len:  4, Fitness_tra: 57
Rule  3: a6a131411111c, Class:  0, CF:0.96055, Len: 13, Fitness_tra: 21
Rule  4: 13f23d1112181, Class:  0, CF:0.964209, Len: 13, Fitness_tra: 3
Rule  5: 00000da00000d, Class:  0, CF:0.911968, Len:  3, Fitness_tra: 8
Rule  6: 33f5185351388, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule  7: 6111855315511, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule  8: 33113d2111151, Class:  0, CF:0.858398, Len: 13, Fitness_tra: 2
Rule  9: 000be200c08d7, Class:  0, CF:0.996263, Len:  7, Fitness_tra: 5
Rule 10: 3311111d1dd11, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 11: 1f619111111c1, Class:  0, CF:0.872112, Len: 13, Fitness_tra: 1
Rule 12: 33a915211351d, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 13: 000be200c02db, Class:  0, CF:0.984905, Len:  7, Fitness_tra: 2
Rule 14: a7a13e1211113, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 15: a121191285312, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 16: a326d5dc191d2, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 17: a311113d21153, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 18: 16f1531312856, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 19: 00000da000005, Class:  0, CF:0.919419, Len:  3, Fitness_tra: 0
Rule 20: 12a555115151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 727929112d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b138158889111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 652b8111d1226, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 73315585191c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 4568e51111149, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: a5b135d82511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13bd52251d515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 75611311c1118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f1f8351191155, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: 6921511325152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 162e252113d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: fef1899321183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b271318c21559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1171852d111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1e41c11d31321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 7171511151151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: a1a51d5515519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2246d1921d55d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 72412112f3148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 41391d2581121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 6545118c1d695, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7249221d1911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 771112119d55d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1132151985d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 226c111e15588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: fa31e18819118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 1512e55151515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: faa89521531d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a9b1111d15512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 121311818e88d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 4419d911c1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: a9b915533d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 127e112121112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 6522151355951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 213211121939d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: f171119511311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 16a11595112d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4d62312119119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7122511b15512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1b4e128181218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 316d588ce1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b778c86d31981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1331114193118, Class:  0, CF:0.965939, Len: 13, Fitness_tra: 0
Rule 64: 77423e1213113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1161189591111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11a1d85513821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1861813331121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b1a8155313d82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 114ce38885195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b448119b15535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: aaa56125d9511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 1c15591353111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3fa1381519951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 786d113122855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 71a49329c3115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 6ff119e151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6611513515113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 6119311582151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 4535231391151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1318dd1519118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000da000005, Class:  0, CF:0.919419, Len:  0, Fitness_tra: 0
Rule 82: 611b531111851, Class:  0, CF:0.843134, Len: 13, Fitness_tra: 0
Rule 83: b2f113e351221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: adb2163258c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 33fd191312551, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 86: 2c7155185d191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: b472591131591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 030b0000c0050, Class:  0, CF:0.273372, Len:  4, Fitness_tra: 20
Rule 89: 23fc1d1315813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0004e200c08db, Class:  0, CF:0.998912, Len:  7, Fitness_tra: 0
Rule 91: c37d926d11175, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: a1a5155315519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 67752d1115181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: fef11da301e03, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 127e112b21112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 000be200c02db, Class:  0, CF:0.984905, Len:  0, Fitness_tra: 0
Rule 97: 33a915211351d, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 98: 124555115151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: aa3191851111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: c915511125191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:23.9057
------Result------
Miss_rate(tra)	:23.9057
Miss_rate(tst)	:22.2222
ARL				:10.6429

------Generation 2------
Rule  1: 000c000c20000, Class:  0, CF:0.9593, Len:  3, Fitness_tra: 505
Rule  2: 0008000c00d30, Class:  0, CF:0.999959, Len:  4, Fitness_tra: 57
Rule  3: a6a131411111c, Class:  0, CF:0.96055, Len: 13, Fitness_tra: 20
Rule  4: 030b0000c0050, Class:  0, CF:0.273372, Len:  4, Fitness_tra: 20
Rule  5: 00000da00000d, Class:  0, CF:0.911968, Len:  3, Fitness_tra: 8
Rule  6: 33f5185351388, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule  7: 000be200c08d7, Class:  0, CF:0.996263, Len:  7, Fitness_tra: 5
Rule  8: 3311111d1dd11, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule  9: 13f23d1112181, Class:  0, CF:0.964209, Len: 13, Fitness_tra: 3
Rule 10: 6111855315511, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 11: 33113d2111151, Class:  0, CF:0.858398, Len: 13, Fitness_tra: 2
Rule 12: 33a915211351d, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 13: 000be200c02db, Class:  0, CF:0.984905, Len:  7, Fitness_tra: 2
Rule 14: a7a13e1211113, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 15: a121191285312, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 16: a326d5dc191d2, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
