------Generation 0------
Rule  1: 1265132d11541, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 161111951c211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 41a1115113721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2211c5c15119d, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 38: 4811515829d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: a31ce82115111, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 40: a6a18d1158116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7ca53528161d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 117518ed15348, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 22fd81315111c, Class:  0, CF:  1, Len: 13, Fitness_tra: 10
Rule 44: 13385315d1d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 6923d53c89551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: a34c921511d18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 6941125231122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 2166151d11123, Class:  0, CF:0.950871, Len: 13, Fitness_tra: 1
Rule 49: 0007e800c08d0, Class:  0, CF:0.996733, Len:  6, Fitness_tra: 12
Rule 50: f1a1151585521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b5a241e111421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: f57111259113c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0004e200c08d0, Class:  0, CF:0.997549, Len:  6, Fitness_tra: 6
Rule 54: febce15191551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000000090000, Class:  0, CF:0.791963, Len:  1, Fitness_tra: 102
Rule 56: 7261ddc153211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: aa3c3911d2818, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 58: 1578181592515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7141231193115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 331d131221213, Class:  0, CF:  1, Len: 13, Fitness_tra: 30
Rule 61: 427a12181d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: adb1115512931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 614ce225511d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7271181131395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: f3a5111111125, Class:  0, CF:  1, Len: 13, Fitness_tra: 28
Rule 66: 244111119851c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b2a1ed1c2e5ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 4ca51d3111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 7413891115515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: f118198518118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 15f2912123315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 41285534d5ee5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 75f1558188511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1e1811d551912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 783185d658111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 31a5951581511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 224111515e215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 332d9252512dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 211815c1d514d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: 3913215195115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4821115d15651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 2741d11c3551c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11a8d11385111, Class:  0, CF:  1, Len: 13, Fitness_tra: 14
Rule 84: 3e42352111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2262152351811, Class:  0, CF:0.881265, Len: 13, Fitness_tra: 13
Rule 86: 77b25858e5315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 6eb1155113181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 6171155521131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: a63139221d35c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 90: 6941211913125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1118551181153, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 92: 253111cc29115, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 93: f9bc318255591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1415181115155, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: 4d155d1511121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 6a68155151283, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 97: ae3991512d515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 662211123e311, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 99: f5219921113e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b215153391145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:65.3199
------Result------
Miss_rate(tra)	:65.3199
Miss_rate(tst)	:58.5859
ARL				:11.6538

------Generation 0------
Rule  1: 0000000090000, Class:  0, CF:0.791963, Len:  1, Fitness_tra: 102
Rule  2: 331d131221213, Class:  0, CF:  1, Len: 13, Fitness_tra: 30
Rule  3: f3a5111111125, Class:  0, CF:  1, Len: 13, Fitness_tra: 27
Rule  4: 03070000c000e, Class:  0, CF:0.920594, Len:  4, Fitness_tra: 23
Rule  5: 13f3111111511, Class:  0, CF:0.610117, Len: 13, Fitness_tra: 20
Rule  6: 11a8d11385111, Class:  0, CF:  1, Len: 13, Fitness_tra: 14
Rule  7: 2262152351811, Class:  0, CF:0.881265, Len: 13, Fitness_tra: 13
Rule  8: 0007e800c08d0, Class:  0, CF:0.996733, Len:  6, Fitness_tra: 12
Rule  9: 22fd81315111c, Class:  0, CF:  1, Len: 13, Fitness_tra: 10
Rule 10: 662211123e311, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 11: 11a2115151588, Class:  0, CF:0.963828, Len: 13, Fitness_tra: 7
Rule 12: 0004e200c08d0, Class:  0, CF:0.997549, Len:  6, Fitness_tra: 6
Rule 13: 1118551181153, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 14: 2211c5c15119d, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 15: aa3c3911d2818, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 16: a31ce82115111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 2166151d11123, Class:  0, CF:0.950871, Len: 13, Fitness_tra: 1
Rule 18: 253111cc29115, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 19: 1265132d11541, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 651111d58d51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a361156e91259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: fef1951d115c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6362388d59518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 6147edd511111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 4cf518919d152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 6541133c8c113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: f661981151153, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: bcbe8515c5551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 18f115551d82e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3131513921186, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 117153811111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 4312112359515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 31f5e11111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: aa1551151d213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 161111951c211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 41a1115113721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 6e65352dd91c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 4811515829d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 7c23535222995, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: a6a18d1158116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7ca53528161d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 117518ed15348, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3578515251533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 13385315d1d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 6923d53c89551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: a34c921511d18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 6941125231122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4b43121255c32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 611113e911211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: f1a1151585521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b5a241e111421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: f57111259113c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: bc1581e122155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: febce15191551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1c11512115515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7261ddc153211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: a3f55515c1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1578181592515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7141231193115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 65b321811d955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 427a12181d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: adb1115512931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 614ce225511d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7271181131395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: ff63922139821, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 66: 244111119851c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b2a1ed1c2e5ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 4ca51d3111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 7413891115515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: f118198518118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 15f2912123315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 41285534d5ee5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 75f1558188511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1e1811d551912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 783185d658111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 31a5951581511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 224111515e215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 332d9252512dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 211815c1d514d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: 3913215195115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000d090e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: a631555551c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 251c13531d381, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 45153382c5312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: ae4e851551585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 747e1d5515235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: a639d1d815153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: f5155c1155d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 13a231115552d, Class:  0, CF:0.957573, Len: 13, Fitness_tra: 1
Rule 90: 75ad15931582e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: a11551511d515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 10a7e803c5111, Class:  0, CF:  1, Len: 11, Fitness_tra: 2
Rule 93: 4cf111d59b154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 43a1d15389d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 6c21531212195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 4c21113181610, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b683151351542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 332de8025d8d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 283115d3511b1, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule100: 2e66151113183, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:65.2076
------Result------
Miss_rate(tra)	:65.2076
Miss_rate(tst)	:58.5859
ARL				:11.6296

------Generation 1------
Rule  1: 0000000090000, Class:  0, CF:0.791963, Len:  1, Fitness_tra: 102
Rule  2: 331d131221213, Class:  0, CF:  1, Len: 13, Fitness_tra: 21
Rule  3: f3a5111111125, Class:  0, CF:  1, Len: 13, Fitness_tra: 27
Rule  4: 03070000c000e, Class:  0, CF:0.920594, Len:  4, Fitness_tra: 23
Rule  5: 13f3111111511, Class:  0, CF:0.610117, Len: 13, Fitness_tra: 16
Rule  6: 11a8d11385111, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule  7: 2262152351811, Class:  0, CF:0.881265, Len: 13, Fitness_tra: 13
Rule  8: 0007e800c08d0, Class:  0, CF:0.996733, Len:  6, Fitness_tra: 12
Rule  9: 22fd81315111c, Class:  0, CF:  1, Len: 13, Fitness_tra: 10
Rule 10: 662211123e311, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 11: 11a2115151588, Class:  0, CF:0.963828, Len: 13, Fitness_tra: 6
Rule 12: 0004e200c08d0, Class:  0, CF:0.997549, Len:  6, Fitness_tra: 6
Rule 13: 1118551181153, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: 2211c5c15119d, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 15: aa3c3911d2818, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 16: 10a7e803c5111, Class:  0, CF:  1, Len: 11, Fitness_tra: 2
Rule 17: 283115d3511b1, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 18: 253111cc29115, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 19: 13a231115552d, Class:  0, CF:0.957573, Len: 13, Fitness_tra: 1
Rule 20: 2166151d11123, Class:  0, CF:0.950871, Len: 13, Fitness_tra: 1
Rule 21: a31ce82115111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: fef1951d115c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6362388d59518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 6147edd511111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 4cf518919d152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 6541133c8c113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: f661981151153, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: bcbe8515c5551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 18f115551d82e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3131513921186, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 117153811111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 4312112359515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 31f5e11111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: aa1551151d213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 161111951c211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 41a1115113721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 6e65352dd91c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 4811515829d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 7c23535222995, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: a6a18d1158116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7ca53528161d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 117518ed15348, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3578515251533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 13385315d1d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 6923d53c89551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: a34c921511d18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 6941125231122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4b43121255c32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 611113e911211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: f1a1151585521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b5a241e111421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: f57111259113c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: bc1581e122155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: febce15191551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1c11512115515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7261ddc153211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: a3f55515c1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1578181592515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7141231193115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 65b321811d955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 427a12181d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: adb1115512931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 614ce225511d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7271181131395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: ff63922139821, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 66: 244111119851c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b2a1ed1c2e5ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 4ca51d3111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 7413891115515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: f118198518118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 15f2912123315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 41285534d5ee5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 75f1558188511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1e1811d551912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 783185d658111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 31a5951581511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 224111515e215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 332d9252512dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 211815c1d514d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: 3913215195115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1a111d911dc53, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 000505000ed00, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 83: 72f5113112885, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 79f2a11355515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 78a3112425112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1af1528159c1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 3a3531c193111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 88: 21a5111811912, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 89: 6f61111324c13, Class:  0, CF:  1, Len: 13, Fitness_tra: 30
Rule 90: 7235189d15112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b361151c9e25d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 3165e81151511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 2641911151553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 23211253511b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 7b3185d615111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3365131d21541, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 97: 180005009d8c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 9004e8b3c5810, Class:  0, CF:  1, Len: 10, Fitness_tra: 6
Rule 99: ab41811195115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 35f5612121511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:63.7486
------Result------
Miss_rate(tra)	:63.7486
Miss_rate(tst)	:57.5758
ARL				:11.4688

------Generation 2------
Rule  1: 0000000090000, Class:  0, CF:0.791963, Len:  1, Fitness_tra: 102
Rule  2: 6f61111324c13, Class:  0, CF:  1, Len: 13, Fitness_tra: 30
Rule  3: f3a5111111125, Class:  0, CF:  1, Len: 13, Fitness_tra: 27
Rule  4: 03070000c000e, Class:  0, CF:0.920594, Len:  4, Fitness_tra: 23
Rule  5: 331d131221213, Class:  0, CF:  1, Len: 13, Fitness_tra: 21
Rule  6: 13f3111111511, Class:  0, CF:0.610117, Len: 13, Fitness_tra: 14
Rule  7: 2262152351811, Class:  0, CF:0.881265, Len: 13, Fitness_tra: 4
Rule  8: 0007e800c08d0, Class:  0, CF:0.996733, Len:  6, Fitness_tra: 12
Rule  9: 22fd81315111c, Class:  0, CF:  1, Len: 13, Fitness_tra: 10
Rule 10: 662211123e311, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 11: 9004e8b3c5810, Class:  0, CF:  1, Len: 10, Fitness_tra: 6
Rule 12: 0004e200c08d0, Class:  0, CF:0.997549, Len:  6, Fitness_tra: 6
Rule 13: 11a2115151588, Class:  0, CF:0.963828, Len: 13, Fitness_tra: 6
Rule 14: 11a8d11385111, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 15: aa3c3911d2818, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
