------Generation 0------
Rule  1: 13f11c11312c5, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 50: 33118191212d1, Class:  0, CF:0.680431, Len: 13, Fitness_tra: -1
Rule 51: b81123e321811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7569dd818e515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2215d1e11265e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b4281e2c8915e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 72151335728d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 362295185e51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: a63d115125523, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 58: b1b2112c83119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7448c81865158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4113c1283139d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: a3481551d1915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: a622213518d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1145211c55313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: a3311d5d55511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 31431282111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: a362811112551, Class:  0, CF:0.981585, Len: 13, Fitness_tra: 2
Rule 67: 6121281115311, Class:  0, CF:0.474888, Len: 13, Fitness_tra: 28
Rule 68: b2b13532195e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0007000530000, Class:  0, CF:0.559847, Len:  3, Fitness_tra: 84
Rule 70: a1fd883219c1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: aeb55d3311d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1aa11139515c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3335951d51151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 28f38d51c1d11, Class:  1, CF:0.488293, Len: 13, Fitness_tra: 2
Rule 75: 3a1515dd8d821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 4475151123513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b23c912119311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b415518181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 113811e11512e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2846182d15155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2511dddd1dc11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 722293e221e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 7728111e11811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: f63112855121e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 22111d315153d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: f94394d83d11d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 211513158d591, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 88: 1375c11da1528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0d050000d0009, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 90: 281dd1c21e121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: 7749d131d9515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 21b2515895191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 6e71122119911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: bdf1133a3d221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 131195391822a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 691913d815111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2c6c192113d81, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 98: f111e21251112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: b111151551c83, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 21ac5d1918153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:23.2323
------Result------
Miss_rate(tra)	:23.2323
Miss_rate(tst)	:27.2727
ARL				:10.9655

------Generation 0------
Rule  1: 0008000c80000, Class:  0, CF:0.989846, Len:  3, Fitness_tra: 368
Rule  2: 0007000530000, Class:  0, CF:0.559847, Len:  3, Fitness_tra: 84
Rule  3: 00080000000dd, Class:  0, CF:0.974288, Len:  3, Fitness_tra: 58
Rule  4: 6121281115311, Class:  0, CF:0.474888, Len: 13, Fitness_tra: 28
Rule  5: f11121111112c, Class:  0, CF:0.831459, Len: 13, Fitness_tra: 25
Rule  6: 0004000000de0, Class:  0, CF:0.992135, Len:  3, Fitness_tra: 20
Rule  7: 000080e300000, Class:  0, CF:0.966591, Len:  3, Fitness_tra: 15
Rule  8: 612b111118851, Class:  0, CF:0.968103, Len: 13, Fitness_tra: 9
Rule  9: 2c6c192113d81, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 10: 13f11c11312c5, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 11: 36f1e82111185, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 12: 28f38d51c1d11, Class:  1, CF:0.488293, Len: 13, Fitness_tra: 2
Rule 13: a362811112551, Class:  0, CF:0.981585, Len: 13, Fitness_tra: 2
Rule 14: 63191213d1111, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 15: a63d115125523, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 16: 3313112d99113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 13111595c5211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 111111d58d531, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 6af11d9115853, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 74b5183111595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: aeb9851121138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 7141115811313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: a6b131858e598, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1d15231c51131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: fff25515852c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 44411d34119e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: a641988d13de1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: a318121535581, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: f94555288535d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 72b5211155515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 71611d1219512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 75a1112181358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 22b1211591521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 253c5d1e11119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6fa398183188e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: a11c151538185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 7dfd853151821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b13819c815351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1111d13112813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: bb78591721132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a5b15d31ddd18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: afadd5591d153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 617583181cde3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7249d892158d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b8111551495c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: ae21d111155dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 772218121851c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 3af5111e8cccd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3573158d11351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 21ac5d1918153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b81123e321811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7569dd818e515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2215d1e11265e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b4281e2c8915e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 72151335728d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 362295185e51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1c15835118131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b1b2112c83119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7448c81865158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4113c1283139d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: a3481551d1915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: a622213518d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1145211c55313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: a3311d5d55511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 31431282111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: a6f9121233213, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: b11612313511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b2b13532195e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 697ce81d19555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: a1fd883219c1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: aeb55d3311d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1aa11139515c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3335951d51151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3162119155211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 3a1515dd8d821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 4475151123513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b23c912119311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b415518181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 113811e11512e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2846182d15155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 117d95d5c1931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 4111515511111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: a97898119311d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: fd778a1215813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: a1189959d15c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 361811813d328, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 1231d1d1c5318, Class:  1, CF:0.993594, Len: 13, Fitness_tra: 0
Rule 88: faa119251812c, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 89: 1a61955811511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0004000000de0, Class:  0, CF:0.992135, Len:  0, Fitness_tra: 0
Rule 91: bd11152d15185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1d11953c51271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 3622b7585d11d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 6b2b18b118855, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: 73411128911d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 30018883000e0, Class:  1, CF:0.0914166, Len:  7, Fitness_tra: 4
Rule 97: 0007c60500200, Class:  1, CF:0.681661, Len:  5, Fitness_tra: 0
Rule 98: 9631125191111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: ae09801301138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: a56d5d31d2558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:22.6712
------Result------
Miss_rate(tra)	:22.6712
Miss_rate(tst)	:26.2626
ARL				:10.7931

------Generation 1------
Rule  1: 0008000c80000, Class:  0, CF:0.989846, Len:  3, Fitness_tra: 368
Rule  2: 0007000530000, Class:  0, CF:0.559847, Len:  3, Fitness_tra: 84
Rule  3: 00080000000dd, Class:  0, CF:0.974288, Len:  3, Fitness_tra: 58
Rule  4: 6121281115311, Class:  0, CF:0.474888, Len: 13, Fitness_tra: 28
Rule  5: f11121111112c, Class:  0, CF:0.831459, Len: 13, Fitness_tra: 24
Rule  6: 0004000000de0, Class:  0, CF:0.992135, Len:  3, Fitness_tra: 20
Rule  7: 000080e300000, Class:  0, CF:0.966591, Len:  3, Fitness_tra: 15
Rule  8: 612b111118851, Class:  0, CF:0.968103, Len: 13, Fitness_tra: 9
Rule  9: 2c6c192113d81, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 10: faa119251812c, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 11: 30018883000e0, Class:  1, CF:0.0914166, Len:  7, Fitness_tra: 4
Rule 12: 13f11c11312c5, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: a362811112551, Class:  0, CF:0.981585, Len: 13, Fitness_tra: 0
Rule 14: 28f38d51c1d11, Class:  1, CF:0.488293, Len: 13, Fitness_tra: 2
Rule 15: 36f1e82111185, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 16: 63191213d1111, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 17: a63d115125523, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 18: 13111595c5211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 6af11d9115853, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 74b5183111595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: aeb9851121138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 7141115811313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: a6b131858e598, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1d15231c51131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: fff25515852c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 44411d34119e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: a641988d13de1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: a318121535581, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: f94555288535d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 72b5211155515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 71611d1219512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 75a1112181358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 22b1211591521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 253c5d1e11119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6fa398183188e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: a11c151538185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 7dfd853151821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b13819c815351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1111d13112813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: bb78591721132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a5b15d31ddd18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: afadd5591d153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 617583181cde3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7249d892158d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b8111551495c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: ae21d111155dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 772218121851c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 3af5111e8cccd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3573158d11351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 21ac5d1918153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b81123e321811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7569dd818e515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2215d1e11265e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b4281e2c8915e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 72151335728d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 362295185e51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1c15835118131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b1b2112c83119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7448c81865158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4113c1283139d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: a3481551d1915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: a622213518d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1145211c55313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: a3311d5d55511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 31431282111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: a6f9121233213, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: b11612313511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b2b13532195e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 697ce81d19555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: a1fd883219c1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: aeb55d3311d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1aa11139515c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3335951d51151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3162119155211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 3a1515dd8d821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 4475151123513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b23c912119311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b415518181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 113811e11512e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2846182d15155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: fe2c111155111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: faf51113922d3, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 00080000000dd, Class:  0, CF:0.974288, Len:  0, Fitness_tra: 0
Rule 84: 3571111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 33f53961888c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 4dad8111115c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 28f1d11115e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: f335259115253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 2561152113e11, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 90: aa61931d3d358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1cac1131515c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b0488913011e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: fd778a12158d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 3001888305903, Class:  0, CF:  1, Len:  9, Fitness_tra: 4
Rule 95: 1ef1418137215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 03f18012c2205, Class:  0, CF:0.36862, Len: 10, Fitness_tra: 5
Rule 97: 68f98051c1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 7ab52915c852c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1231d1d1c5218, Class:  1, CF:0.659153, Len: 13, Fitness_tra: 0
Rule100: 0007920550008, Class:  0, CF:  1, Len:  6, Fitness_tra: 7
------Current------
Miss_rate(tra)	:21.3244
------Result------
Miss_rate(tra)	:21.3244
Miss_rate(tst)	:26.2626
ARL				:10.5862

------Generation 2------
Rule  1: 0008000c80000, Class:  0, CF:0.989846, Len:  3, Fitness_tra: 358
Rule  2: 0007000530000, Class:  0, CF:0.559847, Len:  3, Fitness_tra: 77
Rule  3: 00080000000dd, Class:  0, CF:0.974288, Len:  3, Fitness_tra: 58
Rule  4: 6121281115311, Class:  0, CF:0.474888, Len: 13, Fitness_tra: 26
Rule  5: f11121111112c, Class:  0, CF:0.831459, Len: 13, Fitness_tra: 25
Rule  6: 0004000000de0, Class:  0, CF:0.992135, Len:  3, Fitness_tra: 20
Rule  7: 000080e300000, Class:  0, CF:0.966591, Len:  3, Fitness_tra: 15
Rule  8: 612b111118851, Class:  0, CF:0.968103, Len: 13, Fitness_tra: 9
Rule  9: 0007920550008, Class:  0, CF:  1, Len:  6, Fitness_tra: 6
Rule 10: 2c6c192113d81, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 11: faa119251812c, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 12: 03f18012c2205, Class:  0, CF:0.36862, Len: 10, Fitness_tra: 5
Rule 13: 30018883000e0, Class:  1, CF:0.0914166, Len:  7, Fitness_tra: 4
Rule 14: 3001888305903, Class:  0, CF:  1, Len:  9, Fitness_tra: 4
