------Generation 0------
Rule  1: 1e217, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 31: 51121, Class:  0, CF:0.761186, Len:  5, Fitness_tra: 0
Rule 32: 11212, Class:  2, CF:0.235862, Len:  5, Fitness_tra: 0
Rule 33: 11484, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: 9d47b, Class:  1, CF:0.985055, Len:  5, Fitness_tra: 0
Rule 35: 12721, Class:  2, CF:0.274944, Len:  5, Fitness_tra: 0
Rule 36: 1c2b1, Class:  2, CF:0.498502, Len:  5, Fitness_tra: 0
Rule 37: 15171, Class:  1, CF:0.86116, Len:  5, Fitness_tra: 0
Rule 38: e8c77, Class:  1, CF:0.926993, Len:  5, Fitness_tra: 0
Rule 39: 184b2, Class:  2, CF:0.375741, Len:  5, Fitness_tra: 0
Rule 40: 5182b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 41: 121b1, Class:  2, CF:0.408328, Len:  5, Fitness_tra: 0
Rule 42: 15442, Class:  1, CF:0.827116, Len:  5, Fitness_tra: 0
Rule 43: 38112, Class:  1, CF:0.803547, Len:  5, Fitness_tra: 0
Rule 44: 11211, Class:  2, CF:0.401835, Len:  5, Fitness_tra: 0
Rule 45: 04b00, Class:  2, CF:0.642052, Len:  2, Fitness_tra: 14
Rule 46: 11711, Class:  2, CF:0.592432, Len:  5, Fitness_tra: 0
Rule 47: e2274, Class:  0, CF:0.683197, Len:  5, Fitness_tra: 0
Rule 48: 00000, Class:  2, CF:0.398964, Len:  0, Fitness_tra: 0
Rule 49: 3d24b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 50: 1c242, Class:  2, CF:0.804594, Len:  5, Fitness_tra: 0
Rule 51: 15171, Class:  1, CF:0.86116, Len:  5, Fitness_tra: 0
Rule 52: 9c24b, Class:  2, CF:0.855988, Len:  5, Fitness_tra: 0
Rule 53: d2122, Class:  0, CF:0.7298, Len:  5, Fitness_tra: 0
Rule 54: 03000, Class:  2, CF:0.331865, Len:  1, Fitness_tra: 0
Rule 55: 1122b, Class:  0, CF:0.0650577, Len:  5, Fitness_tra: 0
Rule 56: 111b1, Class:  2, CF:0.254519, Len:  5, Fitness_tra: 0
Rule 57: d81b1, Class:  2, CF:0.766876, Len:  5, Fitness_tra: 0
Rule 58: 58114, Class:  2, CF:0.779233, Len:  5, Fitness_tra: 0
Rule 59: 0b000, Class:  2, CF:0.70378, Len:  1, Fitness_tra: 62
Rule 60: 04700, Class:  2, CF:0.528941, Len:  2, Fitness_tra: 0
Rule 61: 00000, Class:  2, CF:0.398964, Len:  0, Fitness_tra: 0
Rule 62: 5872b, Class:  2, CF:0.718275, Len:  5, Fitness_tra: 0
Rule 63: 15114, Class:  1, CF:0.663615, Len:  5, Fitness_tra: 0
Rule 64: 91712, Class:  0, CF:0.431432, Len:  5, Fitness_tra: 0
Rule 65: 52422, Class:  0, CF:0.622581, Len:  5, Fitness_tra: 0
Rule 66: 924b2, Class:  0, CF:0.712795, Len:  5, Fitness_tra: 0
Rule 67: d8124, Class:  2, CF:0.944262, Len:  5, Fitness_tra: 0
Rule 68: e5217, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 69: 9117b, Class:  0, CF:0.956016, Len:  5, Fitness_tra: 0
Rule 70: 1c142, Class:  2, CF:0.897028, Len:  5, Fitness_tra: 0
Rule 71: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 5
Rule 72: 1c122, Class:  2, CF:0.897028, Len:  5, Fitness_tra: 0
Rule 73: 31414, Class:  2, CF:0.160244, Len:  5, Fitness_tra: 0
Rule 74: 51221, Class:  0, CF:0.308652, Len:  5, Fitness_tra: 0
Rule 75: e582b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 76: e1221, Class:  0, CF:0.763962, Len:  5, Fitness_tra: 0
Rule 77: 5d212, Class:  1, CF:0.697613, Len:  5, Fitness_tra: 0
Rule 78: e5417, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: 514b1, Class:  0, CF:0.124342, Len:  5, Fitness_tra: 0
Rule 80: 11177, Class:  0, CF:0.449656, Len:  5, Fitness_tra: 0
Rule 81: 1121b, Class:  2, CF:0.626554, Len:  5, Fitness_tra: 0
Rule 82: 3211b, Class:  2, CF:0.0343585, Len:  5, Fitness_tra: 0
Rule 83: 11b11, Class:  2, CF:0.678646, Len:  5, Fitness_tra: 0
Rule 84: d517b, Class:  2, CF:0.586578, Len:  5, Fitness_tra: 0
Rule 85: 11177, Class:  0, CF:0.449656, Len:  5, Fitness_tra: 0
Rule 86: d2211, Class:  2, CF:0.679131, Len:  5, Fitness_tra: 0
Rule 87: 0c700, Class:  2, CF:0.530654, Len:  2, Fitness_tra: 0
Rule 88: d527b, Class:  2, CF:0.249026, Len:  5, Fitness_tra: 0
Rule 89: c1577, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 90: 1c411, Class:  2, CF:0.321041, Len:  5, Fitness_tra: 0
Rule 91: 387b4, Class:  1, CF:0.847395, Len:  5, Fitness_tra: 0
Rule 92: e0000, Class:  0, CF:0.145482, Len:  1, Fitness_tra: 0
Rule 93: 00000, Class:  2, CF:0.398964, Len:  0, Fitness_tra: 0
Rule 94: 554b1, Class:  1, CF:0.873057, Len:  5, Fitness_tra: 0
Rule 95: 1122b, Class:  0, CF:0.0650577, Len:  5, Fitness_tra: 0
Rule 96: 514bb, Class:  0, CF:0.509847, Len:  5, Fitness_tra: 0
Rule 97: d2417, Class:  2, CF:0.759369, Len:  5, Fitness_tra: 0
Rule 98: 11c27, Class:  1, CF:0.104033, Len:  5, Fitness_tra: 0
Rule 99: 54112, Class:  2, CF:0.135101, Len:  5, Fitness_tra: 0
Rule100: 1c424, Class:  2, CF:0.852861, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:22.2798
------Result------
Miss_rate(tra)	:22.2798
Miss_rate(tst)	:22.7273
ARL				:4.38

------Generation 0------
Rule  1: 0b000, Class:  2, CF:0.70378, Len:  1, Fitness_tra: 62
Rule  2: 0c000, Class:  2, CF:0.657768, Len:  1, Fitness_tra: 19
Rule  3: 04b00, Class:  2, CF:0.642052, Len:  2, Fitness_tra: 14
Rule  4: 00c00, Class:  1, CF:0.910931, Len:  1, Fitness_tra: 10
Rule  5: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 5
Rule  6: 1e217, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  7: 0000b, Class:  2, CF:0.391304, Len:  1, Fitness_tra: 0
Rule  8: 58144, Class:  2, CF:0.838812, Len:  5, Fitness_tra: 0
Rule  9: c1122, Class:  0, CF:0.764081, Len:  5, Fitness_tra: 0
Rule 10: 2311b, Class:  2, CF:0.0298554, Len:  5, Fitness_tra: 0
Rule 11: 31112, Class:  2, CF:0.30279, Len:  5, Fitness_tra: 0
Rule 12: 58247, Class:  2, CF:0.659167, Len:  5, Fitness_tra: 0
Rule 13: 5814b, Class:  2, CF:0.838812, Len:  5, Fitness_tra: 0
Rule 14: 1c424, Class:  2, CF:0.852861, Len:  5, Fitness_tra: 0
Rule 15: 15124, Class:  1, CF:0.477405, Len:  5, Fitness_tra: 0
Rule 16: d14b7, Class:  0, CF:0.335126, Len:  5, Fitness_tra: 0
Rule 17: 88174, Class:  2, CF:0.898457, Len:  5, Fitness_tra: 0
Rule 18: 111bb, Class:  0, CF:0.0931308, Len:  5, Fitness_tra: 0
Rule 19: 58144, Class:  2, CF:0.838812, Len:  5, Fitness_tra: 0
Rule 20: 51117, Class:  0, CF:0.145616, Len:  5, Fitness_tra: 0
Rule 21: d2117, Class:  2, CF:0.643151, Len:  5, Fitness_tra: 0
Rule 22: 11442, Class:  0, CF:0.635217, Len:  5, Fitness_tra: 0
Rule 23: 19547, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 24: 32c44, Class:  1, CF:0.998468, Len:  5, Fitness_tra: 0
Rule 25: 00000, Class:  2, CF:0.398964, Len:  0, Fitness_tra: 0
Rule 26: 512b1, Class:  0, CF:0.124342, Len:  5, Fitness_tra: 0
Rule 27: 5c141, Class:  2, CF:0.903542, Len:  5, Fitness_tra: 0
Rule 28: 13342, Class:  0, CF:0.878689, Len:  5, Fitness_tra: 0
Rule 29: 5c2b1, Class:  2, CF:0.786846, Len:  5, Fitness_tra: 0
Rule 30: d2172, Class:  0, CF:0.693308, Len:  5, Fitness_tra: 0
Rule 31: 51121, Class:  0, CF:0.761186, Len:  5, Fitness_tra: 0
Rule 32: 11212, Class:  2, CF:0.235862, Len:  5, Fitness_tra: 0
Rule 33: 11484, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: 9d47b, Class:  1, CF:0.985055, Len:  5, Fitness_tra: 0
Rule 35: 12721, Class:  2, CF:0.274944, Len:  5, Fitness_tra: 0
Rule 36: 1c2b1, Class:  2, CF:0.498502, Len:  5, Fitness_tra: 0
Rule 37: 15171, Class:  1, CF:0.86116, Len:  5, Fitness_tra: 0
Rule 38: e8c77, Class:  1, CF:0.926993, Len:  5, Fitness_tra: 0
Rule 39: 184b2, Class:  2, CF:0.375741, Len:  5, Fitness_tra: 0
Rule 40: 5182b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 41: 121b1, Class:  2, CF:0.408328, Len:  5, Fitness_tra: 0
Rule 42: 15442, Class:  1, CF:0.827116, Len:  5, Fitness_tra: 0
Rule 43: 38112, Class:  1, CF:0.803547, Len:  5, Fitness_tra: 0
Rule 44: 11211, Class:  2, CF:0.401835, Len:  5, Fitness_tra: 0
Rule 45: 11472, Class:  0, CF:0.612683, Len:  5, Fitness_tra: 0
Rule 46: 11711, Class:  2, CF:0.592432, Len:  5, Fitness_tra: 0
Rule 47: e2274, Class:  0, CF:0.683197, Len:  5, Fitness_tra: 0
Rule 48: 00000, Class:  2, CF:0.398964, Len:  0, Fitness_tra: 0
Rule 49: 3d24b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 50: 1c242, Class:  2, CF:0.804594, Len:  5, Fitness_tra: 0
Rule 51: 15171, Class:  1, CF:0.86116, Len:  5, Fitness_tra: 0
Rule 52: 9c24b, Class:  2, CF:0.855988, Len:  5, Fitness_tra: 0
Rule 53: d2122, Class:  0, CF:0.7298, Len:  5, Fitness_tra: 0
Rule 54: 03000, Class:  2, CF:0.331865, Len:  1, Fitness_tra: 0
Rule 55: 1122b, Class:  0, CF:0.0650577, Len:  5, Fitness_tra: 0
Rule 56: 111b1, Class:  2, CF:0.254519, Len:  5, Fitness_tra: 0
Rule 57: d81b1, Class:  2, CF:0.766876, Len:  5, Fitness_tra: 0
Rule 58: 58114, Class:  2, CF:0.779233, Len:  5, Fitness_tra: 0
Rule 59: 21172, Class:  0, CF:0.858007, Len:  5, Fitness_tra: 0
Rule 60: 04700, Class:  2, CF:0.528941, Len:  2, Fitness_tra: 0
Rule 61: 00000, Class:  2, CF:0.398964, Len:  0, Fitness_tra: 0
Rule 62: 5872b, Class:  2, CF:0.718275, Len:  5, Fitness_tra: 0
Rule 63: 15114, Class:  1, CF:0.663615, Len:  5, Fitness_tra: 0
Rule 64: 91712, Class:  0, CF:0.431432, Len:  5, Fitness_tra: 0
Rule 65: 52422, Class:  0, CF:0.622581, Len:  5, Fitness_tra: 0
Rule 66: 924b2, Class:  0, CF:0.712795, Len:  5, Fitness_tra: 0
Rule 67: d8124, Class:  2, CF:0.944262, Len:  5, Fitness_tra: 0
Rule 68: e5217, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 69: 9117b, Class:  0, CF:0.956016, Len:  5, Fitness_tra: 0
Rule 70: 1c142, Class:  2, CF:0.897028, Len:  5, Fitness_tra: 0
Rule 71: 55212, Class:  1, CF:0.824329, Len:  5, Fitness_tra: 0
Rule 72: 1c122, Class:  2, CF:0.897028, Len:  5, Fitness_tra: 0
Rule 73: 31414, Class:  2, CF:0.160244, Len:  5, Fitness_tra: 0
Rule 74: 51221, Class:  0, CF:0.308652, Len:  5, Fitness_tra: 0
Rule 75: e582b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 76: e1221, Class:  0, CF:0.763962, Len:  5, Fitness_tra: 0
Rule 77: 5d212, Class:  1, CF:0.697613, Len:  5, Fitness_tra: 0
Rule 78: e5417, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: 514b1, Class:  0, CF:0.124342, Len:  5, Fitness_tra: 0
Rule 80: 11177, Class:  0, CF:0.449656, Len:  5, Fitness_tra: 0
Rule 81: 00000, Class:  2, CF:0.398964, Len:  0, Fitness_tra: 0
Rule 82: 00000, Class:  2, CF:0.398964, Len:  0, Fitness_tra: 0
Rule 83: a4000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 84: d0000, Class:  2, CF:0.442874, Len:  1, Fitness_tra: -1
Rule 85: 62222, Class:  1, CF:0.984543, Len:  5, Fitness_tra: 0
Rule 86: 94112, Class:  0, CF:0.165496, Len:  5, Fitness_tra: 0
Rule 87: 34b21, Class:  2, CF:0.114195, Len:  5, Fitness_tra: 0
Rule 88: 11111, Class:  2, CF:0.647439, Len:  5, Fitness_tra: 0
Rule 89: 32122, Class:  2, CF:0.155084, Len:  5, Fitness_tra: 0
Rule 90: 3bb24, Class:  2, CF:0.547349, Len:  5, Fitness_tra: 0
Rule 91: 15424, Class:  1, CF:0.827116, Len:  5, Fitness_tra: 0
Rule 92: 09100, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 93: 91252, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 94: 1114c, Class:  0, CF:0.999569, Len:  5, Fitness_tra: 0
Rule 95: 61414, Class:  1, CF:0.775102, Len:  5, Fitness_tra: 0
Rule 96: 92521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3211b, Class:  2, CF:0.0343585, Len:  5, Fitness_tra: 0
Rule 98: 3b004, Class:  2, CF:0.527252, Len:  3, Fitness_tra: 0
Rule 99: 0d202, Class:  1, CF:0.830947, Len:  3, Fitness_tra: 0
Rule100: 556a4, Class:  2, CF:0.343633, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:21.2435
------Result------
Miss_rate(tra)	:21.2435
Miss_rate(tst)	:22.7273
ARL				:4.39175

------Generation 1------
Rule  1: 0b000, Class:  2, CF:0.70378, Len:  1, Fitness_tra: 62
Rule  2: 0c000, Class:  2, CF:0.657768, Len:  1, Fitness_tra: 19
Rule  3: 04b00, Class:  2, CF:0.642052, Len:  2, Fitness_tra: 14
Rule  4: 00c00, Class:  1, CF:0.910931, Len:  1, Fitness_tra: 10
Rule  5: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 5
Rule  6: 1e217, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  7: 0000b, Class:  2, CF:0.391304, Len:  1, Fitness_tra: 0
Rule  8: 58144, Class:  2, CF:0.838812, Len:  5, Fitness_tra: 0
Rule  9: c1122, Class:  0, CF:0.764081, Len:  5, Fitness_tra: 0
Rule 10: 2311b, Class:  2, CF:0.0298554, Len:  5, Fitness_tra: 0
Rule 11: 31112, Class:  2, CF:0.30279, Len:  5, Fitness_tra: 0
Rule 12: 58247, Class:  2, CF:0.659167, Len:  5, Fitness_tra: 0
Rule 13: 5814b, Class:  2, CF:0.838812, Len:  5, Fitness_tra: 0
Rule 14: 1c424, Class:  2, CF:0.852861, Len:  5, Fitness_tra: 0
Rule 15: 15124, Class:  1, CF:0.477405, Len:  5, Fitness_tra: 0
Rule 16: d14b7, Class:  0, CF:0.335126, Len:  5, Fitness_tra: 0
Rule 17: 88174, Class:  2, CF:0.898457, Len:  5, Fitness_tra: 0
Rule 18: 111bb, Class:  0, CF:0.0931308, Len:  5, Fitness_tra: 0
Rule 19: 58144, Class:  2, CF:0.838812, Len:  5, Fitness_tra: 0
Rule 20: 51117, Class:  0, CF:0.145616, Len:  5, Fitness_tra: 0
Rule 21: d2117, Class:  2, CF:0.643151, Len:  5, Fitness_tra: 0
Rule 22: 11442, Class:  0, CF:0.635217, Len:  5, Fitness_tra: 0
Rule 23: 19547, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 24: 32c44, Class:  1, CF:0.998468, Len:  5, Fitness_tra: 0
Rule 25: 00000, Class:  2, CF:0.398964, Len:  0, Fitness_tra: 0
Rule 26: 512b1, Class:  0, CF:0.124342, Len:  5, Fitness_tra: 0
Rule 27: 5c141, Class:  2, CF:0.903542, Len:  5, Fitness_tra: 0
Rule 28: 13342, Class:  0, CF:0.878689, Len:  5, Fitness_tra: 0
Rule 29: 5c2b1, Class:  2, CF:0.786846, Len:  5, Fitness_tra: 0
Rule 30: d2172, Class:  0, CF:0.693308, Len:  5, Fitness_tra: 0
Rule 31: 51121, Class:  0, CF:0.761186, Len:  5, Fitness_tra: 0
Rule 32: 11212, Class:  2, CF:0.235862, Len:  5, Fitness_tra: 0
Rule 33: 11484, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: 9d47b, Class:  1, CF:0.985055, Len:  5, Fitness_tra: 0
Rule 35: 12721, Class:  2, CF:0.274944, Len:  5, Fitness_tra: 0
Rule 36: 1c2b1, Class:  2, CF:0.498502, Len:  5, Fitness_tra: 0
Rule 37: 15171, Class:  1, CF:0.86116, Len:  5, Fitness_tra: 0
Rule 38: e8c77, Class:  1, CF:0.926993, Len:  5, Fitness_tra: 0
Rule 39: 184b2, Class:  2, CF:0.375741, Len:  5, Fitness_tra: 0
Rule 40: 5182b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 41: 121b1, Class:  2, CF:0.408328, Len:  5, Fitness_tra: 0
Rule 42: 15442, Class:  1, CF:0.827116, Len:  5, Fitness_tra: 0
Rule 43: 38112, Class:  1, CF:0.803547, Len:  5, Fitness_tra: 0
Rule 44: 11211, Class:  2, CF:0.401835, Len:  5, Fitness_tra: 0
Rule 45: 11472, Class:  0, CF:0.612683, Len:  5, Fitness_tra: 0
Rule 46: 11711, Class:  2, CF:0.592432, Len:  5, Fitness_tra: 0
Rule 47: e2274, Class:  0, CF:0.683197, Len:  5, Fitness_tra: 0
Rule 48: 00000, Class:  2, CF:0.398964, Len:  0, Fitness_tra: 0
Rule 49: 3d24b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 50: 1c242, Class:  2, CF:0.804594, Len:  5, Fitness_tra: 0
Rule 51: 15171, Class:  1, CF:0.86116, Len:  5, Fitness_tra: 0
Rule 52: 9c24b, Class:  2, CF:0.855988, Len:  5, Fitness_tra: 0
Rule 53: d2122, Class:  0, CF:0.7298, Len:  5, Fitness_tra: 0
Rule 54: 03000, Class:  2, CF:0.331865, Len:  1, Fitness_tra: 0
Rule 55: 1122b, Class:  0, CF:0.0650577, Len:  5, Fitness_tra: 0
Rule 56: 111b1, Class:  2, CF:0.254519, Len:  5, Fitness_tra: 0
Rule 57: d81b1, Class:  2, CF:0.766876, Len:  5, Fitness_tra: 0
Rule 58: 58114, Class:  2, CF:0.779233, Len:  5, Fitness_tra: 0
Rule 59: 21172, Class:  0, CF:0.858007, Len:  5, Fitness_tra: 0
Rule 60: 04700, Class:  2, CF:0.528941, Len:  2, Fitness_tra: 0
Rule 61: 00000, Class:  2, CF:0.398964, Len:  0, Fitness_tra: 0
Rule 62: 5872b, Class:  2, CF:0.718275, Len:  5, Fitness_tra: 0
Rule 63: 15114, Class:  1, CF:0.663615, Len:  5, Fitness_tra: 0
Rule 64: 91712, Class:  0, CF:0.431432, Len:  5, Fitness_tra: 0
Rule 65: 52422, Class:  0, CF:0.622581, Len:  5, Fitness_tra: 0
Rule 66: 924b2, Class:  0, CF:0.712795, Len:  5, Fitness_tra: 0
Rule 67: d8124, Class:  2, CF:0.944262, Len:  5, Fitness_tra: 0
Rule 68: e5217, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 69: 9117b, Class:  0, CF:0.956016, Len:  5, Fitness_tra: 0
Rule 70: 1c142, Class:  2, CF:0.897028, Len:  5, Fitness_tra: 0
Rule 71: 55212, Class:  1, CF:0.824329, Len:  5, Fitness_tra: 0
Rule 72: 1c122, Class:  2, CF:0.897028, Len:  5, Fitness_tra: 0
Rule 73: 31414, Class:  2, CF:0.160244, Len:  5, Fitness_tra: 0
Rule 74: 51221, Class:  0, CF:0.308652, Len:  5, Fitness_tra: 0
Rule 75: e582b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 76: e1221, Class:  0, CF:0.763962, Len:  5, Fitness_tra: 0
Rule 77: 5d212, Class:  1, CF:0.697613, Len:  5, Fitness_tra: 0
Rule 78: e5417, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: 514b1, Class:  0, CF:0.124342, Len:  5, Fitness_tra: 0
Rule 80: 11177, Class:  0, CF:0.449656, Len:  5, Fitness_tra: 0
Rule 81: 00000, Class:  2, CF:0.398964, Len:  0, Fitness_tra: 0
Rule 82: 00000, Class:  2, CF:0.398964, Len:  0, Fitness_tra: 0
Rule 83: a4000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 84: d0000, Class:  2, CF:0.442874, Len:  1, Fitness_tra: -1
Rule 85: 62222, Class:  1, CF:0.984543, Len:  5, Fitness_tra: 0
Rule 86: 94112, Class:  0, CF:0.165496, Len:  5, Fitness_tra: 0
Rule 87: 34b21, Class:  2, CF:0.114195, Len:  5, Fitness_tra: 0
Rule 88: 11111, Class:  2, CF:0.647439, Len:  5, Fitness_tra: 0
Rule 89: 32122, Class:  2, CF:0.155084, Len:  5, Fitness_tra: 0
Rule 90: 3bb24, Class:  2, CF:0.547349, Len:  5, Fitness_tra: 0
Rule 91: 15424, Class:  1, CF:0.827116, Len:  5, Fitness_tra: 0
Rule 92: 09100, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 93: 91252, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 94: 1114c, Class:  0, CF:0.999569, Len:  5, Fitness_tra: 0
Rule 95: 61414, Class:  1, CF:0.775102, Len:  5, Fitness_tra: 0
Rule 96: 92521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3211b, Class:  2, CF:0.0343585, Len:  5, Fitness_tra: 0
Rule 98: 3b004, Class:  2, CF:0.527252, Len:  3, Fitness_tra: 0
Rule 99: 0d202, Class:  1, CF:0.830947, Len:  3, Fitness_tra: 0
Rule100: 556a4, Class:  2, CF:0.343633, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:21.2435
------Result------
Miss_rate(tra)	:21.2435
Miss_rate(tst)	:22.7273
ARL				:4.39175

------Generation 2------
Rule  1: 0b000, Class:  2, CF:0.70378, Len:  1, Fitness_tra: 62
Rule  2: 0c000, Class:  2, CF:0.657768, Len:  1, Fitness_tra: 19
Rule  3: 04b00, Class:  2, CF:0.642052, Len:  2, Fitness_tra: 14
Rule  4: 00c00, Class:  1, CF:0.910931, Len:  1, Fitness_tra: 10
Rule  5: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 5
Rule  6: 1e217, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  7: 0000b, Class:  2, CF:0.391304, Len:  1, Fitness_tra: 0
Rule  8: 58144, Class:  2, CF:0.838812, Len:  5, Fitness_tra: 0
Rule  9: c1122, Class:  0, CF:0.764081, Len:  5, Fitness_tra: 0
Rule 10: 2311b, Class:  2, CF:0.0298554, Len:  5, Fitness_tra: 0
Rule 11: 31112, Class:  2, CF:0.30279, Len:  5, Fitness_tra: 0
Rule 12: 58247, Class:  2, CF:0.659167, Len:  5, Fitness_tra: 0
Rule 13: 5814b, Class:  2, CF:0.838812, Len:  5, Fitness_tra: 0
Rule 14: 1c424, Class:  2, CF:0.852861, Len:  5, Fitness_tra: 0
Rule 15: 15124, Class:  1, CF:0.477405, Len:  5, Fitness_tra: 0
Rule 16: d14b7, Class:  0, CF:0.335126, Len:  5, Fitness_tra: 0
Rule 17: 88174, Class:  2, CF:0.898457, Len:  5, Fitness_tra: 0
Rule 18: 111bb, Class:  0, CF:0.0931308, Len:  5, Fitness_tra: 0
Rule 19: 58144, Class:  2, CF:0.838812, Len:  5, Fitness_tra: 0
Rule 20: 51117, Class:  0, CF:0.145616, Len:  5, Fitness_tra: 0
Rule 21: d2117, Class:  2, CF:0.643151, Len:  5, Fitness_tra: 0
Rule 22: 11442, Class:  0, CF:0.635217, Len:  5, Fitness_tra: 0
Rule 23: 19547, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 24: 32c44, Class:  1, CF:0.998468, Len:  5, Fitness_tra: 0
Rule 25: 00000, Class:  2, CF:0.398964, Len:  0, Fitness_tra: 0
Rule 26: 512b1, Class:  0, CF:0.124342, Len:  5, Fitness_tra: 0
Rule 27: 5c141, Class:  2, CF:0.903542, Len:  5, Fitness_tra: 0
Rule 28: 13342, Class:  0, CF:0.878689, Len:  5, Fitness_tra: 0
Rule 29: 5c2b1, Class:  2, CF:0.786846, Len:  5, Fitness_tra: 0
Rule 30: d2172, Class:  0, CF:0.693308, Len:  5, Fitness_tra: 0
Rule 31: 51121, Class:  0, CF:0.761186, Len:  5, Fitness_tra: 0
