------Generation 0------
Rule  1: 551222112311d41212, Class:  2, CF:0.183768, Len: 18, Fitness_tra: 0
Rule 50: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000003000000002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000002000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: c18114cd25c2818244, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000900, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 8552128141c2dc1188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 5d158b181182d11213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 8184b281452c22142b, Class:  2, CF:0.206551, Len: 18, Fitness_tra: 0
Rule 59: 000000000000000080, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000009000, Class:  1, CF:0.0972222, Len:  1, Fitness_tra: -1
Rule 61: 50e000000000080002, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 62: 000000000d00007000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000050000000000000, Class:  0, CF:0.411371, Len:  1, Fitness_tra: 2
Rule 65: 333124349193611112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 00000c005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00000000e00e000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 12
Rule 68: d00000000800000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 09000c0009000800c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000c00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000080000000000003, Class:  2, CF:0.583003, Len:  2, Fitness_tra: 1
Rule 72: 00000000020000000d, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 002000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 136221923155111119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 009c7b00000000000c, Class:  3, CF:0.077993, Len:  5, Fitness_tra: 3
Rule 76: 002080004000000000, Class:  0, CF:0.50507, Len:  3, Fitness_tra: 0
Rule 77: 000000000000000070, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000b00000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 8811141512c1121515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1911111d23c21c2228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 52117b132c11211263, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 83: 25114bc118c1125214, Class:  1, CF:0.572826, Len: 18, Fitness_tra: 1
Rule 84: 000000000000000400, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000380, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000003, Class:  2, CF:0.0294711, Len:  1, Fitness_tra: 0
Rule 89: 000000003020000003, Class:  2, CF:0.105355, Len:  3, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0000000040000b0050, Class:  2, CF:0.119785, Len:  3, Fitness_tra: -73
Rule 92: 00e08c0040440c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0cc0007e000b00c000, Class:  0, CF:  1, Len:  6, Fitness_tra: 1
Rule 94: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: c000007e007b000000, Class:  0, CF:0.625256, Len:  5, Fitness_tra: 9
Rule 96: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: c5d2c28d4121d11222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1934125519cc112128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 8112122d2521581112, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule100: 002080004000000000, Class:  0, CF:0.50507, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:57.0866
------Result------
Miss_rate(tra)	:57.0866
Miss_rate(tst)	:52.381
ARL				:8.13333

------Generation 0------
Rule  1: 551222112311d41212, Class:  2, CF:0.183768, Len: 18, Fitness_tra: 0
Rule  2: 155114851581582712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 000000000000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 600000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 181b112911811c4214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 135112c1c1441c7181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 005000000000000030, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 2114121d21112111c2, Class:  0, CF:0.439259, Len: 18, Fitness_tra: 15
Rule  9: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 558111417814c48119, Class:  3, CF:0.200918, Len: 18, Fitness_tra: 0
Rule 11: 18114411714b5422d5, Class:  2, CF:0.495594, Len: 18, Fitness_tra: 0
Rule 12: 000008000a00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 000000000c00000200, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1582421511145c2114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000070004000000006, Class:  2, CF:0.632315, Len:  3, Fitness_tra: 71
Rule 16: 020000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: d00080e00300000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000000000000000009, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: c004007e707b000000, Class:  0, CF:0.777974, Len:  7, Fitness_tra: 0
Rule 26: e1351431e111112154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000d00000500000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000e03000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000003, Class:  2, CF:0.0294711, Len:  1, Fitness_tra: -128
Rule 32: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000080000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 52d5c2c1c42c212113, Class:  2, CF:0.471977, Len: 18, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000000000008c, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 255c17298521d11211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 402080000000000000, Class:  0, CF:0.590141, Len:  3, Fitness_tra: 2
Rule 40: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 03000c004040000000, Class:  2, CF:0.314239, Len:  4, Fitness_tra: -1
Rule 42: 00908b082000080092, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 12888215c18c1c1519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 188441431812121122, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000c000000080000, Class:  2, CF:  1, Len:  2, Fitness_tra: 0
Rule 47: 02000c0040400c0000, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1212248581c84771e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000003000000002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000002000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: c18114cd25c2818244, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000900, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 8552128141c2dc1188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 5d158b181182d11213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 8184b281452c22142b, Class:  2, CF:0.206551, Len: 18, Fitness_tra: 0
Rule 59: 000000000000000080, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000009000, Class:  1, CF:0.0972222, Len:  1, Fitness_tra: -1
Rule 61: 50e000000000080002, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 62: 000000000d00007000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000050000000000000, Class:  0, CF:0.411371, Len:  1, Fitness_tra: 2
Rule 65: 333124349193611112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 00000c005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00000000e00e000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 12
Rule 68: d00000000800000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 09000c0009000800c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000c00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000080000000000003, Class:  2, CF:0.583003, Len:  2, Fitness_tra: 1
Rule 72: 00000000020000000d, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 002000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 136221923155111119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 009c7b00000000000c, Class:  3, CF:0.077993, Len:  5, Fitness_tra: 3
Rule 76: 002080004000000000, Class:  0, CF:0.50507, Len:  3, Fitness_tra: 0
Rule 77: 000000000000000070, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000b00000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 8811141512c1121515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1911111d23c21c2228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 52117b132c11211263, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 83: 25114bc118c1125214, Class:  1, CF:0.572826, Len: 18, Fitness_tra: 1
Rule 84: 000000000000000400, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000380, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000003, Class:  2, CF:0.0294711, Len:  1, Fitness_tra: 0
Rule 89: 000000003020000003, Class:  2, CF:0.105355, Len:  3, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0000000040000b0050, Class:  2, CF:0.119785, Len:  3, Fitness_tra: -73
Rule 92: 00e08c0040440c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0cc0007e000b00c000, Class:  0, CF:  1, Len:  6, Fitness_tra: 1
Rule 94: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: c000007e007b000000, Class:  0, CF:0.625256, Len:  5, Fitness_tra: 9
Rule 96: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: c5d2c28d4121d11222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1934125519cc112128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 8112122d2521581112, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule100: 002080004000000000, Class:  0, CF:0.50507, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:57.0866
------Result------
Miss_rate(tra)	:57.0866
Miss_rate(tst)	:52.381
ARL				:8.13333

------Generation 1------
Rule  1: 000070004000000006, Class:  2, CF:0.632315, Len:  3, Fitness_tra: 27
Rule  2: 2114121d21112111c2, Class:  0, CF:0.439259, Len: 18, Fitness_tra: 2
Rule  3: 00000000e00e000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 12
Rule  4: c000007e007b000000, Class:  0, CF:0.625256, Len:  5, Fitness_tra: 18
Rule  5: 009c7b00000000000c, Class:  3, CF:0.077993, Len:  5, Fitness_tra: 3
Rule  6: 000050000000000000, Class:  0, CF:0.411371, Len:  1, Fitness_tra: 2
Rule  7: 402080000000000000, Class:  0, CF:0.590141, Len:  3, Fitness_tra: 2
Rule  8: 000080000000000003, Class:  2, CF:0.583003, Len:  2, Fitness_tra: 1
Rule  9: 25114bc118c1125214, Class:  1, CF:0.572826, Len: 18, Fitness_tra: 5
Rule 10: 0cc0007e000b00c000, Class:  0, CF:  1, Len:  6, Fitness_tra: 1
Rule 11: 551222112311d41212, Class:  2, CF:0.183768, Len: 18, Fitness_tra: 0
Rule 12: 000008000a00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 000000000c00000200, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1582421511145c2114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 020000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: d00080e00300000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000000000000000009, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: c004007e707b000000, Class:  0, CF:0.777974, Len:  7, Fitness_tra: 0
Rule 26: e1351431e111112154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000d00000500000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000e03000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 002080004000000000, Class:  0, CF:0.50507, Len:  3, Fitness_tra: 0
Rule 32: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000080000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 52d5c2c1c42c212113, Class:  2, CF:0.471977, Len: 18, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000000000008c, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 255c17298521d11211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 600000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 8112122d2521581112, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 42: 00908b082000080092, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 12888215c18c1c1519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 188441431812121122, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000c000000080000, Class:  2, CF:  1, Len:  2, Fitness_tra: 0
Rule 47: 02000c0040400c0000, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1212248581c84771e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000003000000002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000002000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: c18114cd25c2818244, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000900, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 8552128141c2dc1188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 5d158b181182d11213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 8184b281452c22142b, Class:  2, CF:0.206551, Len: 18, Fitness_tra: -2
Rule 59: 000000000000000080, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 50e000000000080002, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 61: 000000000d00007000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 181b112911811c4214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 333124349193611112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000c005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 135112c1c1441c7181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: d00000000800000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 09000c0009000800c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000c00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 005000000000000030, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000000020000000d, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 002000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 136221923155111119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 155114851581582712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 002080004000000000, Class:  0, CF:0.50507, Len:  3, Fitness_tra: 0
Rule 76: 000000000000000070, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000b00000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 8811141512c1121515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1911111d23c21c2228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000cd00d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 09000000e00000d080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 2c1247232c2b181117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000c000007040c00a, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 86: 30e008000900004900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000b004250000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 055004850085083902, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: c11114c32c12218263, Class:  0, CF:  1, Len: 18, Fitness_tra: 7
Rule 93: 50e000000000080002, Class:  2, CF:  1, Len:  0, Fitness_tra: 0
Rule 94: 00000b080000080093, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1021110d4302000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 88100000e20e121000, Class:  2, CF:  1, Len:  9, Fitness_tra: 0
Rule 97: 805210004102d00988, Class:  3, CF:0.19055, Len: 11, Fitness_tra: -3
Rule 98: 1cc0209e0055011110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000c0000004000002, Class:  2, CF:0.277247, Len:  3, Fitness_tra: 31
------Current------
Miss_rate(tra)	:55.643
------Result------
Miss_rate(tra)	:55.643
Miss_rate(tst)	:53.5714
ARL				:8.57692

------Generation 2------
Rule  1: 0000c0000004000002, Class:  2, CF:0.277247, Len:  3, Fitness_tra: 31
Rule  2: 000070004000000006, Class:  2, CF:0.632315, Len:  3, Fitness_tra: 27
Rule  3: c000007e007b000000, Class:  0, CF:0.625256, Len:  5, Fitness_tra: 18
Rule  4: 00000000e00e000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 12
Rule  5: c11114c32c12218263, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule  6: 25114bc118c1125214, Class:  1, CF:0.572826, Len: 18, Fitness_tra: 2
Rule  7: 009c7b00000000000c, Class:  3, CF:0.077993, Len:  5, Fitness_tra: 3
