------Generation 0------
Rule  1: 115c71d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 185442ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 35881792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d2211b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1151225c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 61d54bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 80000000, Class:  1, CF:0.363842, Len:  1, Fitness_tra: 353
Rule 52: 1182175c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 53: c1917b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 111c1291, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 55: 59cc1b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 121c2be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2512b735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 6ed54b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 11116231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 5dc274e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 91214192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: d1d172e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 51117432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1942b7ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 5d512795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 9548b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 121224e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00070000, Class:  1, CF:0.0668843, Len:  1, Fitness_tra: 0
Rule 70: 82c14252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 18122491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9341729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: c5142238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 5c522411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1515b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 91254718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 93d51438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 3d5c41e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 5153271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 55117754, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 9522bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1521b2e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1421b252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: d2834291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1581b138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1d51b1e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11d12b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 132d7151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 18112438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 552d44ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 191277e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 12121115, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 97: 9d514412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2885721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 55c12b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 9512b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:77.2304
------Result------
Miss_rate(tra)	:77.2304
Miss_rate(tst)	:51.6779
ARL				:1.65217

------Generation 0------
Rule  1: 115c71d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: e2814b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 15452be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 5d511b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 221d479c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 81812231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 5581b738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1d127b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 5322413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 12114218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 5112249c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 00800000, Class:  0, CF:0.546804, Len:  1, Fitness_tra: 511
Rule 16: 158541e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule 19: 1518b734, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 88842158, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1e12143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 5c127131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 3518b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1c547291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 21511b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: a1824b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11254794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: e1251b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00070000, Class:  1, CF:0.0668843, Len:  1, Fitness_tra: -87
Rule 32: 3d22449c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: e121bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 15877b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 55117212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: d8584b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 93c41714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: c551b735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e0000000, Class:  1, CF:0.878167, Len:  1, Fitness_tra: 257
Rule 40: 3181b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 355db261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 921121e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 252c241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 185442ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 35881792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d2211b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1151225c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 61d54bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 80000000, Class:  1, CF:0.363842, Len:  1, Fitness_tra: 353
Rule 52: 1182175c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 53: c1917b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 111c1291, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 55: 59cc1b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 121c2be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2512b735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 6ed54b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 11116231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 5dc274e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 91214192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: d1d172e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 51117432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1942b7ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 5d512795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 9548b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 121224e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00070000, Class:  1, CF:0.0668843, Len:  1, Fitness_tra: 0
Rule 70: 82c14252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 18122491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9341729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: c5142238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 5c522411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1515b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 91254718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 93d51438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 3d5c41e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 5153271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 55117754, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 9522bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1521b2e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1421b252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: d2834291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1581b138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1d51b1e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11d12b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 132d7151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 18112438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 552d44ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 191277e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 12121115, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 97: 9d514412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2885721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 55c12b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 9512b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:77.2304
------Result------
Miss_rate(tra)	:77.2304
Miss_rate(tst)	:51.6779
ARL				:1.65217

------Generation 1------
Rule  1: 00800000, Class:  0, CF:0.546804, Len:  1, Fitness_tra: 507
Rule  2: 80000000, Class:  1, CF:0.363842, Len:  1, Fitness_tra: 357
Rule  3: e0000000, Class:  1, CF:0.878167, Len:  1, Fitness_tra: 257
Rule  4: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule  5: 115c71d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 5d511b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 221d479c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 81812231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 5581b738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1d127b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 5322413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 12114218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 5112249c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: e2814b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 158541e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 15452be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1518b734, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 88842158, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1e12143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 5c127131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 3518b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1c547291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 21511b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: a1824b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11254794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: e1251b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 9512b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 3d22449c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: e121bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 15877b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 55117212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: d8584b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 93c41714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: c551b735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 3181b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 355db261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 921121e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 252c241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 185442ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 35881792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d2211b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1151225c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 61d54bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1182175c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 53: c1917b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 111c1291, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 55: 59cc1b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 121c2be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2512b735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 6ed54b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 11116231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 5dc274e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 91214192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: d1d172e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 51117432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1942b7ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 5d512795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 9548b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 121224e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00070000, Class:  1, CF:0.0668843, Len:  1, Fitness_tra: -85
Rule 70: 82c14252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 18122491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9341729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: c5142238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 5c522411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1515b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 91254718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 93d51438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 3d5c41e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 311842e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 955211e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 3d122192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: f9117b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 138d7731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1511429c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: ed5c7738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 15814b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00100e00, Class:  0, CF:  1, Len:  2, Fitness_tra: 10
Rule 92: ec54b2d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d1514492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: e2814b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: dc080050, Class:  1, CF:0.766835, Len:  4, Fitness_tra: 0
Rule 96: 3d8c549c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: cc010034, Class:  0, CF:0.522316, Len:  5, Fitness_tra: 0
Rule 98: 1211225c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1282175c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule100: 92514412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:76.9977
------Result------
Miss_rate(tra)	:76.9977
Miss_rate(tst)	:51.6779
ARL				:2.08696

------Generation 2------
Rule  1: 00800000, Class:  0, CF:0.546804, Len:  1, Fitness_tra: 525
Rule  2: 80000000, Class:  1, CF:0.363842, Len:  1, Fitness_tra: 341
Rule  3: e0000000, Class:  1, CF:0.878167, Len:  1, Fitness_tra: 257
Rule  4: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule  5: 00100e00, Class:  0, CF:  1, Len:  2, Fitness_tra: 10
Rule  6: 115c71d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 221d479c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 81812231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 5581b738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1d127b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 5322413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 12114218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 5112249c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: e2814b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 158541e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 15452be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1518b734, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 88842158, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1e12143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 5c127131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 3518b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1c547291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 21511b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: a1824b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11254794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: e1251b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 9512b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 3d22449c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: e121bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
