------Generation 0------
Rule  1: 000c0000, Class:  1, CF:0.175232, Len:  1, Fitness_tra: -109
Rule 65: e1821111, Class:  1, CF:0.779654, Len:  8, Fitness_tra: 0
Rule 66: 121cbb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: d911775c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 8218219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 69: 11211131, Class:  0, CF:0.898946, Len:  8, Fitness_tra: 1
Rule 70: 0d080000, Class:  1, CF:0.658475, Len:  2, Fitness_tra: 60
Rule 71: 112c71ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 2111b138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 52214791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: c1d112e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 21511751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 9dc22234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 81d81b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11214795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 514c24ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11812131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 51227711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 20000000, Class:  1, CF:0.237825, Len:  1, Fitness_tra: 796
Rule 85: 40000000, Class:  0, CF:0.144061, Len:  1, Fitness_tra: 713
Rule 86: 15dd2b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00040000, Class:  1, CF:0.0640022, Len:  1, Fitness_tra: -2
Rule 88: 122c7215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1559b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 22521b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: c115b151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 11821752, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 94: 91222158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 11182491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3582b79c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 811117e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 5511719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 5d217292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:54.8837
------Result------
Miss_rate(tra)	:54.8837
Miss_rate(tst)	:27.5168
ARL				:3.08696

------Generation 0------
Rule  1: 20000000, Class:  1, CF:0.237825, Len:  1, Fitness_tra: 781
Rule  2: 40000000, Class:  0, CF:0.144061, Len:  1, Fitness_tra: 319
Rule  3: 0d080000, Class:  1, CF:0.658475, Len:  2, Fitness_tra: 28
Rule  4: 00050000, Class:  0, CF:0.791225, Len:  1, Fitness_tra: 35
Rule  5: 58141111, Class:  1, CF:0.810694, Len:  8, Fitness_tra: 10
Rule  6: 11211131, Class:  0, CF:0.898946, Len:  8, Fitness_tra: 0
Rule  7: 5d217292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 35c244d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 99884b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 51d114ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 121c77ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 51117112, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 13: 58111b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 51cc4138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 151d721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 99c5429c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 88824be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 13d1729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 954c7412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: e5281191, Class:  1, CF:0.938463, Len:  8, Fitness_tra: 0
Rule 21: 3518bb98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: ed814231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 95882422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 811cb292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 112177e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13c84111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 611171e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: e51471e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 69417b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 5d824218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: ee814114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 15477b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 888427e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11d54411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2c221111, Class:  1, CF:0.129106, Len:  8, Fitness_tra: 0
Rule 37: 35cc7b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 9518b7ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 33812b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 88841b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: d112b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 5d8d1732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1d81b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 31222b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 35187261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 885d113c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: e5c12791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 35c21492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 5dc13b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 12887b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: e1c21b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 114c7731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 15121731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: ed1872e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 5221b294, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1511b1e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 211271e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 52811491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 91421212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3511bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: e8411b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: e1821111, Class:  1, CF:0.779654, Len:  8, Fitness_tra: 0
Rule 66: 121cbb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: d911775c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 8218219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e1144411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 112c71ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 2111b138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 52214791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: c1d112e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 21511751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 9dc22234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 81d81b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11214795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1558bb52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 81524139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 5151bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 3915411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: fe2274e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1dc1b1ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: e5152b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00800000, Class:  0, CF:0.650627, Len:  1, Fitness_tra: 463
Rule 90: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 40c10b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 35824111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00000031, Class:  0, CF:0.428075, Len:  2, Fitness_tra: 2
Rule 94: e1444418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 5d817792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3514b711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 90002158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 52217292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 81b217e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 808027e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:44.9612
------Result------
Miss_rate(tra)	:44.9612
Miss_rate(tst)	:12.7517
ARL				:3.2

------Generation 1------
Rule  1: 20000000, Class:  1, CF:0.237825, Len:  1, Fitness_tra: 781
Rule  2: 40000000, Class:  0, CF:0.144061, Len:  1, Fitness_tra: 319
Rule  3: 0d080000, Class:  1, CF:0.658475, Len:  2, Fitness_tra: 28
Rule  4: 00050000, Class:  0, CF:0.791225, Len:  1, Fitness_tra: 35
Rule  5: 58141111, Class:  1, CF:0.810694, Len:  8, Fitness_tra: 10
Rule  6: 11211131, Class:  0, CF:0.898946, Len:  8, Fitness_tra: 0
Rule  7: 5d217292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 35c244d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 99884b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 51d114ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 121c77ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 51117112, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 13: 58111b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 51cc4138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 151d721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 99c5429c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 88824be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 13d1729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 954c7412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: e5281191, Class:  1, CF:0.938463, Len:  8, Fitness_tra: 0
Rule 21: 3518bb98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: ed814231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 95882422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 811cb292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 112177e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13c84111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 611171e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: e51471e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 69417b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 5d824218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: ee814114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 15477b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 888427e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11d54411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2c221111, Class:  1, CF:0.129106, Len:  8, Fitness_tra: 0
Rule 37: 35cc7b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 9518b7ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 33812b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 88841b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: d112b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 5d8d1732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1d81b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 31222b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 35187261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 885d113c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: e5c12791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 35c21492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 5dc13b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 12887b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: e1c21b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 114c7731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 15121731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: ed1872e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 5221b294, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1511b1e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 211271e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 52811491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 91421212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3511bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: e8411b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: e1821111, Class:  1, CF:0.779654, Len:  8, Fitness_tra: 0
Rule 66: 121cbb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: d911775c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 8218219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e1144411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 112c71ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 2111b138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 52214791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: c1d112e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 21511751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 9dc22234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 81d81b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11214795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1558bb52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 81524139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 5151bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 3915411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: fe2274e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1dc1b1ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: e5152b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00800000, Class:  0, CF:0.650627, Len:  1, Fitness_tra: 463
Rule 90: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 40c10b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 35824111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00000031, Class:  0, CF:0.428075, Len:  2, Fitness_tra: 2
Rule 94: e1444418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 5d817792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3514b711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 90002158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 52217292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 81b217e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 808027e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:44.9612
------Result------
Miss_rate(tra)	:44.9612
Miss_rate(tst)	:12.7517
ARL				:3.2

------Generation 2------
Rule  1: 20000000, Class:  1, CF:0.237825, Len:  1, Fitness_tra: 781
Rule  2: 40000000, Class:  0, CF:0.144061, Len:  1, Fitness_tra: 319
Rule  3: 0d080000, Class:  1, CF:0.658475, Len:  2, Fitness_tra: 28
Rule  4: 00050000, Class:  0, CF:0.791225, Len:  1, Fitness_tra: 35
Rule  5: 58141111, Class:  1, CF:0.810694, Len:  8, Fitness_tra: 10
Rule  6: 11211131, Class:  0, CF:0.898946, Len:  8, Fitness_tra: 0
Rule  7: 5d217292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 35c244d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 99884b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 51d114ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 121c77ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 51117112, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 13: 58111b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 51cc4138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 151d721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 99c5429c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 88824be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 13d1729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 954c7412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: e5281191, Class:  1, CF:0.938463, Len:  8, Fitness_tra: 0
Rule 21: 3518bb98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: ed814231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 95882422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 811cb292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 112177e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13c84111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 611171e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: e51471e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 69417b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 5d824218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: ee814114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
