------Generation 0------
Rule  1: e518243c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 11c52732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: d0000000, Class:  1, CF:0.712268, Len:  1, Fitness_tra: 873
Rule 34: d5217451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 8124b4dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1125bb5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 5222411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 11527b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5dd1b2e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 15112b61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11c21494, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 42: 11c14b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 2d257432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: e381b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 95411752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3521713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 93dcbb55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 6d227432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000d0000, Class:  0, CF:0.738405, Len:  1, Fitness_tra: 63
Rule 51: 9dc24162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11111be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1921471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3118421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 911c22e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3314111c, Class:  0, CF:0.959387, Len:  8, Fitness_tra: 54
Rule 57: 9141b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 00700000, Class:  0, CF:0.00507305, Len:  1, Fitness_tra: 0
Rule 59: 9e287752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2c271494, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 61: 612244dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 18187731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: e14c1751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 8552b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11814b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5542b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 251c1b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 391812e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 5d12729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1e157431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 007000a0, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 74: 5511b791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3111b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 51d4b15c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 588474e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1151b761, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2181b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 555c2252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11213231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: cc12441c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 80000000, Class:  1, CF:0.349393, Len:  1, Fitness_tra: -560
Rule 85: c1112492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: d25c1112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 87: 6828149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 15c1723c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 65c57b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 19842432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: e3857b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d95224e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 9122b11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 31214b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 5111416c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2c824112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 13c82211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 331d423c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: d1112b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:82.6357
------Result------
Miss_rate(tra)	:82.6357
Miss_rate(tst)	:68.9189
ARL				:3.23077

------Generation 0------
Rule  1: d0000000, Class:  1, CF:0.712268, Len:  1, Fitness_tra: 727
Rule  2: 00700000, Class:  0, CF:0.00507305, Len:  1, Fitness_tra: 531
Rule  3: 000d0000, Class:  0, CF:0.738405, Len:  1, Fitness_tra: 70
Rule  4: 3314111c, Class:  0, CF:0.959387, Len:  8, Fitness_tra: 69
Rule  5: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 54
Rule  6: 0d000000, Class:  1, CF:0.560579, Len:  1, Fitness_tra: 9
Rule  7: 007000a0, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule  8: e518243c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 5121441c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: e328bb95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 15517111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 51221135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 118242e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 8811bb98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 51881131, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 17: 3e282198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 52524b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: e5187b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 11511132, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 21: 000700a0, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 22: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1d112111, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 24: 65c84b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 51527be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 8122b25c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0d000000, Class:  1, CF:0.560579, Len:  1, Fitness_tra: 0
Rule 28: 15124291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1d48213c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 52142712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 13581118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 32: 11c52732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3128171c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 34: d5217451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 8124b4dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1125bb5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 5222411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 11527b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5dd1b2e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 15112b61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11c21494, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 42: 11c14b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 2d257432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: e381b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 95411752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3521713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 93dcbb55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 6d227432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: ed2c721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 9dc24162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11111be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1921471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3118421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 911c22e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3d1c715c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 9141b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 00700000, Class:  0, CF:0.00507305, Len:  1, Fitness_tra: 0
Rule 59: 9e287752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2c271494, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 61: 612244dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 18187731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: e14c1751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 8552b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11814b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5542b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 251c1b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 391812e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 5d12729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1e157431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 85141bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 5511b791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3111b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 51d4b15c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 588474e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1151b761, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2181b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1511bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 3e2172e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 8c51b75c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11cc17ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00050000, Class:  0, CF:0.771835, Len:  1, Fitness_tra: 3
Rule 87: 33117b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 15517111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 51d1b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 3881bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 91181787, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 52889102, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 93: c3124239, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 05c50002, Class:  0, CF:0.926537, Len:  4, Fitness_tra: 0
Rule 95: 02500b90, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: d162b19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3500010c, Class:  0, CF:0.99436, Len:  4, Fitness_tra: 1
Rule 98: 1d000002, Class:  1, CF:0.298282, Len:  3, Fitness_tra: 0
Rule 99: 1d4871ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 8124b45c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:63.8372
------Result------
Miss_rate(tra)	:63.8372
Miss_rate(tst)	:33.1081
ARL				:3.35714

------Generation 1------
Rule  1: d0000000, Class:  1, CF:0.712268, Len:  1, Fitness_tra: 728
Rule  2: 00700000, Class:  0, CF:0.00507305, Len:  1, Fitness_tra: 395
Rule  3: 000d0000, Class:  0, CF:0.738405, Len:  1, Fitness_tra: 70
Rule  4: 3314111c, Class:  0, CF:0.959387, Len:  8, Fitness_tra: 52
Rule  5: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 54
Rule  6: 0d000000, Class:  1, CF:0.560579, Len:  1, Fitness_tra: 11
Rule  7: 00050000, Class:  0, CF:0.771835, Len:  1, Fitness_tra: 3
Rule  8: 007000a0, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule  9: 3500010c, Class:  0, CF:0.99436, Len:  4, Fitness_tra: 1
Rule 10: 11511132, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 11: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 15517111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 51221135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 118242e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 8811bb98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 51881131, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 17: 3e282198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 52524b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: e5187b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 5121441c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000700a0, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 22: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1d112111, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 24: 65c84b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 51527be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 8122b25c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0d000000, Class:  1, CF:0.560579, Len:  1, Fitness_tra: 0
Rule 28: 15124291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1d48213c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 52142712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 13581118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 32: 11c52732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3128171c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 34: d5217451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 8124b4dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1125bb5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 5222411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 11527b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5dd1b2e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 15112b61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11c21494, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 42: 11c14b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 2d257432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: e381b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 95411752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3521713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 93dcbb55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 6d227432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: ed2c721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 9dc24162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11111be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1921471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3118421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 911c22e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3d1c715c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 9141b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 00700000, Class:  0, CF:0.00507305, Len:  1, Fitness_tra: 0
Rule 59: 9e287752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2c271494, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 61: 612244dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 18187731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: e14c1751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 8552b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11814b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5542b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 251c1b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 391812e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 5d12729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1e157431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 85141bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 5511b791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3111b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 51d4b15c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 588474e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1151b761, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2181b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 181cbbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 115d1b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000a0, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 84: 152177e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: e512b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 158c71e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: ed21b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 9d552292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 61482292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00560000, Class:  0, CF:  1, Len:  2, Fitness_tra: 44
Rule 92: e32abba5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: e00c72c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 101a0091, Class:  0, CF:0.375908, Len:  5, Fitness_tra: 108
Rule 95: 00720200, Class:  0, CF:  1, Len:  3, Fitness_tra: 9
Rule 96: 07080730, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 8d02b047, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 231c8b87, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 52889102, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule100: 2d157532, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:63.4884
------Result------
Miss_rate(tra)	:63.4884
Miss_rate(tst)	:32.4324
ARL				:3.26667

------Generation 2------
Rule  1: d0000000, Class:  1, CF:0.712268, Len:  1, Fitness_tra: 738
Rule  2: 00700000, Class:  0, CF:0.00507305, Len:  1, Fitness_tra: 0
Rule  3: 101a0091, Class:  0, CF:0.375908, Len:  5, Fitness_tra: 13
Rule  4: 000d0000, Class:  0, CF:0.738405, Len:  1, Fitness_tra: 70
Rule  5: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 50
Rule  6: 3314111c, Class:  0, CF:0.959387, Len:  8, Fitness_tra: 3
Rule  7: 00560000, Class:  0, CF:  1, Len:  2, Fitness_tra: 19
Rule  8: 0d000000, Class:  1, CF:0.560579, Len:  1, Fitness_tra: 21
Rule  9: 00720200, Class:  0, CF:  1, Len:  3, Fitness_tra: 9
Rule 10: 00050000, Class:  0, CF:0.771835, Len:  1, Fitness_tra: 3
Rule 11: 000000a0, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 12: 3500010c, Class:  0, CF:0.99436, Len:  4, Fitness_tra: 1
Rule 13: 51221135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 118242e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 8811bb98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 51881131, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 17: 3e282198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 52524b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: e5187b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 5121441c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000700a0, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 22: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1d112111, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 24: 65c84b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 51527be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 8122b25c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0d000000, Class:  1, CF:0.560579, Len:  1, Fitness_tra: 0
Rule 28: 15124291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1d48213c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 52142712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 13581118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
