------Generation 0------
Rule  1: c131, Class:  1, CF:0.0464646, Len:  4, Fitness_tra: 0
Rule 29: 2252, Class:  1, CF:0.426345, Len:  4, Fitness_tra: -14
Rule 30: 1465, Class:  0, CF:0.144509, Len:  4, Fitness_tra: 1
Rule 31: 1141, Class:  1, CF:0.266219, Len:  4, Fitness_tra: -5
Rule 32: 6002, Class:  0, CF:0.240246, Len:  2, Fitness_tra: 16
Rule 33: 0005, Class:  0, CF:0.0402431, Len:  1, Fitness_tra: 0
Rule 34: 5305, Class:  1, CF:0.198889, Len:  3, Fitness_tra: -3
Rule 35: 1111, Class:  1, CF:0.418093, Len:  4, Fitness_tra: 0
Rule 36: 1321, Class:  0, CF:0.131619, Len:  4, Fitness_tra: 0
Rule 37: 0055, Class:  0, CF:0.125568, Len:  2, Fitness_tra: 0
Rule 38: 1113, Class:  1, CF:0.494628, Len:  4, Fitness_tra: -1
Rule 39: 0302, Class:  0, CF:0.193791, Len:  2, Fitness_tra: 26
Rule 40: 1651, Class:  0, CF:0.558689, Len:  4, Fitness_tra: 11
Rule 41: 2f11, Class:  1, CF:0.174155, Len:  4, Fitness_tra: 0
Rule 42: 3551, Class:  1, CF:0.498276, Len:  4, Fitness_tra: -4
Rule 43: 1113, Class:  1, CF:0.494628, Len:  4, Fitness_tra: 0
Rule 44: 4455, Class:  0, CF:0.82785, Len:  4, Fitness_tra: 20
Rule 45: 2232, Class:  0, CF:0.65701, Len:  4, Fitness_tra: 40
Rule 46: 0403, Class:  0, CF:0.152209, Len:  2, Fitness_tra: 3
Rule 47: 1233, Class:  0, CF:0.41535, Len:  4, Fitness_tra: 1
Rule 48: 1131, Class:  1, CF:0.49681, Len:  4, Fitness_tra: 0
Rule 49: 2511, Class:  0, CF:0.91077, Len:  4, Fitness_tra: 25
Rule 50: 6662, Class:  0, CF:0.284036, Len:  4, Fitness_tra: 0
Rule 51: 5251, Class:  0, CF:0.162696, Len:  4, Fitness_tra: 0
Rule 52: 0264, Class:  0, CF:0.19761, Len:  3, Fitness_tra: 4
Rule 53: 2546, Class:  0, CF:  1, Len:  4, Fitness_tra: 6
Rule 54: 1323, Class:  1, CF:0.0887537, Len:  4, Fitness_tra: 0
Rule 55: 0520, Class:  1, CF:0.130279, Len:  2, Fitness_tra: -8
Rule 56: 3500, Class:  1, CF:0.0393013, Len:  2, Fitness_tra: 0
Rule 57: 1122, Class:  0, CF:0.679359, Len:  4, Fitness_tra: 0
Rule 58: 5111, Class:  0, CF:0.404533, Len:  4, Fitness_tra: 13
Rule 59: 1313, Class:  1, CF:0.623369, Len:  4, Fitness_tra: -1
Rule 60: 3151, Class:  0, CF:0.557605, Len:  4, Fitness_tra: 6
Rule 61: 11f1, Class:  1, CF:0.506737, Len:  4, Fitness_tra: -2
Rule 62: 4453, Class:  0, CF:0.592447, Len:  4, Fitness_tra: 14
Rule 63: 1236, Class:  0, CF:0.521601, Len:  4, Fitness_tra: 2
Rule 64: 0030, Class:  1, CF:0.0546935, Len:  1, Fitness_tra: 0
Rule 65: 1336, Class:  1, CF:0.733546, Len:  4, Fitness_tra: 0
Rule 66: 1232, Class:  1, CF:0.202739, Len:  4, Fitness_tra: 0
Rule 67: 0206, Class:  0, CF:0.225875, Len:  2, Fitness_tra: 5
Rule 68: 2411, Class:  0, CF:0.385187, Len:  4, Fitness_tra: 14
Rule 69: 6020, Class:  0, CF:0.244505, Len:  2, Fitness_tra: 16
Rule 70: 3231, Class:  1, CF:0.060635, Len:  4, Fitness_tra: 0
Rule 71: 5500, Class:  0, CF:0.107725, Len:  2, Fitness_tra: 1
Rule 72: 0000, Class:  0, CF:3.33067e-16, Len:  0, Fitness_tra: 0
Rule 73: 0252, Class:  1, CF:0.18613, Len:  3, Fitness_tra: -4
Rule 74: 1311, Class:  1, CF:0.50232, Len:  4, Fitness_tra: 0
Rule 75: 2251, Class:  0, CF:0.0866145, Len:  4, Fitness_tra: 0
Rule 76: 9514, Class:  0, CF:0.957558, Len:  4, Fitness_tra: 10
Rule 77: 3131, Class:  1, CF:0.625041, Len:  4, Fitness_tra: -2
Rule 78: 5435, Class:  0, CF:0.244678, Len:  4, Fitness_tra: 0
Rule 79: 2114, Class:  1, CF:0.0824872, Len:  4, Fitness_tra: 0
Rule 80: 0225, Class:  1, CF:0.158872, Len:  3, Fitness_tra: -2
Rule 81: 3126, Class:  1, CF:0.11865, Len:  4, Fitness_tra: 0
Rule 82: 1211, Class:  0, CF:0.0687613, Len:  4, Fitness_tra: 0
Rule 83: 1213, Class:  0, CF:0.158853, Len:  4, Fitness_tra: 0
Rule 84: 1123, Class:  1, CF:0.0900583, Len:  4, Fitness_tra: 0
Rule 85: 1141, Class:  1, CF:0.266219, Len:  4, Fitness_tra: 0
Rule 86: 1614, Class:  1, CF:0.182534, Len:  4, Fitness_tra: 0
Rule 87: 4316, Class:  1, CF:0.375515, Len:  4, Fitness_tra: -2
Rule 88: 1136, Class:  1, CF:0.548911, Len:  4, Fitness_tra: -2
Rule 89: d519, Class:  0, CF:0.141911, Len:  4, Fitness_tra: 0
Rule 90: 2006, Class:  0, CF:0.238907, Len:  2, Fitness_tra: 18
Rule 91: 0000, Class:  0, CF:3.33067e-16, Len:  0, Fitness_tra: 0
Rule 92: 7111, Class:  1, CF:0.334921, Len:  4, Fitness_tra: 0
Rule 93: 0050, Class:  0, CF:0.0402431, Len:  1, Fitness_tra: 0
Rule 94: 0440, Class:  1, CF:0.179813, Len:  2, Fitness_tra: -27
Rule 95: 1161, Class:  1, CF:0.500921, Len:  4, Fitness_tra: 0
Rule 96: 2313, Class:  1, CF:0.0599984, Len:  4, Fitness_tra: 0
Rule 97: d311, Class:  1, CF:0.319241, Len:  4, Fitness_tra: -7
Rule 98: 6122, Class:  0, CF:0.925733, Len:  4, Fitness_tra: 18
Rule 99: 0640, Class:  0, CF:0.146723, Len:  2, Fitness_tra: 10
Rule100: 1111, Class:  1, CF:0.418093, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:26.6904
------Result------
Miss_rate(tra)	:26.6904
Miss_rate(tst)	:28.5714
ARL				:3.45

------Generation 0------
Rule  1: 2232, Class:  0, CF:0.65701, Len:  4, Fitness_tra: 41
Rule  2: 0302, Class:  0, CF:0.193791, Len:  2, Fitness_tra: 16
Rule  3: 2511, Class:  0, CF:0.91077, Len:  4, Fitness_tra: 25
Rule  4: 1122, Class:  0, CF:0.679359, Len:  4, Fitness_tra: 8
Rule  5: 4455, Class:  0, CF:0.82785, Len:  4, Fitness_tra: 10
Rule  6: 4511, Class:  0, CF:0.833186, Len:  4, Fitness_tra: 19
Rule  7: 6122, Class:  0, CF:0.925733, Len:  4, Fitness_tra: 18
Rule  8: 2006, Class:  0, CF:0.238907, Len:  2, Fitness_tra: 19
Rule  9: 6002, Class:  0, CF:0.240246, Len:  2, Fitness_tra: 15
Rule 10: 6020, Class:  0, CF:0.244505, Len:  2, Fitness_tra: 20
Rule 11: 7511, Class:  0, CF:0.787591, Len:  4, Fitness_tra: 0
Rule 12: 4453, Class:  0, CF:0.592447, Len:  4, Fitness_tra: 13
Rule 13: 2411, Class:  0, CF:0.385187, Len:  4, Fitness_tra: 10
Rule 14: 5111, Class:  0, CF:0.404533, Len:  4, Fitness_tra: 12
Rule 15: 1651, Class:  0, CF:0.558689, Len:  4, Fitness_tra: 3
Rule 16: 0640, Class:  0, CF:0.146723, Len:  2, Fitness_tra: 6
Rule 17: 1652, Class:  0, CF:0.982823, Len:  4, Fitness_tra: 6
Rule 18: 9514, Class:  0, CF:0.957558, Len:  4, Fitness_tra: 8
Rule 19: 054f, Class:  0, CF:0.592447, Len:  3, Fitness_tra: 8
Rule 20: 1911, Class:  0, CF:0.638194, Len:  4, Fitness_tra: 0
Rule 21: 6115, Class:  0, CF:0.542077, Len:  4, Fitness_tra: 6
Rule 22: 2546, Class:  0, CF:  1, Len:  4, Fitness_tra: 6
Rule 23: 3151, Class:  0, CF:0.557605, Len:  4, Fitness_tra: 0
Rule 24: 0206, Class:  0, CF:0.225875, Len:  2, Fitness_tra: 6
Rule 25: 0264, Class:  0, CF:0.19761, Len:  3, Fitness_tra: 2
Rule 26: 0403, Class:  0, CF:0.152209, Len:  2, Fitness_tra: 3
Rule 27: 1236, Class:  0, CF:0.521601, Len:  4, Fitness_tra: 3
Rule 28: 1465, Class:  0, CF:0.144509, Len:  4, Fitness_tra: 0
Rule 29: 5500, Class:  0, CF:0.107725, Len:  2, Fitness_tra: 0
Rule 30: 1233, Class:  0, CF:0.41535, Len:  4, Fitness_tra: 0
Rule 31: c131, Class:  1, CF:0.0464646, Len:  4, Fitness_tra: 0
Rule 32: 2111, Class:  0, CF:0.0479498, Len:  4, Fitness_tra: 0
Rule 33: 0005, Class:  0, CF:0.0402431, Len:  1, Fitness_tra: 0
Rule 34: 1111, Class:  1, CF:0.418093, Len:  4, Fitness_tra: -2
Rule 35: 1111, Class:  1, CF:0.418093, Len:  4, Fitness_tra: 0
Rule 36: 1321, Class:  0, CF:0.131619, Len:  4, Fitness_tra: 0
Rule 37: 0055, Class:  0, CF:0.125568, Len:  2, Fitness_tra: 0
Rule 38: 2313, Class:  1, CF:0.0599984, Len:  4, Fitness_tra: 0
Rule 39: 0000, Class:  0, CF:3.33067e-16, Len:  0, Fitness_tra: 0
Rule 40: 2f11, Class:  1, CF:0.174155, Len:  4, Fitness_tra: 0
Rule 41: 1113, Class:  1, CF:0.494628, Len:  4, Fitness_tra: -2
Rule 42: 1111, Class:  1, CF:0.418093, Len:  4, Fitness_tra: 0
Rule 43: 2331, Class:  1, CF:0.0715763, Len:  4, Fitness_tra: 0
Rule 44: 3211, Class:  1, CF:0.0926372, Len:  4, Fitness_tra: 0
Rule 45: 1131, Class:  1, CF:0.49681, Len:  4, Fitness_tra: 0
Rule 46: 1311, Class:  1, CF:0.50232, Len:  4, Fitness_tra: -5
Rule 47: 6662, Class:  0, CF:0.284036, Len:  4, Fitness_tra: 0
Rule 48: 5251, Class:  0, CF:0.162696, Len:  4, Fitness_tra: 0
Rule 49: 1f12, Class:  0, CF:0.221325, Len:  4, Fitness_tra: 0
Rule 50: 2144, Class:  0, CF:0.0219033, Len:  4, Fitness_tra: 0
Rule 51: 1323, Class:  1, CF:0.0887537, Len:  4, Fitness_tra: 0
Rule 52: 3500, Class:  1, CF:0.0393013, Len:  2, Fitness_tra: 0
Rule 53: 1122, Class:  0, CF:0.679359, Len:  4, Fitness_tra: 0
Rule 54: 1131, Class:  1, CF:0.49681, Len:  4, Fitness_tra: 0
Rule 55: 2113, Class:  0, CF:0.150333, Len:  4, Fitness_tra: 0
Rule 56: 0030, Class:  1, CF:0.0546935, Len:  1, Fitness_tra: 0
Rule 57: 1336, Class:  1, CF:0.733546, Len:  4, Fitness_tra: -1
Rule 58: 1232, Class:  1, CF:0.202739, Len:  4, Fitness_tra: 0
Rule 59: 3112, Class:  0, CF:0.10412, Len:  4, Fitness_tra: 0
Rule 60: 0502, Class:  1, CF:0.0790596, Len:  2, Fitness_tra: -1
Rule 61: 1111, Class:  1, CF:0.418093, Len:  4, Fitness_tra: 0
Rule 62: 3231, Class:  1, CF:0.060635, Len:  4, Fitness_tra: 0
Rule 63: 4133, Class:  0, CF:0.113924, Len:  4, Fitness_tra: 0
Rule 64: 0000, Class:  0, CF:3.33067e-16, Len:  0, Fitness_tra: 0
Rule 65: 1311, Class:  1, CF:0.50232, Len:  4, Fitness_tra: 0
Rule 66: 2251, Class:  0, CF:0.0866145, Len:  4, Fitness_tra: 0
Rule 67: 1111, Class:  1, CF:0.418093, Len:  4, Fitness_tra: 0
Rule 68: 5435, Class:  0, CF:0.244678, Len:  4, Fitness_tra: 0
Rule 69: 2114, Class:  1, CF:0.0824872, Len:  4, Fitness_tra: 0
Rule 70: 3126, Class:  1, CF:0.11865, Len:  4, Fitness_tra: 0
Rule 71: 1211, Class:  0, CF:0.0687613, Len:  4, Fitness_tra: 0
Rule 72: 1213, Class:  0, CF:0.158853, Len:  4, Fitness_tra: 0
Rule 73: 1123, Class:  1, CF:0.0900583, Len:  4, Fitness_tra: 0
Rule 74: 1141, Class:  1, CF:0.266219, Len:  4, Fitness_tra: -7
Rule 75: 1614, Class:  1, CF:0.182534, Len:  4, Fitness_tra: 0
Rule 76: d519, Class:  0, CF:0.141911, Len:  4, Fitness_tra: 0
Rule 77: 0000, Class:  0, CF:3.33067e-16, Len:  0, Fitness_tra: 0
Rule 78: 7111, Class:  1, CF:0.334921, Len:  4, Fitness_tra: 0
Rule 79: 0050, Class:  0, CF:0.0402431, Len:  1, Fitness_tra: 0
Rule 80: 1161, Class:  1, CF:0.500921, Len:  4, Fitness_tra: -5
Rule 81: 9921, Class:  0, CF:0.658485, Len:  4, Fitness_tra: 6
Rule 82: 5225, Class:  1, CF:0.546269, Len:  4, Fitness_tra: -9
Rule 83: 1151, Class:  0, CF:0.444539, Len:  4, Fitness_tra: 3
Rule 84: 0060, Class:  1, CF:0.0615198, Len:  1, Fitness_tra: 0
Rule 85: 1913, Class:  0, CF:0.694305, Len:  4, Fitness_tra: 2
Rule 86: 5045, Class:  1, CF:0.260341, Len:  3, Fitness_tra: -8
Rule 87: 6162, Class:  1, CF:0.176398, Len:  4, Fitness_tra: 0
Rule 88: 02e4, Class:  1, CF:0.251339, Len:  3, Fitness_tra: -8
Rule 89: 0320, Class:  0, CF:0.241385, Len:  2, Fitness_tra: 25
Rule 90: 112d, Class:  0, CF:0.693923, Len:  4, Fitness_tra: 20
Rule 91: 0425, Class:  0, CF:0.202696, Len:  3, Fitness_tra: 2
Rule 92: 1186, Class:  1, CF:0.361754, Len:  4, Fitness_tra: 1
Rule 93: 9411, Class:  0, CF:0.802094, Len:  4, Fitness_tra: 14
Rule 94: 1115, Class:  0, CF:0.391697, Len:  4, Fitness_tra: 7
Rule 95: 4059, Class:  0, CF:0.522832, Len:  3, Fitness_tra: 17
Rule 96: 2401, Class:  0, CF:0.212937, Len:  3, Fitness_tra: 4
Rule 97: 1011, Class:  1, CF:0.229719, Len:  3, Fitness_tra: -1
Rule 98: 1124, Class:  0, CF:0.415596, Len:  4, Fitness_tra: 10
Rule 99: 0511, Class:  0, CF:0.651015, Len:  3, Fitness_tra: 26
Rule100: 6151, Class:  0, CF:0.614153, Len:  4, Fitness_tra: 7
------Current------
Miss_rate(tra)	:16.3701
------Result------
Miss_rate(tra)	:16.3701
Miss_rate(tst)	:20.6349
ARL				:3.43

------Generation 1------
Rule  1: 2232, Class:  0, CF:0.65701, Len:  4, Fitness_tra: 41
Rule  2: 0302, Class:  0, CF:0.193791, Len:  2, Fitness_tra: 16
Rule  3: 2511, Class:  0, CF:0.91077, Len:  4, Fitness_tra: 25
Rule  4: 1122, Class:  0, CF:0.679359, Len:  4, Fitness_tra: 8
Rule  5: 4455, Class:  0, CF:0.82785, Len:  4, Fitness_tra: 10
Rule  6: 4511, Class:  0, CF:0.833186, Len:  4, Fitness_tra: 19
Rule  7: 6122, Class:  0, CF:0.925733, Len:  4, Fitness_tra: 18
Rule  8: 2006, Class:  0, CF:0.238907, Len:  2, Fitness_tra: 19
Rule  9: 6002, Class:  0, CF:0.240246, Len:  2, Fitness_tra: 15
Rule 10: 6020, Class:  0, CF:0.244505, Len:  2, Fitness_tra: 20
Rule 11: 7511, Class:  0, CF:0.787591, Len:  4, Fitness_tra: 0
Rule 12: 4453, Class:  0, CF:0.592447, Len:  4, Fitness_tra: 13
Rule 13: 2411, Class:  0, CF:0.385187, Len:  4, Fitness_tra: 10
Rule 14: 5111, Class:  0, CF:0.404533, Len:  4, Fitness_tra: 12
Rule 15: 1651, Class:  0, CF:0.558689, Len:  4, Fitness_tra: 3
Rule 16: 0640, Class:  0, CF:0.146723, Len:  2, Fitness_tra: 6
Rule 17: 1652, Class:  0, CF:0.982823, Len:  4, Fitness_tra: 6
Rule 18: 9514, Class:  0, CF:0.957558, Len:  4, Fitness_tra: 8
Rule 19: 054f, Class:  0, CF:0.592447, Len:  3, Fitness_tra: 8
Rule 20: 1911, Class:  0, CF:0.638194, Len:  4, Fitness_tra: 0
Rule 21: 6115, Class:  0, CF:0.542077, Len:  4, Fitness_tra: 6
Rule 22: 2546, Class:  0, CF:  1, Len:  4, Fitness_tra: 6
Rule 23: 3151, Class:  0, CF:0.557605, Len:  4, Fitness_tra: 0
Rule 24: 0206, Class:  0, CF:0.225875, Len:  2, Fitness_tra: 6
Rule 25: 0264, Class:  0, CF:0.19761, Len:  3, Fitness_tra: 2
Rule 26: 0403, Class:  0, CF:0.152209, Len:  2, Fitness_tra: 3
Rule 27: 1236, Class:  0, CF:0.521601, Len:  4, Fitness_tra: 3
Rule 28: 1465, Class:  0, CF:0.144509, Len:  4, Fitness_tra: 0
Rule 29: 5500, Class:  0, CF:0.107725, Len:  2, Fitness_tra: 0
Rule 30: 1233, Class:  0, CF:0.41535, Len:  4, Fitness_tra: 0
Rule 31: c131, Class:  1, CF:0.0464646, Len:  4, Fitness_tra: 0
Rule 32: 2111, Class:  0, CF:0.0479498, Len:  4, Fitness_tra: 0
Rule 33: 0005, Class:  0, CF:0.0402431, Len:  1, Fitness_tra: 0
Rule 34: 1111, Class:  1, CF:0.418093, Len:  4, Fitness_tra: -2
Rule 35: 1111, Class:  1, CF:0.418093, Len:  4, Fitness_tra: 0
Rule 36: 1321, Class:  0, CF:0.131619, Len:  4, Fitness_tra: 0
Rule 37: 0055, Class:  0, CF:0.125568, Len:  2, Fitness_tra: 0
Rule 38: 2313, Class:  1, CF:0.0599984, Len:  4, Fitness_tra: 0
Rule 39: 0000, Class:  0, CF:3.33067e-16, Len:  0, Fitness_tra: 0
Rule 40: 2f11, Class:  1, CF:0.174155, Len:  4, Fitness_tra: 0
Rule 41: 1113, Class:  1, CF:0.494628, Len:  4, Fitness_tra: -2
Rule 42: 1111, Class:  1, CF:0.418093, Len:  4, Fitness_tra: 0
Rule 43: 2331, Class:  1, CF:0.0715763, Len:  4, Fitness_tra: 0
Rule 44: 3211, Class:  1, CF:0.0926372, Len:  4, Fitness_tra: 0
Rule 45: 1131, Class:  1, CF:0.49681, Len:  4, Fitness_tra: 0
Rule 46: 1311, Class:  1, CF:0.50232, Len:  4, Fitness_tra: -5
Rule 47: 6662, Class:  0, CF:0.284036, Len:  4, Fitness_tra: 0
Rule 48: 5251, Class:  0, CF:0.162696, Len:  4, Fitness_tra: 0
Rule 49: 1f12, Class:  0, CF:0.221325, Len:  4, Fitness_tra: 0
Rule 50: 2144, Class:  0, CF:0.0219033, Len:  4, Fitness_tra: 0
Rule 51: 1323, Class:  1, CF:0.0887537, Len:  4, Fitness_tra: 0
Rule 52: 3500, Class:  1, CF:0.0393013, Len:  2, Fitness_tra: 0
Rule 53: 1122, Class:  0, CF:0.679359, Len:  4, Fitness_tra: 0
Rule 54: 1131, Class:  1, CF:0.49681, Len:  4, Fitness_tra: 0
Rule 55: 2113, Class:  0, CF:0.150333, Len:  4, Fitness_tra: 0
Rule 56: 0030, Class:  1, CF:0.0546935, Len:  1, Fitness_tra: 0
Rule 57: 1336, Class:  1, CF:0.733546, Len:  4, Fitness_tra: -1
Rule 58: 1232, Class:  1, CF:0.202739, Len:  4, Fitness_tra: 0
Rule 59: 3112, Class:  0, CF:0.10412, Len:  4, Fitness_tra: 0
Rule 60: 0502, Class:  1, CF:0.0790596, Len:  2, Fitness_tra: -1
Rule 61: 1111, Class:  1, CF:0.418093, Len:  4, Fitness_tra: 0
Rule 62: 3231, Class:  1, CF:0.060635, Len:  4, Fitness_tra: 0
Rule 63: 4133, Class:  0, CF:0.113924, Len:  4, Fitness_tra: 0
Rule 64: 0000, Class:  0, CF:3.33067e-16, Len:  0, Fitness_tra: 0
Rule 65: 1311, Class:  1, CF:0.50232, Len:  4, Fitness_tra: 0
Rule 66: 2251, Class:  0, CF:0.0866145, Len:  4, Fitness_tra: 0
Rule 67: 1111, Class:  1, CF:0.418093, Len:  4, Fitness_tra: 0
Rule 68: 5435, Class:  0, CF:0.244678, Len:  4, Fitness_tra: 0
Rule 69: 2114, Class:  1, CF:0.0824872, Len:  4, Fitness_tra: 0
Rule 70: 3126, Class:  1, CF:0.11865, Len:  4, Fitness_tra: 0
Rule 71: 1211, Class:  0, CF:0.0687613, Len:  4, Fitness_tra: 0
Rule 72: 1213, Class:  0, CF:0.158853, Len:  4, Fitness_tra: 0
Rule 73: 1123, Class:  1, CF:0.0900583, Len:  4, Fitness_tra: 0
Rule 74: 1141, Class:  1, CF:0.266219, Len:  4, Fitness_tra: -7
Rule 75: 1614, Class:  1, CF:0.182534, Len:  4, Fitness_tra: 0
Rule 76: d519, Class:  0, CF:0.141911, Len:  4, Fitness_tra: 0
Rule 77: 0000, Class:  0, CF:3.33067e-16, Len:  0, Fitness_tra: 0
Rule 78: 7111, Class:  1, CF:0.334921, Len:  4, Fitness_tra: 0
Rule 79: 0050, Class:  0, CF:0.0402431, Len:  1, Fitness_tra: 0
Rule 80: 1161, Class:  1, CF:0.500921, Len:  4, Fitness_tra: -5
Rule 81: 9921, Class:  0, CF:0.658485, Len:  4, Fitness_tra: 6
Rule 82: 5225, Class:  1, CF:0.546269, Len:  4, Fitness_tra: -9
Rule 83: 1151, Class:  0, CF:0.444539, Len:  4, Fitness_tra: 3
Rule 84: 0060, Class:  1, CF:0.0615198, Len:  1, Fitness_tra: 0
Rule 85: 1913, Class:  0, CF:0.694305, Len:  4, Fitness_tra: 2
Rule 86: 5045, Class:  1, CF:0.260341, Len:  3, Fitness_tra: -8
Rule 87: 6162, Class:  1, CF:0.176398, Len:  4, Fitness_tra: 0
Rule 88: 02e4, Class:  1, CF:0.251339, Len:  3, Fitness_tra: -8
Rule 89: 0320, Class:  0, CF:0.241385, Len:  2, Fitness_tra: 25
Rule 90: 112d, Class:  0, CF:0.693923, Len:  4, Fitness_tra: 20
Rule 91: 0425, Class:  0, CF:0.202696, Len:  3, Fitness_tra: 2
Rule 92: 1186, Class:  1, CF:0.361754, Len:  4, Fitness_tra: 1
Rule 93: 9411, Class:  0, CF:0.802094, Len:  4, Fitness_tra: 14
Rule 94: 1115, Class:  0, CF:0.391697, Len:  4, Fitness_tra: 7
Rule 95: 4059, Class:  0, CF:0.522832, Len:  3, Fitness_tra: 17
Rule 96: 2401, Class:  0, CF:0.212937, Len:  3, Fitness_tra: 4
Rule 97: 1011, Class:  1, CF:0.229719, Len:  3, Fitness_tra: -1
Rule 98: 1124, Class:  0, CF:0.415596, Len:  4, Fitness_tra: 10
Rule 99: 0511, Class:  0, CF:0.651015, Len:  3, Fitness_tra: 26
Rule100: 6151, Class:  0, CF:0.614153, Len:  4, Fitness_tra: 7
------Current------
Miss_rate(tra)	:16.3701
------Result------
Miss_rate(tra)	:16.3701
Miss_rate(tst)	:20.6349
ARL				:3.43

------Generation 2------
Rule  1: 2232, Class:  0, CF:0.65701, Len:  4, Fitness_tra: 41
Rule  2: 0302, Class:  0, CF:0.193791, Len:  2, Fitness_tra: 16
Rule  3: 2511, Class:  0, CF:0.91077, Len:  4, Fitness_tra: 25
Rule  4: 1122, Class:  0, CF:0.679359, Len:  4, Fitness_tra: 8
Rule  5: 4455, Class:  0, CF:0.82785, Len:  4, Fitness_tra: 10
Rule  6: 4511, Class:  0, CF:0.833186, Len:  4, Fitness_tra: 19
Rule  7: 6122, Class:  0, CF:0.925733, Len:  4, Fitness_tra: 18
Rule  8: 2006, Class:  0, CF:0.238907, Len:  2, Fitness_tra: 19
Rule  9: 6002, Class:  0, CF:0.240246, Len:  2, Fitness_tra: 15
Rule 10: 6020, Class:  0, CF:0.244505, Len:  2, Fitness_tra: 20
Rule 11: 7511, Class:  0, CF:0.787591, Len:  4, Fitness_tra: 0
Rule 12: 4453, Class:  0, CF:0.592447, Len:  4, Fitness_tra: 13
Rule 13: 2411, Class:  0, CF:0.385187, Len:  4, Fitness_tra: 10
Rule 14: 5111, Class:  0, CF:0.404533, Len:  4, Fitness_tra: 12
Rule 15: 1651, Class:  0, CF:0.558689, Len:  4, Fitness_tra: 3
Rule 16: 0640, Class:  0, CF:0.146723, Len:  2, Fitness_tra: 6
Rule 17: 1652, Class:  0, CF:0.982823, Len:  4, Fitness_tra: 6
Rule 18: 9514, Class:  0, CF:0.957558, Len:  4, Fitness_tra: 8
Rule 19: 054f, Class:  0, CF:0.592447, Len:  3, Fitness_tra: 8
Rule 20: 1911, Class:  0, CF:0.638194, Len:  4, Fitness_tra: 0
Rule 21: 6115, Class:  0, CF:0.542077, Len:  4, Fitness_tra: 6
Rule 22: 2546, Class:  0, CF:  1, Len:  4, Fitness_tra: 6
Rule 23: 3151, Class:  0, CF:0.557605, Len:  4, Fitness_tra: 0
Rule 24: 0206, Class:  0, CF:0.225875, Len:  2, Fitness_tra: 6
Rule 25: 0264, Class:  0, CF:0.19761, Len:  3, Fitness_tra: 2
Rule 26: 0403, Class:  0, CF:0.152209, Len:  2, Fitness_tra: 3
Rule 27: 1236, Class:  0, CF:0.521601, Len:  4, Fitness_tra: 3
Rule 28: 1465, Class:  0, CF:0.144509, Len:  4, Fitness_tra: 0
Rule 29: 5500, Class:  0, CF:0.107725, Len:  2, Fitness_tra: 0
Rule 30: 1233, Class:  0, CF:0.41535, Len:  4, Fitness_tra: 0
Rule 31: c131, Class:  1, CF:0.0464646, Len:  4, Fitness_tra: 0
Rule 32: 2111, Class:  0, CF:0.0479498, Len:  4, Fitness_tra: 0
