------Generation 0------
Rule  1: 131394cd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 5d3254118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000400, Class:  1, CF:0.0106437, Len:  1, Fitness_tra: 0
Rule 68: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 213111c11, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 70: c51c178bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1514118b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 52653b141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: c1ec14122, Class:  1, CF:0.908286, Len:  9, Fitness_tra: 0
Rule 74: 15585b824, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 216c11c41, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 76: c592528b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 8511115c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000030000, Class:  0, CF:0.0255607, Len:  1, Fitness_tra: 0
Rule 80: 2892511b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 81185b127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1d1552224, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 83: 881c5712b, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 84: 1164d7142, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 85: 2521d1512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 11b114c14, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 87: 2de4c4522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: d05000d00, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 89: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 151114574, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0000c0000, Class:  1, CF:0.114386, Len:  1, Fitness_tra: 34
Rule 92: 000020000, Class:  0, CF:0.0453398, Len:  1, Fitness_tra: 0
Rule 93: 11e1d1172, Class:  0, CF:0.652351, Len:  9, Fitness_tra: 0
Rule 94: 114134171, Class:  0, CF:0.906924, Len:  9, Fitness_tra: 0
Rule 95: c313148cb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 12e8321b4, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 97: cc929151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0c0000000, Class:  1, CF:0.113887, Len:  1, Fitness_tra: 0
Rule 99: 2d31d7141, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule100: 1c1cd4141, Class:  0, CF:0.999299, Len:  9, Fitness_tra: 0
------Current------
Miss_rate(tra)	:62.1469
------Result------
Miss_rate(tra)	:62.1469
Miss_rate(tst)	:50
ARL				:4.66102

------Generation 0------
Rule  1: 005000000, Class:  1, CF:0.191908, Len:  1, Fitness_tra: 71
Rule  2: 0000d0000, Class:  0, CF:0.669182, Len:  1, Fitness_tra: 50
Rule  3: 00a000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 40
Rule  4: 0000c0000, Class:  1, CF:0.114386, Len:  1, Fitness_tra: 29
Rule  5: 0d0000000, Class:  0, CF:0.809945, Len:  1, Fitness_tra: 9
Rule  6: 000000500, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule  7: 131394cd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: cd1214221, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule  9: 111152111, Class:  0, CF:0.886544, Len:  9, Fitness_tra: 0
Rule 10: 117211371, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 11: 159814271, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 12: c53cd4871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 15e1d724b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 111811514, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 15: c5bd17851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1152db511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 8decd1124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 5518529b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2165341b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: d16111d41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 18315751b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 26: c832578b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1d1897221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: c5e257247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 151cdb877, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 186d511b7, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 33: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: cd9cd4127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 15e114524, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 152554171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5541513b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: d134112b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11e851221, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 42: 2c183bcb1, Class:  0, CF:0.999739, Len:  9, Fitness_tra: 0
Rule 43: 8532d1277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 281554121, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 45: 213c128b7, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 46: c11114577, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 8111325c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 113882272, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 50: c5b592182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c81214177, Class:  0, CF:0.403146, Len:  9, Fitness_tra: 0
Rule 52: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 811851225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 289131111, Class:  1, CF:0.191672, Len:  9, Fitness_tra: 0
Rule 55: 553117522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1c1cd4141, Class:  0, CF:0.999299, Len:  9, Fitness_tra: 0
Rule 57: c152d1277, Class:  1, CF:0.157501, Len:  9, Fitness_tra: 0
Rule 58: 51e252172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 159192c77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c81811544, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 819811112, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 65: 1c3811127, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 66: 5d3254118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000400, Class:  1, CF:0.0106437, Len:  1, Fitness_tra: 0
Rule 68: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 213111c11, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 70: c51c178bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1514118b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 52653b141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: c1ec14122, Class:  1, CF:0.908286, Len:  9, Fitness_tra: 0
Rule 74: 15585b824, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 216c11c41, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 76: c592528b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 8511115c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000030000, Class:  0, CF:0.0255607, Len:  1, Fitness_tra: 0
Rule 80: 2892511b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 8232d1124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 121594171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1831d417b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 86: 1de112121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 2531d28b2, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 89: c53154121, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 90: c512d4541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0b000b005, Class:  0, CF:0.272262, Len:  3, Fitness_tra: 0
Rule 92: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 500004577, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 583852174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11b211d74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: d010e1200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: cd131782a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2018c7221, Class:  0, CF:0.999986, Len:  8, Fitness_tra: 0
------Current------
Miss_rate(tra)	:61.8644
------Result------
Miss_rate(tra)	:61.8644
Miss_rate(tst)	:50
ARL				:4.7

------Generation 1------
Rule  1: 005000000, Class:  1, CF:0.191908, Len:  1, Fitness_tra: 71
Rule  2: 0000d0000, Class:  0, CF:0.669182, Len:  1, Fitness_tra: 50
Rule  3: 00a000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 40
Rule  4: 0000c0000, Class:  1, CF:0.114386, Len:  1, Fitness_tra: 29
Rule  5: 0d0000000, Class:  0, CF:0.809945, Len:  1, Fitness_tra: 9
Rule  6: 000000500, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule  7: 131394cd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: cd1214221, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule  9: 111152111, Class:  0, CF:0.886544, Len:  9, Fitness_tra: 0
Rule 10: 117211371, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 11: 159814271, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 12: c53cd4871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 15e1d724b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 111811514, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 15: c5bd17851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1152db511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 8decd1124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 5518529b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2165341b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: d16111d41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 18315751b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 26: c832578b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1d1897221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: c5e257247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 151cdb877, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 186d511b7, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 33: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: cd9cd4127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 15e114524, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 152554171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5541513b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: d134112b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11e851221, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 42: 2c183bcb1, Class:  0, CF:0.999739, Len:  9, Fitness_tra: 0
Rule 43: 8532d1277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 281554121, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 45: 213c128b7, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 46: c11114577, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 8111325c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 113882272, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 50: c5b592182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c81214177, Class:  0, CF:0.403146, Len:  9, Fitness_tra: 0
Rule 52: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 811851225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 289131111, Class:  1, CF:0.191672, Len:  9, Fitness_tra: 0
Rule 55: 553117522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1c1cd4141, Class:  0, CF:0.999299, Len:  9, Fitness_tra: 0
Rule 57: c152d1277, Class:  1, CF:0.157501, Len:  9, Fitness_tra: 0
Rule 58: 51e252172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 159192c77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c81811544, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 819811112, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 65: 1c3811127, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 66: 5d3254118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000400, Class:  1, CF:0.0106437, Len:  1, Fitness_tra: 0
Rule 68: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 213111c11, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 70: c51c178bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1514118b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 52653b141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: c1ec14122, Class:  1, CF:0.908286, Len:  9, Fitness_tra: 0
Rule 74: 15585b824, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 216c11c41, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 76: c592528b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 8511115c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000030000, Class:  0, CF:0.0255607, Len:  1, Fitness_tra: 0
Rule 80: 2892511b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 8232d1124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 121594171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1831d417b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 86: 1de112121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 2531d28b2, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 89: c53154121, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 90: c512d4541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0b000b005, Class:  0, CF:0.272262, Len:  3, Fitness_tra: 0
Rule 92: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 500004577, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 583852174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11b211d74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: d010e1200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: cd131782a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2018c7221, Class:  0, CF:0.999986, Len:  8, Fitness_tra: 0
------Current------
Miss_rate(tra)	:61.8644
------Result------
Miss_rate(tra)	:61.8644
Miss_rate(tst)	:50
ARL				:4.7

------Generation 2------
Rule  1: 005000000, Class:  1, CF:0.191908, Len:  1, Fitness_tra: 73
Rule  2: 0000d0000, Class:  0, CF:0.669182, Len:  1, Fitness_tra: 49
Rule  3: 00a000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 40
Rule  4: 0000c0000, Class:  1, CF:0.114386, Len:  1, Fitness_tra: 36
Rule  5: 0d0000000, Class:  0, CF:0.809945, Len:  1, Fitness_tra: 8
Rule  6: 000000500, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule  7: 131394cd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: cd1214221, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule  9: 111152111, Class:  0, CF:0.886544, Len:  9, Fitness_tra: 0
Rule 10: 117211371, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 11: 159814271, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 12: c53cd4871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 15e1d724b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 111811514, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 15: c5bd17851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1152db511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 8decd1124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 5518529b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2165341b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: d16111d41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 18315751b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 26: c832578b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1d1897221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: c5e257247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 151cdb877, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
