------Generation 0------
Rule  1: b143118c12911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11455215e8512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 6eb128133d328, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 33f2d52521811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4421535511511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2169d51523825, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000400030400, Class:  0, CF:0.879528, Len:  3, Fitness_tra: 447
Rule 34: 15f5811e18115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: a318513322586, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 6e194c5531512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 756b11d911114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2b23d9121d21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 6121533581196, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: f942115551115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1565181851851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7421d53215112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: f341815191915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 2161651d5e555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3318111131111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 79ac352981d71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 33f8995d55382, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: a315119355111, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 49: b713352251558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: f639e12133283, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 426195211951c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 74b255e1d1198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: f51131259111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 724e21218181c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1e4d911155122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7261111185149, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: bd6c1d2511915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 19b2e98118931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: f1a511111c21e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: f115112596118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 31b5e2c251988, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: afa1d15511126, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 4138e958111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 28a1139315155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 6af13115391c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 122312921de11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: a345511852991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11a2c13353723, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 12b5d11d51111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 21a1111111215, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 71: 78f2459131285, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: f37219c285311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 71113d1119111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: a97522d985528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 21111121813c1, Class:  0, CF:0.41032, Len: 13, Fitness_tra: 11
Rule 76: 000cc00300002, Class:  0, CF:0.999971, Len:  4, Fitness_tra: 175
Rule 77: ae71151819512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4233c1292351d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a36583181d231, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 80: a979511828192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 69b311c115118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: f662914111d51, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 71a1811111259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1c73538221135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0f0006000400a, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 86: 123d5d5151158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: f1318361111d3, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 88: 7165c3392c151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 7b41ee1113d91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 221b163278199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 7131123321c19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1111151131112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 93: 3d23121512198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 61a261c111582, Class:  1, CF:0.349845, Len: 13, Fitness_tra: -19
Rule 95: 78f21d3111911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 27b21d3213163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3111151555355, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 74b1556215191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0505c0000300c, Class:  0, CF:  1, Len:  5, Fitness_tra: 7
Rule100: 48f8592113d22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:22.7834
------Result------
Miss_rate(tra)	:22.7834
Miss_rate(tst)	:24.2424
ARL				:10.5

------Generation 0------
Rule  1: 0000400030400, Class:  0, CF:0.879528, Len:  3, Fitness_tra: 446
Rule  2: 000cc00300002, Class:  0, CF:0.999971, Len:  4, Fitness_tra: 163
Rule  3: 21111121813c1, Class:  0, CF:0.41032, Len: 13, Fitness_tra: 10
Rule  4: 0505c0000300c, Class:  0, CF:  1, Len:  5, Fitness_tra: 7
Rule  5: 21a1111111215, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule  6: 1113258153158, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule  7: 0f0006000400a, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule  8: a315119355111, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule  9: aa62151912216, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 10: a36583181d231, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 11: 00004c00a0040, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 12: b143118c12911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1225d91215355, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: f118e211135d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 3f631c2d23529, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: feb1932111911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 6111115521de8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 314d2d995151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 416dc29598113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 4241529115155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 354191d195152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 7519551251e15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: f51181311121a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 334553d12d158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: f17155dc51d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 7261259119125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 27bc51115e1f3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11455215e8512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 6eb128133d328, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 33f2d52521811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4421535511511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2169d51523825, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 19f2311111945, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 15f5811e18115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: a318513322586, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 6e194c5531512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 756b11d911114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2b23d9121d21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 6121533581196, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: f942115551115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1565181851851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7421d53215112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: f341815191915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 2161651d5e555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3318111131111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 79ac352981d71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 33f8995d55382, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b1b9d19c51151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b713352251558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: f639e12133283, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 426195211951c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 74b255e1d1198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: f51131259111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 724e21218181c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1e4d911155122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7261111185149, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: bd6c1d2511915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 19b2e98118931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: f1a511111c21e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: f115112596118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 31b5e2c251988, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: afa1d15511126, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 4138e958111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 28a1139315155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 6af13115391c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 122312921de11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: a345511852991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11a2c13353723, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 12b5d11d51111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 397815351d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 78f2459131285, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: f37219c285311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 71113d1119111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: a97522d985528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 152d1181133e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b718ed14c13e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: ae71151819512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4233c1292351d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 394155d52111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: a979511828192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2443219211183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1e71951151525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 7c71123c91113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0f00060000000, Class:  0, CF:0.619117, Len:  2, Fitness_tra: 19
Rule 85: afa1161d111d6, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 86: 716181e515141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: a3a53122311cd, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 88: 000cc00e00002, Class:  0, CF:  1, Len:  4, Fitness_tra: 4
Rule 89: 42268123d112d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1a3218153ed15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 612583158d291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 152d811e181e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 612511351c211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: a5113125991dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 111311879613e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: feb1932111911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 237219c281215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1913298113231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0511c10300212, Class:  0, CF:  1, Len:  9, Fitness_tra: 9
Rule100: 751181111121a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:21.0999
------Result------
Miss_rate(tra)	:21.0999
Miss_rate(tst)	:21.2121
ARL				:9.55

------Generation 1------
Rule  1: 0000400030400, Class:  0, CF:0.879528, Len:  3, Fitness_tra: 446
Rule  2: 000cc00300002, Class:  0, CF:0.999971, Len:  4, Fitness_tra: 162
Rule  3: 0f00060000000, Class:  0, CF:0.619117, Len:  2, Fitness_tra: 19
Rule  4: 21111121813c1, Class:  0, CF:0.41032, Len: 13, Fitness_tra: 10
Rule  5: 0511c10300212, Class:  0, CF:  1, Len:  9, Fitness_tra: 9
Rule  6: 0505c0000300c, Class:  0, CF:  1, Len:  5, Fitness_tra: 7
Rule  7: 21a1111111215, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule  8: 000cc00e00002, Class:  0, CF:  1, Len:  4, Fitness_tra: 4
Rule  9: 1113258153158, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 10: a315119355111, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 11: 00004c00a0040, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 12: a36583181d231, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 13: aa62151912216, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 14: b143118c12911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 3f631c2d23529, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: feb1932111911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 6111115521de8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 314d2d995151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 416dc29598113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 4241529115155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 354191d195152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 7519551251e15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: f51181311121a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 334553d12d158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: f17155dc51d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 7261259119125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 27bc51115e1f3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11455215e8512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 6eb128133d328, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 33f2d52521811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4421535511511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2169d51523825, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 19f2311111945, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 15f5811e18115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: a318513322586, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 6e194c5531512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 756b11d911114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2b23d9121d21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 6121533581196, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: f942115551115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1565181851851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7421d53215112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: f341815191915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 2161651d5e555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3318111131111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 79ac352981d71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 33f8995d55382, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b1b9d19c51151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b713352251558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: f639e12133283, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 426195211951c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 74b255e1d1198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: f51131259111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 724e21218181c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1e4d911155122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7261111185149, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: bd6c1d2511915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 19b2e98118931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: f1a511111c21e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: f115112596118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 31b5e2c251988, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: afa1d15511126, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 4138e958111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 28a1139315155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 6af13115391c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 122312921de11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: a345511852991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11a2c13353723, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 12b5d11d51111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 397815351d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 78f2459131285, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: f37219c285311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 71113d1119111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: a97522d985528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 152d1181133e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b718ed14c13e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: ae71151819512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4233c1292351d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 394155d52111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: a979511828192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 22b115e59d181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: a17152113151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: f515811195911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 11a9318153121, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 85: b5a8111619429, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: a171e81dd93d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 31a1911555113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 11be8191dd159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 114318cd5155d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 4246c251f9328, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3001c50e01002, Class:  1, CF:0.5083, Len:  7, Fitness_tra: 1
Rule 92: 6581533111116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 2141510300215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 4233c1692351d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 7512151251e1a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 79c215e1d1198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b1b9d19c51151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 19752129815cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1110158355118, Class:  0, CF:  1, Len: 12, Fitness_tra: 7
Rule100: a000400085506, Class:  0, CF:0.982969, Len:  6, Fitness_tra: 2
------Current------
Miss_rate(tra)	:19.5286
------Result------
Miss_rate(tra)	:19.5286
Miss_rate(tst)	:21.2121
ARL				:9.3

------Generation 2------
Rule  1: 0000400030400, Class:  0, CF:0.879528, Len:  3, Fitness_tra: 443
Rule  2: 000cc00300002, Class:  0, CF:0.999971, Len:  4, Fitness_tra: 160
Rule  3: 0f00060000000, Class:  0, CF:0.619117, Len:  2, Fitness_tra: 19
Rule  4: 21111121813c1, Class:  0, CF:0.41032, Len: 13, Fitness_tra: 10
Rule  5: 0511c10300212, Class:  0, CF:  1, Len:  9, Fitness_tra: 9
Rule  6: 0505c0000300c, Class:  0, CF:  1, Len:  5, Fitness_tra: 7
Rule  7: 1110158355118, Class:  0, CF:  1, Len: 12, Fitness_tra: 7
Rule  8: 11a9318153121, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule  9: 21a1111111215, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 10: 000cc00e00002, Class:  0, CF:  1, Len:  4, Fitness_tra: 4
Rule 11: a000400085506, Class:  0, CF:0.982969, Len:  6, Fitness_tra: 1
Rule 12: 1113258153158, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: a315119355111, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 14: aa62151912216, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 00004c00a0040, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 16: 3001c50e01002, Class:  1, CF:0.5083, Len:  7, Fitness_tra: 1
Rule 17: a36583181d231, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
