------Generation 0------
Rule  1: a6a1ec1551121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: affd355dd988e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b9a21123d9115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1149312822132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1178e22dde9d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b211c1151d515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b9f1d15513511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 78131111c5c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 723531211d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11311d2159129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 126231191d14d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: f521535851591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 72711511111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 712181d255311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 28f1915211e51, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: b711111121533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 7c655d52dd112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 77b3533121359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: faa299dd1282a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3161181111512, Class:  0, CF:0.99349, Len: 13, Fitness_tra: 100
Rule 85: f6f8599951211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: fa621191d5221, Class:  0, CF:0.999734, Len: 13, Fitness_tra: 0
Rule 87: b215413911c1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 21a2354121113, Class:  0, CF:0.805502, Len: 13, Fitness_tra: 12
Rule 89: a3b52e5855512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 69b9521921512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: bc16151219d08, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b911231959589, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1345972152615, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0f0c9d59a500d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: b9a21123d9115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b13d851211d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: ba711c528a158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: b113155151531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 6169163922c81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: a13c1d1555381, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:64.5342
------Result------
Miss_rate(tra)	:64.5342
Miss_rate(tst)	:61.6162
ARL				:11.28

------Generation 1------
Rule  1: 3161181111512, Class:  0, CF:0.99349, Len: 13, Fitness_tra: 99
Rule  2: 0505c0000300c, Class:  0, CF:  1, Len:  5, Fitness_tra: 42
Rule  3: 25f1112119811, Class:  0, CF:0.598348, Len: 13, Fitness_tra: 28
Rule  4: a131551111c21, Class:  0, CF:  1, Len: 13, Fitness_tra: 27
Rule  5: 000070000e07c, Class:  0, CF:0.680886, Len:  4, Fitness_tra: 13
Rule  6: 21a2354121113, Class:  0, CF:0.805502, Len: 13, Fitness_tra: 12
Rule  7: 00005050a000d, Class:  0, CF:0.121143, Len:  4, Fitness_tra: 10
Rule  8: 281d152811151, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule  9: 000d0050a000d, Class:  0, CF:  1, Len:  4, Fitness_tra: 9
Rule 10: 2531c21112c5e, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 11: 28131dd111151, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 12: 361118451115c, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 13: 2d65151111571, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 14: faad25118c211, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 15: 000000ef0dcd0, Class:  0, CF:  1, Len:  5, Fitness_tra: 3
Rule 16: 2132111825315, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 17: 2221953215291, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 18: 116d111921c81, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 19: 6361151d19823, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 20: a1111d1185d81, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 21: a6a1ec1551121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 634599c1d3318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1149315815511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 21b1195135511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 41411e212d511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: b511911959581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: f94d111111528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1e28921515352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 113531952118e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 6e28e9c851335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 412983d252953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1d3c11155e311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: a1438e1815335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: a575e11111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 71fe3d5111119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: f94be5525111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: f1b9132c51998, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: ae29151915158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 726165b111125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: f91123115c513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b7bdd1cd11215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2821c82d91995, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 71111921c5992, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 2c4e7c153e358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: a5b113111c193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 69b21585d1315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 6311155282135, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 48: 194991c115112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 313c9e1331112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: aa65d39585113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1139d51125151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: faf39511d18c1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 53: 394118181535d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 15f151d513121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1b11995853511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7111ddc153181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 63f1131531385, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: a16512129ed2d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 47b81c6191551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b421e912d5d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: f3211511d59e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 394531c191138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 13f151155d511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 2721111c51191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: affd85152d431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: affd355dd988e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b9a21123d9115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1149312822132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1178e22dde9d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b211c1151d515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b9f1d15513511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 78131111c5c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 723531211d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11311d2159129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 126231191d14d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: f521535851591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 72711511111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 712181d255311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 28f1915211e51, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: b711111121533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3a35351111119, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 82: b1f4112511121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 6aa8e23155811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: f1a5513511153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: a1bb261855513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 7213d11151143, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 48a123ee22825, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 39753d821391d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 6e22913183911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1561d15121253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 13fc511331511, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 92: 77b3533123519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 300110040e512, Class:  0, CF:  1, Len:  8, Fitness_tra: 10
Rule 94: b13c851d31d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 2131c21252c53, Class:  0, CF:  1, Len: 13, Fitness_tra: 13
Rule 96: 0505c0000300c, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 97: 6165313522186, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 98: 6149315815511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 8321191d11823, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 11393418253e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:62.4018
------Result------
Miss_rate(tra)	:62.4018
Miss_rate(tst)	:60.6061
ARL				:11.3448

------Generation 2------
Rule  1: 3161181111512, Class:  0, CF:0.99349, Len: 13, Fitness_tra: 99
Rule  2: 0505c0000300c, Class:  0, CF:  1, Len:  5, Fitness_tra: 40
Rule  3: 25f1112119811, Class:  0, CF:0.598348, Len: 13, Fitness_tra: 28
Rule  4: a131551111c21, Class:  0, CF:  1, Len: 13, Fitness_tra: 27
Rule  5: 000070000e07c, Class:  0, CF:0.680886, Len:  4, Fitness_tra: 13
Rule  6: 2131c21252c53, Class:  0, CF:  1, Len: 13, Fitness_tra: 13
Rule  7: 21a2354121113, Class:  0, CF:0.805502, Len: 13, Fitness_tra: 12
Rule  8: 00005050a000d, Class:  0, CF:0.121143, Len:  4, Fitness_tra: 10
Rule  9: 300110040e512, Class:  0, CF:  1, Len:  8, Fitness_tra: 10
Rule 10: 000d0050a000d, Class:  0, CF:  1, Len:  4, Fitness_tra: 9
Rule 11: 2531c21112c5e, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 12: 281d152811151, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 13: 28131dd111151, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 14: 361118451115c, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 15: 2d65151111571, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 16: 000000ef0dcd0, Class:  0, CF:  1, Len:  5, Fitness_tra: 3
