------Generation 0------
Rule  1: bda855292111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: a1181d5315911, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 63a555d515185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 22bd1118c4111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b1a1112185551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: f313111111911, Class:  0, CF:  1, Len: 13, Fitness_tra: 13
Rule 98: 41f581951225e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b2a25111e1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 781121e151411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:88.1033
------Result------
Miss_rate(tra)	:88.1033
Miss_rate(tst)	:85.8586
ARL				:13

------Generation 0------
Rule  1: f6a1118311c19, Class:  0, CF:  1, Len: 13, Fitness_tra: 28
Rule  2: f313111111911, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule  3: 25611111d3511, Class:  0, CF:  1, Len: 13, Fitness_tra: 11
Rule  4: 21151531581d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 13
Rule  5: 6a1d589123511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  6: 29f4a11581111, Class:  1, CF:0.991524, Len: 13, Fitness_tra: 8
Rule  7: 1221155151111, Class:  1, CF:0.506649, Len: 13, Fitness_tra: 4
Rule  8: bda855292111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 15f3131185145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: bb2c121132151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 4c767192f5972, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 3975151d351c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1ca58381815cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1715152515215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11bd555551115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: b1689d1211515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 2143111852135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 42a2315523154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 7161338121112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 39b1151512135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 17191ce5951d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 31452c1139111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 317d53d111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f6655d9158c81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: f111258551558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: bc6d19e941155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 41315e351118a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 616581952d216, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 214ec1119355d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b229de1cc151d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: f679d38d891d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 35b5932211512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 211e2cd53898d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1161329d11145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 714de18815511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 753261155511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 15121d9d131e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: f3f115d51d226, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 39: 11ac351151921, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: f11515938d286, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2cb5d53188153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 612155d515351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: b231154151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a5b2121111925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3322915585991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3e25228381581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b2b51568119e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b475553218115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3f6dec51115c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a1ac1e2151918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 6929551221535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 6e4111e515111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 24155118921d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 2bb1351c15111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6915355191551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: f911131853118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 71f13141d1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 28f91555815d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 332d5312853e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 781121e151411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 354d325515d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 613351951d1d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1162322513d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7b48315111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 43a1113922c53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 13ade115131c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11b6151311dd8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: fe43211351151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 12b5dd1b51531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b47d52581d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b2a25111e1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 714251a2c7116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: feb1ed1155311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4c69551855512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 69212c3133518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 75a6151119181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bda5d85511889, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 71ad1d9151c13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 72b1531155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 4831c3e128855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 7131a12513511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: b5a1883551c13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 27725111e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 7132d11985511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: a1b7e51259131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 44b1c529555d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 75a1617d13951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 7812312211315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000c500000005, Class:  0, CF:  1, Len:  3, Fitness_tra: 168
Rule 90: b422551151539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b2a8114151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 6323111121935, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 93: bb2c121132151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: f12555928d586, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: b475153d351c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 35c593951d512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: afac55121918e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: bc75551458515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 693351952d116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 21a6151119531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:72.2783
------Result------
Miss_rate(tra)	:72.2783
Miss_rate(tst)	:73.7374
ARL				:12.1667

------Generation 1------
Rule  1: 000c500000005, Class:  0, CF:  1, Len:  3, Fitness_tra: 168
Rule  2: f6a1118311c19, Class:  0, CF:  1, Len: 13, Fitness_tra: 28
Rule  3: 21151531581d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 13
Rule  4: 25611111d3511, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule  5: 29f4a11581111, Class:  1, CF:0.991524, Len: 13, Fitness_tra: 9
Rule  6: f313111111911, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule  7: 1221155151111, Class:  1, CF:0.506649, Len: 13, Fitness_tra: 4
Rule  8: f3f115d51d226, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule  9: 6a1d589123511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: bb2c121132151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 4c767192f5972, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 3975151d351c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1ca58381815cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1715152515215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11bd555551115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: b1689d1211515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 2143111852135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 42a2315523154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 7161338121112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 39b1151512135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 17191ce5951d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 31452c1139111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 317d53d111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f6655d9158c81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: f111258551558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: bc6d19e941155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 41315e351118a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 616581952d216, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 214ec1119355d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b229de1cc151d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: f679d38d891d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 35b5932211512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 211e2cd53898d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1161329d11145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 714de18815511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 753261155511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 15121d9d131e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: bda855292111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 11ac351151921, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: f11515938d286, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2cb5d53188153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 612155d515351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: b231154151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a5b2121111925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3322915585991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3e25228381581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b2b51568119e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b475553218115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3f6dec51115c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a1ac1e2151918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 6929551221535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 6e4111e515111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 24155118921d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 2bb1351c15111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6915355191551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: f911131853118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 71f13141d1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 28f91555815d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 332d5312853e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 781121e151411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 354d325515d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 613351951d1d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1162322513d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7b48315111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 43a1113922c53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 13ade115131c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11b6151311dd8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: fe43211351151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 12b5dd1b51531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b47d52581d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b2a25111e1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 714251a2c7116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: feb1ed1155311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4c69551855512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 69212c3133518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 75a6151119181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bda5d85511889, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 71ad1d9151c13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 72b1531155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 4831c3e128855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 25351d2853585, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 3928118281191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 4532185513881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 423c5d32131ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1131118c13911, Class:  0, CF:  1, Len: 13, Fitness_tra: 20
Rule 86: a32151e33ddc8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2771555255511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: a379258d2d512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: f3f293855d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 020b0f6800599, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 7c76719afc972, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 45a7951929131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: f34b5112853e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 71a635a1d1531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: bbbc1519555d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 21117311585d1, Class:  0, CF:0.995593, Len: 13, Fitness_tra: 8
Rule 97: 7b48211111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 7a11412123a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 72b1131151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 21a9151119531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:69.3603
------Result------
Miss_rate(tra)	:69.3603
Miss_rate(tst)	:68.6869
ARL				:12.2857

------Generation 2------
Rule  1: 000c500000005, Class:  0, CF:  1, Len:  3, Fitness_tra: 155
Rule  2: f6a1118311c19, Class:  0, CF:  1, Len: 13, Fitness_tra: 16
Rule  3: 1131118c13911, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule  4: 21151531581d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 11
Rule  5: 29f4a11581111, Class:  1, CF:0.991524, Len: 13, Fitness_tra: 9
Rule  6: 25611111d3511, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule  7: 21117311585d1, Class:  0, CF:0.995593, Len: 13, Fitness_tra: 5
Rule  8: f313111111911, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule  9: 1221155151111, Class:  1, CF:0.506649, Len: 13, Fitness_tra: 5
Rule 10: f3f115d51d226, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 11: 6a1d589123511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 3975151d351c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1ca58381815cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1715152515215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11bd555551115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: b1689d1211515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
