------Generation 0------
Rule  1: 6fa12a69c8113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b1125d8355213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 19f5125213113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 4112112911118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11fb311542291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 3a11d191c1813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 43: 3eb9881111d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1e118182c2191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 4472991119559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 661d31111d113, Class:  0, CF:0.599957, Len: 13, Fitness_tra: 11
Rule 47: 24451151211e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1561a5211d141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b2f552111e151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 6611321113d18, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule 51: 7d12681513985, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 71be181dd1155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: fef55511d5d8d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4da5511183511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b1ad15155555c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 25188163e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1b751135e5318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 66a191155d221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 33383225d18c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: aa11115318811, Class:  0, CF:0.971338, Len: 13, Fitness_tra: 30
Rule 61: 352121e333121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1325155585552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3a15e12299123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: a6f15c9d55c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a111de91c1c83, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f541195815191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: ff6151d281153, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 68: a139585519111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1425138215531, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 70: fe2d11313d118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1118ee12219d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 13fd115551113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: 6db158811159d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13b8151111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b2411517d113d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 7c255e821599d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 61751485118d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7261338319d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: f94815613351c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 7261115113881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 6e7e8d1553255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 296118151158e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 3171115559181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 72118518d5111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 25612ee311253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: b811155581152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 4561121585581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 13b1c15131511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 6111511155111, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 90: 241e51d353518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 12f191888e158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 72295d15d1e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 4d61593521123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 11341111d5121, Class:  0, CF:0.605243, Len: 13, Fitness_tra: 10
Rule 95: 36f59111811c1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 96: 612e151518d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 71745551d5859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11a1131112521, Class:  0, CF:0.574987, Len: 13, Fitness_tra: 23
Rule 99: 777e121191ed1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 63f5321355143, Class:  0, CF:0.911747, Len: 13, Fitness_tra: -1
------Current------
Miss_rate(tra)	:75.3086
------Result------
Miss_rate(tra)	:75.3086
Miss_rate(tst)	:77.7778
ARL				:13

------Generation 0------
Rule  1: f6f212211158d, Class:  0, CF:  1, Len: 13, Fitness_tra: 27
Rule  2: aa11115318811, Class:  0, CF:0.971338, Len: 13, Fitness_tra: 27
Rule  3: 11a1131112521, Class:  0, CF:0.574987, Len: 13, Fitness_tra: 23
Rule  4: a668d11128c11, Class:  0, CF:  1, Len: 13, Fitness_tra: 21
Rule  5: 6331813181211, Class:  0, CF:  1, Len: 13, Fitness_tra: 18
Rule  6: 661d31111d113, Class:  0, CF:0.599957, Len: 13, Fitness_tra: 11
Rule  7: 11341111d5121, Class:  0, CF:0.605243, Len: 13, Fitness_tra: 15
Rule  8: 6611321113d18, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule  9: 1425138215531, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 10: 21f521e322c21, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 11: 25315d2281515, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 12: 1b21121553552, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 13: 216391118382d, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 14: 6111511155111, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 15: 111d31181581d, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 16: 6fa12a69c8113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: ae431dd185135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: b868911229915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1771315111539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: a3259c8219511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 3925251d11111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 4179218d15518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b8a151155d911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: a335311d11511, Class:  0, CF:0.315421, Len: 13, Fitness_tra: 0
Rule 25: 694198828d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 78715e51d1591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: f1f5ec359d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 75f1153613225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f6a3131d15211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3379312531151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 19255131d5121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2bb1513195112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 6ff3e51553c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 41f1114553345, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1279151121613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: a135113c13119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 617d988581192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b1125d8355213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 19f5125213113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 4112112911118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11fb311542291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 3a11d191c1813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 43: 3eb9881111d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1e118182c2191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 4472991119559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: a31c118559d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 24451151211e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1561a5211d141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b2f552111e151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 61b21158115e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 7d12681513985, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 71be181dd1155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: fef55511d5d8d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4da5511183511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b1ad15155555c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 25188163e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1b751135e5318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 66a191155d221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 33383225d18c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2176851155151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 352121e333121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1325155585552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3a15e12299123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: a6f15c9d55c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a111de91c1c83, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f541195815191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: ff6151d281153, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 68: a139585519111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: b24e128551351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: fe2d11313d118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1118ee12219d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 13fd115551113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: 6db158811159d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13b8151111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b2411517d113d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 7c255e821599d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 61751485118d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7261338319d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: f94815613351c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 7261115113881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2835119522259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: a1155188c1111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 61f2135555318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 151181115335c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 3379115351158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 6eb15511191d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: a1f11d5521111, Class:  1, CF:  1, Len: 13, Fitness_tra: 5
Rule 88: f63c599321121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 12f791152c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: a129d11511111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 611b31151329a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: f6f218211158d, Class:  0, CF:  1, Len: 13, Fitness_tra: 33
Rule 93: aba1131c12029, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 94: 2110511195112, Class:  0, CF:  1, Len: 12, Fitness_tra: 3
Rule 95: 111d311515891, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2bb1513195112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1424118116131, Class:  0, CF:0.936077, Len: 13, Fitness_tra: 10
Rule 98: f6a1131d15215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: f6f1155113581, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule100: 3079111531211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:72.8395
------Result------
Miss_rate(tra)	:72.8395
Miss_rate(tst)	:74.7475
ARL				:12.9259

------Generation 1------
Rule  1: f6f218211158d, Class:  0, CF:  1, Len: 13, Fitness_tra: 27
Rule  2: f6f212211158d, Class:  0, CF:  1, Len: 13, Fitness_tra: 27
Rule  3: aa11115318811, Class:  0, CF:0.971338, Len: 13, Fitness_tra: 24
Rule  4: 11a1131112521, Class:  0, CF:0.574987, Len: 13, Fitness_tra: 23
Rule  5: a668d11128c11, Class:  0, CF:  1, Len: 13, Fitness_tra: 19
Rule  6: 6331813181211, Class:  0, CF:  1, Len: 13, Fitness_tra: 16
Rule  7: 11341111d5121, Class:  0, CF:0.605243, Len: 13, Fitness_tra: 14
Rule  8: 661d31111d113, Class:  0, CF:0.599957, Len: 13, Fitness_tra: 11
Rule  9: 1424118116131, Class:  0, CF:0.936077, Len: 13, Fitness_tra: 10
Rule 10: 6611321113d18, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 11: a1f11d5521111, Class:  1, CF:  1, Len: 13, Fitness_tra: 4
Rule 12: f6f1155113581, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 13: 1425138215531, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 14: 21f521e322c21, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 15: 25315d2281515, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 16: 2110511195112, Class:  0, CF:  1, Len: 12, Fitness_tra: 3
Rule 17: 111d31181581d, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 18: 216391118382d, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 19: 1b21121553552, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 20: 6111511155111, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 21: 6fa12a69c8113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 4179218d15518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b8a151155d911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: a335311d11511, Class:  0, CF:0.315421, Len: 13, Fitness_tra: 0
Rule 25: 694198828d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 78715e51d1591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: f1f5ec359d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 75f1153613225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f6a3131d15211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3379312531151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 19255131d5121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2bb1513195112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 6ff3e51553c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 41f1114553345, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1279151121613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: a135113c13119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 617d988581192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b1125d8355213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 19f5125213113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 4112112911118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11fb311542291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 3a11d191c1813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 43: 3eb9881111d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1e118182c2191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 4472991119559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: a31c118559d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 24451151211e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1561a5211d141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b2f552111e151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 61b21158115e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 7d12681513985, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 71be181dd1155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: fef55511d5d8d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4da5511183511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b1ad15155555c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 25188163e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1b751135e5318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 66a191155d221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 33383225d18c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2176851155151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 352121e333121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1325155585552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3a15e12299123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: a6f15c9d55c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a111de91c1c83, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f541195815191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: ff6151d281153, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 68: a139585519111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: b24e128551351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: fe2d11313d118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1118ee12219d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 13fd115551113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: 6db158811159d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13b8151111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b2411517d113d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 7c255e821599d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 61751485118d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7261338319d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: f94815613351c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 7261115113881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: f91c12d511111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000b4000e000, Class:  1, CF:0.439587, Len:  3, Fitness_tra: 5
Rule 83: 16a1531225182, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 84: a9b55dd12d551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: f168582513d18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: a119dd1511558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 631d181181851, Class:  0, CF:  1, Len: 13, Fitness_tra: 14
Rule 88: af12513311223, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 12f5d58511dce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: f119181181125, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: 26f111219111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 6e2d113131ee8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 6941988219159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: af6151d185133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: a245212551311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 41b9215d15615, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1515e163ed121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2bb1553693112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1617321183d91, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule100: f52519521599d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:72.0539
------Result------
Miss_rate(tra)	:72.0539
Miss_rate(tst)	:73.7374
ARL				:12.6333

------Generation 2------
Rule  1: f6f218211158d, Class:  0, CF:  1, Len: 13, Fitness_tra: 27
Rule  2: f6f212211158d, Class:  0, CF:  1, Len: 13, Fitness_tra: 27
Rule  3: aa11115318811, Class:  0, CF:0.971338, Len: 13, Fitness_tra: 24
Rule  4: 11a1131112521, Class:  0, CF:0.574987, Len: 13, Fitness_tra: 23
Rule  5: a668d11128c11, Class:  0, CF:  1, Len: 13, Fitness_tra: 19
Rule  6: 6331813181211, Class:  0, CF:  1, Len: 13, Fitness_tra: 16
Rule  7: 11341111d5121, Class:  0, CF:0.605243, Len: 13, Fitness_tra: 14
Rule  8: 661d31111d113, Class:  0, CF:0.599957, Len: 13, Fitness_tra: 11
Rule  9: 1424118116131, Class:  0, CF:0.936077, Len: 13, Fitness_tra: 10
Rule 10: 6611321113d18, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 11: a1f11d5521111, Class:  1, CF:  1, Len: 13, Fitness_tra: 4
Rule 12: f6f1155113581, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 13: 1425138215531, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 14: 21f521e322c21, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 15: 25315d2281515, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 16: 2110511195112, Class:  0, CF:  1, Len: 12, Fitness_tra: 3
Rule 17: 111d31181581d, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
