------Generation 0------
Rule  1: b3122844bb, Class:  2, CF:0.9807, Len: 10, Fitness_tra: 0
Rule 84: 1141224224, Class:  2, CF:0.989022, Len: 10, Fitness_tra: 264
Rule 85: 274119721b, Class:  2, CF:0.970117, Len: 10, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 24b1512241, Class:  2, CF:0.985875, Len: 10, Fitness_tra: 0
Rule 88: 141213b77b, Class:  4, CF:0.85884, Len: 10, Fitness_tra: 0
Rule 89: 742b811417, Class:  2, CF:0.979039, Len: 10, Fitness_tra: 3
Rule 90: 2114d34272, Class:  2, CF:0.99774, Len: 10, Fitness_tra: 0
Rule 91: b411154474, Class:  2, CF:0.816871, Len: 10, Fitness_tra: 163
Rule 92: 14b7114117, Class:  4, CF:0.387451, Len: 10, Fitness_tra: 25
Rule 93: 14b4561127, Class:  3, CF:0.797138, Len: 10, Fitness_tra: 0
Rule 94: 147278bb77, Class:  4, CF:0.42738, Len: 10, Fitness_tra: 0
Rule 95: 4d418d4471, Class:  2, CF:0.542227, Len: 10, Fitness_tra: -2
Rule 96: b7b75f2bb1, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 17b12614b2, Class:  4, CF:0.997215, Len: 10, Fitness_tra: 117
Rule 98: b141527144, Class:  2, CF:0.996476, Len: 10, Fitness_tra: -103
Rule 99: 2412317111, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b242bb7177, Class:  4, CF:0.674096, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:99.3589
------Result------
Miss_rate(tra)	:99.3589
Miss_rate(tst)	:97.2578
ARL				:9.90244

------Generation 0------
Rule  1: b211137174, Class:  4, CF:0.860824, Len: 10, Fitness_tra: 1540
Rule  2: 1141224224, Class:  2, CF:0.989022, Len: 10, Fitness_tra: 263
Rule  3: 1d24221244, Class:  2, CF:0.836311, Len: 10, Fitness_tra: 81
Rule  4: b411154474, Class:  2, CF:0.816871, Len: 10, Fitness_tra: 149
Rule  5: 17b12614b2, Class:  4, CF:0.997215, Len: 10, Fitness_tra: 264
Rule  6: 7c71127247, Class:  2, CF:0.802054, Len: 10, Fitness_tra: 95
Rule  7: b1b71917b7, Class:  2, CF:0.724766, Len: 10, Fitness_tra: -135
Rule  8: 177148472b, Class:  2, CF:0.765743, Len: 10, Fitness_tra: 754
Rule  9: 14178e24b4, Class:  1, CF:0.308345, Len: 10, Fitness_tra: 0
Rule 10: 2c1b362111, Class:  1, CF:0.355421, Len: 10, Fitness_tra: 54
Rule 11: 2121aabb21, Class:  4, CF:0.990219, Len: 10, Fitness_tra: 35
Rule 12: c000c00000, Class:  3, CF:0.977052, Len:  2, Fitness_tra: 37
Rule 13: 4274fa17b2, Class:  4, CF:0.999922, Len: 10, Fitness_tra: 29
Rule 14: 14b7114117, Class:  4, CF:0.387451, Len: 10, Fitness_tra: -1301
Rule 15: 12745e4444, Class:  1, CF:0.548726, Len: 10, Fitness_tra: 1
Rule 16: 2b27af1b44, Class:  4, CF:0.999969, Len: 10, Fitness_tra: 15
Rule 17: 81abb1b11a, Class:  3, CF:0.994259, Len: 10, Fitness_tra: 51
Rule 18: 2eb12114b4, Class:  2, CF:0.112288, Len: 10, Fitness_tra: 3
Rule 19: 742b811417, Class:  2, CF:0.979039, Len: 10, Fitness_tra: 15
Rule 20: 7412d1142b, Class:  2, CF:0.958757, Len: 10, Fitness_tra: 2
Rule 21: 742b2e2bb1, Class:  1, CF:0.701862, Len: 10, Fitness_tra: 0
Rule 22: b24451271b, Class:  1, CF:0.888504, Len: 10, Fitness_tra: 0
Rule 23: 142b33bb24, Class:  4, CF:0.939605, Len: 10, Fitness_tra: 1
Rule 24: 124b117242, Class:  2, CF:0.743134, Len: 10, Fitness_tra: 1
Rule 25: 712b61b724, Class:  4, CF:0.986232, Len: 10, Fitness_tra: 4
Rule 26: b3122844bb, Class:  2, CF:0.9807, Len: 10, Fitness_tra: -2
Rule 27: 1142314717, Class:  4, CF:0.576046, Len: 10, Fitness_tra: 1
Rule 28: 2217234c1e, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 29: 192b1b7741, Class:  4, CF:0.80798, Len: 10, Fitness_tra: 0
Rule 30: 77b2214bb7, Class:  2, CF:0.0210542, Len: 10, Fitness_tra: 0
Rule 31: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 24228327b7, Class:  2, CF:0.879491, Len: 10, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1c48f34274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 221755b144, Class:  1, CF:0.266755, Len: 10, Fitness_tra: 0
Rule 36: 274b152174, Class:  2, CF:0.651376, Len: 10, Fitness_tra: 0
Rule 37: 72728eb22b, Class:  2, CF:0.949395, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: b32d1d7bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: 7cbbc14774, Class:  2, CF:0.905573, Len: 10, Fitness_tra: 0
Rule 41: c33441b241, Class:  4, CF:0.188094, Len: 10, Fitness_tra: 0
Rule 42: b242bb7177, Class:  4, CF:0.674096, Len: 10, Fitness_tra: 0
Rule 43: 7b1229bb47, Class:  2, CF:0.955928, Len: 10, Fitness_tra: 0
Rule 44: 411783bb72, Class:  2, CF:0.923747, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 72143f7444, Class:  4, CF:0.999883, Len: 10, Fitness_tra: 0
Rule 47: 2412317111, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 7b1bfa7127, Class:  4, CF:0.992873, Len: 10, Fitness_tra: 0
Rule 49: 72b4137224, Class:  4, CF:0.131125, Len: 10, Fitness_tra: 0
Rule 50: 44b7117712, Class:  4, CF:0.460424, Len: 10, Fitness_tra: 0
Rule 51: b547212722, Class:  2, CF:0.141355, Len: 10, Fitness_tra: 0
Rule 52: 24b25c7741, Class:  2, CF:0.752153, Len: 10, Fitness_tra: 0
Rule 53: 1c4c6117bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 54: 2412214122, Class:  2, CF:0.550194, Len: 10, Fitness_tra: 0
Rule 55: 712e6fb224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 427729b1b4, Class:  1, CF:0.438537, Len: 10, Fitness_tra: 0
Rule 58: 71b42342bb, Class:  4, CF:0.411232, Len: 10, Fitness_tra: 0
Rule 59: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1417312171, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 117281b418, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 4b221f4414, Class:  4, CF:0.998869, Len: 10, Fitness_tra: 0
Rule 66: bb121e774b, Class:  2, CF:0.974992, Len: 10, Fitness_tra: 0
Rule 67: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 152b53b318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1c27454bbb, Class:  4, CF:0.216198, Len: 10, Fitness_tra: 0
Rule 70: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: c1eb174121, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 1447557422, Class:  2, CF:0.81887, Len: 10, Fitness_tra: 0
Rule 73: 45271e114b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: bbb4a3727b, Class:  4, CF:0.999943, Len: 10, Fitness_tra: 0
Rule 75: bbb4a17272, Class:  4, CF:0.999829, Len: 10, Fitness_tra: 0
Rule 76: b74b934742, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: bb72c6424b, Class:  2, CF:0.930145, Len: 10, Fitness_tra: 0
Rule 78: 772b5341b1, Class:  2, CF:0.994541, Len: 10, Fitness_tra: -4
Rule 79: 274119721b, Class:  2, CF:0.970117, Len: 10, Fitness_tra: -2
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 21d4851181, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 86122db168, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: b27c21bb74, Class:  1, CF:0.999983, Len: 10, Fitness_tra: 0
Rule 85: 124bb47211, Class:  2, CF:0.461668, Len: 10, Fitness_tra: -230
Rule 86: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: b44b8d172b, Class:  2, CF:0.896293, Len: 10, Fitness_tra: 2
Rule 88: 1521212141, Class:  1, CF:0.0379401, Len: 10, Fitness_tra: 34
Rule 89: 1422961b21, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: bbb441b714, Class:  2, CF:0.810706, Len: 10, Fitness_tra: 0
Rule 91: 11522a2bb8, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 407009b1b0, Class:  2, CF:0.687838, Len:  6, Fitness_tra: -4466
Rule 93: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 14178424b4, Class:  1, CF:0.285545, Len: 10, Fitness_tra: 0
Rule 95: eb21518244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 24b6512b41, Class:  2, CF:0.801399, Len: 10, Fitness_tra: -24
Rule 97: 12743e4414, Class:  2, CF:0.227277, Len: 10, Fitness_tra: 0
Rule 98: e48123b4b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 14b7312171, Class:  4, CF:0.651579, Len: 10, Fitness_tra: 118
Rule100: 17122527b1, Class:  1, CF:0.751255, Len: 10, Fitness_tra: 2270
------Current------
Miss_rate(tra)	:98.667
------Result------
Miss_rate(tra)	:98.667
Miss_rate(tst)	:93.6929
ARL				:9.84416

------Generation 1------
Rule  1: b211137174, Class:  4, CF:0.860824, Len: 10, Fitness_tra: 1540
Rule  2: 1141224224, Class:  2, CF:0.989022, Len: 10, Fitness_tra: 263
Rule  3: 1d24221244, Class:  2, CF:0.836311, Len: 10, Fitness_tra: 81
Rule  4: b411154474, Class:  2, CF:0.816871, Len: 10, Fitness_tra: 149
Rule  5: 17b12614b2, Class:  4, CF:0.997215, Len: 10, Fitness_tra: 264
Rule  6: 7c71127247, Class:  2, CF:0.802054, Len: 10, Fitness_tra: 95
Rule  7: b1b71917b7, Class:  2, CF:0.724766, Len: 10, Fitness_tra: -135
Rule  8: 177148472b, Class:  2, CF:0.765743, Len: 10, Fitness_tra: 754
Rule  9: 14178e24b4, Class:  1, CF:0.308345, Len: 10, Fitness_tra: 0
Rule 10: 2c1b362111, Class:  1, CF:0.355421, Len: 10, Fitness_tra: 54
Rule 11: 2121aabb21, Class:  4, CF:0.990219, Len: 10, Fitness_tra: 35
Rule 12: c000c00000, Class:  3, CF:0.977052, Len:  2, Fitness_tra: 37
Rule 13: 4274fa17b2, Class:  4, CF:0.999922, Len: 10, Fitness_tra: 29
Rule 14: 14b7114117, Class:  4, CF:0.387451, Len: 10, Fitness_tra: -1301
Rule 15: 12745e4444, Class:  1, CF:0.548726, Len: 10, Fitness_tra: 1
Rule 16: 2b27af1b44, Class:  4, CF:0.999969, Len: 10, Fitness_tra: 15
Rule 17: 81abb1b11a, Class:  3, CF:0.994259, Len: 10, Fitness_tra: 51
Rule 18: 2eb12114b4, Class:  2, CF:0.112288, Len: 10, Fitness_tra: 3
Rule 19: 742b811417, Class:  2, CF:0.979039, Len: 10, Fitness_tra: 15
Rule 20: 7412d1142b, Class:  2, CF:0.958757, Len: 10, Fitness_tra: 2
Rule 21: 742b2e2bb1, Class:  1, CF:0.701862, Len: 10, Fitness_tra: 0
Rule 22: b24451271b, Class:  1, CF:0.888504, Len: 10, Fitness_tra: 0
Rule 23: 142b33bb24, Class:  4, CF:0.939605, Len: 10, Fitness_tra: 1
Rule 24: 124b117242, Class:  2, CF:0.743134, Len: 10, Fitness_tra: 1
Rule 25: 712b61b724, Class:  4, CF:0.986232, Len: 10, Fitness_tra: 4
Rule 26: b3122844bb, Class:  2, CF:0.9807, Len: 10, Fitness_tra: -2
Rule 27: 1142314717, Class:  4, CF:0.576046, Len: 10, Fitness_tra: 1
Rule 28: 2217234c1e, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 29: 192b1b7741, Class:  4, CF:0.80798, Len: 10, Fitness_tra: 0
Rule 30: 77b2214bb7, Class:  2, CF:0.0210542, Len: 10, Fitness_tra: 0
Rule 31: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 24228327b7, Class:  2, CF:0.879491, Len: 10, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1c48f34274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 221755b144, Class:  1, CF:0.266755, Len: 10, Fitness_tra: 0
Rule 36: 274b152174, Class:  2, CF:0.651376, Len: 10, Fitness_tra: 0
Rule 37: 72728eb22b, Class:  2, CF:0.949395, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: b32d1d7bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: 7cbbc14774, Class:  2, CF:0.905573, Len: 10, Fitness_tra: 0
Rule 41: c33441b241, Class:  4, CF:0.188094, Len: 10, Fitness_tra: 0
Rule 42: b242bb7177, Class:  4, CF:0.674096, Len: 10, Fitness_tra: 0
Rule 43: 7b1229bb47, Class:  2, CF:0.955928, Len: 10, Fitness_tra: 0
Rule 44: 411783bb72, Class:  2, CF:0.923747, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 72143f7444, Class:  4, CF:0.999883, Len: 10, Fitness_tra: 0
Rule 47: 2412317111, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 7b1bfa7127, Class:  4, CF:0.992873, Len: 10, Fitness_tra: 0
Rule 49: 72b4137224, Class:  4, CF:0.131125, Len: 10, Fitness_tra: 0
Rule 50: 44b7117712, Class:  4, CF:0.460424, Len: 10, Fitness_tra: 0
Rule 51: b547212722, Class:  2, CF:0.141355, Len: 10, Fitness_tra: 0
Rule 52: 24b25c7741, Class:  2, CF:0.752153, Len: 10, Fitness_tra: 0
Rule 53: 1c4c6117bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 54: 2412214122, Class:  2, CF:0.550194, Len: 10, Fitness_tra: 0
Rule 55: 712e6fb224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 427729b1b4, Class:  1, CF:0.438537, Len: 10, Fitness_tra: 0
Rule 58: 71b42342bb, Class:  4, CF:0.411232, Len: 10, Fitness_tra: 0
Rule 59: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1417312171, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 117281b418, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 4b221f4414, Class:  4, CF:0.998869, Len: 10, Fitness_tra: 0
Rule 66: bb121e774b, Class:  2, CF:0.974992, Len: 10, Fitness_tra: 0
Rule 67: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 152b53b318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1c27454bbb, Class:  4, CF:0.216198, Len: 10, Fitness_tra: 0
Rule 70: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: c1eb174121, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 1447557422, Class:  2, CF:0.81887, Len: 10, Fitness_tra: 0
Rule 73: 45271e114b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: bbb4a3727b, Class:  4, CF:0.999943, Len: 10, Fitness_tra: 0
Rule 75: bbb4a17272, Class:  4, CF:0.999829, Len: 10, Fitness_tra: 0
Rule 76: b74b934742, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: bb72c6424b, Class:  2, CF:0.930145, Len: 10, Fitness_tra: 0
Rule 78: 772b5341b1, Class:  2, CF:0.994541, Len: 10, Fitness_tra: -4
Rule 79: 274119721b, Class:  2, CF:0.970117, Len: 10, Fitness_tra: -2
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 21d4851181, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 86122db168, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: b27c21bb74, Class:  1, CF:0.999983, Len: 10, Fitness_tra: 0
Rule 85: 124bb47211, Class:  2, CF:0.461668, Len: 10, Fitness_tra: -230
Rule 86: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: b44b8d172b, Class:  2, CF:0.896293, Len: 10, Fitness_tra: 2
Rule 88: 1521212141, Class:  1, CF:0.0379401, Len: 10, Fitness_tra: 34
Rule 89: 1422961b21, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: bbb441b714, Class:  2, CF:0.810706, Len: 10, Fitness_tra: 0
Rule 91: 11522a2bb8, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 407009b1b0, Class:  2, CF:0.687838, Len:  6, Fitness_tra: -4466
Rule 93: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 14178424b4, Class:  1, CF:0.285545, Len: 10, Fitness_tra: 0
Rule 95: eb21518244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 24b6512b41, Class:  2, CF:0.801399, Len: 10, Fitness_tra: -24
Rule 97: 12743e4414, Class:  2, CF:0.227277, Len: 10, Fitness_tra: 0
Rule 98: e48123b4b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 14b7312171, Class:  4, CF:0.651579, Len: 10, Fitness_tra: 118
Rule100: 17122527b1, Class:  1, CF:0.751255, Len: 10, Fitness_tra: 2270
------Current------
Miss_rate(tra)	:98.667
------Result------
Miss_rate(tra)	:98.667
Miss_rate(tst)	:93.6929
ARL				:9.84416

------Generation 2------
Rule  1: b211137174, Class:  4, CF:0.860824, Len: 10, Fitness_tra: 1540
Rule  2: 1141224224, Class:  2, CF:0.989022, Len: 10, Fitness_tra: 263
Rule  3: 1d24221244, Class:  2, CF:0.836311, Len: 10, Fitness_tra: 81
Rule  4: b411154474, Class:  2, CF:0.816871, Len: 10, Fitness_tra: 149
Rule  5: 17b12614b2, Class:  4, CF:0.997215, Len: 10, Fitness_tra: 264
Rule  6: 7c71127247, Class:  2, CF:0.802054, Len: 10, Fitness_tra: 95
Rule  7: b1b71917b7, Class:  2, CF:0.724766, Len: 10, Fitness_tra: -135
Rule  8: 177148472b, Class:  2, CF:0.765743, Len: 10, Fitness_tra: 754
Rule  9: 14178e24b4, Class:  1, CF:0.308345, Len: 10, Fitness_tra: 0
Rule 10: 2c1b362111, Class:  1, CF:0.355421, Len: 10, Fitness_tra: 54
Rule 11: 2121aabb21, Class:  4, CF:0.990219, Len: 10, Fitness_tra: 35
Rule 12: c000c00000, Class:  3, CF:0.977052, Len:  2, Fitness_tra: 37
Rule 13: 4274fa17b2, Class:  4, CF:0.999922, Len: 10, Fitness_tra: 29
Rule 14: 14b7114117, Class:  4, CF:0.387451, Len: 10, Fitness_tra: -1301
