------Generation 0------
Rule  1: 222b361171, Class:  4, CF:0.998612, Len: 10, Fitness_tra: 240
Rule 43: 1227d1118b, Class:  2, CF:  1, Len: 10, Fitness_tra: 2
Rule 44: 27b4427144, Class:  2, CF:0.871786, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4b1223414b, Class:  2, CF:0.0500098, Len: 10, Fitness_tra: 0
Rule 47: 41211f4272, Class:  4, CF:0.999997, Len: 10, Fitness_tra: 1
Rule 48: bb225672b4, Class:  3, CF:0.160388, Len: 10, Fitness_tra: 0
Rule 49: 27121517b4, Class:  2, CF:0.252979, Len: 10, Fitness_tra: -2
Rule 50: 75b2661177, Class:  4, CF:0.998909, Len: 10, Fitness_tra: 8
Rule 51: 2b218ebb7b, Class:  2, CF:0.997783, Len: 10, Fitness_tra: 0
Rule 52: 1bb4e11422, Class:  2, CF:0.995042, Len: 10, Fitness_tra: 0
Rule 53: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 7747c37242, Class:  2, CF:0.996759, Len: 10, Fitness_tra: 0
Rule 55: b771934441, Class:  3, CF:0.988277, Len: 10, Fitness_tra: 0
Rule 56: 4c2ca32441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 412111b481, Class:  2, CF:0.971242, Len: 10, Fitness_tra: 178
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: b417617114, Class:  4, CF:0.934192, Len: 10, Fitness_tra: 917
Rule 60: b1128f27b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 842413b5d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 452213bcc2, Class:  4, CF:0.834084, Len: 10, Fitness_tra: 0
Rule 63: b24251b141, Class:  2, CF:0.628026, Len: 10, Fitness_tra: -10
Rule 64: 1242257274, Class:  2, CF:0.329279, Len: 10, Fitness_tra: -1
Rule 65: 724b392141, Class:  2, CF:0.168985, Len: 10, Fitness_tra: 0
Rule 66: 2144217214, Class:  2, CF:0.909741, Len: 10, Fitness_tra: 0
Rule 67: 247b3a417b, Class:  4, CF:0.999374, Len: 10, Fitness_tra: 0
Rule 68: 277b5f2711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: b1441a2bb2, Class:  4, CF:0.999986, Len: 10, Fitness_tra: 0
Rule 70: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b247167b1b, Class:  4, CF:0.999344, Len: 10, Fitness_tra: 0
Rule 72: 4b47412747, Class:  2, CF:0.926661, Len: 10, Fitness_tra: 0
Rule 73: 17b4537744, Class:  2, CF:0.998156, Len: 10, Fitness_tra: 0
Rule 74: b174b54b41, Class:  4, CF:0.156411, Len: 10, Fitness_tra: 0
Rule 75: c211137141, Class:  4, CF:0.990111, Len: 10, Fitness_tra: -17
Rule 76: 242b367b7b, Class:  4, CF:0.999954, Len: 10, Fitness_tra: 0
Rule 77: 1847912582, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 144ba12b21, Class:  4, CF:0.994447, Len: 10, Fitness_tra: 0
Rule 79: 741b864bb2, Class:  4, CF:0.534698, Len: 10, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b7423a7172, Class:  4, CF:0.999802, Len: 10, Fitness_tra: 0
Rule 82: 11b4837141, Class:  2, CF:0.563006, Len: 10, Fitness_tra: -37
Rule 83: 2127d97272, Class:  2, CF:0.992055, Len: 10, Fitness_tra: 0
Rule 84: 71b225777b, Class:  2, CF:0.889871, Len: 10, Fitness_tra: 0
Rule 85: 7f219e7b42, Class:  2, CF:0.999952, Len: 10, Fitness_tra: 0
Rule 86: 4872214474, Class:  2, CF:0.650621, Len: 10, Fitness_tra: 0
Rule 87: 17225ab2b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 7b142a7412, Class:  4, CF:0.988016, Len: 10, Fitness_tra: 0
Rule 89: 4222581724, Class:  2, CF:0.851288, Len: 10, Fitness_tra: 0
Rule 90: 711b787bb7, Class:  2, CF:0.30559, Len: 10, Fitness_tra: 0
Rule 91: 417156b717, Class:  3, CF:0.999425, Len: 10, Fitness_tra: 0
Rule 92: 17146a7b77, Class:  4, CF:0.998205, Len: 10, Fitness_tra: 0
Rule 93: 1714292221, Class:  2, CF:0.18851, Len: 10, Fitness_tra: -1972
Rule 94: 4114892412, Class:  2, CF:0.925004, Len: 10, Fitness_tra: -39
Rule 95: 2427afb177, Class:  4, CF:0.999825, Len: 10, Fitness_tra: 0
Rule 96: b7411ebb41, Class:  2, CF:0.983847, Len: 10, Fitness_tra: 14
Rule 97: 4214611b41, Class:  4, CF:0.968853, Len: 10, Fitness_tra: 731
Rule 98: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 7512134111, Class:  1, CF:0.250401, Len: 10, Fitness_tra: 124
Rule100: 77b21d2127, Class:  2, CF:0.713896, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:99.5014
------Result------
Miss_rate(tra)	:99.5014
Miss_rate(tst)	:97.989
ARL				:10

------Generation 0------
Rule  1: 222b361171, Class:  4, CF:0.998612, Len: 10, Fitness_tra: 240
Rule  2: bb741214bb, Class:  2, CF:0.702697, Len: 10, Fitness_tra: -27
Rule  3: 1277232711, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 11bc3f2742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 7111c174b7, Class:  2, CF:0.990893, Len: 10, Fitness_tra: 757
Rule  6: 12b7c141b7, Class:  2, CF:0.101866, Len: 10, Fitness_tra: -26
Rule  7: 1b71114772, Class:  2, CF:0.672782, Len: 10, Fitness_tra: -4
Rule  8: 214113b4b4, Class:  4, CF:0.930276, Len: 10, Fitness_tra: -13
Rule  9: 21bb934824, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 4114411421, Class:  2, CF:0.776172, Len: 10, Fitness_tra: -4527
Rule 11: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 74b2534714, Class:  2, CF:0.999645, Len: 10, Fitness_tra: 0
Rule 13: 12b2af7b1b, Class:  4, CF:0.990962, Len: 10, Fitness_tra: 0
Rule 14: 1812497b27, Class:  1, CF:0.108639, Len: 10, Fitness_tra: 11
Rule 15: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: b34823411b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 17: 72b4417777, Class:  2, CF:0.338141, Len: 10, Fitness_tra: 0
Rule 18: 4d141e7712, Class:  1, CF:0.0887258, Len: 10, Fitness_tra: 0
Rule 19: bab1214712, Class:  2, CF:0.946731, Len: 10, Fitness_tra: -36
Rule 20: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 2177c21b72, Class:  2, CF:0.84995, Len: 10, Fitness_tra: -2
Rule 22: 187b4dbbb4, Class:  4, CF:0.192168, Len: 10, Fitness_tra: 0
Rule 23: b71113b277, Class:  4, CF:0.624946, Len: 10, Fitness_tra: 15
Rule 24: 1222e11912, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 25: 712b131474, Class:  4, CF:0.982423, Len: 10, Fitness_tra: 109
Rule 26: 1224831471, Class:  2, CF:0.844944, Len: 10, Fitness_tra: 0
Rule 27: 44b46f21b2, Class:  4, CF:0.999559, Len: 10, Fitness_tra: 0
Rule 28: 44713ab127, Class:  4, CF:0.999858, Len: 10, Fitness_tra: 3
Rule 29: c77bd37221, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 30: b42b234172, Class:  4, CF:0.858524, Len: 10, Fitness_tra: 0
Rule 31: 7712211242, Class:  2, CF:0.860929, Len: 10, Fitness_tra: 0
Rule 32: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 22b15e7712, Class:  2, CF:0.920635, Len: 10, Fitness_tra: -10
Rule 34: 77bb721471, Class:  2, CF:0.57461, Len: 10, Fitness_tra: -422
Rule 35: 271bbc77b1, Class:  2, CF:0.433605, Len: 10, Fitness_tra: 0
Rule 36: 42471d4727, Class:  2, CF:0.563339, Len: 10, Fitness_tra: 0
Rule 37: 2e37721185, Class:  4, CF:0.962799, Len: 10, Fitness_tra: 0
Rule 38: 17b12dbb17, Class:  2, CF:0.878396, Len: 10, Fitness_tra: 938
Rule 39: 1147114b44, Class:  4, CF:0.556799, Len: 10, Fitness_tra: 0
Rule 40: b375c2122b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: 7171217247, Class:  2, CF:0.977759, Len: 10, Fitness_tra: 349
Rule 42: 4c24582411, Class:  2, CF:0.51418, Len: 10, Fitness_tra: 0
Rule 43: 1227d1118b, Class:  2, CF:  1, Len: 10, Fitness_tra: 2
Rule 44: 27b4427144, Class:  2, CF:0.871786, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4b1223414b, Class:  2, CF:0.0500098, Len: 10, Fitness_tra: 0
Rule 47: 41211f4272, Class:  4, CF:0.999997, Len: 10, Fitness_tra: 1
Rule 48: bb225672b4, Class:  3, CF:0.160388, Len: 10, Fitness_tra: 0
Rule 49: 27121517b4, Class:  2, CF:0.252979, Len: 10, Fitness_tra: -2
Rule 50: 75b2661177, Class:  4, CF:0.998909, Len: 10, Fitness_tra: 8
Rule 51: 2b218ebb7b, Class:  2, CF:0.997783, Len: 10, Fitness_tra: 0
Rule 52: 1bb4e11422, Class:  2, CF:0.995042, Len: 10, Fitness_tra: 0
Rule 53: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 7747c37242, Class:  2, CF:0.996759, Len: 10, Fitness_tra: 0
Rule 55: b771934441, Class:  3, CF:0.988277, Len: 10, Fitness_tra: 0
Rule 56: 4c2ca32441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 412111b481, Class:  2, CF:0.971242, Len: 10, Fitness_tra: 178
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: b417617114, Class:  4, CF:0.934192, Len: 10, Fitness_tra: 917
Rule 60: b1128f27b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 842413b5d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 452213bcc2, Class:  4, CF:0.834084, Len: 10, Fitness_tra: 0
Rule 63: b24251b141, Class:  2, CF:0.628026, Len: 10, Fitness_tra: -10
Rule 64: 1242257274, Class:  2, CF:0.329279, Len: 10, Fitness_tra: -1
Rule 65: 724b392141, Class:  2, CF:0.168985, Len: 10, Fitness_tra: 0
Rule 66: 2144217214, Class:  2, CF:0.909741, Len: 10, Fitness_tra: 0
Rule 67: 247b3a417b, Class:  4, CF:0.999374, Len: 10, Fitness_tra: 0
Rule 68: 277b5f2711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: b1441a2bb2, Class:  4, CF:0.999986, Len: 10, Fitness_tra: 0
Rule 70: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b247167b1b, Class:  4, CF:0.999344, Len: 10, Fitness_tra: 0
Rule 72: 4b47412747, Class:  2, CF:0.926661, Len: 10, Fitness_tra: 0
Rule 73: 17b4537744, Class:  2, CF:0.998156, Len: 10, Fitness_tra: 0
Rule 74: b174b54b41, Class:  4, CF:0.156411, Len: 10, Fitness_tra: 0
Rule 75: c211137141, Class:  4, CF:0.990111, Len: 10, Fitness_tra: -17
Rule 76: 242b367b7b, Class:  4, CF:0.999954, Len: 10, Fitness_tra: 0
Rule 77: 1847912582, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 144ba12b21, Class:  4, CF:0.994447, Len: 10, Fitness_tra: 0
Rule 79: 741b864bb2, Class:  4, CF:0.534698, Len: 10, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b7423a7172, Class:  4, CF:0.999802, Len: 10, Fitness_tra: 0
Rule 82: 11b4837141, Class:  2, CF:0.563006, Len: 10, Fitness_tra: -37
Rule 83: 2127d97272, Class:  2, CF:0.992055, Len: 10, Fitness_tra: 0
Rule 84: 71b225777b, Class:  2, CF:0.889871, Len: 10, Fitness_tra: 0
Rule 85: 7f219e7b42, Class:  2, CF:0.999952, Len: 10, Fitness_tra: 0
Rule 86: 4872214474, Class:  2, CF:0.650621, Len: 10, Fitness_tra: 0
Rule 87: 17225ab2b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 7b142a7412, Class:  4, CF:0.988016, Len: 10, Fitness_tra: 0
Rule 89: 4222581724, Class:  2, CF:0.851288, Len: 10, Fitness_tra: 0
Rule 90: 711b787bb7, Class:  2, CF:0.30559, Len: 10, Fitness_tra: 0
Rule 91: 417156b717, Class:  3, CF:0.999425, Len: 10, Fitness_tra: 0
Rule 92: 17146a7b77, Class:  4, CF:0.998205, Len: 10, Fitness_tra: 0
Rule 93: 1714292221, Class:  2, CF:0.18851, Len: 10, Fitness_tra: -1972
Rule 94: 4114892412, Class:  2, CF:0.925004, Len: 10, Fitness_tra: -39
Rule 95: 2427afb177, Class:  4, CF:0.999825, Len: 10, Fitness_tra: 0
Rule 96: b7411ebb41, Class:  2, CF:0.983847, Len: 10, Fitness_tra: 14
Rule 97: 4214611b41, Class:  4, CF:0.968853, Len: 10, Fitness_tra: 731
Rule 98: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 7512134111, Class:  1, CF:0.250401, Len: 10, Fitness_tra: 124
Rule100: 77b21d2127, Class:  2, CF:0.713896, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:99.5014
------Result------
Miss_rate(tra)	:99.5014
Miss_rate(tst)	:97.989
ARL				:10

------Generation 1------
Rule  1: 17b12dbb17, Class:  2, CF:0.878396, Len: 10, Fitness_tra: -131
Rule  2: b417617114, Class:  4, CF:0.934192, Len: 10, Fitness_tra: 2
Rule  3: 7111c174b7, Class:  2, CF:0.990893, Len: 10, Fitness_tra: 520
Rule  4: 4214611b41, Class:  4, CF:0.968853, Len: 10, Fitness_tra: -73
Rule  5: 7171217247, Class:  2, CF:0.977759, Len: 10, Fitness_tra: 432
Rule  6: 222b361171, Class:  4, CF:0.998612, Len: 10, Fitness_tra: 117
Rule  7: 412111b481, Class:  2, CF:0.971242, Len: 10, Fitness_tra: 310
Rule  8: 7512134111, Class:  1, CF:0.250401, Len: 10, Fitness_tra: 74
Rule  9: 712b131474, Class:  4, CF:0.982423, Len: 10, Fitness_tra: 110
Rule 10: b71113b277, Class:  4, CF:0.624946, Len: 10, Fitness_tra: 11
Rule 11: b7411ebb41, Class:  2, CF:0.983847, Len: 10, Fitness_tra: -157
Rule 12: 1812497b27, Class:  1, CF:0.108639, Len: 10, Fitness_tra: 186
Rule 13: 75b2661177, Class:  4, CF:0.998909, Len: 10, Fitness_tra: 8
Rule 14: 44713ab127, Class:  4, CF:0.999858, Len: 10, Fitness_tra: 1
Rule 15: 1227d1118b, Class:  2, CF:  1, Len: 10, Fitness_tra: 2
Rule 16: 41211f4272, Class:  4, CF:0.999997, Len: 10, Fitness_tra: 1
Rule 17: 77b21d2127, Class:  2, CF:0.713896, Len: 10, Fitness_tra: 0
Rule 18: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 187b4dbbb4, Class:  4, CF:0.192168, Len: 10, Fitness_tra: -88
Rule 20: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1222e11912, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 22: 74b2534714, Class:  2, CF:0.999645, Len: 10, Fitness_tra: 0
Rule 23: 1224831471, Class:  2, CF:0.844944, Len: 10, Fitness_tra: -84
Rule 24: 44b46f21b2, Class:  4, CF:0.999559, Len: 10, Fitness_tra: 0
Rule 25: 12b2af7b1b, Class:  4, CF:0.990962, Len: 10, Fitness_tra: 0
Rule 26: c77bd37221, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: b42b234172, Class:  4, CF:0.858524, Len: 10, Fitness_tra: 0
Rule 28: 7712211242, Class:  2, CF:0.860929, Len: 10, Fitness_tra: 5
Rule 29: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 271bbc77b1, Class:  2, CF:0.433605, Len: 10, Fitness_tra: -196
Rule 31: 42471d4727, Class:  2, CF:0.563339, Len: 10, Fitness_tra: 0
Rule 32: 2e37721185, Class:  4, CF:0.962799, Len: 10, Fitness_tra: 0
Rule 33: 1277232711, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1147114b44, Class:  4, CF:0.556799, Len: 10, Fitness_tra: -1
Rule 35: b375c2122b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: 11bc3f2742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 4c24582411, Class:  2, CF:0.51418, Len: 10, Fitness_tra: 0
Rule 38: 21bb934824, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 27b4427144, Class:  2, CF:0.871786, Len: 10, Fitness_tra: 0
Rule 40: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4b1223414b, Class:  2, CF:0.0500098, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: bb225672b4, Class:  3, CF:0.160388, Len: 10, Fitness_tra: 0
Rule 44: b34823411b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 2b218ebb7b, Class:  2, CF:0.997783, Len: 10, Fitness_tra: 0
Rule 46: 1bb4e11422, Class:  2, CF:0.995042, Len: 10, Fitness_tra: 0
Rule 47: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 7747c37242, Class:  2, CF:0.996759, Len: 10, Fitness_tra: 0
Rule 49: b771934441, Class:  3, CF:0.988277, Len: 10, Fitness_tra: 0
Rule 50: 4c2ca32441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 72b4417777, Class:  2, CF:0.338141, Len: 10, Fitness_tra: -1
Rule 52: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b1128f27b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 842413b5d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 452213bcc2, Class:  4, CF:0.834084, Len: 10, Fitness_tra: 0
Rule 56: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 724b392141, Class:  2, CF:0.168985, Len: 10, Fitness_tra: 0
Rule 58: 2144217214, Class:  2, CF:0.909741, Len: 10, Fitness_tra: 0
Rule 59: 247b3a417b, Class:  4, CF:0.999374, Len: 10, Fitness_tra: 0
Rule 60: 277b5f2711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: b1441a2bb2, Class:  4, CF:0.999986, Len: 10, Fitness_tra: 0
Rule 62: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: b247167b1b, Class:  4, CF:0.999344, Len: 10, Fitness_tra: 0
Rule 64: 4b47412747, Class:  2, CF:0.926661, Len: 10, Fitness_tra: 0
Rule 65: 17b4537744, Class:  2, CF:0.998156, Len: 10, Fitness_tra: 0
Rule 66: b174b54b41, Class:  4, CF:0.156411, Len: 10, Fitness_tra: 0
Rule 67: 242b367b7b, Class:  4, CF:0.999954, Len: 10, Fitness_tra: 0
Rule 68: 1847912582, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 144ba12b21, Class:  4, CF:0.994447, Len: 10, Fitness_tra: 0
Rule 70: 741b864bb2, Class:  4, CF:0.534698, Len: 10, Fitness_tra: 0
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b7423a7172, Class:  4, CF:0.999802, Len: 10, Fitness_tra: 0
Rule 73: 2127d97272, Class:  2, CF:0.992055, Len: 10, Fitness_tra: 0
Rule 74: 71b225777b, Class:  2, CF:0.889871, Len: 10, Fitness_tra: 0
Rule 75: 7f219e7b42, Class:  2, CF:0.999952, Len: 10, Fitness_tra: -2
Rule 76: 4872214474, Class:  2, CF:0.650621, Len: 10, Fitness_tra: 0
Rule 77: 17225ab2b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7b142a7412, Class:  4, CF:0.988016, Len: 10, Fitness_tra: 0
Rule 79: 4222581724, Class:  2, CF:0.851288, Len: 10, Fitness_tra: 0
Rule 80: 711b787bb7, Class:  2, CF:0.30559, Len: 10, Fitness_tra: -1
Rule 81: b74b41bb27, Class:  2, CF:0.502906, Len: 10, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 7742bcb427, Class:  2, CF:0.881666, Len: 10, Fitness_tra: 0
Rule 84: 247b232777, Class:  4, CF:0.729281, Len: 10, Fitness_tra: 0
Rule 85: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1211612411, Class:  4, CF:0.865539, Len: 10, Fitness_tra: 731
Rule 88: 7bbb134222, Class:  4, CF:0.318667, Len: 10, Fitness_tra: 0
Rule 89: b4228121b4, Class:  2, CF:0.924161, Len: 10, Fitness_tra: 0
Rule 90: 772b134124, Class:  4, CF:0.91832, Len: 10, Fitness_tra: 0
Rule 91: 4214e01241, Class:  2, CF:0.476248, Len:  9, Fitness_tra: -250
Rule 92: 187b422bbe, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 2e7172b782, Class:  2, CF:0.99201, Len: 10, Fitness_tra: 19
Rule 94: b0051eb041, Class:  1, CF:0.999187, Len:  7, Fitness_tra: 11
Rule 95: 4c22337142, Class:  4, CF:0.985285, Len: 10, Fitness_tra: 0
Rule 96: 4121232712, Class:  4, CF:0.729117, Len: 10, Fitness_tra: -2
Rule 97: b315cfe22b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: b7446a7bb2, Class:  4, CF:0.999983, Len: 10, Fitness_tra: 0
Rule 99: 21241fb477, Class:  4, CF:0.999988, Len: 10, Fitness_tra: 0
Rule100: 17b0030019, Class:  4, CF:  1, Len:  6, Fitness_tra: 4
------Current------
Miss_rate(tra)	:99.3742
------Result------
Miss_rate(tra)	:99.3742
Miss_rate(tst)	:97.1664
ARL				:9.89744

------Generation 2------
Rule  1: 1211612411, Class:  4, CF:0.865539, Len: 10, Fitness_tra: 530
Rule  2: 7111c174b7, Class:  2, CF:0.990893, Len: 10, Fitness_tra: 1212
Rule  3: 7171217247, Class:  2, CF:0.977759, Len: 10, Fitness_tra: 423
Rule  4: 412111b481, Class:  2, CF:0.971242, Len: 10, Fitness_tra: 271
Rule  5: 1812497b27, Class:  1, CF:0.108639, Len: 10, Fitness_tra: 140
Rule  6: 222b361171, Class:  4, CF:0.998612, Len: 10, Fitness_tra: 140
Rule  7: 712b131474, Class:  4, CF:0.982423, Len: 10, Fitness_tra: 125
Rule  8: 7512134111, Class:  1, CF:0.250401, Len: 10, Fitness_tra: 2
Rule  9: 2e7172b782, Class:  2, CF:0.99201, Len: 10, Fitness_tra: 6
Rule 10: b0051eb041, Class:  1, CF:0.999187, Len:  7, Fitness_tra: 15
Rule 11: b71113b277, Class:  4, CF:0.624946, Len: 10, Fitness_tra: 14
Rule 12: 75b2661177, Class:  4, CF:0.998909, Len: 10, Fitness_tra: 29
Rule 13: 7712211242, Class:  2, CF:0.860929, Len: 10, Fitness_tra: -66
Rule 14: 17b0030019, Class:  4, CF:  1, Len:  6, Fitness_tra: 4
