------Generation 0------
Rule  1: 1a214d4497385121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6ad34d7814111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 161121141bf21212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1113e51211418861, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 752311f6135d1c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1671111111111814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1623b82112111254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1311136135328414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 61511e1111a251bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 6313411631311211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 09800f0000000000, Class:  8, CF:0.998535, Len:  3, Fitness_tra: 1
Rule 73: 3153111113111c17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 40090000c0330800, Class:  8, CF:0.860119, Len:  6, Fitness_tra: 4
Rule 75: 93117d4211a11211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1621b11115a11217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 133611321711c211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1151a61111121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 6a131115111d1852, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 132f9311117712f2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3381b51254616913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11251812454616a3, Class:  5, CF:  1, Len: 16, Fitness_tra: 1
Rule 83: 000e00000e000000, Class:  9, CF:0.646021, Len:  2, Fitness_tra: 3
Rule 84: 131e1195f5f93134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 331a792117341247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 451159313331185b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1611f6161115121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1d15113611151c17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 819a9112211151a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1a1145513d13ec52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 11261111212bd261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 51636319181182bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b55133f669313134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 111f661152141811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 11111e9132145242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1316111c81b11135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 131a5382442191f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 131166131211221b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0000600000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 3e311111a1315212, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
------Current------
Miss_rate(tra)	:80
------Result------
Miss_rate(tra)	:80
Miss_rate(tst)	:77.7273
ARL				:6.45455

------Generation 0------
Rule  1: 00000f0000000000, Class:  0, CF:0.457931, Len:  1, Fitness_tra: 36
Rule  2: 0000a0e000000000, Class:  4, CF:0.568291, Len:  2, Fitness_tra: 5
Rule  3: 40090000c0330800, Class:  8, CF:0.860119, Len:  6, Fitness_tra: 4
Rule  4: 040900060000000c, Class:  7, CF:0.0421266, Len:  4, Fitness_tra: 3
Rule  5: 000e00000e000000, Class:  9, CF:0.646021, Len:  2, Fitness_tra: 4
Rule  6: 3e311111a1315212, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule  7: 000a000000000000, Class:  0, CF:0.684058, Len:  1, Fitness_tra: 1
Rule  8: 11251812454616a3, Class:  5, CF:  1, Len: 16, Fitness_tra: 1
Rule  9: 09800f0000000000, Class:  8, CF:0.998535, Len:  3, Fitness_tra: 1
Rule 10: 1a214d4497385121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1a2343425b315822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 211113af333d5211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1613161e15611214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1f1121211d611117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1a217d556d313214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 9621111514121531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000e0f0009080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1a412d311319121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 112353113e351111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 135d5b4718191111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1181163d22b41462, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b11af3315b271512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1551363a31321c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 134195942b451333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1111995c1124d2f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 135113511241d4a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 465f13853da1d2b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0000000000e00700, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1311195811181113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 262e1591f5311232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 21111141b11113a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 15225461151f1125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 5343128131611a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2e5611e11d125111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1311b52888113811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 161eb915fd11686b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 131e113d11111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 43111211421111f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2323111551219212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 461331182142d131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1311521b15113126, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0009000000008000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 214814e431611141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 311175111115ea13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 115133e511548538, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 31112311f5321147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1111166196191212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1621115135113c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 232f11112cb15117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1a5693181722d1f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000000c00, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 819ff319153212b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1616b521211211fb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b11a3331d71418f8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 5341211d1319521b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 11166f1911f117b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 3331111111171c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 111621111165111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1623217254649271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: cf2e42553565111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 212187e739ea8f21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b521e31631351c17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6ad34d7814111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 161121141bf21212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1113e51211418861, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 752311f6135d1c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1671111111111814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1623b82112111254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1311136135328414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 61511e1111a251bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 6313411631311211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 16411181111e8613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3153111113111c17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 7113a31154542515, Class:  0, CF:  1, Len: 16, Fitness_tra: 0
Rule 75: 93117d4211a11211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1621b11115a11217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 133611321711c211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1151a61111121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 6a131115111d1852, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 132f9311117712f2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 5613313161e41b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 21131311353d313b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 6111151227141211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000c00000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000000000c00, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 115a13112122d114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: b600090000000802, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 3116495812211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 135fa1991d1251b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1a1f16321781d261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 060003800d01d4b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 040030000c00000c, Class:  0, CF:0.99956, Len:  4, Fitness_tra: -1
Rule 93: 90000f4200900001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0409e08633300d1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1756b61c31b11c35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 214196916b4513f8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1311111135328435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2623151821321132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1a569318172cd1f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 54636319181182bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:88.1818
------Result------
Miss_rate(tra)	:88.1818
Miss_rate(tst)	:86.8182
ARL				:6.45455

------Generation 1------
Rule  1: 00000f0000000000, Class:  0, CF:0.457931, Len:  1, Fitness_tra: 36
Rule  2: 0000a0e000000000, Class:  4, CF:0.568291, Len:  2, Fitness_tra: 5
Rule  3: 40090000c0330800, Class:  8, CF:0.860119, Len:  6, Fitness_tra: 5
Rule  4: 000e00000e000000, Class:  9, CF:0.646021, Len:  2, Fitness_tra: 4
Rule  5: 040900060000000c, Class:  7, CF:0.0421266, Len:  4, Fitness_tra: 3
Rule  6: 3e311111a1315212, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule  7: 000a000000000000, Class:  0, CF:0.684058, Len:  1, Fitness_tra: 1
Rule  8: 11251812454616a3, Class:  5, CF:  1, Len: 16, Fitness_tra: 1
Rule  9: 09800f0000000000, Class:  8, CF:0.998535, Len:  3, Fitness_tra: 1
Rule 10: 1a214d4497385121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1a2343425b315822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 211113af333d5211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1613161e15611214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1f1121211d611117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1a217d556d313214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 9621111514121531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000e0f0009080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1a412d311319121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 112353113e351111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 135d5b4718191111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1181163d22b41462, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b11af3315b271512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1551363a31321c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 134195942b451333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1111995c1124d2f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 135113511241d4a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 465f13853da1d2b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0000000000e00700, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1311195811181113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 262e1591f5311232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 21111141b11113a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 15225461151f1125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 5343128131611a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2e5611e11d125111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1311b52888113811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 161eb915fd11686b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 131e113d11111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 43111211421111f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2323111551219212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 461331182142d131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1311521b15113126, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0009000000008000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 214814e431611141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 311175111115ea13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 115133e511548538, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 31112311f5321147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1111166196191212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1621115135113c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 232f11112cb15117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1a5693181722d1f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000000c00, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 819ff319153212b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1616b521211211fb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b11a3331d71418f8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 5341211d1319521b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 11166f1911f117b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 3331111111171c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 111621111165111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1623217254649271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: cf2e42553565111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 212187e739ea8f21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b521e31631351c17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6ad34d7814111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 161121141bf21212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1113e51211418861, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 752311f6135d1c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1671111111111814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1623b82112111254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1311136135328414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 61511e1111a251bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 6313411631311211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 16411181111e8613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3153111113111c17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 7113a31154542515, Class:  0, CF:  1, Len: 16, Fitness_tra: 0
Rule 75: 93117d4211a11211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1621b11115a11217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 133611321711c211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1151a61111121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 6a131115111d1852, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 132f9311117712f2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1321b92528126cf7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 2f1a119552212111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 18c51966f6339811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000040000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 731336115dfc9472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 13d1138133633117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1316414111f13c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000660f89600000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1a1a235131325127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1121151121913316, Class:  9, CF:0.936404, Len: 16, Fitness_tra: 4
Rule 91: 134195141b451363, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 138a013011100001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1156861731ba8f21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 115333e111144c18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 7121a7e1585a8501, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 40391032c0130a00, Class:  4, CF:0.00583642, Len: 10, Fitness_tra: 4
Rule 97: 2100870709ea0f20, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 40090000c0330700, Class:  2, CF:0.199605, Len:  6, Fitness_tra: -1
Rule 99: 200014e400cb0040, Class:  1, CF:  1, Len:  8, Fitness_tra: 1
Rule100: 3e5711e111115212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:85.1136
------Result------
Miss_rate(tra)	:85.1136
Miss_rate(tst)	:85.4545
ARL				:7.64286

------Generation 2------
Rule  1: 00000f0000000000, Class:  0, CF:0.457931, Len:  1, Fitness_tra: 36
Rule  2: 0000a0e000000000, Class:  4, CF:0.568291, Len:  2, Fitness_tra: 5
Rule  3: 40090000c0330800, Class:  8, CF:0.860119, Len:  6, Fitness_tra: 5
Rule  4: 000e00000e000000, Class:  9, CF:0.646021, Len:  2, Fitness_tra: 4
Rule  5: 040900060000000c, Class:  7, CF:0.0421266, Len:  4, Fitness_tra: 3
Rule  6: 3e311111a1315212, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule  7: 000a000000000000, Class:  0, CF:0.684058, Len:  1, Fitness_tra: 1
