------Generation 0------
Rule  1: 11114217113121b5, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 85: 121916369e11181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0060300000004000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 3316213533659bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 13da6311528b2831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 5e51311521b7d414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1f51111227f41512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 56ef1e1d15e48212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 2111132515153162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 11161921142211a4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 161a134115185121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1f1a131118111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00000f8e59080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 3651111161615b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 263f11d56162d271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:91.25
------Result------
Miss_rate(tra)	:91.25
Miss_rate(tst)	:93.1818
ARL				:9.14286

------Generation 0------
Rule  1: 0000000000050303, Class:  4, CF:0.124087, Len:  3, Fitness_tra: 11
Rule  2: 2115122411135a1f, Class:  9, CF:0.364938, Len: 16, Fitness_tra: 3
Rule  3: 11114217113121b5, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule  4: 000e060008000900, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule  5: 3611231115151127, Class:  9, CF:  1, Len: 16, Fitness_tra: 1
Rule  6: 0000000e03a0d00b, Class:  8, CF:  1, Len:  5, Fitness_tra: 1
Rule  7: 111a19121172d569, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: af13231115111427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 13df311512471267, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 131113251535181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 53913e3112211132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1613211115156217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 133a131319a55722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 712fd181122b1411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 533af61511322272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 7123169132121ca2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 5611112157121811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 861371141ca31111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 3611113131115bb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 711311814214d214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 111f1a2315f13412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2112116ca59f2311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 212e31a13111d817, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 161f9315141718f2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 111591661e111c17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1656197822621111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1116352144219261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1333511222171142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1e422494f56613b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 131132174c411a1f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 6656211521911c42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 7116a31192141838, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1311211c6c611117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 11131181412154f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1171213461112321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 113661e31131141b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 112311174415132a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 26d3338111a21244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 411fff331595141b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 131f198244221112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1116119935315777, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1611112bb12111f6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 16131f5613155174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 11131a1115321262, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 21b3351711115a63, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 335111121262557c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d600a0e000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 211136f665153c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b11f139551321221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 13225462351f1fb5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 212639884471d7a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1115181121735a6f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 3613731331111114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b0d0000000000400, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b311166512171111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: bec31a531c2457a4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: a15a151363a21411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 5111112118391621, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 13511a191c141767, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 13311a4931311144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: b11e96a6315d1114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1611111b12151316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: bd5313f331113c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1a13751114f81811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1a1345183131383b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11ea31933812174b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 31331321145b9125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b1166a1619121122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 111a611918112421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0650005008000007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 111a613311b11411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 25411b68f1e11611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1313219f33115121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 005009000d000050, Class:  9, CF:0.567419, Len:  4, Fitness_tra: 0
Rule 75: b121936331115c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1111619911615174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 438a3a6911113227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1113a615113721bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1611195122128532, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 23913151356114b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1a511115521d121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 6153294c27173211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 111133511172526b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1313161111121224, Class:  9, CF:  1, Len: 16, Fitness_tra: 0
Rule 85: 435616d1186c5712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000050000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1313237251625147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 3336393131348211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1f151122412316aa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0500000000900000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 101010ce0300d06b, Class:  9, CF:  1, Len:  9, Fitness_tra: 1
Rule 92: af12209f13111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: a151151323a21412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 111fd18142221411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 232132153c4d326b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 25411b68f1e11511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 065370501ca30107, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: b0df010000020270, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0310b06e03101001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 163361e111351b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:91.1364
------Result------
Miss_rate(tra)	:91.1364
Miss_rate(tst)	:93.1818
ARL				:9.88889

------Generation 1------
Rule  1: 0000000000050303, Class:  4, CF:0.124087, Len:  3, Fitness_tra: 12
Rule  2: 2115122411135a1f, Class:  9, CF:0.364938, Len: 16, Fitness_tra: 3
Rule  3: 11114217113121b5, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule  4: 000e060008000900, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule  5: 3611231115151127, Class:  9, CF:  1, Len: 16, Fitness_tra: 0
Rule  6: 0000000e03a0d00b, Class:  8, CF:  1, Len:  5, Fitness_tra: 1
Rule  7: 101010ce0300d06b, Class:  9, CF:  1, Len:  9, Fitness_tra: 1
Rule  8: 111a19121172d569, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 13df311512471267, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 131113251535181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 53913e3112211132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1613211115156217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 133a131319a55722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 712fd181122b1411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 533af61511322272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 7123169132121ca2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 5611112157121811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 861371141ca31111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 3611113131115bb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 711311814214d214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 111f1a2315f13412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2112116ca59f2311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 212e31a13111d817, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 161f9315141718f2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 111591661e111c17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1656197822621111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1116352144219261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1333511222171142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1e422494f56613b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 131132174c411a1f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 6656211521911c42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 7116a31192141838, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1311211c6c611117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 11131181412154f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1171213461112321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 113661e31131141b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 112311174415132a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 26d3338111a21244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 411fff331595141b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 131f198244221112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1116119935315777, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1611112bb12111f6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 16131f5613155174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 11131a1115321262, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 21b3351711115a63, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 335111121262557c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d600a0e000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 211136f665153c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b11f139551321221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 13225462351f1fb5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 212639884471d7a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1115181121735a6f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 3613731331111114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b0d0000000000400, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b311166512171111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: bec31a531c2457a4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: a15a151363a21411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 5111112118391621, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 13511a191c141767, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 13311a4931311144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: b11e96a6315d1114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1611111b12151316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: bd5313f331113c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1a13751114f81811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1a1345183131383b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11ea31933812174b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 31331321145b9125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b1166a1619121122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 111a611918112421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0650005008000007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 111a613311b11411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 25411b68f1e11611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1313219f33115121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 005009000d000050, Class:  9, CF:0.567419, Len:  4, Fitness_tra: 0
Rule 75: b121936331115c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1111619911615174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 438a3a6911113227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1113a615113721bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1611195122128532, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 23913151356114b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000500000a000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1616311112221131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: b35113319b818511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1166131955311211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000a000000000000, Class:  0, CF:0.793187, Len:  1, Fitness_tra: 8
Rule 87: 411a3f6e15121231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 2111311511141d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1f13211852313572, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 3a1a8e72211b1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 6650001521a9104b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b0df018000020275, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 11e6a81120745868, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b116936331145c34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0153701117a31808, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 615a394c37173711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0653a05000030007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1311211f63115121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1363199232271c18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: bec31a1351225564, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:90.2273
------Result------
Miss_rate(tra)	:90.2273
Miss_rate(tst)	:92.2727
ARL				:8.22222

------Generation 2------
Rule  1: 0000000000050303, Class:  4, CF:0.124087, Len:  3, Fitness_tra: 12
Rule  2: 2115122411135a1f, Class:  9, CF:0.364938, Len: 16, Fitness_tra: 3
Rule  3: 11114217113121b5, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule  4: 000e060008000900, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule  5: 3611231115151127, Class:  9, CF:  1, Len: 16, Fitness_tra: 0
Rule  6: 0000000e03a0d00b, Class:  8, CF:  1, Len:  5, Fitness_tra: 1
Rule  7: 101010ce0300d06b, Class:  9, CF:  1, Len:  9, Fitness_tra: 1
Rule  8: 111a19121172d569, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 13df311512471267, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 131113251535181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
