------Generation 0------
Rule  1: 125511125c115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  5: 1215111111131, Class:  2, CF:0.90213, Len: 13, Fitness_tra: 4
Rule  6: 2000090004000, Class:  0, CF:0.802761, Len:  3, Fitness_tra: 2
Rule  7: 1111121511412, Class:  1, CF:0.497379, Len: 13, Fitness_tra: 1
Rule  8: 1211111112217, Class:  2, CF:0.534946, Len: 13, Fitness_tra: 0
Rule  9: 12152125d1231, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: 3c51111121153, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: 35111111c9121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1151513155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 125511125c115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: 1111151152111, Class:  1, CF:0.265352, Len: 13, Fitness_tra: 0
Rule 15: 5115211821111, Class:  2, CF:0.972974, Len: 13, Fitness_tra: 0
