------Generation 0------
Rule  1: c25521c122184, Class:  1, CF:0.421848, Len: 13, Fitness_tra: 0
Rule 53: 1151112512111, Class:  1, CF:0.246893, Len: 13, Fitness_tra: 0
Rule 54: 515d18b121141, Class:  2, CF:0.757896, Len: 13, Fitness_tra: 0
Rule 55: 15558c1111422, Class:  2, CF:0.423987, Len: 13, Fitness_tra: 0
Rule 56: 000000b0c0008, Class:  0, CF:0.691245, Len:  3, Fitness_tra: 0
Rule 57: 3111211815593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 211125d112112, Class:  0, CF:0.994041, Len: 13, Fitness_tra: 0
Rule 59: 311181115121c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: 11d5591111211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: 12181ddc18111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 62: 8111111152112, Class:  0, CF:0.662412, Len: 13, Fitness_tra: 0
Rule 63: e2111951d1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 511511b311111, Class:  1, CF:0.00827933, Len: 13, Fitness_tra: 0
Rule 65: 1d15812145812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 8151118211512, Class:  0, CF:0.982997, Len: 13, Fitness_tra: 0
Rule 67: 2181111254594, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 68: 2421281111111, Class:  0, CF:0.408044, Len: 13, Fitness_tra: 0
Rule 69: 511211d582515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 1115111112112, Class:  2, CF:0.829797, Len: 13, Fitness_tra: 0
Rule 71: 0700400000d54, Class:  0, CF:0.194983, Len:  5, Fitness_tra: 0
Rule 72: 1111124521122, Class:  1, CF:0.313852, Len: 13, Fitness_tra: 0
Rule 73: 1111217121111, Class:  1, CF:0.678176, Len: 13, Fitness_tra: 0
Rule 74: 1111251821112, Class:  0, CF:0.562489, Len: 13, Fitness_tra: 0
Rule 75: 1c11155122811, Class:  1, CF:0.575222, Len: 13, Fitness_tra: 0
Rule 76: 5251151188115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 1311c1b31112c, Class:  0, CF:0.22919, Len: 13, Fitness_tra: 0
Rule 78: 22111182215e1, Class:  0, CF:0.988347, Len: 13, Fitness_tra: 0
Rule 79: 111c111c15119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: e000804e40000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 11991112c1242, Class:  1, CF:0.773013, Len: 13, Fitness_tra: 0
Rule 82: 21811115121e1, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 8000000000002, Class:  0, CF:0.495995, Len:  2, Fitness_tra: -11
Rule 84: 115582412311c, Class:  1, CF:0.94267, Len: 13, Fitness_tra: 0
Rule 85: 1218c15251114, Class:  0, CF:0.944412, Len: 13, Fitness_tra: 0
Rule 86: 1121c12212112, Class:  0, CF:0.0398984, Len: 13, Fitness_tra: 0
Rule 87: 2700000000020, Class:  0, CF:0.414641, Len:  3, Fitness_tra: -11
Rule 88: 2155111111114, Class:  2, CF:0.799475, Len: 13, Fitness_tra: 0
Rule 89: 1199122123122, Class:  1, CF:0.999975, Len: 13, Fitness_tra: 0
Rule 90: 12512d1114114, Class:  0, CF:0.938374, Len: 13, Fitness_tra: 0
Rule 91: a15513d128111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1155111812473, Class:  2, CF:0.638262, Len: 13, Fitness_tra: 0
Rule 93: 11955651511d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0110211010e02, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 95: 119115c123471, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 96: 111121bc2581c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 511501b300101, Class:  2, CF:0.29735, Len:  9, Fitness_tra: 0
Rule 98: 2116530111d35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1311c1131112c, Class:  0, CF:0.904026, Len: 13, Fitness_tra: 0
Rule100: 118111521c115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:46.4789
------Result------
Miss_rate(tra)	:46.4789
Miss_rate(tst)	:47.2222
ARL				:11.2716

------Generation 1------
Rule  1: 0000030004004, Class:  2, CF:0.650758, Len:  3, Fitness_tra: 4
Rule  2: 000000c000002, Class:  0, CF:0.681838, Len:  2, Fitness_tra: -3
Rule  3: 8700000000080, Class:  0, CF:0.829364, Len:  3, Fitness_tra: 10
Rule  4: 000000c000500, Class:  1, CF:0.262659, Len:  2, Fitness_tra: 5
Rule  5: 0009000007004, Class:  1, CF:0.342484, Len:  3, Fitness_tra: 1
Rule  6: 118111521c115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  7: c25521c122184, Class:  1, CF:0.421848, Len: 13, Fitness_tra: 0
Rule  8: 211d121111151, Class:  1, CF:0.94202, Len: 13, Fitness_tra: 0
Rule  9: 511111c211722, Class:  0, CF:0.970277, Len: 13, Fitness_tra: 0
Rule 10: 1c95115111113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: cc15112121151, Class:  1, CF:0.952717, Len: 13, Fitness_tra: 0
Rule 12: 000070c050000, Class:  1, CF:0.149934, Len:  3, Fitness_tra: 0
Rule 13: 511122712d228, Class:  0, CF:0.995601, Len: 13, Fitness_tra: 0
Rule 14: 1251411117111, Class:  2, CF:0.548757, Len: 13, Fitness_tra: 0
Rule 15: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1111111181811, Class:  1, CF:0.848827, Len: 13, Fitness_tra: 0
Rule 17: 11d2555151531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1151211517111, Class:  2, CF:0.46325, Len: 13, Fitness_tra: 0
Rule 19: 113111c521112, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 111553d111d35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 8111111121532, Class:  1, CF:0.788763, Len: 13, Fitness_tra: 0
Rule 22: 11552c2321121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 111111d112352, Class:  0, CF:0.928539, Len: 13, Fitness_tra: 0
Rule 24: 115121b32581c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1118115211815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 3151111252831, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: 1181115211112, Class:  0, CF:0.818784, Len: 13, Fitness_tra: 0
Rule 28: 1155111212513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 0000807000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3118553211535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000008c084550, Class:  0, CF:0.318974, Len:  6, Fitness_tra: 0
Rule 32: 11d122732122c, Class:  0, CF:0.884492, Len: 13, Fitness_tra: 0
Rule 33: 911c1311511e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 118511d121191, Class:  1, CF:0.954001, Len: 13, Fitness_tra: 0
Rule 35: 1411511211115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 1211118151112, Class:  1, CF:0.465796, Len: 13, Fitness_tra: 0
Rule 37: 11511115c1118, Class:  0, CF:0.967094, Len: 13, Fitness_tra: 0
Rule 38: 1458115251515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 39: 1311c1131112c, Class:  0, CF:0.904026, Len: 13, Fitness_tra: 0
Rule 40: 1112193211113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 1c31135151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1c12811111113, Class:  2, CF:0.527052, Len: 13, Fitness_tra: 0
Rule 43: 11d5111315412, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 11d1221121141, Class:  1, CF:0.282394, Len: 13, Fitness_tra: 0
Rule 45: 115151511d1d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 511115d221115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 1211115118515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 48: 3c5d135111d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1155511111133, Class:  1, CF:0.135582, Len: 13, Fitness_tra: 0
Rule 50: 1191111123441, Class:  1, CF:0.428056, Len: 13, Fitness_tra: 0
Rule 51: 2151115112511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 52: 2455211514112, Class:  2, CF:0.996084, Len: 13, Fitness_tra: 0
Rule 53: 1151112512111, Class:  1, CF:0.246893, Len: 13, Fitness_tra: 0
Rule 54: 515d18b121141, Class:  2, CF:0.757896, Len: 13, Fitness_tra: 0
Rule 55: 15558c1111422, Class:  2, CF:0.423987, Len: 13, Fitness_tra: 0
Rule 56: 000000b0c0008, Class:  0, CF:0.691245, Len:  3, Fitness_tra: 0
Rule 57: 3111211815593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 211125d112112, Class:  0, CF:0.994041, Len: 13, Fitness_tra: 0
Rule 59: 311181115121c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: 11d5591111211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: 12181ddc18111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 62: 8111111152112, Class:  0, CF:0.662412, Len: 13, Fitness_tra: 0
Rule 63: e2111951d1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 511511b311111, Class:  1, CF:0.00827933, Len: 13, Fitness_tra: 0
Rule 65: 1d15812145812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 8151118211512, Class:  0, CF:0.982997, Len: 13, Fitness_tra: 0
Rule 67: 2181111254594, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 68: 2421281111111, Class:  0, CF:0.408044, Len: 13, Fitness_tra: 0
Rule 69: 511211d582515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 1115111112112, Class:  2, CF:0.829797, Len: 13, Fitness_tra: 0
Rule 71: 0700400000d54, Class:  0, CF:0.194983, Len:  5, Fitness_tra: 0
Rule 72: 1111124521122, Class:  1, CF:0.313852, Len: 13, Fitness_tra: 0
Rule 73: 1111217121111, Class:  1, CF:0.678176, Len: 13, Fitness_tra: 0
Rule 74: 1111251821112, Class:  0, CF:0.562489, Len: 13, Fitness_tra: 0
Rule 75: 1c11155122811, Class:  1, CF:0.575222, Len: 13, Fitness_tra: 0
Rule 76: 5251151188115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 1311c1b31112c, Class:  0, CF:0.22919, Len: 13, Fitness_tra: 0
Rule 78: 22111182215e1, Class:  0, CF:0.988347, Len: 13, Fitness_tra: 0
Rule 79: 111c111c15119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: e000804e40000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 221d251211111, Class:  1, CF:0.820268, Len: 13, Fitness_tra: 0
Rule 82: 8155218117191, Class:  1, CF:0.929503, Len: 13, Fitness_tra: 0
Rule 83: 000000c000500, Class:  1, CF:0.262659, Len:  0, Fitness_tra: 0
Rule 84: 2151c51112111, Class:  0, CF:0.844418, Len: 13, Fitness_tra: 0
Rule 85: cc51121121152, Class:  0, CF:0.956076, Len: 13, Fitness_tra: 0
Rule 86: 2113111124512, Class:  0, CF:0.795331, Len: 13, Fitness_tra: 0
Rule 87: 1151158524112, Class:  0, CF:0.983788, Len: 13, Fitness_tra: 0
Rule 88: 8000000000002, Class:  0, CF:0.495995, Len:  2, Fitness_tra: -4
Rule 89: 119112211311c, Class:  0, CF:0.814919, Len: 13, Fitness_tra: 0
Rule 90: 2139212981152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 5c1da3d111913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 10050c1117424, Class:  1, CF:0.306181, Len: 10, Fitness_tra: 0
Rule 93: 0000060000030, Class:  2, CF:0.749793, Len:  2, Fitness_tra: 11
Rule 94: a05d88b000041, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1151411117412, Class:  0, CF:0.29787, Len: 13, Fitness_tra: 0
Rule 96: 1c55735320d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 8c0d135101013, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 129553d118135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 115561d212516, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 811811b121134, Class:  2, CF:0.938893, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:41.5493
------Result------
Miss_rate(tra)	:41.5493
Miss_rate(tst)	:44.4444
ARL				:11.5455

------Generation 2------
Rule  1: 0000060000030, Class:  2, CF:0.749793, Len:  2, Fitness_tra: 12
Rule  2: 8700000000080, Class:  0, CF:0.829364, Len:  3, Fitness_tra: 34
Rule  3: 000000c000500, Class:  1, CF:0.262659, Len:  2, Fitness_tra: 3
Rule  4: 0000030004004, Class:  2, CF:0.650758, Len:  3, Fitness_tra: 4
Rule  5: 0009000007004, Class:  1, CF:0.342484, Len:  3, Fitness_tra: 3
Rule  6: 118111521c115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  7: c25521c122184, Class:  1, CF:0.421848, Len: 13, Fitness_tra: 0
Rule  8: 211d121111151, Class:  1, CF:0.94202, Len: 13, Fitness_tra: 1
Rule  9: 511111c211722, Class:  0, CF:0.970277, Len: 13, Fitness_tra: 1
Rule 10: 1c95115111113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: cc15112121151, Class:  1, CF:0.952717, Len: 13, Fitness_tra: 0
Rule 12: 000070c050000, Class:  1, CF:0.149934, Len:  3, Fitness_tra: 6
Rule 13: 511122712d228, Class:  0, CF:0.995601, Len: 13, Fitness_tra: 0
Rule 14: 1251411117111, Class:  2, CF:0.548757, Len: 13, Fitness_tra: 0
