------Generation 0------
Rule  1: 1511b2cd4118d81281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 39: 00e000002000000002, Class:  1, CF:0.109454, Len:  3, Fitness_tra: 0
Rule 40: 0c00b0000000000000, Class:  0, CF:0.662408, Len:  2, Fitness_tra: 6
Rule 41: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 42: 000000000000400040, Class:  0, CF:0.416338, Len:  2, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 44: 3131443c3155111215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 46: 6111111b331165111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3611123731e3321211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 331527676e16111127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000c0000000000005, Class:  0, CF:0.962988, Len:  2, Fitness_tra: 0
Rule 50: 8111121d1511112451, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 52: 000000004000000000, Class:  0, CF:0.35232, Len:  1, Fitness_tra: 0
Rule 53: 21182415111c112215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 155cc181811c8c2122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 56: 1812171dc1411114d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 2d522215411c515853, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: d00000000000000000, Class:  0, CF:0.127699, Len:  1, Fitness_tra: 0
Rule 59: 000000000000200000, Class:  0, CF:0.448257, Len:  1, Fitness_tra: 0
Rule 60: 571241111244122211, Class:  0, CF:0.403914, Len: 18, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 62: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 65: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 66: 1192411d4912d12185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 68: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 71: 000000000c00000059, Class:  0, CF:0.320584, Len:  3, Fitness_tra: 0
Rule 72: 3361c2e116113c2511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 215c1b1911115112c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000b0000400, Class:  0, CF:0.585317, Len:  2, Fitness_tra: 3
Rule 75: 000000000000040708, Class:  0, CF:0.456995, Len:  3, Fitness_tra: 0
Rule 76: 825121131814242261, Class:  0, CF:0.830852, Len: 18, Fitness_tra: 0
Rule 77: 00000c005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1e1811921153941519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000c0000000000003, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 80: 3335cc129613141555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 181814134217212113, Class:  0, CF:0.966898, Len: 18, Fitness_tra: 0
Rule 82: 050000000500000700, Class:  0, CF:0.376994, Len:  3, Fitness_tra: 0
Rule 83: 5152425d2522171113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1212441911b2271133, Class:  0, CF:0.67071, Len: 18, Fitness_tra: 0
Rule 85: 148122111121141291, Class:  0, CF:0.933301, Len: 18, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 87: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 88: 002080000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 90: 000070004000000006, Class:  0, CF:0.763474, Len:  3, Fitness_tra: 0
Rule 91: 000000000000000002, Class:  0, CF:0.408385, Len:  1, Fitness_tra: 0
Rule 92: 080000000000000000, Class:  0, CF:0.373597, Len:  1, Fitness_tra: 0
Rule 93: 119212c553142421cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 111821818811281181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 030000000000000000, Class:  0, CF:0.478049, Len:  1, Fitness_tra: 0
Rule 96: 188742431812cc8212, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 97: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 98: 93312b6be511151124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1197712d551c1212c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 33612717133638c187, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:25.6242
------Result------
Miss_rate(tra)	:25.6242
Miss_rate(tst)	:25.8824
ARL				:3.62121

------Generation 0------
Rule  1: 1511b2cd4118d81281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 251
Rule  3: d111122d2cc1211113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 00e000000000000000, Class:  0, CF:0.0486147, Len:  1, Fitness_tra: 0
Rule  5: 111514121133311121, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule  6: 000d00000500000000, Class:  0, CF:0.327997, Len:  2, Fitness_tra: 0
Rule  7: 1e652411991de11411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 000000000000000080, Class:  0, CF:0.425296, Len:  1, Fitness_tra: 0
Rule  9: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 10: d11517d88d15541811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 258c2125b8c7111259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000000004000000c00, Class:  0, CF:0.323434, Len:  2, Fitness_tra: 0
Rule 13: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 14: 020000000000000000, Class:  0, CF:0.457867, Len:  1, Fitness_tra: 0
Rule 15: 15d11185211c5c1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: c0000000000000c060, Class:  0, CF:0.817158, Len:  3, Fitness_tra: 0
Rule 17: 00900b000000000008, Class:  1, CF:0.0996303, Len:  3, Fitness_tra: 0
Rule 18: 0000000000c0040000, Class:  0, CF:0.246707, Len:  2, Fitness_tra: 0
Rule 19: 0c0000000000000000, Class:  0, CF:0.653125, Len:  1, Fitness_tra: 75
Rule 20: 00000000000000d000, Class:  0, CF:0.113846, Len:  1, Fitness_tra: 0
Rule 21: 515c4225c5c41c1785, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000000000000e000, Class:  1, CF:0.244444, Len:  1, Fitness_tra: 0
Rule 23: 00007000d080000000, Class:  0, CF:0.258378, Len:  3, Fitness_tra: 0
Rule 24: 28222225121c8c4541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 555211c54827241193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 118114417272272151, Class:  0, CF:0.679084, Len: 18, Fitness_tra: 0
Rule 27: 93f2216b1e13a111c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1185212111c2422de1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 2221212942c1584111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000b00000000, Class:  0, CF:0.556949, Len:  1, Fitness_tra: 22
Rule 31: 0000000a0000000000, Class:  0, CF:0.343574, Len:  1, Fitness_tra: 0
Rule 32: 000000005000000000, Class:  0, CF:0.421245, Len:  1, Fitness_tra: 0
Rule 33: 050000d050000cc0e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00008b004200000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 215c21154511527185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000e000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule 37: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 39: 00e000002000000002, Class:  1, CF:0.109454, Len:  3, Fitness_tra: 0
Rule 40: 0c00b0000000000000, Class:  0, CF:0.662408, Len:  2, Fitness_tra: 6
Rule 41: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 42: 000000000000400040, Class:  0, CF:0.416338, Len:  2, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 44: 3131443c3155111215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 46: 6111111b331165111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3611123731e3321211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 331527676e16111127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000c0000000000005, Class:  0, CF:0.962988, Len:  2, Fitness_tra: 0
Rule 50: 8111121d1511112451, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 52: 000000004000000000, Class:  0, CF:0.35232, Len:  1, Fitness_tra: 0
Rule 53: 21182415111c112215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 155cc181811c8c2122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 56: 1812171dc1411114d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 2d522215411c515853, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: d00000000000000000, Class:  0, CF:0.127699, Len:  1, Fitness_tra: 0
Rule 59: 000000000000200000, Class:  0, CF:0.448257, Len:  1, Fitness_tra: 0
Rule 60: 571241111244122211, Class:  0, CF:0.403914, Len: 18, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 62: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 65: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 66: 1192411d4912d12185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 68: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 71: 000000000c00000059, Class:  0, CF:0.320584, Len:  3, Fitness_tra: 0
Rule 72: 3361c2e116113c2511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 215c1b1911115112c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000b0000400, Class:  0, CF:0.585317, Len:  2, Fitness_tra: 3
Rule 75: 000000000000040708, Class:  0, CF:0.456995, Len:  3, Fitness_tra: 0
Rule 76: 825121131814242261, Class:  0, CF:0.830852, Len: 18, Fitness_tra: 0
Rule 77: 00000c005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1e1811921153941519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000c0000000000003, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 80: 3335cc129613141555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 181814134217212113, Class:  0, CF:0.966898, Len: 18, Fitness_tra: 0
Rule 82: 050000000500000700, Class:  0, CF:0.376994, Len:  3, Fitness_tra: 0
Rule 83: 5152425d2522171113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1212441911b2271133, Class:  0, CF:0.67071, Len: 18, Fitness_tra: 0
Rule 85: 148122111121141291, Class:  0, CF:0.933301, Len: 18, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 87: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 88: 002080000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 90: 000070004000000006, Class:  0, CF:0.763474, Len:  3, Fitness_tra: 0
Rule 91: 000000000000000002, Class:  0, CF:0.408385, Len:  1, Fitness_tra: 0
Rule 92: 080000000000000000, Class:  0, CF:0.373597, Len:  1, Fitness_tra: 0
Rule 93: 119212c553142421cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 111821818811281181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 030000000000000000, Class:  0, CF:0.478049, Len:  1, Fitness_tra: 0
Rule 96: 188742431812cc8212, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 97: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 98: 93312b6be511151124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1197712d551c1212c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 33612717133638c187, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:25.6242
------Result------
Miss_rate(tra)	:25.6242
Miss_rate(tst)	:25.8824
ARL				:3.62121

------Generation 1------
Rule  1: 1511b2cd4118d81281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 251
Rule  3: d111122d2cc1211113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 00e000000000000000, Class:  0, CF:0.0486147, Len:  1, Fitness_tra: 0
Rule  5: 111514121133311121, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule  6: 000d00000500000000, Class:  0, CF:0.327997, Len:  2, Fitness_tra: 0
Rule  7: 1e652411991de11411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 000000000000000080, Class:  0, CF:0.425296, Len:  1, Fitness_tra: 0
Rule  9: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 10: d11517d88d15541811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 258c2125b8c7111259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000000004000000c00, Class:  0, CF:0.323434, Len:  2, Fitness_tra: 0
Rule 13: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 14: 020000000000000000, Class:  0, CF:0.457867, Len:  1, Fitness_tra: 0
Rule 15: 15d11185211c5c1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: c0000000000000c060, Class:  0, CF:0.817158, Len:  3, Fitness_tra: 0
Rule 17: 00900b000000000008, Class:  1, CF:0.0996303, Len:  3, Fitness_tra: 0
Rule 18: 0000000000c0040000, Class:  0, CF:0.246707, Len:  2, Fitness_tra: 0
Rule 19: 0c0000000000000000, Class:  0, CF:0.653125, Len:  1, Fitness_tra: 75
Rule 20: 00000000000000d000, Class:  0, CF:0.113846, Len:  1, Fitness_tra: 0
Rule 21: 515c4225c5c41c1785, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000000000000e000, Class:  1, CF:0.244444, Len:  1, Fitness_tra: 0
Rule 23: 00007000d080000000, Class:  0, CF:0.258378, Len:  3, Fitness_tra: 0
Rule 24: 28222225121c8c4541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 555211c54827241193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 118114417272272151, Class:  0, CF:0.679084, Len: 18, Fitness_tra: 0
Rule 27: 93f2216b1e13a111c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1185212111c2422de1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 2221212942c1584111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000b00000000, Class:  0, CF:0.556949, Len:  1, Fitness_tra: 22
Rule 31: 0000000a0000000000, Class:  0, CF:0.343574, Len:  1, Fitness_tra: 0
Rule 32: 000000005000000000, Class:  0, CF:0.421245, Len:  1, Fitness_tra: 0
Rule 33: 050000d050000cc0e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00008b004200000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 215c21154511527185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000e000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule 37: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 39: 00e000002000000002, Class:  1, CF:0.109454, Len:  3, Fitness_tra: 0
Rule 40: 0c00b0000000000000, Class:  0, CF:0.662408, Len:  2, Fitness_tra: 6
Rule 41: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 42: 000000000000400040, Class:  0, CF:0.416338, Len:  2, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 44: 3131443c3155111215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 46: 6111111b331165111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3611123731e3321211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 331527676e16111127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000c0000000000005, Class:  0, CF:0.962988, Len:  2, Fitness_tra: 0
Rule 50: 8111121d1511112451, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 52: 000000004000000000, Class:  0, CF:0.35232, Len:  1, Fitness_tra: 0
Rule 53: 21182415111c112215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 155cc181811c8c2122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 56: 1812171dc1411114d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 2d522215411c515853, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: d00000000000000000, Class:  0, CF:0.127699, Len:  1, Fitness_tra: 0
Rule 59: 000000000000200000, Class:  0, CF:0.448257, Len:  1, Fitness_tra: 0
Rule 60: 571241111244122211, Class:  0, CF:0.403914, Len: 18, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 62: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 65: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 66: 1192411d4912d12185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 68: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 71: 000000000c00000059, Class:  0, CF:0.320584, Len:  3, Fitness_tra: 0
Rule 72: 3361c2e116113c2511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 215c1b1911115112c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000b0000400, Class:  0, CF:0.585317, Len:  2, Fitness_tra: 3
Rule 75: 000000000000040708, Class:  0, CF:0.456995, Len:  3, Fitness_tra: 0
Rule 76: 825121131814242261, Class:  0, CF:0.830852, Len: 18, Fitness_tra: 0
Rule 77: 00000c005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1e1811921153941519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000c0000000000003, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 80: 3335cc129613141555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 181814134217212113, Class:  0, CF:0.966898, Len: 18, Fitness_tra: 0
Rule 82: 050000000500000700, Class:  0, CF:0.376994, Len:  3, Fitness_tra: 0
Rule 83: 5152425d2522171113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1212441911b2271133, Class:  0, CF:0.67071, Len: 18, Fitness_tra: 0
Rule 85: 148122111121141291, Class:  0, CF:0.933301, Len: 18, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 87: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 88: 002080000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 90: 000070004000000006, Class:  0, CF:0.763474, Len:  3, Fitness_tra: 0
Rule 91: 000000000000000002, Class:  0, CF:0.408385, Len:  1, Fitness_tra: 0
Rule 92: 080000000000000000, Class:  0, CF:0.373597, Len:  1, Fitness_tra: 0
Rule 93: 119212c553142421cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 111821818811281181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 030000000000000000, Class:  0, CF:0.478049, Len:  1, Fitness_tra: 0
Rule 96: 188742431812cc8212, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 97: 000000000000000000, Class:  0, CF:0.487516, Len:  0, Fitness_tra: 0
Rule 98: 93312b6be511151124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1197712d551c1212c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 33612717133638c187, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:25.6242
------Result------
Miss_rate(tra)	:25.6242
Miss_rate(tst)	:25.8824
ARL				:3.62121

------Generation 2------
Rule  1: 1511b2cd4118d81281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
