------Generation 0------
Rule  1: a6a1ac1551181, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 2b223922191d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 11b9d31151353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: f1a8d369c8c2d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2131155381dd2, Class:  1, CF:0.419144, Len: 13, Fitness_tra: 26
Rule 35: f521111d595cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 4265111dc3cd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: f6a81e395c121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 41b1538581215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: bc4115838d112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 4218d215ec5d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7119511115118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 72b819e581111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: a31c3995275cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: b143d15415218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 21115d5d5d912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 48ab335e83111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 444e5138153d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1e1151151111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: f3211115d9538, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 697251351128d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: a11131119ed25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: a3355d852d521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0008000000e0d, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule 54: 1425819d11151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1bb151e11c958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7471291115513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 11b4155d13315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 313c5913d1512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: bbb3d51435c92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1c3121512994d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1373831d25112, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 62: a129151135551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 33a211118b12d, Class:  1, CF:0.0314277, Len: 13, Fitness_tra: 9
Rule 64: 3afcdd6188cc3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1112e111551d8, Class:  0, CF:0.988697, Len: 13, Fitness_tra: -1
Rule 66: 12a151d813115, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 67: 1122e31521119, Class:  1, CF:  1, Len: 13, Fitness_tra: 13
Rule 68: 41188ce5edd9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2c21182151d52, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 70: 78ab181581251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 18f1111515e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3a61531311c13, Class:  0, CF:0.879296, Len: 13, Fitness_tra: -1
Rule 74: 1111119314c15, Class:  0, CF:0.207772, Len: 13, Fitness_tra: -4
Rule 75: 71352112d1918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b8a15ed585125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 152711d11511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2411591815511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 63751515111c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 39b1311215291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 63211d9531d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00040090000d0, Class:  0, CF:0.225712, Len:  3, Fitness_tra: -47
Rule 83: 756251812154c, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 84: 1e1c15e9e5815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1a121d3318111, Class:  0, CF:0.964252, Len: 13, Fitness_tra: 1
Rule 86: 71a1122555253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 12345e551d515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 14781131e8131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: a542566288213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000c000000000, Class:  0, CF:0.773529, Len:  1, Fitness_tra: 446
Rule 91: 6125cc3311522, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: b112f229c912e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 2c4c513d58533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b132925923157, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 3f1811512d886, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 96: 21221195d5151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 61b7113113351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 21f431115e511, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 99: 1111595155553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: a3b13151555e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:39.4444
------Result------
Miss_rate(tra)	:39.4444
Miss_rate(tst)	:18.1818
ARL				:10.5556

------Generation 0------
Rule  1: a6a1ac1551181, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  2: 1772813295d52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 41611e232d911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 72f5151119182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: a1111d1155d81, Class:  1, CF:0.504594, Len: 13, Fitness_tra: 10
Rule  6: f1a1c1318c111, Class:  0, CF:0.567072, Len: 13, Fitness_tra: -3
Rule  7: 000c000c80000, Class:  0, CF:0.434913, Len:  3, Fitness_tra: 0
Rule  8: b83d85151d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 12bcc35199112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 2cad231321c19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: b241218111ddd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 6941812d55195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1422d39511831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 6d7b11add8256, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 31b25d9553111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 25f2352521151, Class:  0, CF:0.563818, Len: 13, Fitness_tra: 0
Rule 17: 72b4593123111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 4da5121511121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 632cd511e5551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: f6ad12d38d223, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 21: aebc1d6518125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b563518511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 11f41359113c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: a1713118c1138, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 25: 11415e911d851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 711115152d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 7771819255111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 722e82119d3d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0e0000f000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 30: 72121311511cc, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 2b223922191d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 11b9d31151353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: f1a8d369c8c2d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2131155381dd2, Class:  1, CF:0.419144, Len: 13, Fitness_tra: 26
Rule 35: f521111d595cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 4265111dc3cd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: f6a81e395c121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 41b1538581215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: bc4115838d112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 4218d215ec5d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7119511115118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 72b819e581111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: a31c3995275cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: b143d15415218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 21115d5d5d912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 48ab335e83111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 444e5138153d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1e1151151111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: f3211115d9538, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 697251351128d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: a11131119ed25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: a3355d852d521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0008000000e0d, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule 54: 1425819d11151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1bb151e11c958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7471291115513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 11b4155d13315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 313c5913d1512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: bbb3d51435c92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1c3121512994d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1373831d25112, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 62: a129151135551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 33a211118b12d, Class:  1, CF:0.0314277, Len: 13, Fitness_tra: 9
Rule 64: 3afcdd6188cc3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1112e111551d8, Class:  0, CF:0.988697, Len: 13, Fitness_tra: -1
Rule 66: 12a151d813115, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 67: 1122e31521119, Class:  1, CF:  1, Len: 13, Fitness_tra: 13
Rule 68: 41188ce5edd9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2c21182151d52, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 70: 78ab181581251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 18f1111515e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3a61531311c13, Class:  0, CF:0.879296, Len: 13, Fitness_tra: -1
Rule 74: 1111119314c15, Class:  0, CF:0.207772, Len: 13, Fitness_tra: -4
Rule 75: 71352112d1918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b8a15ed585125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 152711d11511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2411591815511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 63751515111c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 39b1311215291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 63211d9531d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00040090000d0, Class:  0, CF:0.225712, Len:  3, Fitness_tra: -47
Rule 83: 756251812154c, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 84: 1e1c15e9e5815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1a121d3318111, Class:  0, CF:0.964252, Len: 13, Fitness_tra: 1
Rule 86: 71a1122555253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 12345e551d515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 14781131e8131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: a542566288213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000c000000000, Class:  0, CF:0.773529, Len:  1, Fitness_tra: 446
Rule 91: 6125cc3311522, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: b112f229c912e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 2c4c513d58533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b132925923157, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 3f1811512d886, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 96: 21221195d5151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 61b7113113351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 21f431115e511, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 99: 1111595155553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: a3b13151555e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:39.4444
------Result------
Miss_rate(tra)	:39.4444
Miss_rate(tst)	:18.1818
ARL				:10.5556

------Generation 1------
Rule  1: a6a1ac1551181, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  2: 1772813295d52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 41611e232d911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 72f5151119182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: a1111d1155d81, Class:  1, CF:0.504594, Len: 13, Fitness_tra: 10
Rule  6: f1a1c1318c111, Class:  0, CF:0.567072, Len: 13, Fitness_tra: -3
Rule  7: 000c000c80000, Class:  0, CF:0.434913, Len:  3, Fitness_tra: 0
Rule  8: b83d85151d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 12bcc35199112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 2cad231321c19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: b241218111ddd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 6941812d55195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1422d39511831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 6d7b11add8256, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 31b25d9553111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 25f2352521151, Class:  0, CF:0.563818, Len: 13, Fitness_tra: 0
Rule 17: 72b4593123111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 4da5121511121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 632cd511e5551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: f6ad12d38d223, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 21: aebc1d6518125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b563518511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 11f41359113c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: a1713118c1138, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 25: 11415e911d851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 711115152d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 7771819255111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 722e82119d3d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0e0000f000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 30: 72121311511cc, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 2b223922191d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 11b9d31151353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: f1a8d369c8c2d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2131155381dd2, Class:  1, CF:0.419144, Len: 13, Fitness_tra: 26
Rule 35: f521111d595cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 4265111dc3cd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: f6a81e395c121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 41b1538581215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: bc4115838d112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 4218d215ec5d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7119511115118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 72b819e581111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: a31c3995275cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: b143d15415218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 21115d5d5d912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 48ab335e83111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 444e5138153d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1e1151151111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: f3211115d9538, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 697251351128d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: a11131119ed25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: a3355d852d521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0008000000e0d, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule 54: 1425819d11151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1bb151e11c958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7471291115513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 11b4155d13315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 313c5913d1512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: bbb3d51435c92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1c3121512994d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1373831d25112, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 62: a129151135551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 33a211118b12d, Class:  1, CF:0.0314277, Len: 13, Fitness_tra: 9
Rule 64: 3afcdd6188cc3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1112e111551d8, Class:  0, CF:0.988697, Len: 13, Fitness_tra: -1
Rule 66: 12a151d813115, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 67: 1122e31521119, Class:  1, CF:  1, Len: 13, Fitness_tra: 13
Rule 68: 41188ce5edd9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2c21182151d52, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 70: 78ab181581251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 18f1111515e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3a61531311c13, Class:  0, CF:0.879296, Len: 13, Fitness_tra: -1
Rule 74: 1111119314c15, Class:  0, CF:0.207772, Len: 13, Fitness_tra: -4
Rule 75: 71352112d1918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b8a15ed585125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 152711d11511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2411591815511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 63751515111c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 39b1311215291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 63211d9531d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00040090000d0, Class:  0, CF:0.225712, Len:  3, Fitness_tra: -47
Rule 83: 756251812154c, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 84: 1e1c15e9e5815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1a121d3318111, Class:  0, CF:0.964252, Len: 13, Fitness_tra: 1
Rule 86: 71a1122555253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 12345e551d515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 14781131e8131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: a542566288213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000c000000000, Class:  0, CF:0.773529, Len:  1, Fitness_tra: 446
Rule 91: 6125cc3311522, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: b112f229c912e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 2c4c513d58533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b132925923157, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 3f1811512d886, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 96: 21221195d5151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 61b7113113351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 21f431115e511, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 99: 1111595155553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: a3b13151555e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:39.4444
------Result------
Miss_rate(tra)	:39.4444
Miss_rate(tst)	:18.1818
ARL				:10.5556

------Generation 2------
Rule  1: a6a1ac1551181, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  2: 1772813295d52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 41611e232d911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 72f5151119182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: a1111d1155d81, Class:  1, CF:0.504594, Len: 13, Fitness_tra: 10
Rule  6: f1a1c1318c111, Class:  0, CF:0.567072, Len: 13, Fitness_tra: -3
Rule  7: 000c000c80000, Class:  0, CF:0.434913, Len:  3, Fitness_tra: 0
Rule  8: b83d85151d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 12bcc35199112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 2cad231321c19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: b241218111ddd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 6941812d55195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1422d39511831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
