------Generation 0------
Rule  1: 1128143d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 81214b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 12111b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 515c1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11581b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 15182118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: 11c84118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 12d5b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1d827118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 68: 15527b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 521cbb31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 15112758, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00c00000, Class:  0, CF:0.123665, Len:  1, Fitness_tra: 895
Rule 72: e6117b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: d54c7292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: d152b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 5814bb12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 18812be3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 12142118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 78: 11127418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: d1852452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 5852bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 82: 51514be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1812b1e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 55112732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11122258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 151c2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 87: 25d2179c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 15117158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 5251b792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: e14141ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1c242235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 12116b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1982bbec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: d551b1e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 155141e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: d1554218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 5182b11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 58181458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule100: 151cb4e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:2.02247
------Result------
Miss_rate(tra)	:2.02247
Miss_rate(tst)	:2.01342
ARL				:3.68421

------Generation 0------
Rule  1: 00c00000, Class:  0, CF:0.123665, Len:  1, Fitness_tra: 863
Rule  2: 00080004, Class:  0, CF:0.465375, Len:  2, Fitness_tra: 166
Rule  3: 00000004, Class:  0, CF:0.0215807, Len:  1, Fitness_tra: 154
Rule  4: 0000005c, Class:  0, CF:0.124497, Len:  2, Fitness_tra: 35
Rule  5: 11116118, Class:  0, CF:0.835293, Len:  8, Fitness_tra: 0
Rule  6: 1128143d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: c2124b35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 2558b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 1582275c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 2528b738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 12: 85527238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 22811731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 151217e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 2111129d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 11211b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 8c141431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 531c12e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 31227258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 115524e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 8551bb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2121479c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 125c721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 115c749c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3181223c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 27: 8d191294, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 8d114718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 42444111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 9311279c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: c1d12118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 32: 112d2791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: d8cc711c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 8d522291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 95184411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1182bb51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: dc1241ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: cd1277ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 828c1b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 8c82443c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 8882bb15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 5158bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 44: 111124dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 81d82b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: d5524115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 8c8c2138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 15147115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1122b7ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: d812b7d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 115c2192, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 52: 518c7b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 54: 2211b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1111b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 811c145c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 57: 11211b52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1212445c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 81214b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 12111b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 515c1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11581b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 15182118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: 11c84118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 12d5b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1d827118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 68: 15527b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 521cbb31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 15112758, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: d1821291, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 72: e6117b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: d54c7292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: d152b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 5814bb12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 18812be3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 12142118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 78: 11127418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: d1852452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 5852bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 82: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 83: 00090000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule 84: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 85: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 86: 000b0000, Class:  1, CF:0.00487924, Len:  0, Fitness_tra: 0
Rule 87: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 88: 0000000d, Class:  0, CF:  1, Len:  1, Fitness_tra: 53
Rule 89: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 90: 000b0000, Class:  1, CF:0.00487924, Len:  0, Fitness_tra: 0
Rule 91: 8cd5b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 21914bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d1084008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 50800b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 11584b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 50100b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 11581bc6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1982b3ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 31207258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1222bb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:2.02247
------Result------
Miss_rate(tra)	:2.02247
Miss_rate(tst)	:2.01342
ARL				:3.55556

------Generation 1------
Rule  1: 00c00000, Class:  0, CF:0.123665, Len:  1, Fitness_tra: 863
Rule  2: 00080004, Class:  0, CF:0.465375, Len:  2, Fitness_tra: 166
Rule  3: 00000004, Class:  0, CF:0.0215807, Len:  1, Fitness_tra: 154
Rule  4: 0000005c, Class:  0, CF:0.124497, Len:  2, Fitness_tra: 35
Rule  5: 11116118, Class:  0, CF:0.835293, Len:  8, Fitness_tra: 0
Rule  6: 1128143d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: c2124b35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 2558b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 1582275c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 2528b738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 12: 85527238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 22811731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 151217e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 2111129d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 11211b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 8c141431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 531c12e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 31227258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 115524e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 8551bb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2121479c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 125c721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 115c749c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3181223c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 27: 8d191294, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 8d114718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 42444111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 9311279c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: c1d12118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 32: 112d2791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: d8cc711c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 8d522291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 95184411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1182bb51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: dc1241ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: cd1277ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 828c1b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 8c82443c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 8882bb15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 5158bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 44: 111124dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 81d82b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: d5524115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 8c8c2138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 15147115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1122b7ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: d812b7d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 115c2192, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 52: 518c7b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 54: 2211b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1111b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 811c145c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 57: 11211b52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1212445c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 81214b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 12111b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 515c1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11581b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 15182118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: 11c84118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 12d5b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1d827118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 68: 15527b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 521cbb31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 15112758, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: d1821291, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 72: e6117b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: d54c7292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: d152b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 5814bb12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 18812be3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 12142118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 78: 11127418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: d1852452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 5852bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 82: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 83: 00090000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule 84: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 85: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 86: 000b0000, Class:  1, CF:0.00487924, Len:  0, Fitness_tra: 0
Rule 87: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 88: 0000000d, Class:  0, CF:  1, Len:  1, Fitness_tra: 53
Rule 89: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 90: 000b0000, Class:  1, CF:0.00487924, Len:  0, Fitness_tra: 0
Rule 91: 8cd5b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 21914bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d1084008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 50800b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 11584b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 50100b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 11581bc6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1982b3ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 31207258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1222bb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:2.02247
------Result------
Miss_rate(tra)	:2.02247
Miss_rate(tst)	:2.01342
ARL				:3.55556

------Generation 2------
Rule  1: 00c00000, Class:  0, CF:0.123665, Len:  1, Fitness_tra: 842
Rule  2: 00080004, Class:  0, CF:0.465375, Len:  2, Fitness_tra: 161
Rule  3: 00000004, Class:  0, CF:0.0215807, Len:  1, Fitness_tra: 0
Rule  4: 0000000d, Class:  0, CF:  1, Len:  1, Fitness_tra: 53
Rule  5: 0000005c, Class:  0, CF:0.124497, Len:  2, Fitness_tra: 26
Rule  6: 00090000, Class:  0, CF:  1, Len:  1, Fitness_tra: 8
Rule  7: 1128143d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 2558b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 1582275c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 2528b738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 12: 85527238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 22811731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 151217e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 2111129d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 11211b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 8c141431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 531c12e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 31227258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 115524e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 8551bb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2121479c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 125c721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 115c749c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3181223c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 27: 8d191294, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 8d114718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 42444111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
