------Generation 0------
Rule  1: b217152b41, Class:  1, CF:0.821176, Len: 10, Fitness_tra: 0
Rule 43: 127b2a7744, Class:  4, CF:0.999457, Len: 10, Fitness_tra: 0
Rule 44: 2a27157421, Class:  2, CF:0.921877, Len: 10, Fitness_tra: 0
Rule 45: 2244ce171b, Class:  0, CF:0.99987, Len: 10, Fitness_tra: 0
Rule 46: 7741817b17, Class:  2, CF:0.145533, Len: 10, Fitness_tra: 0
Rule 47: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 48: 41b456b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 21715e7744, Class:  2, CF:0.899102, Len: 10, Fitness_tra: 0
Rule 50: 42b719271b, Class:  0, CF:0.665973, Len: 10, Fitness_tra: 0
Rule 51: 1c426a1712, Class:  4, CF:0.491855, Len: 10, Fitness_tra: 0
Rule 52: 717b16727b, Class:  4, CF:0.997977, Len: 10, Fitness_tra: 0
Rule 53: 1814832221, Class:  0, CF:0.609952, Len: 10, Fitness_tra: 0
Rule 54: 47228e7141, Class:  2, CF:0.148498, Len: 10, Fitness_tra: 0
Rule 55: 21711e41b4, Class:  0, CF:0.129541, Len: 10, Fitness_tra: 0
Rule 56: b17b457772, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 58: b71181b741, Class:  2, CF:0.122191, Len: 10, Fitness_tra: 0
Rule 59: 2171812144, Class:  2, CF:0.815827, Len: 10, Fitness_tra: 0
Rule 60: 7822432771, Class:  4, CF:0.793233, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 62: 2241cf1244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2cbb21124b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7847c1114b, Class:  0, CF:0.581423, Len: 10, Fitness_tra: 0
Rule 65: 74715ab14b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1722d97b47, Class:  0, CF:0.88155, Len: 10, Fitness_tra: 0
Rule 67: b141494242, Class:  2, CF:0.987465, Len: 10, Fitness_tra: 0
Rule 68: 44272ab22b, Class:  4, CF:0.999899, Len: 10, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 70: b8222d1714, Class:  0, CF:0.541868, Len: 10, Fitness_tra: 0
Rule 71: 2b11c31214, Class:  0, CF:0.904882, Len: 10, Fitness_tra: 0
Rule 72: b244111417, Class:  4, CF:0.116101, Len: 10, Fitness_tra: 0
Rule 73: b2b7251221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 2742211241, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b5224e1122, Class:  0, CF:0.944213, Len: 10, Fitness_tra: 0
Rule 76: b411ca7124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 23bd554b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7271ce71b7, Class:  0, CF:0.987687, Len: 10, Fitness_tra: 0
Rule 79: 4c22ce14bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 22411ab1b2, Class:  4, CF:0.998971, Len: 10, Fitness_tra: 0
Rule 81: 461411141c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 83: 1b2253772b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 85: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 86: b17283b122, Class:  0, CF:0.984648, Len: 10, Fitness_tra: 0
Rule 87: bb1716b7b2, Class:  4, CF:0.978791, Len: 10, Fitness_tra: 0
Rule 88: b1274124b2, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 90: 112486b44b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 18b14eb412, Class:  0, CF:0.791196, Len: 10, Fitness_tra: 0
Rule 92: 7b221e72b2, Class:  2, CF:0.524763, Len: 10, Fitness_tra: 0
Rule 93: 1b7786b471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b7b121422b, Class:  2, CF:0.483674, Len: 10, Fitness_tra: 0
Rule 95: 74722f74b4, Class:  4, CF:0.999985, Len: 10, Fitness_tra: 0
Rule 96: 21771372b7, Class:  4, CF:0.912861, Len: 10, Fitness_tra: 0
Rule 97: b812c52244, Class:  0, CF:0.649426, Len: 10, Fitness_tra: 0
Rule 98: 17122ab117, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 247289714b, Class:  0, CF:0.215872, Len: 10, Fitness_tra: 0
Rule100: 7f11152b42, Class:  2, CF:0.591824, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.1896
------Result------
Miss_rate(tra)	:10.1896
Miss_rate(tst)	:10.2283
ARL				:8.54054

------Generation 0------
Rule  1: b217152b41, Class:  1, CF:0.821176, Len: 10, Fitness_tra: 0
Rule  2: 721125b422, Class:  2, CF:0.767083, Len: 10, Fitness_tra: 0
Rule  3: 71728fb2b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 2172c17714, Class:  0, CF:0.1016, Len: 10, Fitness_tra: 0
Rule  5: b77281bbb7, Class:  0, CF:0.45678, Len: 10, Fitness_tra: 0
Rule  6: 4122531bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 7bbb562441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 7112834411, Class:  0, CF:0.594777, Len: 10, Fitness_tra: 0
Rule  9: 24128342b4, Class:  0, CF:0.998644, Len: 10, Fitness_tra: 0
Rule 10: 7411cf7742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: bd11217b2b, Class:  0, CF:0.058963, Len: 10, Fitness_tra: 0
Rule 12: 2177534b4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: b2b4167b12, Class:  4, CF:0.989727, Len: 10, Fitness_tra: 0
Rule 14: 21b1c31111, Class:  0, CF:0.562815, Len: 10, Fitness_tra: 0
Rule 15: 227b45b447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 16447d2722, Class:  2, CF:0.803981, Len: 10, Fitness_tra: 0
Rule 17: 4c24c52422, Class:  2, CF:0.311166, Len: 10, Fitness_tra: 0
Rule 18: 42711d7721, Class:  2, CF:0.31472, Len: 10, Fitness_tra: 0
Rule 19: 5000000000, Class:  3, CF:  1, Len:  1, Fitness_tra: 1
Rule 20: b541817221, Class:  2, CF:0.95198, Len: 10, Fitness_tra: 0
Rule 21: 0000500000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 47111611b4, Class:  4, CF:0.596698, Len: 10, Fitness_tra: 0
Rule 23: 27221e7227, Class:  2, CF:0.873441, Len: 10, Fitness_tra: 0
Rule 24: 441723bb47, Class:  4, CF:0.487875, Len: 10, Fitness_tra: 0
Rule 25: 71125fb7bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 4444137114, Class:  4, CF:0.875432, Len: 10, Fitness_tra: 0
Rule 27: 47b726b71b, Class:  4, CF:0.991338, Len: 10, Fitness_tra: 0
Rule 28: 2b412112b4, Class:  2, CF:0.560774, Len: 10, Fitness_tra: 0
Rule 29: 00000d0000, Class:  0, CF:0.94298, Len:  1, Fitness_tra: 652
Rule 30: 11b4167422, Class:  4, CF:0.986407, Len: 10, Fitness_tra: 0
Rule 31: b12b834742, Class:  0, CF:0.99846, Len: 10, Fitness_tra: 0
Rule 32: 7222c372b2, Class:  0, CF:0.998948, Len: 10, Fitness_tra: 0
Rule 33: b1b4211744, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2241514b44, Class:  2, CF:0.349648, Len: 10, Fitness_tra: 0
Rule 35: bcbb537b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 7422c6bb44, Class:  0, CF:0.998821, Len: 10, Fitness_tra: 0
Rule 37: 16411121bb, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 11721572b2, Class:  0, CF:0.594359, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 2832
Rule 40: 117413b711, Class:  4, CF:0.645802, Len: 10, Fitness_tra: 0
Rule 41: 712b854171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1177162b14, Class:  4, CF:0.970584, Len: 10, Fitness_tra: 0
Rule 43: 127b2a7744, Class:  4, CF:0.999457, Len: 10, Fitness_tra: 0
Rule 44: 2a27157421, Class:  2, CF:0.921877, Len: 10, Fitness_tra: 0
Rule 45: 2244ce171b, Class:  0, CF:0.99987, Len: 10, Fitness_tra: 0
Rule 46: 7741817b17, Class:  2, CF:0.145533, Len: 10, Fitness_tra: 0
Rule 47: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 48: 41b456b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 21715e7744, Class:  2, CF:0.899102, Len: 10, Fitness_tra: 0
Rule 50: 42b719271b, Class:  0, CF:0.665973, Len: 10, Fitness_tra: 0
Rule 51: 1c426a1712, Class:  4, CF:0.491855, Len: 10, Fitness_tra: 0
Rule 52: 717b16727b, Class:  4, CF:0.997977, Len: 10, Fitness_tra: 0
Rule 53: 1814832221, Class:  0, CF:0.609952, Len: 10, Fitness_tra: 0
Rule 54: 47228e7141, Class:  2, CF:0.148498, Len: 10, Fitness_tra: 0
Rule 55: 21711e41b4, Class:  0, CF:0.129541, Len: 10, Fitness_tra: 0
Rule 56: b17b457772, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 58: b71181b741, Class:  2, CF:0.122191, Len: 10, Fitness_tra: 0
Rule 59: 2171812144, Class:  2, CF:0.815827, Len: 10, Fitness_tra: 0
Rule 60: 7822432771, Class:  4, CF:0.793233, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 62: 2241cf1244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2cbb21124b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7847c1114b, Class:  0, CF:0.581423, Len: 10, Fitness_tra: 0
Rule 65: 74715ab14b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1722d97b47, Class:  0, CF:0.88155, Len: 10, Fitness_tra: 0
Rule 67: b141494242, Class:  2, CF:0.987465, Len: 10, Fitness_tra: 0
Rule 68: 44272ab22b, Class:  4, CF:0.999899, Len: 10, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 70: b8222d1714, Class:  0, CF:0.541868, Len: 10, Fitness_tra: 0
Rule 71: 2b11c31214, Class:  0, CF:0.904882, Len: 10, Fitness_tra: 0
Rule 72: b244111417, Class:  4, CF:0.116101, Len: 10, Fitness_tra: 0
Rule 73: b2b7251221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 2742211241, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b5224e1122, Class:  0, CF:0.944213, Len: 10, Fitness_tra: 0
Rule 76: b411ca7124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 23bd554b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7271ce71b7, Class:  0, CF:0.987687, Len: 10, Fitness_tra: 0
Rule 79: 4c22ce14bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 22411ab1b2, Class:  4, CF:0.998971, Len: 10, Fitness_tra: 0
Rule 81: 461411141c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 83: 1b2253772b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 85: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 86: b17283b122, Class:  0, CF:0.984648, Len: 10, Fitness_tra: 0
Rule 87: bb1716b7b2, Class:  4, CF:0.978791, Len: 10, Fitness_tra: 0
Rule 88: b1274124b2, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 90: 112486b44b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 18b14eb412, Class:  0, CF:0.791196, Len: 10, Fitness_tra: 0
Rule 92: 7b221e72b2, Class:  2, CF:0.524763, Len: 10, Fitness_tra: 0
Rule 93: 1b7786b471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b7b121422b, Class:  2, CF:0.483674, Len: 10, Fitness_tra: 0
Rule 95: 74722f74b4, Class:  4, CF:0.999985, Len: 10, Fitness_tra: 0
Rule 96: 21771372b7, Class:  4, CF:0.912861, Len: 10, Fitness_tra: 0
Rule 97: b812c52244, Class:  0, CF:0.649426, Len: 10, Fitness_tra: 0
Rule 98: 17122ab117, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 247289714b, Class:  0, CF:0.215872, Len: 10, Fitness_tra: 0
Rule100: 7f11152b42, Class:  2, CF:0.591824, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.1896
------Result------
Miss_rate(tra)	:10.1896
Miss_rate(tst)	:10.2283
ARL				:8.54054

------Generation 1------
Rule  1: b217152b41, Class:  1, CF:0.821176, Len: 10, Fitness_tra: 0
Rule  2: 721125b422, Class:  2, CF:0.767083, Len: 10, Fitness_tra: 0
Rule  3: 71728fb2b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 2172c17714, Class:  0, CF:0.1016, Len: 10, Fitness_tra: 0
Rule  5: b77281bbb7, Class:  0, CF:0.45678, Len: 10, Fitness_tra: 0
Rule  6: 4122531bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 7bbb562441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 7112834411, Class:  0, CF:0.594777, Len: 10, Fitness_tra: 0
Rule  9: 24128342b4, Class:  0, CF:0.998644, Len: 10, Fitness_tra: 0
Rule 10: 7411cf7742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: bd11217b2b, Class:  0, CF:0.058963, Len: 10, Fitness_tra: 0
Rule 12: 2177534b4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: b2b4167b12, Class:  4, CF:0.989727, Len: 10, Fitness_tra: 0
Rule 14: 21b1c31111, Class:  0, CF:0.562815, Len: 10, Fitness_tra: 0
Rule 15: 227b45b447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 16447d2722, Class:  2, CF:0.803981, Len: 10, Fitness_tra: 0
Rule 17: 4c24c52422, Class:  2, CF:0.311166, Len: 10, Fitness_tra: 0
Rule 18: 42711d7721, Class:  2, CF:0.31472, Len: 10, Fitness_tra: 0
Rule 19: 5000000000, Class:  3, CF:  1, Len:  1, Fitness_tra: 1
Rule 20: b541817221, Class:  2, CF:0.95198, Len: 10, Fitness_tra: 0
Rule 21: 0000500000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 47111611b4, Class:  4, CF:0.596698, Len: 10, Fitness_tra: 0
Rule 23: 27221e7227, Class:  2, CF:0.873441, Len: 10, Fitness_tra: 0
Rule 24: 441723bb47, Class:  4, CF:0.487875, Len: 10, Fitness_tra: 0
Rule 25: 71125fb7bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 4444137114, Class:  4, CF:0.875432, Len: 10, Fitness_tra: 0
Rule 27: 47b726b71b, Class:  4, CF:0.991338, Len: 10, Fitness_tra: 0
Rule 28: 2b412112b4, Class:  2, CF:0.560774, Len: 10, Fitness_tra: 0
Rule 29: 00000d0000, Class:  0, CF:0.94298, Len:  1, Fitness_tra: 652
Rule 30: 11b4167422, Class:  4, CF:0.986407, Len: 10, Fitness_tra: 0
Rule 31: b12b834742, Class:  0, CF:0.99846, Len: 10, Fitness_tra: 0
Rule 32: 7222c372b2, Class:  0, CF:0.998948, Len: 10, Fitness_tra: 0
Rule 33: b1b4211744, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2241514b44, Class:  2, CF:0.349648, Len: 10, Fitness_tra: 0
Rule 35: bcbb537b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 7422c6bb44, Class:  0, CF:0.998821, Len: 10, Fitness_tra: 0
Rule 37: 16411121bb, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 11721572b2, Class:  0, CF:0.594359, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 2832
Rule 40: 117413b711, Class:  4, CF:0.645802, Len: 10, Fitness_tra: 0
Rule 41: 712b854171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1177162b14, Class:  4, CF:0.970584, Len: 10, Fitness_tra: 0
Rule 43: 127b2a7744, Class:  4, CF:0.999457, Len: 10, Fitness_tra: 0
Rule 44: 2a27157421, Class:  2, CF:0.921877, Len: 10, Fitness_tra: 0
Rule 45: 2244ce171b, Class:  0, CF:0.99987, Len: 10, Fitness_tra: 0
Rule 46: 7741817b17, Class:  2, CF:0.145533, Len: 10, Fitness_tra: 0
Rule 47: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 48: 41b456b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 21715e7744, Class:  2, CF:0.899102, Len: 10, Fitness_tra: 0
Rule 50: 42b719271b, Class:  0, CF:0.665973, Len: 10, Fitness_tra: 0
Rule 51: 1c426a1712, Class:  4, CF:0.491855, Len: 10, Fitness_tra: 0
Rule 52: 717b16727b, Class:  4, CF:0.997977, Len: 10, Fitness_tra: 0
Rule 53: 1814832221, Class:  0, CF:0.609952, Len: 10, Fitness_tra: 0
Rule 54: 47228e7141, Class:  2, CF:0.148498, Len: 10, Fitness_tra: 0
Rule 55: 21711e41b4, Class:  0, CF:0.129541, Len: 10, Fitness_tra: 0
Rule 56: b17b457772, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 58: b71181b741, Class:  2, CF:0.122191, Len: 10, Fitness_tra: 0
Rule 59: 2171812144, Class:  2, CF:0.815827, Len: 10, Fitness_tra: 0
Rule 60: 7822432771, Class:  4, CF:0.793233, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 62: 2241cf1244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2cbb21124b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7847c1114b, Class:  0, CF:0.581423, Len: 10, Fitness_tra: 0
Rule 65: 74715ab14b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1722d97b47, Class:  0, CF:0.88155, Len: 10, Fitness_tra: 0
Rule 67: b141494242, Class:  2, CF:0.987465, Len: 10, Fitness_tra: 0
Rule 68: 44272ab22b, Class:  4, CF:0.999899, Len: 10, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 70: b8222d1714, Class:  0, CF:0.541868, Len: 10, Fitness_tra: 0
Rule 71: 2b11c31214, Class:  0, CF:0.904882, Len: 10, Fitness_tra: 0
Rule 72: b244111417, Class:  4, CF:0.116101, Len: 10, Fitness_tra: 0
Rule 73: b2b7251221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 2742211241, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b5224e1122, Class:  0, CF:0.944213, Len: 10, Fitness_tra: 0
Rule 76: b411ca7124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 23bd554b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7271ce71b7, Class:  0, CF:0.987687, Len: 10, Fitness_tra: 0
Rule 79: 4c22ce14bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 22411ab1b2, Class:  4, CF:0.998971, Len: 10, Fitness_tra: 0
Rule 81: 461411141c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 83: 1b2253772b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 85: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 86: b17283b122, Class:  0, CF:0.984648, Len: 10, Fitness_tra: 0
Rule 87: bb1716b7b2, Class:  4, CF:0.978791, Len: 10, Fitness_tra: 0
Rule 88: b1274124b2, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 90: 112486b44b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 18b14eb412, Class:  0, CF:0.791196, Len: 10, Fitness_tra: 0
Rule 92: 7b221e72b2, Class:  2, CF:0.524763, Len: 10, Fitness_tra: 0
Rule 93: 1b7786b471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b7b121422b, Class:  2, CF:0.483674, Len: 10, Fitness_tra: 0
Rule 95: 74722f74b4, Class:  4, CF:0.999985, Len: 10, Fitness_tra: 0
Rule 96: 21771372b7, Class:  4, CF:0.912861, Len: 10, Fitness_tra: 0
Rule 97: b812c52244, Class:  0, CF:0.649426, Len: 10, Fitness_tra: 0
Rule 98: 17122ab117, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 247289714b, Class:  0, CF:0.215872, Len: 10, Fitness_tra: 0
Rule100: 7f11152b42, Class:  2, CF:0.591824, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.1896
------Result------
Miss_rate(tra)	:10.1896
Miss_rate(tst)	:10.2283
ARL				:8.54054

------Generation 2------
Rule  1: b217152b41, Class:  1, CF:0.821176, Len: 10, Fitness_tra: 0
Rule  2: 721125b422, Class:  2, CF:0.767083, Len: 10, Fitness_tra: 0
Rule  3: 71728fb2b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 2172c17714, Class:  0, CF:0.1016, Len: 10, Fitness_tra: 0
Rule  5: b77281bbb7, Class:  0, CF:0.45678, Len: 10, Fitness_tra: 0
Rule  6: 4122531bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 7bbb562441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 7112834411, Class:  0, CF:0.594777, Len: 10, Fitness_tra: 0
Rule  9: 24128342b4, Class:  0, CF:0.998644, Len: 10, Fitness_tra: 0
Rule 10: 7411cf7742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: bd11217b2b, Class:  0, CF:0.058963, Len: 10, Fitness_tra: 0
Rule 12: 2177534b4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: b2b4167b12, Class:  4, CF:0.989727, Len: 10, Fitness_tra: 0
Rule 14: 21b1c31111, Class:  0, CF:0.562815, Len: 10, Fitness_tra: 0
