------Generation 0------
Rule  1: b5bbc14221, Class:  2, CF:0.399651, Len: 10, Fitness_tra: 0
Rule 27: 717451b2bb, Class:  2, CF:0.535282, Len: 10, Fitness_tra: 0
Rule 28: 772b214141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 417b561717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b22181b141, Class:  2, CF:0.0795793, Len: 10, Fitness_tra: 0
Rule 31: 44775621b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b171d1117b, Class:  2, CF:0.916981, Len: 10, Fitness_tra: 0
Rule 33: 1bb28a1b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 45b7c1b442, Class:  2, CF:0.661738, Len: 10, Fitness_tra: 0
Rule 35: 217751747b, Class:  2, CF:0.777361, Len: 10, Fitness_tra: 0
Rule 36: 2b111f424b, Class:  3, CF:0.0517522, Len: 10, Fitness_tra: 0
Rule 37: 1b71211741, Class:  2, CF:0.188903, Len: 10, Fitness_tra: 0
Rule 38: b2748fb77b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 774436747b, Class:  4, CF:0.998602, Len: 10, Fitness_tra: 0
Rule 40: b1b11d2444, Class:  2, CF:0.730916, Len: 10, Fitness_tra: 0
Rule 41: 2b12164427, Class:  4, CF:0.998161, Len: 10, Fitness_tra: 0
Rule 42: 15b115b444, Class:  0, CF:0.139036, Len: 10, Fitness_tra: 0
Rule 43: b174114771, Class:  4, CF:0.477596, Len: 10, Fitness_tra: 0
Rule 44: 712b13bb41, Class:  4, CF:0.913901, Len: 10, Fitness_tra: 0
Rule 45: 2114c9b44b, Class:  0, CF:0.999933, Len: 10, Fitness_tra: 0
Rule 46: 487811bbb4, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 217b1a11b2, Class:  4, CF:0.647674, Len: 10, Fitness_tra: 0
Rule 48: 717251211c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: 7142834177, Class:  0, CF:0.992493, Len: 10, Fitness_tra: 0
Rule 50: 127bc61b71, Class:  1, CF:0.871924, Len: 10, Fitness_tra: 0
Rule 51: 2b41137b7b, Class:  4, CF:0.972048, Len: 10, Fitness_tra: 0
Rule 52: 772416b7b2, Class:  4, CF:0.997333, Len: 10, Fitness_tra: 0
Rule 53: 4417811127, Class:  0, CF:0.597543, Len: 10, Fitness_tra: 0
Rule 54: 244111b477, Class:  4, CF:0.377096, Len: 10, Fitness_tra: 0
Rule 55: b41b814b22, Class:  0, CF:0.612708, Len: 10, Fitness_tra: 0
Rule 56: 1417c31474, Class:  0, CF:0.950482, Len: 10, Fitness_tra: 0
Rule 57: b2141ab714, Class:  4, CF:0.908972, Len: 10, Fitness_tra: 0
Rule 58: 2712c52174, Class:  0, CF:0.592388, Len: 10, Fitness_tra: 0
Rule 59: 4271264472, Class:  4, CF:0.999716, Len: 10, Fitness_tra: 0
Rule 60: 4c27812147, Class:  0, CF:0.517252, Len: 10, Fitness_tra: 0
Rule 61: 272b81b212, Class:  2, CF:0.398023, Len: 10, Fitness_tra: 0
Rule 62: 4174dab144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2214834447, Class:  0, CF:0.845464, Len: 10, Fitness_tra: 0
Rule 64: 4b44534171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 45121a17b7, Class:  4, CF:0.983151, Len: 10, Fitness_tra: 0
Rule 66: b1211e7b71, Class:  0, CF:0.0128058, Len: 10, Fitness_tra: 0
Rule 67: 0000000000, Class:  0, CF:0.795797, Len:  0, Fitness_tra: 0
Rule 68: 2c1456211b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1c1253b17b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 44129f7bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 17b1811b21, Class:  0, CF:0.30133, Len: 10, Fitness_tra: 0
Rule 72: 72b1c1142b, Class:  2, CF:0.51043, Len: 10, Fitness_tra: 0
Rule 73: bb14262124, Class:  4, CF:0.979895, Len: 10, Fitness_tra: 0
Rule 74: 127b212217, Class:  0, CF:0.0362957, Len: 10, Fitness_tra: 0
Rule 75: 2147421442, Class:  2, CF:0.54681, Len: 10, Fitness_tra: 0
Rule 76: 41112eb24b, Class:  2, CF:0.954473, Len: 10, Fitness_tra: 0
Rule 77: 4271162142, Class:  4, CF:0.989387, Len: 10, Fitness_tra: 0
Rule 78: 42111144b1, Class:  4, CF:0.370364, Len: 10, Fitness_tra: 0
Rule 79: 114b217b72, Class:  0, CF:0.205801, Len: 10, Fitness_tra: 0
Rule 80: 712bd1b114, Class:  2, CF:0.135801, Len: 10, Fitness_tra: 0
Rule 81: bbb22e74b4, Class:  2, CF:0.40412, Len: 10, Fitness_tra: 0
Rule 82: 244b21b1b2, Class:  0, CF:0.0262589, Len: 10, Fitness_tra: 0
Rule 83: 47711142b1, Class:  4, CF:0.59486, Len: 10, Fitness_tra: 0
Rule 84: 141b1ebb22, Class:  0, CF:0.780209, Len: 10, Fitness_tra: 0
Rule 85: 0000000000, Class:  0, CF:0.795797, Len:  0, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:0.795797, Len:  0, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:0.795797, Len:  0, Fitness_tra: 0
Rule 88: b81bc17177, Class:  0, CF:0.830805, Len: 10, Fitness_tra: 0
Rule 89: 224756bb41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 7c47261b22, Class:  4, CF:0.917277, Len: 10, Fitness_tra: 0
Rule 91: 417bc94177, Class:  0, CF:0.785698, Len: 10, Fitness_tra: 0
Rule 92: 2cb48574bb, Class:  0, CF:0.769765, Len: 10, Fitness_tra: 0
Rule 93: b2425a4bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 47bbf61747, Class:  4, CF:0.47195, Len: 10, Fitness_tra: 0
Rule 95: 72b2162b21, Class:  4, CF:0.98498, Len: 10, Fitness_tra: 0
Rule 96: 714119bb17, Class:  0, CF:0.369141, Len: 10, Fitness_tra: 0
Rule 97: 2277837412, Class:  0, CF:0.867941, Len: 10, Fitness_tra: 0
Rule 98: 4224111271, Class:  4, CF:0.622078, Len: 10, Fitness_tra: 0
Rule 99: 1877117741, Class:  4, CF:0.110092, Len: 10, Fitness_tra: 0
Rule100: 722485b277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.2101
------Result------
Miss_rate(tra)	:10.2101
Miss_rate(tst)	:10.2377
ARL				:9.03614

------Generation 0------
Rule  1: b5bbc14221, Class:  2, CF:0.399651, Len: 10, Fitness_tra: 0
Rule  2: 0000000000, Class:  0, CF:0.795797, Len:  0, Fitness_tra: 3484
Rule  3: 7441112417, Class:  4, CF:0.40689, Len: 10, Fitness_tra: 0
Rule  4: 1b148e242b, Class:  2, CF:0.0675653, Len: 10, Fitness_tra: 0
Rule  5: 28b18a7bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: b111ce2b24, Class:  2, CF:0.742952, Len: 10, Fitness_tra: 0
Rule  7: 22125f21b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 22278e7742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 42bb49bb7b, Class:  0, CF:0.697377, Len: 10, Fitness_tra: 0
Rule 10: 1242114144, Class:  0, CF:0.0657016, Len: 10, Fitness_tra: 0
Rule 11: 77bb811171, Class:  0, CF:0.167568, Len: 10, Fitness_tra: 0
Rule 12: b21126bb21, Class:  4, CF:0.989588, Len: 10, Fitness_tra: 0
Rule 13: 221b2e2144, Class:  0, CF:0.289597, Len: 10, Fitness_tra: 0
Rule 14: 751285b421, Class:  1, CF:0.597513, Len: 10, Fitness_tra: 0
Rule 15: 4227111214, Class:  4, CF:0.0447815, Len: 10, Fitness_tra: 0
Rule 16: b24223747b, Class:  4, CF:0.758752, Len: 10, Fitness_tra: 0
Rule 17: 0000000000, Class:  0, CF:0.795797, Len:  0, Fitness_tra: 0
Rule 18: 1212251b77, Class:  0, CF:0.715408, Len: 10, Fitness_tra: 0
Rule 19: b1741927bb, Class:  0, CF:0.774482, Len: 10, Fitness_tra: 0
Rule 20: 1174217414, Class:  0, CF:0.150205, Len: 10, Fitness_tra: 0
Rule 21: 412721b1b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 4c2b4141b2, Class:  0, CF:0.00916354, Len: 10, Fitness_tra: 0
Rule 23: 221429bb2b, Class:  0, CF:0.385435, Len: 10, Fitness_tra: 0
Rule 24: 0000000000, Class:  0, CF:0.795797, Len:  0, Fitness_tra: 0
Rule 25: 0000000000, Class:  0, CF:0.795797, Len:  0, Fitness_tra: 0
Rule 26: 7e7213b7b1, Class:  0, CF:0.508314, Len: 10, Fitness_tra: 0
Rule 27: 717451b2bb, Class:  2, CF:0.535282, Len: 10, Fitness_tra: 0
Rule 28: 772b214141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 417b561717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b22181b141, Class:  2, CF:0.0795793, Len: 10, Fitness_tra: 0
Rule 31: 44775621b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b171d1117b, Class:  2, CF:0.916981, Len: 10, Fitness_tra: 0
Rule 33: 1bb28a1b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 45b7c1b442, Class:  2, CF:0.661738, Len: 10, Fitness_tra: 0
Rule 35: 217751747b, Class:  2, CF:0.777361, Len: 10, Fitness_tra: 0
Rule 36: 2b111f424b, Class:  3, CF:0.0517522, Len: 10, Fitness_tra: 0
Rule 37: 1b71211741, Class:  2, CF:0.188903, Len: 10, Fitness_tra: 0
Rule 38: b2748fb77b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 774436747b, Class:  4, CF:0.998602, Len: 10, Fitness_tra: 0
Rule 40: b1b11d2444, Class:  2, CF:0.730916, Len: 10, Fitness_tra: 0
Rule 41: 2b12164427, Class:  4, CF:0.998161, Len: 10, Fitness_tra: 0
Rule 42: 15b115b444, Class:  0, CF:0.139036, Len: 10, Fitness_tra: 0
Rule 43: b174114771, Class:  4, CF:0.477596, Len: 10, Fitness_tra: 0
Rule 44: 712b13bb41, Class:  4, CF:0.913901, Len: 10, Fitness_tra: 0
Rule 45: 2114c9b44b, Class:  0, CF:0.999933, Len: 10, Fitness_tra: 0
Rule 46: 487811bbb4, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 217b1a11b2, Class:  4, CF:0.647674, Len: 10, Fitness_tra: 0
Rule 48: 717251211c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: 7142834177, Class:  0, CF:0.992493, Len: 10, Fitness_tra: 0
Rule 50: 127bc61b71, Class:  1, CF:0.871924, Len: 10, Fitness_tra: 0
Rule 51: 2b41137b7b, Class:  4, CF:0.972048, Len: 10, Fitness_tra: 0
Rule 52: 772416b7b2, Class:  4, CF:0.997333, Len: 10, Fitness_tra: 0
Rule 53: 4417811127, Class:  0, CF:0.597543, Len: 10, Fitness_tra: 0
Rule 54: 244111b477, Class:  4, CF:0.377096, Len: 10, Fitness_tra: 0
Rule 55: b41b814b22, Class:  0, CF:0.612708, Len: 10, Fitness_tra: 0
Rule 56: 1417c31474, Class:  0, CF:0.950482, Len: 10, Fitness_tra: 0
Rule 57: b2141ab714, Class:  4, CF:0.908972, Len: 10, Fitness_tra: 0
Rule 58: 2712c52174, Class:  0, CF:0.592388, Len: 10, Fitness_tra: 0
Rule 59: 4271264472, Class:  4, CF:0.999716, Len: 10, Fitness_tra: 0
Rule 60: 4c27812147, Class:  0, CF:0.517252, Len: 10, Fitness_tra: 0
Rule 61: 272b81b212, Class:  2, CF:0.398023, Len: 10, Fitness_tra: 0
Rule 62: 4174dab144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2214834447, Class:  0, CF:0.845464, Len: 10, Fitness_tra: 0
Rule 64: 4b44534171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 45121a17b7, Class:  4, CF:0.983151, Len: 10, Fitness_tra: 0
Rule 66: b1211e7b71, Class:  0, CF:0.0128058, Len: 10, Fitness_tra: 0
Rule 67: 0000000000, Class:  0, CF:0.795797, Len:  0, Fitness_tra: 0
Rule 68: 2c1456211b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1c1253b17b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 44129f7bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 17b1811b21, Class:  0, CF:0.30133, Len: 10, Fitness_tra: 0
Rule 72: 72b1c1142b, Class:  2, CF:0.51043, Len: 10, Fitness_tra: 0
Rule 73: bb14262124, Class:  4, CF:0.979895, Len: 10, Fitness_tra: 0
Rule 74: 127b212217, Class:  0, CF:0.0362957, Len: 10, Fitness_tra: 0
Rule 75: 2147421442, Class:  2, CF:0.54681, Len: 10, Fitness_tra: 0
Rule 76: 41112eb24b, Class:  2, CF:0.954473, Len: 10, Fitness_tra: 0
Rule 77: 4271162142, Class:  4, CF:0.989387, Len: 10, Fitness_tra: 0
Rule 78: 42111144b1, Class:  4, CF:0.370364, Len: 10, Fitness_tra: 0
Rule 79: 114b217b72, Class:  0, CF:0.205801, Len: 10, Fitness_tra: 0
Rule 80: 712bd1b114, Class:  2, CF:0.135801, Len: 10, Fitness_tra: 0
Rule 81: bbb22e74b4, Class:  2, CF:0.40412, Len: 10, Fitness_tra: 0
Rule 82: 244b21b1b2, Class:  0, CF:0.0262589, Len: 10, Fitness_tra: 0
Rule 83: 47711142b1, Class:  4, CF:0.59486, Len: 10, Fitness_tra: 0
Rule 84: 141b1ebb22, Class:  0, CF:0.780209, Len: 10, Fitness_tra: 0
Rule 85: 0000000000, Class:  0, CF:0.795797, Len:  0, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:0.795797, Len:  0, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:0.795797, Len:  0, Fitness_tra: 0
Rule 88: b81bc17177, Class:  0, CF:0.830805, Len: 10, Fitness_tra: 0
Rule 89: 224756bb41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 7c47261b22, Class:  4, CF:0.917277, Len: 10, Fitness_tra: 0
Rule 91: 417bc94177, Class:  0, CF:0.785698, Len: 10, Fitness_tra: 0
Rule 92: 2cb48574bb, Class:  0, CF:0.769765, Len: 10, Fitness_tra: 0
Rule 93: b2425a4bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 47bbf61747, Class:  4, CF:0.47195, Len: 10, Fitness_tra: 0
Rule 95: 72b2162b21, Class:  4, CF:0.98498, Len: 10, Fitness_tra: 0
Rule 96: 714119bb17, Class:  0, CF:0.369141, Len: 10, Fitness_tra: 0
Rule 97: 2277837412, Class:  0, CF:0.867941, Len: 10, Fitness_tra: 0
Rule 98: 4224111271, Class:  4, CF:0.622078, Len: 10, Fitness_tra: 0
Rule 99: 1877117741, Class:  4, CF:0.110092, Len: 10, Fitness_tra: 0
Rule100: 722485b277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.2101
------Result------
Miss_rate(tra)	:10.2101
Miss_rate(tst)	:10.2377
ARL				:9.03614

------Generation 1------
Rule  1: b5bbc14221, Class:  2, CF:0.399651, Len: 10, Fitness_tra: 0
Rule  2: 0000000000, Class:  0, CF:0.795797, Len:  0, Fitness_tra: 3484
Rule  3: 7441112417, Class:  4, CF:0.40689, Len: 10, Fitness_tra: 0
Rule  4: 1b148e242b, Class:  2, CF:0.0675653, Len: 10, Fitness_tra: 0
Rule  5: 28b18a7bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: b111ce2b24, Class:  2, CF:0.742952, Len: 10, Fitness_tra: 0
Rule  7: 22125f21b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 22278e7742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 42bb49bb7b, Class:  0, CF:0.697377, Len: 10, Fitness_tra: 0
Rule 10: 1242114144, Class:  0, CF:0.0657016, Len: 10, Fitness_tra: 0
Rule 11: 77bb811171, Class:  0, CF:0.167568, Len: 10, Fitness_tra: 0
Rule 12: b21126bb21, Class:  4, CF:0.989588, Len: 10, Fitness_tra: 0
Rule 13: 221b2e2144, Class:  0, CF:0.289597, Len: 10, Fitness_tra: 0
Rule 14: 751285b421, Class:  1, CF:0.597513, Len: 10, Fitness_tra: 0
Rule 15: 4227111214, Class:  4, CF:0.0447815, Len: 10, Fitness_tra: 0
Rule 16: b24223747b, Class:  4, CF:0.758752, Len: 10, Fitness_tra: 0
Rule 17: 0000000000, Class:  0, CF:0.795797, Len:  0, Fitness_tra: 0
Rule 18: 1212251b77, Class:  0, CF:0.715408, Len: 10, Fitness_tra: 0
Rule 19: b1741927bb, Class:  0, CF:0.774482, Len: 10, Fitness_tra: 0
Rule 20: 1174217414, Class:  0, CF:0.150205, Len: 10, Fitness_tra: 0
Rule 21: 412721b1b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 4c2b4141b2, Class:  0, CF:0.00916354, Len: 10, Fitness_tra: 0
Rule 23: 221429bb2b, Class:  0, CF:0.385435, Len: 10, Fitness_tra: 0
Rule 24: 0000000000, Class:  0, CF:0.795797, Len:  0, Fitness_tra: 0
Rule 25: 0000000000, Class:  0, CF:0.795797, Len:  0, Fitness_tra: 0
Rule 26: 7e7213b7b1, Class:  0, CF:0.508314, Len: 10, Fitness_tra: 0
Rule 27: 717451b2bb, Class:  2, CF:0.535282, Len: 10, Fitness_tra: 0
Rule 28: 772b214141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 417b561717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b22181b141, Class:  2, CF:0.0795793, Len: 10, Fitness_tra: 0
Rule 31: 44775621b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b171d1117b, Class:  2, CF:0.916981, Len: 10, Fitness_tra: 0
Rule 33: 1bb28a1b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 45b7c1b442, Class:  2, CF:0.661738, Len: 10, Fitness_tra: 0
Rule 35: 217751747b, Class:  2, CF:0.777361, Len: 10, Fitness_tra: 0
Rule 36: 2b111f424b, Class:  3, CF:0.0517522, Len: 10, Fitness_tra: 0
Rule 37: 1b71211741, Class:  2, CF:0.188903, Len: 10, Fitness_tra: 0
Rule 38: b2748fb77b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 774436747b, Class:  4, CF:0.998602, Len: 10, Fitness_tra: 0
Rule 40: b1b11d2444, Class:  2, CF:0.730916, Len: 10, Fitness_tra: 0
Rule 41: 2b12164427, Class:  4, CF:0.998161, Len: 10, Fitness_tra: 0
Rule 42: 15b115b444, Class:  0, CF:0.139036, Len: 10, Fitness_tra: 0
Rule 43: b174114771, Class:  4, CF:0.477596, Len: 10, Fitness_tra: 0
Rule 44: 712b13bb41, Class:  4, CF:0.913901, Len: 10, Fitness_tra: 0
Rule 45: 2114c9b44b, Class:  0, CF:0.999933, Len: 10, Fitness_tra: 0
Rule 46: 487811bbb4, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 217b1a11b2, Class:  4, CF:0.647674, Len: 10, Fitness_tra: 0
Rule 48: 717251211c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: 7142834177, Class:  0, CF:0.992493, Len: 10, Fitness_tra: 0
Rule 50: 127bc61b71, Class:  1, CF:0.871924, Len: 10, Fitness_tra: 0
Rule 51: 2b41137b7b, Class:  4, CF:0.972048, Len: 10, Fitness_tra: 0
Rule 52: 772416b7b2, Class:  4, CF:0.997333, Len: 10, Fitness_tra: 0
Rule 53: 4417811127, Class:  0, CF:0.597543, Len: 10, Fitness_tra: 0
Rule 54: 244111b477, Class:  4, CF:0.377096, Len: 10, Fitness_tra: 0
Rule 55: b41b814b22, Class:  0, CF:0.612708, Len: 10, Fitness_tra: 0
Rule 56: 1417c31474, Class:  0, CF:0.950482, Len: 10, Fitness_tra: 0
Rule 57: b2141ab714, Class:  4, CF:0.908972, Len: 10, Fitness_tra: 0
Rule 58: 2712c52174, Class:  0, CF:0.592388, Len: 10, Fitness_tra: 0
Rule 59: 4271264472, Class:  4, CF:0.999716, Len: 10, Fitness_tra: 0
Rule 60: 4c27812147, Class:  0, CF:0.517252, Len: 10, Fitness_tra: 0
Rule 61: 272b81b212, Class:  2, CF:0.398023, Len: 10, Fitness_tra: 0
Rule 62: 4174dab144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2214834447, Class:  0, CF:0.845464, Len: 10, Fitness_tra: 0
Rule 64: 4b44534171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 45121a17b7, Class:  4, CF:0.983151, Len: 10, Fitness_tra: 0
Rule 66: b1211e7b71, Class:  0, CF:0.0128058, Len: 10, Fitness_tra: 0
Rule 67: 0000000000, Class:  0, CF:0.795797, Len:  0, Fitness_tra: 0
Rule 68: 2c1456211b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1c1253b17b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 44129f7bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 17b1811b21, Class:  0, CF:0.30133, Len: 10, Fitness_tra: 0
Rule 72: 72b1c1142b, Class:  2, CF:0.51043, Len: 10, Fitness_tra: 0
Rule 73: bb14262124, Class:  4, CF:0.979895, Len: 10, Fitness_tra: 0
Rule 74: 127b212217, Class:  0, CF:0.0362957, Len: 10, Fitness_tra: 0
Rule 75: 2147421442, Class:  2, CF:0.54681, Len: 10, Fitness_tra: 0
Rule 76: 41112eb24b, Class:  2, CF:0.954473, Len: 10, Fitness_tra: 0
Rule 77: 4271162142, Class:  4, CF:0.989387, Len: 10, Fitness_tra: 0
Rule 78: 42111144b1, Class:  4, CF:0.370364, Len: 10, Fitness_tra: 0
Rule 79: 114b217b72, Class:  0, CF:0.205801, Len: 10, Fitness_tra: 0
Rule 80: 712bd1b114, Class:  2, CF:0.135801, Len: 10, Fitness_tra: 0
Rule 81: bbb22e74b4, Class:  2, CF:0.40412, Len: 10, Fitness_tra: 0
Rule 82: 244b21b1b2, Class:  0, CF:0.0262589, Len: 10, Fitness_tra: 0
Rule 83: 47711142b1, Class:  4, CF:0.59486, Len: 10, Fitness_tra: 0
Rule 84: 141b1ebb22, Class:  0, CF:0.780209, Len: 10, Fitness_tra: 0
Rule 85: 0000000000, Class:  0, CF:0.795797, Len:  0, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:0.795797, Len:  0, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:0.795797, Len:  0, Fitness_tra: 0
Rule 88: b81bc17177, Class:  0, CF:0.830805, Len: 10, Fitness_tra: 0
Rule 89: 224756bb41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 7c47261b22, Class:  4, CF:0.917277, Len: 10, Fitness_tra: 0
Rule 91: 417bc94177, Class:  0, CF:0.785698, Len: 10, Fitness_tra: 0
Rule 92: 2cb48574bb, Class:  0, CF:0.769765, Len: 10, Fitness_tra: 0
Rule 93: b2425a4bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 47bbf61747, Class:  4, CF:0.47195, Len: 10, Fitness_tra: 0
Rule 95: 72b2162b21, Class:  4, CF:0.98498, Len: 10, Fitness_tra: 0
Rule 96: 714119bb17, Class:  0, CF:0.369141, Len: 10, Fitness_tra: 0
Rule 97: 2277837412, Class:  0, CF:0.867941, Len: 10, Fitness_tra: 0
Rule 98: 4224111271, Class:  4, CF:0.622078, Len: 10, Fitness_tra: 0
Rule 99: 1877117741, Class:  4, CF:0.110092, Len: 10, Fitness_tra: 0
Rule100: 722485b277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.2101
------Result------
Miss_rate(tra)	:10.2101
Miss_rate(tst)	:10.2377
ARL				:9.03614

------Generation 2------
Rule  1: 0000000000, Class:  0, CF:0.795797, Len:  0, Fitness_tra: 3502
Rule  2: b5bbc14221, Class:  2, CF:0.399651, Len: 10, Fitness_tra: 0
Rule  3: 7441112417, Class:  4, CF:0.40689, Len: 10, Fitness_tra: 0
Rule  4: 1b148e242b, Class:  2, CF:0.0675653, Len: 10, Fitness_tra: 0
Rule  5: 28b18a7bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: b111ce2b24, Class:  2, CF:0.742952, Len: 10, Fitness_tra: 0
Rule  7: 22125f21b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 22278e7742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 42bb49bb7b, Class:  0, CF:0.697377, Len: 10, Fitness_tra: 0
Rule 10: 1242114144, Class:  0, CF:0.0657016, Len: 10, Fitness_tra: 0
Rule 11: 77bb811171, Class:  0, CF:0.167568, Len: 10, Fitness_tra: 0
