------Generation 0------
Rule  1: 615e, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 41: 1112, Class:  0, CF:0.860602, Len:  4, Fitness_tra: 0
Rule 42: 1215, Class:  0, CF:0.82179, Len:  4, Fitness_tra: 0
Rule 43: f111, Class:  0, CF:0.635762, Len:  4, Fitness_tra: 0
Rule 44: 1311, Class:  0, CF:0.645541, Len:  4, Fitness_tra: 0
Rule 45: 6b05, Class:  0, CF:0.968254, Len:  3, Fitness_tra: 3
Rule 46: 0055, Class:  0, CF:0.87619, Len:  2, Fitness_tra: 9
Rule 47: 3213, Class:  0, CF:0.846914, Len:  4, Fitness_tra: 0
Rule 48: 1326, Class:  0, CF:0.816373, Len:  4, Fitness_tra: 0
Rule 49: 1122, Class:  0, CF:0.962104, Len:  4, Fitness_tra: 0
Rule 50: 1131, Class:  0, CF:0.647414, Len:  4, Fitness_tra: 0
Rule 51: 1321, Class:  0, CF:0.890802, Len:  4, Fitness_tra: 0
Rule 52: 1261, Class:  0, CF:0.904503, Len:  4, Fitness_tra: 0
Rule 53: 2564, Class:  0, CF:0.996226, Len:  4, Fitness_tra: 1
Rule 54: 3516, Class:  0, CF:0.924242, Len:  4, Fitness_tra: 0
Rule 55: 6131, Class:  0, CF:0.520468, Len:  4, Fitness_tra: 0
Rule 56: 2211, Class:  0, CF:0.960947, Len:  4, Fitness_tra: 0
Rule 57: 1314, Class:  0, CF:0.797443, Len:  4, Fitness_tra: 0
Rule 58: 0206, Class:  0, CF:0.90561, Len:  2, Fitness_tra: 13
Rule 59: 1324, Class:  0, CF:0.970149, Len:  4, Fitness_tra: 0
Rule 60: 3111, Class:  0, CF:0.657463, Len:  4, Fitness_tra: 0
Rule 61: 5261, Class:  0, CF:0.998511, Len:  4, Fitness_tra: 1
Rule 62: 4161, Class:  0, CF:0.823145, Len:  4, Fitness_tra: 0
Rule 63: 6000, Class:  0, CF:0.852252, Len:  1, Fitness_tra: 33
Rule 64: 3052, Class:  0, CF:0.985849, Len:  3, Fitness_tra: 4
Rule 65: 0000, Class:  0, CF:0.843416, Len:  0, Fitness_tra: 98
Rule 66: 6352, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 67: 0050, Class:  0, CF:0.84438, Len:  1, Fitness_tra: 0
Rule 68: 0304, Class:  0, CF:0.874539, Len:  2, Fitness_tra: 9
Rule 69: 1113, Class:  0, CF:0.663859, Len:  4, Fitness_tra: 0
Rule 70: 1313, Class:  0, CF:0.550062, Len:  4, Fitness_tra: 0
Rule 71: 530b, Class:  0, CF:0.722222, Len:  3, Fitness_tra: 0
Rule 72: 0455, Class:  0, CF:0.939394, Len:  3, Fitness_tra: 4
Rule 73: 3611, Class:  0, CF:0.632622, Len:  4, Fitness_tra: 0
Rule 74: 0005, Class:  0, CF:0.849398, Len:  1, Fitness_tra: 37
Rule 75: 4030, Class:  0, CF:0.875, Len:  2, Fitness_tra: 16
Rule 76: 5131, Class:  0, CF:0.940492, Len:  4, Fitness_tra: 0
Rule 77: 0000, Class:  0, CF:0.843416, Len:  0, Fitness_tra: 0
Rule 78: 1533, Class:  0, CF:0.964602, Len:  4, Fitness_tra: 1
Rule 79: 5054, Class:  0, CF:0.728395, Len:  3, Fitness_tra: 0
Rule 80: 1c33, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 81: 1a13, Class:  0, CF:0.534351, Len:  4, Fitness_tra: 0
Rule 82: 1112, Class:  0, CF:0.860602, Len:  4, Fitness_tra: 0
Rule 83: 4139, Class:  0, CF:0.921739, Len:  4, Fitness_tra: 0
Rule 84: 1f21, Class:  0, CF:0.932462, Len:  4, Fitness_tra: 0
Rule 85: 3002, Class:  0, CF:0.91528, Len:  2, Fitness_tra: 12
Rule 86: 0500, Class:  0, CF:0.852507, Len:  1, Fitness_tra: 60
Rule 87: 6392, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 88: 2163, Class:  0, CF:0.963463, Len:  4, Fitness_tra: 0
Rule 89: 0403, Class:  0, CF:0.892473, Len:  2, Fitness_tra: 21
Rule 90: 1116, Class:  0, CF:0.651733, Len:  4, Fitness_tra: 0
Rule 91: a121, Class:  0, CF:0.938215, Len:  4, Fitness_tra: 0
Rule 92: 0050, Class:  0, CF:0.84438, Len:  1, Fitness_tra: 0
Rule 93: 2361, Class:  0, CF:0.837701, Len:  4, Fitness_tra: 0
Rule 94: 1133, Class:  0, CF:0.634409, Len:  4, Fitness_tra: 0
Rule 95: 2506, Class:  0, CF:0.990977, Len:  3, Fitness_tra: 4
Rule 96: 1321, Class:  0, CF:0.890802, Len:  4, Fitness_tra: 0
Rule 97: 1112, Class:  0, CF:0.860602, Len:  4, Fitness_tra: 0
Rule 98: 1141, Class:  0, CF:0.770483, Len:  4, Fitness_tra: 0
Rule 99: 2223, Class:  0, CF:0.953852, Len:  4, Fitness_tra: 0
Rule100: 3a54, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
------Current------
Miss_rate(tra)	:7.82918
------Result------
Miss_rate(tra)	:7.82918
Miss_rate(tst)	:7.93651
ARL				:3.4

------Generation 0------
Rule  1: 615e, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule  2: 5111, Class:  0, CF:0.940624, Len:  4, Fitness_tra: 0
Rule  3: 0003, Class:  0, CF:0.845238, Len:  1, Fitness_tra: 41
Rule  4: 5203, Class:  0, CF:0.98568, Len:  3, Fitness_tra: 0
Rule  5: 7500, Class:  0, CF:0.857988, Len:  2, Fitness_tra: 0
Rule  6: 1111, Class:  0, CF:0.697411, Len:  4, Fitness_tra: 0
Rule  7: 1214, Class:  0, CF:0.836277, Len:  4, Fitness_tra: 0
Rule  8: 1126, Class:  0, CF:0.829429, Len:  4, Fitness_tra: 0
Rule  9: 0325, Class:  0, CF:0.985748, Len:  3, Fitness_tra: 4
Rule 10: f155, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 11: 1262, Class:  0, CF:0.803048, Len:  4, Fitness_tra: 0
Rule 12: 4546, Class:  0, CF:0.990566, Len:  4, Fitness_tra: 1
Rule 13: 0340, Class:  0, CF:0.877698, Len:  2, Fitness_tra: 21
Rule 14: 1331, Class:  0, CF:0.542707, Len:  4, Fitness_tra: 0
Rule 15: 5131, Class:  0, CF:0.940492, Len:  4, Fitness_tra: 0
Rule 16: 1115, Class:  0, CF:0.936851, Len:  4, Fitness_tra: 1
Rule 17: 4119, Class:  0, CF:0.939055, Len:  4, Fitness_tra: 1
Rule 18: 2111, Class:  0, CF:0.867192, Len:  4, Fitness_tra: 0
Rule 19: 5363, Class:  0, CF:0.959184, Len:  4, Fitness_tra: 0
Rule 20: 1313, Class:  0, CF:0.550062, Len:  4, Fitness_tra: 0
Rule 21: 5624, Class:  0, CF:0.941284, Len:  4, Fitness_tra: 1
Rule 22: 2253, Class:  0, CF:0.944828, Len:  4, Fitness_tra: 0
Rule 23: 9132, Class:  0, CF:0.680899, Len:  4, Fitness_tra: 0
Rule 24: 1111, Class:  0, CF:0.697411, Len:  4, Fitness_tra: 0
Rule 25: 5460, Class:  0, CF:0.977778, Len:  3, Fitness_tra: 4
Rule 26: 522b, Class:  0, CF:0.922261, Len:  4, Fitness_tra: 1
Rule 27: 5004, Class:  0, CF:0.875, Len:  2, Fitness_tra: 16
Rule 28: 1151, Class:  0, CF:0.942209, Len:  4, Fitness_tra: 1
Rule 29: 9111, Class:  0, CF:0.96431, Len:  4, Fitness_tra: 0
Rule 30: 1543, Class:  0, CF:0.905063, Len:  4, Fitness_tra: 0
Rule 31: 1113, Class:  0, CF:0.663859, Len:  4, Fitness_tra: 0
Rule 32: 0050, Class:  0, CF:0.84438, Len:  1, Fitness_tra: 33
Rule 33: 9131, Class:  0, CF:0.963865, Len:  4, Fitness_tra: 0
Rule 34: 0023, Class:  0, CF:0.83161, Len:  2, Fitness_tra: 0
Rule 35: 2331, Class:  0, CF:0.817427, Len:  4, Fitness_tra: 0
Rule 36: 3215, Class:  0, CF:0.798429, Len:  4, Fitness_tra: 0
Rule 37: 1111, Class:  0, CF:0.697411, Len:  4, Fitness_tra: 0
Rule 38: 3004, Class:  0, CF:0.881041, Len:  2, Fitness_tra: 20
Rule 39: 6111, Class:  0, CF:0.648709, Len:  4, Fitness_tra: 0
Rule 40: 1114, Class:  0, CF:0.750361, Len:  4, Fitness_tra: 0
Rule 41: 1112, Class:  0, CF:0.860602, Len:  4, Fitness_tra: 0
Rule 42: 1215, Class:  0, CF:0.82179, Len:  4, Fitness_tra: 0
Rule 43: f111, Class:  0, CF:0.635762, Len:  4, Fitness_tra: 0
Rule 44: 1311, Class:  0, CF:0.645541, Len:  4, Fitness_tra: 0
Rule 45: 6b05, Class:  0, CF:0.968254, Len:  3, Fitness_tra: 3
Rule 46: 0055, Class:  0, CF:0.87619, Len:  2, Fitness_tra: 9
Rule 47: 3213, Class:  0, CF:0.846914, Len:  4, Fitness_tra: 0
Rule 48: 1326, Class:  0, CF:0.816373, Len:  4, Fitness_tra: 0
Rule 49: 1122, Class:  0, CF:0.962104, Len:  4, Fitness_tra: 0
Rule 50: 1131, Class:  0, CF:0.647414, Len:  4, Fitness_tra: 0
Rule 51: 1321, Class:  0, CF:0.890802, Len:  4, Fitness_tra: 0
Rule 52: 1261, Class:  0, CF:0.904503, Len:  4, Fitness_tra: 0
Rule 53: 2564, Class:  0, CF:0.996226, Len:  4, Fitness_tra: 1
Rule 54: 3516, Class:  0, CF:0.924242, Len:  4, Fitness_tra: 0
Rule 55: 6131, Class:  0, CF:0.520468, Len:  4, Fitness_tra: 0
Rule 56: 2211, Class:  0, CF:0.960947, Len:  4, Fitness_tra: 0
Rule 57: 1314, Class:  0, CF:0.797443, Len:  4, Fitness_tra: 0
Rule 58: 0206, Class:  0, CF:0.90561, Len:  2, Fitness_tra: 13
Rule 59: 1324, Class:  0, CF:0.970149, Len:  4, Fitness_tra: 0
Rule 60: 3111, Class:  0, CF:0.657463, Len:  4, Fitness_tra: 0
Rule 61: 5261, Class:  0, CF:0.998511, Len:  4, Fitness_tra: 1
Rule 62: 4161, Class:  0, CF:0.823145, Len:  4, Fitness_tra: 0
Rule 63: 6000, Class:  0, CF:0.852252, Len:  1, Fitness_tra: 33
Rule 64: 3052, Class:  0, CF:0.985849, Len:  3, Fitness_tra: 4
Rule 65: 0000, Class:  0, CF:0.843416, Len:  0, Fitness_tra: 98
Rule 66: 6352, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 67: 0050, Class:  0, CF:0.84438, Len:  1, Fitness_tra: 0
Rule 68: 0304, Class:  0, CF:0.874539, Len:  2, Fitness_tra: 9
Rule 69: 1113, Class:  0, CF:0.663859, Len:  4, Fitness_tra: 0
Rule 70: 1313, Class:  0, CF:0.550062, Len:  4, Fitness_tra: 0
Rule 71: 530b, Class:  0, CF:0.722222, Len:  3, Fitness_tra: 0
Rule 72: 0455, Class:  0, CF:0.939394, Len:  3, Fitness_tra: 4
Rule 73: 3611, Class:  0, CF:0.632622, Len:  4, Fitness_tra: 0
Rule 74: 0005, Class:  0, CF:0.849398, Len:  1, Fitness_tra: 37
Rule 75: 4030, Class:  0, CF:0.875, Len:  2, Fitness_tra: 16
Rule 76: 5131, Class:  0, CF:0.940492, Len:  4, Fitness_tra: 0
Rule 77: 0000, Class:  0, CF:0.843416, Len:  0, Fitness_tra: 0
Rule 78: 1533, Class:  0, CF:0.964602, Len:  4, Fitness_tra: 1
Rule 79: 5054, Class:  0, CF:0.728395, Len:  3, Fitness_tra: 0
Rule 80: 1c33, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 81: 1a13, Class:  0, CF:0.534351, Len:  4, Fitness_tra: 0
Rule 82: 1112, Class:  0, CF:0.860602, Len:  4, Fitness_tra: 0
Rule 83: 4139, Class:  0, CF:0.921739, Len:  4, Fitness_tra: 0
Rule 84: 1f21, Class:  0, CF:0.932462, Len:  4, Fitness_tra: 0
Rule 85: 3002, Class:  0, CF:0.91528, Len:  2, Fitness_tra: 12
Rule 86: 0500, Class:  0, CF:0.852507, Len:  1, Fitness_tra: 60
Rule 87: 6392, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 88: 2163, Class:  0, CF:0.963463, Len:  4, Fitness_tra: 0
Rule 89: 0403, Class:  0, CF:0.892473, Len:  2, Fitness_tra: 21
Rule 90: 1116, Class:  0, CF:0.651733, Len:  4, Fitness_tra: 0
Rule 91: a121, Class:  0, CF:0.938215, Len:  4, Fitness_tra: 0
Rule 92: 0050, Class:  0, CF:0.84438, Len:  1, Fitness_tra: 0
Rule 93: 2361, Class:  0, CF:0.837701, Len:  4, Fitness_tra: 0
Rule 94: 1133, Class:  0, CF:0.634409, Len:  4, Fitness_tra: 0
Rule 95: 2506, Class:  0, CF:0.990977, Len:  3, Fitness_tra: 4
Rule 96: 1321, Class:  0, CF:0.890802, Len:  4, Fitness_tra: 0
Rule 97: 1112, Class:  0, CF:0.860602, Len:  4, Fitness_tra: 0
Rule 98: 1141, Class:  0, CF:0.770483, Len:  4, Fitness_tra: 0
Rule 99: 2223, Class:  0, CF:0.953852, Len:  4, Fitness_tra: 0
Rule100: 3a54, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
------Current------
Miss_rate(tra)	:7.82918
------Result------
Miss_rate(tra)	:7.82918
Miss_rate(tst)	:7.93651
ARL				:3.4

------Generation 1------
Rule  1: 615e, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule  2: 5111, Class:  0, CF:0.940624, Len:  4, Fitness_tra: 0
Rule  3: 0003, Class:  0, CF:0.845238, Len:  1, Fitness_tra: 41
Rule  4: 5203, Class:  0, CF:0.98568, Len:  3, Fitness_tra: 0
Rule  5: 7500, Class:  0, CF:0.857988, Len:  2, Fitness_tra: 0
Rule  6: 1111, Class:  0, CF:0.697411, Len:  4, Fitness_tra: 0
Rule  7: 1214, Class:  0, CF:0.836277, Len:  4, Fitness_tra: 0
Rule  8: 1126, Class:  0, CF:0.829429, Len:  4, Fitness_tra: 0
Rule  9: 0325, Class:  0, CF:0.985748, Len:  3, Fitness_tra: 4
Rule 10: f155, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 11: 1262, Class:  0, CF:0.803048, Len:  4, Fitness_tra: 0
Rule 12: 4546, Class:  0, CF:0.990566, Len:  4, Fitness_tra: 1
Rule 13: 0340, Class:  0, CF:0.877698, Len:  2, Fitness_tra: 21
Rule 14: 1331, Class:  0, CF:0.542707, Len:  4, Fitness_tra: 0
Rule 15: 5131, Class:  0, CF:0.940492, Len:  4, Fitness_tra: 0
Rule 16: 1115, Class:  0, CF:0.936851, Len:  4, Fitness_tra: 1
Rule 17: 4119, Class:  0, CF:0.939055, Len:  4, Fitness_tra: 1
Rule 18: 2111, Class:  0, CF:0.867192, Len:  4, Fitness_tra: 0
Rule 19: 5363, Class:  0, CF:0.959184, Len:  4, Fitness_tra: 0
Rule 20: 1313, Class:  0, CF:0.550062, Len:  4, Fitness_tra: 0
Rule 21: 5624, Class:  0, CF:0.941284, Len:  4, Fitness_tra: 1
Rule 22: 2253, Class:  0, CF:0.944828, Len:  4, Fitness_tra: 0
Rule 23: 9132, Class:  0, CF:0.680899, Len:  4, Fitness_tra: 0
Rule 24: 1111, Class:  0, CF:0.697411, Len:  4, Fitness_tra: 0
Rule 25: 5460, Class:  0, CF:0.977778, Len:  3, Fitness_tra: 4
Rule 26: 522b, Class:  0, CF:0.922261, Len:  4, Fitness_tra: 1
Rule 27: 5004, Class:  0, CF:0.875, Len:  2, Fitness_tra: 16
Rule 28: 1151, Class:  0, CF:0.942209, Len:  4, Fitness_tra: 1
Rule 29: 9111, Class:  0, CF:0.96431, Len:  4, Fitness_tra: 0
Rule 30: 1543, Class:  0, CF:0.905063, Len:  4, Fitness_tra: 0
Rule 31: 1113, Class:  0, CF:0.663859, Len:  4, Fitness_tra: 0
Rule 32: 0050, Class:  0, CF:0.84438, Len:  1, Fitness_tra: 33
Rule 33: 9131, Class:  0, CF:0.963865, Len:  4, Fitness_tra: 0
Rule 34: 0023, Class:  0, CF:0.83161, Len:  2, Fitness_tra: 0
Rule 35: 2331, Class:  0, CF:0.817427, Len:  4, Fitness_tra: 0
Rule 36: 3215, Class:  0, CF:0.798429, Len:  4, Fitness_tra: 0
Rule 37: 1111, Class:  0, CF:0.697411, Len:  4, Fitness_tra: 0
Rule 38: 3004, Class:  0, CF:0.881041, Len:  2, Fitness_tra: 20
Rule 39: 6111, Class:  0, CF:0.648709, Len:  4, Fitness_tra: 0
Rule 40: 1114, Class:  0, CF:0.750361, Len:  4, Fitness_tra: 0
Rule 41: 1112, Class:  0, CF:0.860602, Len:  4, Fitness_tra: 0
Rule 42: 1215, Class:  0, CF:0.82179, Len:  4, Fitness_tra: 0
Rule 43: f111, Class:  0, CF:0.635762, Len:  4, Fitness_tra: 0
Rule 44: 1311, Class:  0, CF:0.645541, Len:  4, Fitness_tra: 0
Rule 45: 6b05, Class:  0, CF:0.968254, Len:  3, Fitness_tra: 3
Rule 46: 0055, Class:  0, CF:0.87619, Len:  2, Fitness_tra: 9
Rule 47: 3213, Class:  0, CF:0.846914, Len:  4, Fitness_tra: 0
Rule 48: 1326, Class:  0, CF:0.816373, Len:  4, Fitness_tra: 0
Rule 49: 1122, Class:  0, CF:0.962104, Len:  4, Fitness_tra: 0
Rule 50: 1131, Class:  0, CF:0.647414, Len:  4, Fitness_tra: 0
Rule 51: 1321, Class:  0, CF:0.890802, Len:  4, Fitness_tra: 0
Rule 52: 1261, Class:  0, CF:0.904503, Len:  4, Fitness_tra: 0
Rule 53: 2564, Class:  0, CF:0.996226, Len:  4, Fitness_tra: 1
Rule 54: 3516, Class:  0, CF:0.924242, Len:  4, Fitness_tra: 0
Rule 55: 6131, Class:  0, CF:0.520468, Len:  4, Fitness_tra: 0
Rule 56: 2211, Class:  0, CF:0.960947, Len:  4, Fitness_tra: 0
Rule 57: 1314, Class:  0, CF:0.797443, Len:  4, Fitness_tra: 0
Rule 58: 0206, Class:  0, CF:0.90561, Len:  2, Fitness_tra: 13
Rule 59: 1324, Class:  0, CF:0.970149, Len:  4, Fitness_tra: 0
Rule 60: 3111, Class:  0, CF:0.657463, Len:  4, Fitness_tra: 0
Rule 61: 5261, Class:  0, CF:0.998511, Len:  4, Fitness_tra: 1
Rule 62: 4161, Class:  0, CF:0.823145, Len:  4, Fitness_tra: 0
Rule 63: 6000, Class:  0, CF:0.852252, Len:  1, Fitness_tra: 33
Rule 64: 3052, Class:  0, CF:0.985849, Len:  3, Fitness_tra: 4
Rule 65: 0000, Class:  0, CF:0.843416, Len:  0, Fitness_tra: 98
Rule 66: 6352, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 67: 0050, Class:  0, CF:0.84438, Len:  1, Fitness_tra: 0
Rule 68: 0304, Class:  0, CF:0.874539, Len:  2, Fitness_tra: 9
Rule 69: 1113, Class:  0, CF:0.663859, Len:  4, Fitness_tra: 0
Rule 70: 1313, Class:  0, CF:0.550062, Len:  4, Fitness_tra: 0
Rule 71: 530b, Class:  0, CF:0.722222, Len:  3, Fitness_tra: 0
Rule 72: 0455, Class:  0, CF:0.939394, Len:  3, Fitness_tra: 4
Rule 73: 3611, Class:  0, CF:0.632622, Len:  4, Fitness_tra: 0
Rule 74: 0005, Class:  0, CF:0.849398, Len:  1, Fitness_tra: 37
Rule 75: 4030, Class:  0, CF:0.875, Len:  2, Fitness_tra: 16
Rule 76: 5131, Class:  0, CF:0.940492, Len:  4, Fitness_tra: 0
Rule 77: 0000, Class:  0, CF:0.843416, Len:  0, Fitness_tra: 0
Rule 78: 1533, Class:  0, CF:0.964602, Len:  4, Fitness_tra: 1
Rule 79: 5054, Class:  0, CF:0.728395, Len:  3, Fitness_tra: 0
Rule 80: 1c33, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 81: 1a13, Class:  0, CF:0.534351, Len:  4, Fitness_tra: 0
Rule 82: 1112, Class:  0, CF:0.860602, Len:  4, Fitness_tra: 0
Rule 83: 4139, Class:  0, CF:0.921739, Len:  4, Fitness_tra: 0
Rule 84: 1f21, Class:  0, CF:0.932462, Len:  4, Fitness_tra: 0
Rule 85: 3002, Class:  0, CF:0.91528, Len:  2, Fitness_tra: 12
Rule 86: 0500, Class:  0, CF:0.852507, Len:  1, Fitness_tra: 60
Rule 87: 6392, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 88: 2163, Class:  0, CF:0.963463, Len:  4, Fitness_tra: 0
Rule 89: 0403, Class:  0, CF:0.892473, Len:  2, Fitness_tra: 21
Rule 90: 1116, Class:  0, CF:0.651733, Len:  4, Fitness_tra: 0
Rule 91: a121, Class:  0, CF:0.938215, Len:  4, Fitness_tra: 0
Rule 92: 0050, Class:  0, CF:0.84438, Len:  1, Fitness_tra: 0
Rule 93: 2361, Class:  0, CF:0.837701, Len:  4, Fitness_tra: 0
Rule 94: 1133, Class:  0, CF:0.634409, Len:  4, Fitness_tra: 0
Rule 95: 2506, Class:  0, CF:0.990977, Len:  3, Fitness_tra: 4
Rule 96: 1321, Class:  0, CF:0.890802, Len:  4, Fitness_tra: 0
Rule 97: 1112, Class:  0, CF:0.860602, Len:  4, Fitness_tra: 0
Rule 98: 1141, Class:  0, CF:0.770483, Len:  4, Fitness_tra: 0
Rule 99: 2223, Class:  0, CF:0.953852, Len:  4, Fitness_tra: 0
Rule100: 3a54, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
------Current------
Miss_rate(tra)	:7.82918
------Result------
Miss_rate(tra)	:7.82918
Miss_rate(tst)	:7.93651
ARL				:3.4

------Generation 2------
Rule  1: 615e, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule  2: 5111, Class:  0, CF:0.940624, Len:  4, Fitness_tra: 0
Rule  3: 0003, Class:  0, CF:0.845238, Len:  1, Fitness_tra: 41
Rule  4: 5203, Class:  0, CF:0.98568, Len:  3, Fitness_tra: 0
Rule  5: 7500, Class:  0, CF:0.857988, Len:  2, Fitness_tra: 0
Rule  6: 1111, Class:  0, CF:0.697411, Len:  4, Fitness_tra: 0
Rule  7: 1214, Class:  0, CF:0.836277, Len:  4, Fitness_tra: 0
Rule  8: 1126, Class:  0, CF:0.829429, Len:  4, Fitness_tra: 0
Rule  9: 0325, Class:  0, CF:0.985748, Len:  3, Fitness_tra: 4
Rule 10: f155, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 11: 1262, Class:  0, CF:0.803048, Len:  4, Fitness_tra: 0
Rule 12: 4546, Class:  0, CF:0.990566, Len:  4, Fitness_tra: 1
Rule 13: 0340, Class:  0, CF:0.877698, Len:  2, Fitness_tra: 21
Rule 14: 1331, Class:  0, CF:0.542707, Len:  4, Fitness_tra: 0
Rule 15: 5131, Class:  0, CF:0.940492, Len:  4, Fitness_tra: 0
Rule 16: 1115, Class:  0, CF:0.936851, Len:  4, Fitness_tra: 1
Rule 17: 4119, Class:  0, CF:0.939055, Len:  4, Fitness_tra: 1
Rule 18: 2111, Class:  0, CF:0.867192, Len:  4, Fitness_tra: 0
Rule 19: 5363, Class:  0, CF:0.959184, Len:  4, Fitness_tra: 0
Rule 20: 1313, Class:  0, CF:0.550062, Len:  4, Fitness_tra: 0
Rule 21: 5624, Class:  0, CF:0.941284, Len:  4, Fitness_tra: 1
Rule 22: 2253, Class:  0, CF:0.944828, Len:  4, Fitness_tra: 0
Rule 23: 9132, Class:  0, CF:0.680899, Len:  4, Fitness_tra: 0
Rule 24: 1111, Class:  0, CF:0.697411, Len:  4, Fitness_tra: 0
Rule 25: 5460, Class:  0, CF:0.977778, Len:  3, Fitness_tra: 4
Rule 26: 522b, Class:  0, CF:0.922261, Len:  4, Fitness_tra: 1
Rule 27: 5004, Class:  0, CF:0.875, Len:  2, Fitness_tra: 16
Rule 28: 1151, Class:  0, CF:0.942209, Len:  4, Fitness_tra: 1
Rule 29: 9111, Class:  0, CF:0.96431, Len:  4, Fitness_tra: 0
Rule 30: 1543, Class:  0, CF:0.905063, Len:  4, Fitness_tra: 0
Rule 31: 1113, Class:  0, CF:0.663859, Len:  4, Fitness_tra: 0
Rule 32: 0050, Class:  0, CF:0.84438, Len:  1, Fitness_tra: 33
Rule 33: 9131, Class:  0, CF:0.963865, Len:  4, Fitness_tra: 0
Rule 34: 0023, Class:  0, CF:0.83161, Len:  2, Fitness_tra: 0
Rule 35: 2331, Class:  0, CF:0.817427, Len:  4, Fitness_tra: 0
