------Generation 0------
Rule  1: 0b00, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 9141, Class:  0, CF:0.338921, Len:  4, Fitness_tra: 0
Rule 27: 1331, Class:  1, CF:0.096443, Len:  4, Fitness_tra: 0
Rule 28: 3500, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2411, Class:  0, CF:0.532908, Len:  4, Fitness_tra: 13
Rule 31: 0450, Class:  2, CF:0.0272374, Len:  2, Fitness_tra: 0
Rule 32: 7114, Class:  1, CF:0.110133, Len:  4, Fitness_tra: 0
Rule 33: 2116, Class:  0, CF:0.400554, Len:  4, Fitness_tra: 4
Rule 34: 6611, Class:  2, CF:0.160772, Len:  4, Fitness_tra: 0
Rule 35: 1111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 5303, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3004, Class:  2, CF:0.117739, Len:  2, Fitness_tra: 2
Rule 39: 5502, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 4265, Class:  0, CF:0.56015, Len:  4, Fitness_tra: 6
Rule 41: 2614, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1533, Class:  0, CF:0.801724, Len:  4, Fitness_tra: 0
Rule 43: 9111, Class:  0, CF:0.542516, Len:  4, Fitness_tra: 4
Rule 44: 1114, Class:  1, CF:0.00939155, Len:  4, Fitness_tra: 0
Rule 45: 1131, Class:  1, CF:0.0233255, Len:  4, Fitness_tra: 0
Rule 46: 2263, Class:  0, CF:0.989128, Len:  4, Fitness_tra: 0
Rule 47: 5121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 6217, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0003, Class:  0, CF:0.134824, Len:  1, Fitness_tra: 15
Rule 50: 1133, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0266, Class:  0, CF:0.907631, Len:  3, Fitness_tra: 6
Rule 52: 5230, Class:  0, CF:0.89304, Len:  3, Fitness_tra: 13
Rule 53: b000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 11a3, Class:  0, CF:0.102041, Len:  4, Fitness_tra: 0
Rule 55: 0055, Class:  2, CF:0.356774, Len:  2, Fitness_tra: 33
Rule 56: 5058, Class:  1, CF:0.0665669, Len:  3, Fitness_tra: 0
Rule 57: 7430, Class:  0, CF:0.121795, Len:  3, Fitness_tra: 1
Rule 58: 0490, Class:  2, CF:0.0664118, Len:  2, Fitness_tra: 0
Rule 59: 2511, Class:  0, CF:0.901015, Len:  4, Fitness_tra: 0
Rule 60: 2121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 5b11, Class:  0, CF:0.76482, Len:  4, Fitness_tra: 14
Rule 62: 2571, Class:  0, CF:0.922675, Len:  4, Fitness_tra: 8
Rule 63: 5053, Class:  0, CF:0.0130548, Len:  3, Fitness_tra: 0
Rule 64: 1113, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3604, Class:  2, CF:0.617188, Len:  3, Fitness_tra: 9
Rule 66: 0005, Class:  2, CF:0.00240964, Len:  1, Fitness_tra: 0
Rule 67: 5025, Class:  1, CF:0.0679934, Len:  3, Fitness_tra: 0
Rule 68: 3332, Class:  2, CF:0.432744, Len:  4, Fitness_tra: 0
Rule 69: 2530, Class:  0, CF:0.893353, Len:  3, Fitness_tra: 28
Rule 70: 5431, Class:  0, CF:0.956563, Len:  4, Fitness_tra: 4
Rule 71: 2236, Class:  0, CF:0.98933, Len:  4, Fitness_tra: 1
Rule 72: 3151, Class:  2, CF:0.739245, Len:  4, Fitness_tra: 9
Rule 73: 4111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 2151, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: a332, Class:  2, CF:0.756614, Len:  4, Fitness_tra: 5
Rule 79: 1126, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 5111, Class:  0, CF:0.418642, Len:  4, Fitness_tra: 0
Rule 81: 5600, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 7111, Class:  1, CF:0.0806731, Len:  4, Fitness_tra: 0
Rule 83: 591a, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 84: 1112, Class:  2, CF:0.10297, Len:  4, Fitness_tra: 0
Rule 85: 2503, Class:  0, CF:0.967674, Len:  3, Fitness_tra: 14
Rule 86: 0602, Class:  2, CF:0.45661, Len:  2, Fitness_tra: 39
Rule 87: 2112, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4005, Class:  2, CF:0.0371494, Len:  2, Fitness_tra: 2
Rule 89: 1121, Class:  2, CF:0.174229, Len:  4, Fitness_tra: 0
Rule 90: 5506, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule 91: 3040, Class:  2, CF:0.235088, Len:  2, Fitness_tra: 14
Rule 92: 3121, Class:  2, CF:0.512412, Len:  4, Fitness_tra: 7
Rule 93: 2395, Class:  2, CF:  1, Len:  4, Fitness_tra: 6
Rule 94: 0600, Class:  2, CF:0.064194, Len:  1, Fitness_tra: 0
Rule 95: 6002, Class:  2, CF:0.356923, Len:  2, Fitness_tra: 31
Rule 96: 1611, Class:  1, CF:0.00167504, Len:  4, Fitness_tra: 0
Rule 97: 0463, Class:  0, CF:0.730994, Len:  3, Fitness_tra: 12
Rule 98: 0545, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1123, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 3b11, Class:  1, CF:0.0486753, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:13.6
------Result------
Miss_rate(tra)	:13.6
Miss_rate(tst)	:10.4
ARL				:3.32836

------Generation 0------
Rule  1: 0602, Class:  2, CF:0.45661, Len:  2, Fitness_tra: 36
Rule  2: 0055, Class:  2, CF:0.356774, Len:  2, Fitness_tra: 33
Rule  3: 6002, Class:  2, CF:0.356923, Len:  2, Fitness_tra: 27
Rule  4: 2530, Class:  0, CF:0.893353, Len:  3, Fitness_tra: 18
Rule  5: 0503, Class:  0, CF:0.675127, Len:  2, Fitness_tra: 23
Rule  6: 0620, Class:  2, CF:0.35497, Len:  2, Fitness_tra: 19
Rule  7: 0003, Class:  0, CF:0.134824, Len:  1, Fitness_tra: 14
Rule  8: 3040, Class:  2, CF:0.235088, Len:  2, Fitness_tra: 9
Rule  9: 2503, Class:  0, CF:0.967674, Len:  3, Fitness_tra: 13
Rule 10: 5b11, Class:  0, CF:0.76482, Len:  4, Fitness_tra: 12
Rule 11: 2411, Class:  0, CF:0.532908, Len:  4, Fitness_tra: 8
Rule 12: 5230, Class:  0, CF:0.89304, Len:  3, Fitness_tra: 10
Rule 13: 0463, Class:  0, CF:0.730994, Len:  3, Fitness_tra: 8
Rule 14: 2500, Class:  0, CF:0.182459, Len:  2, Fitness_tra: 10
Rule 15: 3151, Class:  2, CF:0.739245, Len:  4, Fitness_tra: 7
Rule 16: 3604, Class:  2, CF:0.617188, Len:  3, Fitness_tra: 4
Rule 17: 5506, Class:  0, CF:  1, Len:  3, Fitness_tra: 9
Rule 18: 2571, Class:  0, CF:0.922675, Len:  4, Fitness_tra: 4
Rule 19: 3121, Class:  2, CF:0.512412, Len:  4, Fitness_tra: 4
Rule 20: 0266, Class:  0, CF:0.907631, Len:  3, Fitness_tra: 6
Rule 21: 2395, Class:  2, CF:  1, Len:  4, Fitness_tra: 6
Rule 22: 4265, Class:  0, CF:0.56015, Len:  4, Fitness_tra: 5
Rule 23: a332, Class:  2, CF:0.756614, Len:  4, Fitness_tra: 3
Rule 24: 2116, Class:  0, CF:0.400554, Len:  4, Fitness_tra: 0
Rule 25: 5431, Class:  0, CF:0.956563, Len:  4, Fitness_tra: 2
Rule 26: 9111, Class:  0, CF:0.542516, Len:  4, Fitness_tra: 4
Rule 27: 3004, Class:  2, CF:0.117739, Len:  2, Fitness_tra: 3
Rule 28: 4005, Class:  2, CF:0.0371494, Len:  2, Fitness_tra: 2
Rule 29: 251f, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 30: 2236, Class:  0, CF:0.98933, Len:  4, Fitness_tra: 0
Rule 31: 7430, Class:  0, CF:0.121795, Len:  3, Fitness_tra: 0
Rule 32: 1533, Class:  0, CF:0.801724, Len:  4, Fitness_tra: 0
Rule 33: a311, Class:  2, CF:0.36803, Len:  4, Fitness_tra: 0
Rule 34: 0b00, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 5303, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3312, Class:  2, CF:0.594025, Len:  4, Fitness_tra: 0
Rule 39: 5502, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0600, Class:  2, CF:0.064194, Len:  1, Fitness_tra: 0
Rule 41: 2614, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1533, Class:  0, CF:0.801724, Len:  4, Fitness_tra: 0
Rule 43: 0500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1114, Class:  1, CF:0.00939155, Len:  4, Fitness_tra: 0
Rule 45: 1131, Class:  1, CF:0.0233255, Len:  4, Fitness_tra: 0
Rule 46: 2263, Class:  0, CF:0.989128, Len:  4, Fitness_tra: 0
Rule 47: 5121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 6217, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1211, Class:  0, CF:0.153382, Len:  4, Fitness_tra: 0
Rule 50: 1133, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1133, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1166, Class:  0, CF:0.176848, Len:  4, Fitness_tra: 0
Rule 53: b000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 11a3, Class:  0, CF:0.102041, Len:  4, Fitness_tra: 0
Rule 55: 5311, Class:  0, CF:0.204701, Len:  4, Fitness_tra: 0
Rule 56: 5058, Class:  1, CF:0.0665669, Len:  3, Fitness_tra: 0
Rule 57: 1316, Class:  1, CF:0.00575374, Len:  4, Fitness_tra: 0
Rule 58: 0490, Class:  2, CF:0.0664118, Len:  2, Fitness_tra: 0
Rule 59: 2511, Class:  0, CF:0.901015, Len:  4, Fitness_tra: 0
Rule 60: 2121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 00b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 4312, Class:  2, CF:0.00894234, Len:  4, Fitness_tra: 0
Rule 63: 5053, Class:  0, CF:0.0130548, Len:  3, Fitness_tra: 0
Rule 64: 1113, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1211, Class:  0, CF:0.153382, Len:  4, Fitness_tra: 0
Rule 66: 0005, Class:  2, CF:0.00240964, Len:  1, Fitness_tra: 0
Rule 67: 5025, Class:  1, CF:0.0679934, Len:  3, Fitness_tra: 0
Rule 68: 3332, Class:  2, CF:0.432744, Len:  4, Fitness_tra: 0
Rule 69: 3361, Class:  1, CF:0.122821, Len:  4, Fitness_tra: 0
Rule 70: 11c1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 2005, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 4111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 2151, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1126, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 5111, Class:  0, CF:0.418642, Len:  4, Fitness_tra: -1
Rule 81: 6600, Class:  2, CF:0.66333, Len:  2, Fitness_tra: 17
Rule 82: 4005, Class:  2, CF:0.0371494, Len:  0, Fitness_tra: 0
Rule 83: 6500, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0503, Class:  0, CF:0.675127, Len:  0, Fitness_tra: 0
Rule 85: 2036, Class:  0, CF:0.80115, Len:  3, Fitness_tra: 9
Rule 86: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 5433, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 91: 1d34, Class:  1, CF:0.104, Len:  4, Fitness_tra: 0
Rule 92: 25cf, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 93: 2230, Class:  0, CF:0.772184, Len:  3, Fitness_tra: 21
Rule 94: 3151, Class:  2, CF:0.739245, Len:  0, Fitness_tra: 0
Rule 95: a38b, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule 96: 2811, Class:  0, CF:0.665336, Len:  4, Fitness_tra: 3
Rule 97: a004, Class:  2, CF:0.297297, Len:  2, Fitness_tra: 12
Rule 98: 0063, Class:  0, CF:0.514141, Len:  2, Fitness_tra: 8
Rule 99: 0543, Class:  0, CF:0.668639, Len:  3, Fitness_tra: 0
Rule100: 3b68, Class:  1, CF:0.0454545, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:12.8
------Result------
Miss_rate(tra)	:12.8
Miss_rate(tst)	:10.4
ARL				:3.26866

------Generation 1------
Rule  1: 0602, Class:  2, CF:0.45661, Len:  2, Fitness_tra: 36
Rule  2: 0055, Class:  2, CF:0.356774, Len:  2, Fitness_tra: 33
Rule  3: 6002, Class:  2, CF:0.356923, Len:  2, Fitness_tra: 27
Rule  4: 2530, Class:  0, CF:0.893353, Len:  3, Fitness_tra: 18
Rule  5: 0503, Class:  0, CF:0.675127, Len:  2, Fitness_tra: 23
Rule  6: 0620, Class:  2, CF:0.35497, Len:  2, Fitness_tra: 19
Rule  7: 0003, Class:  0, CF:0.134824, Len:  1, Fitness_tra: 14
Rule  8: 3040, Class:  2, CF:0.235088, Len:  2, Fitness_tra: 9
Rule  9: 2503, Class:  0, CF:0.967674, Len:  3, Fitness_tra: 13
Rule 10: 5b11, Class:  0, CF:0.76482, Len:  4, Fitness_tra: 12
Rule 11: 2411, Class:  0, CF:0.532908, Len:  4, Fitness_tra: 8
Rule 12: 5230, Class:  0, CF:0.89304, Len:  3, Fitness_tra: 10
Rule 13: 0463, Class:  0, CF:0.730994, Len:  3, Fitness_tra: 8
Rule 14: 2500, Class:  0, CF:0.182459, Len:  2, Fitness_tra: 10
Rule 15: 3151, Class:  2, CF:0.739245, Len:  4, Fitness_tra: 7
Rule 16: 3604, Class:  2, CF:0.617188, Len:  3, Fitness_tra: 4
Rule 17: 5506, Class:  0, CF:  1, Len:  3, Fitness_tra: 9
Rule 18: 2571, Class:  0, CF:0.922675, Len:  4, Fitness_tra: 4
Rule 19: 3121, Class:  2, CF:0.512412, Len:  4, Fitness_tra: 4
Rule 20: 0266, Class:  0, CF:0.907631, Len:  3, Fitness_tra: 6
Rule 21: 2395, Class:  2, CF:  1, Len:  4, Fitness_tra: 6
Rule 22: 4265, Class:  0, CF:0.56015, Len:  4, Fitness_tra: 5
Rule 23: a332, Class:  2, CF:0.756614, Len:  4, Fitness_tra: 3
Rule 24: 2116, Class:  0, CF:0.400554, Len:  4, Fitness_tra: 0
Rule 25: 5431, Class:  0, CF:0.956563, Len:  4, Fitness_tra: 2
Rule 26: 9111, Class:  0, CF:0.542516, Len:  4, Fitness_tra: 4
Rule 27: 3004, Class:  2, CF:0.117739, Len:  2, Fitness_tra: 3
Rule 28: 4005, Class:  2, CF:0.0371494, Len:  2, Fitness_tra: 2
Rule 29: 251f, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 30: 2236, Class:  0, CF:0.98933, Len:  4, Fitness_tra: 0
Rule 31: 7430, Class:  0, CF:0.121795, Len:  3, Fitness_tra: 0
Rule 32: 1533, Class:  0, CF:0.801724, Len:  4, Fitness_tra: 0
Rule 33: a311, Class:  2, CF:0.36803, Len:  4, Fitness_tra: 0
Rule 34: 0b00, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 5303, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3312, Class:  2, CF:0.594025, Len:  4, Fitness_tra: 0
Rule 39: 5502, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0600, Class:  2, CF:0.064194, Len:  1, Fitness_tra: 0
Rule 41: 2614, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1533, Class:  0, CF:0.801724, Len:  4, Fitness_tra: 0
Rule 43: 0500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1114, Class:  1, CF:0.00939155, Len:  4, Fitness_tra: 0
Rule 45: 1131, Class:  1, CF:0.0233255, Len:  4, Fitness_tra: 0
Rule 46: 2263, Class:  0, CF:0.989128, Len:  4, Fitness_tra: 0
Rule 47: 5121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 6217, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1211, Class:  0, CF:0.153382, Len:  4, Fitness_tra: 0
Rule 50: 1133, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1133, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1166, Class:  0, CF:0.176848, Len:  4, Fitness_tra: 0
Rule 53: b000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 11a3, Class:  0, CF:0.102041, Len:  4, Fitness_tra: 0
Rule 55: 5311, Class:  0, CF:0.204701, Len:  4, Fitness_tra: 0
Rule 56: 5058, Class:  1, CF:0.0665669, Len:  3, Fitness_tra: 0
Rule 57: 1316, Class:  1, CF:0.00575374, Len:  4, Fitness_tra: 0
Rule 58: 0490, Class:  2, CF:0.0664118, Len:  2, Fitness_tra: 0
Rule 59: 2511, Class:  0, CF:0.901015, Len:  4, Fitness_tra: 0
Rule 60: 2121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 00b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 4312, Class:  2, CF:0.00894234, Len:  4, Fitness_tra: 0
Rule 63: 5053, Class:  0, CF:0.0130548, Len:  3, Fitness_tra: 0
Rule 64: 1113, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1211, Class:  0, CF:0.153382, Len:  4, Fitness_tra: 0
Rule 66: 0005, Class:  2, CF:0.00240964, Len:  1, Fitness_tra: 0
Rule 67: 5025, Class:  1, CF:0.0679934, Len:  3, Fitness_tra: 0
Rule 68: 3332, Class:  2, CF:0.432744, Len:  4, Fitness_tra: 0
Rule 69: 3361, Class:  1, CF:0.122821, Len:  4, Fitness_tra: 0
Rule 70: 11c1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 2005, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 4111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 2151, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1126, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 5111, Class:  0, CF:0.418642, Len:  4, Fitness_tra: -1
Rule 81: 6600, Class:  2, CF:0.66333, Len:  2, Fitness_tra: 17
Rule 82: 4005, Class:  2, CF:0.0371494, Len:  0, Fitness_tra: 0
Rule 83: 6500, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0503, Class:  0, CF:0.675127, Len:  0, Fitness_tra: 0
Rule 85: 2036, Class:  0, CF:0.80115, Len:  3, Fitness_tra: 9
Rule 86: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 5433, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 91: 1d34, Class:  1, CF:0.104, Len:  4, Fitness_tra: 0
Rule 92: 25cf, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 93: 2230, Class:  0, CF:0.772184, Len:  3, Fitness_tra: 21
Rule 94: 3151, Class:  2, CF:0.739245, Len:  0, Fitness_tra: 0
Rule 95: a38b, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule 96: 2811, Class:  0, CF:0.665336, Len:  4, Fitness_tra: 3
Rule 97: a004, Class:  2, CF:0.297297, Len:  2, Fitness_tra: 12
Rule 98: 0063, Class:  0, CF:0.514141, Len:  2, Fitness_tra: 8
Rule 99: 0543, Class:  0, CF:0.668639, Len:  3, Fitness_tra: 0
Rule100: 3b68, Class:  1, CF:0.0454545, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:12.8
------Result------
Miss_rate(tra)	:12.8
Miss_rate(tst)	:10.4
ARL				:3.26866

------Generation 2------
Rule  1: 0602, Class:  2, CF:0.45661, Len:  2, Fitness_tra: 35
Rule  2: 0055, Class:  2, CF:0.356774, Len:  2, Fitness_tra: 27
Rule  3: 6002, Class:  2, CF:0.356923, Len:  2, Fitness_tra: 15
Rule  4: 0503, Class:  0, CF:0.675127, Len:  2, Fitness_tra: 28
Rule  5: 2230, Class:  0, CF:0.772184, Len:  3, Fitness_tra: 21
Rule  6: 0620, Class:  2, CF:0.35497, Len:  2, Fitness_tra: 19
Rule  7: 2530, Class:  0, CF:0.893353, Len:  3, Fitness_tra: 15
Rule  8: 6600, Class:  2, CF:0.66333, Len:  2, Fitness_tra: 14
Rule  9: 0003, Class:  0, CF:0.134824, Len:  1, Fitness_tra: 14
Rule 10: 2503, Class:  0, CF:0.967674, Len:  3, Fitness_tra: 13
Rule 11: a004, Class:  2, CF:0.297297, Len:  2, Fitness_tra: 6
Rule 12: 5b11, Class:  0, CF:0.76482, Len:  4, Fitness_tra: 12
Rule 13: 2500, Class:  0, CF:0.182459, Len:  2, Fitness_tra: -6
Rule 14: 5230, Class:  0, CF:0.89304, Len:  3, Fitness_tra: 10
Rule 15: 3040, Class:  2, CF:0.235088, Len:  2, Fitness_tra: 9
Rule 16: 2036, Class:  0, CF:0.80115, Len:  3, Fitness_tra: 9
Rule 17: 5506, Class:  0, CF:  1, Len:  3, Fitness_tra: 9
Rule 18: 0063, Class:  0, CF:0.514141, Len:  2, Fitness_tra: 8
Rule 19: 2411, Class:  0, CF:0.532908, Len:  4, Fitness_tra: 8
Rule 20: 0463, Class:  0, CF:0.730994, Len:  3, Fitness_tra: 8
Rule 21: 3151, Class:  2, CF:0.739245, Len:  4, Fitness_tra: 2
Rule 22: 2395, Class:  2, CF:  1, Len:  4, Fitness_tra: 6
Rule 23: 0266, Class:  0, CF:0.907631, Len:  3, Fitness_tra: 6
Rule 24: 4265, Class:  0, CF:0.56015, Len:  4, Fitness_tra: 4
Rule 25: 3604, Class:  2, CF:0.617188, Len:  3, Fitness_tra: 3
Rule 26: 9111, Class:  0, CF:0.542516, Len:  4, Fitness_tra: 4
Rule 27: 2571, Class:  0, CF:0.922675, Len:  4, Fitness_tra: 3
Rule 28: 3121, Class:  2, CF:0.512412, Len:  4, Fitness_tra: 1
Rule 29: 3004, Class:  2, CF:0.117739, Len:  2, Fitness_tra: -1
Rule 30: 2811, Class:  0, CF:0.665336, Len:  4, Fitness_tra: 2
Rule 31: a332, Class:  2, CF:0.756614, Len:  4, Fitness_tra: 3
Rule 32: 5431, Class:  0, CF:0.956563, Len:  4, Fitness_tra: 2
Rule 33: 5433, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 34: 4005, Class:  2, CF:0.0371494, Len:  2, Fitness_tra: 2
Rule 35: 25cf, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 36: a38b, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule 37: 2236, Class:  0, CF:0.98933, Len:  4, Fitness_tra: 0
Rule 38: 3312, Class:  2, CF:0.594025, Len:  4, Fitness_tra: 0
