------Generation 0------
Rule  1: d5cb7, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: d1211, Class:  2, CF:0.122195, Len:  5, Fitness_tra: 0
Rule 54: 1d127, Class:  1, CF:0.777718, Len:  5, Fitness_tra: 0
Rule 55: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 38211, Class:  1, CF:0.99601, Len:  5, Fitness_tra: 0
Rule 57: 2111b, Class:  0, CF:0.4172, Len:  5, Fitness_tra: -79
Rule 58: 52272, Class:  0, CF:0.907217, Len:  5, Fitness_tra: 0
Rule 59: 8112b, Class:  0, CF:0.921926, Len:  5, Fitness_tra: 1
Rule 60: e0000, Class:  0, CF:0.4423, Len:  1, Fitness_tra: -4
Rule 61: 32411, Class:  1, CF:0.966545, Len:  5, Fitness_tra: 14
Rule 62: 91444, Class:  0, CF:0.979379, Len:  5, Fitness_tra: 0
Rule 63: 00400, Class:  1, CF:0.0673354, Len:  1, Fitness_tra: -27
Rule 64: 51424, Class:  0, CF:0.957692, Len:  5, Fitness_tra: 0
Rule 65: 04000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 2c412, Class:  2, CF:0.552211, Len:  5, Fitness_tra: 0
Rule 67: 1d122, Class:  1, CF:0.777718, Len:  5, Fitness_tra: 0
Rule 68: 58122, Class:  2, CF:0.592801, Len:  5, Fitness_tra: 0
Rule 69: 04700, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 11472, Class:  0, CF:0.907083, Len:  5, Fitness_tra: 0
Rule 71: 12244, Class:  0, CF:0.184517, Len:  5, Fitness_tra: 0
Rule 72: 9d212, Class:  1, CF:0.997236, Len:  5, Fitness_tra: 0
Rule 73: 5117b, Class:  0, CF:0.961751, Len:  5, Fitness_tra: 0
Rule 74: 55412, Class:  1, CF:0.949412, Len:  5, Fitness_tra: 0
Rule 75: 5c722, Class:  2, CF:0.489857, Len:  5, Fitness_tra: 0
Rule 76: 11c12, Class:  1, CF:0.853057, Len:  5, Fitness_tra: 0
Rule 77: 9d472, Class:  1, CF:0.995457, Len:  5, Fitness_tra: 0
Rule 78: 31441, Class:  1, CF:0.559739, Len:  5, Fitness_tra: 0
Rule 79: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 6
Rule 80: 95211, Class:  1, CF:0.998815, Len:  5, Fitness_tra: 0
Rule 81: 51171, Class:  0, CF:0.913073, Len:  5, Fitness_tra: 6
Rule 82: 117b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: dc241, Class:  2, CF:0.745624, Len:  5, Fitness_tra: 0
Rule 84: 38124, Class:  1, CF:0.926952, Len:  5, Fitness_tra: 0
Rule 85: 52422, Class:  0, CF:0.908754, Len:  5, Fitness_tra: 0
Rule 86: 51122, Class:  0, CF:0.990007, Len:  5, Fitness_tra: 0
Rule 87: 51441, Class:  0, CF:0.761642, Len:  5, Fitness_tra: 0
Rule 88: 11347, Class:  0, CF:0.878391, Len:  5, Fitness_tra: 0
Rule 89: 1112b, Class:  0, CF:0.862463, Len:  5, Fitness_tra: 0
Rule 90: 55121, Class:  1, CF:0.893081, Len:  5, Fitness_tra: 0
Rule 91: 11341, Class:  0, CF:0.582965, Len:  5, Fitness_tra: 0
Rule 92: 131b4, Class:  0, CF:0.919093, Len:  5, Fitness_tra: 0
Rule 93: d124b, Class:  0, CF:0.818329, Len:  5, Fitness_tra: 0
Rule 94: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 95: e8171, Class:  1, CF:0.844938, Len:  5, Fitness_tra: 0
Rule 96: d2114, Class:  0, CF:0.228838, Len:  5, Fitness_tra: 0
Rule 97: 1844b, Class:  1, CF:0.325621, Len:  5, Fitness_tra: 0
Rule 98: 111b1, Class:  0, CF:0.347616, Len:  5, Fitness_tra: 0
Rule 99: d2112, Class:  0, CF:0.5642, Len:  5, Fitness_tra: 0
Rule100: 51814, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:67.0103
------Result------
Miss_rate(tra)	:67.0103
Miss_rate(tst)	:76.1905
ARL				:4.81395

------Generation 0------
Rule  1: 32411, Class:  1, CF:0.966545, Len:  5, Fitness_tra: 9
Rule  2: d2411, Class:  2, CF:0.249829, Len:  5, Fitness_tra: 12
Rule  3: 51171, Class:  0, CF:0.913073, Len:  5, Fitness_tra: 0
Rule  4: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 6
Rule  5: 21174, Class:  0, CF:0.94901, Len:  5, Fitness_tra: 6
Rule  6: 51112, Class:  0, CF:0.851892, Len:  5, Fitness_tra: 4
Rule  7: 511bb, Class:  0, CF:0.949565, Len:  5, Fitness_tra: 1
Rule  8: e114b, Class:  0, CF:0.996269, Len:  5, Fitness_tra: 1
Rule  9: 8112b, Class:  0, CF:0.921926, Len:  5, Fitness_tra: 1
Rule 10: d5cb7, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 11: 95c47, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 12: 121b7, Class:  0, CF:0.313558, Len:  5, Fitness_tra: 0
Rule 13: 12712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: e1221, Class:  0, CF:0.916339, Len:  5, Fitness_tra: 0
Rule 16: d5412, Class:  1, CF:0.610736, Len:  5, Fitness_tra: 0
Rule 17: 31272, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1c444, Class:  2, CF:0.406563, Len:  5, Fitness_tra: 0
Rule 19: 1c214, Class:  2, CF:0.167048, Len:  5, Fitness_tra: 0
Rule 20: d541b, Class:  1, CF:0.610736, Len:  5, Fitness_tra: 0
Rule 21: 2312b, Class:  0, CF:0.972097, Len:  5, Fitness_tra: 0
Rule 22: 31241, Class:  1, CF:0.778881, Len:  5, Fitness_tra: 0
Rule 23: d5714, Class:  1, CF:0.452391, Len:  5, Fitness_tra: 0
Rule 24: 51214, Class:  0, CF:0.59316, Len:  5, Fitness_tra: 0
Rule 25: 15c14, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 26: 91472, Class:  0, CF:0.986344, Len:  5, Fitness_tra: 0
Rule 27: 12472, Class:  0, CF:0.680283, Len:  5, Fitness_tra: 0
Rule 28: 9d447, Class:  1, CF:0.995457, Len:  5, Fitness_tra: 0
Rule 29: 12477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 5121b, Class:  0, CF:0.364879, Len:  5, Fitness_tra: 0
Rule 31: 122b1, Class:  1, CF:0.703398, Len:  5, Fitness_tra: 0
Rule 32: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 35221, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: 18c47, Class:  1, CF:0.966071, Len:  5, Fitness_tra: 0
Rule 35: 11414, Class:  0, CF:0.104458, Len:  5, Fitness_tra: 0
Rule 36: 35444, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 37: 51474, Class:  0, CF:0.944009, Len:  5, Fitness_tra: 0
Rule 38: 11117, Class:  0, CF:0.259077, Len:  5, Fitness_tra: -38
Rule 39: 5141b, Class:  0, CF:0.364879, Len:  5, Fitness_tra: 1
Rule 40: 11111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 95474, Class:  1, CF:0.998298, Len:  5, Fitness_tra: 0
Rule 42: 52124, Class:  0, CF:0.895365, Len:  5, Fitness_tra: 0
Rule 43: 18247, Class:  1, CF:0.54553, Len:  5, Fitness_tra: 0
Rule 44: e4211, Class:  1, CF:0.355879, Len:  5, Fitness_tra: 0
Rule 45: 58277, Class:  2, CF:0.257022, Len:  5, Fitness_tra: 0
Rule 46: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11121, Class:  0, CF:0.616183, Len:  5, Fitness_tra: 0
Rule 48: 12414, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 52224, Class:  0, CF:0.796267, Len:  5, Fitness_tra: 0
Rule 50: 92c27, Class:  1, CF:0.956281, Len:  5, Fitness_tra: 0
Rule 51: 92121, Class:  0, CF:0.653226, Len:  5, Fitness_tra: 0
Rule 52: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: d1211, Class:  2, CF:0.122195, Len:  5, Fitness_tra: 0
Rule 54: 1d127, Class:  1, CF:0.777718, Len:  5, Fitness_tra: 0
Rule 55: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 38211, Class:  1, CF:0.99601, Len:  5, Fitness_tra: 0
Rule 57: 51814, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 58: 52272, Class:  0, CF:0.907217, Len:  5, Fitness_tra: 0
Rule 59: 92221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: d2112, Class:  0, CF:0.5642, Len:  5, Fitness_tra: 0
Rule 61: 91c4b, Class:  1, CF:0.751321, Len:  5, Fitness_tra: 0
Rule 62: 91444, Class:  0, CF:0.979379, Len:  5, Fitness_tra: 0
Rule 63: 51424, Class:  0, CF:0.957692, Len:  5, Fitness_tra: 0
Rule 64: 04000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 2c412, Class:  2, CF:0.552211, Len:  5, Fitness_tra: 0
Rule 66: 1d122, Class:  1, CF:0.777718, Len:  5, Fitness_tra: 0
Rule 67: 58122, Class:  2, CF:0.592801, Len:  5, Fitness_tra: 0
Rule 68: 04700, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11472, Class:  0, CF:0.907083, Len:  5, Fitness_tra: 0
Rule 70: 12244, Class:  0, CF:0.184517, Len:  5, Fitness_tra: 0
Rule 71: 9d212, Class:  1, CF:0.997236, Len:  5, Fitness_tra: 0
Rule 72: 5117b, Class:  0, CF:0.961751, Len:  5, Fitness_tra: 0
Rule 73: 55412, Class:  1, CF:0.949412, Len:  5, Fitness_tra: 0
Rule 74: 5c722, Class:  2, CF:0.489857, Len:  5, Fitness_tra: 0
Rule 75: 11c12, Class:  1, CF:0.853057, Len:  5, Fitness_tra: 0
Rule 76: 9d472, Class:  1, CF:0.995457, Len:  5, Fitness_tra: 0
Rule 77: 31441, Class:  1, CF:0.559739, Len:  5, Fitness_tra: 0
Rule 78: 9d1bb, Class:  1, CF:0.98476, Len:  5, Fitness_tra: 0
Rule 79: 95211, Class:  1, CF:0.998815, Len:  5, Fitness_tra: 0
Rule 80: 55211, Class:  1, CF:0.976175, Len:  5, Fitness_tra: 0
Rule 81: 38122, Class:  1, CF:0.926952, Len:  5, Fitness_tra: 0
Rule 82: 12112, Class:  0, CF:0.0875145, Len:  5, Fitness_tra: 0
Rule 83: 91cb1, Class:  1, CF:0.906404, Len:  5, Fitness_tra: 0
Rule 84: 11224, Class:  0, CF:0.834093, Len:  5, Fitness_tra: 0
Rule 85: e1222, Class:  0, CF:0.986359, Len:  5, Fitness_tra: 0
Rule 86: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 952b1, Class:  1, CF:0.998243, Len:  5, Fitness_tra: 0
Rule 88: 1c22b, Class:  2, CF:0.39701, Len:  5, Fitness_tra: 0
Rule 89: e0000, Class:  0, CF:0.4423, Len:  1, Fitness_tra: -5
Rule 90: 1221b, Class:  1, CF:0.199756, Len:  5, Fitness_tra: 0
Rule 91: 51712, Class:  0, CF:0.76236, Len:  5, Fitness_tra: 0
Rule 92: 112b1, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 25c04, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 94: 1141a, Class:  1, CF:0.108549, Len:  5, Fitness_tra: -13
Rule 95: dc449, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 96: 9d212, Class:  1, CF:0.997236, Len:  0, Fitness_tra: 0
Rule 97: 18522, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: 8811b, Class:  2, CF:0.490171, Len:  5, Fitness_tra: 21
Rule 99: d471b, Class:  2, CF:0.407173, Len:  5, Fitness_tra: 20
Rule100: d7709, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:43.299
------Result------
Miss_rate(tra)	:43.299
Miss_rate(tst)	:61.9048
ARL				:4.88095

------Generation 1------
Rule  1: 32411, Class:  1, CF:0.966545, Len:  5, Fitness_tra: 9
Rule  2: d2411, Class:  2, CF:0.249829, Len:  5, Fitness_tra: 12
Rule  3: 51171, Class:  0, CF:0.913073, Len:  5, Fitness_tra: 0
Rule  4: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 6
Rule  5: 21174, Class:  0, CF:0.94901, Len:  5, Fitness_tra: 6
Rule  6: 51112, Class:  0, CF:0.851892, Len:  5, Fitness_tra: 4
Rule  7: 511bb, Class:  0, CF:0.949565, Len:  5, Fitness_tra: 1
Rule  8: e114b, Class:  0, CF:0.996269, Len:  5, Fitness_tra: 1
Rule  9: 8112b, Class:  0, CF:0.921926, Len:  5, Fitness_tra: 1
Rule 10: d5cb7, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 11: 95c47, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 12: 121b7, Class:  0, CF:0.313558, Len:  5, Fitness_tra: 0
Rule 13: 12712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: e1221, Class:  0, CF:0.916339, Len:  5, Fitness_tra: 0
Rule 16: d5412, Class:  1, CF:0.610736, Len:  5, Fitness_tra: 0
Rule 17: 31272, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1c444, Class:  2, CF:0.406563, Len:  5, Fitness_tra: 0
Rule 19: 1c214, Class:  2, CF:0.167048, Len:  5, Fitness_tra: 0
Rule 20: d541b, Class:  1, CF:0.610736, Len:  5, Fitness_tra: 0
Rule 21: 2312b, Class:  0, CF:0.972097, Len:  5, Fitness_tra: 0
Rule 22: 31241, Class:  1, CF:0.778881, Len:  5, Fitness_tra: 0
Rule 23: d5714, Class:  1, CF:0.452391, Len:  5, Fitness_tra: 0
Rule 24: 51214, Class:  0, CF:0.59316, Len:  5, Fitness_tra: 0
Rule 25: 15c14, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 26: 91472, Class:  0, CF:0.986344, Len:  5, Fitness_tra: 0
Rule 27: 12472, Class:  0, CF:0.680283, Len:  5, Fitness_tra: 0
Rule 28: 9d447, Class:  1, CF:0.995457, Len:  5, Fitness_tra: 0
Rule 29: 12477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 5121b, Class:  0, CF:0.364879, Len:  5, Fitness_tra: 0
Rule 31: 122b1, Class:  1, CF:0.703398, Len:  5, Fitness_tra: 0
Rule 32: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 35221, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: 18c47, Class:  1, CF:0.966071, Len:  5, Fitness_tra: 0
Rule 35: 11414, Class:  0, CF:0.104458, Len:  5, Fitness_tra: 0
Rule 36: 35444, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 37: 51474, Class:  0, CF:0.944009, Len:  5, Fitness_tra: 0
Rule 38: 11117, Class:  0, CF:0.259077, Len:  5, Fitness_tra: -38
Rule 39: 5141b, Class:  0, CF:0.364879, Len:  5, Fitness_tra: 1
Rule 40: 11111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 95474, Class:  1, CF:0.998298, Len:  5, Fitness_tra: 0
Rule 42: 52124, Class:  0, CF:0.895365, Len:  5, Fitness_tra: 0
Rule 43: 18247, Class:  1, CF:0.54553, Len:  5, Fitness_tra: 0
Rule 44: e4211, Class:  1, CF:0.355879, Len:  5, Fitness_tra: 0
Rule 45: 58277, Class:  2, CF:0.257022, Len:  5, Fitness_tra: 0
Rule 46: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11121, Class:  0, CF:0.616183, Len:  5, Fitness_tra: 0
Rule 48: 12414, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 52224, Class:  0, CF:0.796267, Len:  5, Fitness_tra: 0
Rule 50: 92c27, Class:  1, CF:0.956281, Len:  5, Fitness_tra: 0
Rule 51: 92121, Class:  0, CF:0.653226, Len:  5, Fitness_tra: 0
Rule 52: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: d1211, Class:  2, CF:0.122195, Len:  5, Fitness_tra: 0
Rule 54: 1d127, Class:  1, CF:0.777718, Len:  5, Fitness_tra: 0
Rule 55: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 38211, Class:  1, CF:0.99601, Len:  5, Fitness_tra: 0
Rule 57: 51814, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 58: 52272, Class:  0, CF:0.907217, Len:  5, Fitness_tra: 0
Rule 59: 92221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: d2112, Class:  0, CF:0.5642, Len:  5, Fitness_tra: 0
Rule 61: 91c4b, Class:  1, CF:0.751321, Len:  5, Fitness_tra: 0
Rule 62: 91444, Class:  0, CF:0.979379, Len:  5, Fitness_tra: 0
Rule 63: 51424, Class:  0, CF:0.957692, Len:  5, Fitness_tra: 0
Rule 64: 04000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 2c412, Class:  2, CF:0.552211, Len:  5, Fitness_tra: 0
Rule 66: 1d122, Class:  1, CF:0.777718, Len:  5, Fitness_tra: 0
Rule 67: 58122, Class:  2, CF:0.592801, Len:  5, Fitness_tra: 0
Rule 68: 04700, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11472, Class:  0, CF:0.907083, Len:  5, Fitness_tra: 0
Rule 70: 12244, Class:  0, CF:0.184517, Len:  5, Fitness_tra: 0
Rule 71: 9d212, Class:  1, CF:0.997236, Len:  5, Fitness_tra: 0
Rule 72: 5117b, Class:  0, CF:0.961751, Len:  5, Fitness_tra: 0
Rule 73: 55412, Class:  1, CF:0.949412, Len:  5, Fitness_tra: 0
Rule 74: 5c722, Class:  2, CF:0.489857, Len:  5, Fitness_tra: 0
Rule 75: 11c12, Class:  1, CF:0.853057, Len:  5, Fitness_tra: 0
Rule 76: 9d472, Class:  1, CF:0.995457, Len:  5, Fitness_tra: 0
Rule 77: 31441, Class:  1, CF:0.559739, Len:  5, Fitness_tra: 0
Rule 78: 9d1bb, Class:  1, CF:0.98476, Len:  5, Fitness_tra: 0
Rule 79: 95211, Class:  1, CF:0.998815, Len:  5, Fitness_tra: 0
Rule 80: 55211, Class:  1, CF:0.976175, Len:  5, Fitness_tra: 0
Rule 81: 38122, Class:  1, CF:0.926952, Len:  5, Fitness_tra: 0
Rule 82: 12112, Class:  0, CF:0.0875145, Len:  5, Fitness_tra: 0
Rule 83: 91cb1, Class:  1, CF:0.906404, Len:  5, Fitness_tra: 0
Rule 84: 11224, Class:  0, CF:0.834093, Len:  5, Fitness_tra: 0
Rule 85: e1222, Class:  0, CF:0.986359, Len:  5, Fitness_tra: 0
Rule 86: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 952b1, Class:  1, CF:0.998243, Len:  5, Fitness_tra: 0
Rule 88: 1c22b, Class:  2, CF:0.39701, Len:  5, Fitness_tra: 0
Rule 89: e0000, Class:  0, CF:0.4423, Len:  1, Fitness_tra: -5
Rule 90: 1221b, Class:  1, CF:0.199756, Len:  5, Fitness_tra: 0
Rule 91: 51712, Class:  0, CF:0.76236, Len:  5, Fitness_tra: 0
Rule 92: 112b1, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 25c04, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 94: 1141a, Class:  1, CF:0.108549, Len:  5, Fitness_tra: -13
Rule 95: dc449, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 96: 9d212, Class:  1, CF:0.997236, Len:  0, Fitness_tra: 0
Rule 97: 18522, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: 8811b, Class:  2, CF:0.490171, Len:  5, Fitness_tra: 21
Rule 99: d471b, Class:  2, CF:0.407173, Len:  5, Fitness_tra: 20
Rule100: d7709, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:43.299
------Result------
Miss_rate(tra)	:43.299
Miss_rate(tst)	:61.9048
ARL				:4.88095

------Generation 2------
Rule  1: 8811b, Class:  2, CF:0.490171, Len:  5, Fitness_tra: 15
Rule  2: d471b, Class:  2, CF:0.407173, Len:  5, Fitness_tra: 27
Rule  3: d2411, Class:  2, CF:0.249829, Len:  5, Fitness_tra: 7
Rule  4: 32411, Class:  1, CF:0.966545, Len:  5, Fitness_tra: -1
Rule  5: 21174, Class:  0, CF:0.94901, Len:  5, Fitness_tra: 6
Rule  6: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 6
Rule  7: 51112, Class:  0, CF:0.851892, Len:  5, Fitness_tra: 4
Rule  8: e114b, Class:  0, CF:0.996269, Len:  5, Fitness_tra: 1
Rule  9: 8112b, Class:  0, CF:0.921926, Len:  5, Fitness_tra: 1
Rule 10: 511bb, Class:  0, CF:0.949565, Len:  5, Fitness_tra: 2
Rule 11: 5141b, Class:  0, CF:0.364879, Len:  5, Fitness_tra: 0
Rule 12: d5cb7, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 13: 12712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: e1221, Class:  0, CF:0.916339, Len:  5, Fitness_tra: 0
Rule 16: d5412, Class:  1, CF:0.610736, Len:  5, Fitness_tra: 0
Rule 17: 31272, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1c444, Class:  2, CF:0.406563, Len:  5, Fitness_tra: 0
Rule 19: 1c214, Class:  2, CF:0.167048, Len:  5, Fitness_tra: 0
Rule 20: d541b, Class:  1, CF:0.610736, Len:  5, Fitness_tra: 0
Rule 21: 2312b, Class:  0, CF:0.972097, Len:  5, Fitness_tra: 0
Rule 22: 31241, Class:  1, CF:0.778881, Len:  5, Fitness_tra: 0
Rule 23: d5714, Class:  1, CF:0.452391, Len:  5, Fitness_tra: 0
Rule 24: 51214, Class:  0, CF:0.59316, Len:  5, Fitness_tra: 0
Rule 25: 15c14, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 26: 91472, Class:  0, CF:0.986344, Len:  5, Fitness_tra: 0
Rule 27: 12472, Class:  0, CF:0.680283, Len:  5, Fitness_tra: 0
Rule 28: 9d447, Class:  1, CF:0.995457, Len:  5, Fitness_tra: 0
Rule 29: 12477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 5121b, Class:  0, CF:0.364879, Len:  5, Fitness_tra: 0
Rule 31: 122b1, Class:  1, CF:0.703398, Len:  5, Fitness_tra: 0
Rule 32: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 35221, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: 18c47, Class:  1, CF:0.966071, Len:  5, Fitness_tra: 0
Rule 35: 11414, Class:  0, CF:0.104458, Len:  5, Fitness_tra: 0
