------Generation 0------
Rule  1: d24bb, Class:  0, CF:0.24657, Len:  5, Fitness_tra: 0
Rule 32: 15227, Class:  1, CF:0.98073, Len:  5, Fitness_tra: 0
Rule 33: 11121, Class:  0, CF:0.63101, Len:  5, Fitness_tra: 0
Rule 34: 5d142, Class:  1, CF:0.610423, Len:  5, Fitness_tra: 0
Rule 35: 31444, Class:  1, CF:0.0124091, Len:  5, Fitness_tra: 0
Rule 36: 91112, Class:  0, CF:0.93142, Len:  5, Fitness_tra: 0
Rule 37: 311b7, Class:  2, CF:0.0677985, Len:  5, Fitness_tra: 0
Rule 38: d8174, Class:  2, CF:0.873335, Len:  5, Fitness_tra: 0
Rule 39: 1d27b, Class:  1, CF:0.956114, Len:  5, Fitness_tra: 0
Rule 40: d1174, Class:  0, CF:0.975938, Len:  5, Fitness_tra: 3
Rule 41: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 31441, Class:  1, CF:0.701434, Len:  5, Fitness_tra: 0
Rule 43: 32127, Class:  1, CF:0.427933, Len:  5, Fitness_tra: 0
Rule 44: 51c1b, Class:  1, CF:0.604317, Len:  5, Fitness_tra: 0
Rule 45: 00c00, Class:  1, CF:0.979591, Len:  1, Fitness_tra: 13
Rule 46: 5c2bb, Class:  2, CF:0.84726, Len:  5, Fitness_tra: 0
Rule 47: 151b2, Class:  1, CF:0.869824, Len:  5, Fitness_tra: 0
Rule 48: 12142, Class:  0, CF:0.846209, Len:  5, Fitness_tra: 0
Rule 49: 5d82b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 50: 94411, Class:  1, CF:0.333026, Len:  5, Fitness_tra: 0
Rule 51: 1c4b1, Class:  1, CF:0.164945, Len:  5, Fitness_tra: 0
Rule 52: 81544, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1c1bb, Class:  2, CF:0.747935, Len:  5, Fitness_tra: 0
Rule 54: 0b000, Class:  2, CF:0.0552306, Len:  1, Fitness_tra: 0
Rule 55: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: d1721, Class:  0, CF:0.702179, Len:  5, Fitness_tra: 0
Rule 57: 31214, Class:  1, CF:0.545903, Len:  5, Fitness_tra: 0
Rule 58: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 59: 5c241, Class:  2, CF:0.373496, Len:  5, Fitness_tra: 0
Rule 60: 91472, Class:  0, CF:0.984959, Len:  5, Fitness_tra: 0
Rule 61: 31417, Class:  1, CF:0.278099, Len:  5, Fitness_tra: 0
Rule 62: 15144, Class:  1, CF:0.869824, Len:  5, Fitness_tra: 0
Rule 63: 98271, Class:  1, CF:0.851625, Len:  5, Fitness_tra: 0
Rule 64: 1c2b1, Class:  1, CF:0.27806, Len:  5, Fitness_tra: 0
Rule 65: 91c11, Class:  1, CF:0.94798, Len:  5, Fitness_tra: 0
Rule 66: 15c1b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 82771, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: d1444, Class:  0, CF:0.941773, Len:  5, Fitness_tra: 0
Rule 69: 2331b, Class:  0, CF:0.685496, Len:  5, Fitness_tra: 0
Rule 70: 52221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 58427, Class:  2, CF:0.118493, Len:  5, Fitness_tra: 0
Rule 72: 2352b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 111b4, Class:  0, CF:0.883389, Len:  5, Fitness_tra: 0
Rule 74: 32411, Class:  1, CF:0.972814, Len:  5, Fitness_tra: 0
Rule 75: d1221, Class:  0, CF:0.695994, Len:  5, Fitness_tra: 0
Rule 76: d21b2, Class:  0, CF:0.949109, Len:  5, Fitness_tra: 0
Rule 77: 554b7, Class:  1, CF:0.927951, Len:  5, Fitness_tra: 0
Rule 78: e8c77, Class:  1, CF:0.98275, Len:  5, Fitness_tra: 0
Rule 79: 32147, Class:  1, CF:0.427933, Len:  5, Fitness_tra: 0
Rule 80: 0e000, Class:  1, CF:  1, Len:  1, Fitness_tra: 6
Rule 81: 04008, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 82: e1b11, Class:  0, CF:0.397049, Len:  5, Fitness_tra: 0
Rule 83: d1244, Class:  0, CF:0.941773, Len:  5, Fitness_tra: 0
Rule 84: 29121, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 85: 55227, Class:  1, CF:0.927951, Len:  5, Fitness_tra: 0
Rule 86: 12711, Class:  1, CF:0.478783, Len:  5, Fitness_tra: 1
Rule 87: 3b422, Class:  2, CF:0.374678, Len:  5, Fitness_tra: 0
Rule 88: 91441, Class:  0, CF:0.847332, Len:  5, Fitness_tra: 0
Rule 89: 12271, Class:  1, CF:0.652726, Len:  5, Fitness_tra: 0
Rule 90: 31121, Class:  1, CF:0.266908, Len:  5, Fitness_tra: 0
Rule 91: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 13541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 11112, Class:  0, CF:0.591466, Len:  5, Fitness_tra: 0
Rule 94: 5c44b, Class:  2, CF:0.84726, Len:  5, Fitness_tra: 0
Rule 95: 28472, Class:  2, CF:0.0682195, Len:  5, Fitness_tra: 0
Rule 96: 1c7b4, Class:  2, CF:0.485091, Len:  5, Fitness_tra: 0
Rule 97: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 31241, Class:  1, CF:0.850542, Len:  5, Fitness_tra: 0
Rule 99: d11b2, Class:  0, CF:0.983958, Len:  5, Fitness_tra: 3
Rule100: 92447, Class:  0, CF:0.781172, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:58.5492
------Result------
Miss_rate(tra)	:58.5492
Miss_rate(tst)	:63.6364
ARL				:4.64706

------Generation 0------
Rule  1: dc411, Class:  2, CF:0.602323, Len:  5, Fitness_tra: 34
Rule  2: 00c00, Class:  1, CF:0.979591, Len:  1, Fitness_tra: 11
Rule  3: 0e000, Class:  1, CF:  1, Len:  1, Fitness_tra: 5
Rule  4: d11b2, Class:  0, CF:0.983958, Len:  5, Fitness_tra: 3
Rule  5: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule  6: d1174, Class:  0, CF:0.975938, Len:  5, Fitness_tra: 6
Rule  7: 911b1, Class:  0, CF:0.964533, Len:  5, Fitness_tra: 6
Rule  8: 04008, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule  9: a4000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 10: 12711, Class:  1, CF:0.478783, Len:  5, Fitness_tra: -22
Rule 11: d24bb, Class:  0, CF:0.24657, Len:  5, Fitness_tra: 0
Rule 12: d1724, Class:  0, CF:0.9456, Len:  5, Fitness_tra: 0
Rule 13: 11124, Class:  0, CF:0.945885, Len:  5, Fitness_tra: 1
Rule 14: 15121, Class:  1, CF:0.966337, Len:  5, Fitness_tra: 0
Rule 15: 11177, Class:  0, CF:0.864124, Len:  5, Fitness_tra: 0
Rule 16: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 98441, Class:  1, CF:0.851625, Len:  5, Fitness_tra: 0
Rule 18: 327c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: e2211, Class:  1, CF:0.801156, Len:  5, Fitness_tra: 0
Rule 20: 98c14, Class:  1, CF:0.977393, Len:  5, Fitness_tra: 0
Rule 21: 51112, Class:  0, CF:0.869381, Len:  5, Fitness_tra: 0
Rule 22: 15577, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 23: 12412, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 151b2, Class:  1, CF:0.869824, Len:  5, Fitness_tra: 0
Rule 25: 11121, Class:  0, CF:0.63101, Len:  5, Fitness_tra: 0
Rule 26: d1112, Class:  0, CF:0.854203, Len:  5, Fitness_tra: 0
Rule 27: 92447, Class:  0, CF:0.781172, Len:  5, Fitness_tra: 0
Rule 28: e1411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1c147, Class:  2, CF:0.747935, Len:  5, Fitness_tra: 0
Rule 30: 9d212, Class:  1, CF:0.997863, Len:  5, Fitness_tra: 0
Rule 31: c1542, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 32: 15227, Class:  1, CF:0.98073, Len:  5, Fitness_tra: 0
Rule 33: 11121, Class:  0, CF:0.63101, Len:  5, Fitness_tra: 0
Rule 34: 5d142, Class:  1, CF:0.610423, Len:  5, Fitness_tra: 0
Rule 35: 31444, Class:  1, CF:0.0124091, Len:  5, Fitness_tra: 0
Rule 36: 91112, Class:  0, CF:0.93142, Len:  5, Fitness_tra: 0
Rule 37: 311b7, Class:  2, CF:0.0677985, Len:  5, Fitness_tra: 0
Rule 38: d8174, Class:  2, CF:0.873335, Len:  5, Fitness_tra: 0
Rule 39: 1d27b, Class:  1, CF:0.956114, Len:  5, Fitness_tra: 0
Rule 40: 9122b, Class:  0, CF:0.969555, Len:  5, Fitness_tra: 0
Rule 41: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 31441, Class:  1, CF:0.701434, Len:  5, Fitness_tra: 0
Rule 43: 32127, Class:  1, CF:0.427933, Len:  5, Fitness_tra: 0
Rule 44: 51c1b, Class:  1, CF:0.604317, Len:  5, Fitness_tra: 0
Rule 45: 15c14, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 46: 5c2bb, Class:  2, CF:0.84726, Len:  5, Fitness_tra: 0
Rule 47: 151b2, Class:  1, CF:0.869824, Len:  5, Fitness_tra: 0
Rule 48: 12142, Class:  0, CF:0.846209, Len:  5, Fitness_tra: 0
Rule 49: 5d82b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 50: 94411, Class:  1, CF:0.333026, Len:  5, Fitness_tra: 0
Rule 51: 1c4b1, Class:  1, CF:0.164945, Len:  5, Fitness_tra: 0
Rule 52: 81544, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1c1bb, Class:  2, CF:0.747935, Len:  5, Fitness_tra: 0
Rule 54: 0b000, Class:  2, CF:0.0552306, Len:  1, Fitness_tra: 58
Rule 55: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: d1721, Class:  0, CF:0.702179, Len:  5, Fitness_tra: 0
Rule 57: 31214, Class:  1, CF:0.545903, Len:  5, Fitness_tra: 0
Rule 58: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 59: 5c241, Class:  2, CF:0.373496, Len:  5, Fitness_tra: 0
Rule 60: 91472, Class:  0, CF:0.984959, Len:  5, Fitness_tra: 0
Rule 61: 31417, Class:  1, CF:0.278099, Len:  5, Fitness_tra: 0
Rule 62: 15144, Class:  1, CF:0.869824, Len:  5, Fitness_tra: 0
Rule 63: 98271, Class:  1, CF:0.851625, Len:  5, Fitness_tra: 0
Rule 64: 1c2b1, Class:  1, CF:0.27806, Len:  5, Fitness_tra: 0
Rule 65: 91c11, Class:  1, CF:0.94798, Len:  5, Fitness_tra: 0
Rule 66: 15c1b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 82771, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: d1444, Class:  0, CF:0.941773, Len:  5, Fitness_tra: 0
Rule 69: 2331b, Class:  0, CF:0.685496, Len:  5, Fitness_tra: -2
Rule 70: 52221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 58427, Class:  2, CF:0.118493, Len:  5, Fitness_tra: 0
Rule 72: 2352b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 111b4, Class:  0, CF:0.883389, Len:  5, Fitness_tra: 0
Rule 74: 32411, Class:  1, CF:0.972814, Len:  5, Fitness_tra: 0
Rule 75: d1221, Class:  0, CF:0.695994, Len:  5, Fitness_tra: 0
Rule 76: d21b2, Class:  0, CF:0.949109, Len:  5, Fitness_tra: 0
Rule 77: 554b7, Class:  1, CF:0.927951, Len:  5, Fitness_tra: 0
Rule 78: e8c77, Class:  1, CF:0.98275, Len:  5, Fitness_tra: 0
Rule 79: 32147, Class:  1, CF:0.427933, Len:  5, Fitness_tra: 0
Rule 80: 98bbb, Class:  1, CF:0.139467, Len:  5, Fitness_tra: 0
Rule 81: d1224, Class:  0, CF:0.94533, Len:  5, Fitness_tra: 0
Rule 82: 12177, Class:  0, CF:0.413165, Len:  5, Fitness_tra: 0
Rule 83: 11cbb, Class:  1, CF:0.66759, Len:  5, Fitness_tra: 0
Rule 84: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 51c41, Class:  1, CF:0.875175, Len:  5, Fitness_tra: 0
Rule 86: 18211, Class:  1, CF:0.898407, Len:  5, Fitness_tra: 0
Rule 87: 38c7b, Class:  1, CF:0.999857, Len:  5, Fitness_tra: 0
Rule 88: 95141, Class:  1, CF:0.995515, Len:  5, Fitness_tra: 0
Rule 89: 3c472, Class:  1, CF:0.63516, Len:  5, Fitness_tra: 0
Rule 90: 55174, Class:  1, CF:0.813095, Len:  5, Fitness_tra: 0
Rule 91: 91c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: d1474, Class:  0, CF:0.936983, Len:  5, Fitness_tra: 0
Rule 93: 9870b, Class:  1, CF:0.489976, Len:  4, Fitness_tra: 0
Rule 94: 0029d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: d81b4, Class:  2, CF:0.873335, Len:  5, Fitness_tra: 0
Rule 96: 15144, Class:  1, CF:0.869824, Len:  0, Fitness_tra: 0
Rule 97: d1461, Class:  2, CF:0.261021, Len:  5, Fitness_tra: 1
Rule 98: 00800, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule 99: e1141, Class:  0, CF:0.980867, Len:  5, Fitness_tra: 1
Rule100: 1b477, Class:  0, CF:0.515925, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:21.7617
------Result------
Miss_rate(tra)	:21.7617
Miss_rate(tst)	:9.09091
ARL				:4.63953

------Generation 1------
Rule  1: dc411, Class:  2, CF:0.602323, Len:  5, Fitness_tra: 34
Rule  2: 00c00, Class:  1, CF:0.979591, Len:  1, Fitness_tra: 11
Rule  3: 0e000, Class:  1, CF:  1, Len:  1, Fitness_tra: 5
Rule  4: d11b2, Class:  0, CF:0.983958, Len:  5, Fitness_tra: 3
Rule  5: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule  6: d1174, Class:  0, CF:0.975938, Len:  5, Fitness_tra: 6
Rule  7: 911b1, Class:  0, CF:0.964533, Len:  5, Fitness_tra: 6
Rule  8: 04008, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule  9: a4000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 10: 12711, Class:  1, CF:0.478783, Len:  5, Fitness_tra: -22
Rule 11: d24bb, Class:  0, CF:0.24657, Len:  5, Fitness_tra: 0
Rule 12: d1724, Class:  0, CF:0.9456, Len:  5, Fitness_tra: 0
Rule 13: 11124, Class:  0, CF:0.945885, Len:  5, Fitness_tra: 1
Rule 14: 15121, Class:  1, CF:0.966337, Len:  5, Fitness_tra: 0
Rule 15: 11177, Class:  0, CF:0.864124, Len:  5, Fitness_tra: 0
Rule 16: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 98441, Class:  1, CF:0.851625, Len:  5, Fitness_tra: 0
Rule 18: 327c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: e2211, Class:  1, CF:0.801156, Len:  5, Fitness_tra: 0
Rule 20: 98c14, Class:  1, CF:0.977393, Len:  5, Fitness_tra: 0
Rule 21: 51112, Class:  0, CF:0.869381, Len:  5, Fitness_tra: 0
Rule 22: 15577, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 23: 12412, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 151b2, Class:  1, CF:0.869824, Len:  5, Fitness_tra: 0
Rule 25: 11121, Class:  0, CF:0.63101, Len:  5, Fitness_tra: 0
Rule 26: d1112, Class:  0, CF:0.854203, Len:  5, Fitness_tra: 0
Rule 27: 92447, Class:  0, CF:0.781172, Len:  5, Fitness_tra: 0
Rule 28: e1411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1c147, Class:  2, CF:0.747935, Len:  5, Fitness_tra: 0
Rule 30: 9d212, Class:  1, CF:0.997863, Len:  5, Fitness_tra: 0
Rule 31: c1542, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 32: 15227, Class:  1, CF:0.98073, Len:  5, Fitness_tra: 0
Rule 33: 11121, Class:  0, CF:0.63101, Len:  5, Fitness_tra: 0
Rule 34: 5d142, Class:  1, CF:0.610423, Len:  5, Fitness_tra: 0
Rule 35: 31444, Class:  1, CF:0.0124091, Len:  5, Fitness_tra: 0
Rule 36: 91112, Class:  0, CF:0.93142, Len:  5, Fitness_tra: 0
Rule 37: 311b7, Class:  2, CF:0.0677985, Len:  5, Fitness_tra: 0
Rule 38: d8174, Class:  2, CF:0.873335, Len:  5, Fitness_tra: 0
Rule 39: 1d27b, Class:  1, CF:0.956114, Len:  5, Fitness_tra: 0
Rule 40: 9122b, Class:  0, CF:0.969555, Len:  5, Fitness_tra: 0
Rule 41: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 31441, Class:  1, CF:0.701434, Len:  5, Fitness_tra: 0
Rule 43: 32127, Class:  1, CF:0.427933, Len:  5, Fitness_tra: 0
Rule 44: 51c1b, Class:  1, CF:0.604317, Len:  5, Fitness_tra: 0
Rule 45: 15c14, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 46: 5c2bb, Class:  2, CF:0.84726, Len:  5, Fitness_tra: 0
Rule 47: 151b2, Class:  1, CF:0.869824, Len:  5, Fitness_tra: 0
Rule 48: 12142, Class:  0, CF:0.846209, Len:  5, Fitness_tra: 0
Rule 49: 5d82b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 50: 94411, Class:  1, CF:0.333026, Len:  5, Fitness_tra: 0
Rule 51: 1c4b1, Class:  1, CF:0.164945, Len:  5, Fitness_tra: 0
Rule 52: 81544, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1c1bb, Class:  2, CF:0.747935, Len:  5, Fitness_tra: 0
Rule 54: 0b000, Class:  2, CF:0.0552306, Len:  1, Fitness_tra: 58
Rule 55: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: d1721, Class:  0, CF:0.702179, Len:  5, Fitness_tra: 0
Rule 57: 31214, Class:  1, CF:0.545903, Len:  5, Fitness_tra: 0
Rule 58: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 59: 5c241, Class:  2, CF:0.373496, Len:  5, Fitness_tra: 0
Rule 60: 91472, Class:  0, CF:0.984959, Len:  5, Fitness_tra: 0
Rule 61: 31417, Class:  1, CF:0.278099, Len:  5, Fitness_tra: 0
Rule 62: 15144, Class:  1, CF:0.869824, Len:  5, Fitness_tra: 0
Rule 63: 98271, Class:  1, CF:0.851625, Len:  5, Fitness_tra: 0
Rule 64: 1c2b1, Class:  1, CF:0.27806, Len:  5, Fitness_tra: 0
Rule 65: 91c11, Class:  1, CF:0.94798, Len:  5, Fitness_tra: 0
Rule 66: 15c1b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 82771, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: d1444, Class:  0, CF:0.941773, Len:  5, Fitness_tra: 0
Rule 69: 2331b, Class:  0, CF:0.685496, Len:  5, Fitness_tra: -2
Rule 70: 52221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 58427, Class:  2, CF:0.118493, Len:  5, Fitness_tra: 0
Rule 72: 2352b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 111b4, Class:  0, CF:0.883389, Len:  5, Fitness_tra: 0
Rule 74: 32411, Class:  1, CF:0.972814, Len:  5, Fitness_tra: 0
Rule 75: d1221, Class:  0, CF:0.695994, Len:  5, Fitness_tra: 0
Rule 76: d21b2, Class:  0, CF:0.949109, Len:  5, Fitness_tra: 0
Rule 77: 554b7, Class:  1, CF:0.927951, Len:  5, Fitness_tra: 0
Rule 78: e8c77, Class:  1, CF:0.98275, Len:  5, Fitness_tra: 0
Rule 79: 32147, Class:  1, CF:0.427933, Len:  5, Fitness_tra: 0
Rule 80: 98bbb, Class:  1, CF:0.139467, Len:  5, Fitness_tra: 0
Rule 81: d1224, Class:  0, CF:0.94533, Len:  5, Fitness_tra: 0
Rule 82: 12177, Class:  0, CF:0.413165, Len:  5, Fitness_tra: 0
Rule 83: 11cbb, Class:  1, CF:0.66759, Len:  5, Fitness_tra: 0
Rule 84: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 51c41, Class:  1, CF:0.875175, Len:  5, Fitness_tra: 0
Rule 86: 18211, Class:  1, CF:0.898407, Len:  5, Fitness_tra: 0
Rule 87: 38c7b, Class:  1, CF:0.999857, Len:  5, Fitness_tra: 0
Rule 88: 95141, Class:  1, CF:0.995515, Len:  5, Fitness_tra: 0
Rule 89: 3c472, Class:  1, CF:0.63516, Len:  5, Fitness_tra: 0
Rule 90: 55174, Class:  1, CF:0.813095, Len:  5, Fitness_tra: 0
Rule 91: 91c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: d1474, Class:  0, CF:0.936983, Len:  5, Fitness_tra: 0
Rule 93: 9870b, Class:  1, CF:0.489976, Len:  4, Fitness_tra: 0
Rule 94: 0029d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: d81b4, Class:  2, CF:0.873335, Len:  5, Fitness_tra: 0
Rule 96: 15144, Class:  1, CF:0.869824, Len:  0, Fitness_tra: 0
Rule 97: d1461, Class:  2, CF:0.261021, Len:  5, Fitness_tra: 1
Rule 98: 00800, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule 99: e1141, Class:  0, CF:0.980867, Len:  5, Fitness_tra: 1
Rule100: 1b477, Class:  0, CF:0.515925, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:21.7617
------Result------
Miss_rate(tra)	:21.7617
Miss_rate(tst)	:9.09091
ARL				:4.63953

------Generation 2------
Rule  1: 0b000, Class:  2, CF:0.0552306, Len:  1, Fitness_tra: 59
Rule  2: dc411, Class:  2, CF:0.602323, Len:  5, Fitness_tra: 23
Rule  3: 00c00, Class:  1, CF:0.979591, Len:  1, Fitness_tra: 11
Rule  4: d1174, Class:  0, CF:0.975938, Len:  5, Fitness_tra: 4
Rule  5: 911b1, Class:  0, CF:0.964533, Len:  5, Fitness_tra: 5
Rule  6: 0e000, Class:  1, CF:  1, Len:  1, Fitness_tra: 5
Rule  7: d11b2, Class:  0, CF:0.983958, Len:  5, Fitness_tra: 3
Rule  8: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule  9: 00800, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule 10: 04008, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 11: a4000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 12: e1141, Class:  0, CF:0.980867, Len:  5, Fitness_tra: 1
Rule 13: 11124, Class:  0, CF:0.945885, Len:  5, Fitness_tra: 1
Rule 14: d1461, Class:  2, CF:0.261021, Len:  5, Fitness_tra: -1
Rule 15: d1724, Class:  0, CF:0.9456, Len:  5, Fitness_tra: 0
Rule 16: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 98441, Class:  1, CF:0.851625, Len:  5, Fitness_tra: 0
Rule 18: 327c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: e2211, Class:  1, CF:0.801156, Len:  5, Fitness_tra: 0
Rule 20: 98c14, Class:  1, CF:0.977393, Len:  5, Fitness_tra: 0
Rule 21: 51112, Class:  0, CF:0.869381, Len:  5, Fitness_tra: 0
Rule 22: 15577, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 23: 12412, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 151b2, Class:  1, CF:0.869824, Len:  5, Fitness_tra: 0
Rule 25: 11121, Class:  0, CF:0.63101, Len:  5, Fitness_tra: 0
Rule 26: d1112, Class:  0, CF:0.854203, Len:  5, Fitness_tra: 2
Rule 27: 92447, Class:  0, CF:0.781172, Len:  5, Fitness_tra: 0
Rule 28: e1411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1c147, Class:  2, CF:0.747935, Len:  5, Fitness_tra: 0
Rule 30: 9d212, Class:  1, CF:0.997863, Len:  5, Fitness_tra: 0
Rule 31: c1542, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 32: 15227, Class:  1, CF:0.98073, Len:  5, Fitness_tra: 0
Rule 33: 11121, Class:  0, CF:0.63101, Len:  5, Fitness_tra: 0
