------Generation 0------
Rule  1: d858442d2112811233, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: d83142414542241213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0700000004b040e000, Class:  0, CF:0.387153, Len:  5, Fitness_tra: 2
Rule 27: 333522123191651121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0a0000000600000005, Class:  0, CF:0.0379945, Len:  3, Fitness_tra: 0
Rule 29: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000007000000, Class:  1, CF:0.0274952, Len:  1, Fitness_tra: 0
Rule 32: 331147621e96a521c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 2214c1191512122181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 21872781c8c2511142, Class:  1, CF:0.629549, Len: 18, Fitness_tra: 0
Rule 35: 12d1221dc528111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: c2544bc148cc1c1112, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 37: 1d58128d251c549121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000430007000000, Class:  1, CF:0.347519, Len:  3, Fitness_tra: -26
Rule 39: 00f000000000000000, Class:  1, CF:0.139816, Len:  1, Fitness_tra: 0
Rule 40: 1112c28111cc1182d1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 852c21c112c4111212, Class:  1, CF:0.491458, Len: 18, Fitness_tra: 0
Rule 43: 1dd11bc5188151c215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000002000000002, Class:  1, CF:0.298015, Len:  2, Fitness_tra: -112
Rule 45: 25dc21c522c8882211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: d15111c2c852845811, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 47: 000000005000000000, Class:  1, CF:0.0579824, Len:  1, Fitness_tra: -1
Rule 48: 111d82e15ed5123159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 2554111d85148c52c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000004200002060, Class:  0, CF:0.609558, Len:  4, Fitness_tra: 0
Rule 51: 0000000b000e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 4
Rule 52: 1552172512c1512147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 020000000000000000, Class:  1, CF:0.0375392, Len:  1, Fitness_tra: -5
Rule 55: 1217271e112b214112, Class:  0, CF:0.885634, Len: 18, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: c2511215251cc41818, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000005000000000, Class:  1, CF:0.0579824, Len:  1, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 5121141e21c1141151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 52242b43b121c81222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000080000000008000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 64: 151dc13251d3111251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 221442c3151111c142, Class:  1, CF:0.378939, Len: 18, Fitness_tra: 0
Rule 66: 005000000000000030, Class:  1, CF:0.013911, Len:  2, Fitness_tra: 0
Rule 67: 5d1c248dc11c221281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000000600000002, Class:  1, CF:0.103308, Len:  2, Fitness_tra: -11
Rule 69: 2d141215cd12887124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 030000000000000000, Class:  1, CF:0.0143018, Len:  1, Fitness_tra: 0
Rule 71: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 008000000000000000, Class:  0, CF:4.17803e-05, Len:  1, Fitness_tra: 0
Rule 76: 00008c003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000500000000000000, Class:  0, CF:0.184438, Len:  1, Fitness_tra: 0
Rule 78: 142127811122742116, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 79: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 111214217144112111, Class:  1, CF:0.267351, Len: 18, Fitness_tra: 0
Rule 82: 000000000600000002, Class:  1, CF:0.103308, Len:  0, Fitness_tra: 0
Rule 83: 000000002000000002, Class:  1, CF:0.298015, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: d488c4c22212121131, Class:  0, CF:0.15873, Len: 18, Fitness_tra: 0
Rule 86: 51112c25c521585821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000004000000060, Class:  0, CF:0.466169, Len:  2, Fitness_tra: 98
Rule 88: 000500000000000000, Class:  0, CF:0.184438, Len:  0, Fitness_tra: 0
Rule 89: 0000000b000e000000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 90: 211c2181211cc72113, Class:  0, CF:0.992302, Len: 18, Fitness_tra: 0
Rule 91: 1258228db121581121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 080040000a02100030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0a00c000060000000a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: c05122105000240011, Class:  0, CF:0.283415, Len: 11, Fitness_tra: 0
Rule 95: 000080000200008000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 96: 060000000000000005, Class:  0, CF:0.0691011, Len:  2, Fitness_tra: 0
Rule 97: 221127111122122181, Class:  0, CF:0.115997, Len: 18, Fitness_tra: 0
Rule 98: 008000092204020208, Class:  0, CF:0.527552, Len:  8, Fitness_tra: 0
Rule 99: 01a004a01000101204, Class:  1, CF:0.581709, Len:  9, Fitness_tra: 0
Rule100: 10f04b094522115107, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:42.9698
------Result------
Miss_rate(tra)	:42.9698
Miss_rate(tst)	:42.3529
ARL				:7.73913

------Generation 1------
Rule  1: 000000004000000060, Class:  0, CF:0.466169, Len:  2, Fitness_tra: 105
Rule  2: 003000000000000000, Class:  0, CF:0.164416, Len:  1, Fitness_tra: 110
Rule  3: 0000c0000000000000, Class:  0, CF:0.752105, Len:  1, Fitness_tra: 37
Rule  4: 00e000002000000008, Class:  1, CF:0.561102, Len:  3, Fitness_tra: 0
Rule  5: 00000b005000000060, Class:  0, CF:0.937176, Len:  3, Fitness_tra: 10
Rule  6: 000008000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 7
Rule  7: 0000000b000e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 5
Rule  8: 0000c0000000000003, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule  9: 0700000004b040e000, Class:  0, CF:0.387153, Len:  5, Fitness_tra: 4
Rule 10: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 002080004000000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 13: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 14512b21218c4222e9, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 15: 281411232512881817, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 16: 1a3872376913381114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000008000e00006000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 00d000000000040058, Class:  0, CF:0.0495977, Len:  4, Fitness_tra: 0
Rule 19: 1d1214cd15141c1c1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 21811bc94284121241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 255422115182121111, Class:  1, CF:0.153649, Len: 18, Fitness_tra: 0
Rule 23: d83142414542241213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1258821515c2145111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 333522123191651121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0a0000000600000005, Class:  0, CF:0.0379945, Len:  3, Fitness_tra: 0
Rule 29: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000007000000, Class:  1, CF:0.0274952, Len:  1, Fitness_tra: -82
Rule 32: 331147621e96a521c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 2214c1191512122181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 21872781c8c2511142, Class:  1, CF:0.629549, Len: 18, Fitness_tra: 0
Rule 35: 12d1221dc528111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: c2544bc148cc1c1112, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 37: 1d58128d251c549121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 10f04b094522115107, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00f000000000000000, Class:  1, CF:0.139816, Len:  1, Fitness_tra: 0
Rule 40: 1112c28111cc1182d1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 852c21c112c4111212, Class:  1, CF:0.491458, Len: 18, Fitness_tra: 0
Rule 43: 1dd11bc5188151c215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 25dc21c522c8882211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: d15111c2c852845811, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 46: 01a004a01000101204, Class:  1, CF:0.581709, Len:  9, Fitness_tra: 0
Rule 47: 111d82e15ed5123159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 2554111d85148c52c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000004200002060, Class:  0, CF:0.609558, Len:  4, Fitness_tra: 0
Rule 50: d858442d2112811233, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1552172512c1512147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1217271e112b214112, Class:  0, CF:0.885634, Len: 18, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: c2511215251cc41818, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000005000000000, Class:  1, CF:0.0579824, Len:  1, Fitness_tra: -9
Rule 58: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 5121141e21c1141151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 52242b43b121c81222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000080000000008000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 62: 151dc13251d3111251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 221442c3151111c142, Class:  1, CF:0.378939, Len: 18, Fitness_tra: 0
Rule 64: 005000000000000030, Class:  1, CF:0.013911, Len:  2, Fitness_tra: 0
Rule 65: 5d1c248dc11c221281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 2d141215cd12887124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 030000000000000000, Class:  1, CF:0.0143018, Len:  1, Fitness_tra: 0
Rule 68: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 008000000000000000, Class:  0, CF:4.17803e-05, Len:  1, Fitness_tra: 0
Rule 73: 00008c003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000500000000000000, Class:  0, CF:0.184438, Len:  1, Fitness_tra: 0
Rule 75: 142127811122742116, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 76: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 111214217144112111, Class:  1, CF:0.267351, Len: 18, Fitness_tra: 0
Rule 79: 000000000600000002, Class:  1, CF:0.103308, Len:  0, Fitness_tra: 0
Rule 80: 000000002000000002, Class:  1, CF:0.298015, Len:  0, Fitness_tra: 0
Rule 81: 00e000000000000002, Class:  1, CF:0.565892, Len:  2, Fitness_tra: 0
Rule 82: 003080004040000000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 251c141d21c4121411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1d18218521c8d13125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: d83002414502241013, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1d148211cd62827122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1112c281114c1182d1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 94: 00d0c0c00218000093, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 5000100021c0041051, Class:  0, CF:0.57019, Len:  9, Fitness_tra: 0
Rule 96: 10004b092020015107, Class:  1, CF:0.497158, Len: 10, Fitness_tra: 0
Rule 97: d81182e15cd2243213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 055105100000000001, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 99: 0052002222c1010208, Class:  1, CF:0.555142, Len: 11, Fitness_tra: 0
Rule100: 241121811182c72113, Class:  0, CF:0.993353, Len: 18, Fitness_tra: 0
------Current------
Miss_rate(tra)	:37.5821
------Result------
Miss_rate(tra)	:37.5821
Miss_rate(tst)	:40
ARL				:8.2619

------Generation 2------
Rule  1: 000000004000000060, Class:  0, CF:0.466169, Len:  2, Fitness_tra: 105
Rule  2: 003000000000000000, Class:  0, CF:0.164416, Len:  1, Fitness_tra: 110
Rule  3: 0000c0000000000000, Class:  0, CF:0.752105, Len:  1, Fitness_tra: 37
