------Generation 0------
Rule  1: 0c0000000000000000, Class:  0, CF:0.24767, Len:  1, Fitness_tra: 131
Rule 35: 811141212211212251, Class:  0, CF:0.347103, Len: 18, Fitness_tra: 0
Rule 36: 00080000000000b700, Class:  1, CF:0.108019, Len:  3, Fitness_tra: 0
Rule 37: 0000b000e00e000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 38: 1598221d1d181421d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1158cb118118542211, Class:  0, CF:0.129735, Len: 18, Fitness_tra: 0
Rule 40: 0000b00be00e000000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 42: d00000000000000000, Class:  1, CF:0.376941, Len:  1, Fitness_tra: -19
Rule 43: 000000000000080700, Class:  0, CF:0.892665, Len:  2, Fitness_tra: 1
Rule 44: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 46: 00e000000000000003, Class:  0, CF:0.967189, Len:  2, Fitness_tra: 15
Rule 47: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 48: 55d47c81c11c821111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 212271211274211224, Class:  1, CF:0.312208, Len: 18, Fitness_tra: 0
Rule 50: 1111141111d3923215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 52: 00000000000000d000, Class:  1, CF:0.41066, Len:  1, Fitness_tra: -5
Rule 53: 11188285c21cd1c299, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 229141158542124111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 11314754d519182121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 115114c141421521c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 62: 519c12c142c1121113, Class:  0, CF:0.226032, Len: 18, Fitness_tra: 0
Rule 63: c5512b2548211827c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000000cd00d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 66: c111c1c14528811818, Class:  1, CF:0.828966, Len: 18, Fitness_tra: 0
Rule 67: 002080004000000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 68: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 69: 511121122188911195, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 000000000000000900, Class:  1, CF:0.514637, Len:  1, Fitness_tra: 4
Rule 71: 00000000060000d002, Class:  1, CF:0.038578, Len:  3, Fitness_tra: 0
Rule 72: 000300000030000000, Class:  0, CF:0.234586, Len:  2, Fitness_tra: 52
Rule 73: 000000000b00000000, Class:  0, CF:0.0727524, Len:  1, Fitness_tra: -1
Rule 74: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 75: 116514371359e15185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 030080000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 78: 000000003000000009, Class:  0, CF:0.0862931, Len:  2, Fitness_tra: 0
Rule 79: 00a000000000000000, Class:  1, CF:0.148936, Len:  1, Fitness_tra: 0
Rule 80: 2dd112211511541121, Class:  1, CF:0.258092, Len: 18, Fitness_tra: 0
Rule 81: 0000000a0000000000, Class:  1, CF:0.150758, Len:  1, Fitness_tra: 0
Rule 82: 851127c12882d82712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 84: 118147411121841251, Class:  0, CF:0.534103, Len: 18, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 86: 9e1512379355915319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 88: 21121113124121111e, Class:  1, CF:0.731544, Len: 18, Fitness_tra: 0
Rule 89: c182212942c2522c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 91: 0000000000000c0000, Class:  0, CF:0.539887, Len:  1, Fitness_tra: 16
Rule 92: 0000000a0000000000, Class:  1, CF:0.150758, Len:  1, Fitness_tra: 0
Rule 93: 000000943000e0002d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 95: 000000000000003000, Class:  0, CF:0.0908535, Len:  1, Fitness_tra: 17
Rule 96: 000000000000007003, Class:  0, CF:0.489127, Len:  2, Fitness_tra: 64
Rule 97: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 98: 00000000000000b000, Class:  0, CF:0.134134, Len:  1, Fitness_tra: 18
Rule 99: 2c1cc411122c212255, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule100: 1157711d292c8121c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:31.1024
------Result------
Miss_rate(tra)	:31.1024
Miss_rate(tst)	:30.9524
ARL				:3.98684

------Generation 0------
Rule  1: 0c0000000000000000, Class:  0, CF:0.24767, Len:  1, Fitness_tra: 129
Rule  2: 000000000000007003, Class:  0, CF:0.489127, Len:  2, Fitness_tra: 64
Rule  3: 000300000030000000, Class:  0, CF:0.234586, Len:  2, Fitness_tra: 43
Rule  4: 00000000000000b000, Class:  0, CF:0.134134, Len:  1, Fitness_tra: 21
Rule  5: 000000000000003000, Class:  0, CF:0.0908535, Len:  1, Fitness_tra: 14
Rule  6: 0000000000000c0000, Class:  0, CF:0.539887, Len:  1, Fitness_tra: 15
Rule  7: 00e000000000000003, Class:  0, CF:0.967189, Len:  2, Fitness_tra: 18
Rule  8: 0000c0000000000000, Class:  0, CF:0.697899, Len:  1, Fitness_tra: 9
Rule  9: 7000000000000070b0, Class:  0, CF:0.322984, Len:  3, Fitness_tra: 6
Rule 10: 000000000000000900, Class:  1, CF:0.514637, Len:  1, Fitness_tra: 2
Rule 11: 00000000000000e000, Class:  1, CF:0.610287, Len:  1, Fitness_tra: 2
Rule 12: 0000c0000c00000000, Class:  0, CF:0.975502, Len:  2, Fitness_tra: 2
Rule 13: 000000000000080700, Class:  0, CF:0.892665, Len:  2, Fitness_tra: 1
Rule 14: 000500000000000000, Class:  0, CF:0.273736, Len:  1, Fitness_tra: 1
Rule 15: 121cc44148118b2253, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 16: 1157711d292c8121c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000002000000000, Class:  1, CF:0.144083, Len:  1, Fitness_tra: -3
Rule 18: c217221e2422121121, Class:  0, CF:0.973575, Len: 18, Fitness_tra: 0
Rule 19: 5812272525c4811181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 2000000000000c0000, Class:  0, CF:0.656437, Len:  2, Fitness_tra: 0
Rule 21: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 22: 0a0000000000002000, Class:  1, CF:0.268361, Len:  2, Fitness_tra: 0
Rule 23: 00008b004200002009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 25142785182c814c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 02000c00404000e000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 51d8215811811221ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 8212b2c1c822882121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 29: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 30: 000000004200002060, Class:  0, CF:0.65278, Len:  4, Fitness_tra: 0
Rule 31: 090800000000000000, Class:  1, CF:0.26984, Len:  2, Fitness_tra: -4
Rule 32: 12151b288118144233, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 811141212211212251, Class:  0, CF:0.347103, Len: 18, Fitness_tra: 0
Rule 34: 00080000000000b700, Class:  1, CF:0.108019, Len:  3, Fitness_tra: 0
Rule 35: 0000b000e00e000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 36: 1598221d1d181421d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1158cb118118542211, Class:  0, CF:0.129735, Len: 18, Fitness_tra: 0
Rule 38: 0000b00be00e000000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 40: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 43: 815121154d1c811181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 45: 55d47c81c11c821111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 212271211274211224, Class:  1, CF:0.312208, Len: 18, Fitness_tra: 0
Rule 47: 1111141111d3923215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 49: 11188285c21cd1c299, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 229141158542124111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11314754d519182121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 115114c141421521c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 58: 519c12c142c1121113, Class:  0, CF:0.226032, Len: 18, Fitness_tra: 0
Rule 59: c5512b2548211827c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000cd00d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 62: c111c1c14528811818, Class:  1, CF:0.828966, Len: 18, Fitness_tra: 0
Rule 63: 002080004000000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 65: 511121122188911195, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 66: 002080004000000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 67: 00000000060000d002, Class:  1, CF:0.038578, Len:  3, Fitness_tra: 0
Rule 68: 513121345d115c1c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2c1cc411122c212255, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 71: 116514371359e15185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 030080000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 74: 000000003000000009, Class:  0, CF:0.0862931, Len:  2, Fitness_tra: 0
Rule 75: 00a000000000000000, Class:  1, CF:0.148936, Len:  1, Fitness_tra: 0
Rule 76: 2dd112211511541121, Class:  1, CF:0.258092, Len: 18, Fitness_tra: 0
Rule 77: 0000000a0000000000, Class:  1, CF:0.150758, Len:  1, Fitness_tra: 0
Rule 78: 851127c12882d82712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 80: 118147411121841251, Class:  0, CF:0.534103, Len: 18, Fitness_tra: 0
Rule 81: 9331121b111311c1c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 83: 0800000008c0000000, Class:  1, CF:0.451317, Len:  3, Fitness_tra: -6
Rule 84: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 86: 000000005000000000, Class:  1, CF:0.0655391, Len:  1, Fitness_tra: 0
Rule 87: 8c1114232814c11111, Class:  1, CF:0.0564225, Len: 18, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 90: 00000c005000003000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 21000b2880180c4203, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000000000000000600, Class:  0, CF:0.172385, Len:  1, Fitness_tra: 40
Rule 93: 819141c12512212871, Class:  1, CF:0.487841, Len: 18, Fitness_tra: 0
Rule 94: 128cc84148d2212255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 200271801004201824, Class:  1, CF:0.381862, Len: 12, Fitness_tra: 0
Rule 96: 0c0c00000200240250, Class:  0, CF:0.265215, Len:  7, Fitness_tra: 0
Rule 97: 112c11c112742c12c4, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 98: 00000000000008070c, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 99: c100012940c0500c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000080004000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:26.7717
------Result------
Miss_rate(tra)	:26.7717
Miss_rate(tst)	:21.4286
ARL				:4.94118

------Generation 1------
Rule  1: 0c0000000000000000, Class:  0, CF:0.24767, Len:  1, Fitness_tra: 129
Rule  2: 000000000000007003, Class:  0, CF:0.489127, Len:  2, Fitness_tra: 64
Rule  3: 000300000030000000, Class:  0, CF:0.234586, Len:  2, Fitness_tra: 43
Rule  4: 00000000000000b000, Class:  0, CF:0.134134, Len:  1, Fitness_tra: 21
Rule  5: 000000000000003000, Class:  0, CF:0.0908535, Len:  1, Fitness_tra: 14
Rule  6: 0000000000000c0000, Class:  0, CF:0.539887, Len:  1, Fitness_tra: 15
Rule  7: 00e000000000000003, Class:  0, CF:0.967189, Len:  2, Fitness_tra: 18
Rule  8: 0000c0000000000000, Class:  0, CF:0.697899, Len:  1, Fitness_tra: 9
Rule  9: 7000000000000070b0, Class:  0, CF:0.322984, Len:  3, Fitness_tra: 6
Rule 10: 000000000000000900, Class:  1, CF:0.514637, Len:  1, Fitness_tra: 2
Rule 11: 00000000000000e000, Class:  1, CF:0.610287, Len:  1, Fitness_tra: 2
Rule 12: 0000c0000c00000000, Class:  0, CF:0.975502, Len:  2, Fitness_tra: 2
Rule 13: 000000000000080700, Class:  0, CF:0.892665, Len:  2, Fitness_tra: 1
Rule 14: 000500000000000000, Class:  0, CF:0.273736, Len:  1, Fitness_tra: 1
Rule 15: 121cc44148118b2253, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 16: 1157711d292c8121c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000002000000000, Class:  1, CF:0.144083, Len:  1, Fitness_tra: -3
Rule 18: c217221e2422121121, Class:  0, CF:0.973575, Len: 18, Fitness_tra: 0
Rule 19: 5812272525c4811181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 2000000000000c0000, Class:  0, CF:0.656437, Len:  2, Fitness_tra: 0
Rule 21: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 22: 0a0000000000002000, Class:  1, CF:0.268361, Len:  2, Fitness_tra: 0
Rule 23: 00008b004200002009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 25142785182c814c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 02000c00404000e000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 51d8215811811221ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 8212b2c1c822882121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 29: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 30: 000000004200002060, Class:  0, CF:0.65278, Len:  4, Fitness_tra: 0
Rule 31: 090800000000000000, Class:  1, CF:0.26984, Len:  2, Fitness_tra: -4
Rule 32: 12151b288118144233, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 811141212211212251, Class:  0, CF:0.347103, Len: 18, Fitness_tra: 0
Rule 34: 00080000000000b700, Class:  1, CF:0.108019, Len:  3, Fitness_tra: 0
Rule 35: 0000b000e00e000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 36: 1598221d1d181421d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1158cb118118542211, Class:  0, CF:0.129735, Len: 18, Fitness_tra: 0
Rule 38: 0000b00be00e000000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 40: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 43: 815121154d1c811181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 45: 55d47c81c11c821111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 212271211274211224, Class:  1, CF:0.312208, Len: 18, Fitness_tra: 0
Rule 47: 1111141111d3923215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 49: 11188285c21cd1c299, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 229141158542124111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11314754d519182121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 115114c141421521c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 58: 519c12c142c1121113, Class:  0, CF:0.226032, Len: 18, Fitness_tra: 0
Rule 59: c5512b2548211827c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000cd00d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 62: c111c1c14528811818, Class:  1, CF:0.828966, Len: 18, Fitness_tra: 0
Rule 63: 002080004000000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 65: 511121122188911195, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 66: 002080004000000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 67: 00000000060000d002, Class:  1, CF:0.038578, Len:  3, Fitness_tra: 0
Rule 68: 513121345d115c1c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2c1cc411122c212255, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 71: 116514371359e15185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 030080000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 74: 000000003000000009, Class:  0, CF:0.0862931, Len:  2, Fitness_tra: 0
Rule 75: 00a000000000000000, Class:  1, CF:0.148936, Len:  1, Fitness_tra: 0
Rule 76: 2dd112211511541121, Class:  1, CF:0.258092, Len: 18, Fitness_tra: 0
Rule 77: 0000000a0000000000, Class:  1, CF:0.150758, Len:  1, Fitness_tra: 0
Rule 78: 851127c12882d82712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 80: 118147411121841251, Class:  0, CF:0.534103, Len: 18, Fitness_tra: 0
Rule 81: 9331121b111311c1c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 83: 0800000008c0000000, Class:  1, CF:0.451317, Len:  3, Fitness_tra: -6
Rule 84: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 86: 000000005000000000, Class:  1, CF:0.0655391, Len:  1, Fitness_tra: 0
Rule 87: 8c1114232814c11111, Class:  1, CF:0.0564225, Len: 18, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:1.83187e-15, Len:  0, Fitness_tra: 0
Rule 90: 00000c005000003000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 21000b2880180c4203, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000000000000000600, Class:  0, CF:0.172385, Len:  1, Fitness_tra: 40
Rule 93: 819141c12512212871, Class:  1, CF:0.487841, Len: 18, Fitness_tra: 0
Rule 94: 128cc84148d2212255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 200271801004201824, Class:  1, CF:0.381862, Len: 12, Fitness_tra: 0
Rule 96: 0c0c00000200240250, Class:  0, CF:0.265215, Len:  7, Fitness_tra: 0
Rule 97: 112c11c112742c12c4, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
