------Generation 0------
Rule  1: 1511b2cd4118d81281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 28222225121c8c4541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 555211c54827241193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 118114417272272151, Class:  0, CF:0.286376, Len: 18, Fitness_tra: 0
Rule 27: 93f2216b1e13a111c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1185212111c2422de1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 2221212942c1584111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000b00000000, Class:  0, CF:0.0953115, Len:  1, Fitness_tra: 46
Rule 31: 0000000a0000000000, Class:  1, CF:0.172904, Len:  1, Fitness_tra: 0
Rule 32: 000000005000000000, Class:  1, CF:0.0833979, Len:  1, Fitness_tra: 0
Rule 33: 050000d050000cc0e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00008b004200000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 215c21154511527185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000e000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 11
Rule 37: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00e000002000000002, Class:  1, CF:0.566729, Len:  3, Fitness_tra: 0
Rule 40: 0c00b0000000000000, Class:  0, CF:0.258308, Len:  2, Fitness_tra: 20
Rule 41: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000000400040, Class:  1, CF:0.0893049, Len:  2, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3131443c3155111215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 6111111b331165111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3611123731e3321211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 331527676e16111127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000c0000000000005, Class:  0, CF:0.896225, Len:  2, Fitness_tra: 0
Rule 50: 8111121d1511112451, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 6
Rule 52: 000000004000000000, Class:  1, CF:0.163234, Len:  1, Fitness_tra: -19
Rule 53: 21182415111c112215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 155cc181811c8c2122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1812171dc1411114d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 2d522215411c515853, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: d00000000000000000, Class:  1, CF:0.383705, Len:  1, Fitness_tra: -21
Rule 59: 000000000000200000, Class:  1, CF:0.0502387, Len:  1, Fitness_tra: 0
Rule 60: 571241111244122211, Class:  1, CF:0.104102, Len: 18, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1192411d4912d12185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000c00000059, Class:  1, CF:0.197856, Len:  3, Fitness_tra: 0
Rule 72: 3361c2e116113c2511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 215c1b1911115112c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000b0000400, Class:  0, CF:0.136852, Len:  2, Fitness_tra: 17
Rule 75: 000000000000040708, Class:  1, CF:0.0392707, Len:  3, Fitness_tra: 0
Rule 76: 825121131814242261, Class:  0, CF:0.577087, Len: 18, Fitness_tra: 0
Rule 77: 00000c005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1e1811921153941519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000c0000000000003, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 80: 3335cc129613141555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 181814134217212113, Class:  0, CF:0.906853, Len: 18, Fitness_tra: 0
Rule 82: 050000000500000700, Class:  1, CF:0.135409, Len:  3, Fitness_tra: 0
Rule 83: 5152425d2522171113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1212441911b2271133, Class:  0, CF:0.272198, Len: 18, Fitness_tra: 0
Rule 85: 148122111121141291, Class:  0, CF:0.817952, Len: 18, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 002080000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000070004000000006, Class:  0, CF:0.439567, Len:  3, Fitness_tra: 0
Rule 91: 000000000000000002, Class:  1, CF:0.098802, Len:  1, Fitness_tra: -20
Rule 92: 080000000000000000, Class:  1, CF:0.139289, Len:  1, Fitness_tra: -1
Rule 93: 119212c553142421cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 111821818811281181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 030000000000000000, Class:  1, CF:0.0123446, Len:  1, Fitness_tra: -1
Rule 96: 188742431812cc8212, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 97: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 93312b6be511151124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1197712d551c1212c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 33612717133638c187, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:36.9251
------Result------
Miss_rate(tra)	:36.9251
Miss_rate(tst)	:34.1176
ARL				:5.43182

------Generation 0------
Rule  1: 0c0000000000000000, Class:  0, CF:0.242974, Len:  1, Fitness_tra: 199
Rule  2: 000000000b00000000, Class:  0, CF:0.0953115, Len:  1, Fitness_tra: 76
Rule  3: 0c00b0000000000000, Class:  0, CF:0.258308, Len:  2, Fitness_tra: 23
Rule  4: 0000000000b0000400, Class:  0, CF:0.136852, Len:  2, Fitness_tra: 21
Rule  5: 00000000e000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 15
Rule  6: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 6
Rule  7: 00000000000000e000, Class:  1, CF:0.654021, Len:  1, Fitness_tra: 4
Rule  8: c0000000000000c060, Class:  0, CF:0.547922, Len:  3, Fitness_tra: 3
Rule  9: 1511b2cd4118d81281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: d11517d88d15541811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 258c2125b8c7111259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 33612717133638c187, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 020000000000000000, Class:  1, CF:0.0381691, Len:  1, Fitness_tra: 0
Rule 15: 15d11185211c5c1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: d111122d2cc1211113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 515c4225c5c41c1785, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 00007000d080000000, Class:  1, CF:0.262162, Len:  3, Fitness_tra: -2
Rule 20: 28222225121c8c4541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 555211c54827241193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 118114417272272151, Class:  0, CF:0.286376, Len: 18, Fitness_tra: 0
Rule 23: 93f2216b1e13a111c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1185212111c2422de1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2221212942c1584111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 111514121133311121, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 27: 0000000a0000000000, Class:  1, CF:0.172904, Len:  1, Fitness_tra: -28
Rule 28: 000000005000000000, Class:  1, CF:0.0833979, Len:  1, Fitness_tra: 0
Rule 29: 050000d050000cc0e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00008b004200000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 215c21154511527185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000d00000500000000, Class:  1, CF:0.189882, Len:  2, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00e000002000000002, Class:  1, CF:0.566729, Len:  3, Fitness_tra: 9
Rule 36: 1e652411991de11411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000000400040, Class:  1, CF:0.0893049, Len:  2, Fitness_tra: -5
Rule 39: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 3131443c3155111215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 6111111b331165111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3611123731e3321211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 331527676e16111127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0000c0000000000005, Class:  0, CF:0.896225, Len:  2, Fitness_tra: 0
Rule 46: 8111121d1511112451, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 47: 21182415111c112215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 155cc181811c8c2122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1812171dc1411114d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 2d522215411c515853, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000000200000, Class:  1, CF:0.0502387, Len:  1, Fitness_tra: -1
Rule 53: 571241111244122211, Class:  1, CF:0.104102, Len: 18, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1192411d4912d12185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000c00000059, Class:  1, CF:0.197856, Len:  3, Fitness_tra: -1
Rule 65: 3361c2e116113c2511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 215c1b1911115112c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000000000040708, Class:  1, CF:0.0392707, Len:  3, Fitness_tra: 0
Rule 69: 825121131814242261, Class:  0, CF:0.577087, Len: 18, Fitness_tra: 0
Rule 70: 00000c005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1e1811921153941519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000c0000000000003, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 73: 3335cc129613141555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 181814134217212113, Class:  0, CF:0.906853, Len: 18, Fitness_tra: 0
Rule 75: 050000000500000700, Class:  1, CF:0.135409, Len:  3, Fitness_tra: 0
Rule 76: 5152425d2522171113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1212441911b2271133, Class:  0, CF:0.272198, Len: 18, Fitness_tra: 0
Rule 78: 148122111121141291, Class:  0, CF:0.817952, Len: 18, Fitness_tra: 0
Rule 79: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 58182755cc85c111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000020080002, Class:  0, CF:0.992, Len:  3, Fitness_tra: 0
Rule 84: 1282171e1872121133, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 85: 00a070003000000000, Class:  1, CF:0.249046, Len:  3, Fitness_tra: -1
Rule 86: 500040000000000002, Class:  1, CF:0.603967, Len:  3, Fitness_tra: -1
Rule 87: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1d511ccd2142d21211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000005000000000, Class:  1, CF:0.0833979, Len:  0, Fitness_tra: 0
Rule 91: c0070005400152c160, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 03612000133b00c187, Class:  0, CF:0.498799, Len: 12, Fitness_tra: 0
Rule 93: 100000104207200000, Class:  0, CF:0.00898791, Len:  6, Fitness_tra: 0
Rule 94: 210101094dc1580001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 108cc2e111211c2192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1202041900b0201033, Class:  0, CF:0.459745, Len: 11, Fitness_tra: 0
Rule 98: 000107001000000007, Class:  0, CF:0.22474, Len:  4, Fitness_tra: 2
Rule 99: 33600017833a30c107, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00000000e0a0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:29.0407
------Result------
Miss_rate(tra)	:29.0407
Miss_rate(tst)	:30.5882
ARL				:6.94872

------Generation 1------
Rule  1: 0c0000000000000000, Class:  0, CF:0.242974, Len:  1, Fitness_tra: 189
Rule  2: 000000000b00000000, Class:  0, CF:0.0953115, Len:  1, Fitness_tra: 48
Rule  3: 0c00b0000000000000, Class:  0, CF:0.258308, Len:  2, Fitness_tra: 21
Rule  4: 0000000000b0000400, Class:  0, CF:0.136852, Len:  2, Fitness_tra: 20
Rule  5: 00000000e000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 14
Rule  6: 00e000002000000002, Class:  1, CF:0.566729, Len:  3, Fitness_tra: 0
Rule  7: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 6
Rule  8: 00000000000000e000, Class:  1, CF:0.654021, Len:  1, Fitness_tra: 3
Rule  9: c0000000000000c060, Class:  0, CF:0.547922, Len:  3, Fitness_tra: 2
Rule 10: 000107001000000007, Class:  0, CF:0.22474, Len:  4, Fitness_tra: 1
Rule 11: d11517d88d15541811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 33612717133638c187, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 020000000000000000, Class:  1, CF:0.0381691, Len:  1, Fitness_tra: -1
Rule 15: 15d11185211c5c1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: d111122d2cc1211113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 515c4225c5c41c1785, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 00000000e0a0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 28222225121c8c4541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 555211c54827241193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 118114417272272151, Class:  0, CF:0.286376, Len: 18, Fitness_tra: 0
Rule 23: 93f2216b1e13a111c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1185212111c2422de1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2221212942c1584111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 111514121133311121, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 27: 000000005000000000, Class:  1, CF:0.0833979, Len:  1, Fitness_tra: 0
Rule 28: 050000d050000cc0e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00008b004200000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 215c21154511527185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000d00000500000000, Class:  1, CF:0.189882, Len:  2, Fitness_tra: 0
Rule 32: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1511b2cd4118d81281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1e652411991de11411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3131443c3155111215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 6111111b331165111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 3611123731e3321211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 331527676e16111127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000c0000000000005, Class:  0, CF:0.896225, Len:  2, Fitness_tra: 0
Rule 44: 8111121d1511112451, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 45: 21182415111c112215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 155cc181811c8c2122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1812171dc1411114d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 2d522215411c515853, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 33600017833a30c107, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 571241111244122211, Class:  1, CF:0.104102, Len: 18, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1192411d4912d12185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 3361c2e116113c2511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 215c1b1911115112c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000000040708, Class:  1, CF:0.0392707, Len:  3, Fitness_tra: 0
Rule 66: 825121131814242261, Class:  0, CF:0.577087, Len: 18, Fitness_tra: 0
Rule 67: 00000c005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1e1811921153941519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000c0000000000003, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 70: 3335cc129613141555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 181814134217212113, Class:  0, CF:0.906853, Len: 18, Fitness_tra: 0
Rule 72: 050000000500000700, Class:  1, CF:0.135409, Len:  3, Fitness_tra: 0
Rule 73: 5152425d2522171113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1212441911b2271133, Class:  0, CF:0.272198, Len: 18, Fitness_tra: 0
Rule 75: 148122111121141291, Class:  0, CF:0.817952, Len: 18, Fitness_tra: 0
Rule 76: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 58182755cc85c111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000020080002, Class:  0, CF:0.992, Len:  3, Fitness_tra: 0
Rule 81: 31114b32191e182521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000005000000000, Class:  1, CF:0.0833979, Len:  0, Fitness_tra: 0
Rule 83: d000000b000000c000, Class:  1, CF:0.499913, Len:  3, Fitness_tra: -5
Rule 84: 0000080be00e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00e000000000000000, Class:  1, CF:0.449556, Len:  1, Fitness_tra: -13
Rule 86: 000c70000000000000, Class:  1, CF:0.245319, Len:  2, Fitness_tra: -30
Rule 87: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: d00080e00300000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 04000052005000000d, Class:  1, CF:0.686806, Len:  5, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0192011d0010000086, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b700000000a0000300, Class:  0, CF:0.3703, Len:  4, Fitness_tra: 24
Rule 93: 050000000500000c00, Class:  1, CF:0.164486, Len:  3, Fitness_tra: 0
Rule 94: 330000670e1c111107, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 331527676e16111127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3300c2e10600302511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 311527688e16141127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000200004407000000, Class:  1, CF:0.215617, Len:  4, Fitness_tra: 0
Rule 99: 000d00000b00000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule100: 00e004002000000708, Class:  1, CF:0.605872, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:31.6689
------Result------
Miss_rate(tra)	:31.6689
Miss_rate(tst)	:25.8824
ARL				:6.30556

------Generation 2------
Rule  1: 0c0000000000000000, Class:  0, CF:0.242974, Len:  1, Fitness_tra: 189
Rule  2: 000000000b00000000, Class:  0, CF:0.0953115, Len:  1, Fitness_tra: 48
Rule  3: 0c00b0000000000000, Class:  0, CF:0.258308, Len:  2, Fitness_tra: 21
Rule  4: 0000000000b0000400, Class:  0, CF:0.136852, Len:  2, Fitness_tra: 20
