------Generation 0------
Rule  1: d00b00000000000007, Class:  0, CF:0.0295781, Len:  3, Fitness_tra: 0
Rule 24: 030000000000000000, Class:  1, CF:0.0341874, Len:  1, Fitness_tra: 0
Rule 25: 60000c003000000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 27: 5212241518821122e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 29: 00000c003000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 31: 0d20c0000000d00005, Class:  1, CF:0.800789, Len:  5, Fitness_tra: 0
Rule 32: 585472732117c82482, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 34: 000070005000005000, Class:  1, CF:0.858488, Len:  3, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 36: 12112b812111222131, Class:  1, CF:0.215379, Len: 18, Fitness_tra: 0
Rule 37: 895c222585c2d4181d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: e00000000000000000, Class:  1, CF:0.804703, Len:  1, Fitness_tra: 7
Rule 39: 21821181c8c2551222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2d222211c28118b142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 002000000000000000, Class:  1, CF:0.100444, Len:  1, Fitness_tra: 0
Rule 42: 15dc412dc1c1112113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11124c858582dc222d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 45: 51d822218252221211, Class:  0, CF:0.599391, Len: 18, Fitness_tra: 0
Rule 46: 811133112511111181, Class:  0, CF:0.293498, Len: 18, Fitness_tra: 0
Rule 47: 28511411218814211e, Class:  1, CF:0.846592, Len: 18, Fitness_tra: 0
Rule 48: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 6
Rule 49: 2c814713414bc21151, Class:  0, CF:0.539751, Len: 18, Fitness_tra: 0
Rule 50: 005000000000000030, Class:  1, CF:0.0492947, Len:  2, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 54: 0700000004b040e000, Class:  0, CF:0.790991, Len:  5, Fitness_tra: 1
Rule 55: 515121111c11114135, Class:  1, CF:0.874794, Len: 18, Fitness_tra: 0
Rule 56: c0000000000000c060, Class:  0, CF:0.535486, Len:  3, Fitness_tra: 0
Rule 57: 0000000e0000000000, Class:  0, CF:0.0868529, Len:  1, Fitness_tra: 2
Rule 58: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 59: 25dc11112c2c111215, Class:  1, CF:0.625315, Len: 18, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 62: 825c24151112172416, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000080080000030, Class:  0, CF:0.972241, Len:  3, Fitness_tra: 0
Rule 64: cd8172212112d84112, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 65: 3138741719e3181124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 572124497211122155, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: 00e080004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000b000e00e000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 69: 00e000000000000000, Class:  1, CF:0.444468, Len:  1, Fitness_tra: -3
Rule 70: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 71: 121147cd8512181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000000000000006, Class:  0, CF:0.400954, Len:  1, Fitness_tra: 97
Rule 73: 00000000008c000000, Class:  1, CF:0.392529, Len:  2, Fitness_tra: -5
Rule 74: 851224c14842122113, Class:  0, CF:0.89006, Len: 18, Fitness_tra: 0
Rule 75: 000c00000000000000, Class:  1, CF:0.283967, Len:  1, Fitness_tra: -40
Rule 76: 191c1255c1c81228c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: c1521725c5c4184214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: d00080000000400000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 5814111545c212182d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 82: 60000000000000000e, Class:  0, CF:0.924557, Len:  2, Fitness_tra: 2
Rule 83: 15d41181258c184812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 85: 1292144d21c4214113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 87: 0000000000b0000000, Class:  0, CF:0.172195, Len:  1, Fitness_tra: 82
Rule 88: 258c1b191111822112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 5227b7194517821127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1181127e7124142151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: e16521321351941311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 052000000800000200, Class:  1, CF:0.35004, Len:  4, Fitness_tra: 0
Rule 93: 0c00b0000000000000, Class:  0, CF:0.263724, Len:  2, Fitness_tra: 13
Rule 94: 5511442321c4844211, Class:  1, CF:0.32932, Len: 18, Fitness_tra: 0
Rule 95: 11221481111c1712ee, Class:  0, CF:0.559846, Len: 18, Fitness_tra: 0
Rule 96: 121124215121141111, Class:  1, CF:0.0115723, Len: 18, Fitness_tra: 0
Rule 97: 231c2c11432282c525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1814444321471752d5, Class:  0, CF:0.019362, Len: 18, Fitness_tra: 0
Rule 99: 5d2211c31184121144, Class:  1, CF:0.445916, Len: 18, Fitness_tra: 0
Rule100: 00000b000000000000, Class:  1, CF:0.0778403, Len:  1, Fitness_tra: 0
------Current------
Miss_rate(tra)	:32.8084
------Result------
Miss_rate(tra)	:32.8084
Miss_rate(tst)	:35.7143
ARL				:5.75714

------Generation 0------
Rule  1: 0c0000000000000000, Class:  0, CF:0.251639, Len:  1, Fitness_tra: 98
Rule  2: 000000000000000006, Class:  0, CF:0.400954, Len:  1, Fitness_tra: 89
Rule  3: 0000000000b0000000, Class:  0, CF:0.172195, Len:  1, Fitness_tra: 96
Rule  4: 0c00b0000000000000, Class:  0, CF:0.263724, Len:  2, Fitness_tra: 14
Rule  5: e00000000000000000, Class:  1, CF:0.804703, Len:  1, Fitness_tra: 18
Rule  6: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 6
Rule  7: 0000000e0000000000, Class:  0, CF:0.0868529, Len:  1, Fitness_tra: 4
Rule  8: 60000000000000000e, Class:  0, CF:0.924557, Len:  2, Fitness_tra: 2
Rule  9: 0700000004b040e000, Class:  0, CF:0.790991, Len:  5, Fitness_tra: 1
Rule 10: 0000b000e00e000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 11: d00b00000000000007, Class:  0, CF:0.0295781, Len:  3, Fitness_tra: 0
Rule 12: 8000007e007b000700, Class:  0, CF:0.893239, Len:  6, Fitness_tra: 0
Rule 13: 11312211c1211112d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 15: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 16: 2d1111c54111811111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 17: 3e15481111d5111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: c55133151151111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 815b47c5451c182222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 00000b000000000000, Class:  1, CF:0.0778403, Len:  1, Fitness_tra: 0
Rule 21: 153111111115122555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 002000000000000000, Class:  1, CF:0.100444, Len:  1, Fitness_tra: -29
Rule 23: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 24: 030000000000000000, Class:  1, CF:0.0341874, Len:  1, Fitness_tra: 0
Rule 25: 60000c003000000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 27: 5212241518821122e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 29: 00000c003000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 31: 0d20c0000000d00005, Class:  1, CF:0.800789, Len:  5, Fitness_tra: 0
Rule 32: 585472732117c82482, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 34: 000070005000005000, Class:  1, CF:0.858488, Len:  3, Fitness_tra: 1
Rule 35: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 36: 12112b812111222131, Class:  1, CF:0.215379, Len: 18, Fitness_tra: 0
Rule 37: 895c222585c2d4181d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 5d2211c31184121144, Class:  1, CF:0.445916, Len: 18, Fitness_tra: 0
Rule 39: 21821181c8c2551222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2d222211c28118b142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 002000000000000000, Class:  1, CF:0.100444, Len:  1, Fitness_tra: 0
Rule 42: 15dc412dc1c1112113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11124c858582dc222d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 45: 51d822218252221211, Class:  0, CF:0.599391, Len: 18, Fitness_tra: 0
Rule 46: 811133112511111181, Class:  0, CF:0.293498, Len: 18, Fitness_tra: 0
Rule 47: 28511411218814211e, Class:  1, CF:0.846592, Len: 18, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 49: 2c814713414bc21151, Class:  0, CF:0.539751, Len: 18, Fitness_tra: 0
Rule 50: 005000000000000030, Class:  1, CF:0.0492947, Len:  2, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 55: 515121111c11114135, Class:  1, CF:0.874794, Len: 18, Fitness_tra: 0
Rule 56: c0000000000000c060, Class:  0, CF:0.535486, Len:  3, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 59: 25dc11112c2c111215, Class:  1, CF:0.625315, Len: 18, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 62: 825c24151112172416, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000080080000030, Class:  0, CF:0.972241, Len:  3, Fitness_tra: 0
Rule 64: cd8172212112d84112, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 65: 3138741719e3181124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 572124497211122155, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: 00e080004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000900000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 70: 121147cd8512181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1214b4252844182121, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 72: 851224c14842122113, Class:  0, CF:0.89006, Len: 18, Fitness_tra: 0
Rule 73: 191c1255c1c81228c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: c1521725c5c4184214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: d00080000000400000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 5814111545c212182d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 79: 48844723151c221812, Class:  1, CF:0.453613, Len: 18, Fitness_tra: 0
Rule 80: 15d41181258c184812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000020, Class:  1, CF:0.045984, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 83: 000080000000000000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 85: 070000004044b00000, Class:  1, CF:0.173438, Len:  5, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 87: 000080000000000000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 89: 000000005000000900, Class:  1, CF:0.392151, Len:  2, Fitness_tra: 0
Rule 90: 31652ba41e36111114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 92: c00900000930000060, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: c16107050821d00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: c85117131871115cd2, Class:  1, CF:0.612026, Len: 18, Fitness_tra: 0
Rule 95: 000000000000000020, Class:  1, CF:0.045984, Len:  0, Fitness_tra: 0
Rule 96: 000000000009000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 18
Rule 97: 51d820040202201010, Class:  1, CF:0.485405, Len: 11, Fitness_tra: 0
Rule 98: 11221481111c1712ee, Class:  0, CF:0.559846, Len: 18, Fitness_tra: 0
Rule 99: 0c0000000000007000, Class:  0, CF:0.317923, Len:  2, Fitness_tra: 32
Rule100: 120000052844100e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:27.0341
------Result------
Miss_rate(tra)	:27.0341
Miss_rate(tst)	:23.8095
ARL				:5.60938

------Generation 1------
Rule  1: 0c0000000000000000, Class:  0, CF:0.251639, Len:  1, Fitness_tra: 97
Rule  2: 0000000000b0000000, Class:  0, CF:0.172195, Len:  1, Fitness_tra: 79
Rule  3: 000000000000000006, Class:  0, CF:0.400954, Len:  1, Fitness_tra: 87
Rule  4: 0c0000000000007000, Class:  0, CF:0.317923, Len:  2, Fitness_tra: 29
Rule  5: e00000000000000000, Class:  1, CF:0.804703, Len:  1, Fitness_tra: 16
Rule  6: 000000000009000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 18
Rule  7: 0c00b0000000000000, Class:  0, CF:0.263724, Len:  2, Fitness_tra: 14
Rule  8: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 6
Rule  9: 0000000e0000000000, Class:  0, CF:0.0868529, Len:  1, Fitness_tra: 5
Rule 10: 60000000000000000e, Class:  0, CF:0.924557, Len:  2, Fitness_tra: 2
Rule 11: 0700000004b040e000, Class:  0, CF:0.790991, Len:  5, Fitness_tra: 1
Rule 12: 000070005000005000, Class:  1, CF:0.858488, Len:  3, Fitness_tra: 1
Rule 13: d00b00000000000007, Class:  0, CF:0.0295781, Len:  3, Fitness_tra: 0
Rule 14: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 15: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 16: 2d1111c54111811111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 17: 3e15481111d5111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: c55133151151111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 815b47c5451c182222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 00000b000000000000, Class:  1, CF:0.0778403, Len:  1, Fitness_tra: 0
Rule 21: 153111111115122555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 120000052844100e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 24: 030000000000000000, Class:  1, CF:0.0341874, Len:  1, Fitness_tra: 0
Rule 25: 60000c003000000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 27: 5212241518821122e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 29: 00000c003000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 31: 0d20c0000000d00005, Class:  1, CF:0.800789, Len:  5, Fitness_tra: 0
Rule 32: 585472732117c82482, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 34: 8000007e007b000700, Class:  0, CF:0.893239, Len:  6, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 36: 12112b812111222131, Class:  1, CF:0.215379, Len: 18, Fitness_tra: 0
Rule 37: 895c222585c2d4181d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 5d2211c31184121144, Class:  1, CF:0.445916, Len: 18, Fitness_tra: 0
Rule 39: 21821181c8c2551222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2d222211c28118b142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 002000000000000000, Class:  1, CF:0.100444, Len:  1, Fitness_tra: -23
Rule 42: 15dc412dc1c1112113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11124c858582dc222d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 45: 51d822218252221211, Class:  0, CF:0.599391, Len: 18, Fitness_tra: 0
Rule 46: 811133112511111181, Class:  0, CF:0.293498, Len: 18, Fitness_tra: 0
Rule 47: 28511411218814211e, Class:  1, CF:0.846592, Len: 18, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 49: 2c814713414bc21151, Class:  0, CF:0.539751, Len: 18, Fitness_tra: 0
Rule 50: 005000000000000030, Class:  1, CF:0.0492947, Len:  2, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 55: 515121111c11114135, Class:  1, CF:0.874794, Len: 18, Fitness_tra: 0
Rule 56: c0000000000000c060, Class:  0, CF:0.535486, Len:  3, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 59: 25dc11112c2c111215, Class:  1, CF:0.625315, Len: 18, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 62: 825c24151112172416, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000080080000030, Class:  0, CF:0.972241, Len:  3, Fitness_tra: 0
Rule 64: cd8172212112d84112, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 65: 3138741719e3181124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 572124497211122155, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: 00e080004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000900000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 70: 121147cd8512181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1214b4252844182121, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 72: 851224c14842122113, Class:  0, CF:0.89006, Len: 18, Fitness_tra: 0
Rule 73: 191c1255c1c81228c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: c1521725c5c4184214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: d00080000000400000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 5814111545c212182d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 79: 48844723151c221812, Class:  1, CF:0.453613, Len: 18, Fitness_tra: 0
Rule 80: 15d41181258c184812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 82: 00900b000d00500092, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 85: 0000080be00e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00f000000090000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 913122d1155d5151d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000800, Class:  1, CF:0.283971, Len:  1, Fitness_tra: -26
Rule 89: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 91: c00100001054001404, Class:  0, CF:0.420042, Len:  8, Fitness_tra: 0
Rule 92: d214b4252844142121, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 93: 811133212511d81112, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 94: 000070000000000000, Class:  0, CF:0.00138109, Len:  1, Fitness_tra: 0
Rule 95: 00100b0000b0000000, Class:  0, CF:0.262024, Len:  3, Fitness_tra: 0
Rule 96: 05d0cc00200c110015, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 5000641502821002e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2d222011c2811b0000, Class:  1, CF:0.473123, Len: 13, Fitness_tra: 0
