------Generation 0------
Rule  1: 335b, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Miss_rate(tst)	:18.4
ARL				:3.15116

------Generation 1------
Rule  1: 0230, Class:  0, CF:0.759197, Len:  2, Fitness_tra: 24
Rule  2: 0320, Class:  2, CF:0.699174, Len:  2, Fitness_tra: 26
Rule  3: 0006, Class:  0, CF:0.464286, Len:  1, Fitness_tra: 20
Rule  4: 5060, Class:  0, CF:0.875, Len:  2, Fitness_tra: 16
Rule  5: 0050, Class:  2, CF:0.404844, Len:  1, Fitness_tra: 10
Rule  6: 5540, Class:  0, CF:0.940828, Len:  3, Fitness_tra: 17
Rule  7: 0403, Class:  0, CF:0.550847, Len:  2, Fitness_tra: 2
Rule  8: 3040, Class:  2, CF:0.51417, Len:  2, Fitness_tra: 11
Rule  9: 020b, Class:  0, CF:0.471154, Len:  2, Fitness_tra: 11
Rule 10: 0304, Class:  2, CF:0.578059, Len:  2, Fitness_tra: 16
Rule 11: 6000, Class:  2, CF:0.430353, Len:  1, Fitness_tra: 11
Rule 12: 3025, Class:  2, CF:0.982196, Len:  3, Fitness_tra: 9
Rule 13: 0340, Class:  2, CF:0.560166, Len:  2, Fitness_tra: 10
Rule 14: 0005, Class:  2, CF:0.337838, Len:  1, Fitness_tra: 7
Rule 15: 3054, Class:  2, CF:0.941606, Len:  3, Fitness_tra: 7
Rule 16: 6300, Class:  2, CF:0.799308, Len:  2, Fitness_tra: 7
Rule 17: 5507, Class:  0, CF:  1, Len:  3, Fitness_tra: 7
Rule 18: 3004, Class:  2, CF:0.553648, Len:  2, Fitness_tra: 9
Rule 19: 5000, Class:  0, CF:0.385621, Len:  1, Fitness_tra: 4
Rule 20: 0266, Class:  0, CF:0.977549, Len:  3, Fitness_tra: 6
Rule 21: 0409, Class:  2, CF:0.383529, Len:  2, Fitness_tra: 7
Rule 22: 29c1, Class:  0, CF:0.963783, Len:  4, Fitness_tra: 5
Rule 23: 5560, Class:  0, CF:  1, Len:  3, Fitness_tra: 5
Rule 24: 2411, Class:  0, CF:0.822026, Len:  4, Fitness_tra: 2
Rule 25: 3024, Class:  2, CF:0.862661, Len:  3, Fitness_tra: 4
Rule 26: 0534, Class:  0, CF:0.851351, Len:  3, Fitness_tra: 5
Rule 27: 0255, Class:  2, CF:0.776504, Len:  3, Fitness_tra: 5
Rule 28: 2055, Class:  2, CF:0.766382, Len:  3, Fitness_tra: 5
Rule 29: 1122, Class:  2, CF:0.917036, Len:  4, Fitness_tra: 4
Rule 30: 1619, Class:  2, CF:0.955832, Len:  4, Fitness_tra: 3
Rule 31: 1503, Class:  0, CF:0.632432, Len:  3, Fitness_tra: 3
Rule 32: 0256, Class:  0, CF:0.492424, Len:  3, Fitness_tra: 3
Rule 33: 6c50, Class:  2, CF:0.886792, Len:  3, Fitness_tra: 3
Rule 34: 4232, Class:  0, CF:0.781053, Len:  4, Fitness_tra: 3
Rule 35: 3640, Class:  2, CF:0.906383, Len:  3, Fitness_tra: 3
Rule 36: 9505, Class:  0, CF:0.671958, Len:  3, Fitness_tra: 2
Rule 37: 2211, Class:  0, CF:0.917322, Len:  4, Fitness_tra: 2
Rule 38: 4211, Class:  0, CF:0.828236, Len:  4, Fitness_tra: 1
Rule 39: 1115, Class:  2, CF:0.690362, Len:  4, Fitness_tra: 1
Rule 40: 3304, Class:  2, CF:0.926471, Len:  3, Fitness_tra: 1
Rule 41: 0405, Class:  2, CF:0.364706, Len:  2, Fitness_tra: 1
Rule 42: 9215, Class:  0, CF:0.760409, Len:  4, Fitness_tra: 1
Rule 43: 4256, Class:  0, CF:0.720812, Len:  4, Fitness_tra: 1
Rule 44: 4069, Class:  0, CF:0.393939, Len:  3, Fitness_tra: 0
Rule 45: 1351, Class:  2, CF:0.847938, Len:  4, Fitness_tra: 1
Rule 46: 5213, Class:  0, CF:0.997555, Len:  4, Fitness_tra: 1
Rule 47: 3151, Class:  2, CF:0.838356, Len:  4, Fitness_tra: 1
Rule 48: 9511, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 49: 1112, Class:  2, CF:0.543846, Len:  4, Fitness_tra: 0
Rule 50: 5111, Class:  0, CF:0.697774, Len:  4, Fitness_tra: 0
Rule 51: 351f, Class:  0, CF:0.95, Len:  4, Fitness_tra: 1
Rule 52: 335b, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule 53: 6007, Class:  2, CF:0.483607, Len:  2, Fitness_tra: 0
Rule 54: 2231, Class:  0, CF:0.985838, Len:  4, Fitness_tra: 0
Rule 55: 5123, Class:  0, CF:0.272997, Len:  4, Fitness_tra: 0
Rule 56: b153, Class:  2, CF:0.418605, Len:  4, Fitness_tra: 0
Rule 57: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1251, Class:  2, CF:0.0328552, Len:  4, Fitness_tra: 0
Rule 59: 1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2405, Class:  2, CF:0.0810811, Len:  3, Fitness_tra: 0
Rule 61: 1111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 4400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1136, Class:  0, CF:0.320151, Len:  4, Fitness_tra: 0
Rule 65: 1253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1127, Class:  2, CF:0.757143, Len:  4, Fitness_tra: 0
Rule 67: 1593, Class:  0, CF:0.03125, Len:  4, Fitness_tra: 0
Rule 68: 1261, Class:  0, CF:0.790882, Len:  4, Fitness_tra: 0
Rule 69: 2050, Class:  2, CF:0.166667, Len:  2, Fitness_tra: 0
Rule 70: 1111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 54c0, Class:  0, CF:0.416667, Len:  3, Fitness_tra: 0
Rule 72: 5300, Class:  2, CF:-2.77556e-17, Len:  2, Fitness_tra: 0
Rule 73: 3141, Class:  2, CF:0.496063, Len:  4, Fitness_tra: 0
Rule 74: 5312, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 3311, Class:  2, CF:0.301449, Len:  4, Fitness_tra: 0
Rule 76: 3131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3541, Class:  0, CF:0.176101, Len:  4, Fitness_tra: 0
Rule 78: 11a3, Class:  0, CF:0.333333, Len:  4, Fitness_tra: 0
Rule 79: 1141, Class:  2, CF:0.263376, Len:  4, Fitness_tra: 0
Rule 80: 3312, Class:  2, CF:0.94362, Len:  4, Fitness_tra: 0
Rule 81: 5202, Class:  0, CF:0.508828, Len:  3, Fitness_tra: 0
Rule 82: 0006, Class:  0, CF:0.464286, Len:  0, Fitness_tra: 0
Rule 83: 6000, Class:  2, CF:0.430353, Len:  0, Fitness_tra: 0
Rule 84: 6652, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 85: 4050, Class:  2, CF:0.478992, Len:  2, Fitness_tra: 9
Rule 86: 0030, Class:  0, CF:0.458333, Len:  1, Fitness_tra: -4
Rule 87: 0430, Class:  0, CF:0.586207, Len:  2, Fitness_tra: 11
Rule 88: 0406, Class:  0, CF:0.617347, Len:  2, Fitness_tra: 14
Rule 89: 0004, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 9571, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 92: 3010, Class:  2, CF:0.101201, Len:  2, Fitness_tra: 0
Rule 93: 6076, Class:  0, CF:0.125227, Len:  3, Fitness_tra: 0
Rule 94: c111, Class:  0, CF:0.0740157, Len:  4, Fitness_tra: 0
Rule 95: 3a44, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule 96: 2215, Class:  0, CF:0.535131, Len:  4, Fitness_tra: 0
Rule 97: bd24, Class:  2, CF:0.55, Len:  4, Fitness_tra: 3
Rule 98: 530a, Class:  0, CF:0.692308, Len:  3, Fitness_tra: 3
Rule 99: 3066, Class:  0, CF:0.537459, Len:  3, Fitness_tra: 1
Rule100: 73b1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:15.6
------Result------
Miss_rate(tra)	:15.6
Miss_rate(tst)	:17.6
ARL				:3.0814

------Generation 2------
Rule  1: 0320, Class:  2, CF:0.699174, Len:  2, Fitness_tra: 22
Rule  2: 0230, Class:  0, CF:0.759197, Len:  2, Fitness_tra: 24
Rule  3: 0006, Class:  0, CF:0.464286, Len:  1, Fitness_tra: 17
Rule  4: 5540, Class:  0, CF:0.940828, Len:  3, Fitness_tra: 7
Rule  5: 5060, Class:  0, CF:0.875, Len:  2, Fitness_tra: 16
Rule  6: 0304, Class:  2, CF:0.578059, Len:  2, Fitness_tra: 13
Rule  7: 0406, Class:  0, CF:0.617347, Len:  2, Fitness_tra: 14
Rule  8: 020b, Class:  0, CF:0.471154, Len:  2, Fitness_tra: 11
Rule  9: 3040, Class:  2, CF:0.51417, Len:  2, Fitness_tra: 8
Rule 10: 6000, Class:  2, CF:0.430353, Len:  1, Fitness_tra: 8
Rule 11: 0430, Class:  0, CF:0.586207, Len:  2, Fitness_tra: 11
Rule 12: 0050, Class:  2, CF:0.404844, Len:  1, Fitness_tra: 12
Rule 13: 0340, Class:  2, CF:0.560166, Len:  2, Fitness_tra: 9
Rule 14: 3025, Class:  2, CF:0.982196, Len:  3, Fitness_tra: 8
Rule 15: 3004, Class:  2, CF:0.553648, Len:  2, Fitness_tra: 9
Rule 16: 4050, Class:  2, CF:0.478992, Len:  2, Fitness_tra: 9
Rule 17: 0005, Class:  2, CF:0.337838, Len:  1, Fitness_tra: 4
Rule 18: 3054, Class:  2, CF:0.941606, Len:  3, Fitness_tra: 7
Rule 19: 5507, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule 20: 6300, Class:  2, CF:0.799308, Len:  2, Fitness_tra: 7
Rule 21: 0409, Class:  2, CF:0.383529, Len:  2, Fitness_tra: 7
Rule 22: 0266, Class:  0, CF:0.977549, Len:  3, Fitness_tra: 6
Rule 23: 5560, Class:  0, CF:  1, Len:  3, Fitness_tra: 5
Rule 24: 0534, Class:  0, CF:0.851351, Len:  3, Fitness_tra: 5
Rule 25: 0255, Class:  2, CF:0.776504, Len:  3, Fitness_tra: 5
Rule 26: 2055, Class:  2, CF:0.766382, Len:  3, Fitness_tra: 5
Rule 27: 29c1, Class:  0, CF:0.963783, Len:  4, Fitness_tra: 5
Rule 28: 5000, Class:  0, CF:0.385621, Len:  1, Fitness_tra: 3
Rule 29: 1122, Class:  2, CF:0.917036, Len:  4, Fitness_tra: 3
Rule 30: 3024, Class:  2, CF:0.862661, Len:  3, Fitness_tra: 4
Rule 31: 1619, Class:  2, CF:0.955832, Len:  4, Fitness_tra: 2
Rule 32: 0256, Class:  0, CF:0.492424, Len:  3, Fitness_tra: 2
Rule 33: 6c50, Class:  2, CF:0.886792, Len:  3, Fitness_tra: 3
Rule 34: 4232, Class:  0, CF:0.781053, Len:  4, Fitness_tra: 1
Rule 35: 3640, Class:  2, CF:0.906383, Len:  3, Fitness_tra: 3
Rule 36: 530a, Class:  0, CF:0.692308, Len:  3, Fitness_tra: 3
