------Generation 0------
Rule  1: 000c00000600000000, Class:  1, CF:0.171838, Len:  2, Fitness_tra: 0
Rule 43: 000000003000000000, Class:  0, CF:0.236378, Len:  1, Fitness_tra: 64
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 91611291d9531c1113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0000000cd60d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1d12215c558d911113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: c3d11281c9c8d44181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 7000000000000000b0, Class:  0, CF:0.269369, Len:  2, Fitness_tra: 32
Rule 51: 31a5419c51dd916231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2112c4c1138158c525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000003, Class:  0, CF:0.41639, Len:  1, Fitness_tra: 92
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: c884724dc5c2188277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 8111241dc5c18c11c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000050, Class:  0, CF:0.134791, Len:  1, Fitness_tra: -1
Rule 59: 0030b0000008000c0d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: cd5111811154112211, Class:  0, CF:0.575951, Len: 18, Fitness_tra: 0
Rule 61: 54914b821281121151, Class:  1, CF:0.193074, Len: 18, Fitness_tra: 0
Rule 62: 000d0000000000c000, Class:  0, CF:0.24622, Len:  2, Fitness_tra: 0
Rule 63: 12541741224b1c1211, Class:  0, CF:0.987852, Len: 18, Fitness_tra: 0
Rule 64: e36d28919e5131115e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1111171c8515142159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000000000000d00, Class:  1, CF:0.336247, Len:  1, Fitness_tra: 20
Rule 67: d00070000c00000000, Class:  1, CF:0.484289, Len:  3, Fitness_tra: 7
Rule 68: 000000060000000000, Class:  1, CF:0.236579, Len:  1, Fitness_tra: 0
Rule 69: 151244c38882512822, Class:  1, CF:0.424006, Len: 18, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 88921b851c212125dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 321811118251122239, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 9915c21495113c1181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 12c442451241814224, Class:  0, CF:0.386447, Len: 18, Fitness_tra: 0
Rule 75: 51321451dd55112351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3e351194335194bc85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1111421972111c1211, Class:  0, CF:0.609723, Len: 18, Fitness_tra: 0
Rule 78: 2d1111852181112811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 15312c2d11841111d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 151d149495115c1c55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 900000000000000800, Class:  1, CF:0.707501, Len:  2, Fitness_tra: 12
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 2d2211c11184121222, Class:  1, CF:0.450386, Len: 18, Fitness_tra: 0
Rule 84: 36e82134d319e21253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 9638741b3e11181212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: c74b44137472251117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 50270040000005000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: e1382c511951ec141d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1111111d21c11212d1, Class:  1, CF:0.983043, Len: 18, Fitness_tra: 0
Rule 92: 9361c291515534118d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 8c1872282228272539, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 94: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000400000b7b000000, Class:  1, CF:0.107912, Len:  4, Fitness_tra: 0
Rule 96: d00000000090d00000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 97: 15f12c31d351122551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11521111c21c1b2d33, Class:  0, CF:0.99918, Len: 18, Fitness_tra: 0
Rule 99: 0000000000000000b0, Class:  0, CF:0.132582, Len:  1, Fitness_tra: 0
Rule100: 000000005000000000, Class:  1, CF:0.0933255, Len:  1, Fitness_tra: 0
------Current------
Miss_rate(tra)	:39.9293
------Result------
Miss_rate(tra)	:39.9293
Miss_rate(tst)	:28.5714
ARL				:6.5

------Generation 0------
Rule  1: 000c00000600000000, Class:  1, CF:0.171838, Len:  2, Fitness_tra: 0
Rule  2: 000000000008000000, Class:  1, CF:0.327209, Len:  1, Fitness_tra: 104
Rule  3: 000000000008000000, Class:  1, CF:0.327209, Len:  1, Fitness_tra: 0
Rule  4: 000070000000d70000, Class:  1, CF:0.258721, Len:  3, Fitness_tra: 0
Rule  5: 121477151c241c1121, Class:  0, CF:0.985774, Len: 18, Fitness_tra: 0
Rule  6: 000000500008000000, Class:  1, CF:0.246523, Len:  2, Fitness_tra: 0
Rule  7: 9ead22143e531c1581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 511c121d41c1212281, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 11: 812c118d211154c2d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: e11812313311e15111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 00a08000000000c500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 3911c4d85151511111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0b0000000000700000, Class:  0, CF:0.048987, Len:  2, Fitness_tra: 0
Rule 16: 03000c005940080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000c00004000000800, Class:  1, CF:0.463844, Len:  3, Fitness_tra: 18
Rule 18: 90304c0050000b000a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 28c7441512c11211c4, Class:  1, CF:0.65091, Len: 18, Fitness_tra: 0
Rule 20: 000000000000000080, Class:  1, CF:0.107988, Len:  1, Fitness_tra: 6
Rule 21: 15e54c558181521111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d00080000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51111223122257c719, Class:  1, CF:0.943602, Len: 18, Fitness_tra: 0
Rule 24: 188442151814182111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 0900000000000c0d00, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 26: 1187218dc5c4d81422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 115c44cd4521521159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000c005040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 002000000000000000, Class:  1, CF:0.106603, Len:  1, Fitness_tra: 7
Rule 30: 780000000000000000, Class:  0, CF:0.287192, Len:  2, Fitness_tra: -13
Rule 31: 193121e45e531453d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: c81c1b251821121485, Class:  1, CF:0.493613, Len: 18, Fitness_tra: 0
Rule 33: 12214423b124111211, Class:  1, CF:0.259545, Len: 18, Fitness_tra: 0
Rule 34: 000000002000000000, Class:  1, CF:0.160646, Len:  1, Fitness_tra: 0
Rule 35: 596142325e8d12921d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 111c2121112c582722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1c95248558c2121533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3ea1223c1519311389, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000ceb00bb00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: e11571341511541551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1a32b71b31e3182181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000003000000000, Class:  0, CF:0.236378, Len:  1, Fitness_tra: 64
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 91611291d9531c1113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0000000cd60d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1d12215c558d911113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: c3d11281c9c8d44181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 7000000000000000b0, Class:  0, CF:0.269369, Len:  2, Fitness_tra: 32
Rule 51: 31a5419c51dd916231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2112c4c1138158c525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000003, Class:  0, CF:0.41639, Len:  1, Fitness_tra: 92
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: c884724dc5c2188277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 8111241dc5c18c11c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000050, Class:  0, CF:0.134791, Len:  1, Fitness_tra: -1
Rule 59: 0030b0000008000c0d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: cd5111811154112211, Class:  0, CF:0.575951, Len: 18, Fitness_tra: 0
Rule 61: 54914b821281121151, Class:  1, CF:0.193074, Len: 18, Fitness_tra: 0
Rule 62: 000d0000000000c000, Class:  0, CF:0.24622, Len:  2, Fitness_tra: 0
Rule 63: 12541741224b1c1211, Class:  0, CF:0.987852, Len: 18, Fitness_tra: 0
Rule 64: e36d28919e5131115e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1111171c8515142159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000000000000d00, Class:  1, CF:0.336247, Len:  1, Fitness_tra: 20
Rule 67: d00070000c00000000, Class:  1, CF:0.484289, Len:  3, Fitness_tra: 7
Rule 68: 000000060000000000, Class:  1, CF:0.236579, Len:  1, Fitness_tra: 0
Rule 69: 151244c38882512822, Class:  1, CF:0.424006, Len: 18, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 88921b851c212125dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 321811118251122239, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 9915c21495113c1181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 12c442451241814224, Class:  0, CF:0.386447, Len: 18, Fitness_tra: 0
Rule 75: 51321451dd55112351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3e351194335194bc85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1111421972111c1211, Class:  0, CF:0.609723, Len: 18, Fitness_tra: 0
Rule 78: 2d1111852181112811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 15312c2d11841111d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 151d149495115c1c55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 900000000000000800, Class:  1, CF:0.707501, Len:  2, Fitness_tra: 12
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 2d2211c11184121222, Class:  1, CF:0.450386, Len: 18, Fitness_tra: 0
Rule 84: 36e82134d319e21253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 9638741b3e11181212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: c74b44137472251117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 50270040000005000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: e1382c511951ec141d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1111111d21c11212d1, Class:  1, CF:0.983043, Len: 18, Fitness_tra: 0
Rule 92: 9361c291515534118d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 8c1872282228272539, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 94: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000400000b7b000000, Class:  1, CF:0.107912, Len:  4, Fitness_tra: 0
Rule 96: d00000000090d00000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 97: 15f12c31d351122551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11521111c21c1b2d33, Class:  0, CF:0.99918, Len: 18, Fitness_tra: 0
Rule 99: 0000000000000000b0, Class:  0, CF:0.132582, Len:  1, Fitness_tra: 0
Rule100: 000000005000000000, Class:  1, CF:0.0933255, Len:  1, Fitness_tra: 0
------Current------
Miss_rate(tra)	:39.9293
------Result------
Miss_rate(tra)	:39.9293
Miss_rate(tst)	:28.5714
ARL				:6.5

------Generation 1------
Rule  1: 000c00000600000000, Class:  1, CF:0.171838, Len:  2, Fitness_tra: 0
Rule  2: 000000000008000000, Class:  1, CF:0.327209, Len:  1, Fitness_tra: 104
Rule  3: 000000000008000000, Class:  1, CF:0.327209, Len:  1, Fitness_tra: 0
Rule  4: 000070000000d70000, Class:  1, CF:0.258721, Len:  3, Fitness_tra: 0
Rule  5: 121477151c241c1121, Class:  0, CF:0.985774, Len: 18, Fitness_tra: 0
Rule  6: 000000500008000000, Class:  1, CF:0.246523, Len:  2, Fitness_tra: 0
Rule  7: 9ead22143e531c1581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 511c121d41c1212281, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 11: 812c118d211154c2d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: e11812313311e15111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 00a08000000000c500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 3911c4d85151511111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0b0000000000700000, Class:  0, CF:0.048987, Len:  2, Fitness_tra: 0
Rule 16: 03000c005940080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000c00004000000800, Class:  1, CF:0.463844, Len:  3, Fitness_tra: 18
Rule 18: 90304c0050000b000a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 28c7441512c11211c4, Class:  1, CF:0.65091, Len: 18, Fitness_tra: 0
Rule 20: 000000000000000080, Class:  1, CF:0.107988, Len:  1, Fitness_tra: 6
Rule 21: 15e54c558181521111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d00080000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51111223122257c719, Class:  1, CF:0.943602, Len: 18, Fitness_tra: 0
Rule 24: 188442151814182111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 0900000000000c0d00, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 26: 1187218dc5c4d81422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 115c44cd4521521159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000c005040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 002000000000000000, Class:  1, CF:0.106603, Len:  1, Fitness_tra: 7
Rule 30: 780000000000000000, Class:  0, CF:0.287192, Len:  2, Fitness_tra: -13
Rule 31: 193121e45e531453d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: c81c1b251821121485, Class:  1, CF:0.493613, Len: 18, Fitness_tra: 0
Rule 33: 12214423b124111211, Class:  1, CF:0.259545, Len: 18, Fitness_tra: 0
Rule 34: 000000002000000000, Class:  1, CF:0.160646, Len:  1, Fitness_tra: 0
Rule 35: 596142325e8d12921d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 111c2121112c582722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1c95248558c2121533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3ea1223c1519311389, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000ceb00bb00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: e11571341511541551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1a32b71b31e3182181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000003000000000, Class:  0, CF:0.236378, Len:  1, Fitness_tra: 64
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 91611291d9531c1113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0000000cd60d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1d12215c558d911113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: c3d11281c9c8d44181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 7000000000000000b0, Class:  0, CF:0.269369, Len:  2, Fitness_tra: 32
Rule 51: 31a5419c51dd916231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2112c4c1138158c525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000003, Class:  0, CF:0.41639, Len:  1, Fitness_tra: 92
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: c884724dc5c2188277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 8111241dc5c18c11c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000050, Class:  0, CF:0.134791, Len:  1, Fitness_tra: -1
Rule 59: 0030b0000008000c0d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: cd5111811154112211, Class:  0, CF:0.575951, Len: 18, Fitness_tra: 0
Rule 61: 54914b821281121151, Class:  1, CF:0.193074, Len: 18, Fitness_tra: 0
Rule 62: 000d0000000000c000, Class:  0, CF:0.24622, Len:  2, Fitness_tra: 0
Rule 63: 12541741224b1c1211, Class:  0, CF:0.987852, Len: 18, Fitness_tra: 0
Rule 64: e36d28919e5131115e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1111171c8515142159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000000000000d00, Class:  1, CF:0.336247, Len:  1, Fitness_tra: 20
Rule 67: d00070000c00000000, Class:  1, CF:0.484289, Len:  3, Fitness_tra: 7
Rule 68: 000000060000000000, Class:  1, CF:0.236579, Len:  1, Fitness_tra: 0
Rule 69: 151244c38882512822, Class:  1, CF:0.424006, Len: 18, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 88921b851c212125dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 321811118251122239, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 9915c21495113c1181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 12c442451241814224, Class:  0, CF:0.386447, Len: 18, Fitness_tra: 0
Rule 75: 51321451dd55112351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3e351194335194bc85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1111421972111c1211, Class:  0, CF:0.609723, Len: 18, Fitness_tra: 0
Rule 78: 2d1111852181112811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 15312c2d11841111d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 151d149495115c1c55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 900000000000000800, Class:  1, CF:0.707501, Len:  2, Fitness_tra: 12
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 2d2211c11184121222, Class:  1, CF:0.450386, Len: 18, Fitness_tra: 0
Rule 84: 36e82134d319e21253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 9638741b3e11181212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: c74b44137472251117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 50270040000005000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: e1382c511951ec141d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1111111d21c11212d1, Class:  1, CF:0.983043, Len: 18, Fitness_tra: 0
Rule 92: 9361c291515534118d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 8c1872282228272539, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 94: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000400000b7b000000, Class:  1, CF:0.107912, Len:  4, Fitness_tra: 0
Rule 96: d00000000090d00000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 97: 15f12c31d351122551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11521111c21c1b2d33, Class:  0, CF:0.99918, Len: 18, Fitness_tra: 0
Rule 99: 0000000000000000b0, Class:  0, CF:0.132582, Len:  1, Fitness_tra: 0
Rule100: 000000005000000000, Class:  1, CF:0.0933255, Len:  1, Fitness_tra: 0
------Current------
Miss_rate(tra)	:39.9293
------Result------
Miss_rate(tra)	:39.9293
Miss_rate(tst)	:28.5714
ARL				:6.5

------Generation 2------
