------Generation 0------
Rule  1: 2111721d15815115c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 19151231d9151132d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000000000000600000, Class:  0, CF:0.039336, Len:  1, Fitness_tra: -1
Rule 30: d00b00000000000007, Class:  1, CF:0.103265, Len:  3, Fitness_tra: 0
Rule 31: 1112149195d1173115, Class:  1, CF:0.750894, Len: 18, Fitness_tra: 0
Rule 32: 1132c4521319127111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000004000000000, Class:  1, CF:0.171005, Len:  1, Fitness_tra: 0
Rule 34: 1417212e114211c277, Class:  1, CF:0.80912, Len: 18, Fitness_tra: 0
Rule 35: 91a81c929555921485, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0c0000400000000000, Class:  0, CF:0.134187, Len:  2, Fitness_tra: 0
Rule 37: 000000000000800000, Class:  1, CF:0.20215, Len:  1, Fitness_tra: 1
Rule 38: 0e20073c3650c00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000080000000000025, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 40: 000000000000000900, Class:  1, CF:0.399049, Len:  1, Fitness_tra: 3
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1118419191d5e24185, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 43: 825c22232c1251c211, Class:  1, CF:0.559334, Len: 18, Fitness_tra: 0
Rule 44: 913144173113312214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d03080000000000800, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: e00000000000000000, Class:  1, CF:0.741019, Len:  1, Fitness_tra: 10
Rule 49: 0000000007000000c7, Class:  0, CF:0.0656557, Len:  3, Fitness_tra: 0
Rule 50: 13652c921113341159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 81512481c9425878c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 811c12811221c22511, Class:  1, CF:0.398909, Len: 18, Fitness_tra: 0
Rule 53: 815113c11112111181, Class:  1, CF:0.150164, Len: 18, Fitness_tra: 0
Rule 54: 800000005000002000, Class:  1, CF:0.185605, Len:  3, Fitness_tra: 0
Rule 55: 000000004000000009, Class:  1, CF:0.378389, Len:  2, Fitness_tra: 4
Rule 56: 821144232c27521113, Class:  0, CF:0.927146, Len: 18, Fitness_tra: 0
Rule 57: 1d8424212821122122, Class:  1, CF:0.538384, Len: 18, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 51528ccd1181815151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115422214541841121, Class:  1, CF:0.388866, Len: 18, Fitness_tra: 0
Rule 62: 000000000000200000, Class:  1, CF:0.0545297, Len:  1, Fitness_tra: 0
Rule 63: 00000b0d4004000000, Class:  0, CF:0.168165, Len:  4, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1e62149791515cd289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0020000040000cb0e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 080000000050800000, Class:  0, CF:0.336662, Len:  3, Fitness_tra: 0
Rule 68: 000c70000000007000, Class:  1, CF:0.0761267, Len:  3, Fitness_tra: 0
Rule 69: 28521bcdc22455122b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 3e1d1ce45e55311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000b00be00e000000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 72: 0000000005000c0020, Class:  0, CF:0.999176, Len:  3, Fitness_tra: 0
Rule 73: 000007000000000000, Class:  1, CF:0.072766, Len:  1, Fitness_tra: 0
Rule 74: 81582b8511118cc111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 516d14121ed9121251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000005000000400, Class:  1, CF:0.10773, Len:  2, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: c0e00b00500000c000, Class:  0, CF:0.381191, Len:  5, Fitness_tra: 0
Rule 79: 0a00000b003e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: eef54c121e5391d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000500, Class:  1, CF:0.363805, Len:  1, Fitness_tra: 14
Rule 82: c22242812118512144, Class:  1, CF:0.182816, Len: 18, Fitness_tra: 0
Rule 83: 8cd4bb15114cc22212, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 84: 00000c000000004000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 85: 8700b0000000000000, Class:  0, CF:0.0773531, Len:  3, Fitness_tra: 0
Rule 86: 000000004000000050, Class:  0, CF:0.0401237, Len:  2, Fitness_tra: 0
Rule 87: c2842719414411d524, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00a000000000000000, Class:  0, CF:0.011724, Len:  1, Fitness_tra: 0
Rule 89: 882c1b1dc5212812cc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 9ee1cc911119341111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00070c005000080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1ccb17291412211142, Class:  0, CF:0.836925, Len: 18, Fitness_tra: 0
Rule 93: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 128422134881814211, Class:  1, CF:0.304576, Len: 18, Fitness_tra: 0
Rule 95: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 000000000b00000000, Class:  0, CF:0.0953182, Len:  1, Fitness_tra: 21
Rule 97: 12211b154142d85821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 211414152c12c8d112, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 99: 000000000000e02000, Class:  0, CF:0.651143, Len:  2, Fitness_tra: 0
Rule100: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:43.5512
------Result------
Miss_rate(tra)	:43.5512
Miss_rate(tst)	:40.4762
ARL				:5.5942

------Generation 0------
Rule  1: 2111721d15815115c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 0000000000b0000000, Class:  0, CF:0.168415, Len:  1, Fitness_tra: 14
Rule  3: 0000c0000000000c00, Class:  0, CF:0.919381, Len:  2, Fitness_tra: 1
Rule  4: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 2c2421197727219821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 000000000000000b00, Class:  0, CF:0.0319491, Len:  1, Fitness_tra: 1
Rule  7: 1931219131159c1151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 556547145d1d9411d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 0c0000000000000000, Class:  0, CF:0.26085, Len:  1, Fitness_tra: 137
Rule 10: 1158cb21c2224c1569, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 003000000000009000, Class:  1, CF:0.123643, Len:  2, Fitness_tra: 0
Rule 12: 009000000000000000, Class:  1, CF:0.412935, Len:  1, Fitness_tra: 33
Rule 13: 90000000d000008000, Class:  1, CF:0.667581, Len:  3, Fitness_tra: 0
Rule 14: 0e0000000000000000, Class:  0, CF:0.138267, Len:  1, Fitness_tra: 0
Rule 15: 313111973359121511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 15111b1912c722121d, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 17: 0000000000000009d0, Class:  1, CF:0.677743, Len:  2, Fitness_tra: 2
Rule 18: 121811111144171819, Class:  1, CF:0.426325, Len: 18, Fitness_tra: 0
Rule 19: 17c2b14e421b111181, Class:  1, CF:0.354569, Len: 18, Fitness_tra: 0
Rule 20: 000000000000702000, Class:  0, CF:0.0456783, Len:  2, Fitness_tra: 0
Rule 21: 000000000000008000, Class:  1, CF:0.260555, Len:  1, Fitness_tra: 7
Rule 22: 000000000000050000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 23: 2111172e4517125212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 133744cd25c22c2182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: d00000000000000000, Class:  1, CF:0.406965, Len:  1, Fitness_tra: 97
Rule 26: 00000000000000dd00, Class:  1, CF:0.847698, Len:  2, Fitness_tra: 8
Rule 27: e131143259d1511253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 19151231d9151132d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000000000000600000, Class:  0, CF:0.039336, Len:  1, Fitness_tra: -1
Rule 30: d00b00000000000007, Class:  1, CF:0.103265, Len:  3, Fitness_tra: 0
Rule 31: 1112149195d1173115, Class:  1, CF:0.750894, Len: 18, Fitness_tra: 0
Rule 32: 1132c4521319127111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000004000000000, Class:  1, CF:0.171005, Len:  1, Fitness_tra: 0
Rule 34: 1417212e114211c277, Class:  1, CF:0.80912, Len: 18, Fitness_tra: 0
Rule 35: 91a81c929555921485, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0c0000400000000000, Class:  0, CF:0.134187, Len:  2, Fitness_tra: 0
Rule 37: 000000000000800000, Class:  1, CF:0.20215, Len:  1, Fitness_tra: 1
Rule 38: 0e20073c3650c00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000080000000000025, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 40: 000000000000000900, Class:  1, CF:0.399049, Len:  1, Fitness_tra: 3
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1118419191d5e24185, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 43: 825c22232c1251c211, Class:  1, CF:0.559334, Len: 18, Fitness_tra: 0
Rule 44: 913144173113312214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d03080000000000800, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: e00000000000000000, Class:  1, CF:0.741019, Len:  1, Fitness_tra: 10
Rule 49: 0000000007000000c7, Class:  0, CF:0.0656557, Len:  3, Fitness_tra: 0
Rule 50: 13652c921113341159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 81512481c9425878c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 811c12811221c22511, Class:  1, CF:0.398909, Len: 18, Fitness_tra: 0
Rule 53: 815113c11112111181, Class:  1, CF:0.150164, Len: 18, Fitness_tra: 0
Rule 54: 800000005000002000, Class:  1, CF:0.185605, Len:  3, Fitness_tra: 0
Rule 55: 000000004000000009, Class:  1, CF:0.378389, Len:  2, Fitness_tra: 4
Rule 56: 821144232c27521113, Class:  0, CF:0.927146, Len: 18, Fitness_tra: 0
Rule 57: 1d8424212821122122, Class:  1, CF:0.538384, Len: 18, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 51528ccd1181815151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115422214541841121, Class:  1, CF:0.388866, Len: 18, Fitness_tra: 0
Rule 62: 000000000000200000, Class:  1, CF:0.0545297, Len:  1, Fitness_tra: 0
Rule 63: 00000b0d4004000000, Class:  0, CF:0.168165, Len:  4, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1e62149791515cd289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0020000040000cb0e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 080000000050800000, Class:  0, CF:0.336662, Len:  3, Fitness_tra: 0
Rule 68: 000c70000000007000, Class:  1, CF:0.0761267, Len:  3, Fitness_tra: 0
Rule 69: 28521bcdc22455122b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 3e1d1ce45e55311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000b00be00e000000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 72: 0000000005000c0020, Class:  0, CF:0.999176, Len:  3, Fitness_tra: 0
Rule 73: 000007000000000000, Class:  1, CF:0.072766, Len:  1, Fitness_tra: 0
Rule 74: 81582b8511118cc111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 516d14121ed9121251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000005000000400, Class:  1, CF:0.10773, Len:  2, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: c0e00b00500000c000, Class:  0, CF:0.381191, Len:  5, Fitness_tra: 0
Rule 79: 0a00000b003e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: eef54c121e5391d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000500, Class:  1, CF:0.363805, Len:  1, Fitness_tra: 14
Rule 82: c22242812118512144, Class:  1, CF:0.182816, Len: 18, Fitness_tra: 0
Rule 83: 8cd4bb15114cc22212, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 84: 00000c000000004000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 85: 8700b0000000000000, Class:  0, CF:0.0773531, Len:  3, Fitness_tra: 0
Rule 86: 000000004000000050, Class:  0, CF:0.0401237, Len:  2, Fitness_tra: 0
Rule 87: c2842719414411d524, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00a000000000000000, Class:  0, CF:0.011724, Len:  1, Fitness_tra: 0
Rule 89: 882c1b1dc5212812cc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 9ee1cc911119341111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00070c005000080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1ccb17291412211142, Class:  0, CF:0.836925, Len: 18, Fitness_tra: 0
Rule 93: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 128422134881814211, Class:  1, CF:0.304576, Len: 18, Fitness_tra: 0
Rule 95: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 000000000b00000000, Class:  0, CF:0.0953182, Len:  1, Fitness_tra: 21
Rule 97: 12211b154142d85821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 211414152c12c8d112, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 99: 000000000000e02000, Class:  0, CF:0.651143, Len:  2, Fitness_tra: 0
Rule100: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:43.5512
------Result------
Miss_rate(tra)	:43.5512
Miss_rate(tst)	:40.4762
ARL				:5.5942

------Generation 1------
Rule  1: 2111721d15815115c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 0000000000b0000000, Class:  0, CF:0.168415, Len:  1, Fitness_tra: 14
Rule  3: 0000c0000000000c00, Class:  0, CF:0.919381, Len:  2, Fitness_tra: 1
Rule  4: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 2c2421197727219821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 000000000000000b00, Class:  0, CF:0.0319491, Len:  1, Fitness_tra: 1
Rule  7: 1931219131159c1151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 556547145d1d9411d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 0c0000000000000000, Class:  0, CF:0.26085, Len:  1, Fitness_tra: 137
Rule 10: 1158cb21c2224c1569, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 003000000000009000, Class:  1, CF:0.123643, Len:  2, Fitness_tra: 0
Rule 12: 009000000000000000, Class:  1, CF:0.412935, Len:  1, Fitness_tra: 33
Rule 13: 90000000d000008000, Class:  1, CF:0.667581, Len:  3, Fitness_tra: 0
Rule 14: 0e0000000000000000, Class:  0, CF:0.138267, Len:  1, Fitness_tra: 0
Rule 15: 313111973359121511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 15111b1912c722121d, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 17: 0000000000000009d0, Class:  1, CF:0.677743, Len:  2, Fitness_tra: 2
Rule 18: 121811111144171819, Class:  1, CF:0.426325, Len: 18, Fitness_tra: 0
Rule 19: 17c2b14e421b111181, Class:  1, CF:0.354569, Len: 18, Fitness_tra: 0
Rule 20: 000000000000702000, Class:  0, CF:0.0456783, Len:  2, Fitness_tra: 0
Rule 21: 000000000000008000, Class:  1, CF:0.260555, Len:  1, Fitness_tra: 7
Rule 22: 000000000000050000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 23: 2111172e4517125212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 133744cd25c22c2182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: d00000000000000000, Class:  1, CF:0.406965, Len:  1, Fitness_tra: 97
Rule 26: 00000000000000dd00, Class:  1, CF:0.847698, Len:  2, Fitness_tra: 8
Rule 27: e131143259d1511253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 19151231d9151132d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000000000000600000, Class:  0, CF:0.039336, Len:  1, Fitness_tra: -1
Rule 30: d00b00000000000007, Class:  1, CF:0.103265, Len:  3, Fitness_tra: 0
Rule 31: 1112149195d1173115, Class:  1, CF:0.750894, Len: 18, Fitness_tra: 0
Rule 32: 1132c4521319127111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000004000000000, Class:  1, CF:0.171005, Len:  1, Fitness_tra: 0
Rule 34: 1417212e114211c277, Class:  1, CF:0.80912, Len: 18, Fitness_tra: 0
Rule 35: 91a81c929555921485, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0c0000400000000000, Class:  0, CF:0.134187, Len:  2, Fitness_tra: 0
Rule 37: 000000000000800000, Class:  1, CF:0.20215, Len:  1, Fitness_tra: 1
Rule 38: 0e20073c3650c00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000080000000000025, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 40: 000000000000000900, Class:  1, CF:0.399049, Len:  1, Fitness_tra: 3
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1118419191d5e24185, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 43: 825c22232c1251c211, Class:  1, CF:0.559334, Len: 18, Fitness_tra: 0
Rule 44: 913144173113312214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d03080000000000800, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: e00000000000000000, Class:  1, CF:0.741019, Len:  1, Fitness_tra: 10
Rule 49: 0000000007000000c7, Class:  0, CF:0.0656557, Len:  3, Fitness_tra: 0
Rule 50: 13652c921113341159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 81512481c9425878c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 811c12811221c22511, Class:  1, CF:0.398909, Len: 18, Fitness_tra: 0
Rule 53: 815113c11112111181, Class:  1, CF:0.150164, Len: 18, Fitness_tra: 0
Rule 54: 800000005000002000, Class:  1, CF:0.185605, Len:  3, Fitness_tra: 0
Rule 55: 000000004000000009, Class:  1, CF:0.378389, Len:  2, Fitness_tra: 4
Rule 56: 821144232c27521113, Class:  0, CF:0.927146, Len: 18, Fitness_tra: 0
Rule 57: 1d8424212821122122, Class:  1, CF:0.538384, Len: 18, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 51528ccd1181815151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115422214541841121, Class:  1, CF:0.388866, Len: 18, Fitness_tra: 0
Rule 62: 000000000000200000, Class:  1, CF:0.0545297, Len:  1, Fitness_tra: 0
Rule 63: 00000b0d4004000000, Class:  0, CF:0.168165, Len:  4, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1e62149791515cd289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0020000040000cb0e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 080000000050800000, Class:  0, CF:0.336662, Len:  3, Fitness_tra: 0
Rule 68: 000c70000000007000, Class:  1, CF:0.0761267, Len:  3, Fitness_tra: 0
Rule 69: 28521bcdc22455122b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 3e1d1ce45e55311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000b00be00e000000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 72: 0000000005000c0020, Class:  0, CF:0.999176, Len:  3, Fitness_tra: 0
Rule 73: 000007000000000000, Class:  1, CF:0.072766, Len:  1, Fitness_tra: 0
Rule 74: 81582b8511118cc111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 516d14121ed9121251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000005000000400, Class:  1, CF:0.10773, Len:  2, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: c0e00b00500000c000, Class:  0, CF:0.381191, Len:  5, Fitness_tra: 0
Rule 79: 0a00000b003e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: eef54c121e5391d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000500, Class:  1, CF:0.363805, Len:  1, Fitness_tra: 14
Rule 82: c22242812118512144, Class:  1, CF:0.182816, Len: 18, Fitness_tra: 0
Rule 83: 8cd4bb15114cc22212, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 84: 00000c000000004000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 85: 8700b0000000000000, Class:  0, CF:0.0773531, Len:  3, Fitness_tra: 0
Rule 86: 000000004000000050, Class:  0, CF:0.0401237, Len:  2, Fitness_tra: 0
Rule 87: c2842719414411d524, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00a000000000000000, Class:  0, CF:0.011724, Len:  1, Fitness_tra: 0
Rule 89: 882c1b1dc5212812cc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 9ee1cc911119341111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00070c005000080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1ccb17291412211142, Class:  0, CF:0.836925, Len: 18, Fitness_tra: 0
Rule 93: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 128422134881814211, Class:  1, CF:0.304576, Len: 18, Fitness_tra: 0
Rule 95: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 000000000b00000000, Class:  0, CF:0.0953182, Len:  1, Fitness_tra: 21
Rule 97: 12211b154142d85821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 211414152c12c8d112, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 99: 000000000000e02000, Class:  0, CF:0.651143, Len:  2, Fitness_tra: 0
Rule100: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:43.5512
------Result------
Miss_rate(tra)	:43.5512
Miss_rate(tst)	:40.4762
ARL				:5.5942

------Generation 2------
