------Generation 0------
Rule  1: 16314c979e35512129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000080db000e, Class:  1, CF:0.962577, Len:  4, Fitness_tra: 0
Rule 22: 1258411112121b8511, Class:  1, CF:0.880512, Len: 18, Fitness_tra: 0
Rule 23: 8d8414c511c255112b, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 24: d000000b000000c000, Class:  1, CF:0.51317, Len:  3, Fitness_tra: 0
Rule 25: 111124e496d591c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: c0000c005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 303c7c0050000b5006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000c0000040000b00d, Class:  1, CF:0.366202, Len:  4, Fitness_tra: 0
Rule 29: 1d11272515ccd12111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 541c42c51251c42153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000900000000, Class:  0, CF:0.0280093, Len:  1, Fitness_tra: 0
Rule 32: 000700000000000020, Class:  1, CF:0.106355, Len:  2, Fitness_tra: 0
Rule 33: 21544c1149c4d12281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000000000c000000, Class:  1, CF:0.392921, Len:  1, Fitness_tra: 51
Rule 35: 000000000cb0000000, Class:  0, CF:0.363984, Len:  2, Fitness_tra: 74
Rule 36: 00000000000000c000, Class:  1, CF:0.00993464, Len:  1, Fitness_tra: 0
Rule 37: 080000000000000000, Class:  1, CF:0.111346, Len:  1, Fitness_tra: 0
Rule 38: 00000000e600000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 16682ba76136a85217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 3e31c19119d5921181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0080c0000c00d08000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 80000b0d0000000000, Class:  0, CF:0.428686, Len:  3, Fitness_tra: 0
Rule 44: 591422212918512115, Class:  1, CF:0.882517, Len: 18, Fitness_tra: 0
Rule 45: 131211141919181122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 193511e719d9511c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000c00000000000000, Class:  1, CF:0.291576, Len:  1, Fitness_tra: 1
Rule 50: 000000000000002000, Class:  1, CF:0.111551, Len:  1, Fitness_tra: 0
Rule 51: 8211111318cc154412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 555c22151144111211, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 53: 116d113c91d93111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 155121188181911195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0020c00000000cc800, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 56: 851c442322441c2181, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 57: 511112d85515512251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000bf0000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 59: 0820000000000c0000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 60: 000c00000000000000, Class:  1, CF:0.291576, Len:  1, Fitness_tra: 0
Rule 61: 131224d1112134c1d1, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 62: 19122c52195d579311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 12551b82c112c11111, Class:  0, CF:0.152877, Len: 18, Fitness_tra: 0
Rule 64: 00000000000000d000, Class:  1, CF:0.401572, Len:  1, Fitness_tra: 19
Rule 65: 0000000000cc000000, Class:  1, CF:0.408824, Len:  2, Fitness_tra: 5
Rule 66: 000000000600000002, Class:  1, CF:0.111835, Len:  2, Fitness_tra: 0
Rule 67: 000000003000000000, Class:  0, CF:0.227072, Len:  1, Fitness_tra: 31
Rule 68: 515121551112125113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: e16547d1111d572211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 518b4b2122428c1811, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 000000500d00000000, Class:  1, CF:0.157665, Len:  2, Fitness_tra: 0
Rule 72: 96e11c34931534121d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 8000007e007b000700, Class:  0, CF:0.937314, Len:  6, Fitness_tra: 0
Rule 74: 25112cc1258c51251d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000000d0000009, Class:  1, CF:0.862302, Len:  2, Fitness_tra: 0
Rule 76: 00000000000000000a, Class:  0, CF:0.573033, Len:  1, Fitness_tra: 65
Rule 77: 00000000e000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule 78: 9361c134351d921911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000020000000d9, Class:  1, CF:0.349378, Len:  3, Fitness_tra: 0
Rule 80: c1812b114214121111, Class:  0, CF:0.218126, Len: 18, Fitness_tra: 0
Rule 81: e00200000000000000, Class:  1, CF:0.786172, Len:  2, Fitness_tra: 3
Rule 82: 200000004000000090, Class:  0, CF:0.131285, Len:  3, Fitness_tra: 0
Rule 83: 1e3d12523313325c53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 171224117224242151, Class:  0, CF:0.47873, Len: 18, Fitness_tra: 0
Rule 85: 00e000002000000000, Class:  1, CF:0.364494, Len:  2, Fitness_tra: 0
Rule 86: 1c62241588212b2351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 85dc14c54d218811c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000000000c0000000, Class:  1, CF:0.360339, Len:  1, Fitness_tra: 91
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 281224cd8284241d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3118115451111171de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: d551c1122d515c1215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 800000000000000000, Class:  1, CF:0.183037, Len:  1, Fitness_tra: 1
Rule 94: 80000b0d0000000000, Class:  0, CF:0.428686, Len:  3, Fitness_tra: 0
Rule 95: c521172315c2812225, Class:  1, CF:0.297851, Len: 18, Fitness_tra: 0
Rule 96: 1812211318c1251227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: d51121112d21d11133, Class:  0, CF:0.738372, Len: 18, Fitness_tra: 0
Rule 98: 004000c00000000000, Class:  1, CF:0.171077, Len:  2, Fitness_tra: 0
Rule 99: 000000003000000008, Class:  0, CF:0.183554, Len:  2, Fitness_tra: 0
Rule100: 5851241912c1111847, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:43.6396
------Result------
Miss_rate(tra)	:43.6396
Miss_rate(tst)	:40
ARL				:6.04839

------Generation 1------
Rule  1: 0000000000c0000000, Class:  1, CF:0.360339, Len:  1, Fitness_tra: 88
Rule  2: 000000000cb0000000, Class:  0, CF:0.363984, Len:  2, Fitness_tra: 57
Rule  3: 00000000000000000a, Class:  0, CF:0.573033, Len:  1, Fitness_tra: 63
Rule  4: 00000000000c000000, Class:  1, CF:0.392921, Len:  1, Fitness_tra: 51
Rule  5: 000000003000000000, Class:  0, CF:0.227072, Len:  1, Fitness_tra: 31
Rule  6: 00000000000000d000, Class:  1, CF:0.401572, Len:  1, Fitness_tra: 15
Rule  7: 000000000000005000, Class:  1, CF:0.452695, Len:  1, Fitness_tra: 6
Rule  8: 00000000e000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule  9: 0000000000cc000000, Class:  1, CF:0.408824, Len:  2, Fitness_tra: 5
Rule 10: 0000000000800c0000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 11: e00200000000000000, Class:  1, CF:0.786172, Len:  2, Fitness_tra: 0
Rule 12: 800000000000000000, Class:  1, CF:0.183037, Len:  1, Fitness_tra: 0
Rule 13: 000c00000000000000, Class:  1, CF:0.291576, Len:  1, Fitness_tra: 0
Rule 14: 16314c979e35512129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 52222b21bc24211113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000b00000000, Class:  0, CF:0.0401242, Len:  1, Fitness_tra: 0
Rule 19: c2127b211141112142, Class:  1, CF:0.114675, Len: 18, Fitness_tra: 0
Rule 20: 511581c54281572233, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000080db000e, Class:  1, CF:0.962577, Len:  4, Fitness_tra: 0
Rule 22: 1258411112121b8511, Class:  1, CF:0.880512, Len: 18, Fitness_tra: 0
Rule 23: 8d8414c511c255112b, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 24: d000000b000000c000, Class:  1, CF:0.51317, Len:  3, Fitness_tra: 0
Rule 25: 111124e496d591c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: c0000c005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 303c7c0050000b5006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000c0000040000b00d, Class:  1, CF:0.366202, Len:  4, Fitness_tra: 0
Rule 29: 1d11272515ccd12111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 541c42c51251c42153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000900000000, Class:  0, CF:0.0280093, Len:  1, Fitness_tra: 0
Rule 32: 000700000000000020, Class:  1, CF:0.106355, Len:  2, Fitness_tra: 0
Rule 33: 21544c1149c4d12281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: c82000000500080500, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 35: 5852271948c2c11518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000000000c000, Class:  1, CF:0.00993464, Len:  1, Fitness_tra: 0
Rule 37: 080000000000000000, Class:  1, CF:0.111346, Len:  1, Fitness_tra: 0
Rule 38: 00000000e600000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 16682ba76136a85217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 3e31c19119d5921181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0080c0000c00d08000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 80000b0d0000000000, Class:  0, CF:0.428686, Len:  3, Fitness_tra: 0
Rule 44: 591422212918512115, Class:  1, CF:0.882517, Len: 18, Fitness_tra: 0
Rule 45: 131211141919181122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 193511e719d9511c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 215cc121c48cc21115, Class:  1, CF:0.482316, Len: 18, Fitness_tra: 0
Rule 50: 000000000000002000, Class:  1, CF:0.111551, Len:  1, Fitness_tra: 0
Rule 51: 8211111318cc154412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 555c22151144111211, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 53: 116d113c91d93111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 155121188181911195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0020c00000000cc800, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 56: 851c442322441c2181, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 57: 511112d85515512251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000bf0000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 59: 0820000000000c0000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 60: 000c00000000000000, Class:  1, CF:0.291576, Len:  1, Fitness_tra: 0
Rule 61: 131224d1112134c1d1, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 62: 19122c52195d579311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 12551b82c112c11111, Class:  0, CF:0.152877, Len: 18, Fitness_tra: 0
Rule 64: 1165411b3311382121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000080000c44000099, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000000600000002, Class:  1, CF:0.111835, Len:  2, Fitness_tra: 0
Rule 67: 1e1141ec5119121951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 515121551112125113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: e16547d1111d572211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 518b4b2122428c1811, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 000000500d00000000, Class:  1, CF:0.157665, Len:  2, Fitness_tra: 0
Rule 72: 96e11c34931534121d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 8000007e007b000700, Class:  0, CF:0.937314, Len:  6, Fitness_tra: 0
Rule 74: 25112cc1258c51251d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000000d0000009, Class:  1, CF:0.862302, Len:  2, Fitness_tra: 0
Rule 76: 196dc4515ed9941485, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00007c00400000cd00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 9361c134351d921911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000020000000d9, Class:  1, CF:0.349378, Len:  3, Fitness_tra: 0
Rule 80: c1812b114214121111, Class:  0, CF:0.218126, Len: 18, Fitness_tra: 0
Rule 81: 0000000c0000003000, Class:  0, CF:0.279454, Len:  2, Fitness_tra: 18
Rule 82: 00e000000d00000000, Class:  1, CF:0.382035, Len:  2, Fitness_tra: 0
Rule 83: 500008000000000002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000000000c0000, Class:  0, CF:0.721936, Len:  1, Fitness_tra: 6
Rule 87: 000000004000000000, Class:  1, CF:0.17568, Len:  1, Fitness_tra: 4
Rule 88: 99f51112d51dd12113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 050000000000000000, Class:  1, CF:0.192975, Len:  1, Fitness_tra: 0
Rule 90: 0000000000c0000000, Class:  1, CF:0.360339, Len:  0, Fitness_tra: 0
Rule 91: 511521c51284571233, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 505c00051110127000, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: e00000000000000000, Class:  1, CF:0.743933, Len:  1, Fitness_tra: 17
Rule 94: 11cd013c0b00311000, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 95: 591422212918512115, Class:  1, CF:0.882517, Len:  0, Fitness_tra: 0
Rule 96: 0800c0b000000c8003, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 97: 800000000b0c000000, Class:  1, CF:0.409453, Len:  3, Fitness_tra: 0
Rule 98: 26680b676600a85015, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0000000020000000d0, Class:  1, CF:0.124119, Len:  2, Fitness_tra: 0
Rule100: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:42.8445
------Result------
Miss_rate(tra)	:42.8445
Miss_rate(tst)	:38.8235
ARL				:5.33871

------Generation 2------
