------Generation 0------
Rule  1: c32, Class:  0, CF:0.62404, Len:  3, Fitness_tra: 0
Rule 41: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 5d0, Class:  1, CF:0.251367, Len:  2, Fitness_tra: -3
Rule 44: 514, Class:  0, CF:0.651482, Len:  3, Fitness_tra: 0
Rule 45: 111, Class:  1, CF:0.126251, Len:  3, Fitness_tra: 0
Rule 46: 122, Class:  0, CF:0.380287, Len:  3, Fitness_tra: -1
Rule 47: 91c, Class:  0, CF:0.901027, Len:  3, Fitness_tra: 0
Rule 48: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e1b, Class:  0, CF:0.853645, Len:  3, Fitness_tra: 2
Rule 50: 181, Class:  0, CF:0.0213265, Len:  3, Fitness_tra: 0
Rule 51: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: d97, Class:  0, CF:0.337377, Len:  3, Fitness_tra: 0
Rule 53: 500, Class:  0, CF:0.0943561, Len:  1, Fitness_tra: 0
Rule 54: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 700, Class:  0, CF:0.0583886, Len:  1, Fitness_tra: -2
Rule 56: 512, Class:  0, CF:0.644352, Len:  3, Fitness_tra: 0
Rule 57: 400, Class:  0, CF:0.0383425, Len:  1, Fitness_tra: 0
Rule 58: 542, Class:  0, CF:0.597694, Len:  3, Fitness_tra: 0
Rule 59: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 090, Class:  1, CF:0.1669, Len:  1, Fitness_tra: 0
Rule 63: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 127, Class:  0, CF:0.406594, Len:  3, Fitness_tra: 0
Rule 66: 040, Class:  0, CF:0.0476041, Len:  1, Fitness_tra: -9
Rule 67: 1d2, Class:  0, CF:0.266141, Len:  3, Fitness_tra: 0
Rule 68: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 11b, Class:  0, CF:0.403119, Len:  3, Fitness_tra: 0
Rule 72: 154, Class:  0, CF:0.311806, Len:  3, Fitness_tra: 0
Rule 73: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11b, Class:  0, CF:0.403119, Len:  3, Fitness_tra: 0
Rule 76: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 090, Class:  1, CF:0.1669, Len:  1, Fitness_tra: 0
Rule 80: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 400, Class:  0, CF:0.0383425, Len:  1, Fitness_tra: 0
Rule 83: 28b, Class:  0, CF:0.501413, Len:  3, Fitness_tra: 0
Rule 84: 00b, Class:  0, CF:0.461079, Len:  1, Fitness_tra: 67
Rule 85: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 124, Class:  0, CF:0.426616, Len:  3, Fitness_tra: 2
Rule 89: 400, Class:  0, CF:0.0383425, Len:  1, Fitness_tra: 0
Rule 90: 134, Class:  0, CF:0.447092, Len:  3, Fitness_tra: 2
Rule 91: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 851, Class:  1, CF:0.37621, Len:  3, Fitness_tra: 24
Rule 93: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 852, Class:  0, CF:0.187618, Len:  3, Fitness_tra: 0
Rule 99: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:31.7734
------Result------
Miss_rate(tra)	:31.7734
Miss_rate(tst)	:53.3333
ARL				:0.98

------Generation 0------
Rule  1: 00b, Class:  0, CF:0.461079, Len:  1, Fitness_tra: 61
Rule  2: 111, Class:  1, CF:0.126251, Len:  3, Fitness_tra: 26
Rule  3: 851, Class:  1, CF:0.37621, Len:  3, Fitness_tra: 24
Rule  4: 474, Class:  0, CF:0.623366, Len:  3, Fitness_tra: 5
Rule  5: 090, Class:  1, CF:0.1669, Len:  1, Fitness_tra: 0
Rule  6: e1b, Class:  0, CF:0.853645, Len:  3, Fitness_tra: 1
Rule  7: 124, Class:  0, CF:0.426616, Len:  3, Fitness_tra: 0
Rule  8: 134, Class:  0, CF:0.447092, Len:  3, Fitness_tra: 0
Rule  9: c32, Class:  0, CF:0.62404, Len:  3, Fitness_tra: 0
Rule 10: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: dc1, Class:  0, CF:0.0471348, Len:  3, Fitness_tra: 0
Rule 16: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 9e4, Class:  1, CF:0.225806, Len:  3, Fitness_tra: 0
Rule 21: 1db, Class:  0, CF:0.32694, Len:  3, Fitness_tra: 0
Rule 22: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2c2, Class:  0, CF:0.683298, Len:  3, Fitness_tra: 0
Rule 24: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 887, Class:  0, CF:0.502577, Len:  3, Fitness_tra: 1
Rule 32: 500, Class:  0, CF:0.0943561, Len:  1, Fitness_tra: 4
Rule 33: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0e0, Class:  1, CF:0.133302, Len:  1, Fitness_tra: 0
Rule 36: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 514, Class:  0, CF:0.651482, Len:  3, Fitness_tra: 0
Rule 45: 111, Class:  1, CF:0.126251, Len:  3, Fitness_tra: 0
Rule 46: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 91c, Class:  0, CF:0.901027, Len:  3, Fitness_tra: 0
Rule 48: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 181, Class:  0, CF:0.0213265, Len:  3, Fitness_tra: 0
Rule 51: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: d97, Class:  0, CF:0.337377, Len:  3, Fitness_tra: 0
Rule 53: 500, Class:  0, CF:0.0943561, Len:  1, Fitness_tra: 0
Rule 54: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 512, Class:  0, CF:0.644352, Len:  3, Fitness_tra: 0
Rule 56: 400, Class:  0, CF:0.0383425, Len:  1, Fitness_tra: 0
Rule 57: 542, Class:  0, CF:0.597694, Len:  3, Fitness_tra: 0
Rule 58: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 090, Class:  1, CF:0.1669, Len:  1, Fitness_tra: 0
Rule 62: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 127, Class:  0, CF:0.406594, Len:  3, Fitness_tra: 0
Rule 65: 1d2, Class:  0, CF:0.266141, Len:  3, Fitness_tra: -1
Rule 66: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11b, Class:  0, CF:0.403119, Len:  3, Fitness_tra: 0
Rule 70: 154, Class:  0, CF:0.311806, Len:  3, Fitness_tra: 0
Rule 71: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 11b, Class:  0, CF:0.403119, Len:  3, Fitness_tra: 0
Rule 74: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 090, Class:  1, CF:0.1669, Len:  1, Fitness_tra: 0
Rule 78: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 400, Class:  0, CF:0.0383425, Len:  1, Fitness_tra: 0
Rule 81: 040, Class:  0, CF:0.0476041, Len:  1, Fitness_tra: 0
Rule 82: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 132, Class:  0, CF:0.447913, Len:  3, Fitness_tra: 0
Rule 84: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 007, Class:  0, CF:0.494021, Len:  0, Fitness_tra: 0
Rule 91: 19b, Class:  0, CF:0.21878, Len:  3, Fitness_tra: 0
Rule 92: 050, Class:  1, CF:0.0857843, Len:  0, Fitness_tra: 0
Rule 93: 474, Class:  0, CF:0.623366, Len:  0, Fitness_tra: 0
Rule 94: 532, Class:  0, CF:0.684436, Len:  3, Fitness_tra: 0
Rule 95: 130, Class:  1, CF:0.1434, Len:  2, Fitness_tra: 1
Rule 96: 007, Class:  0, CF:0.494021, Len:  0, Fitness_tra: 0
Rule 97: 001, Class:  1, CF:0.0502723, Len:  1, Fitness_tra: 20
Rule 98: 00c, Class:  0, CF:0.589307, Len:  1, Fitness_tra: 14
Rule 99: 066, Class:  1, CF:0.160646, Len:  2, Fitness_tra: 14
Rule100: 050, Class:  1, CF:0.0857843, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:29.064
------Result------
Miss_rate(tra)	:29.064
Miss_rate(tst)	:43.3333
ARL				:1.10227

------Generation 1------
Rule  1: 00b, Class:  0, CF:0.461079, Len:  1, Fitness_tra: 61
Rule  2: 111, Class:  1, CF:0.126251, Len:  3, Fitness_tra: 26
Rule  3: 851, Class:  1, CF:0.37621, Len:  3, Fitness_tra: 20
Rule  4: 001, Class:  1, CF:0.0502723, Len:  1, Fitness_tra: 20
Rule  5: 066, Class:  1, CF:0.160646, Len:  2, Fitness_tra: 14
Rule  6: 00c, Class:  0, CF:0.589307, Len:  1, Fitness_tra: 14
Rule  7: 474, Class:  0, CF:0.623366, Len:  3, Fitness_tra: 5
Rule  8: 500, Class:  0, CF:0.0943561, Len:  1, Fitness_tra: 4
Rule  9: e1b, Class:  0, CF:0.853645, Len:  3, Fitness_tra: 1
Rule 10: 887, Class:  0, CF:0.502577, Len:  3, Fitness_tra: 1
Rule 11: 130, Class:  1, CF:0.1434, Len:  2, Fitness_tra: 1
Rule 12: 134, Class:  0, CF:0.447092, Len:  3, Fitness_tra: 0
Rule 13: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: dc1, Class:  0, CF:0.0471348, Len:  3, Fitness_tra: 0
Rule 16: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 9e4, Class:  1, CF:0.225806, Len:  3, Fitness_tra: 0
Rule 21: 1db, Class:  0, CF:0.32694, Len:  3, Fitness_tra: 0
Rule 22: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2c2, Class:  0, CF:0.683298, Len:  3, Fitness_tra: 0
Rule 24: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: c32, Class:  0, CF:0.62404, Len:  3, Fitness_tra: 0
Rule 32: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0e0, Class:  1, CF:0.133302, Len:  1, Fitness_tra: 0
Rule 36: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 514, Class:  0, CF:0.651482, Len:  3, Fitness_tra: 0
Rule 45: 111, Class:  1, CF:0.126251, Len:  3, Fitness_tra: 0
Rule 46: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 91c, Class:  0, CF:0.901027, Len:  3, Fitness_tra: 0
Rule 48: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 181, Class:  0, CF:0.0213265, Len:  3, Fitness_tra: 0
Rule 51: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: d97, Class:  0, CF:0.337377, Len:  3, Fitness_tra: 0
Rule 53: 500, Class:  0, CF:0.0943561, Len:  1, Fitness_tra: 0
Rule 54: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 512, Class:  0, CF:0.644352, Len:  3, Fitness_tra: 0
Rule 56: 400, Class:  0, CF:0.0383425, Len:  1, Fitness_tra: 0
Rule 57: 542, Class:  0, CF:0.597694, Len:  3, Fitness_tra: 0
Rule 58: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 090, Class:  1, CF:0.1669, Len:  1, Fitness_tra: 1
Rule 62: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 127, Class:  0, CF:0.406594, Len:  3, Fitness_tra: 0
Rule 65: 050, Class:  1, CF:0.0857843, Len:  0, Fitness_tra: 0
Rule 66: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11b, Class:  0, CF:0.403119, Len:  3, Fitness_tra: 0
Rule 70: 154, Class:  0, CF:0.311806, Len:  3, Fitness_tra: 0
Rule 71: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 11b, Class:  0, CF:0.403119, Len:  3, Fitness_tra: 0
Rule 74: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 090, Class:  1, CF:0.1669, Len:  1, Fitness_tra: 0
Rule 78: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 400, Class:  0, CF:0.0383425, Len:  1, Fitness_tra: 0
Rule 81: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 007, Class:  0, CF:0.494021, Len:  0, Fitness_tra: 0
Rule 84: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 127, Class:  0, CF:0.406594, Len:  0, Fitness_tra: 0
Rule 89: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: c92, Class:  1, CF:0.145547, Len:  3, Fitness_tra: 0
Rule 92: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 590, Class:  1, CF:0.658281, Len:  2, Fitness_tra: 4
Rule 94: 995, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: c20, Class:  0, CF:0.030868, Len:  2, Fitness_tra: 0
Rule 96: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 070, Class:  0, CF:0.00554594, Len:  1, Fitness_tra: 0
Rule 98: 007, Class:  0, CF:0.494021, Len:  0, Fitness_tra: 0
Rule 99: 474, Class:  0, CF:0.623366, Len:  0, Fitness_tra: 0
Rule100: 140, Class:  0, CF:0.0100722, Len:  2, Fitness_tra: 0
------Current------
Miss_rate(tra)	:28.8177
------Result------
Miss_rate(tra)	:28.8177
Miss_rate(tst)	:46.6667
ARL				:1.07143

------Generation 2------
Rule  1: 00b, Class:  0, CF:0.461079, Len:  1, Fitness_tra: 48
Rule  2: 111, Class:  1, CF:0.126251, Len:  3, Fitness_tra: 21
Rule  3: 851, Class:  1, CF:0.37621, Len:  3, Fitness_tra: 20
Rule  4: 001, Class:  1, CF:0.0502723, Len:  1, Fitness_tra: 26
Rule  5: 066, Class:  1, CF:0.160646, Len:  2, Fitness_tra: 18
Rule  6: 00c, Class:  0, CF:0.589307, Len:  1, Fitness_tra: 14
Rule  7: 474, Class:  0, CF:0.623366, Len:  3, Fitness_tra: 3
Rule  8: 500, Class:  0, CF:0.0943561, Len:  1, Fitness_tra: 5
Rule  9: 590, Class:  1, CF:0.658281, Len:  2, Fitness_tra: 4
Rule 10: e1b, Class:  0, CF:0.853645, Len:  3, Fitness_tra: 0
Rule 11: 130, Class:  1, CF:0.1434, Len:  2, Fitness_tra: 1
Rule 12: 887, Class:  0, CF:0.502577, Len:  3, Fitness_tra: 1
Rule 13: 090, Class:  1, CF:0.1669, Len:  1, Fitness_tra: 0
Rule 14: 134, Class:  0, CF:0.447092, Len:  3, Fitness_tra: 0
Rule 15: dc1, Class:  0, CF:0.0471348, Len:  3, Fitness_tra: 0
Rule 16: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 9e4, Class:  1, CF:0.225806, Len:  3, Fitness_tra: 0
Rule 21: 1db, Class:  0, CF:0.32694, Len:  3, Fitness_tra: 0
Rule 22: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2c2, Class:  0, CF:0.683298, Len:  3, Fitness_tra: 0
Rule 24: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: c32, Class:  0, CF:0.62404, Len:  3, Fitness_tra: 0
Rule 32: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0e0, Class:  1, CF:0.133302, Len:  1, Fitness_tra: 0
Rule 36: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 514, Class:  0, CF:0.651482, Len:  3, Fitness_tra: 0
Rule 45: 111, Class:  1, CF:0.126251, Len:  3, Fitness_tra: 0
Rule 46: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 91c, Class:  0, CF:0.901027, Len:  3, Fitness_tra: 0
Rule 48: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 181, Class:  0, CF:0.0213265, Len:  3, Fitness_tra: 0
