------Generation 0------
Rule  1: e14, Class:  0, CF:0.630455, Len:  3, Fitness_tra: 0
Rule 67: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 511, Class:  0, CF:0.159916, Len:  3, Fitness_tra: 1
Rule 73: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0e0, Class:  1, CF:0.0782493, Len:  0, Fitness_tra: 0
Rule 82: 00c, Class:  0, CF:0.492534, Len:  0, Fitness_tra: 0
Rule 83: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 152, Class:  0, CF:0.242965, Len:  3, Fitness_tra: 0
Rule 86: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0e8, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 92: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 004, Class:  0, CF:0.431471, Len:  1, Fitness_tra: 61
Rule 94: 800, Class:  0, CF:0.00291736, Len:  1, Fitness_tra: 0
Rule 95: 150, Class:  0, CF:0.0169629, Len:  2, Fitness_tra: 0
Rule 96: 56b, Class:  0, CF:0.575062, Len:  3, Fitness_tra: 0
Rule 97: cd1, Class:  0, CF:0.0343309, Len:  3, Fitness_tra: -5
Rule 98: 0e0, Class:  1, CF:0.0782493, Len:  0, Fitness_tra: 0
Rule 99: 10e, Class:  0, CF:0.438451, Len:  2, Fitness_tra: 0
Rule100: d00, Class:  0, CF:0.0148331, Len:  1, Fitness_tra: 0
------Current------
Miss_rate(tra)	:34.1584
------Result------
Miss_rate(tra)	:34.1584
Miss_rate(tst)	:29.0323
ARL				:1.01124

------Generation 2------
Rule  1: 111, Class:  1, CF:0.110347, Len:  3, Fitness_tra: 51
Rule  2: 414, Class:  0, CF:0.509572, Len:  3, Fitness_tra: 0
Rule  3: 187, Class:  0, CF:0.438414, Len:  3, Fitness_tra: 0
Rule  4: 00c, Class:  0, CF:0.492534, Len:  1, Fitness_tra: 2
Rule  5: d91, Class:  1, CF:0.488715, Len:  3, Fitness_tra: 10
Rule  6: 224, Class:  0, CF:0.509941, Len:  3, Fitness_tra: 0
Rule  7: 531, Class:  0, CF:0.300055, Len:  3, Fitness_tra: 5
Rule  8: d51, Class:  1, CF:0.315891, Len:  3, Fitness_tra: 2
Rule  9: 11b, Class:  0, CF:0.327432, Len:  3, Fitness_tra: 1
Rule 10: 52b, Class:  0, CF:0.520058, Len:  3, Fitness_tra: 0
Rule 11: 162, Class:  0, CF:0.341953, Len:  3, Fitness_tra: 0
Rule 12: 412, Class:  0, CF:0.52574, Len:  3, Fitness_tra: 0
Rule 13: 0e0, Class:  1, CF:0.0782493, Len:  1, Fitness_tra: 1
Rule 14: e14, Class:  0, CF:0.630455, Len:  3, Fitness_tra: 0
Rule 15: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 500, Class:  0, CF:0.0552518, Len:  1, Fitness_tra: 0
Rule 17: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 121, Class:  1, CF:0.0352204, Len:  3, Fitness_tra: -1
Rule 22: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 050, Class:  1, CF:0.0195435, Len:  1, Fitness_tra: 0
Rule 24: 172, Class:  0, CF:0.415884, Len:  3, Fitness_tra: 0
Rule 25: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 812, Class:  0, CF:0.507882, Len:  3, Fitness_tra: 0
Rule 27: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 521, Class:  1, CF:0.13367, Len:  3, Fitness_tra: 1
Rule 29: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2d1, Class:  1, CF:0.0304516, Len:  3, Fitness_tra: 0
Rule 36: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 5b2, Class:  0, CF:0.371631, Len:  3, Fitness_tra: 0
Rule 39: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 164, Class:  0, CF:0.250947, Len:  3, Fitness_tra: 0
Rule 43: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 241, Class:  0, CF:0.00145005, Len:  3, Fitness_tra: 0
Rule 50: 500, Class:  0, CF:0.0552518, Len:  1, Fitness_tra: 0
