------Generation 0------
Rule  1: d6d421d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0008000, Class:  0, CF:0.486715, Len:  1, Fitness_tra: 0
Rule 44: d111115, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 45: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 46: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 47: 1121211, Class:  0, CF:0.0832281, Len:  7, Fitness_tra: 0
Rule 48: 339113d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 9391135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1181111, Class:  0, CF:0.555628, Len:  7, Fitness_tra: 0
Rule 51: 0007000, Class:  0, CF:0.188248, Len:  1, Fitness_tra: 0
Rule 52: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 53: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 54: 5050008, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 55: 1355215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 5352835, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1315111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 58: 500c005, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 59: 11d2411, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 60: 13111e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 62: 53d1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2911291, Class:  0, CF:0.909104, Len:  7, Fitness_tra: 0
Rule 64: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 65: 0040004, Class:  0, CF:0.508594, Len:  2, Fitness_tra: 13
Rule 66: 0000004, Class:  0, CF:0.378475, Len:  1, Fitness_tra: 7
Rule 67: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 68: 3331111, Class:  1, CF:0.715292, Len:  7, Fitness_tra: 0
Rule 69: 1352c61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 21d1215, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 71: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 72: 5111131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 74: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 75: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 76: d000400, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 77: 3311131, Class:  1, CF:0.61766, Len:  7, Fitness_tra: 0
Rule 78: 000000f, Class:  1, CF:0.778217, Len:  1, Fitness_tra: 4
Rule 79: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 80: 5111211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 81: 5a52c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 83: 0004000, Class:  0, CF:0.260995, Len:  1, Fitness_tra: 1
Rule 84: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 85: 0b000b0, Class:  1, CF:0.840604, Len:  2, Fitness_tra: 1
Rule 86: 060050d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 88: 1311435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 5050005, Class:  1, CF:0.587135, Len:  3, Fitness_tra: 1
Rule 90: 1e91131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 5117118, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: 1115111, Class:  1, CF:0.0138507, Len:  7, Fitness_tra: 0
Rule 93: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 94: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 95: 4121211, Class:  0, CF:0.390303, Len:  7, Fitness_tra: 0
Rule 96: 00000e0, Class:  0, CF:0.739484, Len:  1, Fitness_tra: 13
Rule 97: 2124212, Class:  0, CF:0.847646, Len:  7, Fitness_tra: 0
Rule 98: 113121d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 3131215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2112b35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:14.5833
------Result------
Miss_rate(tra)	:14.5833
Miss_rate(tst)	:10
ARL				:2.87324

------Generation 0------
Rule  1: 4040004, Class:  0, CF:0.578159, Len:  3, Fitness_tra: 21
Rule  2: 00000e0, Class:  0, CF:0.739484, Len:  1, Fitness_tra: 13
Rule  3: 0040004, Class:  0, CF:0.508594, Len:  2, Fitness_tra: 13
Rule  4: 0000004, Class:  0, CF:0.378475, Len:  1, Fitness_tra: 8
Rule  5: 000000f, Class:  1, CF:0.778217, Len:  1, Fitness_tra: 5
Rule  6: 0008000, Class:  0, CF:0.486715, Len:  1, Fitness_tra: 3
Rule  7: 000c000, Class:  0, CF:0.363576, Len:  1, Fitness_tra: 2
Rule  8: d000400, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule  9: 5050008, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 10: 0004000, Class:  0, CF:0.260995, Len:  1, Fitness_tra: 1
Rule 11: 0b000b0, Class:  1, CF:0.840604, Len:  2, Fitness_tra: 1
Rule 12: 5050005, Class:  1, CF:0.587135, Len:  3, Fitness_tra: 1
Rule 13: d6d421d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1e5b231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1184218, Class:  0, CF:0.95607, Len:  7, Fitness_tra: 0
Rule 16: 55d1731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: d351211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 5922111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 19: 23814e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 3135111, Class:  1, CF:0.151481, Len:  7, Fitness_tra: 0
Rule 21: de811e2, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 22: 135176d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 24: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 25: 0604700, Class:  1, CF:0.730411, Len:  3, Fitness_tra: 0
Rule 26: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 27: 5151261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 8614431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 007b000, Class:  0, CF:0.139498, Len:  2, Fitness_tra: 0
Rule 30: 3952435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0600000, Class:  1, CF:0.707879, Len:  1, Fitness_tra: 0
Rule 32: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 33: 9e51515, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 34: 5582151, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 35: 5155c11, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 36: 531113d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 5611418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2552251, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 39: 4040007, Class:  0, CF:0.394958, Len:  3, Fitness_tra: 0
Rule 40: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 41: 0600000, Class:  1, CF:0.707879, Len:  1, Fitness_tra: 0
Rule 42: 161581d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0008000, Class:  0, CF:0.486715, Len:  1, Fitness_tra: 0
Rule 44: d111115, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 45: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 46: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 47: 1121211, Class:  0, CF:0.0832281, Len:  7, Fitness_tra: 0
Rule 48: 339113d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 9391135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1181111, Class:  0, CF:0.555628, Len:  7, Fitness_tra: 0
Rule 51: 0007000, Class:  0, CF:0.188248, Len:  1, Fitness_tra: 1
Rule 52: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 53: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 54: 1155831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1355215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 5352835, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1315111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 58: 500c005, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 59: 11d2411, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 60: 13111e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 62: 53d1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2911291, Class:  0, CF:0.909104, Len:  7, Fitness_tra: 0
Rule 64: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 65: 0077000, Class:  0, CF:0.160214, Len:  2, Fitness_tra: 0
Rule 66: 007b000, Class:  0, CF:0.139498, Len:  2, Fitness_tra: 0
Rule 67: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 68: 3331111, Class:  1, CF:0.715292, Len:  7, Fitness_tra: 0
Rule 69: 1352c61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 21d1215, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 71: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 72: 5111131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 74: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 75: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 76: 5317133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3311131, Class:  1, CF:0.61766, Len:  7, Fitness_tra: 0
Rule 78: 0007000, Class:  0, CF:0.188248, Len:  1, Fitness_tra: 0
Rule 79: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 80: 5111211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 81: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 82: 0600000, Class:  1, CF:0.707879, Len:  0, Fitness_tra: 0
Rule 83: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 84: 0008000, Class:  0, CF:0.486715, Len:  0, Fitness_tra: 0
Rule 85: 0b000b0, Class:  1, CF:0.840604, Len:  0, Fitness_tra: 0
Rule 86: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 87: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 88: 5050005, Class:  1, CF:0.587135, Len:  0, Fitness_tra: 0
Rule 89: 00000e0, Class:  0, CF:0.739484, Len:  0, Fitness_tra: 0
Rule 90: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 91: 505a038, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: c31113d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0008000, Class:  0, CF:0.486715, Len:  0, Fitness_tra: 0
Rule 94: 50db000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 95: 1214d31, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 96: 3151235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 6371135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11d1a11, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 99: 20d7410, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule100: 00d5005, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:12.5
------Result------
Miss_rate(tra)	:12.5
Miss_rate(tst)	:0
ARL				:3.04762

------Generation 1------
Rule  1: 4040004, Class:  0, CF:0.578159, Len:  3, Fitness_tra: 21
Rule  2: 00000e0, Class:  0, CF:0.739484, Len:  1, Fitness_tra: 13
Rule  3: 0040004, Class:  0, CF:0.508594, Len:  2, Fitness_tra: 13
Rule  4: 0000004, Class:  0, CF:0.378475, Len:  1, Fitness_tra: 8
Rule  5: 000000f, Class:  1, CF:0.778217, Len:  1, Fitness_tra: 5
Rule  6: 0008000, Class:  0, CF:0.486715, Len:  1, Fitness_tra: 3
Rule  7: 000c000, Class:  0, CF:0.363576, Len:  1, Fitness_tra: 2
Rule  8: d000400, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule  9: 5050008, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 10: 0004000, Class:  0, CF:0.260995, Len:  1, Fitness_tra: 1
Rule 11: 0b000b0, Class:  1, CF:0.840604, Len:  2, Fitness_tra: 1
Rule 12: 5050005, Class:  1, CF:0.587135, Len:  3, Fitness_tra: 1
Rule 13: d6d421d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1e5b231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1184218, Class:  0, CF:0.95607, Len:  7, Fitness_tra: 0
Rule 16: 55d1731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: d351211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 5922111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 19: 23814e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 3135111, Class:  1, CF:0.151481, Len:  7, Fitness_tra: 0
Rule 21: de811e2, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 22: 135176d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 24: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 25: 0604700, Class:  1, CF:0.730411, Len:  3, Fitness_tra: 0
Rule 26: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 27: 5151261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 8614431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 007b000, Class:  0, CF:0.139498, Len:  2, Fitness_tra: 0
Rule 30: 3952435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0600000, Class:  1, CF:0.707879, Len:  1, Fitness_tra: 0
Rule 32: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 33: 9e51515, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 34: 5582151, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 35: 5155c11, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 36: 531113d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 5611418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2552251, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 39: 4040007, Class:  0, CF:0.394958, Len:  3, Fitness_tra: 0
Rule 40: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 41: 0600000, Class:  1, CF:0.707879, Len:  1, Fitness_tra: 0
Rule 42: 161581d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0008000, Class:  0, CF:0.486715, Len:  1, Fitness_tra: 0
Rule 44: d111115, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 45: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 46: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 47: 1121211, Class:  0, CF:0.0832281, Len:  7, Fitness_tra: 0
Rule 48: 339113d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 9391135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1181111, Class:  0, CF:0.555628, Len:  7, Fitness_tra: 0
Rule 51: 0007000, Class:  0, CF:0.188248, Len:  1, Fitness_tra: 1
Rule 52: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 53: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 54: 1155831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1355215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 5352835, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1315111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 58: 500c005, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 59: 11d2411, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 60: 13111e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 62: 53d1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2911291, Class:  0, CF:0.909104, Len:  7, Fitness_tra: 0
Rule 64: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 65: 0077000, Class:  0, CF:0.160214, Len:  2, Fitness_tra: 0
Rule 66: 007b000, Class:  0, CF:0.139498, Len:  2, Fitness_tra: 0
Rule 67: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 68: 3331111, Class:  1, CF:0.715292, Len:  7, Fitness_tra: 0
Rule 69: 1352c61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 21d1215, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 71: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 72: 5111131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 74: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 75: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 76: 5317133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3311131, Class:  1, CF:0.61766, Len:  7, Fitness_tra: 0
Rule 78: 0007000, Class:  0, CF:0.188248, Len:  1, Fitness_tra: 0
Rule 79: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 80: 5111211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 81: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 82: 0600000, Class:  1, CF:0.707879, Len:  0, Fitness_tra: 0
Rule 83: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 84: 0008000, Class:  0, CF:0.486715, Len:  0, Fitness_tra: 0
Rule 85: 0b000b0, Class:  1, CF:0.840604, Len:  0, Fitness_tra: 0
Rule 86: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 87: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 88: 5050005, Class:  1, CF:0.587135, Len:  0, Fitness_tra: 0
Rule 89: 00000e0, Class:  0, CF:0.739484, Len:  0, Fitness_tra: 0
Rule 90: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 91: 505a038, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: c31113d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0008000, Class:  0, CF:0.486715, Len:  0, Fitness_tra: 0
Rule 94: 50db000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 95: 1214d31, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 96: 3151235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 6371135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11d1a11, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 99: 20d7410, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule100: 00d5005, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:12.5
------Result------
Miss_rate(tra)	:12.5
Miss_rate(tst)	:0
ARL				:3.04762

------Generation 2------
Rule  1: 4040004, Class:  0, CF:0.578159, Len:  3, Fitness_tra: 21
Rule  2: 00000e0, Class:  0, CF:0.739484, Len:  1, Fitness_tra: 13
Rule  3: 0040004, Class:  0, CF:0.508594, Len:  2, Fitness_tra: 13
Rule  4: 0000004, Class:  0, CF:0.378475, Len:  1, Fitness_tra: 8
Rule  5: 000000f, Class:  1, CF:0.778217, Len:  1, Fitness_tra: 5
Rule  6: 0008000, Class:  0, CF:0.486715, Len:  1, Fitness_tra: 3
Rule  7: 000c000, Class:  0, CF:0.363576, Len:  1, Fitness_tra: 2
Rule  8: d000400, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule  9: 5050008, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 10: 0004000, Class:  0, CF:0.260995, Len:  1, Fitness_tra: 1
Rule 11: 0b000b0, Class:  1, CF:0.840604, Len:  2, Fitness_tra: 1
Rule 12: 5050005, Class:  1, CF:0.587135, Len:  3, Fitness_tra: 1
Rule 13: d6d421d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1e5b231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1184218, Class:  0, CF:0.95607, Len:  7, Fitness_tra: 0
Rule 16: 55d1731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: d351211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 5922111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 19: 23814e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 3135111, Class:  1, CF:0.151481, Len:  7, Fitness_tra: 0
Rule 21: de811e2, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 22: 135176d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 24: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 25: 0604700, Class:  1, CF:0.730411, Len:  3, Fitness_tra: 0
Rule 26: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
