------Generation 0------
Rule  1: d54bb, Class:  1, CF:0.438179, Len:  5, Fitness_tra: 0
Rule 98: 5121b, Class:  2, CF:0.317863, Len:  5, Fitness_tra: 0
Rule 99: 11e21, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule100: d8cb4, Class:  1, CF:0.710803, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:16.2791
------Result------
Miss_rate(tra)	:16.2791
Miss_rate(tst)	:30.2326
ARL				:4.6

------Generation 2------
Rule  1: 05c00, Class:  1, CF:  1, Len:  2, Fitness_tra: 9
Rule  2: 00008, Class:  2, CF:  1, Len:  1, Fitness_tra: 4
Rule  3: 02000, Class:  1, CF:0.192112, Len:  1, Fitness_tra: 10
Rule  4: 11c11, Class:  1, CF:0.965971, Len:  5, Fitness_tra: 1
Rule  5: d54bb, Class:  1, CF:0.438179, Len:  5, Fitness_tra: 0
Rule  6: d1227, Class:  2, CF:0.922889, Len:  5, Fitness_tra: 0
Rule  7: 14b11, Class:  0, CF:0.0615115, Len:  5, Fitness_tra: 0
Rule  8: 9d7bb, Class:  1, CF:0.995932, Len:  5, Fitness_tra: 0
Rule  9: 8111b, Class:  2, CF:0.268901, Len:  5, Fitness_tra: 0
Rule 10: c1524, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 11: de000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 12: 114b1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 17114, Class:  2, CF:0.0461517, Len:  5, Fitness_tra: 0
Rule 14: 91122, Class:  2, CF:0.9965, Len:  5, Fitness_tra: 0
Rule 15: 15121, Class:  1, CF:0.965494, Len:  5, Fitness_tra: 0
Rule 16: d5441, Class:  1, CF:0.798233, Len:  5, Fitness_tra: 0
Rule 17: 32cb4, Class:  1, CF:0.999715, Len:  5, Fitness_tra: 0
Rule 18: 13c7b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 19: 15221, Class:  1, CF:0.994889, Len:  5, Fitness_tra: 0
Rule 20: 12144, Class:  2, CF:0.700811, Len:  5, Fitness_tra: 0
Rule 21: 984b7, Class:  1, CF:0.670046, Len:  5, Fitness_tra: 0
Rule 22: 11121, Class:  2, CF:0.71292, Len:  5, Fitness_tra: 0
Rule 23: 92112, Class:  2, CF:0.647198, Len:  5, Fitness_tra: 0
Rule 24: 5dc21, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 121b2, Class:  2, CF:0.833091, Len:  5, Fitness_tra: 0
Rule 26: 92144, Class:  2, CF:0.942484, Len:  5, Fitness_tra: 0
Rule 27: 5812b, Class:  0, CF:0.453606, Len:  5, Fitness_tra: 0
Rule 28: 3d221, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 29: 52171, Class:  2, CF:0.340199, Len:  5, Fitness_tra: 0
Rule 30: 11114, Class:  2, CF:0.422082, Len:  5, Fitness_tra: 0
Rule 31: 0b000, Class:  0, CF:0.0531186, Len:  1, Fitness_tra: 0
Rule 32: 35122, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 33: 954b1, Class:  1, CF:0.998626, Len:  5, Fitness_tra: 0
