------Generation 0------
Rule  1: 13c2b, Class:  0, CF:0.962908, Len:  5, Fitness_tra: 0
Rule 27: 5c241, Class:  0, CF:0.256437, Len:  5, Fitness_tra: 0
Rule 28: 322b4, Class:  1, CF:0.763925, Len:  5, Fitness_tra: 0
Rule 29: 51242, Class:  2, CF:0.97523, Len:  5, Fitness_tra: 0
Rule 30: 11412, Class:  2, CF:0.440728, Len:  5, Fitness_tra: 0
Rule 31: 18144, Class:  0, CF:0.0831971, Len:  5, Fitness_tra: 0
Rule 32: 52241, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 581b4, Class:  0, CF:0.413929, Len:  5, Fitness_tra: 0
Rule 35: 31441, Class:  1, CF:0.560127, Len:  5, Fitness_tra: 0
Rule 36: d1477, Class:  2, CF:0.866295, Len:  5, Fitness_tra: 0
Rule 37: dd1b4, Class:  1, CF:0.0305063, Len:  5, Fitness_tra: 0
Rule 38: 04700, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: dc112, Class:  0, CF:0.868447, Len:  5, Fitness_tra: 0
Rule 40: 12442, Class:  2, CF:0.707152, Len:  5, Fitness_tra: 0
Rule 41: 12174, Class:  2, CF:0.640848, Len:  5, Fitness_tra: 0
Rule 42: 31222, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 9c414, Class:  0, CF:0.358464, Len:  5, Fitness_tra: 0
Rule 44: 91c71, Class:  1, CF:0.94508, Len:  5, Fitness_tra: 0
Rule 45: 51217, Class:  2, CF:0.452163, Len:  5, Fitness_tra: 0
Rule 46: 34412, Class:  1, CF:0.370901, Len:  5, Fitness_tra: 0
Rule 47: 892bb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 92cb1, Class:  1, CF:0.985733, Len:  5, Fitness_tra: 0
Rule 49: 51447, Class:  2, CF:0.926177, Len:  5, Fitness_tra: 0
Rule 50: 127b4, Class:  2, CF:0.416835, Len:  5, Fitness_tra: 0
Rule 51: 51214, Class:  2, CF:0.580718, Len:  5, Fitness_tra: 0
Rule 52: 11124, Class:  2, CF:0.94502, Len:  5, Fitness_tra: 1
Rule 53: 1c422, Class:  0, CF:0.361482, Len:  5, Fitness_tra: 0
Rule 54: 91422, Class:  2, CF:0.983784, Len:  5, Fitness_tra: 0
Rule 55: 98c24, Class:  1, CF:0.970754, Len:  5, Fitness_tra: 0
Rule 56: dc417, Class:  0, CF:0.869536, Len:  5, Fitness_tra: 0
Rule 57: d5c42, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 58: d2241, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: e5122, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 61: 91cb7, Class:  1, CF:0.790081, Len:  5, Fitness_tra: 0
Rule 62: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 9d222, Class:  1, CF:0.996493, Len:  5, Fitness_tra: 0
Rule 64: 51414, Class:  2, CF:0.580718, Len:  5, Fitness_tra: 0
Rule 65: c3111, Class:  0, CF:0.185479, Len:  5, Fitness_tra: 40
Rule 66: 95c24, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 35c41, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11142, Class:  2, CF:0.958461, Len:  5, Fitness_tra: 0
Rule 70: 1c12b, Class:  0, CF:0.773547, Len:  5, Fitness_tra: 0
Rule 71: 12277, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 35c77, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 74: 13527, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: d0000, Class:  2, CF:0.162746, Len:  1, Fitness_tra: -59
Rule 76: 212bb, Class:  2, CF:0.764842, Len:  5, Fitness_tra: 0
Rule 77: 92121, Class:  2, CF:0.487482, Len:  5, Fitness_tra: 0
Rule 78: d8427, Class:  0, CF:0.596123, Len:  5, Fitness_tra: 0
Rule 79: 13142, Class:  2, CF:0.975876, Len:  5, Fitness_tra: 0
Rule 80: d1142, Class:  2, CF:0.987394, Len:  5, Fitness_tra: 0
Rule 81: 1c772, Class:  0, CF:0.433758, Len:  5, Fitness_tra: 0
Rule 82: 12247, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11177, Class:  2, CF:0.864511, Len:  5, Fitness_tra: 0
Rule 84: 95177, Class:  1, CF:0.995151, Len:  5, Fitness_tra: 0
Rule 85: 111b4, Class:  2, CF:0.87901, Len:  5, Fitness_tra: 0
Rule 86: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 18221, Class:  1, CF:0.843252, Len:  5, Fitness_tra: 0
Rule 88: 5842b, Class:  0, CF:0.0171002, Len:  5, Fitness_tra: 0
Rule 89: 3c117, Class:  1, CF:0.104204, Len:  5, Fitness_tra: 0
Rule 90: 98421, Class:  1, CF:0.890143, Len:  5, Fitness_tra: 0
Rule 91: 18441, Class:  1, CF:0.80618, Len:  5, Fitness_tra: 0
Rule 92: 00008, Class:  2, CF:  1, Len:  1, Fitness_tra: 4
Rule 93: 0c500, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 94: 39441, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 95: 4c242, Class:  0, CF:0.441666, Len:  5, Fitness_tra: 0
Rule 96: 13231, Class:  0, CF:0.3443, Len:  5, Fitness_tra: 0
Rule 97: d11b2, Class:  2, CF:0.983366, Len:  5, Fitness_tra: 2
Rule 98: 231b2, Class:  2, CF:0.982954, Len:  0, Fitness_tra: 0
Rule 99: b5142, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule100: 15900, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:46.5116
------Result------
Miss_rate(tra)	:46.5116
Miss_rate(tst)	:55.814
ARL				:4.68293

------Generation 1------
Rule  1: c3111, Class:  0, CF:0.185479, Len:  5, Fitness_tra: 70
Rule  2: 18411, Class:  1, CF:0.868466, Len:  5, Fitness_tra: -3
Rule  3: 05c00, Class:  1, CF:  1, Len:  2, Fitness_tra: 5
Rule  4: 21174, Class:  2, CF:0.956615, Len:  5, Fitness_tra: 5
Rule  5: e11b1, Class:  2, CF:0.958954, Len:  5, Fitness_tra: 3
Rule  6: 00008, Class:  2, CF:  1, Len:  1, Fitness_tra: 3
Rule  7: d11b2, Class:  2, CF:0.983366, Len:  5, Fitness_tra: 2
Rule  8: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule  9: 11124, Class:  2, CF:0.94502, Len:  5, Fitness_tra: 1
Rule 10: 62411, Class:  1, CF:0.999165, Len:  5, Fitness_tra: 1
Rule 11: a4000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 12: 231b2, Class:  2, CF:0.982954, Len:  5, Fitness_tra: 0
Rule 13: 51274, Class:  2, CF:0.945338, Len:  5, Fitness_tra: 0
Rule 14: d2144, Class:  2, CF:0.883912, Len:  5, Fitness_tra: 0
Rule 15: 1c141, Class:  0, CF:0.242335, Len:  5, Fitness_tra: 0
Rule 16: 52174, Class:  2, CF:0.883981, Len:  5, Fitness_tra: 0
Rule 17: 1c122, Class:  0, CF:0.576504, Len:  5, Fitness_tra: 0
Rule 18: 15c74, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 19: 09500, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 20: d224b, Class:  2, CF:0.419818, Len:  5, Fitness_tra: 0
Rule 21: 11577, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 22: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 31447, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 04700, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 35c4b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 5c241, Class:  0, CF:0.256437, Len:  5, Fitness_tra: 0
Rule 28: 322b4, Class:  1, CF:0.763925, Len:  5, Fitness_tra: 0
Rule 29: 51242, Class:  2, CF:0.97523, Len:  5, Fitness_tra: 0
Rule 30: 11412, Class:  2, CF:0.440728, Len:  5, Fitness_tra: 0
Rule 31: 18144, Class:  0, CF:0.0831971, Len:  5, Fitness_tra: 0
Rule 32: 52241, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 581b4, Class:  0, CF:0.413929, Len:  5, Fitness_tra: 0
Rule 35: 31441, Class:  1, CF:0.560127, Len:  5, Fitness_tra: 0
Rule 36: d1477, Class:  2, CF:0.866295, Len:  5, Fitness_tra: 0
Rule 37: dd1b4, Class:  1, CF:0.0305063, Len:  5, Fitness_tra: 0
Rule 38: 04700, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: dc112, Class:  0, CF:0.868447, Len:  5, Fitness_tra: 1
Rule 40: 12442, Class:  2, CF:0.707152, Len:  5, Fitness_tra: 0
Rule 41: 12174, Class:  2, CF:0.640848, Len:  5, Fitness_tra: 0
Rule 42: 31222, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 9c414, Class:  0, CF:0.358464, Len:  5, Fitness_tra: 0
Rule 44: 91c71, Class:  1, CF:0.94508, Len:  5, Fitness_tra: 0
Rule 45: 51217, Class:  2, CF:0.452163, Len:  5, Fitness_tra: 0
Rule 46: 34412, Class:  1, CF:0.370901, Len:  5, Fitness_tra: 0
Rule 47: 892bb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 92cb1, Class:  1, CF:0.985733, Len:  5, Fitness_tra: 0
Rule 49: 51447, Class:  2, CF:0.926177, Len:  5, Fitness_tra: 0
Rule 50: 127b4, Class:  2, CF:0.416835, Len:  5, Fitness_tra: 0
Rule 51: 51214, Class:  2, CF:0.580718, Len:  5, Fitness_tra: 0
Rule 52: 15900, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 53: 1c422, Class:  0, CF:0.361482, Len:  5, Fitness_tra: 0
Rule 54: 91422, Class:  2, CF:0.983784, Len:  5, Fitness_tra: 0
Rule 55: 98c24, Class:  1, CF:0.970754, Len:  5, Fitness_tra: 0
Rule 56: dc417, Class:  0, CF:0.869536, Len:  5, Fitness_tra: 12
Rule 57: d5c42, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 58: d2241, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: e5122, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 61: 91cb7, Class:  1, CF:0.790081, Len:  5, Fitness_tra: 0
Rule 62: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 9d222, Class:  1, CF:0.996493, Len:  5, Fitness_tra: 0
Rule 64: 51414, Class:  2, CF:0.580718, Len:  5, Fitness_tra: 0
Rule 65: 13c2b, Class:  0, CF:0.962908, Len:  5, Fitness_tra: 0
Rule 66: 95c24, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 35c41, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11142, Class:  2, CF:0.958461, Len:  5, Fitness_tra: 0
Rule 70: 1c12b, Class:  0, CF:0.773547, Len:  5, Fitness_tra: 0
Rule 71: 12277, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 35c77, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 74: 13527, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 212bb, Class:  2, CF:0.764842, Len:  5, Fitness_tra: 0
Rule 76: 92121, Class:  2, CF:0.487482, Len:  5, Fitness_tra: 0
Rule 77: d8427, Class:  0, CF:0.596123, Len:  5, Fitness_tra: 0
Rule 78: 13142, Class:  2, CF:0.975876, Len:  5, Fitness_tra: 0
Rule 79: d1142, Class:  2, CF:0.987394, Len:  5, Fitness_tra: 0
Rule 80: 1c772, Class:  0, CF:0.433758, Len:  5, Fitness_tra: 0
Rule 81: e821b, Class:  1, CF:0.811163, Len:  5, Fitness_tra: 0
Rule 82: 55424, Class:  1, CF:0.929417, Len:  5, Fitness_tra: 0
Rule 83: e0000, Class:  2, CF:0.207051, Len:  1, Fitness_tra: -2
Rule 84: 15114, Class:  1, CF:0.934879, Len:  5, Fitness_tra: 0
Rule 85: 551b7, Class:  1, CF:0.821645, Len:  5, Fitness_tra: 0
Rule 86: 914b2, Class:  2, CF:0.982522, Len:  5, Fitness_tra: 0
Rule 87: 52121, Class:  2, CF:0.419517, Len:  5, Fitness_tra: 0
Rule 88: 51124, Class:  2, CF:0.982622, Len:  5, Fitness_tra: 0
Rule 89: 382b4, Class:  1, CF:0.982402, Len:  5, Fitness_tra: 0
Rule 90: 5d24b, Class:  1, CF:0.854589, Len:  5, Fitness_tra: 0
Rule 91: 92177, Class:  2, CF:0.91398, Len:  5, Fitness_tra: 0
Rule 92: e7000, Class:  2, CF:0.56384, Len:  2, Fitness_tra: -5
Rule 93: d31b4, Class:  2, CF:0.9802, Len:  5, Fitness_tra: 3
Rule 94: 11c24, Class:  1, CF:0.661785, Len:  5, Fitness_tra: 0
Rule 95: 16971, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: d8411, Class:  1, CF:0.415554, Len:  5, Fitness_tra: -5
Rule 97: 53197, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: 31481, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0d0e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 92174, Class:  2, CF:0.926129, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:22.6744
------Result------
Miss_rate(tra)	:22.6744
Miss_rate(tst)	:27.907
ARL				:4.68293

------Generation 2------
Rule  1: c3111, Class:  0, CF:0.185479, Len:  5, Fitness_tra: 74
Rule  2: dc417, Class:  0, CF:0.869536, Len:  5, Fitness_tra: 24
Rule  3: 05c00, Class:  1, CF:  1, Len:  2, Fitness_tra: 12
Rule  4: 21174, Class:  2, CF:0.956615, Len:  5, Fitness_tra: 5
Rule  5: d31b4, Class:  2, CF:0.9802, Len:  5, Fitness_tra: 3
Rule  6: 00008, Class:  2, CF:  1, Len:  1, Fitness_tra: 3
Rule  7: e11b1, Class:  2, CF:0.958954, Len:  5, Fitness_tra: 5
Rule  8: d11b2, Class:  2, CF:0.983366, Len:  5, Fitness_tra: 2
Rule  9: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 10: 11124, Class:  2, CF:0.94502, Len:  5, Fitness_tra: 1
Rule 11: a4000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 12: dc112, Class:  0, CF:0.868447, Len:  5, Fitness_tra: 6
Rule 13: 62411, Class:  1, CF:0.999165, Len:  5, Fitness_tra: 1
Rule 14: 92174, Class:  2, CF:0.926129, Len:  5, Fitness_tra: 0
Rule 15: 1c141, Class:  0, CF:0.242335, Len:  5, Fitness_tra: 1
Rule 16: 52174, Class:  2, CF:0.883981, Len:  5, Fitness_tra: 0
Rule 17: 1c122, Class:  0, CF:0.576504, Len:  5, Fitness_tra: 0
Rule 18: 15c74, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 19: 09500, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 20: d224b, Class:  2, CF:0.419818, Len:  5, Fitness_tra: 0
Rule 21: 11577, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 22: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 31447, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 04700, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 35c4b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 5c241, Class:  0, CF:0.256437, Len:  5, Fitness_tra: 0
Rule 28: 322b4, Class:  1, CF:0.763925, Len:  5, Fitness_tra: 0
Rule 29: 51242, Class:  2, CF:0.97523, Len:  5, Fitness_tra: 0
Rule 30: 11412, Class:  2, CF:0.440728, Len:  5, Fitness_tra: 0
Rule 31: 18144, Class:  0, CF:0.0831971, Len:  5, Fitness_tra: 0
Rule 32: 52241, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 581b4, Class:  0, CF:0.413929, Len:  5, Fitness_tra: 0
Rule 35: 31441, Class:  1, CF:0.560127, Len:  5, Fitness_tra: 0
Rule 36: d1477, Class:  2, CF:0.866295, Len:  5, Fitness_tra: 0
