------Generation 0------
Rule  1: e8414, Class:  1, CF:0.486703, Len:  5, Fitness_tra: 0
Rule 38: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 23171, Class:  2, CF:0.888215, Len:  5, Fitness_tra: 5
Rule 40: 58724, Class:  0, CF:0.548507, Len:  5, Fitness_tra: 0
Rule 41: ed000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 42: 1c171, Class:  0, CF:0.12479, Len:  5, Fitness_tra: 0
Rule 43: d1144, Class:  2, CF:0.974973, Len:  5, Fitness_tra: 2
Rule 44: 55171, Class:  1, CF:0.721781, Len:  5, Fitness_tra: 0
Rule 45: 15124, Class:  1, CF:0.871941, Len:  5, Fitness_tra: 0
Rule 46: 11112, Class:  2, CF:0.570645, Len:  5, Fitness_tra: -1
Rule 47: 1c21b, Class:  0, CF:0.230108, Len:  5, Fitness_tra: 0
Rule 48: 35842, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 49: e22c1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 50: 92421, Class:  2, CF:0.257541, Len:  5, Fitness_tra: 0
Rule 51: 31c17, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 52: e22b4, Class:  2, CF:0.938295, Len:  5, Fitness_tra: 0
Rule 53: 31122, Class:  2, CF:0.343721, Len:  5, Fitness_tra: 0
Rule 54: 1122b, Class:  2, CF:0.663248, Len:  5, Fitness_tra: 0
Rule 55: fe000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 56: 17112, Class:  2, CF:0.296761, Len:  5, Fitness_tra: 0
Rule 57: 1c147, Class:  0, CF:0.701707, Len:  5, Fitness_tra: 0
Rule 58: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 11274, Class:  2, CF:0.74544, Len:  5, Fitness_tra: 0
Rule 60: 554b2, Class:  1, CF:0.593728, Len:  5, Fitness_tra: 0
Rule 61: 81421, Class:  2, CF:0.52889, Len:  5, Fitness_tra: 0
Rule 62: 9d1b1, Class:  1, CF:0.974931, Len:  5, Fitness_tra: 0
Rule 63: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 58272, Class:  0, CF:0.491681, Len:  5, Fitness_tra: 0
Rule 65: 00c00, Class:  1, CF:0.979604, Len:  1, Fitness_tra: 10
Rule 66: 854b2, Class:  1, CF:0.570718, Len:  5, Fitness_tra: 0
Rule 67: dc122, Class:  0, CF:0.466721, Len:  5, Fitness_tra: 0
Rule 68: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 53217, Class:  2, CF:0.696163, Len:  5, Fitness_tra: 0
Rule 70: 5117b, Class:  2, CF:0.956299, Len:  5, Fitness_tra: 0
Rule 71: 12121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00400, Class:  1, CF:0.076096, Len:  1, Fitness_tra: -35
Rule 73: 18121, Class:  1, CF:0.580339, Len:  5, Fitness_tra: 0
Rule 74: 51427, Class:  2, CF:0.944626, Len:  5, Fitness_tra: 0
Rule 75: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 51121, Class:  2, CF:0.943262, Len:  5, Fitness_tra: 0
Rule 77: 34412, Class:  1, CF:0.382265, Len:  5, Fitness_tra: 0
Rule 78: d1271, Class:  2, CF:0.561395, Len:  5, Fitness_tra: 0
Rule 79: 98212, Class:  1, CF:0.0748543, Len:  5, Fitness_tra: 0
Rule 80: d8417, Class:  0, CF:0.644926, Len:  5, Fitness_tra: 0
Rule 81: 31cb1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 82: 11122, Class:  2, CF:0.969457, Len:  5, Fitness_tra: 0
Rule 83: 11111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1111b, Class:  2, CF:0.119522, Len:  5, Fitness_tra: 0
Rule 85: 11722, Class:  2, CF:0.93474, Len:  5, Fitness_tra: 0
Rule 86: d517b, Class:  0, CF:0.0465447, Len:  5, Fitness_tra: 0
Rule 87: 31277, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 92211, Class:  1, CF:0.229725, Len:  5, Fitness_tra: 0
Rule 89: 91441, Class:  2, CF:0.86714, Len:  5, Fitness_tra: 0
Rule 90: 9dc27, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 91: 5c177, Class:  0, CF:0.944445, Len:  5, Fitness_tra: 0
Rule 92: 1127b, Class:  2, CF:0.378052, Len:  5, Fitness_tra: 0
Rule 93: 32211, Class:  1, CF:0.981501, Len:  5, Fitness_tra: 5
Rule 94: 37111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 31c42, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 96: 9c4b4, Class:  0, CF:0.501268, Len:  5, Fitness_tra: 0
Rule 97: 51212, Class:  2, CF:0.765595, Len:  5, Fitness_tra: 0
Rule 98: d2444, Class:  2, CF:0.780659, Len:  5, Fitness_tra: 0
Rule 99: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:70.9302
------Result------
Miss_rate(tra)	:70.9302
Miss_rate(tst)	:72.093
ARL				:4.76471

------Generation 0------
Rule  1: 00c00, Class:  1, CF:0.979604, Len:  1, Fitness_tra: 10
Rule  2: 38111, Class:  1, CF:0.969373, Len:  5, Fitness_tra: 0
Rule  3: 32211, Class:  1, CF:0.981501, Len:  5, Fitness_tra: 5
Rule  4: 51117, Class:  2, CF:0.727515, Len:  5, Fitness_tra: -9
Rule  5: 23171, Class:  2, CF:0.888215, Len:  5, Fitness_tra: 7
Rule  6: 21172, Class:  2, CF:0.971402, Len:  5, Fitness_tra: 3
Rule  7: 2114b, Class:  2, CF:0.929885, Len:  5, Fitness_tra: 2
Rule  8: d1144, Class:  2, CF:0.974973, Len:  5, Fitness_tra: 2
Rule  9: 04708, Class:  2, CF:  1, Len:  3, Fitness_tra: 1
Rule 10: fe000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 11: 51121, Class:  2, CF:0.943262, Len:  5, Fitness_tra: 1
Rule 12: e8414, Class:  1, CF:0.486703, Len:  5, Fitness_tra: 0
Rule 13: 58247, Class:  0, CF:0.491681, Len:  5, Fitness_tra: 0
Rule 14: d12b1, Class:  2, CF:0.501604, Len:  5, Fitness_tra: 0
Rule 15: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 3c7b1, Class:  1, CF:0.770435, Len:  5, Fitness_tra: 0
Rule 17: 111bb, Class:  2, CF:0.69035, Len:  5, Fitness_tra: 1
Rule 18: 5c244, Class:  0, CF:0.653628, Len:  5, Fitness_tra: 0
Rule 19: d8277, Class:  0, CF:0.758347, Len:  5, Fitness_tra: 0
Rule 20: d2117, Class:  0, CF:0.0501403, Len:  5, Fitness_tra: 0
Rule 21: 11722, Class:  2, CF:0.93474, Len:  5, Fitness_tra: 0
Rule 22: 17b22, Class:  2, CF:0.862775, Len:  5, Fitness_tra: 0
Rule 23: 52444, Class:  2, CF:0.832494, Len:  5, Fitness_tra: 0
Rule 24: 31241, Class:  1, CF:0.758839, Len:  5, Fitness_tra: 0
Rule 25: 9c141, Class:  0, CF:0.318326, Len:  5, Fitness_tra: 0
Rule 26: 1e242, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 582b1, Class:  1, CF:0.321554, Len:  5, Fitness_tra: 0
Rule 28: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11272, Class:  2, CF:0.902461, Len:  5, Fitness_tra: 0
Rule 30: 1121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15141, Class:  1, CF:0.968815, Len:  5, Fitness_tra: 0
Rule 32: 18cb7, Class:  1, CF:0.96428, Len:  5, Fitness_tra: 0
Rule 33: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 51172, Class:  2, CF:0.98605, Len:  5, Fitness_tra: 0
Rule 36: 21521, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 37: 2151b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 38: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 55212, Class:  1, CF:0.779485, Len:  5, Fitness_tra: 0
Rule 40: 58724, Class:  0, CF:0.548507, Len:  5, Fitness_tra: 0
Rule 41: ed000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 42: 1c171, Class:  0, CF:0.12479, Len:  5, Fitness_tra: 0
Rule 43: 95414, Class:  1, CF:0.989322, Len:  5, Fitness_tra: 0
Rule 44: 55171, Class:  1, CF:0.721781, Len:  5, Fitness_tra: 0
Rule 45: 15124, Class:  1, CF:0.871941, Len:  5, Fitness_tra: 0
Rule 46: d2444, Class:  2, CF:0.780659, Len:  5, Fitness_tra: 0
Rule 47: 1c21b, Class:  0, CF:0.230108, Len:  5, Fitness_tra: 0
Rule 48: 35842, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 49: e22c1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 50: 92421, Class:  2, CF:0.257541, Len:  5, Fitness_tra: 0
Rule 51: 31c17, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 52: e22b4, Class:  2, CF:0.938295, Len:  5, Fitness_tra: 0
Rule 53: 31122, Class:  2, CF:0.343721, Len:  5, Fitness_tra: 0
Rule 54: 1122b, Class:  2, CF:0.663248, Len:  5, Fitness_tra: 0
Rule 55: 5d112, Class:  1, CF:0.448354, Len:  5, Fitness_tra: 0
Rule 56: 17112, Class:  2, CF:0.296761, Len:  5, Fitness_tra: 0
Rule 57: 1c147, Class:  0, CF:0.701707, Len:  5, Fitness_tra: 0
Rule 58: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 11274, Class:  2, CF:0.74544, Len:  5, Fitness_tra: 0
Rule 60: 554b2, Class:  1, CF:0.593728, Len:  5, Fitness_tra: 0
Rule 61: 81421, Class:  2, CF:0.52889, Len:  5, Fitness_tra: 0
Rule 62: 9d1b1, Class:  1, CF:0.974931, Len:  5, Fitness_tra: 0
Rule 63: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 58272, Class:  0, CF:0.491681, Len:  5, Fitness_tra: 0
Rule 65: 21111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 854b2, Class:  1, CF:0.570718, Len:  5, Fitness_tra: 0
Rule 67: dc122, Class:  0, CF:0.466721, Len:  5, Fitness_tra: 0
Rule 68: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 53217, Class:  2, CF:0.696163, Len:  5, Fitness_tra: 0
Rule 70: 5117b, Class:  2, CF:0.956299, Len:  5, Fitness_tra: 0
Rule 71: 12121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 18121, Class:  1, CF:0.580339, Len:  5, Fitness_tra: 0
Rule 73: 51427, Class:  2, CF:0.944626, Len:  5, Fitness_tra: 0
Rule 74: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 51121, Class:  2, CF:0.943262, Len:  5, Fitness_tra: 0
Rule 76: 34412, Class:  1, CF:0.382265, Len:  5, Fitness_tra: 0
Rule 77: d1271, Class:  2, CF:0.561395, Len:  5, Fitness_tra: 0
Rule 78: 98212, Class:  1, CF:0.0748543, Len:  5, Fitness_tra: 0
Rule 79: d8417, Class:  0, CF:0.644926, Len:  5, Fitness_tra: 0
Rule 80: 31cb1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: d8111, Class:  0, CF:0.182932, Len:  5, Fitness_tra: 1
Rule 82: 1d424, Class:  1, CF:0.91392, Len:  5, Fitness_tra: 0
Rule 83: 9c712, Class:  0, CF:0.704551, Len:  5, Fitness_tra: 0
Rule 84: 328b7, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 85: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 12111, Class:  1, CF:0.264918, Len:  5, Fitness_tra: -53
Rule 87: 35217, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 88: 00400, Class:  1, CF:0.076096, Len:  1, Fitness_tra: -18
Rule 89: 98c7b, Class:  1, CF:0.914739, Len:  5, Fitness_tra: 0
Rule 90: d81b4, Class:  0, CF:0.81971, Len:  5, Fitness_tra: 0
Rule 91: 9242d, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 92: dc121, Class:  0, CF:0.831743, Len:  5, Fitness_tra: 0
Rule 93: 17172, Class:  2, CF:0.882122, Len:  5, Fitness_tra: 0
Rule 94: c5113, Class:  1, CF:0.944825, Len:  5, Fitness_tra: 2
Rule 95: 2e50b, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 96: 18113, Class:  1, CF:0.678572, Len:  5, Fitness_tra: -26
Rule 97: 35443, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: 23171, Class:  2, CF:0.888215, Len:  0, Fitness_tra: 0
Rule 99: 12212, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 180ab, Class:  1, CF:0.305337, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:70.3488
------Result------
Miss_rate(tra)	:70.3488
Miss_rate(tst)	:69.7674
ARL				:4.78824

------Generation 1------
Rule  1: 00c00, Class:  1, CF:0.979604, Len:  1, Fitness_tra: 10
Rule  2: 23171, Class:  2, CF:0.888215, Len:  5, Fitness_tra: 1
Rule  3: 32211, Class:  1, CF:0.981501, Len:  5, Fitness_tra: 3
Rule  4: 21172, Class:  2, CF:0.971402, Len:  5, Fitness_tra: 3
Rule  5: c5113, Class:  1, CF:0.944825, Len:  5, Fitness_tra: 2
Rule  6: 2114b, Class:  2, CF:0.929885, Len:  5, Fitness_tra: 2
Rule  7: d1144, Class:  2, CF:0.974973, Len:  5, Fitness_tra: 2
Rule  8: 04708, Class:  2, CF:  1, Len:  3, Fitness_tra: 1
Rule  9: fe000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 10: 51121, Class:  2, CF:0.943262, Len:  5, Fitness_tra: 1
Rule 11: 111bb, Class:  2, CF:0.69035, Len:  5, Fitness_tra: 0
Rule 12: d8111, Class:  0, CF:0.182932, Len:  5, Fitness_tra: 14
Rule 13: 38111, Class:  1, CF:0.969373, Len:  5, Fitness_tra: 1
Rule 14: d12b1, Class:  2, CF:0.501604, Len:  5, Fitness_tra: 0
Rule 15: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 3c7b1, Class:  1, CF:0.770435, Len:  5, Fitness_tra: 0
Rule 17: 180ab, Class:  1, CF:0.305337, Len:  4, Fitness_tra: 0
Rule 18: 5c244, Class:  0, CF:0.653628, Len:  5, Fitness_tra: 0
Rule 19: d8277, Class:  0, CF:0.758347, Len:  5, Fitness_tra: 0
Rule 20: d2117, Class:  0, CF:0.0501403, Len:  5, Fitness_tra: 0
Rule 21: 11722, Class:  2, CF:0.93474, Len:  5, Fitness_tra: 0
Rule 22: 17b22, Class:  2, CF:0.862775, Len:  5, Fitness_tra: 0
Rule 23: 52444, Class:  2, CF:0.832494, Len:  5, Fitness_tra: 0
Rule 24: 31241, Class:  1, CF:0.758839, Len:  5, Fitness_tra: 0
Rule 25: 9c141, Class:  0, CF:0.318326, Len:  5, Fitness_tra: 0
Rule 26: 1e242, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 582b1, Class:  1, CF:0.321554, Len:  5, Fitness_tra: 0
Rule 28: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11272, Class:  2, CF:0.902461, Len:  5, Fitness_tra: 0
Rule 30: 1121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15141, Class:  1, CF:0.968815, Len:  5, Fitness_tra: 0
Rule 32: 18cb7, Class:  1, CF:0.96428, Len:  5, Fitness_tra: 0
Rule 33: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 51172, Class:  2, CF:0.98605, Len:  5, Fitness_tra: 0
Rule 36: 21521, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 37: 2151b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 38: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 55212, Class:  1, CF:0.779485, Len:  5, Fitness_tra: 0
Rule 40: 58724, Class:  0, CF:0.548507, Len:  5, Fitness_tra: 0
Rule 41: ed000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 42: 1c171, Class:  0, CF:0.12479, Len:  5, Fitness_tra: 0
Rule 43: 95414, Class:  1, CF:0.989322, Len:  5, Fitness_tra: 0
Rule 44: 55171, Class:  1, CF:0.721781, Len:  5, Fitness_tra: 0
Rule 45: 15124, Class:  1, CF:0.871941, Len:  5, Fitness_tra: 0
Rule 46: d2444, Class:  2, CF:0.780659, Len:  5, Fitness_tra: 0
Rule 47: 1c21b, Class:  0, CF:0.230108, Len:  5, Fitness_tra: 0
Rule 48: 35842, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 49: e22c1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 50: 92421, Class:  2, CF:0.257541, Len:  5, Fitness_tra: 0
Rule 51: 31c17, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 52: e22b4, Class:  2, CF:0.938295, Len:  5, Fitness_tra: 0
Rule 53: 31122, Class:  2, CF:0.343721, Len:  5, Fitness_tra: 0
Rule 54: 1122b, Class:  2, CF:0.663248, Len:  5, Fitness_tra: 0
Rule 55: 5d112, Class:  1, CF:0.448354, Len:  5, Fitness_tra: 0
Rule 56: 17112, Class:  2, CF:0.296761, Len:  5, Fitness_tra: 0
Rule 57: 1c147, Class:  0, CF:0.701707, Len:  5, Fitness_tra: 0
Rule 58: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 11274, Class:  2, CF:0.74544, Len:  5, Fitness_tra: 0
Rule 60: 554b2, Class:  1, CF:0.593728, Len:  5, Fitness_tra: 0
Rule 61: 81421, Class:  2, CF:0.52889, Len:  5, Fitness_tra: 0
Rule 62: 9d1b1, Class:  1, CF:0.974931, Len:  5, Fitness_tra: 0
Rule 63: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 58272, Class:  0, CF:0.491681, Len:  5, Fitness_tra: 0
Rule 65: 21111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 854b2, Class:  1, CF:0.570718, Len:  5, Fitness_tra: 0
Rule 67: dc122, Class:  0, CF:0.466721, Len:  5, Fitness_tra: 0
Rule 68: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 53217, Class:  2, CF:0.696163, Len:  5, Fitness_tra: 0
Rule 70: 5117b, Class:  2, CF:0.956299, Len:  5, Fitness_tra: 1
Rule 71: 12121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 18121, Class:  1, CF:0.580339, Len:  5, Fitness_tra: 0
Rule 73: 51427, Class:  2, CF:0.944626, Len:  5, Fitness_tra: 0
Rule 74: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 51121, Class:  2, CF:0.943262, Len:  5, Fitness_tra: 0
Rule 76: 34412, Class:  1, CF:0.382265, Len:  5, Fitness_tra: 0
Rule 77: d1271, Class:  2, CF:0.561395, Len:  5, Fitness_tra: 0
Rule 78: 98212, Class:  1, CF:0.0748543, Len:  5, Fitness_tra: 0
Rule 79: d8417, Class:  0, CF:0.644926, Len:  5, Fitness_tra: 0
Rule 80: 31cb1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: 95422, Class:  1, CF:0.983881, Len:  5, Fitness_tra: 0
Rule 82: d5147, Class:  0, CF:0.0465447, Len:  5, Fitness_tra: 0
Rule 83: 95411, Class:  1, CF:0.995592, Len:  5, Fitness_tra: 0
Rule 84: 91cb4, Class:  1, CF:0.495218, Len:  5, Fitness_tra: 0
Rule 85: 55442, Class:  1, CF:0.593728, Len:  5, Fitness_tra: 0
Rule 86: 5142b, Class:  2, CF:0.917933, Len:  5, Fitness_tra: 0
Rule 87: 38111, Class:  1, CF:0.969373, Len:  0, Fitness_tra: 0
Rule 88: 11274, Class:  2, CF:0.74544, Len:  0, Fitness_tra: 0
Rule 89: 58272, Class:  0, CF:0.491681, Len:  0, Fitness_tra: 0
Rule 90: 1172b, Class:  2, CF:0.691301, Len:  5, Fitness_tra: 0
Rule 91: 31cb1, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 92: 511d1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: d1273, Class:  2, CF:0.366822, Len:  5, Fitness_tra: 0
Rule 94: 1db12, Class:  1, CF:0.829335, Len:  5, Fitness_tra: 0
Rule 95: 31122, Class:  2, CF:0.343721, Len:  0, Fitness_tra: 0
Rule 96: 35713, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule 97: 53207, Class:  2, CF:0.753065, Len:  4, Fitness_tra: 0
Rule 98: c5513, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 99: 21117, Class:  2, CF:0.519325, Len:  5, Fitness_tra: -83
Rule100: 65124, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:61.6279
------Result------
Miss_rate(tra)	:61.6279
Miss_rate(tst)	:60.4651
ARL				:4.83133

------Generation 2------
Rule  1: 00c00, Class:  1, CF:0.979604, Len:  1, Fitness_tra: 10
Rule  2: 23171, Class:  2, CF:0.888215, Len:  5, Fitness_tra: 1
Rule  3: 32211, Class:  1, CF:0.981501, Len:  5, Fitness_tra: 3
Rule  4: 21172, Class:  2, CF:0.971402, Len:  5, Fitness_tra: 3
Rule  5: c5113, Class:  1, CF:0.944825, Len:  5, Fitness_tra: 2
Rule  6: 2114b, Class:  2, CF:0.929885, Len:  5, Fitness_tra: 2
Rule  7: d1144, Class:  2, CF:0.974973, Len:  5, Fitness_tra: 2
Rule  8: 04708, Class:  2, CF:  1, Len:  3, Fitness_tra: 1
Rule  9: fe000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 10: 51121, Class:  2, CF:0.943262, Len:  5, Fitness_tra: 1
Rule 11: 111bb, Class:  2, CF:0.69035, Len:  5, Fitness_tra: 0
Rule 12: d8111, Class:  0, CF:0.182932, Len:  5, Fitness_tra: 14
Rule 13: 38111, Class:  1, CF:0.969373, Len:  5, Fitness_tra: 1
Rule 14: d12b1, Class:  2, CF:0.501604, Len:  5, Fitness_tra: 0
Rule 15: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 3c7b1, Class:  1, CF:0.770435, Len:  5, Fitness_tra: 0
Rule 17: 180ab, Class:  1, CF:0.305337, Len:  4, Fitness_tra: 0
Rule 18: 5c244, Class:  0, CF:0.653628, Len:  5, Fitness_tra: 0
Rule 19: d8277, Class:  0, CF:0.758347, Len:  5, Fitness_tra: 0
Rule 20: d2117, Class:  0, CF:0.0501403, Len:  5, Fitness_tra: 0
Rule 21: 11722, Class:  2, CF:0.93474, Len:  5, Fitness_tra: 0
Rule 22: 17b22, Class:  2, CF:0.862775, Len:  5, Fitness_tra: 0
Rule 23: 52444, Class:  2, CF:0.832494, Len:  5, Fitness_tra: 0
Rule 24: 31241, Class:  1, CF:0.758839, Len:  5, Fitness_tra: 0
Rule 25: 9c141, Class:  0, CF:0.318326, Len:  5, Fitness_tra: 0
Rule 26: 1e242, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 582b1, Class:  1, CF:0.321554, Len:  5, Fitness_tra: 0
Rule 28: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11272, Class:  2, CF:0.902461, Len:  5, Fitness_tra: 0
Rule 30: 1121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15141, Class:  1, CF:0.968815, Len:  5, Fitness_tra: 0
Rule 32: 18cb7, Class:  1, CF:0.96428, Len:  5, Fitness_tra: 0
Rule 33: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 51172, Class:  2, CF:0.98605, Len:  5, Fitness_tra: 0
